measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Jet Fuel-Combined Cycle Combustion Turbine Part Generation,Jet Fuel-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Jet Fuel-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Jet Fuel-Combined Cycle Steam Part Generation,Jet Fuel-Combined Cycle Steam Part Quantity Consumed For Electricity,Jet Fuel-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Gases-Combined Cycle Combustion Turbine Part Generation,Other Gases-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other Gases-Combined Cycle Steam Part Generation,Other Gases-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Steam Part Total Fuel Consumed
2021-05-01,,,,,,,,,,,,,7235.0,91240.0,97541.0,2871.0,0.0,0.0,,,,,,
2021-06-01,,,,,,,,,,,,,32902.0,414787.0,442015.0,13592.0,8398.0,8398.0,,,,,,
2021-07-01,,,,,,,,,,,,,37336.0,469146.0,494499.0,15604.0,11745.0,11745.0,,,,,,
2021-08-01,,,,,,,,,,,,,35544.0,447048.0,476016.0,14867.0,11096.0,11096.0,,,,,,
2021-09-01,,,,,,,,,,,,,18092.0,225966.0,241083.0,7502.0,6374.0,6374.0,,,,,,
2021-10-01,,,,,,,,,,,,,8967.0,110756.0,121420.0,3273.0,1288.0,1288.0,,,,,,
2021-11-01,,,,,,,,,,,,,11055.0,134940.0,139554.0,4737.0,7629.0,7629.0,,,,,,
2021-12-01,,,,,,,,,,,,,99.0,919.0,2735.0,0.0,0.0,0.0,,,,,,
2022-01-01,,,,,,,,,,,,,6630.0,79411.0,86695.0,2266.0,1068.0,1068.0,,,,,,
2022-02-01,,,,,,,,,,,,,21669.0,260415.0,273978.0,7855.0,3403.0,3403.0,,,,,,
2022-03-01,,,,,,,,,,,,,14476.0,176174.0,186803.0,5485.0,4863.0,4863.0,,,,,,
2022-04-01,,,,,,,,,,,,,8607.0,104035.0,113940.0,3146.0,2314.0,2314.0,,,,,,
2022-05-01,,,,,,,,,,,,,21818.0,270085.0,285654.0,8813.0,7215.0,7215.0,,,,,,
2022-06-01,,,,,,,,,,,,,34465.0,424565.0,444345.0,14130.0,16256.0,16256.0,,,,,,
2022-07-01,,,,,,,,,,,,,11654.0,137317.0,155103.0,3730.0,3126.0,3126.0,,,,,,
2022-08-01,,,,,,,,,,,,,13240.0,120960.0,179214.0,0.0,0.0,0.0,,,,,,
2022-09-01,,,,,,,,,,,,,3453.0,31574.0,46174.0,0.0,0.0,0.0,,,,,,
2022-10-01,,,,,,,,,,,,,1368.0,12441.0,20912.0,0.0,0.0,0.0,,,,,,
2022-11-01,,,,,,,,,,,,,2289.0,20962.0,30014.0,0.0,0.0,0.0,,,,,,
2022-12-01,,,,,,,,,,,,,1728.0,16728.0,25274.0,0.0,0.0,0.0,,,,,,
2023-01-01,,,,,,,,,,,,,605.0,5573.0,8649.0,0.0,0.0,0.0,,,,,,
2023-02-01,,,,,,,,,,,,,1329.0,12187.0,18152.0,0.0,0.0,0.0,,,,,,
2023-03-01,,,,,,,,,,,,,2759.0,25065.0,36653.0,0.0,0.0,0.0,,,,,,
2023-04-01,,,,,,,,,,,,,4435.0,40629.0,62860.0,0.0,0.0,0.0,,,,,,
2023-05-01,,,,,,,,,,,,,7331.0,67190.0,101383.0,0.0,0.0,0.0,,,,,,
2023-06-01,,,,,,,,,,,,,10141.0,92798.0,140765.0,0.0,0.0,0.0,,,,,,
2023-07-01,,,,,,,,,,,,,13038.0,119577.0,178179.0,0.0,0.0,0.0,,,,,,
2023-08-01,,,,,,,,,,,,,27915.0,254833.0,365661.0,0.0,0.0,0.0,,,,,,
2023-09-01,,,,,,,,,,,,,16497.0,150714.0,217880.0,0.0,0.0,0.0,,,,,,
2023-10-01,,,,,,,,,,,,,7748.0,71110.0,110740.0,0.0,0.0,0.0,,,,,,
2023-11-01,,,,,,,,,,,,,5801.0,52860.0,76320.0,0.0,0.0,0.0,,,,,,
2023-12-01,,,,,,,,,,,,,1957.0,17716.0,26123.0,0.0,0.0,0.0,,,,,,
2024-01-01,,,,,,,,,,,,,3927.0,36027.0,60519.0,0.0,0.0,0.0,,,,,,
2024-02-01,,,,,,,,,,,,,2865.0,26194.0,37269.0,0.0,0.0,0.0,,,,,,
2024-03-01,,,,,,,,,,,,,2763.0,26229.0,38708.0,0.0,0.0,0.0,,,,,,
2024-04-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2024-05-01,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2024-06-01,,,,,,,,,,,,,1123.0,9825.0,29709.0,0.0,0.0,0.0,,,,,,
2024-07-01,,,,,,,,,,,,,9067.0,79325.0,88900.0,0.0,0.0,0.0,,,,,,
2024-08-01,,,,,,,,,,,,,29609.0,259041.0,375173.0,0.0,0.0,0.0,,,,,,
2024-09-01,,,,,,,,,,,,,14820.0,129656.0,188191.0,0.0,0.0,0.0,,,,,,
2024-10-01,,,,,,,,,,,,,27805.0,243258.0,348620.0,0.0,0.0,0.0,,,,,,
2024-11-01,,,,,,,,,,,,,22681.0,198430.0,280137.0,0.0,0.0,0.0,,,,,,
2024-12-01,,,,,,,,,,,,,19083.0,166952.0,233832.0,0.0,0.0,0.0,,,,,,
