measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Other Biomass Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Other Biomass Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Liquids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed"
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,67246.0,348385.0,707780.0,36159.0,187329.0,452752.0,,,,,,,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,67727.0,349479.0,689854.0,32393.0,167870.0,415586.0,,,,,,,,,
2017-09-01,0.0,0.0,0.0,865.868,4477.0,40641.0,,,,54332.0,280913.0,497123.0,17637.132,91190.0,330705.0,,,,,,,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,73952.0,380423.0,730437.0,32375.0,166541.0,434481.0,,,,,,,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,54938.0,286347.0,510828.0,24817.0,129350.0,554114.0,,,,,,,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,67623.0,354542.0,649110.0,21714.0,113840.0,649766.0,,,,,,,,,
2018-01-01,,,,,,,228.839,1214.0,26322.0,,,,,,,55448.353,288230.0,571761.0,5442.161,28877.0,625990.0,,,
2018-02-01,,,,,,,375.895,1969.0,11858.0,,,,,,,58199.277,302530.0,600126.0,20079.105,105183.0,633427.0,,,
2018-03-01,,,,,,,0.0,0.0,0.0,,,,,,,64852.626,337116.0,668734.0,19198.0,100172.0,609262.0,,,
2018-04-01,,,,,,,0.0,0.0,0.0,,,,,,,56478.002,293583.0,582378.0,14753.0,77322.0,487016.0,,,
2018-05-01,,,,,,,150.576,778.0,2600.0,,,,,,,54929.429,285533.0,566410.0,23964.424,123800.0,413824.0,,,
2018-06-01,,,,,,,324.763,1675.0,4629.0,,,,,,,69333.851,360410.0,714941.0,25081.237,129346.0,357497.0,,,
2018-07-01,,,,,,,0.0,0.0,0.0,,,,,,,82248.47,427542.0,848112.0,28767.0,148578.0,393160.0,,,
2018-08-01,,,,,,,0.0,0.0,0.0,,,,,,,80994.969,421026.0,835187.0,21702.0,113063.0,490361.0,,,
2018-09-01,,,,,,,0.0,0.0,0.0,,,,,,,70348.351,365683.0,725403.0,25811.0,132897.0,277926.0,,,
2018-10-01,,,,,,,0.0,0.0,0.0,,,,,,,64938.73,337563.0,669621.0,11441.0,44263.0,44263.0,,,
2018-11-01,,,,,,,0.0,0.0,0.0,,,,,,,52272.097,271720.0,539008.0,20206.0,104267.0,227917.0,,,
2018-12-01,,,,,,,0.0,0.0,0.0,,,,,,,53394.845,277556.0,550585.0,17119.0,89946.0,576218.0,,,
2019-01-01,,,,,,,20.67,108.0,757.0,,,,,,,60585.822,314738.0,610568.0,15846.33,82423.0,580034.0,,,
2019-02-01,,,,,,,168.661,878.0,4924.0,,,,,,,57944.982,301019.0,583955.0,18922.339,98502.0,552401.0,,,
2019-03-01,,,,,,,0.0,0.0,0.0,,,,,,,59982.293,311603.0,604486.0,20868.0,108727.0,559513.0,,,
2019-04-01,,,,,,,0.0,0.0,0.0,,,,,,,41222.401,214147.0,415429.0,16838.0,87799.0,292982.0,,,
2019-05-01,,,,,,,0.0,0.0,0.0,,,,,,,55723.239,289477.0,561565.0,17805.0,92847.0,204634.0,,,
2019-06-01,,,,,,,0.0,0.0,0.0,,,,,,,65486.447,340196.0,659956.0,19994.0,103519.0,302432.0,,,
2019-07-01,,,,,,,0.0,0.0,0.0,,,,,,,82889.905,430606.0,835344.0,26845.0,138939.0,399703.0,,,
2019-08-01,,,,,,,0.0,0.0,0.0,,,,,,,81053.459,421065.0,816836.0,23941.0,124543.0,438933.0,,,
2019-09-01,,,,,,,0.0,0.0,0.0,,,,,,,69567.107,361395.0,701080.0,25673.0,132606.0,345145.0,,,
2019-10-01,,,,,,,0.0,0.0,0.0,,,,,,,66100.165,343384.0,666141.0,13446.0,72370.0,343300.0,,,
2019-11-01,,,,,,,0.0,0.0,0.0,,,,,,,57622.463,299344.0,580705.0,20297.0,104839.0,402993.0,,,
2019-12-01,,,,,,,0.0,0.0,0.0,,,,,,,64731.717,336275.0,652349.0,19157.0,99078.0,463713.0,,,
2020-01-01,,,,,,,0.0,0.0,0.0,,,,,,,72483.897,374490.0,793457.0,20592.0,106314.0,335185.0,,,
2020-02-01,,,,,,,0.0,0.0,0.0,,,,,,,66261.897,342344.0,725346.0,19547.0,100950.0,344006.0,,,
2020-03-01,,,,,,,0.0,0.0,0.0,,,,,,,65531.898,338572.0,717356.0,20511.0,105998.0,351563.0,,,
2020-04-01,,,,,,,0.0,0.0,0.0,,,,,,,51440.703,265770.0,563104.0,21391.0,110499.0,320910.0,,,
2020-05-01,,,,,,,0.0,0.0,0.0,,,,,,,53965.717,278815.0,590744.0,15662.0,81221.0,206610.0,,,
2020-06-01,,,,,,,0.0,0.0,0.0,,,,,,,71944.719,371704.0,787555.0,29070.0,150008.0,264506.0,,,
2020-07-01,,,,,,,0.0,0.0,0.0,,,,,,,91105.301,470698.0,997299.0,35005.0,180510.0,283292.0,,,
2020-08-01,,,,,,,0.0,0.0,0.0,,,,,,,89980.949,464889.0,984990.0,34061.896,175713.0,289310.0,211.104,1089.0,1793.0
2020-09-01,,,,,,,0.0,0.0,0.0,,,,,,,80558.538,416208.0,881847.0,31307.0,161187.0,261446.0,,,
2020-10-01,,,,,,,0.0,0.0,0.0,,,,,,,69623.788,359713.0,762147.0,21093.0,110474.0,463762.0,,,
2020-11-01,,,,,,,0.0,0.0,0.0,,,,,,,52867.658,273142.0,578725.0,25967.0,134177.0,395017.0,,,
2020-12-01,,,,,,,0.0,0.0,0.0,,,,,,,74783.935,386373.0,818634.0,21583.0,111392.0,365822.0,,,
2021-01-01,,,,,,,0.0,0.0,0.0,,,,,,,63844.789,330115.0,623010.0,22164.0,114347.0,485379.0,,,
2021-02-01,,,,,,,0.0,0.0,0.0,,,,,,,57111.954,295303.0,557311.0,15899.0,82124.0,477267.0,,,
2021-03-01,,,,,,,0.0,0.0,0.0,,,,,,,56754.355,293454.0,553822.0,14172.0,73443.0,440653.0,,,
2021-04-01,,,,,,,0.0,0.0,0.0,,,,,,,48064.664,248523.0,469025.0,7400.0,42655.0,230544.0,,,
2021-05-01,,,,,,,0.0,0.0,0.0,,,,,,,55393.493,286417.0,540542.0,20366.0,106449.0,423141.0,,,
2021-06-01,,,,,,,0.0,0.0,0.0,,,,,,,63754.889,329651.0,622134.0,27964.0,143771.0,284107.0,,,
2021-07-01,,,,,,,0.0,0.0,0.0,,,,,,,69800.295,360909.0,681127.0,29193.0,86402.0,86402.0,,,
2021-08-01,,,,,,,0.0,0.0,0.0,,,,,,,69674.418,360258.0,679899.0,31164.0,160244.0,267428.0,0.0,0.0,0.0
2021-09-01,,,,,,,0.0,0.0,0.0,,,,,,,62425.606,322777.0,609163.0,8226.0,43729.0,369498.0,,,
2021-10-01,,,,,,,0.0,0.0,0.0,,,,,,,54447.308,281525.0,531309.0,19986.0,104964.0,494142.0,,,
2021-11-01,,,,,,,0.0,0.0,0.0,,,,,,,56465.835,291962.0,551007.0,20139.0,103670.0,413972.0,,,
2021-12-01,,,,,,,0.0,0.0,0.0,,,,,,,65089.394,336551.0,635157.0,21686.0,111783.0,418121.0,,,
2022-01-01,,,,,,,227.979,1187.0,4227.0,,,,,,,75622.771,390197.0,894444.0,18737.021,97526.0,347385.0,,,
2022-02-01,,,,,,,0.0,0.0,0.0,,,,,,,70430.275,363405.0,833029.0,7966.0,41486.0,233592.0,,,
2022-03-01,,,,,,,0.0,0.0,0.0,,,,,,,73178.905,377587.0,865539.0,20415.0,105667.0,326354.0,,,
2022-04-01,,,,,,,0.0,0.0,0.0,,,,,,,58209.794,300350.0,688489.0,18475.0,95245.0,227184.0,,,
2022-05-01,,,,,,,0.0,0.0,0.0,,,,,,,61320.293,316399.0,725279.0,17698.0,91070.0,154936.0,,,
2022-06-01,,,,,,,0.0,0.0,0.0,,,,,,,73366.289,378554.0,867755.0,24449.0,125858.0,185279.0,,,
2022-07-01,,,,,,,0.0,0.0,0.0,,,,,,,87488.424,451421.0,1034789.0,32740.0,167620.0,199509.0,,,
2022-08-01,,,,,,,0.0,0.0,0.0,,,,,,,86849.105,448122.0,1027227.0,33652.0,172888.0,196382.0,0.0,0.0,0.0
2022-09-01,,,,,,,0.0,0.0,0.0,,,,,,,78600.926,405563.0,929670.0,30522.0,144156.0,144156.0,,,
2022-10-01,,,,,,,0.0,0.0,0.0,,,,,,,74595.258,384895.0,882292.0,21652.0,83384.0,83384.0,,,
2022-11-01,,,,,,,0.0,0.0,0.0,,,,,,,67514.786,348361.0,798546.0,24160.0,124413.0,221055.0,,,
2022-12-01,,,,,,,0.0,0.0,0.0,,,,,,,77195.174,398310.0,913043.0,21349.0,110494.0,295456.0,,,
2023-01-01,,,,,,,0.0,0.0,0.0,,,,,,,79149.876,407458.0,938492.0,22236.0,114528.0,255585.0,,,
2023-02-01,,,,,,,0.0,0.0,0.0,,,,,,,72448.386,372959.0,859032.0,19602.0,100980.0,238835.0,,,
2023-03-01,,,,,,,777.451,4003.0,8550.0,,,,,,,76329.472,392939.0,905052.0,22619.549,116471.0,248746.0,,,
2023-04-01,,,,,,,0.0,0.0,0.0,,,,,,,59889.988,308309.0,710126.0,24491.0,125978.0,223473.0,,,
2023-05-01,,,,,,,0.0,0.0,0.0,,,,,,,64487.208,331976.0,764635.0,19125.0,98391.0,143824.0,,,
2023-06-01,,,,,,,0.0,0.0,0.0,,,,,,,77789.259,400454.0,922360.0,28773.0,147715.0,220918.0,,,
2023-07-01,,,,,,,0.0,0.0,0.0,,,,,,,87898.498,452495.0,1042227.0,34868.0,179516.0,294371.0,,,
2023-08-01,,,,,,,0.0,0.0,0.0,,,,,,,86955.389,447640.0,1031044.0,31434.0,161493.0,240037.0,0.0,0.0,0.0
2023-09-01,,,,,,,0.0,0.0,0.0,,,,,,,77587.16,399413.0,919964.0,29979.0,154077.0,205303.0,,,
2023-10-01,,,,,,,0.0,0.0,0.0,,,,,,,58654.505,301949.0,695477.0,22337.0,115331.0,195309.0,,,
2023-11-01,,,,,,,0.0,0.0,0.0,,,,,,,59670.191,307178.0,707519.0,21500.0,110995.0,273426.0,,,
2023-12-01,,,,,,,0.0,0.0,0.0,,,,,,,71933.068,370306.0,852922.0,22676.0,116796.0,247071.0,,,
2024-01-01,,,,,,,0.0,0.0,0.0,,,,,,,71963.094,371275.0,855506.0,22351.0,115933.0,320488.0,,,
2024-02-01,,,,,,,0.0,0.0,0.0,,,,,,,70799.908,365274.0,841679.0,20542.0,106459.0,282695.0,,,
2024-03-01,,,,,,,0.0,0.0,0.0,,,,,,,74642.593,385100.0,887360.0,23416.0,121001.0,282284.0,,,
2024-04-01,,,,,,,0.0,0.0,0.0,,,,,,,59621.149,307600.0,708784.0,28617.0,147509.0,255398.0,,,
2024-05-01,,,,,,,0.0,0.0,0.0,,,,,,,70836.748,365464.0,842116.0,19879.0,103083.0,200049.0,,,
2024-06-01,,,,,,,0.0,0.0,0.0,,,,,,,80335.918,414473.0,955043.0,31845.0,163661.0,229572.0,,,
2024-07-01,,,,,,,0.0,0.0,0.0,,,,,,,86758.296,447608.0,1031394.0,33067.0,170284.0,234576.0,,,
2024-08-01,,,,,,,0.0,0.0,0.0,,,,,,,83555.451,431083.0,993317.0,31280.0,161207.0,239801.0,0.0,0.0,0.0
2024-09-01,,,,,,,0.0,0.0,0.0,,,,,,,73040.084,376832.0,868310.0,25192.0,130133.0,210632.0,,,
2024-10-01,,,,,,,0.0,0.0,0.0,,,,,,,55428.563,285970.0,658942.0,25701.0,132125.0,175054.0,,,
2024-11-01,,,,,,,0.0,0.0,0.0,,,,,,,63478.804,327503.0,754644.0,29422.0,151463.0,263781.0,,,
2024-12-01,,,,,,,659.09,3392.0,7544.0,,,,,,,75962.392,391909.0,903051.0,22792.91,117317.0,260890.0,,,
