measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Petroleum Coke Generation,Petroleum Coke Quantity Consumed For Electricity,Petroleum Coke Total Fuel Consumed,Tire-Derived Fuels Generation,Tire-Derived Fuels Quantity Consumed For Electricity,Tire-Derived Fuels Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2014-06-01,8397.167,39521.0,150590.0,0.0,0.0,0.0,22.54,127.0,469.0,14275.517,67186.0,256009.0,,,,,,
2014-07-01,5949.37,28000.0,107316.0,22.8315,107.5,412.0,532.14,3002.0,11730.0,17064.651,80313.0,307816.0,,,,,,
2014-08-01,6494.332,30565.0,111012.0,0.0,0.0,0.0,22.54,127.0,752.0,16936.028,79708.0,289499.0,,,,,,
2014-09-01,5265.894,24783.0,94556.0,26.532,125.0,476.5,2588.18,14602.0,55019.0,14955.856,70388.0,268552.0,,,,,,
2014-10-01,5601.598,26363.0,100448.0,0.0,0.0,0.0,369.46,2084.0,15243.0,16697.529,78585.0,299421.0,,,,,,
2014-11-01,2398.135,11287.0,46671.0,52.647,248.0,1024.5,8085.0,45615.0,174204.0,13205.158,62149.0,256991.0,,,,,,
2014-12-01,2301.69,10833.0,44036.0,0.0,0.0,0.0,101.92,575.0,5643.0,18974.717,89303.0,363029.0,,,,,,
2015-01-01,1099.457,9426.0,39166.0,0.0,0.0,0.0,0.0,0.0,20.0,9922.543,85065.0,353468.0,,,,,,
2015-02-01,1138.906,9355.0,37018.0,0.0,0.0,0.0,0.0,0.0,0.0,9722.094,79857.0,315999.0,,,,,,
2015-03-01,1232.32,9867.0,38147.0,4.45,35.5,138.0,212.0,2084.0,11190.0,11365.78,91002.0,351835.0,,,,,,
2015-04-01,1101.27,9099.0,38014.0,0.0,0.0,0.0,43.0,442.0,3052.0,10630.73,87836.0,366959.0,,,,,,
2015-05-01,1335.842,8315.0,34945.0,30.612,190.5,801.0,10265.0,78022.0,305966.0,4813.222,29960.0,125913.0,2325.712,14476.0,60840.0,,,
2015-06-01,2351.104,17412.0,75879.0,0.0,0.0,0.0,541.0,4899.0,16459.0,7507.081,55597.0,242281.0,4509.815,33399.0,145548.0,,,
2015-07-01,2693.04,19919.0,83408.0,0.0,0.0,0.0,460.0,4191.0,14801.0,7491.946,55413.0,232039.0,4856.014,35917.0,150400.0,,,
2015-08-01,2854.933,20512.0,77691.0,0.0,0.0,0.0,5.0,44.0,231.0,8845.865,63554.0,240723.0,4474.202,32146.0,121757.0,,,
2015-09-01,2997.777,20516.0,80584.0,0.0,0.0,0.0,13.0,116.0,758.0,10433.532,71405.0,280467.0,5150.691,35250.0,138457.0,,,
2015-10-01,2880.941,19780.0,81623.0,16.2095,111.5,459.5,126.0,1067.0,5172.0,10951.287,75188.0,310273.0,5116.353,35127.0,144957.0,,,
2015-11-01,2583.523,17245.0,67140.0,0.0,0.0,0.0,177.0,1460.0,11105.0,13658.406,91172.0,354954.0,5427.071,36227.0,141039.0,,,
2015-12-01,2298.531,17133.0,72997.0,0.0,0.0,0.0,45.0,415.0,2989.0,7683.475,57272.0,244014.0,4346.994,32402.0,138053.0,,,
2016-01-01,2182.648,16635.0,77171.0,0.0,0.0,0.0,248.0,1890.0,11296.0,7446.648,56755.0,263289.0,3207.049,24443.0,113391.0,5.655,43.0,200.0
2016-02-01,2081.097,15633.0,74052.0,11.733,88.0,417.5,760.0,5713.0,27468.0,6910.767,51914.0,245907.0,2936.67,22060.0,104496.0,0.0,0.0,0.0
2016-03-01,2291.082,17002.0,78226.0,0.0,0.0,0.0,37.0,289.0,3164.0,7954.203,59029.0,271585.0,3403.877,25261.0,116221.0,37.838,281.0,1292.0
2016-04-01,2376.806,17215.0,80447.0,47.165,341.5,1596.5,983.0,7130.0,36974.0,7310.173,52947.0,247426.0,2746.427,19892.0,92958.0,27.264,197.0,923.0
2016-05-01,2810.289,18219.0,73869.0,51.7215,335.5,1359.5,5268.0,34164.0,165250.0,9217.064,59753.0,242271.0,961.925,6236.0,25284.0,91.279,592.0,2399.0
2016-06-01,3020.254,21367.0,95737.0,6.09,43.0,193.0,469.0,3250.0,15682.0,10797.029,76385.0,342248.0,1251.912,8857.0,39684.0,110.625,783.0,3507.0
2016-07-01,2140.657,14212.0,71045.0,13.6815,91.0,454.0,5919.0,39290.0,205706.0,8904.929,59120.0,295540.0,421.685,2800.0,13995.0,52.366,348.0,1738.0
2016-08-01,2397.445,17144.0,80833.0,22.886,163.5,771.5,2511.0,17957.0,81674.0,9309.907,66576.0,313895.0,506.399,3621.0,17074.0,83.477,597.0,2815.0
2016-09-01,1762.52,12971.0,61320.0,20.3175,149.5,707.0,2056.0,15157.0,80731.0,6479.942,47690.0,225444.0,389.743,2868.0,13560.0,94.16,693.0,3276.0
2016-10-01,1422.496,9097.0,45059.0,10.136,65.0,321.0,8228.0,52720.0,259516.0,5713.033,36534.0,180966.0,259.199,1658.0,8210.0,0.0,0.0,0.0
2016-11-01,1968.902,13224.0,66574.0,42.268,284.0,1429.0,5058.0,34068.0,165218.0,6894.948,46311.0,233138.0,497.594,3342.0,16825.0,30.02,202.0,1015.0
2016-12-01,2949.708,20636.0,92988.0,16.5255,115.5,521.0,706.0,4943.0,27034.0,10431.451,72977.0,328847.0,267.35,1870.0,8428.0,183.44,1283.0,5783.0
2017-01-01,3335.419,23093.0,110177.0,19.6515,136.0,649.0,1092.354,7102.0,57635.0,11966.278,82849.0,395276.0,,,,,,
2017-02-01,3157.975,21310.0,96413.0,0.0,0.0,0.0,1089.339,7082.0,57477.0,11254.025,75941.0,343586.0,,,,,,
2017-03-01,3722.988,25011.0,112374.0,0.0,0.0,0.0,973.476,6329.0,51363.0,12236.012,82200.0,369330.0,,,,,,
2017-04-01,3127.294,22185.0,101772.0,0.0,0.0,0.0,896.471,5828.0,47301.0,11387.706,80783.0,370593.0,,,,,,
2017-05-01,2197.787,14671.0,58346.0,0.0,0.0,0.0,1095.747,7124.0,57815.0,8790.213,58678.0,233360.0,,,,,,
2017-06-01,2511.364,15983.0,62588.0,97.8325,622.5,2438.0,1188.486,7727.0,62708.0,10244.971,65202.0,255323.0,,,,,,
2017-07-01,3349.965,22681.0,96469.0,22.8725,155.0,658.5,1279.101,8316.0,67489.0,12483.29,84518.0,359481.0,,,,,,
2017-08-01,3588.481,23706.0,102289.0,0.0,0.0,0.0,1363.345,8864.0,71934.0,13061.519,86287.0,372316.0,,,,,,
2017-09-01,2654.972,18164.0,77980.0,17.9025,122.5,526.0,1138.16,7400.0,60053.0,9533.223,65220.0,280003.0,,,,,,
2017-10-01,2802.245,17590.0,70162.0,18.459,116.0,462.0,1041.835,6774.0,54970.0,10479.837,65785.0,262393.0,,,,,,
2017-11-01,3967.12,25002.0,108351.0,7.1945,45.5,196.5,977.029,6352.0,51551.0,14213.491,89577.0,388201.0,,,,,,
2017-12-01,3290.548,20891.0,91266.0,6.9375,44.0,192.5,1177.657,7657.0,62137.0,14689.577,93262.0,407426.0,,,,,,
2018-01-01,2917.321,17416.0,82195.0,25.5725,152.5,720.5,1212.71,7641.0,68490.0,12891.534,76961.0,363216.0,,,,,,
2018-02-01,3671.226,24057.0,102945.0,11.6705,76.5,327.5,1083.258,6825.0,61181.0,11199.433,73387.0,314043.0,,,,,,
2018-03-01,3793.072,24059.0,96142.0,0.0,0.0,0.0,1052.47,6631.0,59441.0,14489.928,91909.0,367274.0,,,,,,
2018-04-01,3636.225,23668.0,98345.0,0.0,0.0,0.0,848.821,5348.0,47939.0,13286.775,86483.0,359352.0,,,,,,
2018-05-01,5677.211,36172.0,127170.0,14.6095,93.0,327.5,1177.375,7418.0,66496.0,11476.57,73123.0,257075.0,,,,,,
2018-06-01,4424.091,29079.0,127550.0,0.0,0.0,0.0,1261.334,7947.0,71238.0,12969.909,85249.0,373932.0,,,,,,
2018-07-01,4385.319,27926.0,116699.0,9.817,62.5,261.5,1421.909,8959.0,80307.0,14562.047,92733.0,387515.0,,,,,,
2018-08-01,5735.938,27046.0,115681.0,0.0,0.0,0.0,1340.874,8448.0,75730.0,19601.062,92422.0,395308.0,,,,,,
2018-09-01,2850.168,17717.0,63510.0,0.0,0.0,0.0,1305.961,8228.0,73759.0,9705.832,60334.0,216276.0,,,,,,
2018-10-01,2676.309,17039.0,66777.0,15.394,98.0,384.0,1123.65,7080.0,63462.0,9815.903,62492.0,244920.0,,,,,,
2018-11-01,4420.406,28091.0,115630.0,0.0,0.0,0.0,932.312,5874.0,52655.0,13550.594,86111.0,354460.0,,,,,,
2018-12-01,4502.782,29217.0,126786.0,0.0,0.0,0.0,1046.326,6593.0,59095.0,12835.218,83283.0,361404.0,,,,,,
2019-01-01,4137.832,26987.0,119756.0,0.0,0.0,0.0,815.748,5186.0,36329.0,12591.168,82119.0,364410.0,,,,,,
2019-02-01,3597.241,23607.0,107903.0,0.0,0.0,0.0,742.648,4721.0,33075.0,11351.759,74497.0,340509.0,,,,,,
2019-03-01,4513.303,29368.0,131223.0,0.0,0.0,0.0,649.229,4127.0,28914.0,12531.697,81544.0,364354.0,,,,,,
2019-04-01,3755.811,24371.0,111158.0,0.0,0.0,0.0,735.256,4674.0,32746.0,11829.189,76759.0,350100.0,,,,,,
2019-05-01,2740.723,18330.0,75485.0,20.87,139.5,575.0,822.239,5227.0,36619.0,9437.537,63117.0,259929.0,,,,,,
2019-06-01,5071.29,32174.0,139423.0,9.2815,59.0,255.0,889.216,5653.0,39602.0,12762.147,80969.0,350865.0,,,,,,
2019-07-01,5325.528,34131.0,152552.0,0.0,0.0,0.0,972.435,6182.0,43309.0,13224.472,84755.0,378820.0,,,,,,
2019-08-01,5074.702,32427.0,147059.0,0.0,0.0,0.0,1020.275,6486.0,45440.0,13492.298,86215.0,390992.0,,,,,,
2019-09-01,3146.191,19364.0,80490.0,0.0,0.0,0.0,942.998,5995.0,41998.0,7863.809,48399.0,201181.0,,,,,,
2019-10-01,4416.289,28987.0,135510.0,8.316,54.5,255.0,856.141,5443.0,38130.0,12141.079,79690.0,372537.0,,,,,,
2019-11-01,3924.755,25645.0,119427.0,18.89,123.5,575.0,855.514,5439.0,38102.0,11173.465,73008.0,339999.0,,,,,,
2019-12-01,3976.408,26430.0,121760.0,0.0,0.0,0.0,875.301,5564.0,38983.0,11439.592,76035.0,350287.0,,,,,,
2020-01-01,4114.094,26783.0,115582.0,0.0,0.0,0.0,959.783,6183.0,29047.0,12451.906,81063.0,349827.0,,,,,,
2020-02-01,3968.005,25565.0,117176.0,0.0,0.0,0.0,1068.156,6881.0,32327.0,12167.995,78396.0,359324.0,,,,,,
2020-03-01,3772.002,24872.0,106713.0,0.0,0.0,0.0,853.798,5500.0,25839.0,11284.998,74413.0,319261.0,,,,,,
2020-04-01,3854.965,25418.0,105344.0,0.0,0.0,0.0,800.741,5158.0,24234.0,12117.035,79895.0,331120.0,,,,,,
2020-05-01,4058.003,25633.0,104824.0,16.414,103.5,424.0,1049.611,6761.0,31766.0,12794.169,80816.0,330493.0,,,,,,
2020-06-01,4059.626,26247.0,108916.0,0.0,0.0,0.0,1185.095,7634.0,35866.0,12776.374,82604.0,342779.0,,,,,,
2020-07-01,4825.119,30516.0,128536.0,0.0,0.0,0.0,1257.699,8102.0,38064.0,13559.881,85759.0,361222.0,,,,,,
2020-08-01,3094.637,20461.0,89574.0,0.0,0.0,0.0,1227.178,7905.0,37140.0,9549.363,63138.0,276405.0,,,,,,
2020-09-01,3490.645,22369.0,95552.0,13.8435,88.5,379.0,947.856,6106.0,28686.0,10448.668,66957.0,286018.0,,,,,,
2020-10-01,3208.594,20305.0,79714.0,0.0,0.0,0.0,916.823,5906.0,27747.0,9518.406,60236.0,236476.0,,,,,,
2020-11-01,2971.893,19025.0,83328.0,45.0825,288.5,1264.0,968.053,6236.0,29298.0,9817.942,62850.0,275281.0,,,,,,
2020-12-01,3848.84,24252.0,112074.0,30.305,191.0,882.5,1065.207,6862.0,32238.0,13190.55,83115.0,384096.0,,,,,,
2021-01-01,3151.147,20372.0,93248.0,34.1195,220.5,1009.5,1680.798,10435.0,46893.0,12650.614,81784.0,374352.0,,,,,,
2021-02-01,4385.765,27702.0,132933.0,0.0,0.0,0.0,1177.428,7310.0,32848.0,11561.235,73026.0,350423.0,,,,,,
2021-03-01,2905.603,18707.0,83558.0,17.877,115.0,514.0,1228.129,7625.0,34263.0,9274.643,59713.0,266716.0,,,,,,
2021-04-01,3350.538,21614.0,101002.0,10.549,68.0,318.0,1426.907,8859.0,39808.0,9545.364,61577.0,287746.0,,,,,,
2021-05-01,3790.003,24718.0,96272.0,0.0,0.0,0.0,1456.685,9044.0,40639.0,12877.997,83989.0,327123.0,,,,,,
2021-06-01,1133.131,11519.0,56524.0,0.0,0.0,0.0,1674.205,10394.0,46707.0,3589.869,36494.0,179073.0,,,,,,
2021-07-01,2034.641,12529.0,65810.0,0.0,0.0,0.0,1749.088,10859.0,48796.0,5873.359,36167.0,189971.0,,,,,,
2021-08-01,2042.312,12568.0,66554.0,0.0,0.0,0.0,1788.393,11103.0,49893.0,5759.688,35445.0,187695.0,,,,,,
2021-09-01,1864.942,11256.0,65604.0,0.0,0.0,0.0,1492.69,9267.0,41644.0,5386.058,32509.0,189468.0,,,,,,
2021-10-01,2978.052,18965.0,94600.0,13.431,85.5,426.5,1550.417,9626.0,43254.0,7987.086,50863.0,253716.0,,,,,,
2021-11-01,1982.042,12048.0,58806.0,0.0,0.0,0.0,1713.733,10640.0,47810.0,7346.958,44661.0,217980.0,,,,,,
2021-12-01,2093.559,12735.0,68197.0,0.0,0.0,0.0,1786.527,11092.0,49841.0,6035.441,36713.0,196602.0,,,,,,
2022-01-01,3604.086,22866.0,104627.0,8.398,53.5,244.0,281.856,1961.0,24719.0,11363.118,72091.0,329873.0,,,,,,
2022-02-01,3952.135,24502.0,110404.0,0.0,0.0,0.0,233.555,1625.0,20483.0,12565.865,77906.0,351030.0,,,,,,
2022-03-01,4667.595,29405.0,135300.0,0.0,0.0,0.0,221.846,1544.0,19456.0,12621.405,79512.0,365858.0,,,,,,
2022-04-01,4371.354,29130.0,133144.0,7.4825,50.0,228.0,216.448,1506.0,18983.0,10296.681,68616.0,313619.0,,,,,,
2022-05-01,4540.678,30194.0,139226.0,0.0,0.0,0.0,274.149,1907.0,24044.0,10909.322,72543.0,334502.0,,,,,,
2022-06-01,4933.794,32103.0,129919.0,0.0,0.0,0.0,320.85,2232.0,28139.0,11350.206,73853.0,298878.0,,,,,,
2022-07-01,2862.382,21378.0,97123.0,9.0595,67.5,307.5,334.503,2327.0,29337.0,6783.499,50664.0,230171.0,,,,,,
2022-08-01,3814.385,26353.0,116692.0,9.0085,62.0,275.5,331.96,2310.0,29113.0,9641.598,66613.0,294961.0,,,,,,
2022-09-01,3143.153,21990.0,100650.0,21.02,147.0,673.0,292.181,2033.0,25625.0,8585.807,60068.0,274935.0,,,,,,
2022-10-01,4063.544,26800.0,117754.0,0.0,0.0,0.0,242.14,1685.0,21237.0,12188.456,80385.0,353198.0,,,,,,
2022-11-01,4145.432,27026.0,117421.0,0.0,0.0,0.0,254.376,1770.0,22310.0,12083.568,78777.0,342272.0,,,,,,
2022-12-01,3920.824,25279.0,113756.0,0.0,0.0,0.0,269.136,1873.0,23604.0,12953.176,83515.0,375813.0,,,,,,
2023-01-01,4015.104,26213.0,122877.0,0.0,0.0,0.0,1135.436,10586.0,92523.0,12009.896,78408.0,367548.0,,,,,,
2023-02-01,2863.844,19533.0,97779.0,0.0,0.0,0.0,1086.735,10132.0,88555.0,8563.156,58405.0,292367.0,,,,,,
2023-03-01,1394.321,10838.0,68529.0,0.0,0.0,0.0,1049.002,9780.0,85479.0,3928.679,30539.0,193090.0,,,,,,
2023-04-01,1130.506,9907.0,58264.0,0.0,0.0,0.0,947.336,8832.0,77196.0,3138.494,27503.0,161752.0,,,,,,
2023-05-01,932.687,8975.0,57163.0,3.416,33.0,209.5,1219.107,11366.0,99341.0,2792.481,26872.0,171146.0,,,,,,
2023-06-01,771.217,9434.0,60044.0,0.0,0.0,0.0,1257.275,11722.0,102451.0,2137.783,26151.0,166438.0,,,,,,
2023-07-01,1638.216,14780.0,69563.0,7.8635,71.0,334.0,1269.011,11831.0,103407.0,4278.057,38598.0,181658.0,,,,,,
2023-08-01,1257.602,12244.0,64177.0,0.0,0.0,0.0,1288.565,12014.0,105000.0,3235.398,31500.0,165107.0,,,,,,
2023-09-01,873.896,9927.0,57433.0,0.0,0.0,0.0,1214.836,11326.0,98993.0,2398.104,27242.0,157606.0,,,,,,
2023-10-01,970.877,9498.0,55419.0,0.0,0.0,0.0,935.572,8723.0,76237.0,3158.123,30895.0,180269.0,,,,,,
2023-11-01,2044.92,15599.0,74897.0,17.0755,130.5,625.5,917.09,8550.0,74730.0,5961.929,45478.0,218360.0,,,,,,
2023-12-01,792.66,9080.0,54574.0,2.4635,28.0,169.5,1132.035,10554.0,92246.0,2485.413,28470.0,171117.0,,,,,,
2024-01-01,2868.447,16631.0,91879.0,595.6775,3453.5,19080.0,135.972,8676.0,54018.0,8716.198,50537.0,279187.0,,,,,,
2024-02-01,4037.148,22721.0,101128.0,0.0,0.0,0.0,117.618,7505.0,46727.0,13079.852,73612.0,327642.0,,,,,,
2024-03-01,4330.884,23904.0,99129.0,0.0,0.0,0.0,96.126,6134.0,38189.0,13918.116,76820.0,318569.0,,,,,,
2024-04-01,2537.482,15699.0,72732.0,0.0,0.0,0.0,95.173,6073.0,37811.0,8074.518,49956.0,231439.0,,,,,,
2024-05-01,1984.511,13263.0,62147.0,53.1425,355.0,1664.0,115.603,7376.0,45927.0,6542.204,43724.0,204875.0,,,,,,
2024-06-01,1521.166,10842.0,61861.0,215.039,1532.5,8745.0,129.032,8233.0,51261.0,4979.756,35492.0,202512.0,,,,,,
2024-07-01,3989.284,20016.0,98590.0,291.124,1460.5,7195.0,153.912,9821.0,61147.0,12798.468,64217.0,316298.0,,,,,,
2024-08-01,1756.649,11934.0,62592.0,539.2005,3663.0,19212.5,153.137,9771.0,60838.0,5774.95,39233.0,205770.0,,,,,,
2024-09-01,1239.957,9010.0,51120.0,0.0,0.0,0.0,124.267,7929.0,49368.0,4314.043,31348.0,177857.0,,,,,,
2024-10-01,1433.232,9639.0,57295.0,0.0,0.0,0.0,117.336,7487.0,46615.0,4911.768,33033.0,196352.0,,,,,,
2024-11-01,1591.78,10810.0,66700.0,0.0,0.0,0.0,111.613,7122.0,44341.0,4441.22,30160.0,186099.0,,,,,,
2024-12-01,3430.156,18694.0,112620.0,738.044,4022.5,24231.5,122.211,7798.0,48552.0,8826.756,48106.0,289802.0,,,,,,
