measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2022-11-01,,,,,,,6814.546,71907.0,71907.0,10140.0,155989.0,155989.0,,,
2022-12-01,,,,,,,7562.461,79799.0,79799.0,10858.0,159010.0,159010.0,,,
2023-01-01,,,,,,,6395.338,65043.0,65043.0,10827.0,153233.0,153233.0,,,
2023-02-01,,,,,,,6031.862,61346.0,61346.0,9555.0,138362.0,138362.0,,,
2023-03-01,,,,,,,5952.984,60543.0,60543.0,854.0,10844.0,10844.0,,,
2023-04-01,,,,,,,5749.248,58471.0,58471.0,0.0,0.0,0.0,,,
2023-05-01,,,,,,,8208.169,83479.0,83479.0,603.0,10804.0,10804.0,,,
2023-06-01,,,,,,,9481.902,96433.0,96433.0,2046.0,28647.0,28647.0,,,
2023-07-01,,,,,,,10398.77,105758.0,105758.0,10988.0,160857.0,160857.0,,,
2023-08-01,,,,,,,11445.583,116404.0,116404.0,19404.0,251399.0,251399.0,,,
2023-09-01,,,,,,,9642.172,98063.0,98063.0,13121.0,187639.0,187639.0,,,
2023-10-01,,,,,,,7117.319,72385.0,72385.0,5743.0,92813.0,92813.0,,,
2023-11-01,,,,,,,6598.826,67112.0,67112.0,10591.0,151446.0,151446.0,,,
2023-12-01,,,,,,,7011.827,71312.0,71312.0,9902.0,149784.0,149784.0,,,
2024-01-01,,,,,,,5183.386,53020.0,53020.0,12121.0,168367.0,168367.0,,,
2024-02-01,,,,,,,3578.706,36606.0,36606.0,9639.0,145314.0,145314.0,,,
2024-03-01,,,,,,,4061.165,41541.0,41541.0,2603.0,37140.0,37140.0,,,
2024-04-01,,,,,,,3815.562,39028.0,39028.0,0.0,0.0,0.0,,,
2024-05-01,,,,,,,5098.012,52146.0,52146.0,1880.0,28018.0,28018.0,,,
2024-06-01,,,,,,,5751.466,58830.0,58830.0,11868.0,173147.0,173147.0,,,
2024-07-01,,,,,,,6216.878,63591.0,63591.0,10318.0,160432.0,160432.0,,,
2024-08-01,,,,,,,7024.654,71854.0,71854.0,10805.0,164171.0,164171.0,,,
2024-09-01,,,,,,,5828.557,59619.0,59619.0,9564.0,150908.0,150908.0,,,
2024-10-01,,,,,,,5048.814,51643.0,51643.0,7924.0,120964.0,120964.0,,,
2024-11-01,,,,,,,4044.766,41373.0,41373.0,2717.0,44799.0,44799.0,,,
2024-12-01,,,,,,,4339.034,44383.0,44383.0,10453.0,158046.0,158046.0,,,
