measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2018-02-01,,,,1.835,9.0,29.0,,,,21433.685,103645.0,288878.0,0.0,0.0,0.0,,,
2018-03-01,,,,1.414,7.0,23.0,,,,23883.987,115493.0,321903.0,0.0,0.0,0.0,,,
2018-04-01,,,,1.591,8.0,23.0,,,,20799.772,100579.0,280334.0,0.0,0.0,0.0,,,
2018-05-01,,,,1.593,8.0,23.0,,,,20229.462,97822.0,272648.0,0.0,0.0,0.0,,,
2018-06-01,,,,2.613,13.0,41.0,,,,25534.336,123474.0,344146.0,0.0,0.0,0.0,,,
2018-07-01,,,,1.027,5.0,17.0,,,,30290.544,146473.0,408249.0,0.0,0.0,0.0,,,
2018-08-01,,,,1.628,8.0,23.0,,,,29828.904,144241.0,402027.0,0.0,0.0,0.0,,,
2018-09-01,,,,0.831,4.0,12.0,,,,25907.957,125281.0,349181.0,0.0,0.0,0.0,,,
2018-10-01,,,,1.161,6.0,17.0,,,,23915.697,115647.0,322330.0,0.0,0.0,0.0,,,
2018-11-01,,,,1.874,9.0,29.0,,,,19250.817,93089.0,259458.0,0.0,0.0,0.0,,,
2018-12-01,,,,2.378,11.0,41.0,,,,19664.304,95089.0,265031.0,0.0,0.0,0.0,,,
2019-01-01,,,,6.58,32.0,104.0,,,,22626.617,109413.0,300048.0,0.0,0.0,0.0,,,
2019-02-01,,,,6.025,29.0,93.0,,,,21640.357,104644.0,286970.0,0.0,0.0,0.0,,,
2019-03-01,,,,3.708,18.0,58.0,,,,22401.219,108323.0,297059.0,0.0,0.0,0.0,,,
2019-04-01,,,,1.99,10.0,29.0,,,,15395.077,74444.0,204152.0,0.0,0.0,0.0,,,
2019-05-01,,,,5.744,28.0,87.0,,,,20810.616,100632.0,275967.0,0.0,0.0,0.0,,,
2019-06-01,,,,11.91,58.0,185.0,,,,24456.822,118263.0,324318.0,0.0,0.0,0.0,,,
2019-07-01,,,,4.039,20.0,64.0,,,,30956.384,149693.0,410508.0,0.0,0.0,0.0,,,
2019-08-01,,,,9.996,48.0,156.0,,,,30270.538,146376.0,401413.0,0.0,0.0,0.0,,,
2019-09-01,,,,6.217,30.0,99.0,,,,25980.801,125633.0,344527.0,0.0,0.0,0.0,,,
2019-10-01,,,,12.905,62.0,197.0,,,,24686.023,119372.0,327358.0,0.0,0.0,0.0,,,
2019-11-01,,,,11.363,55.0,174.0,,,,21519.908,104062.0,285373.0,0.0,0.0,0.0,,,
2019-12-01,,,,1.843,9.0,29.0,,,,24174.958,116900.0,320581.0,0.0,0.0,0.0,,,
2020-01-01,,,,4.983,24.0,75.0,,,,24765.031,119754.0,326728.0,2.35,11.0,34.0,,,
2020-02-01,,,,3.827,19.0,58.0,,,,22639.208,109474.0,298682.0,2.147,10.0,31.0,,,
2020-03-01,,,,5.318,26.0,75.0,,,,22389.794,108268.0,295391.0,2.123,10.0,30.0,,,
2020-04-01,,,,3.891,19.0,58.0,,,,17575.361,84987.0,231873.0,1.667,8.0,24.0,,,
2020-05-01,,,,4.91,24.0,70.0,,,,18438.063,89159.0,243255.0,1.749,8.0,25.0,,,
2020-06-01,,,,3.627,18.0,52.0,,,,24580.815,118863.0,324298.0,2.331,11.0,33.0,,,
2020-07-01,,,,5.088,25.0,75.0,,,,31127.268,150519.0,410666.0,2.952,14.0,43.0,,,
2020-08-01,,,,4.51,22.0,64.0,,,,30743.119,148661.0,405597.0,2.916,14.0,42.0,,,
2020-09-01,,,,4.174,20.0,58.0,,,,27523.834,133094.0,363125.0,2.61,13.0,38.0,,,
2020-10-01,,,,3.282,16.0,46.0,,,,23787.84,115029.0,313836.0,2.256,11.0,32.0,,,
2020-11-01,,,,3.94,19.0,58.0,,,,18062.898,87345.0,238306.0,1.713,8.0,25.0,,,
2020-12-01,,,,4.593,22.0,64.0,,,,25550.869,123554.0,337095.0,2.423,12.0,35.0,,,
2021-01-01,,,,8.981,43.0,145.0,,,,27698.929,133941.0,367403.0,2.594,13.0,42.0,,,
2021-02-01,,,,8.557,41.0,139.0,,,,26391.703,127620.0,350063.0,2.472,12.0,40.0,,,
2021-03-01,,,,7.466,36.0,122.0,,,,23026.867,111349.0,305432.0,2.157,10.0,34.0,,,
2021-04-01,,,,6.557,32.0,104.0,,,,20222.689,97789.0,268237.0,1.894,9.0,30.0,,,
2021-05-01,,,,7.159,35.0,116.0,,,,22081.304,106776.0,292890.0,2.068,10.0,33.0,,,
2021-06-01,,,,8.389,41.0,133.0,,,,25874.53,125119.0,343204.0,2.423,12.0,39.0,,,
2021-07-01,,,,8.516,41.0,133.0,,,,26266.173,127013.0,348398.0,2.46,12.0,40.0,,,
2021-08-01,,,,9.264,45.0,151.0,,,,28572.082,138163.0,378984.0,2.676,13.0,43.0,,,
2021-09-01,,,,7.683,37.0,122.0,,,,23695.326,114581.0,314298.0,2.219,11.0,35.0,,,
2021-10-01,,,,6.604,32.0,104.0,,,,20367.424,98489.0,270156.0,1.908,9.0,30.0,,,
2021-11-01,,,,8.25,40.0,133.0,,,,25443.687,123036.0,337488.0,2.383,12.0,39.0,,,
2021-12-01,,,,7.618,37.0,122.0,,,,23496.886,113622.0,311666.0,2.201,11.0,35.0,,,
2022-01-01,,,,10.077,49.0,122.0,,,,28907.449,139785.0,378055.0,22.832,110.0,281.0,,,
2022-02-01,,,,8.018,39.0,99.0,,,,23001.37,111225.0,300815.0,18.167,88.0,224.0,,,
2022-03-01,,,,8.534,41.0,104.0,,,,24479.254,118372.0,320143.0,19.335,93.0,239.0,,,
2022-04-01,,,,5.097,25.0,64.0,,,,14620.622,70699.0,191210.0,11.548,56.0,143.0,,,
2022-05-01,,,,8.261,40.0,104.0,,,,23697.681,114593.0,309921.0,18.717,91.0,231.0,,,
2022-06-01,,,,8.812,43.0,110.0,,,,25277.534,122232.0,330583.0,19.965,97.0,246.0,,,
2022-07-01,,,,10.623,51.0,133.0,,,,30473.398,147357.0,398535.0,24.069,116.0,297.0,,,
2022-08-01,,,,10.02,48.0,122.0,,,,28741.658,138983.0,375887.0,22.701,110.0,280.0,,,
2022-09-01,,,,8.282,40.0,104.0,,,,23758.584,114887.0,310718.0,18.766,91.0,231.0,,,
2022-10-01,,,,7.72,37.0,93.0,,,,22145.138,107085.0,289617.0,17.491,85.0,216.0,,,
2022-11-01,,,,8.592,42.0,104.0,,,,24645.269,119175.0,322314.0,19.466,94.0,240.0,,,
2022-12-01,,,,8.894,43.0,110.0,,,,25513.302,123372.0,333666.0,20.151,97.0,248.0,,,
2023-01-01,,,,5.269,25.0,58.0,,,,23458.841,113438.0,310326.0,6.957,34.0,78.0,,,
2023-02-01,,,,5.525,27.0,64.0,,,,24599.333,118953.0,325413.0,7.295,35.0,82.0,,,
2023-03-01,,,,5.345,26.0,58.0,,,,23796.075,115068.0,314787.0,7.057,34.0,79.0,,,
2023-04-01,,,,4.565,22.0,52.0,,,,20326.282,98290.0,268886.0,6.028,29.0,68.0,,,
2023-05-01,,,,5.462,26.0,64.0,,,,24319.641,117600.0,321713.0,7.212,35.0,81.0,,,
2023-06-01,,,,5.158,25.0,58.0,,,,22967.37,111061.0,303825.0,6.811,33.0,77.0,,,
2023-07-01,,,,5.974,29.0,70.0,,,,26598.642,128620.0,351860.0,7.888,38.0,89.0,,,
2023-08-01,,,,5.512,27.0,64.0,,,,24543.288,118682.0,324671.0,7.279,35.0,82.0,,,
2023-09-01,,,,5.677,27.0,64.0,,,,25278.167,122235.0,334393.0,7.497,36.0,85.0,,,
2023-10-01,,,,4.667,23.0,52.0,,,,20781.333,100490.0,274906.0,6.163,30.0,70.0,,,
2023-11-01,,,,5.063,24.0,58.0,,,,22544.806,109018.0,298234.0,6.686,32.0,75.0,,,
2023-12-01,,,,5.554,27.0,64.0,,,,24730.441,119587.0,327147.0,7.334,35.0,82.0,,,
2024-01-01,,,,3.99,19.0,41.0,,,,25906.111,125272.0,353885.0,9.643,47.0,98.0,,,
2024-02-01,,,,3.754,18.0,41.0,,,,24374.537,117866.0,332964.0,9.073,44.0,93.0,,,
2024-03-01,,,,3.498,17.0,35.0,,,,22708.389,109809.0,310203.0,8.453,41.0,87.0,,,
2024-04-01,,,,3.15,15.0,35.0,,,,20453.132,98903.0,279396.0,7.613,37.0,78.0,,,
2024-05-01,,,,3.178,15.0,35.0,,,,20635.756,99786.0,281891.0,7.681,37.0,78.0,,,
2024-06-01,,,,3.769,18.0,41.0,,,,24472.66,118340.0,334304.0,9.11,44.0,93.0,,,
2024-07-01,,,,3.983,19.0,41.0,,,,25858.923,125043.0,353240.0,9.626,47.0,98.0,,,
2024-08-01,,,,3.722,18.0,41.0,,,,24164.343,116849.0,330091.0,8.995,43.0,92.0,,,
2024-09-01,,,,3.462,17.0,35.0,,,,22478.896,108699.0,307068.0,8.368,40.0,86.0,,,
2024-10-01,,,,3.084,15.0,29.0,,,,20023.553,96826.0,273528.0,7.454,36.0,76.0,,,
2024-11-01,,,,3.057,15.0,29.0,,,,19845.0,95963.0,271089.0,7.387,36.0,75.0,,,
2024-12-01,,,,3.228,16.0,35.0,,,,20961.082,101359.0,286334.0,7.803,38.0,79.0,,,
