measured_on,Bituminous Coal-Combined Cycle Combustion Turbine Part Generation,Bituminous Coal-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Bituminous Coal-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Petroleum Coke-Combined Cycle Combustion Turbine Part Generation,Petroleum Coke-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Petroleum Coke-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Petroleum Coke-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Waste Coal-Combined Cycle Combustion Turbine Part Generation,Waste Coal-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Waste Coal-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-09-01,,,,59.09,2208.0,5743.0,,,,,,,,,,,,,46.557,1739.0,4525.0,,,,2463.103,92024.0,239386.0,,,,,,,2749.25,102715.0,267196.0
2012-10-01,,,,57.086,1468.0,3355.0,,,,,,,,,,,,,2.839,73.0,167.0,,,,5158.29,132626.0,303185.0,,,,,,,4225.785,108650.0,248376.0
2012-11-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,195.714,5536.0,12906.0,,,,3948.583,111697.0,260381.0,,,,,,,3633.703,102790.0,239616.0
2012-12-01,,,,0.0,0.0,0.0,,,,,,,,,,,,,176.148,3670.0,9124.0,,,,4940.536,102929.0,255899.0,,,,,,,4945.316,103028.0,256146.0
2013-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1000.988,6841.0,15476.0,,,,15847.8,108311.0,245014.0,0.0,0.0,0.0,,,,16361.267,111821.0,252953.0
2013-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1212.472,9789.0,23426.0,,,,12412.671,100217.0,239827.0,0.0,0.0,0.0,,,,10739.857,86711.0,207506.0
2013-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,-2266.067,1108.0,6149.0,,,,-171.884,84.0,466.0,0.0,0.0,0.0,,,,-166.049,81.0,451.0
2013-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,298.919,2442.0,6235.0,,,,12037.499,98343.0,251068.0,0.0,0.0,0.0,,,,12525.582,102331.0,261248.0
2013-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,4.755,38.0,81.0,,,,14518.869,115771.0,248451.0,0.0,0.0,0.0,,,,13530.376,107889.0,231536.0
2013-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,29.721,238.0,495.0,,,,12956.283,103655.0,215972.0,0.0,0.0,0.0,,,,12120.996,96972.0,202049.0
2013-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,128.4,1025.0,2145.0,,,,16943.985,135271.0,283124.0,0.0,0.0,0.0,,,,13347.615,106560.0,223031.0
2013-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,35.528,281.0,593.0,,,,16329.118,129000.0,272676.0,0.0,0.0,0.0,,,,13264.354,104788.0,221499.0
2013-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,287.239,2377.0,5558.0,,,,9218.014,76292.0,178363.0,0.0,0.0,0.0,,,,7970.747,65969.0,154229.0
2013-10-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,54.402,425.0,809.0,,,,17574.784,137451.0,261205.0,0.0,0.0,0.0,,,,16820.814,131554.0,249999.0
2013-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,266.316,2105.0,4702.0,,,,13889.37,109805.0,245224.0,0.0,0.0,0.0,,,,12154.314,96089.0,214590.0
2013-12-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,103.825,829.0,1849.0,,,,16313.232,130277.0,290497.0,0.0,0.0,0.0,,,,15166.943,121123.0,270085.0
2014-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,143.196,1165.0,2668.0,,,,14962.935,121704.0,278788.0,0.0,0.0,0.0,,,,12428.869,101092.0,231573.0
2014-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,667.38,5358.0,12680.0,,,,13314.517,106898.0,252966.0,0.0,0.0,0.0,,,,11011.103,88405.0,209203.0
2014-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,-1058.353,4151.0,98898.0,,,,-311.571,1222.0,29115.0,0.0,0.0,0.0,,,,-265.076,1040.0,24770.0
2014-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,154.852,1244.0,2689.0,,,,14713.781,118227.0,255526.0,0.0,0.0,0.0,,,,12972.367,104234.0,225284.0
2014-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,368.149,2920.0,6208.0,,,,15388.748,122066.0,259514.0,0.0,0.0,0.0,,,,12336.103,97852.0,208034.0
2014-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,246.579,1953.0,4228.0,,,,15294.069,121142.0,262263.0,0.0,0.0,0.0,,,,12255.352,97073.0,210155.0
2014-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,239.786,1905.0,3692.0,,,,17634.015,140084.0,271511.0,0.0,0.0,0.0,,,,13026.199,103480.0,200565.0
2014-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,422.637,3313.0,7273.0,,,,13955.675,109405.0,240147.0,0.0,0.0,0.0,,,,12757.688,100013.0,219532.0
2014-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,217.647,1631.0,3514.0,,,,17330.106,129884.0,279793.0,0.0,0.0,0.0,,,,14135.247,105940.0,228212.0
2014-10-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,2444.471,19238.0,45874.0,,,,9469.334,74522.0,177704.0,0.0,0.0,0.0,,,,7644.195,60159.0,143453.0
2014-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,809.189,6192.0,14827.0,,,,11517.716,88141.0,211046.0,0.0,0.0,0.0,,,,9654.095,73880.0,176898.0
2014-12-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1001.922,7601.0,16098.0,,,,18548.845,140718.0,298030.0,0.0,0.0,0.0,,,,12906.233,97911.0,207369.0
2015-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,79.76,607.0,1353.0,,,,16355.537,124415.0,277418.0,0.0,0.0,0.0,,,,11559.703,87933.0,196073.0
2015-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,221.293,1672.0,3854.0,,,,15165.967,114576.0,264100.0,0.0,0.0,0.0,,,,11403.74,86153.0,198585.0
2015-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,309.38,4066.0,8586.0,,,,1711.553,22494.0,47500.0,0.0,0.0,0.0,,,,1215.067,15969.0,33721.0
2015-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,258.152,1969.0,4454.0,,,,14764.833,112595.0,254744.0,0.0,0.0,0.0,,,,11681.015,89078.0,201537.0
2015-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1.54,12.0,26.0,,,,13380.619,103136.0,229773.0,0.0,0.0,0.0,,,,11448.841,88246.0,196600.0
2015-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,515.777,4016.0,8473.0,,,,14155.729,110211.0,232547.0,0.0,0.0,0.0,,,,10346.494,80554.0,169970.0
2015-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,24.989,194.0,419.0,,,,14243.68,110547.0,239087.0,0.0,0.0,0.0,,,,10417.331,80850.0,174860.0
2015-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,12432.235,98853.0,230668.0,0.0,0.0,0.0,,,,10280.765,81746.0,190750.0
2015-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,15744.053,120354.0,244750.0,0.0,0.0,0.0,,,,11631.947,88919.0,180825.0
2015-10-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,265.721,2044.0,4555.0,,,,14630.027,112554.0,250787.0,0.0,0.0,0.0,,,,9127.252,70220.0,156459.0
2015-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,6.961,54.0,136.0,,,,12974.673,99890.0,253666.0,0.0,0.0,0.0,,,,8469.366,65205.0,165583.0
2015-12-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,51.976,406.0,883.0,,,,12587.64,98411.0,213806.0,0.0,0.0,0.0,,,,12140.384,94914.0,206209.0
2016-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,314.445,1491.0,5810.0,,,,9171.26,43495.0,169453.0,0.0,0.0,0.0,,,,9888.295,46895.0,182701.0
2016-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1189.393,5639.0,21905.0,,,,7894.579,37427.0,145391.0,0.0,0.0,0.0,,,,10170.028,48215.0,187297.0
2016-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,5467.353,25864.0,99383.0,,,,5519.36,26110.0,100328.0,0.0,0.0,0.0,,,,11041.287,52233.0,200703.0
2016-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,-43.601,7770.0,162302.0,,,,-7.348,1309.0,27351.0,0.0,0.0,0.0,,,,-8.051,1435.0,29971.0
2016-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,2506.786,11600.0,52124.0,,,,8697.936,40248.0,180857.0,0.0,0.0,0.0,,,,10332.278,47810.0,214841.0
2016-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,7220.107,34811.0,140247.0,,,,4489.717,21647.0,87210.0,0.0,0.0,0.0,,,,6004.176,28948.0,116628.0
2016-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3790.433,17823.0,78093.0,,,,7936.986,37320.0,163523.0,0.0,0.0,0.0,,,,9597.581,45128.0,197735.0
2016-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,5355.178,24865.0,93602.0,,,,9607.221,44608.0,167923.0,0.0,0.0,0.0,,,,10629.601,49355.0,185793.0
2016-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,4873.217,22487.0,86434.0,,,,8984.398,41458.0,159352.0,0.0,0.0,0.0,,,,10370.385,47854.0,183935.0
2016-10-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,4003.776,18624.0,80637.0,,,,8554.924,39794.0,172298.0,0.0,0.0,0.0,,,,10705.3,49797.0,215608.0
2016-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,5027.0,23492.0,88787.0,,,,9761.023,45614.0,172399.0,0.0,0.0,0.0,,,,9746.977,45549.0,172151.0
2016-12-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3801.685,17878.0,76102.0,,,,8552.294,40219.0,171199.0,0.0,0.0,0.0,,,,9986.021,46961.0,199899.0
2017-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,851.687,4016.0,15573.0,,,,13107.701,61800.0,239680.0,0.0,0.0,0.0,,,,8811.612,41545.0,161124.0
2017-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1021.542,4793.0,18336.0,,,,9793.029,45950.0,175776.0,0.0,0.0,0.0,,,,9362.429,43930.0,168047.0
2017-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3137.116,15775.0,52605.0,,,,9739.346,48974.0,163316.0,0.0,0.0,0.0,,,,8061.538,40537.0,135182.0
2017-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3885.762,21472.0,83429.0,,,,4250.774,23489.0,91266.0,0.0,0.0,0.0,,,,4161.464,22996.0,89349.0
2017-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,7726.515,37490.0,121889.0,,,,8336.147,40448.0,131506.0,0.0,0.0,0.0,,,,8670.338,42070.0,136778.0
2017-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1670.121,8090.0,28215.0,,,,12149.97,58851.0,205260.0,0.0,0.0,0.0,,,,10263.909,49715.0,173397.0
2017-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,4490.442,21709.0,68081.0,,,,12245.23,59200.0,185654.0,0.0,0.0,0.0,,,,10920.328,52794.0,165567.0
2017-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,10737.467,52236.0,162230.0,,,,6197.528,30150.0,93637.0,0.0,0.0,0.0,,,,6356.005,30921.0,96032.0
2017-10-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,10651.207,51873.0,198274.0,,,,7505.239,36552.0,139711.0,0.0,0.0,0.0,,,,7119.554,34674.0,132531.0
2017-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,9834.863,48961.0,189360.0,,,,6597.693,32845.0,127032.0,0.0,0.0,0.0,,,,4842.444,24107.0,93236.0
2017-12-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,5557.827,27690.0,103450.0,,,,9520.427,47432.0,177207.0,0.0,0.0,0.0,,,,5442.746,27117.0,101308.0
2018-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,684.201,3419.0,14213.0,,,,14349.547,71703.0,298083.0,0.0,0.0,0.0,,,,7537.252,37663.0,156571.0
2018-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,875.718,4359.0,17971.0,,,,11774.283,58602.0,241622.0,0.0,0.0,0.0,,,,7678.999,38219.0,157582.0
2018-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,8580.877,42757.0,170233.0,,,,7531.717,37530.0,149419.0,0.0,0.0,0.0,,,,5314.406,26481.0,105430.0
2018-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1182.251,10130.0,41331.0,,,,1158.95,9930.0,40516.0,0.0,0.0,0.0,,,,673.799,5773.0,23556.0
2018-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3703.008,21527.0,82920.0,,,,4629.427,26913.0,103664.0,0.0,0.0,0.0,,,,2738.565,15921.0,61323.0
2018-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,7756.97,39807.0,146068.0,,,,5562.966,28548.0,104754.0,0.0,0.0,0.0,,,,4753.064,24392.0,89503.0
2018-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,12382.116,61153.0,209852.0,,,,5950.948,29390.0,100857.0,0.0,0.0,0.0,,,,4103.936,20268.0,69553.0
2018-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,13333.711,66610.0,222171.0,,,,5221.682,26085.0,87006.0,0.0,0.0,0.0,,,,3048.607,15230.0,50797.0
2018-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,14738.226,73670.0,248695.0,,,,2618.057,13086.0,44177.0,0.0,0.0,0.0,,,,1875.717,9376.0,31651.0
2018-10-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,16526.678,83243.0,300026.0,,,,3211.684,16177.0,58305.0,0.0,0.0,0.0,,,,1983.638,9991.0,36011.0
2018-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,12207.094,64312.0,269566.0,,,,2362.613,12447.0,52173.0,0.0,0.0,0.0,,,,1419.293,7477.0,31342.0
2018-12-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,12762.544,65816.0,268771.0,,,,2061.598,10632.0,43416.0,0.0,0.0,0.0,,,,2080.858,10731.0,43822.0
2019-01-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,18027.436,77947.0,337688.0,,,,3965.894,17148.0,74289.0,0.0,0.0,0.0,,,,2555.67,11050.0,47873.0
2019-02-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,12011.595,47304.0,202842.0,,,,5904.496,23253.0,99710.0,0.0,0.0,0.0,,,,4089.909,16107.0,69067.0
2019-03-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,17706.002,76022.0,308266.0,,,,2252.603,9672.0,39218.0,0.0,0.0,0.0,,,,1858.395,7979.0,32355.0
2019-04-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,19789.48,85031.0,333830.0,,,,2807.699,12064.0,47363.0,0.0,0.0,0.0,,,,2516.821,10814.0,42456.0
2019-05-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,19636.915,84030.0,318074.0,,,,3189.466,13648.0,51662.0,0.0,0.0,0.0,,,,2492.619,10666.0,40375.0
2019-06-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,18454.027,78940.0,288493.0,,,,2649.525,11334.0,41420.0,0.0,0.0,0.0,,,,2363.448,10110.0,36948.0
2019-07-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,22526.917,89940.0,328879.0,,,,3095.249,12358.0,45189.0,0.0,0.0,0.0,,,,2929.834,11698.0,42774.0
2019-08-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,19435.33,83039.0,293344.0,,,,4497.032,19214.0,67875.0,0.0,0.0,0.0,,,,2690.638,11496.0,40611.0
2019-09-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,2381.713,12032.0,102001.0,,,,112.08,566.0,4800.0,0.0,0.0,0.0,,,,57.207,289.0,2450.0
2019-10-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-11-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-12-01,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,38979.0,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2020-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,17883.0,74899.0,214484.0,0.0,0.0,630.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2020-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14488.0,61585.0,176830.0,0.0,0.0,1475.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2020-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,20363.0,84625.0,238815.0,0.0,0.0,195.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2020-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,20153.0,83802.0,233148.0,0.0,0.0,1964.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2020-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,21759.0,90100.0,251080.0,0.0,0.0,7620.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,20830.0,86390.0,240044.0,0.0,0.0,13872.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14724.0,62287.0,183920.0,0.0,0.0,27952.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,15943.0,67193.0,199454.0,0.0,0.0,23928.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14261.0,60447.0,183932.0,0.0,0.0,9535.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,12092.0,51886.0,161061.0,0.0,0.0,3290.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14035.0,59655.0,181536.0,0.0,0.0,119.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14451.0,61287.0,186403.0,0.0,0.0,121.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,15711.0,66236.0,196253.0,0.0,0.0,123.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14075.0,59765.0,178319.0,0.0,0.0,2740.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,12231.0,52392.0,155904.0,0.0,0.0,10981.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14977.0,63616.0,190656.0,0.0,0.0,18849.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2021-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14729.0,62369.0,191343.0,0.0,0.0,22000.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,16674.0,65393.0,196980.0,0.0,0.0,38274.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,13856.0,54341.0,170645.0,0.0,0.0,30239.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,17047.0,66856.0,199311.0,0.0,0.0,31251.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,15091.0,59184.0,182275.0,0.0,0.0,11132.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14344.0,56255.0,169496.0,0.0,0.0,12400.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,15831.0,62087.0,188926.0,0.0,0.0,150.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,15983.0,62683.0,202701.0,0.0,0.0,36.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,16708.0,65526.0,200441.0,0.0,0.0,35.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,16908.0,66310.0,198384.0,0.0,0.0,282.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,14770.0,57926.0,171961.0,0.0,0.0,16879.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,15813.0,62016.0,188275.0,0.0,0.0,22324.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2022-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,15753.0,61781.0,189139.0,0.0,0.0,30097.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2023-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,16120.0,64620.0,196682.0,0.0,0.0,44900.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
2023-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,12758.0,51239.0,154847.0,0.0,0.0,32083.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,
