measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,483.0,5188.0,5188.0,0.0,0.0,0.0,847.577,9211.0,9211.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1335.635,147.0,147.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1128.954,123.0,123.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,397.0,4596.0,4596.0,0.0,0.0,0.0,1034.831,113.0,113.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1504.0,15666.0,15666.0,0.0,0.0,0.0,944.212,103.0,103.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5185.0,55351.0,55351.0,0.0,0.0,0.0,1023.557,111.0,111.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,14915.0,131040.0,131040.0,0.0,0.0,0.0,1531.231,167.0,167.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,7635.0,68090.0,68090.0,0.0,0.0,0.0,1871.817,205.0,205.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4271.0,39173.0,39173.0,0.0,0.0,0.0,1991.373,217.0,217.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,14890.0,124638.0,124638.0,0.0,0.0,0.0,1552.879,169.0,169.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1748.0,16832.0,16832.0,0.0,0.0,0.0,954.075,104.0,104.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,810.0,8465.0,8465.0,0.0,0.0,0.0,1107.55,121.0,121.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,304.0,3277.0,3277.0,0.0,0.0,0.0,1480.886,162.0,162.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,131.176,1595.0,1595.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,18.0,257.0,257.0,0.0,0.0,0.0,119.479,1453.0,1453.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53.0,809.0,809.0,0.0,0.0,0.0,110.977,1350.0,1350.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,114.0,1530.0,1530.0,0.0,0.0,0.0,86.913,1057.0,1057.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,353.0,3828.0,3828.0,0.0,0.0,0.0,113.868,1385.0,1385.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1630.0,15561.0,15561.0,0.0,28.0,28.0,130.045,1582.0,1582.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1782.0,17076.0,17076.0,0.0,0.0,0.0,181.072,2203.0,2203.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5544.0,53264.0,53264.0,0.0,160.0,160.0,152.41,1854.0,1854.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,811.0,8077.0,8077.0,0.0,124.0,124.0,117.899,1434.0,1434.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1035.0,9884.0,9884.0,0.0,47.0,47.0,88.222,1073.0,1073.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,393.0,5014.0,5014.0,0.0,0.0,0.0,63.866,777.0,777.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,103.073,1254.0,1254.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,891.288,9897.0,9897.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,745.139,8274.0,8274.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,29.0,820.0,820.0,0.0,0.0,0.0,539.205,5987.0,5987.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.0,427.0,427.0,0.0,0.0,0.0,478.845,5317.0,5317.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19.0,286.0,286.0,0.0,0.0,0.0,642.769,7137.0,7137.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1849.0,20907.0,20907.0,0.0,0.0,0.0,924.349,10264.0,10264.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3823.0,35053.0,35053.0,0.0,0.0,0.0,1066.452,11842.0,11842.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5004.0,46391.0,46391.0,0.0,0.0,0.0,1098.241,12195.0,12195.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,828.0,7713.0,7713.0,0.0,0.0,0.0,835.567,9278.0,9278.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1461.0,13781.0,13781.0,0.0,0.0,0.0,620.91,6894.0,6894.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,40.0,575.0,575.0,0.0,0.0,0.0,495.419,5501.0,5501.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,447.0,447.0,0.0,0.0,0.0,521.816,5794.0,5794.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,868.526,9156.0,9156.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,27.0,50.0,50.0,0.0,0.0,0.0,734.451,7745.0,7745.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,471.9,4976.0,4976.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,501.629,5290.0,5290.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2127.0,27791.0,27791.0,0.0,0.0,0.0,913.034,9627.0,9627.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3062.0,27792.0,27792.0,0.0,0.0,0.0,1130.416,11920.0,11920.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12663.0,113633.0,113633.0,0.0,0.0,0.0,1583.751,16700.0,16700.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,10085.0,90361.0,90361.0,0.0,0.0,0.0,1515.459,15980.0,15980.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5553.0,50765.0,50765.0,0.0,0.0,0.0,1130.088,11916.0,11916.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,758.0,7469.0,7469.0,0.0,0.0,0.0,878.862,9267.0,9267.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,168.0,1966.0,1966.0,0.0,0.0,0.0,770.53,8125.0,8125.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1014.354,10696.0,10696.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,21.0,252.0,252.0,0.0,0.0,0.0,921.849,9642.0,9642.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,860.112,8995.0,8995.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,853.29,8924.0,8924.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,36.0,436.0,436.0,0.0,0.0,0.0,763.63,7986.0,7986.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,496.0,4994.0,4994.0,0.0,0.0,0.0,1128.075,11798.0,11798.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1705.0,16173.0,16173.0,0.0,0.0,0.0,1401.369,14655.0,14655.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3385.0,31060.0,31060.0,0.0,0.0,0.0,1520.768,15904.0,15904.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9848.0,88752.0,88752.0,0.0,0.0,0.0,1605.251,16787.0,16787.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1668.0,15633.0,15633.0,0.0,0.0,0.0,1314.179,13744.0,13744.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,744.336,7784.0,7784.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,488.0,5666.0,5666.0,0.0,0.0,0.0,803.247,8401.0,8401.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,340.0,3815.0,3815.0,0.0,0.0,0.0,1070.894,11199.0,11199.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,551.0,5938.0,5938.0,0.0,0.0,0.0,1180.842,12814.0,12814.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,735.936,7986.0,7986.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,631.546,6853.0,6853.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,159.0,1776.0,1776.0,0.0,0.0,0.0,691.23,7501.0,7501.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,927.0,9765.0,9765.0,0.0,98.0,98.0,967.349,10498.0,10498.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,694.0,6448.0,6448.0,0.0,189.0,189.0,1144.851,12424.0,12424.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1204.0,10577.0,10577.0,0.0,0.0,0.0,1301.77,14127.0,14127.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4606.0,42286.0,42286.0,0.0,803.0,803.0,1371.151,14880.0,14880.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1145.0,10001.0,10001.0,0.0,0.0,0.0,995.126,10799.0,10799.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1295.0,12785.0,12785.0,0.0,0.0,0.0,780.783,8472.0,8472.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,166.0,1895.0,1895.0,0.0,0.0,0.0,827.899,8984.0,8984.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,282.0,3050.0,3050.0,0.0,0.0,0.0,892.517,9685.0,9685.0
