measured_on,"Anthracite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Anthracite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Anthracite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Municipal Solid Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-03-01,,,,0.0,0.0,0.0,15957.432,95744.0,543536.0,207.623,1246.0,7072.0,,,,,,,16.579,99.0,565.0,,,,13428.602,80572.0,457400.0
2012-04-01,,,,0.0,0.0,0.0,6399.761,38399.0,109698.0,21.697,130.0,372.0,,,,,,,76.849,461.0,1317.0,,,,35187.779,211126.0,603155.0
2012-05-01,,,,0.0,0.0,0.0,31118.527,186711.0,1152526.0,0.628,4.0,23.0,,,,,,,39.042,234.0,1446.0,,,,11317.793,67907.0,419173.0
2012-06-01,,,,0.0,0.0,0.0,28850.417,173102.0,1005328.0,387.65,2326.0,13508.0,,,,,,,18.223,109.0,635.0,,,,14892.656,89356.0,518953.0
2012-07-01,,,,0.0,0.0,0.0,27773.453,166641.0,1064472.0,428.562,2571.0,16425.0,,,,,,,13.378,80.0,513.0,,,,15518.109,93109.0,594762.0
2012-08-01,,,,0.0,0.0,0.0,28598.679,171592.0,1090252.0,9.132,55.0,348.0,,,,,,,11.295,68.0,431.0,,,,15784.139,94705.0,601730.0
2012-09-01,,,,0.0,0.0,0.0,27293.784,163762.0,1031634.0,110.215,661.0,4166.0,,,,,,,53.718,322.0,2030.0,,,,13964.757,83788.0,527832.0
2012-10-01,,,,0.0,0.0,0.0,28553.192,171319.0,1067554.0,4.178,25.0,156.0,,,,,,,44.703,268.0,1671.0,,,,16288.342,97730.0,608993.0
2012-11-01,,,,0.0,0.0,0.0,28087.12,168523.0,981954.0,177.472,1065.0,6205.0,,,,,,,0.0,0.0,0.0,,,,17505.15,105031.0,611998.0
2012-12-01,,,,0.0,0.0,0.0,29092.922,174557.0,1116636.0,135.537,813.0,5202.0,,,,,,,49.634,298.0,1905.0,,,,16309.077,97854.0,625970.0
2013-01-01,,,,0.0,0.0,0.0,31214.166,187285.0,1161555.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,11.055,66.0,411.0,,,,17416.307,104498.0,648103.0
2013-02-01,,,,0.0,0.0,0.0,26219.635,157318.0,1005941.0,45.58,273.0,1749.0,,,,247.275,1484.0,9487.0,0.0,0.0,0.0,,,,18493.429,110960.0,709518.0
2013-03-01,,,,0.0,0.0,0.0,33786.037,202716.0,1005974.0,2.148,13.0,64.0,,,,164.879,989.0,4909.0,5.528,33.0,165.0,,,,15224.132,91345.0,453296.0
2013-04-01,,,,0.0,0.0,0.0,28605.438,171632.0,1056930.0,63.11,379.0,2332.0,,,,1696.661,10180.0,62689.0,0.0,0.0,0.0,,,,13780.012,82680.0,509152.0
2013-05-01,,,,0.0,0.0,0.0,17948.206,107689.0,726859.0,291.02,1746.0,11786.0,,,,393.088,2359.0,15919.0,0.0,0.0,0.0,,,,12947.094,77682.0,524326.0
2013-06-01,,,,0.0,0.0,0.0,24999.019,149994.0,942818.0,115.694,694.0,4363.0,,,,762.927,4578.0,28773.0,0.0,0.0,0.0,,,,14305.019,85830.0,539502.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,25952.621,155716.0,967526.0,127.885,767.0,4768.0,,,,587.204,3523.0,21891.0,0.0,0.0,0.0,,,,14466.933,86801.0,539334.0
2013-08-01,,,,0.0,0.0,0.0,29573.698,177442.0,1159850.0,49.542,297.0,1943.0,,,,490.482,2943.0,19236.0,0.0,0.0,0.0,,,,14478.616,86872.0,567836.0
2013-09-01,,,,0.0,0.0,0.0,25232.185,151393.0,1121785.0,218.167,1309.0,9699.0,,,,390.394,2342.0,17356.0,0.0,0.0,0.0,,,,9162.823,54977.0,407365.0
2013-10-01,,,,0.0,0.0,0.0,25831.975,154992.0,1159006.0,156.509,939.0,7022.0,,,,628.863,3773.0,28215.0,0.0,0.0,0.0,,,,12820.119,76921.0,575201.0
2013-11-01,,,,0.0,0.0,0.0,25023.27,150139.0,1139982.0,283.251,1700.0,12904.0,,,,411.342,2468.0,18739.0,0.0,0.0,0.0,,,,12197.546,73185.0,555682.0
2013-12-01,,,,0.0,0.0,0.0,24328.51,145971.0,1153918.0,71.169,427.0,3376.0,,,,351.694,2110.0,16681.0,0.0,0.0,0.0,,,,16860.193,101161.0,799690.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,20025.695,120154.0,801808.0,1660.952,9966.0,66503.0,,,,2484.415,14906.0,99473.0,0.0,0.0,0.0,,,,12671.27,76028.0,507345.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,20689.515,124137.0,894363.0,505.778,3035.0,21864.0,,,,865.097,5191.0,37396.0,0.0,0.0,0.0,,,,15467.519,92805.0,668627.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,23651.095,141906.0,939983.0,808.743,4852.0,32143.0,,,,1044.054,6264.0,41495.0,0.0,0.0,0.0,,,,16631.173,99787.0,660985.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,23871.367,143228.0,893722.0,254.333,1526.0,9522.0,,,,721.21,4327.0,27001.0,0.0,0.0,0.0,,,,17606.723,105640.0,659180.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,21224.006,127344.0,875986.0,257.733,1546.0,10638.0,,,,256.598,1540.0,10591.0,0.0,0.0,0.0,0.0,0.0,0.0,14469.649,86818.0,597211.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,25115.219,150691.0,1146639.0,412.756,2477.0,18844.0,,,,483.334,2900.0,22067.0,0.0,0.0,0.0,0.0,0.0,0.0,11472.82,68837.0,523793.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,27738.621,166432.0,1216774.0,8.375,50.0,367.0,,,,91.927,552.0,4032.0,0.0,0.0,0.0,0.0,0.0,0.0,12374.475,74247.0,542815.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,24449.054,146694.0,1087003.0,78.086,469.0,3472.0,,,,73.827,443.0,3282.0,0.0,0.0,0.0,0.0,0.0,0.0,12569.25,75415.0,558828.0
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,24532.195,147193.0,1067992.0,177.377,1064.0,7722.0,,,,473.947,2844.0,20633.0,0.0,0.0,0.0,0.0,0.0,0.0,12377.924,74267.0,538864.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,25851.071,155106.0,1027244.0,251.322,1508.0,9987.0,,,,565.48,3393.0,22470.0,0.0,0.0,0.0,0.0,0.0,0.0,14543.152,87259.0,577901.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,24999.093,149994.0,1033153.0,85.149,511.0,3519.0,,,,337.853,2027.0,13963.0,0.0,0.0,0.0,0.0,0.0,0.0,15577.482,93465.0,643780.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,26676.224,160057.0,1146467.0,2.943,18.0,127.0,,,,412.004,2472.0,17707.0,0.0,0.0,0.0,0.0,0.0,0.0,17620.397,105722.0,757274.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,27534.976,165210.0,1125592.0,52.185,313.0,2133.0,,,,511.421,3069.0,20906.0,0.0,0.0,0.0,0.0,0.0,0.0,17714.94,106290.0,724163.0
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,25105.373,150632.0,1135701.0,358.473,2151.0,16216.0,,,,1235.898,7415.0,55909.0,0.0,0.0,0.0,0.0,0.0,0.0,16171.198,97027.0,731543.0
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,25432.756,152596.0,1098931.0,14.638,88.0,633.0,,,,119.974,720.0,5184.0,0.0,0.0,0.0,0.0,0.0,0.0,16819.198,100915.0,726746.0
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13302.951,79818.0,574391.0,339.471,2037.0,14658.0,,,,643.351,3860.0,27778.0,0.0,0.0,0.0,0.0,0.0,0.0,11527.705,69166.0,497740.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,24824.93,148949.0,1138417.0,0.0,0.0,0.0,,,,73.162,439.0,3355.0,0.0,0.0,0.0,0.0,0.0,0.0,12719.241,76315.0,583277.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,25264.547,151587.0,1107751.0,113.299,680.0,4968.0,,,,38.686,232.0,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,12879.857,77279.0,564731.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,25554.031,153324.0,1100861.0,191.925,1152.0,8268.0,,,,23.845,143.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,13798.073,82788.0,594418.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,30140.567,180843.0,1157380.0,2.082,12.0,80.0,,,,12.219,73.0,469.0,0.0,0.0,0.0,0.0,0.0,0.0,14672.205,88033.0,563404.0
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,25496.103,152976.0,1020728.0,115.331,692.0,4617.0,,,,547.808,3287.0,21931.0,0.0,0.0,0.0,0.0,0.0,0.0,9330.565,55983.0,373546.0
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,26459.595,158757.0,1075524.0,0.0,0.0,0.0,,,,219.792,1319.0,8934.0,0.0,0.0,0.0,0.0,0.0,0.0,13821.841,82931.0,561828.0
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,25458.148,152749.0,1085689.0,84.739,508.0,3614.0,,,,88.046,528.0,3755.0,0.0,0.0,0.0,0.0,0.0,0.0,14203.348,85220.0,605716.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,23165.323,138992.0,1021775.0,224.614,1348.0,9907.0,,,,131.568,789.0,5803.0,0.0,0.0,0.0,0.0,0.0,0.0,15467.914,92807.0,682258.0
2016-01-01,,,,0.0,0.0,0.0,24966.318,118767.0,1048469.0,0.0,0.0,0.0,,,,338.223,1609.0,14204.0,0.0,0.0,0.0,0.0,0.0,0.0,16810.962,79971.0,705982.0
2016-02-01,,,,0.0,0.0,0.0,24628.483,117159.0,1058246.0,381.256,1814.0,16382.0,,,,1020.579,4855.0,43853.0,0.0,0.0,0.0,0.0,0.0,0.0,14166.313,67390.0,608703.0
2016-03-01,,,,0.0,0.0,0.0,13827.187,65777.0,601660.0,257.333,1224.0,11197.0,,,,771.51,3670.0,33571.0,0.0,0.0,0.0,0.0,0.0,0.0,12320.22,58608.0,536088.0
2016-04-01,,,,0.0,0.0,0.0,27411.039,130396.0,1109697.0,5.388,26.0,218.0,,,,89.64,426.0,3629.0,0.0,0.0,0.0,0.0,0.0,0.0,11636.116,55354.0,471072.0
2016-05-01,,,,0.0,0.0,0.0,25665.836,122094.0,1090752.0,0.0,0.0,0.0,,,,19.835,94.0,843.0,0.0,0.0,0.0,0.0,0.0,0.0,12555.761,59729.0,533597.0
2016-06-01,,,,0.0,0.0,0.0,25590.563,121736.0,1127477.0,0.0,0.0,0.0,,,,463.806,2206.0,20435.0,0.0,0.0,0.0,0.0,0.0,0.0,8700.492,41389.0,383329.0
2016-07-01,,,,0.0,0.0,0.0,22530.994,107182.0,1035249.0,1123.321,5344.0,51614.0,,,,1457.761,6935.0,66981.0,0.0,0.0,0.0,0.0,0.0,0.0,9795.549,46598.0,450084.0
2016-08-01,,,,0.0,0.0,0.0,27362.459,130165.0,1161999.0,0.0,0.0,0.0,,,,1564.861,7444.0,66455.0,0.0,0.0,0.0,0.0,0.0,0.0,8825.079,41982.0,374774.0
2016-09-01,,,,0.0,0.0,0.0,22899.463,108934.0,1107531.0,55.543,264.0,2686.0,,,,1812.533,8622.0,87663.0,0.0,0.0,0.0,0.0,0.0,0.0,9778.668,46518.0,472945.0
2016-10-01,,,,0.0,0.0,0.0,24315.631,115671.0,1068616.0,8.359,40.0,367.0,,,,932.309,4435.0,40973.0,0.0,0.0,0.0,0.0,0.0,0.0,13720.079,65267.0,602966.0
2016-11-01,,,,0.0,0.0,0.0,25555.87,121571.0,1096256.0,72.258,344.0,3100.0,,,,205.401,977.0,8811.0,0.0,0.0,0.0,0.0,0.0,0.0,15044.022,71565.0,645335.0
2016-12-01,,,,0.0,0.0,0.0,25337.958,120534.0,1084211.0,58.084,276.0,2485.0,,,,312.465,1486.0,13370.0,0.0,0.0,0.0,0.0,0.0,0.0,18857.748,89708.0,806923.0
2017-01-01,,,,0.0,0.0,0.0,23043.024,109617.0,1063400.0,81.196,386.0,3747.0,,,,216.452,1030.0,9989.0,0.0,0.0,0.0,,,,18594.121,88454.0,858090.0
2017-02-01,,,,0.0,0.0,0.0,21725.707,103351.0,995664.0,293.475,1396.0,13450.0,,,,472.648,2248.0,21661.0,0.0,0.0,0.0,,,,12850.801,61132.0,588937.0
2017-03-01,,,,0.0,0.0,0.0,23265.472,110676.0,998167.0,229.622,1092.0,9852.0,,,,476.764,2268.0,20455.0,0.0,0.0,0.0,,,,15700.344,74688.0,673597.0
2017-04-01,,,,0.0,0.0,0.0,17059.247,81152.0,729083.0,1186.754,5645.0,50720.0,,,,1457.312,6933.0,62283.0,0.0,0.0,0.0,,,,13875.074,66005.0,592997.0
2017-05-01,,,,0.0,0.0,0.0,25697.168,122243.0,1018384.0,106.33,506.0,4214.0,,,,1271.861,6050.0,50404.0,0.0,0.0,0.0,,,,11850.718,56375.0,469646.0
2017-06-01,,,,0.0,0.0,0.0,21847.382,103930.0,985502.0,0.759,4.0,34.0,,,,542.807,2582.0,24485.0,0.0,0.0,0.0,,,,12776.564,60779.0,576331.0
2017-07-01,,,,0.0,0.0,0.0,24239.609,115310.0,1078044.0,75.257,358.0,3347.0,,,,436.299,2076.0,19404.0,0.0,0.0,0.0,,,,13218.271,62880.0,587876.0
2017-08-01,,,,0.0,0.0,0.0,22775.494,108345.0,992245.0,118.19,562.0,5149.0,,,,236.232,1124.0,10292.0,0.0,0.0,0.0,,,,14860.944,70695.0,647437.0
2017-09-01,,,,0.0,0.0,0.0,14679.445,69831.0,650719.0,147.025,699.0,6517.0,,,,978.079,4653.0,43357.0,0.0,0.0,0.0,,,,9960.492,47383.0,441534.0
2017-10-01,,,,0.0,0.0,0.0,23370.258,111174.0,1058513.0,312.051,1484.0,14134.0,,,,594.443,2828.0,26924.0,0.0,0.0,0.0,,,,10073.841,47922.0,456276.0
2017-11-01,,,,0.0,0.0,0.0,23713.054,112805.0,1015874.0,453.246,2156.0,19417.0,,,,683.777,3253.0,29293.0,0.0,0.0,0.0,,,,12597.724,59928.0,539690.0
2017-12-01,,,,0.0,0.0,0.0,24991.095,118884.0,1096041.0,58.608,279.0,2570.0,,,,1126.801,5360.0,49418.0,0.0,0.0,0.0,,,,14293.986,67998.0,626895.0
2018-01-01,,,,0.0,0.0,0.0,19970.044,94999.0,844124.0,2327.046,11070.0,98363.0,,,,2823.212,13430.0,119336.0,0.0,0.0,0.0,,,,16804.245,79939.0,710307.0
2018-02-01,,,,0.0,0.0,0.0,19940.752,94860.0,931273.0,44.517,212.0,2079.0,,,,993.301,4725.0,46389.0,0.0,0.0,0.0,,,,14385.486,68433.0,671831.0
2018-03-01,,,,0.0,0.0,0.0,20335.934,96739.0,906872.0,413.827,1969.0,18454.0,,,,1070.292,5091.0,47729.0,0.0,0.0,0.0,,,,14604.971,69477.0,651302.0
2018-04-01,,,,0.0,0.0,0.0,13588.981,64644.0,562569.0,561.163,2669.0,23232.0,,,,911.177,4335.0,37722.0,0.0,0.0,0.0,,,,10484.819,49877.0,434060.0
2018-05-01,,,,0.0,0.0,0.0,15433.412,73418.0,736409.0,503.279,2394.0,24014.0,,,,823.909,3919.0,39313.0,0.0,0.0,0.0,,,,13094.618,62292.0,624813.0
2018-06-01,,,,0.0,0.0,0.0,21672.407,103097.0,937955.0,1.08,5.0,47.0,,,,1892.726,9004.0,81915.0,0.0,0.0,0.0,,,,9576.236,45555.0,414448.0
2018-07-01,,,,0.0,0.0,0.0,22497.761,107023.0,989483.0,142.742,679.0,6278.0,,,,1349.778,6421.0,59365.0,0.0,0.0,0.0,,,,10612.747,50486.0,466763.0
2018-08-01,,,,0.0,0.0,0.0,21589.607,102703.0,947647.0,171.5,816.0,7528.0,,,,1668.489,7937.0,73236.0,0.0,0.0,0.0,,,,11108.227,52843.0,487581.0
2018-09-01,,,,0.0,0.0,0.0,14722.144,70034.0,672454.0,1141.755,5431.0,52151.0,,,,1218.826,5798.0,55672.0,0.0,0.0,0.0,,,,7624.142,36269.0,348243.0
2018-10-01,,,,0.0,0.0,0.0,23045.787,109630.0,1008853.0,381.009,1812.0,16679.0,,,,2853.863,13576.0,124931.0,0.0,0.0,0.0,,,,8041.99,38256.0,352046.0
2018-11-01,,,,0.0,0.0,0.0,20450.831,97286.0,877921.0,165.425,787.0,7101.0,,,,3810.042,18125.0,163559.0,0.0,0.0,0.0,,,,9910.323,47144.0,425434.0
2018-12-01,,,,0.0,0.0,0.0,22373.229,106431.0,945021.0,500.644,2382.0,21147.0,,,,4498.857,21401.0,190027.0,0.0,0.0,0.0,,,,11557.073,54978.0,488158.0
2019-01-01,,,,0.0,0.0,0.0,17623.118,83834.0,923583.0,130.222,619.0,6825.0,,,,2610.029,12416.0,136785.0,0.0,0.0,0.0,,,,17302.401,82309.0,906775.0
2019-02-01,,,,0.0,0.0,0.0,13289.048,63217.0,918692.0,46.446,221.0,3211.0,,,,2344.617,11154.0,162087.0,0.0,0.0,0.0,,,,17645.842,83943.0,1219884.0
2019-03-01,,,,0.0,0.0,0.0,18393.173,87498.0,1019708.0,27.59,131.0,1530.0,,,,3280.962,15608.0,181895.0,0.0,0.0,0.0,,,,12323.778,58625.0,683224.0
2019-04-01,,,,0.0,0.0,0.0,14710.228,69978.0,805577.0,234.85,1117.0,12861.0,,,,2947.166,14020.0,161396.0,0.0,0.0,0.0,,,,9991.008,47528.0,547138.0
2019-05-01,,,,0.0,0.0,0.0,6391.438,30405.0,370301.0,85.247,406.0,4939.0,,,,1973.826,9390.0,114358.0,0.0,0.0,0.0,,,,5547.935,26392.0,321431.0
2019-06-01,,,,0.0,0.0,0.0,19775.493,94073.0,937017.0,94.995,452.0,4501.0,,,,2453.294,11670.0,116244.0,0.0,0.0,0.0,,,,8105.234,38557.0,384048.0
2019-07-01,,,,0.0,0.0,0.0,20116.025,95693.0,979893.0,68.912,328.0,3357.0,,,,1614.416,7680.0,78642.0,0.0,0.0,0.0,,,,8820.619,41960.0,429670.0
2019-08-01,,,,0.0,0.0,0.0,17648.984,83957.0,971201.0,477.83,2273.0,26294.0,,,,2551.532,12138.0,140408.0,0.0,0.0,0.0,,,,8383.242,39880.0,461319.0
2019-09-01,,,,0.0,0.0,0.0,15741.186,74882.0,895280.0,35.208,167.0,2002.0,,,,2818.786,13409.0,160318.0,0.0,0.0,0.0,,,,9469.713,45048.0,538590.0
2019-10-01,,,,0.0,0.0,0.0,18077.521,85996.0,1035189.0,51.178,243.0,2931.0,,,,896.989,4267.0,51365.0,0.0,0.0,0.0,,,,11961.292,56901.0,684950.0
2019-11-01,,,,0.0,0.0,0.0,14492.688,68943.0,952502.0,165.041,785.0,10847.0,,,,1223.753,5821.0,80429.0,0.0,0.0,0.0,,,,12477.761,59358.0,820075.0
2019-12-01,,,,0.0,0.0,0.0,16859.669,80203.0,968611.0,160.147,762.0,9201.0,,,,1157.66,5507.0,66509.0,0.0,0.0,0.0,,,,12724.738,60532.0,731054.0
2020-01-01,,,,0.0,0.0,0.0,18338.981,87240.0,1034486.0,136.715,650.0,7712.0,,,,163.915,780.0,9246.0,0.0,0.0,0.0,,,,13214.586,62863.0,745423.0
2020-02-01,,,,0.0,0.0,0.0,16231.345,77214.0,931370.0,174.995,832.0,10041.0,,,,518.851,2468.0,29772.0,0.0,0.0,0.0,,,,13688.26,65116.0,785446.0
2020-03-01,,,,0.0,0.0,0.0,15952.968,75889.0,911093.0,396.722,1887.0,22657.0,,,,674.509,3209.0,38522.0,0.0,0.0,0.0,,,,14313.021,68088.0,817434.0
2020-04-01,,,,0.0,0.0,0.0,15846.752,75384.0,912549.0,0.203,1.0,12.0,,,,364.953,1736.0,21016.0,0.0,0.0,0.0,,,,14943.672,71088.0,860544.0
2020-05-01,,,,0.0,0.0,0.0,16307.293,77575.0,954484.0,17.156,82.0,1004.0,,,,121.704,579.0,7123.0,0.0,0.0,0.0,,,,13890.646,66079.0,813035.0
2020-06-01,,,,0.0,0.0,0.0,16547.858,78719.0,954969.0,49.974,238.0,2884.0,,,,517.449,2462.0,29862.0,0.0,0.0,0.0,,,,15198.142,72299.0,877078.0
2020-07-01,,,,0.0,0.0,0.0,5545.129,26379.0,385640.0,385.81,1835.0,26831.0,,,,703.761,3348.0,48944.0,0.0,0.0,0.0,,,,10166.603,48363.0,707044.0
2020-08-01,,,,0.0,0.0,0.0,13316.657,63348.0,789691.0,464.079,2208.0,27520.0,,,,587.854,2796.0,34860.0,0.0,0.0,0.0,,,,15430.739,73405.0,915058.0
2020-09-01,,,,0.0,0.0,0.0,15005.749,71383.0,877455.0,428.306,2037.0,25045.0,,,,481.21,2289.0,28139.0,0.0,0.0,0.0,,,,14978.565,71254.0,875866.0
2020-10-01,,,,0.0,0.0,0.0,16030.28,76257.0,918196.0,176.224,838.0,10094.0,,,,456.244,2170.0,26133.0,0.0,0.0,0.0,,,,15532.375,73889.0,889677.0
2020-11-01,,,,0.0,0.0,0.0,15078.395,71729.0,897496.0,282.376,1343.0,16808.0,,,,611.732,2910.0,36412.0,0.0,0.0,0.0,,,,14058.767,66879.0,836806.0
2020-12-01,,,,0.0,0.0,0.0,16927.394,80525.0,996419.0,133.195,634.0,7840.0,,,,1284.081,6108.0,75587.0,0.0,0.0,0.0,,,,14064.696,66907.0,827908.0
2021-01-01,,,,0.0,0.0,0.0,14597.34,69441.0,905371.0,3869.629,18408.0,240006.0,,,,2179.302,10367.0,135167.0,0.0,0.0,0.0,,,,13363.397,63571.0,828838.0
2021-02-01,,,,0.0,0.0,0.0,14093.657,67045.0,822122.0,493.999,2350.0,28816.0,,,,2207.847,10503.0,128790.0,0.0,0.0,0.0,,,,12663.831,60243.0,738717.0
2021-03-01,,,,0.0,0.0,0.0,16026.77,76240.0,904811.0,500.596,2381.0,28262.0,,,,2737.03,13020.0,154522.0,0.0,0.0,0.0,,,,12968.919,61694.0,732176.0
2021-04-01,,,,0.0,0.0,0.0,13834.4,65811.0,669633.0,1169.808,5565.0,56623.0,,,,4242.787,20183.0,205366.0,0.0,0.0,0.0,,,,9040.524,43006.0,437593.0
2021-05-01,,,,0.0,0.0,0.0,19612.906,93300.0,1000661.0,76.55,364.0,3906.0,,,,2697.666,12833.0,137636.0,0.0,0.0,0.0,,,,9394.419,44690.0,479308.0
2021-06-01,,,,0.0,0.0,0.0,17627.386,83855.0,917612.0,425.603,2025.0,22155.0,,,,2804.518,13341.0,145992.0,0.0,0.0,0.0,,,,10802.941,51390.0,562358.0
2021-07-01,,,,0.0,0.0,0.0,8586.521,40847.0,528302.0,259.511,1235.0,15967.0,,,,1483.577,7057.0,91280.0,0.0,0.0,0.0,,,,6735.306,32040.0,414402.0
2021-08-01,,,,0.0,0.0,0.0,16806.78,79951.0,912947.0,350.043,1665.0,19014.0,,,,1856.117,8830.0,100825.0,0.0,0.0,0.0,,,,10723.047,51010.0,582477.0
2021-09-01,,,,0.0,0.0,0.0,16721.415,79545.0,967496.0,70.024,333.0,4052.0,,,,1093.159,5200.0,63250.0,0.0,0.0,0.0,,,,12722.333,60521.0,736110.0
2021-10-01,,,,0.0,0.0,0.0,16396.18,77998.0,1029124.0,12.743,61.0,800.0,,,,267.606,1273.0,16797.0,0.0,0.0,0.0,,,,14581.514,69365.0,915224.0
2021-11-01,,,,0.0,0.0,0.0,16160.677,76877.0,991729.0,97.987,466.0,6013.0,,,,362.817,1726.0,22265.0,0.0,0.0,0.0,,,,15030.583,71502.0,922379.0
2021-12-01,,,,0.0,0.0,0.0,16234.984,77231.0,939195.0,241.29,1148.0,13959.0,,,,888.238,4225.0,51385.0,0.0,0.0,0.0,,,,12103.205,57576.0,700171.0
2022-01-01,,,,0.0,0.0,0.0,13858.193,65924.0,844999.0,1189.052,5656.0,72502.0,,,,1641.592,7809.0,100096.0,0.0,0.0,0.0,,,,13355.473,63533.0,814346.0
2022-02-01,,,,0.0,0.0,0.0,16212.587,77124.0,966501.0,71.88,342.0,4285.0,,,,620.397,2951.0,36984.0,0.0,0.0,0.0,,,,12303.9,58531.0,733488.0
2022-03-01,,,,0.0,0.0,0.0,14859.422,70687.0,900407.0,41.524,198.0,2516.0,,,,1850.807,8804.0,112150.0,0.0,0.0,0.0,,,,13015.905,61918.0,788699.0
2022-04-01,,,,0.0,0.0,0.0,14478.19,68874.0,923620.0,113.751,541.0,7257.0,,,,1644.272,7822.0,104895.0,0.0,0.0,0.0,,,,12328.89,58649.0,786508.0
2022-05-01,,,,0.0,0.0,0.0,15127.123,71961.0,942305.0,40.393,192.0,2516.0,,,,1727.358,8217.0,107601.0,0.0,0.0,0.0,,,,12634.323,60102.0,787023.0
2022-06-01,,,,0.0,0.0,0.0,8945.958,42557.0,570921.0,251.929,1198.0,16078.0,,,,1441.324,6856.0,91984.0,0.0,0.0,0.0,,,,7112.213,33833.0,453894.0
