measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Other Biomass Solids Generation,Other Biomass Solids Quantity Consumed For Electricity,Other Biomass Solids Total Fuel Consumed,Other Generation,Other Quantity Consumed For Electricity,Other Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed,Tire-Derived Fuels Generation,Tire-Derived Fuels Quantity Consumed For Electricity,Tire-Derived Fuels Total Fuel Consumed,Waste Coal Generation,Waste Coal Quantity Consumed For Electricity,Waste Coal Total Fuel Consumed,Waste/Other Oil Generation,Waste/Other Oil Quantity Consumed For Electricity,Waste/Other Oil Total Fuel Consumed
2013-08-01,131323.34,1331243.0,1374468.0,1.083,11.0,11.0,,,,,,,0.0,0.0,0.0,2286.579,23179.0,23932.0,,,,0.0,0.0,0.0
2013-09-01,126506.03,1281941.0,1344418.0,1.067,11.0,11.0,,,,,,,0.0,0.0,0.0,2829.504,28673.0,30070.0,,,,181.401,1838.0,1928.0
2013-10-01,118442.01,1197342.0,1197342.0,357.842,3617.0,3617.0,,,,,,,0.0,0.0,0.0,2582.03,26102.0,26102.0,,,,1.122,11.0,11.0
2013-11-01,119677.66,1180985.0,1180985.0,126.983,1253.0,1253.0,,,,,,,0.0,0.0,0.0,1256.58,12400.0,12400.0,,,,402.782,3975.0,3975.0
2013-12-01,129154.41,1313138.0,1370068.0,1.086,11.0,12.0,,,,,,,0.0,0.0,0.0,759.805,7725.0,8060.0,,,,425.702,4328.0,4516.0
2014-01-01,127357.21,1296117.0,1379700.0,1.047,11.0,11.0,,,,,,,0.0,0.0,0.0,423.509,4310.0,4588.0,,,,352.239,3585.0,3816.0
2014-02-01,89204.579,915214.0,973507.0,228.604,2345.0,2495.0,,,,,,,0.0,0.0,0.0,585.163,6004.0,6386.0,,,,123.654,1269.0,1349.0
2014-03-01,111453.03,1138944.0,1214881.0,444.741,4545.0,4848.0,,,,,,,0.0,0.0,0.0,1200.141,12264.0,13082.0,,,,647.085,6613.0,7053.0
2014-04-01,119393.96,1215352.0,1298810.0,1.042,11.0,11.0,,,,,,,0.0,0.0,0.0,524.344,5337.0,5704.0,,,,912.654,9290.0,9928.0
2014-05-01,131138.7,1330757.0,1411408.0,1.054,11.0,11.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,427.25,4336.0,4598.0
2014-06-01,117077.39,1207691.0,1277765.0,254.566,2626.0,2778.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,724.309,7471.0,7905.0,,,,458.739,4732.0,5007.0
2014-07-01,131376.77,1333490.0,1427825.0,1.043,11.0,11.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,704.535,7151.0,7657.0,,,,664.655,6746.0,7224.0
2014-08-01,130618.96,1325935.0,1435162.0,1.032,10.0,11.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,172.106,1747.0,1891.0,,,,832.898,8455.0,9151.0
2014-09-01,127241.2,1290979.0,1376123.0,0.524,5.0,6.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,550.343,5584.0,5952.0,,,,1121.934,11383.0,12134.0
2014-10-01,131830.03,1338292.0,1442413.0,3.109,32.0,34.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1178.636,11965.0,12896.0,,,,490.229,4977.0,5364.0
2014-11-01,126847.78,1289336.0,1338922.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,798.837,8120.0,8432.0,,,,511.385,5198.0,5398.0
2014-12-01,122297.96,1245614.0,1296922.0,184.462,1879.0,1956.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,923.75,9408.0,9796.0,,,,621.825,6333.0,6594.0
2015-02-01,100505.3,1025104.0,1083716.0,337.592,3443.0,3640.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,718.746,7331.0,7750.0,,,,1004.362,10244.0,10830.0
2015-03-01,130609.94,1328360.0,1428486.0,2.074,21.0,23.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,280.606,2854.0,3069.0,,,,559.377,5689.0,6118.0
2015-04-01,69248.642,703712.0,740076.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,666.358,6772.0,7122.0
2015-05-01,85289.607,868503.0,901544.0,494.565,5036.0,5228.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,592.41,6032.0,6262.0,,,,713.418,7265.0,7541.0
2015-06-01,107354.34,1090073.0,1151380.0,268.035,2722.0,2875.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,315.057,3199.0,3379.0,,,,812.564,8251.0,8715.0
2015-07-01,120282.26,1222653.0,1331192.0,424.716,4317.0,4700.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,602.228,6122.0,6665.0,,,,760.8,7733.0,8420.0
2015-08-01,132106.75,1341834.0,1466186.0,1.533,16.0,17.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,843.538,8568.0,9362.0,,,,478.184,4857.0,5307.0
2015-09-01,124441.68,1268741.0,1380982.0,3.066,31.0,34.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,804.511,8202.0,8928.0,,,,408.744,4167.0,4536.0
2015-10-01,129836.32,1322207.0,1370291.0,2.149,22.0,23.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1768.242,18007.0,18662.0,,,,920.288,9372.0,9713.0
2015-11-01,124442.01,1264742.0,1342790.0,5.255,53.0,57.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,769.937,7825.0,8308.0,,,,542.803,5517.0,5857.0
2015-12-01,118223.33,1205932.0,1353036.0,270.501,2759.0,3096.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,414.174,4225.0,4740.0
2016-01-01,126955.55,1366584.0,1366584.0,6.321,68.0,68.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1097.241,11811.0,11811.0,,,,440.884,4746.0,4746.0
2016-02-01,120924.8,1300562.0,1300562.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,484.234,5208.0,5208.0,,,,76.97,828.0,828.0
2016-03-01,128958.71,1389019.0,1389019.0,5.791,62.0,62.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,696.497,7502.0,7502.0,,,,0.0,0.0,0.0
2016-04-01,117357.46,1280059.0,1280059.0,298.904,3260.0,3260.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1500.639,16368.0,16368.0,,,,0.0,0.0,0.0
2016-05-01,127617.16,1387082.0,1387082.0,123.112,1338.0,1338.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,282.36,3069.0,3069.0,,,,779.364,8471.0,8471.0
2016-06-01,117602.83,1279214.0,1279214.0,181.921,1979.0,1979.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,1584.569,17236.0,17236.0,,,,543.678,5914.0,5914.0
2016-07-01,50639.959,546104.0,546104.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,79732.245,859836.0,859836.0,873.884,9424.0,9424.0,,,,701.912,7569.0,7569.0
2016-08-01,0.0,0.0,0.0,128.669,1378.0,1378.0,0.0,0.0,0.0,,,,123626.78,1323821.0,1323821.0,871.388,9331.0,9331.0,,,,299.168,3204.0,3204.0
2016-09-01,11297.382,121094.0,121094.0,81.463,873.0,873.0,0.0,0.0,0.0,,,,110371.75,1183051.0,1183051.0,2981.775,31961.0,31961.0,,,,1307.633,14016.0,14016.0
2016-10-01,93132.02,1021887.0,1021887.0,179.828,1973.0,1973.0,0.0,0.0,0.0,,,,32844.928,360390.0,360390.0,384.235,4216.0,4216.0,,,,986.989,10830.0,10830.0
2016-11-01,51097.916,563453.0,563453.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,75669.847,834406.0,834406.0,0.0,0.0,0.0,,,,1095.237,12077.0,12077.0
2016-12-01,2868.536,31067.0,31067.0,82.718,896.0,896.0,0.0,0.0,0.0,,,,121155.88,1312159.0,1312159.0,1617.217,17515.0,17515.0,,,,1271.653,13772.0,13772.0
2017-01-01,0.0,0.0,0.0,623.606,7127.0,7127.0,0.0,0.0,0.0,,,,66069.282,755105.0,755105.0,618.427,7068.0,7068.0,,,,804.685,9197.0,9197.0
2017-02-01,0.0,0.0,0.0,265.606,2829.0,2829.0,0.0,0.0,0.0,,,,92844.421,989011.0,989011.0,1166.973,12431.0,12431.0,,,,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,62.723,680.0,680.0,0.0,0.0,0.0,,,,128392.39,1392758.0,1392758.0,331.5,3596.0,3596.0,,,,1690.39,18337.0,18337.0
2017-04-01,52595.973,582132.0,582132.0,82.478,913.0,913.0,0.0,0.0,0.0,,,,55304.282,612107.0,612107.0,0.0,0.0,0.0,,,,1741.267,19272.0,19272.0
2017-05-01,39138.63,430444.0,430444.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,88372.046,971910.0,971910.0,0.0,0.0,0.0,,,,1121.324,12332.0,12332.0
2017-06-01,23829.994,262734.0,262734.0,200.05,2206.0,2206.0,0.0,0.0,0.0,,,,88907.786,980241.0,980241.0,0.0,0.0,0.0,,,,1772.17,19539.0,19539.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,129743.23,1394950.0,1394950.0,0.0,0.0,0.0,,,,1874.773,20157.0,20157.0
2017-08-01,0.0,0.0,0.0,95.543,1038.0,1038.0,0.0,0.0,0.0,,,,129696.43,1408515.0,1408515.0,0.0,0.0,0.0,,,,1761.027,19125.0,19125.0
2017-09-01,0.0,0.0,0.0,73.583,782.0,782.0,0.0,0.0,0.0,,,,126249.42,1342495.0,1342495.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,94.376,1021.0,1021.0,0.0,0.0,0.0,,,,119419.44,1291421.0,1291421.0,0.0,0.0,0.0,,,,1438.189,15553.0,15553.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,119050.87,1279498.0,1279498.0,0.0,0.0,0.0,,,,1744.13,18745.0,18745.0
2017-12-01,0.0,0.0,0.0,17.834,193.0,193.0,0.0,0.0,0.0,,,,116109.77,1255090.0,1255090.0,0.0,0.0,0.0,,,,2242.4,24239.0,24239.0
2018-01-01,0.0,0.0,0.0,5.249,57.0,57.0,0.0,0.0,0.0,,,,118227.32,1276985.0,1276985.0,0.0,0.0,0.0,,,,2176.429,23508.0,23508.0
2018-02-01,0.0,0.0,0.0,71.632,782.0,782.0,0.0,0.0,0.0,,,,108621.15,1186513.0,1186513.0,0.0,0.0,0.0,,,,1258.223,13744.0,13744.0
2018-03-01,0.0,0.0,0.0,20.081,215.0,215.0,0.0,0.0,0.0,,,,116550.92,1250539.0,1250539.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0,61.687,669.0,669.0,0.0,0.0,0.0,,,,107846.32,1169713.0,1169713.0,0.0,0.0,0.0,,,,2203.99,23905.0,23905.0
2018-05-01,0.0,0.0,0.0,12.289,130.0,130.0,0.0,0.0,0.0,,,,81805.711,868108.0,868108.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0,722.06,7870.0,7870.0,0.0,0.0,0.0,,,,106320.35,1158819.0,1158819.0,0.0,0.0,0.0,,,,851.594,9282.0,9282.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,122619.9,1345519.0,1345519.0,0.0,0.0,0.0,,,,1780.096,19533.0,19533.0
2018-08-01,0.0,0.0,0.0,28.58,312.0,312.0,0.0,0.0,0.0,,,,123710.38,1349846.0,1349846.0,0.0,0.0,0.0,,,,1575.038,17186.0,17186.0
2018-09-01,0.0,0.0,0.0,163.681,1803.0,1803.0,0.0,0.0,0.0,,,,113477.68,1250034.0,1250034.0,0.0,0.0,0.0,,,,1088.635,11992.0,11992.0
2018-10-01,0.0,0.0,0.0,292.885,3340.0,3340.0,0.0,0.0,0.0,,,,101958.38,1162582.0,1162582.0,0.0,0.0,0.0,,,,683.731,7796.0,7796.0
2018-11-01,0.0,0.0,0.0,145.768,1661.0,1661.0,0.0,0.0,0.0,,,,99904.164,1138606.0,1138606.0,0.0,0.0,0.0,,,,1081.068,12321.0,12321.0
2018-12-01,0.0,0.0,0.0,133.717,1469.0,1469.0,0.0,0.0,0.0,,,,110160.67,1209825.0,1209825.0,0.0,0.0,0.0,,,,1081.611,11879.0,11879.0
2019-01-01,0.0,0.0,0.0,236.414,2608.0,2608.0,0.0,0.0,0.0,,,,94043.452,1037519.0,1037519.0,0.0,0.0,0.0,,,,871.134,9611.0,9611.0
2019-02-01,0.0,0.0,0.0,338.664,3731.0,3731.0,0.0,0.0,0.0,,,,94520.082,1041273.0,1041273.0,0.0,0.0,0.0,,,,1060.254,11680.0,11680.0
2019-03-01,0.0,0.0,0.0,98.334,1066.0,1066.0,0.0,0.0,0.0,,,,107237.16,1162476.0,1162476.0,0.0,0.0,0.0,,,,1520.51,16483.0,16483.0
2019-04-01,0.0,0.0,0.0,97.448,1038.0,1038.0,0.0,0.0,0.0,,,,114180.22,1215775.0,1215775.0,0.0,0.0,0.0,,,,1111.33,11833.0,11833.0
2019-05-01,0.0,0.0,0.0,447.855,4854.0,4854.0,0.0,0.0,0.0,,,,102904.76,1115206.0,1115206.0,0.0,0.0,0.0,,,,764.387,8284.0,8284.0
2019-06-01,0.0,0.0,0.0,300.119,3306.0,3306.0,0.0,0.0,0.0,,,,87497.582,963727.0,963727.0,0.0,0.0,0.0,,,,811.299,8936.0,8936.0
2019-07-01,0.0,0.0,0.0,438.297,4661.0,4661.0,0.0,0.0,0.0,,,,119640.01,1272222.0,1272222.0,0.0,0.0,0.0,,,,1030.691,10960.0,10960.0
2019-08-01,0.0,0.0,0.0,20.559,221.0,221.0,0.0,0.0,0.0,,,,126952.45,1365477.0,1365477.0,0.0,0.0,0.0,,,,1212.988,13047.0,13047.0
2019-09-01,0.0,0.0,0.0,330.002,3617.0,3617.0,0.0,0.0,0.0,,,,112300.16,1231028.0,1231028.0,0.0,0.0,0.0,,,,1134.834,12440.0,12440.0
2019-10-01,0.0,0.0,0.0,330.709,3697.0,3697.0,0.0,0.0,0.0,,,,114585.26,1280896.0,1280896.0,0.0,0.0,0.0,,,,1091.034,12196.0,12196.0
2019-11-01,16415.358,178467.0,178467.0,42.244,459.0,459.0,0.0,0.0,0.0,,,,104004.75,1130734.0,1130734.0,0.0,0.0,0.0,,,,960.65,10444.0,10444.0
2019-12-01,12377.429,136164.0,136164.0,224.718,2472.0,2472.0,0.0,0.0,0.0,,,,95287.311,1048253.0,1048253.0,0.0,0.0,0.0,,,,904.542,9951.0,9951.0
2020-01-01,1921.969,21207.0,21207.0,450.141,4967.0,4967.0,0.0,0.0,0.0,,,,76885.568,848367.0,848367.0,0.0,0.0,0.0,,,,438.322,4837.0,4837.0
2020-02-01,1218.335,14065.0,14138.0,359.611,4152.0,4173.0,0.0,0.0,0.0,,,,87741.859,1012940.0,1018202.0,0.0,0.0,0.0,,,,1449.195,16730.0,16817.0
2020-03-01,0.0,0.0,0.0,94.811,1079.0,1079.0,0.0,0.0,0.0,,,,109434.2,1245408.0,1245408.0,0.0,0.0,0.0,,,,2023.987,23034.0,23034.0
2020-04-01,0.0,0.0,0.0,28.963,329.0,329.0,0.0,0.0,0.0,,,,103817.59,1178781.0,1178781.0,0.0,0.0,0.0,,,,2018.447,22918.0,22918.0
2020-05-01,0.0,0.0,0.0,266.981,3016.0,3016.0,0.0,0.0,0.0,,,,97567.64,1102350.0,1102350.0,0.0,0.0,0.0,,,,1735.379,19607.0,19607.0
2020-06-01,0.0,0.0,0.0,628.483,7353.0,7462.0,0.0,0.0,0.0,,,,81994.517,959277.0,973487.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-07-01,0.0,0.0,0.0,229.156,2534.0,2534.0,0.0,0.0,0.0,,,,101243.69,1119766.0,1119766.0,0.0,0.0,0.0,,,,6.152,68.0,68.0
2020-08-01,0.0,0.0,0.0,1500.642,16721.0,16721.0,0.0,0.0,0.0,,,,97933.574,1091220.0,1091220.0,0.0,0.0,0.0,,,,1508.784,16812.0,16812.0
2020-09-01,0.0,0.0,0.0,88.885,1015.0,1015.0,0.0,0.0,0.0,,,,89108.131,1017480.0,1017480.0,0.0,0.0,0.0,,,,1374.984,15700.0,15700.0
2020-10-01,0.0,0.0,0.0,1.952,22.0,23.0,0.0,0.0,0.0,,,,108322.64,1245714.0,1258753.0,0.0,0.0,0.0,,,,1702.404,19578.0,19783.0
2020-11-01,0.0,0.0,0.0,0.497,6.0,6.0,0.0,0.0,0.0,,,,102104.22,1164252.0,1164252.0,0.0,0.0,0.0,,,,1670.281,19046.0,19046.0
2020-12-01,0.0,0.0,0.0,49.883,575.0,578.0,0.0,0.0,0.0,,,,105852.77,1221013.0,1227261.0,0.0,0.0,0.0,,,,1234.348,14238.0,14311.0
2021-01-01,0.0,0.0,0.0,168.097,1945.0,1945.0,0.0,0.0,0.0,,,,95641.501,1106530.0,1106530.0,0.0,0.0,0.0,,,,1931.402,22345.0,22345.0
2021-02-01,0.0,0.0,0.0,0.964,11.0,11.0,0.0,0.0,0.0,,,,73999.828,857681.0,870202.0,0.0,0.0,0.0,,,,1562.208,18106.0,18371.0
2021-03-01,0.0,0.0,0.0,701.355,8141.0,8211.0,0.0,0.0,0.0,,,,76062.104,882899.0,890453.0,0.0,0.0,0.0,,,,1967.541,22838.0,23034.0
2021-04-01,0.0,0.0,0.0,115.379,1340.0,1378.0,0.0,0.0,0.0,,,,88322.484,1025431.0,1054709.0,0.0,0.0,0.0,,,,2052.137,23825.0,24506.0
2021-05-01,0.0,0.0,0.0,8.522,96.0,96.0,0.0,0.0,0.0,,,,105169.43,1189606.0,1189606.0,0.0,0.0,0.0,,,,1799.049,20350.0,20350.0
2021-06-01,0.0,0.0,0.0,14.992,170.0,170.0,0.0,0.0,0.0,,,,100789.23,1143552.0,1143552.0,0.0,0.0,0.0,,,,1369.778,15541.0,15541.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,107378.37,1235589.0,1249037.0,239.853,2760.0,2790.0,,,,1852.774,21320.0,21552.0
2021-08-01,0.0,0.0,0.0,196.146,2295.0,2302.0,0.0,0.0,0.0,,,,77163.539,903019.0,905610.0,0.0,0.0,0.0,,,,978.315,11449.0,11482.0
2021-09-01,0.0,0.0,0.0,324.53,3770.0,3788.0,0.0,0.0,0.0,,,,85018.022,987677.0,992237.0,0.0,0.0,0.0,,,,1612.448,18732.0,18819.0
2021-10-01,0.0,0.0,0.0,147.72,1707.0,1707.0,0.0,0.0,0.0,,,,94692.078,1094017.0,1094017.0,0.0,0.0,0.0,,,,1344.202,15530.0,15530.0
2021-11-01,0.0,0.0,0.0,205.989,2291.0,2291.0,0.0,0.0,0.0,,,,100625.54,1118999.0,1118999.0,0.0,0.0,0.0,,,,1470.472,16352.0,16352.0
2021-12-01,0.0,0.0,0.0,1363.83,15972.0,16273.0,0.0,0.0,0.0,,,,79692.965,933287.0,950878.0,0.0,0.0,0.0,,,,1069.205,12522.0,12758.0
2022-01-01,0.0,0.0,0.0,795.193,9303.0,9327.0,0.0,0.0,0.0,,,,61352.11,717744.0,719624.0,0.0,0.0,0.0,,,,343.697,4021.0,4031.0
2022-02-01,0.0,0.0,0.0,86.169,998.0,1009.0,0.0,0.0,0.0,,,,86882.831,1006452.0,1017623.0,0.0,0.0,0.0,,,,1537.0,17805.0,18002.0
2022-03-01,0.0,0.0,0.0,252.983,2970.0,3070.0,0.0,0.0,0.0,,,,69796.4,819270.0,846896.0,0.0,0.0,0.0,,,,1134.617,13318.0,13767.0
2022-04-01,0.0,0.0,0.0,291.004,3345.0,3345.0,0.0,0.0,0.0,,,,80491.996,925314.0,925314.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,81.762,930.0,930.0,0.0,0.0,0.0,,,,90717.132,1031723.0,1031723.0,149.917,1705.0,1705.0,,,,1139.189,12956.0,12956.0
2022-06-01,0.0,0.0,0.0,0.985,11.0,11.0,0.0,0.0,0.0,,,,97007.608,1117084.0,1117084.0,0.0,0.0,0.0,,,,652.407,7513.0,7513.0
2022-07-01,0.0,0.0,0.0,224.126,2601.0,2665.0,0.0,0.0,0.0,,,,78142.07,906984.0,929125.0,0.0,0.0,0.0,,,,704.804,8181.0,8380.0
2022-08-01,0.0,0.0,0.0,38.954,454.0,510.0,0.0,0.0,0.0,,,,83367.764,971411.0,1092115.0,0.0,0.0,0.0,,,,11148.282,129901.0,146042.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
