measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Tire-Derived Fuels Generation,Tire-Derived Fuels Quantity Consumed For Electricity,Tire-Derived Fuels Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2021-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,,,,0.0,0.0,0.0,8.666,223.0,223.0,0.0,0.0,0.0,219.334,5644.0,5644.0
2022-03-01,,,,0.0,0.0,0.0,35.246,467.0,467.0,0.0,0.0,0.0,8681.754,115032.0,115032.0
2022-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12045.0,163704.0,163704.0
2022-05-01,,,,0.0,0.0,0.0,10.113,153.0,153.0,700.545,10599.0,10599.0,8965.342,135642.0,135642.0
2022-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1220.8,20274.0,20274.0,6843.2,113645.0,113645.0
2022-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1325.532,19841.0,19841.0,7710.468,115410.0,115410.0
2022-08-01,,,,0.0,0.0,0.0,16.523,244.0,244.0,1136.268,16779.0,16779.0,7991.209,118006.0,118006.0
2022-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1533.723,21978.0,21978.0,10078.277,144418.0,144418.0
2022-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1411.863,21111.0,21111.0,9384.137,140319.0,140319.0
2022-11-01,,,,0.0,0.0,0.0,8.675,144.0,144.0,963.838,16000.0,16000.0,5511.487,91490.0,91490.0
2022-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1297.564,20765.0,20765.0,7107.436,113739.0,113739.0
2023-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1297.59,21988.0,21988.0,8250.41,139803.0,139803.0
2023-02-01,,,,0.0,0.0,0.0,5.564,87.0,87.0,1038.314,16234.0,16234.0,7741.122,121034.0,121034.0
2023-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1500.586,24196.0,24196.0,10627.414,171359.0,171359.0
2023-04-01,,,,0.0,0.0,0.0,4.069,68.0,68.0,1276.673,21335.0,21335.0,10010.258,167282.0,167282.0
2023-05-01,,,,0.0,0.0,0.0,4.583,81.0,81.0,1305.548,23076.0,23076.0,8442.869,149232.0,149232.0
2023-06-01,,,,0.0,0.0,0.0,9.541,153.0,153.0,1132.606,18162.0,18162.0,8130.853,130386.0,130386.0
2023-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1415.599,21739.0,21739.0,10760.401,165244.0,165244.0
2023-08-01,,,,0.0,0.0,0.0,11.56,183.0,183.0,1111.989,17603.0,17603.0,8951.451,141700.0,141700.0
2023-09-01,,,,0.0,0.0,0.0,2.774,40.0,40.0,1451.524,20930.0,20930.0,10753.702,155063.0,155063.0
2023-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1500.786,24258.0,24258.0,10716.214,173212.0,173212.0
2023-11-01,,,,0.0,0.0,0.0,14.134,245.0,245.0,1056.758,18318.0,18318.0,7425.108,128707.0,128707.0
2023-12-01,,,,0.0,0.0,0.0,11.964,206.0,206.0,1094.612,18847.0,18847.0,8453.424,145548.0,145548.0
2024-01-01,,,,0.0,0.0,0.0,17.966,323.0,323.0,444.562,7993.0,7993.0,2792.472,50205.0,50205.0
2024-02-01,,,,0.0,0.0,0.0,5.311,89.0,89.0,1273.078,21335.0,21335.0,8518.611,142757.0,142757.0
2024-03-01,,,,0.0,0.0,0.0,22.697,364.0,364.0,1134.451,18194.0,18194.0,8792.852,141013.0,141013.0
2024-04-01,,,,0.0,0.0,0.0,9.717,161.0,161.0,1201.326,19904.0,19904.0,9462.957,156786.0,156786.0
2024-05-01,,,,0.0,0.0,0.0,30.763,590.0,590.0,898.362,17229.0,17229.0,6094.875,116892.0,116892.0
2024-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1479.464,23792.0,23792.0,8283.536,133209.0,133209.0
2024-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1451.281,22579.0,22579.0,8303.719,129187.0,129187.0
2024-08-01,,,,0.0,0.0,0.0,23.053,348.0,348.0,1192.838,18007.0,18007.0,8762.109,132272.0,132272.0
2024-09-01,,,,0.0,0.0,0.0,6.61,96.0,96.0,1244.14,18069.0,18069.0,10209.25,148273.0,148273.0
2024-10-01,,,,0.0,0.0,0.0,7.613,110.0,110.0,1024.584,14804.0,14804.0,7922.803,114472.0,114472.0
2024-11-01,,,,0.0,0.0,0.0,10.368,156.0,156.0,1236.071,18598.0,18598.0,8908.561,134037.0,134037.0
2024-12-01,,,,0.0,0.0,0.0,7.271,117.0,117.0,1385.673,22299.0,22299.0,8485.056,136544.0,136544.0
