measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Waste heat not directly attributed to a fuel source-Combined Cycle Combustion Turbine Part Generation,Waste heat not directly attributed to a fuel source-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Waste heat not directly attributed to a fuel source-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Generation,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Quantity Consumed For Electricity,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Total Fuel Consumed
2020-09-01,0.0,0.0,0.0,,,,561.112,6556.0,8837.0,222.644,0.0,0.0,,,,,,
2020-10-01,0.0,0.0,0.0,,,,582.729,6808.0,9177.0,231.221,0.0,0.0,,,,,,
2020-11-01,0.0,0.0,0.0,,,,465.463,5438.0,7331.0,184.691,0.0,0.0,,,,,,
2020-12-01,0.0,0.0,0.0,,,,515.936,6028.0,8125.0,204.718,0.0,0.0,,,,,,
2021-01-01,0.0,0.0,0.0,,,,404.777,4726.0,6462.0,159.677,0.0,0.0,,,,,,
2021-02-01,0.0,0.0,0.0,,,,343.263,4008.0,5481.0,135.411,0.0,0.0,,,,,,
2021-03-01,0.0,0.0,0.0,,,,369.074,4309.0,5893.0,145.593,0.0,0.0,,,,,,
2021-04-01,0.0,0.0,0.0,,,,327.492,3823.0,5229.0,129.19,0.0,0.0,,,,,,
2021-05-01,0.0,0.0,0.0,,,,342.271,3996.0,5465.0,135.02,0.0,0.0,,,,,,
2021-06-01,0.0,0.0,0.0,,,,468.036,5464.0,7474.0,184.632,0.0,0.0,,,,,,
2021-07-01,0.0,0.0,0.0,,,,645.881,7541.0,10313.0,254.788,0.0,0.0,,,,,,
2021-08-01,0.0,0.0,0.0,,,,589.711,6885.0,9416.0,232.63,0.0,0.0,,,,,,
2021-09-01,0.0,0.0,0.0,,,,501.775,5858.0,8012.0,197.941,0.0,0.0,,,,,,
2021-10-01,0.0,0.0,0.0,,,,478.346,5584.0,7638.0,188.699,0.0,0.0,,,,,,
2021-11-01,0.0,0.0,0.0,,,,439.623,5133.0,7020.0,173.423,0.0,0.0,,,,,,
2021-12-01,0.0,0.0,0.0,,,,453.751,5298.0,7246.0,178.996,0.0,0.0,,,,,,
2022-01-01,0.0,0.0,0.0,,,,687.476,6116.0,8207.0,202.931,0.0,0.0,,,,,,
2022-02-01,0.0,0.0,0.0,,,,570.79,5078.0,6814.0,168.487,0.0,0.0,,,,,,
2022-03-01,0.0,0.0,0.0,,,,528.132,4698.0,6304.0,155.895,0.0,0.0,,,,,,
2022-04-01,0.0,0.0,0.0,,,,540.984,4812.0,6458.0,159.689,0.0,0.0,,,,,,
2022-05-01,0.0,0.0,0.0,,,,496.444,4416.0,5925.0,146.541,0.0,0.0,,,,,,
2022-06-01,0.0,0.0,0.0,,,,675.198,6006.0,8060.0,199.306,0.0,0.0,,,,,,
2022-07-01,0.0,0.0,0.0,,,,901.996,8024.0,10766.0,266.253,0.0,0.0,,,,,,
2022-08-01,0.0,0.0,0.0,,,,1088.378,9682.0,12991.0,321.27,0.0,0.0,,,,,,
2022-09-01,0.0,0.0,0.0,,,,997.496,8874.0,11906.0,294.443,0.0,0.0,,,,,,
2022-10-01,0.0,0.0,0.0,,,,916.046,8149.0,10934.0,270.4,0.0,0.0,,,,,,
2022-11-01,0.0,0.0,0.0,,,,841.231,7483.0,10042.0,248.316,0.0,0.0,,,,,,
2022-12-01,0.0,0.0,0.0,,,,929.829,8272.0,11099.0,274.469,0.0,0.0,,,,,,
2023-01-01,0.0,0.0,0.0,,,,747.777,6652.0,8861.0,220.596,0.0,0.0,,,,,,
2023-02-01,0.0,0.0,0.0,,,,636.96,5666.0,7547.0,187.906,0.0,0.0,,,,,,
2023-03-01,0.0,0.0,0.0,,,,612.2,5446.0,7254.0,180.602,0.0,0.0,,,,,,
2023-04-01,0.0,0.0,0.0,,,,478.256,4254.0,5667.0,141.088,0.0,0.0,,,,,,
2023-05-01,0.0,0.0,0.0,,,,309.764,2755.0,3670.0,91.382,0.0,0.0,,,,,,
2023-06-01,0.0,0.0,0.0,,,,407.506,3625.0,4828.0,120.216,0.0,0.0,,,,,,
2023-07-01,0.0,0.0,0.0,,,,943.296,8391.0,11177.0,278.276,0.0,0.0,,,,,,
2023-08-01,0.0,0.0,0.0,,,,951.805,8467.0,11277.0,280.787,0.0,0.0,,,,,,
2023-09-01,0.0,0.0,0.0,,,,673.714,5993.0,7982.0,198.748,0.0,0.0,,,,,,
2023-10-01,0.0,0.0,0.0,,,,822.73,7319.0,9748.0,242.709,0.0,0.0,,,,,,
2023-11-01,0.0,0.0,0.0,,,,772.862,6875.0,9158.0,227.998,0.0,0.0,,,,,,
2023-12-01,0.0,0.0,0.0,,,,870.13,7740.0,10310.0,256.692,0.0,0.0,,,,,,
2024-01-01,0.0,0.0,0.0,,,,569.37,6415.0,11097.0,213.2,0.0,0.0,,,,,,
2024-02-01,0.0,0.0,0.0,,,,386.214,4352.0,7526.0,144.618,0.0,0.0,,,,,,
2024-03-01,0.0,0.0,0.0,,,,276.44,3115.0,5387.0,103.513,0.0,0.0,,,,,,
2024-04-01,0.0,0.0,0.0,,,,235.323,2652.0,4585.0,88.117,0.0,0.0,,,,,,
2024-05-01,0.0,0.0,0.0,,,,211.734,2385.0,4127.0,79.284,0.0,0.0,,,,,,
2024-06-01,0.0,0.0,0.0,,,,325.746,3670.0,6348.0,121.976,0.0,0.0,,,,,,
2024-07-01,0.0,0.0,0.0,,,,625.827,7051.0,12196.0,234.341,0.0,0.0,,,,,,
2024-08-01,0.0,0.0,0.0,,,,543.597,6125.0,10593.0,203.55,0.0,0.0,,,,,,
2024-09-01,0.0,0.0,0.0,,,,478.808,5394.0,9331.0,179.29,0.0,0.0,,,,,,
2024-10-01,0.0,0.0,0.0,,,,501.646,5652.0,9776.0,187.841,0.0,0.0,,,,,,
2024-11-01,0.0,0.0,0.0,,,,403.957,4551.0,7873.0,151.262,0.0,0.0,,,,,,
2024-12-01,0.0,0.0,0.0,,,,443.338,4996.0,8639.0,166.008,0.0,0.0,,,,,,
