measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2019-04-01,0.0,0.0,0.0,,,,13.929,108.0,108.0,47.78,917.0,917.0,0.0,841.0,841.0
2019-05-01,3344.1,50798.0,50798.0,,,,8.07,62.0,62.0,44.718,858.0,858.0,13.9,211.0,211.0
2019-06-01,5418.561,78619.0,78619.0,,,,14.704,113.0,113.0,52.808,1013.0,1013.0,0.439,6.0,6.0
2019-07-01,5141.193,76242.0,76242.0,,,,12.692,102.0,102.0,57.626,1106.0,1106.0,12.807,190.0,190.0
2019-08-01,5528.783,80926.0,80926.0,,,,7.252,57.0,57.0,58.114,1115.0,1115.0,0.217,3.0,3.0
2019-09-01,5338.929,80005.0,80005.0,,,,6.84,57.0,57.0,51.294,985.0,985.0,0.071,1.0,1.0
2019-10-01,5496.857,81385.0,81385.0,,,,6.226,51.0,51.0,45.11,866.0,866.0,0.143,2.0,2.0
2019-11-01,4684.255,86725.0,86725.0,,,,19.473,153.0,153.0,42.905,823.0,823.0,0.745,14.0,14.0
2019-12-01,5281.72,80088.0,80088.0,,,,11.317,91.0,91.0,55.196,1059.0,1059.0,0.28,4.0,4.0
2020-01-01,4244.62,79769.0,79769.0,,,,9.408,119.0,119.0,83.777,1274.0,1274.0,6.38,120.0,120.0
2020-02-01,4089.764,73920.0,73920.0,,,,11.921,147.0,147.0,77.489,1178.0,1178.0,0.236,4.0,4.0
2020-03-01,4263.423,79045.0,79045.0,,,,7.291,91.0,91.0,79.826,1214.0,1214.0,0.577,11.0,11.0
2020-04-01,4100.0,75902.0,75902.0,,,,8.085,96.0,96.0,68.685,1045.0,1045.0,0.0,0.0,0.0
2020-05-01,1048.96,21533.0,21533.0,,,,10.691,130.0,130.0,64.962,988.0,988.0,11.04,227.0,227.0
2020-06-01,4758.847,80108.0,80108.0,,,,11.713,142.0,142.0,68.541,1042.0,1042.0,14.153,238.0,238.0
2020-07-01,5400.797,86190.0,86190.0,,,,16.959,204.0,204.0,83.519,1271.0,1271.0,0.203,3.0,3.0
2020-08-01,4768.744,80270.0,80270.0,,,,10.118,125.0,125.0,81.063,1233.0,1233.0,0.256,4.0,4.0
2020-09-01,4457.29,80236.0,80236.0,,,,6.243,74.0,74.0,71.47,1087.0,1087.0,29.71,535.0,535.0
2020-10-01,4641.873,78886.0,78886.0,,,,13.704,164.0,164.0,52.471,798.0,798.0,0.127,2.0,2.0
2020-11-01,4498.397,78361.0,78361.0,,,,9.92,119.0,119.0,67.684,1029.0,1029.0,1.603,28.0,28.0
2020-12-01,4770.697,83915.0,83915.0,,,,7.947,96.0,96.0,81.513,1239.0,1239.0,0.303,5.0,5.0
2021-01-01,3978.052,70021.0,70021.0,,,,1.718,28.0,28.0,93.387,1566.0,1566.0,37.948,668.0,668.0
2021-02-01,5725.203,97784.0,97784.0,,,,2.136,28.0,28.0,77.958,1308.0,1308.0,4.797,82.0,82.0
2021-03-01,2637.784,46198.0,46198.0,,,,1.625,23.0,23.0,83.54,1402.0,1402.0,29.216,512.0,512.0
2021-04-01,0.0,0.0,0.0,,,,1.848,28.0,28.0,66.749,1120.0,1120.0,0.0,623.0,623.0
2021-05-01,0.0,0.0,0.0,,,,4.594,62.0,62.0,79.117,1327.0,1327.0,0.0,0.0,0.0
2021-06-01,634.294,12796.0,12796.0,,,,4.069,57.0,57.0,71.812,1205.0,1205.0,37.706,761.0,761.0
2021-07-01,6389.366,98461.0,98461.0,,,,1.367,17.0,17.0,73.62,1235.0,1235.0,11.634,179.0,179.0
2021-08-01,7207.93,111681.0,111681.0,,,,2.031,28.0,28.0,80.088,1344.0,1344.0,0.07,1.0,1.0
2021-09-01,7074.558,112125.0,112125.0,,,,1.908,28.0,28.0,64.877,1088.0,1088.0,2.442,39.0,39.0
2021-10-01,6792.828,104279.0,104279.0,,,,2.553,34.0,34.0,77.307,1296.0,1296.0,5.172,79.0,79.0
2021-11-01,9189.167,143581.0,143581.0,,,,4.518,62.0,62.0,78.125,1310.0,1310.0,13.833,216.0,216.0
2021-12-01,7822.934,143797.0,143797.0,,,,2.633,40.0,40.0,80.42,1349.0,1349.0,66.066,1214.0,1214.0
2022-01-01,6866.754,148412.0,148412.0,,,,0.0,0.0,0.0,28.555,1066.0,1066.0,0.246,5.0,5.0
2022-02-01,7636.0,103798.0,103798.0,,,,0.0,0.0,0.0,24.294,908.0,908.0,49.0,666.0,666.0
2022-03-01,6130.807,97265.0,97265.0,,,,0.0,0.0,0.0,24.277,907.0,907.0,5.193,82.0,82.0
2022-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,17.783,665.0,665.0,0.0,514.0,514.0
2022-05-01,5524.419,99448.0,99448.0,,,,0.0,0.0,0.0,22.27,832.0,832.0,34.581,623.0,623.0
2022-06-01,8241.0,135185.0,135185.0,,,,0.0,0.0,0.0,24.751,924.0,924.0,0.0,0.0,0.0
2022-07-01,8974.216,139539.0,139539.0,,,,0.0,0.0,0.0,27.056,1011.0,1011.0,48.784,759.0,759.0
2022-08-01,7176.958,114063.0,114063.0,,,,0.0,0.0,0.0,26.337,984.0,984.0,112.042,1781.0,1781.0
2022-09-01,6078.944,116349.0,116349.0,,,,0.0,0.0,0.0,24.848,928.0,928.0,0.056,1.0,1.0
2022-10-01,7167.381,106317.0,106317.0,,,,0.0,0.0,0.0,20.678,773.0,773.0,2.619,39.0,39.0
2022-11-01,6012.486,105356.0,105356.0,,,,0.0,0.0,0.0,25.322,946.0,946.0,4.514,79.0,79.0
2022-12-01,7659.685,133553.0,133553.0,,,,0.0,0.0,0.0,25.829,965.0,965.0,12.315,215.0,215.0
2024-01-01,5133.923,83038.0,83038.0,,,,0.0,0.0,0.0,55.199,1277.0,1277.0,32.077,519.0,519.0
2024-02-01,5116.624,78933.0,78933.0,,,,0.0,0.0,0.0,52.735,1220.0,1220.0,1.376,21.0,21.0
2024-03-01,4214.615,71034.0,71034.0,,,,0.0,0.0,0.0,52.772,1221.0,1221.0,1.385,23.0,23.0
2024-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,40.66,941.0,941.0,0.0,472.0,472.0
2024-05-01,0.0,4529.0,4529.0,,,,0.0,0.0,0.0,43.475,1006.0,1006.0,0.0,0.0,0.0
2024-06-01,4050.463,75312.0,75312.0,,,,0.0,0.0,0.0,51.006,1181.0,1181.0,24.537,456.0,456.0
2024-07-01,5912.937,98972.0,98972.0,,,,0.0,0.0,0.0,55.265,1279.0,1279.0,0.063,1.0,1.0
2024-08-01,5483.679,90635.0,90635.0,,,,0.0,0.0,0.0,56.749,1314.0,1314.0,0.321,5.0,5.0
2024-09-01,5115.421,84310.0,84310.0,,,,0.0,0.0,0.0,54.294,1256.0,1256.0,0.579,10.0,10.0
2024-10-01,5241.454,91736.0,91736.0,,,,0.0,0.0,0.0,30.169,698.0,698.0,0.546,10.0,10.0
2024-11-01,5160.459,83509.0,83509.0,,,,0.0,0.0,0.0,49.05,1135.0,1135.0,3.541,57.0,57.0
2024-12-01,5598.723,85881.0,85881.0,,,,0.0,0.0,0.0,57.626,1334.0,1334.0,0.277,4.0,4.0
