measured_on,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Lignite Coal Generation,Lignite Coal Quantity Consumed For Electricity,Lignite Coal Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Tire-Derived Fuels Generation,Tire-Derived Fuels Quantity Consumed For Electricity,Tire-Derived Fuels Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2015-10-01,17365.394,89693.0,685763.0,0.0,0.0,0.0,0.0,0.0,0.0,5062.623,26149.0,199924.0,0.0,0.0,0.0,12701.303,65603.0,501577.0
2015-11-01,15102.432,78004.0,639022.0,0.0,0.0,0.0,0.0,0.0,0.0,5518.164,28501.0,233487.0,0.0,0.0,0.0,14226.482,73480.0,601958.0
2015-12-01,16645.556,85975.0,700835.0,0.0,0.0,0.0,0.0,0.0,0.0,5882.79,30385.0,247686.0,0.0,0.0,0.0,15376.817,79422.0,647417.0
2016-01-01,18566.145,86085.0,726922.0,0.0,0.0,0.0,0.0,0.0,0.0,7762.1,35990.0,303910.0,0.0,0.0,0.0,13272.232,61539.0,519649.0
2016-02-01,15988.229,74132.0,666050.0,0.0,0.0,0.0,0.0,0.0,0.0,6041.549,28012.0,251684.0,0.0,0.0,0.0,12808.917,59390.0,533604.0
2016-03-01,11322.749,52499.0,515511.0,0.0,0.0,0.0,0.0,0.0,0.0,6840.813,31718.0,311454.0,0.0,0.0,0.0,11467.167,53169.0,522087.0
2016-04-01,17349.626,80444.0,739307.0,0.0,0.0,0.0,0.0,0.0,0.0,6183.198,28669.0,263480.0,0.0,0.0,0.0,13248.03,61426.0,564529.0
2016-05-01,17350.741,80449.0,768906.0,0.0,0.0,0.0,0.0,0.0,0.0,7715.932,35776.0,341935.0,0.0,0.0,0.0,8911.324,41319.0,394909.0
2016-06-01,18200.47,84389.0,758264.0,0.0,0.0,0.0,0.0,0.0,0.0,6032.123,27969.0,251309.0,0.0,0.0,0.0,9049.58,41960.0,377022.0
2016-07-01,18348.595,85076.0,779687.0,0.0,0.0,0.0,0.0,0.0,0.0,6639.437,30785.0,282130.0,0.0,0.0,0.0,7642.098,35434.0,324736.0
2016-08-01,19669.949,91202.0,786804.0,0.0,0.0,0.0,0.0,0.0,0.0,5582.075,25882.0,223285.0,0.0,0.0,0.0,8524.771,39526.0,340994.0
2016-09-01,18663.375,86535.0,768696.0,0.0,0.0,0.0,0.0,0.0,0.0,4417.683,20483.0,181953.0,0.0,0.0,0.0,9418.663,43671.0,387931.0
2016-10-01,15550.934,72104.0,760881.0,0.0,0.0,0.0,0.0,0.0,0.0,4589.671,21281.0,224565.0,0.0,0.0,0.0,9452.864,43830.0,462513.0
2016-11-01,17288.492,80160.0,739680.0,0.0,0.0,0.0,0.0,0.0,0.0,5877.902,27254.0,251483.0,0.0,0.0,0.0,10767.823,49927.0,460696.0
2016-12-01,20145.089,93406.0,764452.0,0.0,0.0,0.0,0.0,0.0,0.0,5853.957,27143.0,222142.0,0.0,0.0,0.0,11659.272,54060.0,442438.0
2017-01-01,18383.589,85238.0,766719.0,0.0,0.0,0.0,0.0,0.0,0.0,6623.247,30710.0,276234.0,0.0,0.0,0.0,11927.714,55304.0,497466.0
2017-02-01,6026.587,27943.0,383302.0,0.0,0.0,0.0,0.0,0.0,0.0,4175.228,19359.0,265552.0,0.0,0.0,0.0,4710.424,21841.0,299591.0
2017-03-01,19216.622,89101.0,797771.0,0.0,0.0,0.0,0.0,0.0,0.0,4031.122,18691.0,167351.0,0.0,0.0,0.0,15304.806,70963.0,635374.0
2017-04-01,17294.715,80189.0,759009.0,0.0,0.0,0.0,0.0,0.0,0.0,4811.473,22309.0,211160.0,0.0,0.0,0.0,10257.535,47560.0,450170.0
2017-05-01,19577.407,90773.0,785409.0,0.0,0.0,0.0,0.0,0.0,0.0,1682.134,7799.0,67484.0,0.0,0.0,0.0,14823.626,68732.0,594696.0
2017-06-01,17575.283,81490.0,771744.0,0.0,0.0,0.0,0.0,0.0,0.0,2286.877,10603.0,100418.0,0.0,0.0,0.0,13945.374,64660.0,612352.0
2017-07-01,18920.526,87728.0,811867.0,0.0,0.0,0.0,0.0,0.0,0.0,2358.077,10934.0,101184.0,0.0,0.0,0.0,12131.185,56248.0,520541.0
2017-08-01,18433.435,85469.0,825707.0,0.0,0.0,0.0,0.0,0.0,0.0,2885.041,13377.0,129232.0,0.0,0.0,0.0,12166.762,56413.0,544998.0
2017-09-01,19077.491,88455.0,785234.0,0.0,0.0,0.0,0.0,0.0,0.0,2411.128,11180.0,99243.0,0.0,0.0,0.0,11053.951,51253.0,454983.0
2017-10-01,19512.679,90473.0,821799.0,0.0,0.0,0.0,0.0,0.0,0.0,3480.069,16136.0,146567.0,0.0,0.0,0.0,11521.788,53422.0,485253.0
2017-11-01,18187.722,84330.0,773244.0,0.0,0.0,0.0,0.0,0.0,0.0,4362.221,20226.0,185458.0,0.0,0.0,0.0,11929.196,55311.0,507165.0
2017-12-01,20011.341,92785.0,819322.0,0.0,0.0,0.0,0.0,0.0,0.0,5443.358,25239.0,222867.0,0.0,0.0,0.0,11542.261,53517.0,472573.0
2018-01-01,19814.738,91874.0,815042.0,0.0,0.0,0.0,0.0,0.0,0.0,6202.983,28761.0,255148.0,0.0,0.0,0.0,11874.401,55057.0,488431.0
2018-02-01,8243.623,38223.0,376614.0,0.0,0.0,0.0,0.0,0.0,0.0,5246.934,24328.0,239709.0,0.0,0.0,0.0,7736.26,35870.0,353435.0
2018-03-01,19702.43,91353.0,842059.0,0.0,0.0,0.0,0.0,0.0,0.0,4934.916,22881.0,210912.0,0.0,0.0,0.0,10124.035,46941.0,432689.0
2018-04-01,18765.907,87011.0,790421.0,0.0,0.0,0.0,0.0,0.0,0.0,4425.922,20521.0,186420.0,0.0,0.0,0.0,10148.097,47053.0,427439.0
2018-05-01,17175.941,79639.0,788572.0,0.0,0.0,0.0,0.0,0.0,0.0,4640.946,21518.0,213072.0,0.0,0.0,0.0,10697.738,49602.0,491148.0
2018-06-01,18173.866,84266.0,788630.0,0.0,0.0,0.0,0.0,0.0,0.0,5336.681,24744.0,231578.0,0.0,0.0,0.0,7983.164,37015.0,346419.0
2018-07-01,19741.694,91535.0,815879.0,0.0,0.0,0.0,0.0,0.0,0.0,5427.333,25165.0,224299.0,0.0,0.0,0.0,6799.744,31528.0,281018.0
2018-08-01,18874.571,87515.0,820264.0,0.0,0.0,0.0,0.0,0.0,0.0,4599.035,21324.0,199868.0,0.0,0.0,0.0,7878.518,36530.0,342390.0
2018-09-01,18407.653,85350.0,773197.0,0.0,0.0,0.0,0.0,0.0,0.0,5187.961,24055.0,217916.0,0.0,0.0,0.0,7287.039,33787.0,306086.0
2018-10-01,19529.789,90553.0,820508.0,0.0,0.0,0.0,0.0,0.0,0.0,5277.192,24468.0,221712.0,0.0,0.0,0.0,8318.702,38571.0,349495.0
2018-11-01,18283.035,84772.0,806889.0,0.0,0.0,0.0,0.0,0.0,0.0,6115.881,28357.0,269914.0,0.0,0.0,0.0,9279.141,43024.0,409518.0
2018-12-01,18818.666,87255.0,821799.0,0.0,0.0,0.0,0.0,0.0,0.0,6051.134,28057.0,264249.0,0.0,0.0,0.0,10474.695,48567.0,457423.0
2019-01-01,18558.413,86049.0,837860.0,0.0,0.0,0.0,0.0,0.0,0.0,6708.426,31105.0,302867.0,0.0,0.0,0.0,9869.002,45759.0,445558.0
2019-02-01,12751.538,59124.0,596724.0,0.0,0.0,0.0,0.0,0.0,0.0,9066.862,42040.0,424295.0,0.0,0.0,0.0,3711.905,17211.0,173703.0
2019-03-01,19004.698,88118.0,819834.0,0.0,0.0,0.0,0.0,0.0,0.0,13111.528,60793.0,565611.0,0.0,0.0,0.0,956.362,4434.0,41256.0
2019-04-01,18198.419,84379.0,798341.0,0.0,0.0,0.0,0.0,0.0,0.0,10716.089,49687.0,470101.0,0.0,0.0,0.0,2145.128,9946.0,94104.0
2019-05-01,19413.235,90012.0,836464.0,0.0,0.0,0.0,0.0,0.0,0.0,11637.187,53957.0,501415.0,0.0,0.0,0.0,1322.616,6132.0,56988.0
2019-06-01,15835.514,73424.0,787700.0,0.0,0.0,0.0,0.0,0.0,0.0,5804.58,26914.0,288735.0,0.0,0.0,0.0,4103.523,19027.0,204120.0
2019-07-01,18993.926,88068.0,800063.0,0.0,0.0,0.0,0.0,0.0,0.0,6664.627,30901.0,280728.0,0.0,0.0,0.0,7278.969,33750.0,306605.0
2019-08-01,18155.938,84183.0,791538.0,0.0,0.0,0.0,0.0,0.0,0.0,7751.655,35942.0,337946.0,0.0,0.0,0.0,6285.667,29144.0,274034.0
2019-09-01,16392.457,76006.0,791294.0,0.0,0.0,0.0,0.0,0.0,0.0,7319.283,33937.0,353315.0,0.0,0.0,0.0,7311.568,33901.0,352943.0
2019-10-01,18824.505,87282.0,829696.0,0.0,0.0,0.0,0.0,0.0,0.0,6798.842,31524.0,299661.0,0.0,0.0,0.0,8220.516,38116.0,362322.0
2019-11-01,18359.745,85128.0,808436.0,0.0,0.0,0.0,0.0,0.0,0.0,8598.719,39869.0,378628.0,0.0,0.0,0.0,7566.318,35082.0,333168.0
2019-12-01,19202.786,89036.0,823765.0,0.0,0.0,0.0,0.0,0.0,0.0,7477.235,34669.0,320760.0,0.0,0.0,0.0,8448.368,39172.0,362420.0
2020-01-01,18899.45,87630.0,828812.0,0.0,0.0,0.0,0.0,0.0,0.0,7935.329,36793.0,347994.0,0.0,0.0,0.0,8299.199,38480.0,363951.0
2020-02-01,14421.641,66868.0,624473.0,0.0,0.0,0.0,0.0,0.0,0.0,7586.934,35178.0,328523.0,0.0,0.0,0.0,6891.865,31955.0,298425.0
2020-03-01,17837.564,82706.0,805447.0,0.0,0.0,0.0,0.0,0.0,0.0,8884.598,41195.0,401180.0,0.0,0.0,0.0,7054.633,32710.0,318549.0
2020-04-01,18294.714,84826.0,790305.0,0.0,0.0,0.0,0.0,0.0,0.0,6431.117,29819.0,277815.0,0.0,0.0,0.0,8558.205,39681.0,369702.0
2020-05-01,19203.246,89039.0,833766.0,0.0,0.0,0.0,0.0,0.0,0.0,6539.65,30322.0,283938.0,0.0,0.0,0.0,8117.733,37639.0,352456.0
2020-06-01,18241.641,84580.0,789863.0,0.0,0.0,0.0,0.0,0.0,0.0,5963.779,27652.0,258232.0,0.0,0.0,0.0,8166.687,37866.0,353618.0
2020-07-01,18136.204,84091.0,806110.0,0.0,0.0,0.0,0.0,0.0,0.0,6853.997,31780.0,304644.0,0.0,0.0,0.0,7658.559,35510.0,340404.0
2020-08-01,15352.444,71184.0,668899.0,0.0,0.0,0.0,0.0,0.0,0.0,5165.77,23952.0,225070.0,0.0,0.0,0.0,6345.055,29420.0,276451.0
2020-09-01,14163.981,65673.0,613250.0,0.0,0.0,0.0,0.0,0.0,0.0,6916.051,32067.0,299440.0,0.0,0.0,0.0,5872.66,27229.0,254265.0
2020-10-01,16584.638,76897.0,724037.0,0.0,0.0,0.0,0.0,0.0,0.0,9134.785,42355.0,398798.0,0.0,0.0,0.0,6639.643,30786.0,289868.0
2020-11-01,17915.635,83068.0,776233.0,0.0,0.0,0.0,0.0,0.0,0.0,9155.817,42452.0,396695.0,0.0,0.0,0.0,7308.949,33889.0,316676.0
2020-12-01,17505.114,81165.0,803796.0,0.0,0.0,0.0,0.0,0.0,0.0,9731.293,45120.0,446839.0,0.0,0.0,0.0,7641.411,35430.0,350877.0
2021-01-01,15044.828,69757.0,682309.0,0.0,0.0,0.0,0.0,0.0,0.0,9787.698,45382.0,443889.0,0.0,0.0,0.0,7928.944,36764.0,359591.0
2021-02-01,14824.233,68735.0,673761.0,0.0,0.0,0.0,0.0,0.0,0.0,8463.013,39240.0,384644.0,0.0,0.0,0.0,7259.138,33658.0,329928.0
2021-03-01,17148.917,79513.0,797562.0,0.0,0.0,0.0,0.0,0.0,0.0,9174.492,42539.0,426687.0,0.0,0.0,0.0,7771.025,36031.0,361415.0
2021-04-01,16704.394,77452.0,748100.0,0.0,0.0,0.0,0.0,0.0,0.0,8635.77,40041.0,386750.0,0.0,0.0,0.0,7230.35,33525.0,323808.0
2021-05-01,17014.178,78889.0,765766.0,0.0,0.0,0.0,0.0,0.0,0.0,10155.123,47086.0,457057.0,0.0,0.0,0.0,7372.248,34182.0,331806.0
2021-06-01,15332.862,71093.0,694613.0,0.0,0.0,0.0,0.0,0.0,0.0,9611.471,44565.0,435421.0,0.0,0.0,0.0,7174.408,33265.0,325017.0
2021-07-01,17589.837,81558.0,781773.0,0.0,0.0,0.0,0.0,0.0,0.0,11040.429,51190.0,490687.0,0.0,0.0,0.0,5695.177,26406.0,253120.0
2021-08-01,17391.154,80637.0,760111.0,0.0,0.0,0.0,0.0,0.0,0.0,9903.769,45920.0,432862.0,0.0,0.0,0.0,7545.635,34986.0,329795.0
2021-09-01,15213.692,70540.0,718215.0,0.0,0.0,0.0,0.0,0.0,0.0,8426.533,39071.0,397804.0,0.0,0.0,0.0,8447.777,39169.0,398806.0
2021-10-01,6262.451,29037.0,434297.0,0.0,0.0,0.0,0.0,0.0,0.0,5722.318,26532.0,396839.0,0.0,0.0,0.0,5712.629,26487.0,396168.0
2021-11-01,8823.567,40912.0,495559.0,0.0,0.0,0.0,0.0,0.0,0.0,8249.313,38249.0,463307.0,0.0,0.0,0.0,6479.87,30045.0,363930.0
2021-12-01,17816.956,82611.0,804869.0,0.0,0.0,0.0,0.0,0.0,0.0,9215.004,42727.0,416281.0,0.0,0.0,0.0,9882.097,45820.0,446417.0
2022-01-01,19053.175,88343.0,809758.0,0.0,0.0,0.0,0.0,0.0,0.0,9689.173,44925.0,411789.0,0.0,0.0,0.0,9002.599,41742.0,382610.0
2022-02-01,15305.922,70968.0,684784.0,0.0,0.0,0.0,0.0,0.0,0.0,8781.404,40716.0,392878.0,0.0,0.0,0.0,9252.6,42901.0,413960.0
2022-03-01,18198.556,84380.0,789570.0,0.0,0.0,0.0,0.0,0.0,0.0,9542.781,44246.0,414027.0,0.0,0.0,0.0,9815.449,45511.0,425857.0
2022-04-01,16829.914,78034.0,746072.0,0.0,0.0,0.0,0.0,0.0,0.0,8445.633,39159.0,374396.0,0.0,0.0,0.0,9948.785,46129.0,441031.0
2022-05-01,17621.869,81706.0,782264.0,0.0,0.0,0.0,0.0,0.0,0.0,7385.696,34245.0,327863.0,0.0,0.0,0.0,9339.303,43303.0,414587.0
2022-06-01,16520.851,76601.0,741228.0,0.0,0.0,0.0,0.0,0.0,0.0,7323.269,33955.0,328567.0,0.0,0.0,0.0,10058.426,46637.0,451283.0
2022-07-01,17272.299,80085.0,747765.0,0.0,0.0,0.0,0.0,0.0,0.0,6646.476,30817.0,287744.0,0.0,0.0,0.0,10559.433,48960.0,457146.0
2022-08-01,16291.05,75536.0,750709.0,0.0,0.0,0.0,0.0,0.0,0.0,5689.008,26378.0,262155.0,0.0,0.0,0.0,11386.881,52797.0,524719.0
2022-09-01,15163.484,70308.0,699154.0,0.0,0.0,0.0,0.0,0.0,0.0,6029.553,27957.0,278009.0,0.0,0.0,0.0,11139.947,51652.0,513638.0
2022-10-01,14484.056,67157.0,692691.0,0.0,0.0,0.0,0.0,0.0,0.0,6091.652,28245.0,291329.0,0.0,0.0,0.0,11862.535,55002.0,567318.0
2022-11-01,13548.039,62817.0,658870.0,0.0,0.0,0.0,0.0,0.0,0.0,6664.432,30901.0,324105.0,0.0,0.0,0.0,11231.871,52078.0,546229.0
2022-12-01,12147.157,56322.0,566973.0,0.0,0.0,0.0,0.0,0.0,0.0,9311.153,43172.0,434601.0,0.0,0.0,0.0,9401.987,43594.0,438841.0
2023-01-01,13616.81,63136.0,662064.0,0.0,0.0,0.0,0.0,0.0,0.0,9828.799,45573.0,477887.0,0.0,0.0,0.0,10771.781,49945.0,523735.0
2023-02-01,8575.153,39760.0,409390.0,0.0,0.0,0.0,0.0,0.0,0.0,6909.631,32037.0,329876.0,0.0,0.0,0.0,9025.539,41848.0,430892.0
2023-03-01,15675.016,72679.0,777429.0,0.0,0.0,0.0,0.0,0.0,0.0,5310.803,24624.0,263398.0,0.0,0.0,0.0,11180.428,51840.0,554512.0
2023-04-01,12749.194,59113.0,781327.0,0.0,0.0,0.0,0.0,0.0,0.0,5148.496,23872.0,315523.0,0.0,0.0,0.0,7575.794,35126.0,464278.0
2023-05-01,15354.747,71194.0,795630.0,0.0,0.0,0.0,0.0,0.0,0.0,5563.345,25795.0,288273.0,0.0,0.0,0.0,10184.392,47221.0,527720.0
2023-06-01,17507.271,81175.0,779119.0,0.0,0.0,0.0,0.0,0.0,0.0,5916.912,27435.0,263318.0,0.0,0.0,0.0,9431.368,43730.0,419720.0
2023-07-01,17434.55,80838.0,786119.0,0.0,0.0,0.0,0.0,0.0,0.0,6251.004,28984.0,281856.0,0.0,0.0,0.0,10115.46,46902.0,456103.0
2023-08-01,18557.484,86044.0,820507.0,0.0,0.0,0.0,0.0,0.0,0.0,6076.438,28174.0,268666.0,0.0,0.0,0.0,9398.102,43576.0,415531.0
2023-09-01,17982.233,83377.0,777667.0,0.0,0.0,0.0,0.0,0.0,0.0,5844.59,27099.0,252758.0,0.0,0.0,0.0,10006.793,46398.0,432758.0
2023-10-01,18648.952,86468.0,816115.0,0.0,0.0,0.0,0.0,0.0,0.0,6185.031,28678.0,270669.0,0.0,0.0,0.0,10765.74,49917.0,471130.0
2023-11-01,18788.506,87116.0,788703.0,0.0,0.0,0.0,0.0,0.0,0.0,7189.102,33333.0,301784.0,0.0,0.0,0.0,8841.526,40995.0,371149.0
2023-12-01,19223.97,89135.0,819370.0,0.0,0.0,0.0,0.0,0.0,0.0,7497.715,34764.0,319570.0,0.0,0.0,0.0,9875.665,45790.0,420924.0
2024-01-01,17885.648,82929.0,838917.0,0.0,0.0,0.0,0.0,0.0,0.0,7870.584,36493.0,369166.0,0.0,0.0,0.0,11468.011,53173.0,537901.0
2024-02-01,14800.097,68623.0,692249.0,0.0,0.0,0.0,0.0,0.0,0.0,7003.344,32472.0,327569.0,0.0,0.0,0.0,10985.042,50934.0,513806.0
2024-03-01,18430.568,85456.0,805605.0,0.0,0.0,0.0,0.0,0.0,0.0,7059.783,32734.0,308585.0,0.0,0.0,0.0,10127.07,46956.0,442657.0
2024-04-01,15155.273,70270.0,769432.0,0.0,0.0,0.0,0.0,0.0,0.0,6370.453,29537.0,323427.0,0.0,0.0,0.0,12723.335,58994.0,645962.0
2024-05-01,16461.18,76325.0,784047.0,0.0,0.0,0.0,0.0,0.0,0.0,6912.886,32053.0,329261.0,0.0,0.0,0.0,11731.967,54397.0,558794.0
2024-06-01,16627.087,77094.0,763638.0,0.0,0.0,0.0,0.0,0.0,0.0,5890.713,27313.0,270545.0,0.0,0.0,0.0,10860.317,50355.0,498786.0
2024-07-01,14937.918,69262.0,783305.0,0.0,0.0,0.0,0.0,0.0,0.0,5378.282,24937.0,282023.0,0.0,0.0,0.0,13724.207,63634.0,719661.0
2024-08-01,14370.6,66631.0,774052.0,0.0,0.0,0.0,0.0,0.0,0.0,5312.189,24631.0,286134.0,0.0,0.0,0.0,9246.527,42873.0,498051.0
2024-09-01,15495.935,71849.0,760215.0,0.0,0.0,0.0,0.0,0.0,0.0,6232.793,28899.0,305774.0,0.0,0.0,0.0,11035.536,51168.0,541392.0
2024-10-01,12079.87,56010.0,613893.0,0.0,0.0,0.0,0.0,0.0,0.0,5725.532,26547.0,290969.0,0.0,0.0,0.0,12169.047,56423.0,618425.0
2024-11-01,15606.661,72362.0,762980.0,0.0,0.0,0.0,0.0,0.0,0.0,5800.766,26896.0,283588.0,0.0,0.0,0.0,11599.957,53785.0,567100.0
2024-12-01,16206.969,75146.0,781952.0,0.0,0.0,0.0,0.0,0.0,0.0,6627.772,30731.0,319776.0,0.0,0.0,0.0,12480.877,57869.0,602176.0
