measured_on,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Generation,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Municiapl Landfill Gas-Combined Cycle Steam Part Generation,Municiapl Landfill Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Municiapl Landfill Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Biomass Gas-Combined Cycle Combustion Turbine Part Generation,Other Biomass Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other Biomass Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other Biomass Gas-Combined Cycle Steam Part Generation,Other Biomass Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Biomass Gas-Combined Cycle Steam Part Total Fuel Consumed,Other Gases-Combined Cycle Combustion Turbine Part Generation,Other Gases-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Other Gases-Combined Cycle Steam Part Generation,Other Gases-Combined Cycle Steam Part Quantity Consumed For Electricity,Other Gases-Combined Cycle Steam Part Total Fuel Consumed
2013-12-01,,,,,,,125.77,1768.0,1954.0,23.192,0.0,0.0,10530.23,148026.0,163601.0,1941.808,0.0,0.0,,,,,,
2014-01-01,,,,,,,69.646,979.0,1086.0,13.02,0.0,0.0,10714.354,150713.0,167069.0,2002.98,0.0,0.0,,,,,,
2014-02-01,,,,,,,7.867,110.0,127.0,1.466,0.0,0.0,9653.133,135517.0,155841.0,1798.534,0.0,0.0,,,,,,
2014-03-01,,,,,,,87.229,1228.0,1406.0,16.421,0.0,0.0,10674.771,150280.0,172062.0,2009.579,0.0,0.0,,,,,,
2014-04-01,,,,,,,76.008,1094.0,1229.0,15.76,0.0,0.0,9887.992,142320.0,159882.0,2050.24,0.0,0.0,,,,,,
2014-05-01,,,,,,,69.84,1022.0,1178.0,15.69,0.0,0.0,9834.16,143900.0,165875.0,2209.31,0.0,0.0,,,,,,
2014-06-01,,,,,,,136.603,1960.0,2501.0,26.977,0.0,0.0,8451.397,121275.0,154733.0,1669.023,0.0,0.0,,,,,,
2014-07-01,,,,,,,98.83,1483.0,1820.0,25.187,0.0,0.0,9581.17,143747.0,176441.0,2441.813,0.0,0.0,,,,,,
2014-08-01,,,,,,,103.104,1532.0,1774.0,26.253,0.0,0.0,10162.896,150951.0,174862.0,2587.747,0.0,0.0,,,,,,
2014-09-01,,,,,,,205.734,3146.0,3347.0,58.02,0.0,0.0,8595.266,131435.0,139833.0,2423.98,0.0,0.0,,,,,,
2014-10-01,,,,,,,198.968,3046.0,3174.0,58.059,0.0,0.0,9585.032,146749.0,152904.0,2796.941,0.0,0.0,,,,,,
2014-11-01,,,,,,,96.904,1424.0,1556.0,23.825,0.0,0.0,9929.096,145919.0,159434.0,2441.175,0.0,0.0,,,,,,
2014-12-01,,,,,,,129.429,1572.0,1572.0,26.92,0.0,0.0,10861.571,131921.0,131921.0,2259.08,0.0,0.0,,,,,,
2015-01-01,,,,,,,14.73,210.0,220.0,3.108,0.0,0.0,10900.27,155268.0,162806.0,2299.892,0.0,0.0,,,,,,
2015-02-01,,,,,,,14.536,209.0,225.0,3.257,0.0,0.0,9804.464,140908.0,151757.0,2196.743,0.0,0.0,,,,,,
2015-03-01,,,,,,,84.789,1217.0,1288.0,19.213,0.0,0.0,11283.211,161955.0,171399.0,2556.787,0.0,0.0,,,,,,
2015-04-01,,,,,,,154.872,2248.0,2354.0,36.077,0.0,0.0,10255.128,148810.0,155875.0,2388.923,0.0,0.0,,,,,,
2015-05-01,,,,,,,756.04,10031.0,10742.0,96.297,0.0,0.0,9999.96,132676.0,142082.0,1273.703,0.0,0.0,,,,,,
2015-06-01,,,,,,,483.299,6738.0,6738.0,86.172,0.0,0.0,9802.701,136666.0,136666.0,1747.828,0.0,0.0,,,,,,
2015-07-01,,,,,,,388.169,5239.0,5239.0,113.321,0.0,0.0,9668.831,130497.0,130497.0,2822.679,0.0,0.0,,,,,,
2015-08-01,,,,,,,129.183,1728.0,1728.0,37.895,0.0,0.0,10189.817,136303.0,136303.0,2989.105,0.0,0.0,,,,,,
2015-09-01,,,,,,,300.035,4166.0,4166.0,88.447,0.0,0.0,9411.965,130685.0,130685.0,2774.553,0.0,0.0,,,,,,
2015-10-01,,,,,,,185.001,2227.0,2227.0,49.519,0.0,0.0,10073.999,121268.0,121268.0,2696.481,0.0,0.0,,,,,,
2015-11-01,,,,,,,283.049,3822.0,3822.0,63.499,0.0,0.0,10062.951,135880.0,135880.0,2257.501,0.0,0.0,,,,,,
2015-12-01,,,,,,,155.853,2085.0,2085.0,31.468,0.0,0.0,10844.147,145073.0,145073.0,2189.532,0.0,0.0,,,,,,
2016-01-01,,,,,,,66.257,869.0,887.0,14.118,0.0,0.0,10943.743,143535.0,146506.0,2331.882,0.0,0.0,,,,,,
2016-02-01,,,,,,,33.223,437.0,447.0,7.181,0.0,0.0,10315.777,135617.0,138795.0,2229.819,0.0,0.0,,,,,,
2016-03-01,,,,,,,27.077,358.0,358.0,6.168,0.0,0.0,10959.923,144909.0,144909.0,2496.832,0.0,0.0,,,,,,
2016-04-01,,,,,,,48.805,657.0,661.0,11.805,0.0,0.0,10059.195,135349.0,136239.0,2433.195,0.0,0.0,,,,,,
2016-05-01,,,,,,,13.276,179.0,180.0,3.231,0.0,0.0,10574.724,142641.0,143380.0,2573.769,0.0,0.0,,,,,,
2016-06-01,,,,,,,234.465,3215.0,3215.0,62.361,0.0,0.0,8890.535,121908.0,121908.0,2364.639,0.0,0.0,,,,,,
2016-07-01,,,,,,,132.757,1824.0,1824.0,35.89,0.0,0.0,10202.243,140173.0,140173.0,2758.11,0.0,0.0,,,,,,
2016-08-01,,,,,,,172.648,2409.0,2417.0,47.763,0.0,0.0,9630.352,134383.0,134821.0,2664.237,0.0,0.0,,,,,,
2016-09-01,,,,,,,167.571,2257.0,2257.0,47.397,0.0,0.0,9986.429,134506.0,134506.0,2824.603,0.0,0.0,,,,,,
2016-10-01,,,,,,,83.08,1119.0,1119.0,20.61,0.0,0.0,10441.92,140642.0,140642.0,2590.39,0.0,0.0,,,,,,
2016-11-01,,,,,,,75.549,1011.0,1011.0,18.836,0.0,0.0,9875.451,132154.0,132154.0,2462.164,0.0,0.0,,,,,,
2016-12-01,,,,,,,115.753,1549.0,1582.0,26.926,0.0,0.0,10399.247,139177.0,142127.0,2419.074,0.0,0.0,,,,,,
2017-01-01,,,,,,,93.296,1246.0,1246.0,24.562,0.0,0.0,10378.704,138611.0,138611.0,2732.438,0.0,0.0,,,,,,
2017-02-01,,,,,,,39.708,527.0,531.0,8.816,0.0,0.0,9576.292,127006.0,128059.0,2126.184,0.0,0.0,,,,,,
2017-03-01,,,,,,,7.229,94.0,94.0,1.809,0.0,0.0,10781.771,140199.0,140199.0,2698.191,0.0,0.0,,,,,,
2017-04-01,,,,,,,30.153,406.0,406.0,8.254,0.0,0.0,10121.847,136286.0,136286.0,2770.746,0.0,0.0,,,,,,
2017-05-01,,,,,,,45.176,614.0,614.0,11.787,0.0,0.0,10521.824,143004.0,143004.0,2745.213,0.0,0.0,,,,,,
2017-06-01,,,,,,,35.327,457.0,457.0,9.529,0.0,0.0,9952.673,128749.0,128749.0,2684.471,0.0,0.0,,,,,,
2017-07-01,,,,,,,237.615,3237.0,3237.0,66.304,0.0,0.0,10119.385,137855.0,137855.0,2823.696,0.0,0.0,,,,,,
2017-08-01,,,,,,,122.694,1646.0,1646.0,33.598,0.0,0.0,10438.306,140035.0,140035.0,2858.402,0.0,0.0,,,,,,
2017-09-01,,,,,,,662.787,8075.0,8738.0,82.314,0.0,0.0,10030.213,122197.0,132236.0,1245.686,0.0,0.0,,,,,,
2017-10-01,,,,,,,5776.929,59939.0,59939.0,0.0,0.0,0.0,5102.071,52937.0,52937.0,0.0,0.0,0.0,,,,,,
2017-11-01,,,,,,,682.273,8398.0,11535.0,94.014,0.0,0.0,10464.727,128803.0,176924.0,1441.986,0.0,0.0,,,,,,
2017-12-01,,,,,,,115.414,1522.0,1522.0,29.962,0.0,0.0,10504.586,138527.0,138527.0,2727.038,0.0,0.0,,,,,,
2018-01-01,,,,,,,69.024,925.0,925.0,16.765,0.0,0.0,10429.976,139774.0,139774.0,2533.235,0.0,0.0,,,,,,
2018-02-01,,,,,,,52.362,693.0,693.0,11.607,0.0,0.0,9592.638,126813.0,126957.0,2126.393,0.0,0.0,,,,,,
2018-03-01,,,,,,,16.22,210.0,210.0,3.531,0.0,0.0,11204.78,145068.0,145068.0,2439.469,0.0,0.0,,,,,,
2018-04-01,,,,,,,52.757,688.0,688.0,11.81,0.0,0.0,10856.243,141575.0,141575.0,2430.19,0.0,0.0,,,,,,
2018-05-01,,,,,,,763.383,8916.0,9995.0,57.162,0.0,0.0,10307.617,120389.0,134958.0,771.838,0.0,0.0,,,,,,
2018-06-01,,,,,,,41.226,536.0,536.0,10.163,0.0,0.0,10610.774,137955.0,137955.0,2615.837,0.0,0.0,,,,,,
2018-07-01,,,,,,,324.091,4315.0,4315.0,78.759,0.0,0.0,10127.909,134845.0,134845.0,2461.241,0.0,0.0,,,,,,
2018-08-01,,,,,,,378.509,4986.0,4986.0,111.735,0.0,0.0,10451.491,137675.0,137675.0,3085.265,0.0,0.0,,,,,,
2018-09-01,,,,,,,131.581,1697.0,1697.0,37.685,0.0,0.0,10224.419,131864.0,131864.0,2928.315,0.0,0.0,,,,,,
2018-10-01,,,,,,,45.181,586.0,586.0,12.637,0.0,0.0,10819.819,140335.0,140335.0,3026.363,0.0,0.0,,,,,,
2018-11-01,,,,,,,58.012,754.0,754.0,15.135,0.0,0.0,10336.988,134352.0,134352.0,2696.865,0.0,0.0,,,,,,
2018-12-01,,,,,,,112.793,1451.0,1451.0,25.92,0.0,0.0,10966.207,141072.0,141072.0,2520.08,0.0,0.0,,,,,,
2019-01-01,,,,,,,122.708,1569.0,1569.0,23.914,0.0,0.0,10935.292,139823.0,139823.0,2131.086,0.0,0.0,,,,,,
2019-02-01,,,,,,,81.024,1028.0,1028.0,16.012,0.0,0.0,10003.976,126927.0,126927.0,1976.988,0.0,0.0,,,,,,
2019-03-01,,,,,,,82.13,1049.0,1049.0,17.415,0.0,0.0,11042.87,141044.0,141044.0,2341.585,0.0,0.0,,,,,,
2019-04-01,,,,,,,171.458,2224.0,2224.0,37.998,0.0,0.0,10337.542,134090.0,134090.0,2291.002,0.0,0.0,,,,,,
2019-05-01,,,,,,,48.805,635.0,635.0,9.838,0.0,0.0,9739.195,126717.0,126717.0,1963.162,0.0,0.0,,,,,,
2019-06-01,,,,,,,16.908,217.0,217.0,4.078,0.0,0.0,10565.092,135590.0,135590.0,2547.922,0.0,0.0,,,,,,
2019-07-01,,,,,,,62.559,803.0,803.0,15.02,0.0,0.0,10762.441,138145.0,138145.0,2583.98,0.0,0.0,,,,,,
2019-08-01,,,,,,,8.319,102.0,102.0,2.281,0.0,0.0,11069.681,135731.0,135731.0,3035.719,0.0,0.0,,,,,,
2019-09-01,,,,,,,11.559,150.0,150.0,3.215,0.0,0.0,10581.441,137315.0,137315.0,2942.785,0.0,0.0,,,,,,
2019-10-01,,,,,,,41.795,520.0,520.0,10.746,0.0,0.0,10961.205,136377.0,136377.0,2818.254,0.0,0.0,,,,,,
2019-11-01,,,,,,,7.465,92.0,92.0,1.643,0.0,0.0,10889.535,134213.0,134213.0,2396.357,0.0,0.0,,,,,,
2019-12-01,,,,,,,33.265,404.0,404.0,7.124,0.0,0.0,11598.735,140866.0,140866.0,2483.876,0.0,0.0,,,,,,
2020-01-01,,,,,,,2.188,27.0,27.0,0.459,0.0,0.0,11308.812,139533.0,139533.0,2371.541,0.0,0.0,,,,,,
2020-02-01,,,,,,,1.472,18.0,18.0,0.322,0.0,0.0,10640.528,130114.0,130114.0,2324.678,0.0,0.0,,,,,,
2020-03-01,,,,,,,14.425,181.0,181.0,3.294,0.0,0.0,11240.575,141046.0,141046.0,2566.706,0.0,0.0,,,,,,
2020-04-01,,,,,,,23.858,296.0,296.0,5.136,0.0,0.0,10898.142,135209.0,135209.0,2345.864,0.0,0.0,,,,,,
2020-05-01,,,,,,,40.093,494.0,494.0,9.102,0.0,0.0,11266.907,138825.0,138825.0,2557.898,0.0,0.0,,,,,,
2020-06-01,,,,,,,160.53,1950.0,1950.0,30.187,0.0,0.0,10645.47,129313.0,129313.0,2001.813,0.0,0.0,,,,,,
2020-07-01,,,,,,,533.485,6680.0,6680.0,135.331,0.0,0.0,10626.515,133059.0,133059.0,2695.669,0.0,0.0,,,,,,
2020-08-01,,,,,,,102.804,1296.0,1296.0,28.881,0.0,0.0,10960.196,138170.0,138170.0,3079.119,0.0,0.0,,,,,,
2020-09-01,,,,,,,270.475,3407.0,3407.0,73.7,0.0,0.0,10526.525,132596.0,132596.0,2868.3,0.0,0.0,,,,,,
2020-10-01,,,,,,,351.396,4225.0,4225.0,85.623,0.0,0.0,11332.604,136257.0,136257.0,2761.377,0.0,0.0,,,,,,
2020-11-01,,,,,,,2422.647,28995.0,30768.0,459.082,0.0,0.0,8506.353,101808.0,108032.0,1611.918,0.0,0.0,,,,,,
2020-12-01,,,,,,,10868.298,131161.0,181277.0,2194.909,0.0,0.0,1099.702,13271.0,18342.0,222.091,0.0,0.0,,,,,,
2021-01-01,,,,,,,2165.094,26879.0,27935.0,464.817,0.0,0.0,9232.906,114624.0,119127.0,1982.183,0.0,0.0,,,,,,
2021-02-01,,,,,,,123.319,1534.0,1534.0,25.881,0.0,0.0,10125.681,125956.0,125956.0,2125.119,0.0,0.0,,,,,,
2021-03-01,,,,,,,40.57,499.0,499.0,8.958,0.0,0.0,11377.43,139939.0,139939.0,2512.042,0.0,0.0,,,,,,
2021-04-01,,,,,,,107.791,1337.0,1337.0,24.824,0.0,0.0,10752.209,133367.0,133367.0,2476.176,0.0,0.0,,,,,,
2021-05-01,,,,,,,65.536,814.0,814.0,16.236,0.0,0.0,11188.464,138967.0,138967.0,2771.764,0.0,0.0,,,,,,
2021-06-01,,,,,,,568.784,7010.0,7040.0,129.345,0.0,0.0,10020.216,123481.0,124023.0,2278.655,0.0,0.0,,,,,,
2021-07-01,,,,,,,573.16,7083.0,7083.0,142.354,0.0,0.0,10748.84,132832.0,132832.0,2669.646,0.0,0.0,,,,,,
2021-08-01,,,,,,,155.839,1944.0,1944.0,38.593,0.0,0.0,11001.161,137233.0,137233.0,2724.407,0.0,0.0,,,,,,
2021-09-01,,,,,,,119.524,1487.0,1505.0,28.504,0.0,0.0,10447.476,129970.0,131551.0,2491.496,0.0,0.0,,,,,,
2021-10-01,,,,,,,526.176,6479.0,6497.0,119.835,0.0,0.0,10775.824,132674.0,133055.0,2454.165,0.0,0.0,,,,,,
2021-11-01,,,,,,,289.203,2993.0,2993.0,68.187,0.0,0.0,10555.797,109244.0,109244.0,2488.813,0.0,0.0,,,,,,
2021-12-01,,,,,,,4346.854,51422.0,59982.0,929.509,0.0,0.0,6900.146,81627.0,95215.0,1475.491,0.0,0.0,,,,,,
2022-01-01,,,,,,,1133.125,10045.0,10045.0,165.194,0.0,0.0,10280.875,91139.0,91139.0,1498.806,0.0,0.0,,,,,,
2022-02-01,,,,,,,1073.18,8227.0,8227.0,171.828,0.0,0.0,9044.82,69338.0,69338.0,1448.172,0.0,0.0,,,,,,
2022-03-01,,,,,,,756.752,5659.0,5659.0,159.257,0.0,0.0,10652.248,79658.0,79658.0,2241.743,0.0,0.0,,,,,,
2022-04-01,,,,,,,2464.597,19955.0,19955.0,572.254,0.0,0.0,7445.403,60283.0,60283.0,1728.746,0.0,0.0,,,,,,
2022-05-01,,,,,,,5657.964,49933.0,49933.0,1359.106,0.0,0.0,5707.036,50366.0,50366.0,1370.894,0.0,0.0,,,,,,
2022-06-01,,,,,,,4791.137,47882.0,47882.0,1140.154,0.0,0.0,5974.863,59712.0,59712.0,1421.846,0.0,0.0,,,,,,
2022-07-01,,,,,,,2805.579,21294.0,21294.0,676.766,0.0,0.0,8557.421,64950.0,64950.0,2064.234,0.0,0.0,,,,,,
2022-08-01,,,,,,,3043.051,24124.0,24124.0,782.384,0.0,0.0,8286.949,65695.0,65695.0,2130.616,0.0,0.0,,,,,,
2022-09-01,,,,,,,2370.208,17889.0,17889.0,579.691,0.0,0.0,8779.792,66265.0,66265.0,2147.309,0.0,0.0,,,,,,
2022-10-01,,,,,,,1610.773,14787.0,14787.0,379.989,0.0,0.0,8410.227,77206.0,77206.0,1984.011,0.0,0.0,,,,,,
2022-11-01,,,,,,,3094.711,24231.0,24231.0,723.879,0.0,0.0,8324.289,65178.0,65178.0,1947.121,0.0,0.0,,,,,,
2022-12-01,,,,,,,3602.741,29360.0,29360.0,705.603,0.0,0.0,6088.259,49615.0,49615.0,1192.397,0.0,0.0,,,,,,
2023-01-01,,,,,,,11285.37,115439.0,115439.0,2062.361,0.0,0.0,3111.63,31829.0,31829.0,568.639,0.0,0.0,,,,,,
2023-02-01,,,,,,,6197.913,60741.0,60741.0,1230.834,0.0,0.0,6270.087,61448.0,61448.0,1245.166,0.0,0.0,,,,,,
2023-03-01,,,,,,,6686.84,76597.0,76597.0,1545.418,0.0,0.0,5385.16,61686.0,61686.0,1244.582,0.0,0.0,,,,,,
2023-04-01,,,,,,,4404.265,31011.0,31011.0,958.245,0.0,0.0,6180.735,43519.0,43519.0,1344.755,0.0,0.0,,,,,,
2023-05-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11811.0,87332.0,87332.0,2516.0,0.0,0.0,,,,,,
2023-06-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11285.0,86096.0,86096.0,2667.0,0.0,0.0,,,,,,
2023-07-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10951.0,83267.0,83267.0,2465.0,0.0,0.0,,,,,,
2023-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12098.0,67784.0,67784.0,3161.0,0.0,0.0,,,,,,
2023-09-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7249.0,71529.0,71529.0,2166.0,0.0,0.0,,,,,,
2023-10-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11804.0,84481.0,84481.0,2777.0,0.0,0.0,,,,,,
2023-11-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11296.0,83431.0,83431.0,2453.0,0.0,0.0,,,,,,
2023-12-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,11956.0,84902.0,84902.0,2424.0,0.0,0.0,,,,,,
2024-01-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,12311.0,129546.0,129546.0,2241.0,0.0,0.0,,,,,,
2024-02-01,,,,,,,519.299,5503.0,5503.0,107.106,0.0,0.0,10869.701,115186.0,115186.0,2241.894,0.0,0.0,,,,,,
2024-03-01,,,,,,,5.749,64.0,64.0,1.283,0.0,0.0,11889.251,132359.0,132359.0,2652.717,0.0,0.0,,,,,,
2024-04-01,,,,,,,17.329,181.0,181.0,3.801,0.0,0.0,11407.671,119150.0,119150.0,2502.199,0.0,0.0,,,,,,
2024-05-01,,,,,,,1.726,20.0,20.0,0.412,0.0,0.0,11612.274,134543.0,134543.0,2769.588,0.0,0.0,,,,,,
2024-06-01,,,,,,,0.173,2.0,2.0,0.045,0.0,0.0,11208.827,129663.0,129663.0,2904.955,0.0,0.0,,,,,,
2024-07-01,,,,,,,5.363,61.0,61.0,1.491,0.0,0.0,10399.637,118287.0,118287.0,2890.509,0.0,0.0,,,,,,
2024-08-01,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,7154.0,76105.0,76105.0,1749.0,0.0,0.0,,,,,,
2024-09-01,,,,,,,3.077,32.0,32.0,0.658,0.0,0.0,8520.923,88614.0,88614.0,1822.342,0.0,0.0,,,,,,
2024-10-01,,,,,,,0.608,7.0,7.0,0.15,0.0,0.0,11485.392,132154.0,132154.0,2824.85,0.0,0.0,,,,,,
2024-11-01,,,,,,,1.618,18.0,18.0,0.355,0.0,0.0,11491.382,127830.0,127830.0,2519.645,0.0,0.0,,,,,,
2024-12-01,,,,,,,1.528,17.0,17.0,0.324,0.0,0.0,12073.472,134369.0,134369.0,2564.676,0.0,0.0,,,,,,
