measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Other Biomass Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Other Biomass Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.932,17478.0,17478.0,0.0,0.0,0.0,21853.068,248352.0,248352.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,13.0,148.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1781.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1990.0,3924.0,7577.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36732.0,447488.0,447488.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3.666,79.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,3093.334,66592.0,74508.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41477.0,517965.0,517965.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3.464,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,35503.536,422318.0,422318.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,4.0,45.0,77.0,34.918,394.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,109352.57,1235035.0,1235035.0,0.0,0.0,0.0,4301.508,48582.0,48582.0
2013-08-01,0.0,0.0,0.0,16.0,182.0,656.0,10.955,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,69812.045,790510.0,790510.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,106.0,1206.0,1719.0,9.289,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,35892.904,433681.0,433681.0,0.0,0.0,0.0,569.807,6885.0,6885.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36721.0,431842.0,431842.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3.221,39.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,26404.779,322397.0,338025.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2500.0,0.0,4905.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,269.572,3123.0,3123.0,0.0,0.0,0.0,0.0,0.0,0.0,39511.853,457804.0,457804.0,0.0,0.0,0.0,18701.575,216686.0,216686.0
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,46.33,579.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,29401.931,367434.0,367434.0,0.0,0.0,0.0,3735.739,46685.0,46685.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,122.552,1418.0,1418.0,0.0,0.0,0.0,0.0,0.0,0.0,64812.206,749875.0,749875.0,0.0,0.0,0.0,12796.242,148052.0,148052.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1.006,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,998.994,29026.0,29026.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,,,,0.0,0.0,0.0,31.62,409.0,409.0,0.0,0.0,0.0,,,,27035.38,349766.0,349766.0,,,,0.0,0.0,0.0
2014-06-01,,,,0.0,0.0,0.0,23.439,286.0,286.0,0.0,0.0,0.0,,,,72335.561,882051.0,882051.0,,,,0.0,0.0,0.0
2014-07-01,,,,0.0,0.0,0.0,63.751,735.0,735.0,0.0,0.0,0.0,,,,135426.29,1561274.0,1561274.0,,,,1689.957,19483.0,19483.0
2014-08-01,,,,0.0,0.0,0.0,32.437,378.0,378.0,0.0,0.0,0.0,,,,134342.22,1565699.0,1565699.0,,,,660.34,7696.0,7696.0
2014-09-01,,,,0.0,0.0,0.0,7.489,87.0,87.0,0.0,0.0,0.0,,,,87366.511,1017797.0,1017797.0,,,,0.0,0.0,0.0
2014-10-01,,,,0.0,0.0,0.0,32.752,376.0,376.0,0.0,0.0,0.0,,,,149057.25,1710114.0,1710114.0,,,,0.0,0.0,0.0
2014-11-01,,,,0.0,0.0,0.0,11.49,127.0,127.0,0.0,0.0,0.0,,,,75629.51,837159.0,837159.0,,,,0.0,0.0,0.0
2014-12-01,,,,0.0,0.0,0.0,-0.308,0.0,0.0,0.0,0.0,0.0,,,,-1811.839,0.0,0.0,,,,-21.853,0.0,0.0
2015-01-01,,,,0.0,0.0,0.0,7.345,127.0,127.0,,,,,,,3217.29,55710.0,55710.0,,,,2103.365,36422.0,36422.0
2015-02-01,,,,,,,127.981,1544.0,1544.0,,,,,,,35770.48,431413.0,431413.0,,,,27877.539,336219.0,336219.0
2015-03-01,,,,,,,-39.998,6.0,6.0,,,,,,,-2116.002,306.0,306.0,,,,0.0,0.0,0.0
2015-04-01,,,,,,,0.0,0.0,0.0,,,,,,,93681.0,1061436.0,1061436.0,,,,0.0,0.0,0.0
2015-05-01,,,,,,,19.002,220.0,220.0,,,,,,,104172.0,1208280.0,1208280.0,,,,0.0,0.0,0.0
2015-06-01,,,,,,,17.468,220.0,220.0,,,,,,,40595.041,512117.0,512117.0,,,,1993.491,25148.0,25148.0
2015-07-01,,,,,,,26.162,307.0,307.0,,,,,,,117761.07,1380600.0,1380600.0,,,,498.768,5847.0,5847.0
2015-08-01,,,,0.0,0.0,0.0,10.889,127.0,127.0,,,,,,,89941.111,1051612.0,1051612.0,,,,0.0,0.0,0.0
2015-09-01,,,,0.0,0.0,0.0,22.148,255.0,255.0,,,,,,,67582.133,777498.0,777498.0,,,,624.719,7187.0,7187.0
2015-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-428.0,14335.0,14335.0,,,,0.0,0.0,0.0
2015-11-01,,,,0.0,0.0,0.0,4.226,87.0,87.0,,,,,,,3864.774,79442.0,79442.0,,,,0.0,0.0,0.0
2015-12-01,,,,0.0,0.0,0.0,-1.29,0.0,0.0,,,,,,,-1611.212,0.0,0.0,,,,-75.498,0.0,0.0
2016-01-01,,,,0.0,0.0,0.0,1.173,169.0,169.0,,,,,,,221.957,32004.0,32004.0,,,,13.87,2000.0,2000.0
2016-02-01,,,,0.0,0.0,0.0,16.99,222.0,222.0,,,,,,,5414.663,70642.0,70642.0,,,,4434.347,57852.0,57852.0
2016-03-01,,,,0.0,0.0,0.0,-0.67,0.0,0.0,,,,,,,-1550.381,0.0,0.0,,,,-94.949,0.0,0.0
2016-04-01,,,,0.0,0.0,0.0,16.949,204.0,204.0,,,,,,,36496.051,439746.0,439746.0,,,,0.0,0.0,0.0
2016-05-01,,,,0.0,0.0,0.0,29.96,350.0,350.0,,,,,,,37691.543,440449.0,440449.0,,,,451.497,5276.0,5276.0
2016-06-01,,,,0.0,0.0,0.0,27.401,321.0,321.0,,,,,,,107111.6,1254489.0,1254489.0,,,,0.0,0.0,0.0
2016-07-01,,,,0.0,0.0,0.0,37.131,417.0,417.0,,,,,,,197574.44,2217254.0,2217254.0,,,,2701.432,30316.0,30316.0
2016-08-01,,,,0.0,0.0,0.0,23.146,258.0,258.0,,,,,,,201421.6,2247209.0,2247209.0,,,,1456.258,16247.0,16247.0
2016-09-01,,,,0.0,0.0,0.0,20.726,246.0,246.0,,,,,,,81015.274,963526.0,963526.0,,,,0.0,0.0,0.0
2016-10-01,,,,0.0,0.0,0.0,8.117,94.0,94.0,,,,,,,116048.88,1342483.0,1342483.0,,,,0.0,0.0,0.0
2016-11-01,,,,0.0,0.0,0.0,5.93,65.0,65.0,,,,,,,76662.07,834661.0,834661.0,,,,0.0,0.0,0.0
2016-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-2076.0,1119.0,1119.0,,,,0.0,0.0,0.0
2017-01-01,,,,8.719,12.0,12.0,-0.415,0.0,0.0,,,,,,,-1773.25,0.0,0.0,,,,-20.335,0.0,0.0
2017-02-01,,,,8.564,12.0,12.0,-0.364,0.0,0.0,,,,,,,-1552.829,0.0,0.0,,,,-17.807,0.0,0.0
2017-03-01,,,,10.776,17.0,17.0,-0.428,0.0,0.0,,,,,,,-1828.602,0.0,0.0,,,,-20.97,0.0,0.0
2017-04-01,,,,7.786,12.0,12.0,-0.397,0.0,0.0,,,,,,,-1697.141,0.0,0.0,,,,-19.462,0.0,0.0
2017-05-01,,,,7.971,12.0,12.0,2.26,29.0,29.0,,,,,,,10918.74,141965.0,141965.0,,,,0.0,0.0,0.0
2017-06-01,,,,6.299,12.0,12.0,13.022,159.0,159.0,,,,,,,28331.707,345293.0,345293.0,,,,1785.271,21758.0,21758.0
2017-07-01,,,,5.924,12.0,12.0,8.068,88.0,88.0,,,,,,,87323.146,954250.0,954250.0,,,,73.786,806.0,806.0
2017-08-01,,,,5.338,6.0,6.0,0.0,0.0,0.0,,,,,,,5326.0,77911.0,77911.0,,,,0.0,0.0,0.0
2017-09-01,,,,6.078,12.0,12.0,2.502,29.0,29.0,,,,,,,47739.498,560869.0,560869.0,,,,0.0,0.0,0.0
2017-10-01,,,,7.231,12.0,12.0,0.0,0.0,0.0,,,,,,,13662.0,178860.0,178860.0,,,,0.0,0.0,0.0
2017-11-01,,,,8.642,12.0,12.0,0.0,0.0,0.0,,,,,,,19793.0,238520.0,238520.0,,,,0.0,0.0,0.0
2017-12-01,,,,10.672,17.0,17.0,26.647,307.0,307.0,,,,,,,11905.869,137318.0,137318.0,,,,12072.484,139240.0,139240.0
2018-01-01,,,,25.644,523.0,523.0,40.481,417.0,417.0,,,,,,,4571.143,47126.0,47126.0,,,,63054.376,650061.0,650061.0
2018-02-01,,,,2.46,53.0,53.0,1.91,35.0,35.0,,,,,,,2796.077,51625.0,51625.0,,,,305.013,5632.0,5632.0
2018-03-01,,,,2.775,59.0,59.0,0.0,0.0,0.0,,,,,,,-1394.0,4013.0,4013.0,,,,0.0,0.0,0.0
2018-04-01,,,,3.163,65.0,65.0,0.0,0.0,0.0,,,,,,,28603.0,331741.0,331741.0,,,,0.0,0.0,0.0
2018-05-01,,,,4.523,94.0,94.0,5.149,65.0,65.0,,,,,,,19455.863,244303.0,244303.0,,,,545.988,6856.0,6856.0
2018-06-01,,,,3.828,76.0,76.0,12.275,159.0,159.0,,,,,,,22998.3,297340.0,297340.0,,,,1558.425,20149.0,20149.0
2018-07-01,,,,2.748,59.0,59.0,0.0,0.0,0.0,,,,,,,58655.0,651720.0,651720.0,,,,0.0,0.0,0.0
2018-08-01,,,,4.01,82.0,82.0,1.557,18.0,18.0,,,,,,,76442.336,865571.0,865571.0,,,,61.107,692.0,692.0
2018-09-01,,,,4.578,94.0,94.0,0.0,0.0,0.0,,,,,,,24802.844,297419.0,297419.0,,,,363.156,4355.0,4355.0
2018-10-01,,,,3.857,82.0,82.0,0.0,0.0,0.0,,,,,,,12169.0,145412.0,145412.0,,,,0.0,0.0,0.0
2018-11-01,,,,3.7,76.0,76.0,0.0,0.0,0.0,,,,,,,-818.0,6117.0,6117.0,,,,0.0,0.0,0.0
2018-12-01,,,,4.714,94.0,94.0,-0.294,0.0,0.0,,,,,,,-1253.105,0.0,0.0,,,,-78.601,0.0,0.0
2019-01-01,,,,0.0,0.0,0.0,28.866,388.0,388.0,,,,,,,4215.52,56656.0,56656.0,,,,3404.614,45757.0,45757.0
2019-02-01,,,,0.0,0.0,0.0,-0.287,0.0,0.0,,,,,,,-1181.656,0.0,0.0,,,,-298.057,0.0,0.0
2019-03-01,,,,0.0,0.0,0.0,-0.256,0.0,0.0,,,,,,,-1057.104,0.0,0.0,,,,-266.64,0.0,0.0
2019-04-01,,,,0.0,0.0,0.0,-0.238,0.0,0.0,,,,,,,-982.053,0.0,0.0,,,,-247.709,0.0,0.0
2019-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-1579.0,21253.0,21253.0,,,,0.0,0.0,0.0
2019-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,-458.0,18859.0,18859.0,,,,0.0,0.0,0.0
2019-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,63696.334,726410.0,726410.0,,,,3235.666,36900.0,36900.0
2019-08-01,,,,0.0,0.0,0.0,5.437,65.0,65.0,,,,,,,39780.563,473060.0,473060.0,,,,0.0,0.0,0.0
2019-09-01,,,,0.0,0.0,0.0,4.666,65.0,65.0,,,,,,,14862.334,205950.0,205950.0,,,,0.0,0.0,0.0
2019-10-01,,,,0.0,0.0,0.0,2.957,35.0,35.0,,,,,,,17445.043,208068.0,208068.0,,,,0.0,0.0,0.0
2019-11-01,,,,0.0,0.0,0.0,-0.261,0.0,0.0,,,,,,,-1077.064,0.0,0.0,,,,-271.675,0.0,0.0
2019-12-01,,,,0.0,0.0,0.0,-0.276,0.0,0.0,,,,,,,-1136.147,0.0,0.0,,,,-286.577,0.0,0.0
2020-01-01,,,,0.0,122.0,122.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-02-01,,,,0.0,93.0,93.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-03-01,,,,0.0,58.0,58.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-04-01,,,,0.0,46.0,46.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-05-01,,,,0.0,81.0,81.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-06-01,,,,0.0,87.0,87.0,2.169,30.0,30.0,,,,,,,9254.831,125850.0,125850.0,,,,0.0,0.0,0.0
2020-07-01,,,,0.0,104.0,104.0,0.0,0.0,0.0,,,,,,,75910.19,868510.0,868510.0,,,,8.81,101.0,101.0
2020-08-01,,,,0.0,81.0,81.0,13.436,159.0,159.0,,,,,,,76445.542,906325.0,906325.0,,,,3175.022,37643.0,37643.0
2020-09-01,,,,0.0,87.0,87.0,0.0,0.0,0.0,,,,,,,189.0,6700.0,6700.0,,,,0.0,0.0,0.0
2020-10-01,,,,0.0,64.0,64.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-11-01,,,,0.0,58.0,58.0,0.0,0.0,0.0,,,,,,,10480.0,120296.0,120296.0,,,,0.0,0.0,0.0
2020-12-01,,,,0.0,116.0,116.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-01-01,,,,11.835,319.0,319.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-02-01,,,,23.425,631.0,631.0,0.0,0.0,0.0,,,,,,,0.0,2783.0,2783.0,,,,0.0,0.0,0.0
2021-03-01,,,,12.095,324.0,324.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-04-01,,,,9.554,255.0,255.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-05-01,,,,9.111,243.0,243.0,0.0,0.0,0.0,,,,,,,20867.0,270725.0,270725.0,,,,0.0,0.0,0.0
2021-06-01,,,,12.801,342.0,342.0,0.0,0.0,0.0,,,,,,,80940.0,945669.0,945669.0,,,,0.0,0.0,0.0
2021-07-01,,,,10.134,272.0,272.0,8.2,94.0,94.0,,,,,,,67625.171,775622.0,775622.0,,,,2104.629,24139.0,24139.0
2021-08-01,,,,12.422,336.0,336.0,5.534,65.0,65.0,,,,,,,59369.466,698933.0,698933.0,,,,0.0,0.0,0.0
2021-09-01,,,,8.758,237.0,237.0,0.0,0.0,0.0,,,,,,,23844.0,309957.0,309957.0,,,,0.0,0.0,0.0
2021-10-01,,,,8.785,237.0,237.0,1.803,29.0,29.0,,,,,,,5444.197,88942.0,88942.0,,,,0.0,0.0,0.0
2021-11-01,,,,7.998,214.0,214.0,5.408,65.0,65.0,,,,,,,18072.592,216093.0,216093.0,,,,0.0,0.0,0.0
2021-12-01,,,,12.082,324.0,324.0,30.84,382.0,382.0,,,,,,,12741.661,157854.0,157854.0,,,,1256.499,15566.0,15566.0
2022-01-01,,,,0.0,762.0,762.0,0.0,0.0,0.0,,,,,,,528.538,14843.0,14843.0,,,,860.462,24164.0,24164.0
2022-02-01,,,,0.0,314.0,314.0,0.0,0.0,0.0,,,,,,,4773.256,75304.0,75304.0,,,,122.744,1936.0,1936.0
2022-03-01,,,,0.0,953.0,953.0,0.0,0.0,0.0,,,,,,,571.0,12455.0,12455.0,,,,0.0,0.0,0.0
2022-04-01,,,,0.0,331.0,331.0,0.0,0.0,0.0,,,,,,,208.0,7343.0,7343.0,,,,0.0,0.0,0.0
2022-05-01,,,,0.0,372.0,372.0,0.0,0.0,0.0,,,,,,,21728.0,308019.0,308019.0,,,,0.0,0.0,0.0
2022-06-01,,,,0.0,436.0,436.0,0.0,0.0,0.0,,,,,,,24856.0,322446.0,322446.0,,,,0.0,0.0,0.0
2022-07-01,,,,0.0,517.0,517.0,0.0,0.0,0.0,,,,,,,110801.0,1277374.0,1277374.0,,,,0.0,0.0,0.0
2022-08-01,,,,0.0,448.0,448.0,37.842,429.0,429.0,,,,,,,119813.29,1357869.0,1357869.0,,,,3566.869,40424.0,40424.0
2022-09-01,,,,0.0,337.0,337.0,2.137,29.0,29.0,,,,,,,12623.863,173380.0,173380.0,,,,0.0,0.0,0.0
2022-10-01,,,,0.0,302.0,302.0,0.0,0.0,0.0,,,,,,,10143.0,135836.0,135836.0,,,,0.0,0.0,0.0
2022-11-01,,,,0.0,395.0,395.0,1.435,23.0,23.0,,,,,,,11524.565,185220.0,185220.0,,,,0.0,0.0,0.0
2022-12-01,,,,0.0,1506.0,1506.0,1.981,30.0,30.0,,,,,,,1771.433,26539.0,26539.0,,,,16001.586,239732.0,239732.0
2023-01-01,,,,-561.483,389.0,389.0,-0.222,0.0,0.0,,,,,,,-1654.191,0.0,0.0,,,,-111.587,0.0,0.0
2023-02-01,,,,-361.009,244.0,244.0,11.783,179.0,179.0,,,,,,,5951.867,90420.0,90420.0,,,,1412.35,21456.0,21456.0
2023-03-01,,,,-477.302,325.0,325.0,-0.211,0.0,0.0,,,,,,,-1572.699,0.0,0.0,,,,-106.09,0.0,0.0
2023-04-01,,,,-352.243,238.0,238.0,1.48,24.0,24.0,,,,,,,6107.52,97372.0,97372.0,,,,0.0,0.0,0.0
2023-05-01,,,,-399.696,273.0,273.0,0.0,0.0,0.0,,,,,,,-248.0,25916.0,25916.0,,,,0.0,0.0,0.0
2023-06-01,,,,-368.277,249.0,249.0,0.0,0.0,0.0,,,,,,,10820.0,154870.0,154870.0,,,,0.0,0.0,0.0
2023-07-01,,,,-338.339,226.0,226.0,27.872,321.0,321.0,,,,,,,104909.85,1208161.0,1208161.0,,,,4178.279,48118.0,48118.0
2023-08-01,,,,-386.869,261.0,261.0,20.951,256.0,256.0,,,,,,,35236.009,430544.0,430544.0,,,,2755.04,33663.0,33663.0
2023-09-01,,,,-319.033,215.0,215.0,2.495,29.0,29.0,,,,,,,30638.505,360312.0,360312.0,,,,0.0,0.0,0.0
2023-10-01,,,,-320.128,215.0,215.0,5.842,94.0,94.0,,,,,,,13642.158,220224.0,220224.0,,,,0.0,0.0,0.0
2023-11-01,,,,-492.699,331.0,331.0,11.469,129.0,129.0,,,,,,,16736.531,188223.0,188223.0,,,,0.0,0.0,0.0
2023-12-01,,,,-421.922,284.0,284.0,-0.212,0.0,0.0,,,,,,,-1577.382,0.0,0.0,,,,-106.406,0.0,0.0
2024-01-01,,,,-598.866,645.0,645.0,11.357,130.0,130.0,,,,,,,24981.292,285997.0,285997.0,,,,12091.351,138427.0,138427.0
2024-02-01,,,,-214.306,225.0,225.0,0.0,0.0,0.0,,,,,,,-1684.0,116.0,116.0,,,,0.0,0.0,0.0
2024-03-01,,,,-169.175,179.0,179.0,0.0,0.0,0.0,,,,,,,-1774.0,581.0,581.0,,,,0.0,0.0,0.0
2024-04-01,,,,-612.388,645.0,645.0,0.0,0.0,0.0,,,,,,,5557.35,89184.0,89184.0,,,,10.65,171.0,171.0
2024-05-01,,,,-349.117,369.0,369.0,0.0,0.0,0.0,,,,,,,11234.0,171445.0,171445.0,,,,0.0,0.0,0.0
2024-06-01,,,,-257.915,271.0,271.0,8.351,96.0,96.0,,,,,,,85500.649,982836.0,982836.0,,,,0.0,0.0,0.0
2024-07-01,,,,-551.227,582.0,582.0,41.561,481.0,481.0,,,,,,,119776.1,1386251.0,1386251.0,,,,4913.335,56865.0,56865.0
2024-08-01,,,,-408.133,432.0,432.0,11.501,134.0,134.0,,,,,,,52775.753,614907.0,614907.0,,,,257.746,3003.0,3003.0
2024-09-01,,,,-186.264,196.0,196.0,0.0,0.0,0.0,,,,,,,2299.0,64066.0,64066.0,,,,0.0,0.0,0.0
2024-10-01,,,,-269.578,282.0,282.0,-0.462,0.0,0.0,,,,,,,-1234.263,0.0,0.0,,,,-46.275,0.0,0.0
2024-11-01,,,,-245.181,259.0,259.0,0.0,0.0,0.0,,,,,,,8355.0,121060.0,121060.0,,,,0.0,0.0,0.0
2024-12-01,,,,-585.85,616.0,616.0,0.0,0.0,0.0,,,,,,,8924.0,134890.0,134890.0,,,,0.0,0.0,0.0
