measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Residual Fuel Oil-Combined Cycle Steam Part Generation,Residual Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Residual Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Generation,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Quantity Consumed For Electricity,Waste heat not directly attributed to a fuel source-Combined Cycle Steam Part Total Fuel Consumed
2015-02-01,4580.536,51107.0,51107.0,156.513,0.0,0.0,0.0,0.0,0.0,2677.464,29874.0,29874.0,91.487,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-03-01,288.677,2723.0,2723.0,44.758,0.0,0.0,0.0,0.0,0.0,7541.323,71140.0,71140.0,1169.242,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-04-01,35.386,389.0,389.0,4.978,0.0,0.0,0.0,0.0,0.0,4997.614,54921.0,54921.0,703.022,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-05-01,133.474,1449.0,1449.0,17.335,0.0,0.0,0.0,0.0,0.0,7527.526,81729.0,81729.0,977.665,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-06-01,28.126,307.0,307.0,4.421,0.0,0.0,0.0,0.0,0.0,7472.874,81513.0,81513.0,1174.579,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7591.0,83491.0,83491.0,1302.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7639.0,83773.0,83773.0,1289.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7362.0,81143.0,81143.0,1202.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-10-01,146.13,1611.0,1611.0,22.323,0.0,0.0,0.0,0.0,0.0,7381.87,81356.0,81356.0,1127.677,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-11-01,69.003,752.0,752.0,8.752,0.0,0.0,0.0,0.0,0.0,5599.997,61047.0,61047.0,710.248,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2015-12-01,318.242,3440.0,3440.0,45.446,0.0,0.0,0.0,0.0,0.0,7496.758,81038.0,81038.0,1070.554,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-01-01,160.913,1720.0,1720.0,22.97,0.0,0.0,0.0,0.0,0.0,7860.087,84007.0,84007.0,1122.03,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-02-01,814.84,8850.0,8850.0,112.369,0.0,0.0,0.0,0.0,0.0,6509.16,70699.0,70699.0,897.631,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7708.0,84357.0,84357.0,1173.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-04-01,283.32,3090.0,3090.0,38.946,0.0,0.0,0.0,0.0,0.0,5754.68,62768.0,62768.0,791.054,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-05-01,311.634,3383.0,3383.0,30.745,0.0,0.0,0.0,0.0,0.0,6317.366,68583.0,68583.0,623.255,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7257.0,79083.0,79083.0,1052.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-07-01,15.122,166.0,166.0,2.825,0.0,0.0,0.0,0.0,0.0,7616.878,83774.0,83774.0,1423.175,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-08-01,5.895,65.0,65.0,1.095,0.0,0.0,0.0,0.0,0.0,7565.105,83571.0,83571.0,1404.905,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-09-01,4.832,53.0,53.0,0.762,0.0,0.0,0.0,0.0,0.0,7219.168,79745.0,79745.0,1138.238,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-10-01,85.87,956.0,956.0,14.927,0.0,0.0,0.0,0.0,0.0,7105.13,79131.0,79131.0,1235.073,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-11-01,468.542,5159.0,5159.0,7.93,0.0,0.0,0.0,0.0,0.0,5026.458,55344.0,55344.0,85.07,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-12-01,743.854,8149.0,8149.0,0.0,0.0,0.0,0.0,0.0,0.0,6997.146,76651.0,76651.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-01-01,106.906,1172.0,1172.0,10.691,0.0,0.0,0.0,0.0,0.0,6594.254,72145.0,72145.0,659.362,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-02-01,89.047,977.0,977.0,8.904,0.0,0.0,0.0,0.0,0.0,5726.616,62654.0,62654.0,572.606,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-03-01,135.756,1486.0,1486.0,13.574,0.0,0.0,0.0,0.0,0.0,6247.595,68354.0,68354.0,624.699,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-04-01,128.427,1403.0,1403.0,12.841,0.0,0.0,0.0,0.0,0.0,5419.73,59297.0,59297.0,541.92,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-05-01,66.065,722.0,722.0,6.606,0.0,0.0,0.0,0.0,0.0,5867.423,64195.0,64195.0,586.685,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-06-01,50.95,556.0,556.0,5.094,0.0,0.0,0.0,0.0,0.0,7341.692,80324.0,80324.0,734.098,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-07-01,48.159,527.0,527.0,4.815,0.0,0.0,0.0,0.0,0.0,9343.765,102229.0,102229.0,934.286,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-08-01,36.947,403.0,403.0,3.694,0.0,0.0,0.0,0.0,0.0,8840.592,96724.0,96724.0,883.973,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-09-01,40.13,438.0,438.0,4.013,0.0,0.0,0.0,0.0,0.0,7322.877,80119.0,80119.0,732.217,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-10-01,72.267,793.0,793.0,7.226,0.0,0.0,0.0,0.0,0.0,5863.46,64152.0,64152.0,586.289,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-11-01,83.867,918.0,918.0,8.386,0.0,0.0,0.0,0.0,0.0,5308.839,58083.0,58083.0,530.832,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-12-01,1284.203,14048.0,14048.0,128.408,0.0,0.0,0.0,0.0,0.0,6398.433,70004.0,70004.0,639.781,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-01-01,3262.099,35881.0,35881.0,339.544,0.0,0.0,0.0,0.0,0.0,5506.286,60581.0,60581.0,573.138,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-02-01,68.439,752.0,752.0,7.124,0.0,0.0,0.0,0.0,0.0,4791.084,52713.0,52713.0,498.693,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-03-01,68.206,752.0,752.0,7.099,0.0,0.0,0.0,0.0,0.0,5325.626,58594.0,58594.0,554.332,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-04-01,54.24,598.0,598.0,5.646,0.0,0.0,0.0,0.0,0.0,5506.649,60585.0,60585.0,573.175,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-05-01,12.878,142.0,142.0,1.34,0.0,0.0,0.0,0.0,0.0,6113.214,67259.0,67259.0,636.311,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-06-01,33.163,367.0,367.0,3.452,0.0,0.0,0.0,0.0,0.0,7102.514,78144.0,78144.0,739.285,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-07-01,30.535,337.0,337.0,3.178,0.0,0.0,0.0,0.0,0.0,10073.273,110828.0,110828.0,1048.504,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-08-01,26.301,290.0,290.0,2.738,0.0,0.0,0.0,0.0,0.0,10508.251,115614.0,115614.0,1093.78,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-09-01,30.201,332.0,332.0,3.144,0.0,0.0,0.0,0.0,0.0,7844.322,86305.0,86305.0,816.498,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-10-01,32.693,361.0,361.0,3.403,0.0,0.0,0.0,0.0,0.0,6534.384,71893.0,71893.0,680.149,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-11-01,34.326,379.0,379.0,3.573,0.0,0.0,0.0,0.0,0.0,5628.378,61924.0,61924.0,585.845,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-12-01,63.399,699.0,699.0,6.599,0.0,0.0,0.0,0.0,0.0,5576.539,61354.0,61354.0,580.45,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-01-01,1039.219,11402.0,11402.0,92.249,0.0,0.0,0.0,0.0,0.0,6634.441,72808.0,72808.0,588.927,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-02-01,215.003,2362.0,2362.0,19.085,0.0,0.0,0.0,0.0,0.0,6341.983,69599.0,69599.0,562.966,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-03-01,3.546,41.0,41.0,0.315,0.0,0.0,0.0,0.0,0.0,5904.069,64793.0,64793.0,524.093,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-04-01,1.781,18.0,18.0,0.158,0.0,0.0,0.0,0.0,0.0,5195.131,57013.0,57013.0,461.162,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-05-01,2.827,30.0,30.0,0.251,0.0,0.0,0.0,0.0,0.0,5036.326,55271.0,55271.0,447.065,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-06-01,1.871,18.0,18.0,0.166,0.0,0.0,0.0,0.0,0.0,6709.207,73629.0,73629.0,595.564,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-07-01,0.9,12.0,12.0,0.08,0.0,0.0,0.0,0.0,0.0,11417.839,125303.0,125303.0,1013.541,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-08-01,1.708,18.0,18.0,0.152,0.0,0.0,0.0,0.0,0.0,9981.571,109541.0,109541.0,886.046,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-09-01,7.505,83.0,83.0,0.666,0.0,0.0,0.0,0.0,0.0,7130.766,78255.0,78255.0,632.985,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-10-01,1.982,24.0,24.0,0.176,0.0,0.0,0.0,0.0,0.0,6012.62,65985.0,65985.0,533.729,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-11-01,3.908,41.0,41.0,0.347,0.0,0.0,0.0,0.0,0.0,6348.523,69671.0,69671.0,563.547,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-12-01,147.11,1616.0,1616.0,13.059,0.0,0.0,0.0,0.0,0.0,7082.164,77722.0,77722.0,628.671,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-01-01,502.626,5997.0,5997.0,55.745,0.0,0.0,0.0,0.0,0.0,4251.488,50694.0,50694.0,471.526,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-02-01,376.865,4493.0,4493.0,41.797,0.0,0.0,0.0,0.0,0.0,3994.492,47630.0,47630.0,443.023,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-03-01,319.143,3807.0,3807.0,35.396,0.0,0.0,0.0,0.0,0.0,3910.434,46627.0,46627.0,433.7,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-04-01,226.762,2705.0,2705.0,25.15,0.0,0.0,0.0,0.0,0.0,2790.31,33271.0,33271.0,309.469,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-05-01,479.442,5719.0,5719.0,53.174,0.0,0.0,,,,3260.455,38877.0,38877.0,361.612,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-06-01,198.759,2368.0,2368.0,22.044,0.0,0.0,,,,5186.597,61845.0,61845.0,575.237,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-07-01,330.547,3943.0,3943.0,36.66,0.0,0.0,,,,7468.191,89050.0,89050.0,828.285,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-08-01,133.772,1592.0,1592.0,14.836,0.0,0.0,,,,6652.109,79319.0,79319.0,737.775,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-09-01,347.654,4144.0,4144.0,38.558,0.0,0.0,,,,5219.806,62240.0,62240.0,578.92,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-10-01,198.755,2368.0,2368.0,22.044,0.0,0.0,,,,3909.116,46612.0,46612.0,433.554,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-11-01,481.026,5736.0,5736.0,53.35,0.0,0.0,,,,4029.706,48049.0,48049.0,446.928,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-12-01,563.698,6719.0,6719.0,62.519,0.0,0.0,,,,4107.247,48974.0,48974.0,455.528,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-01-01,18.322,219.0,219.0,1.394,0.0,0.0,0.0,0.0,0.0,5414.733,63100.0,63100.0,412.179,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-02-01,150.328,1752.0,1752.0,11.443,0.0,0.0,0.0,0.0,0.0,4550.702,53030.0,53030.0,346.408,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-03-01,22.521,260.0,260.0,1.714,0.0,0.0,0.0,0.0,0.0,4486.711,52285.0,52285.0,341.537,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-04-01,179.051,2084.0,2084.0,13.63,0.0,0.0,0.0,0.0,0.0,3816.038,44469.0,44469.0,290.484,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-05-01,6.989,83.0,83.0,0.532,0.0,0.0,0.0,0.0,0.0,4826.099,56240.0,56240.0,367.372,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-06-01,6.372,77.0,77.0,0.485,0.0,0.0,0.0,0.0,0.0,6858.144,79920.0,79920.0,522.055,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-07-01,5.736,65.0,65.0,0.437,0.0,0.0,0.0,0.0,0.0,7630.503,88921.0,88921.0,580.848,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-08-01,0.98,12.0,12.0,0.075,0.0,0.0,0.0,0.0,0.0,8302.352,96750.0,96750.0,631.99,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-09-01,12.917,148.0,148.0,0.983,0.0,0.0,0.0,0.0,0.0,5646.41,65800.0,65800.0,429.815,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-10-01,16.376,189.0,189.0,1.247,0.0,0.0,0.0,0.0,0.0,5586.53,65102.0,65102.0,425.257,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-11-01,24.052,278.0,278.0,1.831,0.0,0.0,0.0,0.0,0.0,5628.808,65594.0,65594.0,428.475,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-12-01,68.939,805.0,805.0,5.248,0.0,0.0,0.0,0.0,0.0,5577.387,64995.0,64995.0,424.561,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-01-01,1673.432,18541.0,18541.0,0.023,0.0,0.0,0.0,0.0,0.0,4819.105,53401.0,53401.0,0.064,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-02-01,188.853,2090.0,2090.0,0.003,0.0,0.0,0.0,0.0,0.0,4429.271,49081.0,49081.0,0.059,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-01,13.427,148.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,4851.044,53754.0,53754.0,0.065,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-04-01,8.351,95.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,5311.416,58855.0,58855.0,0.071,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-05-01,24.439,272.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,6228.206,69014.0,69014.0,0.083,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-06-01,2.95,35.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,6525.694,72311.0,72311.0,0.087,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-07-01,3.985,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,8808.251,97603.0,97603.0,0.117,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-08-01,2.701,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,8773.934,97223.0,97223.0,0.117,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-09-01,4.311,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,5952.454,65959.0,65959.0,0.079,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-10-01,10.161,112.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,5596.261,62012.0,62012.0,0.075,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-11-01,31.005,343.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,5174.325,57336.0,57336.0,0.069,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-12-01,1043.15,11562.0,11562.0,0.014,0.0,0.0,0.0,0.0,0.0,5523.274,61203.0,61203.0,0.074,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-01-01,204.127,2279.0,2279.0,0.0,0.0,0.0,0.0,0.0,0.0,5298.276,59194.0,59194.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-02-01,4597.343,51362.0,51362.0,0.0,0.0,0.0,0.0,0.0,0.0,4776.193,53361.0,53361.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-03-01,160.04,1788.0,1788.0,0.0,0.0,0.0,0.0,0.0,0.0,4635.126,51785.0,51785.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-04-01,75.337,841.0,841.0,0.0,0.0,0.0,0.0,0.0,0.0,4095.2,45753.0,45753.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-05-01,145.591,1628.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,4628.854,51715.0,51715.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-06-01,22.725,255.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,6157.652,68795.0,68795.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-07-01,29.174,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,8958.821,100091.0,100091.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-08-01,33.906,379.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,7048.15,78745.0,78745.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-09-01,64.619,722.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,6358.28,71037.0,71037.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-10-01,113.743,1273.0,1273.0,0.0,0.0,0.0,0.0,0.0,0.0,4986.297,55709.0,55709.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-11-01,54.423,610.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,5987.154,66891.0,66891.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-12-01,29.329,326.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,5730.64,64024.0,64024.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-01-01,1247.228,13794.0,13794.0,0.0,0.0,0.0,0.0,0.0,0.0,5897.557,65203.0,65203.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-02-01,58.859,651.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,5352.066,59171.0,59171.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-01,371.779,4108.0,4108.0,0.0,0.0,0.0,0.0,0.0,0.0,5142.543,56855.0,56855.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-04-01,89.703,995.0,995.0,0.0,0.0,0.0,0.0,0.0,0.0,4421.909,48887.0,48887.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-05-01,45.151,497.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,5230.674,57830.0,57830.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-06-01,36.559,403.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,6491.248,71766.0,71766.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-07-01,72.943,805.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,8294.588,91703.0,91703.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-08-01,48.192,533.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,7381.03,81603.0,81603.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-09-01,45.183,497.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,6088.987,67319.0,67319.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-10-01,81.672,906.0,906.0,,,,0.0,0.0,0.0,5179.448,57263.0,57263.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-11-01,114.578,1267.0,1267.0,,,,0.0,0.0,0.0,5416.041,59879.0,59879.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-12-01,860.115,9508.0,9508.0,,,,0.0,0.0,0.0,6369.947,70425.0,70425.0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,
