measured_on,"Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2019-08-01,22623.831,102923.0,893892.0,1166.019,5305.0,46071.0,,,,7273.15,33088.0,287370.0
2019-09-01,12075.521,54936.0,600672.0,1606.604,7309.0,79917.0,,,,4044.875,18401.0,201204.0
2019-10-01,22184.812,100926.0,892092.0,1849.071,8412.0,74355.0,,,,6903.117,31405.0,277587.0
2019-11-01,22298.59,101444.0,880404.0,2082.815,9475.0,82235.0,,,,7798.595,35478.0,307908.0
2019-12-01,19333.658,87955.0,868908.0,2002.025,9108.0,89977.0,,,,5752.317,26169.0,258525.0
2020-01-01,28541.768,129846.0,888756.0,3994.232,18171.0,124376.0,,,,0.0,0.0,0.0
2020-02-01,32085.654,145968.0,881532.0,2535.346,11534.0,69657.0,,,,0.0,0.0,0.0
2020-03-01,10455.051,47564.0,612132.0,1206.949,5491.0,70666.0,,,,0.0,0.0,0.0
2020-04-01,25743.931,117118.0,839232.0,971.069,4418.0,31656.0,,,,0.0,0.0,0.0
2020-05-01,2742.417,12476.0,45816.0,490.583,2232.0,8196.0,,,,0.0,0.0,0.0
2020-06-01,4597.43,20915.0,331380.0,812.57,3697.0,58570.0,,,,0.0,0.0,0.0
2020-07-01,10630.462,48362.0,653508.0,1079.538,4911.0,66365.0,,,,0.0,0.0,0.0
2020-08-01,20978.76,95439.0,959892.0,4628.24,21055.0,211767.0,,,,0.0,0.0,0.0
2020-09-01,18460.5,83983.0,921972.0,3730.5,16971.0,186312.0,,,,0.0,0.0,0.0
2020-10-01,31152.56,141723.0,952332.0,1532.44,6972.0,46847.0,,,,0.0,0.0,0.0
2020-11-01,19816.509,90152.0,866604.0,2300.491,10466.0,100604.0,,,,0.0,0.0,0.0
2020-12-01,26049.073,118506.0,962868.0,4746.927,21595.0,175464.0,,,,0.0,0.0,0.0
2021-01-01,27722.328,126118.0,960067.0,6543.672,29769.0,226618.0,,,,0.0,0.0,0.0
2021-02-01,19786.109,90014.0,903264.0,1916.891,8721.0,87509.0,,,,0.0,0.0,0.0
2021-03-01,24651.443,112148.0,835705.0,2084.557,9483.0,70668.0,,,,0.0,0.0,0.0
2021-04-01,26881.601,122293.0,890623.0,2484.399,11302.0,82311.0,,,,0.0,0.0,0.0
2021-05-01,24844.101,113024.0,870730.0,3503.899,15940.0,122804.0,,,,0.0,0.0,0.0
2021-06-01,18447.344,83923.0,821365.0,3424.656,15580.0,152482.0,,,,0.0,0.0,0.0
2021-07-01,30052.464,136719.0,956948.0,3800.536,17290.0,121019.0,,,,0.0,0.0,0.0
2021-08-01,18220.024,82889.0,901332.0,1762.976,8020.0,87213.0,,,,0.0,0.0,0.0
2021-09-01,24180.809,110007.0,877924.0,3248.191,14777.0,117931.0,,,,0.0,0.0,0.0
2021-10-01,27051.21,123065.0,891531.0,5160.79,23478.0,170085.0,,,,0.0,0.0,0.0
2021-11-01,26661.755,121293.0,850453.0,4219.245,19195.0,134585.0,,,,0.0,0.0,0.0
2021-12-01,29704.721,135137.0,896199.0,4792.279,21802.0,144584.0,,,,0.0,0.0,0.0
2022-01-01,22334.974,101609.0,923946.0,3.71,17.0,153.0,,,,14172.316,64475.0,586275.0
2022-02-01,22575.734,102705.0,856965.0,5.155,23.0,196.0,,,,11071.111,50366.0,420255.0
2022-03-01,13997.581,63680.0,666975.0,1.902,9.0,91.0,,,,8918.517,40573.0,424961.0
2022-04-01,20528.526,93391.0,889000.0,3.044,14.0,132.0,,,,10647.43,48439.0,461093.0
2022-05-01,17472.783,79490.0,838804.0,0.987,4.0,47.0,,,,12132.23,55194.0,582423.0
2022-06-01,16209.907,73744.0,841835.0,1.468,7.0,76.0,,,,9816.625,44659.0,509810.0
2022-07-01,18823.462,85634.0,940514.0,1.711,8.0,85.0,,,,10843.827,49332.0,541812.0
2022-08-01,13832.084,62927.0,1010106.0,1.678,8.0,123.0,,,,6226.238,28325.0,454679.0
2022-09-01,20428.519,92936.0,1085208.0,1.202,5.0,64.0,,,,12025.279,54707.0,638810.0
2022-10-01,17895.447,81412.0,1071527.0,1.772,8.0,106.0,,,,6895.781,31371.0,412899.0
2022-11-01,21994.396,100060.0,1115626.0,2.356,11.0,119.0,,,,12078.248,54948.0,612647.0
2022-12-01,13009.155,59183.0,868562.0,2.561,12.0,171.0,,,,7593.284,34544.0,506969.0
2023-01-01,12107.398,55081.0,731393.0,2.148,10.0,130.0,,,,3752.454,17071.0,226681.0
2023-02-01,22836.739,103892.0,774086.0,3.282,15.0,111.0,,,,9285.979,42245.0,314763.0
2023-03-01,20506.421,93291.0,803762.0,3.153,14.0,124.0,,,,9313.426,42370.0,365046.0
2023-04-01,21437.262,97525.0,875992.0,2.168,10.0,89.0,,,,8657.57,39386.0,353775.0
2023-05-01,22170.18,100860.0,864207.0,2.193,10.0,85.0,,,,10616.627,48299.0,413843.0
2023-06-01,19236.655,87514.0,797449.0,1.292,6.0,54.0,,,,11119.053,50584.0,460937.0
2023-07-01,22059.865,100358.0,798394.0,3.87,18.0,140.0,,,,5500.265,25023.0,199066.0
2023-08-01,19650.254,89396.0,788728.0,1.848,8.0,74.0,,,,10054.898,45743.0,403587.0
2023-09-01,8350.549,37989.0,490717.0,1.174,5.0,69.0,,,,6023.277,27402.0,353956.0
2023-10-01,20874.259,94964.0,855245.0,1.936,9.0,79.0,,,,9537.805,43391.0,390776.0
2023-11-01,18017.047,81966.0,777600.0,2.363,11.0,102.0,,,,7240.59,32940.0,312498.0
2023-12-01,20781.967,94544.0,828196.0,3.153,14.0,126.0,,,,8715.88,39651.0,347342.0
2024-01-01,20990.513,95493.0,854319.0,3.391,15.0,138.0,,,,8338.096,37933.0,339363.0
2024-02-01,16358.698,74421.0,763023.0,2.407,11.0,112.0,,,,5967.895,27150.0,278362.0
2024-03-01,19769.76,89939.0,855128.0,3.381,15.0,146.0,,,,5573.859,25357.0,241094.0
2024-04-01,19030.992,86578.0,820368.0,3.441,16.0,148.0,,,,4523.567,20579.0,194997.0
2024-05-01,19676.431,89515.0,856709.0,1.963,9.0,85.0,,,,7187.606,32699.0,312947.0
2024-06-01,20892.523,95047.0,907617.0,1.968,9.0,85.0,,,,4785.509,21771.0,207893.0
2024-07-01,20575.781,93606.0,868487.0,1.952,9.0,82.0,,,,6166.267,28052.0,260273.0
2024-08-01,10307.239,46891.0,826556.0,1.824,8.0,146.0,,,,3600.937,16382.0,288765.0
2024-09-01,18050.112,82116.0,818538.0,4.293,20.0,195.0,,,,2087.595,9497.0,94668.0
2024-10-01,17925.969,81551.0,871052.0,3.222,15.0,157.0,,,,4191.809,19070.0,203687.0
2024-11-01,18968.675,86295.0,850098.0,4.666,21.0,209.0,,,,5783.659,26312.0,259200.0
2024-12-01,19702.89,89635.0,869259.0,3.665,17.0,162.0,,,,5693.445,25901.0,251185.0
