measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2010-02-01,0.0,0.0,0.0,21038.075,129989.0,721743.0,0.0,0.0,0.0,0.0,0.0,0.0,1386.663,8568.0,47572.0,0.0,0.0,0.0,563.625,3482.0,19336.0,451.809,2792.0,15500.0,4955.400000000001,30618.0,170003.0
2010-03-01,0.0,0.0,0.0,25215.692,155801.0,721743.0,0.0,0.0,0.0,0.0,0.0,0.0,484.72200000000004,2995.0,13874.0,10.537,65.0,302.0,1138.115,7032.0,32576.0,781.965,4832.0,22382.0,5689.334,35153.0,162845.0
2010-04-01,0.0,0.0,0.0,21939.217,135557.0,732952.0,0.0,0.0,0.0,0.0,0.0,0.0,559.114,3455.0,18679.0,46.18,285.0,1543.0,1059.018,6543.0,35380.0,59.386,367.0,1984.0,6690.651000000001,41340.0,223523.0
2010-05-01,0.0,0.0,0.0,20308.989,125484.0,674322.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.0,9188.0,49373.0,101.316,626.0,3364.0,1030.626,6368.0,34220.0,176.459,1090.0,5859.0,5957.197,36808.0,197798.0
2010-06-01,0.0,0.0,0.0,23717.173,146542.0,769230.0,0.0,0.0,0.0,0.0,0.0,0.0,986.192,6093.0,31986.0,0.0,0.0,0.0,855.783,5288.0,27756.0,395.702,2445.0,12834.0,5943.128000000001,36721.0,192756.0
2010-07-01,0.0,0.0,0.0,21847.834,134992.0,694639.0,0.0,0.0,0.0,0.0,0.0,0.0,2027.092,12525.0,64450.0,16.783,104.0,534.0,884.432,5465.0,28120.0,186.228,1151.0,5921.0,4510.0070000000005,27866.0,143393.0
2010-08-01,0.0,0.0,0.0,25764.431,159192.0,819104.0,0.0,0.0,0.0,0.0,0.0,0.0,781.408,4828.0,24843.0,0.0,0.0,0.0,491.06600000000003,3034.0,15612.0,100.43400000000001,621.0,3193.0,4850.993,29973.0,154223.0
2010-09-01,0.0,0.0,0.0,17612.607,108824.0,526617.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.1550000000001,6260.0,30293.0,7.953,49.0,238.0,551.438,3407.0,16488.0,46.656,288.0,1395.0,4943.177000000001,30543.0,147801.0
2010-10-01,0.0,0.0,0.0,20456.743,126397.0,645750.0,0.0,0.0,0.0,2725.38,14651.0,40577.0,3073.822,18992.0,97030.0,23.335,144.0,737.0,246.97,1526.0,7796.0,74.63600000000001,461.0,2356.0,2726.014,16843.0,86051.0
2010-11-01,0.0,0.0,0.0,24145.951,149192.0,735000.0,0.0,0.0,0.0,13750.380000000001,73918.0,208037.0,2080.445,12855.0,63329.0,0.0,0.0,0.0,278.976,1724.0,8492.0,28.515,176.0,868.0,4915.113,30369.0,149616.0
2010-12-01,0.0,0.0,0.0,23285.255,143874.0,714000.0,0.0,0.0,0.0,0.0,0.0,0.0,4567.976000000001,28224.0,140069.0,0.0,0.0,0.0,234.809,1451.0,7200.0,0.0,0.0,0.0,5177.366,31990.0,158755.0
2011-01-01,0.0,0.0,0.0,24029.967,148475.0,798000.0,0.0,0.0,0.0,0.0,0.0,0.0,762.345,4710.0,25316.0,0.0,0.0,0.0,672.598,4156.0,22336.0,0.0,0.0,0.0,7377.6,45584.0,244999.0
2011-02-01,0.0,0.0,0.0,21791.688,134645.0,729750.0,0.0,0.0,0.0,0.0,0.0,0.0,414.522,2561.0,13881.0,0.0,0.0,0.0,977.677,6041.0,32740.0,0.0,0.0,0.0,6324.816,39079.0,211803.0
2011-03-01,0.0,0.0,0.0,23248.568,143647.0,745500.0,0.0,0.0,0.0,0.0,0.0,0.0,2118.653,13091.0,67938.0,0.0,0.0,0.0,837.136,5172.0,26844.0,0.0,0.0,0.0,5335.928,32969.0,171105.0
2011-04-01,0.0,0.0,0.0,26443.837,163390.0,755717.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.041,7538.0,34867.0,2.03,13.0,58.0,539.153,3331.0,15408.0,193.084,1193.0,5518.0,3981.413,24600.0,113782.0
2011-05-01,0.0,0.0,0.0,28815.829,178046.0,751569.0,0.0,0.0,0.0,14976.36,80508.0,213521.0,1779.628,10996.0,46416.0,0.0,0.0,0.0,721.882,4460.0,18828.0,134.308,830.0,3503.0,1909.703,11800.0,49809.0
2011-06-01,4609.209,28479.0,152741.0,21194.982,130958.0,702366.0,0.0,0.0,0.0,5242.02,28179.0,77927.0,2488.133,15374.0,82453.0,9.937,61.0,329.0,675.713,4175.0,22392.0,0.0,0.0,0.0,929.408,5743.0,30799.0
2011-07-01,5242.351,32391.0,165041.0,24692.856,152571.0,777389.0,0.0,0.0,0.0,13990.48,75208.0,192909.0,958.372,5922.0,30172.0,0.0,0.0,0.0,798.289,4932.0,25132.0,0.0,0.0,0.0,1395.624,8623.0,43938.0
2011-08-01,5413.871,33451.0,173725.0,24188.777,149456.0,776192.0,0.0,0.0,0.0,6474.86,34807.0,101462.0,1974.528,12200.0,63360.0,0.0,0.0,0.0,446.26,2757.0,14320.0,13.525,84.0,434.0,1193.98,7377.0,38314.0
2011-09-01,4393.942,27149.0,150158.0,22712.952,140338.0,776192.0,0.0,0.0,0.0,5442.92,29259.0,87728.0,2289.096,14144.0,78227.0,21.852,135.0,747.0,268.157,1657.0,9164.0,234.038,1446.0,7998.0,1276.528,7887.0,43624.0
2011-10-01,3360.904,20766.0,114415.0,10938.962,67589.0,372393.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.714,9816.0,54084.0,126.088,779.0,4292.0,228.771,1414.0,7788.0,54.637,338.0,1860.0,982.014,6068.0,33431.0
2011-11-01,6422.963,39686.0,219014.0,22119.906,136673.0,754257.0,0.0,0.0,0.0,1703.24,9156.0,24161.0,2216.225,13693.0,75570.0,0.345,2.0,12.0,197.662,1221.0,6740.0,515.476,3185.0,17577.0,1204.127,7440.0,41059.0
2011-12-01,6732.541,41599.0,237439.0,22201.383,137177.0,782985.0,0.0,0.0,0.0,2732.24,14688.0,39684.0,2658.455,16426.0,93757.0,51.685,319.0,1823.0,105.48,652.0,3720.0,317.319,1961.0,11191.0,841.783,5201.0,29688.0
2012-01-01,6192.721,38263.0,219703.0,22082.894,136445.0,783447.0,0.0,0.0,0.0,518.42,2787.0,8121.0,3764.288,23259.0,133548.0,1.823,11.0,65.0,130.787,808.0,4640.0,1.748,11.0,62.0,997.997,6166.0,35407.0
2012-02-01,6278.595,38794.0,226099.0,21152.774,130698.0,761733.0,0.0,0.0,0.0,60.76,327.0,1023.0,1712.652,10582.0,61674.0,0.327,2.0,12.0,321.901,1989.0,11592.0,0.0,0.0,0.0,1911.026,11808.0,68818.0
2012-03-01,2573.93,15904.0,90848.0,21940.147,135563.0,774386.0,0.0,0.0,0.0,12519.5,67301.0,180135.0,2708.789,16737.0,95608.0,24.323,150.0,858.0,366.167,2262.0,12924.0,0.0,0.0,0.0,1546.039,9553.0,54568.0
2012-04-01,2598.253,16054.0,96629.0,20762.328,128285.0,772149.0,0.0,0.0,0.0,8081.08,43441.0,114168.0,473.513,2926.0,17610.0,0.0,0.0,0.0,474.645,2933.0,17652.0,0.0,0.0,0.0,2228.508,13769.0,82878.0
2012-05-01,1642.71,10150.0,57441.0,21649.678,133768.0,757029.0,0.0,0.0,0.0,16977.52,91266.0,235922.0,1000.066,6179.0,34970.0,0.168,1.0,6.0,759.683,4694.0,26564.0,0.0,0.0,0.0,1461.655,9031.0,51110.0
2012-06-01,3431.407,21202.0,138744.0,17878.03,110464.0,722873.0,0.0,0.0,0.0,7851.76,42209.0,112677.0,2135.374,13194.0,86341.0,17.305,107.0,700.0,322.9,1995.0,13056.0,0.0,0.0,0.0,1672.633,10335.0,67631.0
2012-07-01,2245.279,13873.0,72127.0,23170.71,143166.0,744335.0,0.0,0.0,0.0,15209.6,81762.0,215221.0,1372.021,8477.0,44075.0,5.674,35.0,182.0,551.489,3408.0,17716.0,0.0,0.0,0.0,2922.696,18059.0,93889.0
2012-08-01,4083.718,25232.0,146099.0,20111.262,124262.0,719502.0,0.0,0.0,0.0,16597.28,89222.0,242918.0,2542.807,15711.0,90972.0,2.794,17.0,100.0,286.225,1769.0,10240.0,0.0,0.0,0.0,2354.283,14547.0,84227.0
2012-09-01,4361.834,26951.0,139162.0,23096.731,142709.0,736890.0,0.0,0.0,0.0,16054.36,86303.0,223541.0,2943.478,18187.0,93910.0,5.529,34.0,176.0,255.638,1580.0,8156.0,0.0,0.0,0.0,2245.435,13874.0,71640.0
2012-10-01,3835.541,23699.0,134734.0,12824.069,79237.0,450482.0,0.0,0.0,0.0,5598.74,30097.0,77099.0,1896.895,11720.0,66634.0,25.108,155.0,882.0,480.189,2967.0,16868.0,12.355,76.0,434.0,1505.274,9301.0,52877.0
2012-11-01,4859.985,30029.0,137465.0,25253.063,156032.0,714284.0,0.0,0.0,0.0,12879.16,69234.0,179451.0,1017.217,6285.0,28772.0,0.416,3.0,12.0,561.428,3469.0,15880.0,0.0,0.0,0.0,4090.186,25272.0,115691.0
2012-12-01,5073.676,31349.0,152545.0,24416.971,150866.0,734118.0,0.0,0.0,0.0,3002.72,16142.0,42744.0,2940.029,18166.0,88395.0,1.173,7.0,35.0,319.033,1971.0,9592.0,0.0,0.0,0.0,3083.577,19053.0,92711.0
2013-01-01,4839.331,29901.0,158818.0,21421.633,132359.0,703017.0,0.0,0.0,0.0,12697.86,68260.0,180367.0,4757.609,29396.0,156136.0,9.317,58.0,306.0,162.35,1003.0,5328.0,214.424,1325.0,7037.0,1599.926,9886.0,52507.0
2013-02-01,4860.599,30032.0,146395.0,21590.822,133404.0,650286.0,0.0,0.0,0.0,12795.86,68786.0,183145.0,1362.897,8421.0,41049.0,9.176,57.0,276.0,349.153,2157.0,10516.0,58.668,362.0,1767.0,3322.943,20532.0,100083.0
2013-03-01,4441.642,27444.0,143541.0,24118.05,149019.0,779426.0,0.0,0.0,0.0,3202.64,17216.0,45850.0,1177.212,7274.0,38044.0,0.0,0.0,0.0,308.444,1906.0,9968.0,62.351,385.0,2015.0,3506.085,21663.0,113307.0
2013-04-01,2036.954,12586.0,171413.0,8390.741,51844.0,706094.0,0.0,0.0,0.0,1825.74,9815.0,26306.0,755.258,4667.0,63556.0,0.0,0.0,0.0,64.74,400.0,5448.0,24.313,150.0,2046.0,616.614,3810.0,51889.0
2013-05-01,2376.108,14681.0,150798.0,11688.692,72221.0,741815.0,0.0,0.0,0.0,2701.86,14524.0,37626.0,1019.544,6300.0,64705.0,2.965,18.0,188.0,188.011,1162.0,11932.0,66.431,410.0,4216.0,1056.216,6526.0,67032.0
2013-06-01,4613.303,28504.0,143516.0,23236.577,143573.0,722873.0,0.0,0.0,0.0,3833.76,20609.0,53111.0,1952.114,12062.0,60729.0,0.0,0.0,0.0,489.244,3023.0,15220.0,496.251,3066.0,15438.0,2971.608,18361.0,92445.0
2013-07-01,5346.3,33033.0,177366.0,22575.238,139487.0,748944.0,0.0,0.0,0.0,111.72,601.0,1619.0,2545.329,15727.0,84442.0,37.929,234.0,1258.0,373.288,2306.0,12384.0,270.049,1669.0,8959.0,2486.144,15361.0,82479.0
2013-08-01,4392.013,27137.0,173381.0,18726.181,115704.0,739242.0,0.0,0.0,0.0,6.86,37.0,201.0,707.864,4374.0,27944.0,117.223,724.0,4628.0,5397.15,33348.0,213060.0,609.377,3765.0,24056.0,2535.009,15663.0,100073.0
2013-09-01,2735.279,16901.0,77859.0,25495.701,157531.0,725729.0,0.0,0.0,0.0,0.0,0.0,0.0,754.46,4662.0,21476.0,178.271,1101.0,5074.0,834.155,5154.0,23744.0,775.416,4791.0,22072.0,3023.074,18679.0,86051.0
2013-10-01,7722.725,47717.0,246836.0,17297.774,106879.0,552878.0,0.0,0.0,0.0,0.0,0.0,0.0,4109.901,25394.0,131362.0,62.733,388.0,2005.0,548.02,3386.0,17516.0,331.703,2050.0,10602.0,2106.432,13015.0,67327.0
2013-11-01,5048.683,31195.0,147280.0,23717.856,146547.0,691898.0,0.0,0.0,0.0,0.0,0.0,0.0,1417.221,8757.0,41343.0,0.0,0.0,0.0,439.874,2718.0,12832.0,190.217,1175.0,5549.0,3005.793,18572.0,87685.0
2013-12-01,5685.782,35131.0,222187.0,18921.271,116910.0,739400.0,0.0,0.0,0.0,0.0,0.0,0.0,3092.898,19110.0,120863.0,0.0,0.0,0.0,173.705,1073.0,6788.0,197.53,1220.0,7719.0,1239.109,7656.0,48422.0
2014-01-01,6493.696,40123.0,240686.0,19437.592,120100.0,720447.0,0.0,0.0,0.0,0.0,0.0,0.0,4776.12,29510.0,177025.0,16.023,99.0,594.0,117.417,725.0,4352.0,140.511,868.0,5208.0,856.072,5289.0,31730.0
2014-02-01,488.979,3021.0,12202.0,201.557,1245.0,5030.0,0.0,0.0,0.0,0.0,0.0,0.0,2671.712,16508.0,66668.0,92.607,572.0,2311.0,0.0,0.0,0.0,0.0,0.0,0.0,133.249,823.0,3325.0
