measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2019-04-01,0.0,0.0,0.0,3246.541,38450.0,61321.0,9960.459,117967.0,188134.0,,,
2019-05-01,0.0,0.0,0.0,6066.701,71851.0,111398.0,10345.299,122525.0,189963.0,,,
2019-06-01,0.0,0.0,0.0,6561.629,77713.0,112934.0,10023.371,118712.0,172515.0,,,
2019-07-01,0.0,0.0,0.0,6257.491,74111.0,119905.0,6879.509,81478.0,131824.0,,,
2019-08-01,0.0,0.0,0.0,5832.984,69083.0,112221.0,8107.016,96016.0,155971.0,,,
2019-09-01,0.0,0.0,0.0,6911.19,81853.0,193901.0,1506.81,17846.0,42275.0,,,
2019-10-01,0.0,0.0,0.0,9672.703,114559.0,214394.0,3166.297,37500.0,70181.0,,,
2019-11-01,0.0,0.0,0.0,8979.544,106349.0,188312.0,5711.456,67644.0,119776.0,,,
2019-12-01,0.0,0.0,0.0,11313.672,133994.0,228867.0,5183.328,61389.0,104855.0,,,
2020-01-01,0.0,0.0,0.0,10380.895,122946.0,225420.0,5312.328,62917.0,115357.0,,,
2020-02-01,0.0,0.0,0.0,10555.143,125010.0,235101.0,4496.599,53256.0,100156.0,,,
2020-03-01,0.0,0.0,0.0,10941.761,129589.0,238098.0,4848.452,57423.0,105505.0,,,
2020-04-01,0.0,0.0,0.0,11707.585,138659.0,236710.0,5624.869,66618.0,113726.0,,,
2020-05-01,0.0,0.0,0.0,7614.401,90181.0,156503.0,3977.381,47106.0,81749.0,,,
2020-06-01,0.0,0.0,0.0,9098.788,107762.0,182200.0,6338.994,75076.0,126936.0,,,
2020-07-01,0.0,0.0,0.0,8815.184,104403.0,180987.0,5320.432,63013.0,109235.0,,,
2020-08-01,0.0,0.0,0.0,9994.386,118369.0,204096.0,6805.102,80596.0,138968.0,,,
2020-09-01,0.0,0.0,0.0,7842.684,92885.0,160417.0,8274.992,98005.0,169259.0,,,
2020-10-01,0.0,0.0,0.0,11917.908,141150.0,232994.0,8022.722,95017.0,156844.0,,,
2020-11-01,0.0,0.0,0.0,11864.022,140512.0,236900.0,7455.293,88297.0,148867.0,,,
2020-12-01,0.0,0.0,0.0,12412.108,147003.0,246768.0,9186.959,108806.0,182648.0,,,
2021-01-01,0.0,0.0,0.0,12638.048,149679.0,248995.0,9687.006,114728.0,190854.0,,,
2021-02-01,0.0,0.0,0.0,8879.164,105161.0,176680.0,10180.87,120577.0,202582.0,,,
2021-03-01,0.0,0.0,0.0,12263.221,145240.0,239577.0,8389.951,99367.0,163908.0,,,
2021-04-01,0.0,0.0,0.0,11337.214,134273.0,247959.0,5202.993,61622.0,113796.0,,,
2021-05-01,0.0,0.0,0.0,11135.816,131887.0,230897.0,7080.116,83853.0,146804.0,,,
2021-06-01,0.0,0.0,0.0,9999.776,118433.0,210536.0,6937.996,82170.0,146073.0,,,
2021-07-01,0.0,0.0,0.0,10115.689,119805.0,205246.0,7589.363,89885.0,153987.0,,,
2021-08-01,0.0,0.0,0.0,12019.414,142352.0,265816.0,4110.745,48686.0,90912.0,,,
2021-09-01,0.0,0.0,0.0,7822.133,92642.0,160630.0,9614.034,113864.0,197428.0,,,
2021-10-01,0.0,0.0,0.0,6187.868,73286.0,133835.0,9659.003,114397.0,208911.0,,,
2021-11-01,0.0,0.0,0.0,7054.185,83546.0,143494.0,11204.959,132706.0,227928.0,,,
2021-12-01,0.0,0.0,0.0,8667.026,102648.0,182116.0,9342.44,110647.0,196308.0,,,
2022-01-01,0.0,0.0,0.0,8524.115,100956.0,183505.0,9823.377,116343.0,211476.0,,,
2022-02-01,0.0,0.0,0.0,8479.679,100429.0,179621.0,8823.007,104495.0,186893.0,,,
2022-03-01,0.0,0.0,0.0,9078.883,107526.0,182267.0,11188.249,132508.0,224615.0,,,
2022-04-01,0.0,0.0,0.0,6971.055,82562.0,167742.0,8708.723,103142.0,209555.0,,,
2022-05-01,0.0,0.0,0.0,6923.562,81999.0,141646.0,9953.711,117887.0,203638.0,,,
2022-06-01,0.0,0.0,0.0,6637.066,78606.0,136527.0,9288.549,110009.0,191069.0,,,
2022-07-01,526.736,6238.0,11229.0,10078.46,119364.0,214855.0,5319.46,63001.0,113402.0,,,
2022-08-01,236.849,2805.0,5474.0,8586.735,101697.0,198469.0,5125.735,60707.0,118474.0,,,
2022-09-01,1935.02,22917.0,42245.0,5597.829,66298.0,122209.0,6383.819,75607.0,139369.0,,,
2022-10-01,1073.627,12716.0,21711.0,9611.438,113833.0,194362.0,7879.454,93320.0,159338.0,,,
2022-11-01,103.101,1221.0,2784.0,9552.466,113135.0,257935.0,3225.898,38206.0,87106.0,,,
2022-12-01,432.542,5123.0,9118.0,10611.562,125678.0,223687.0,8076.429,95653.0,170248.0,,,
2023-01-01,944.506,11186.0,19065.0,11935.299,141356.0,240916.0,7751.281,91802.0,156461.0,,,
2023-02-01,860.224,10188.0,17425.0,10737.447,127169.0,217501.0,6814.161,80704.0,138030.0,,,
2023-03-01,301.431,3570.0,6458.0,12539.649,148514.0,268635.0,6283.295,74416.0,134606.0,,,
2023-04-01,3.372,40.0,123.0,10377.075,122901.0,378548.0,3668.742,43451.0,133833.0,,,
2023-05-01,0.0,0.0,0.0,10785.323,127736.0,226660.0,8694.363,102972.0,182717.0,,,
2023-06-01,0.0,0.0,0.0,7420.49,87885.0,185680.0,5709.692,67623.0,142871.0,,,
2023-07-01,0.0,0.0,0.0,8001.352,94764.0,209480.0,4884.914,57855.0,127890.0,,,
2023-08-01,0.0,0.0,0.0,7955.027,94216.0,197347.0,6227.644,73757.0,154495.0,,,
2023-09-01,0.0,0.0,0.0,8775.579,103934.0,210010.0,7198.052,85250.0,172258.0,,,
2023-10-01,0.0,0.0,0.0,5183.573,61392.0,158407.0,1256.199,14878.0,38389.0,,,
2023-11-01,0.0,0.0,0.0,8954.136,106048.0,238135.0,5586.727,66167.0,148579.0,,,
2023-12-01,0.0,0.0,0.0,9092.508,107687.0,212175.0,7604.229,90061.0,177446.0,,,
2024-01-01,75.26,891.0,2009.0,8270.501,97952.0,220775.0,6370.836,75453.0,170065.0,,,
2024-02-01,0.0,0.0,0.0,9191.984,108865.0,221916.0,6093.111,72164.0,147102.0,,,
2024-03-01,0.0,0.0,0.0,8620.865,102101.0,237932.0,2803.824,33207.0,77384.0,,,
2024-04-01,0.0,0.0,0.0,4416.046,52302.0,174203.0,295.186,3496.0,11644.0,,,
2024-05-01,0.0,0.0,0.0,2993.127,35449.0,89085.0,3921.033,46439.0,116702.0,,,
2024-06-01,0.0,0.0,0.0,4371.286,51771.0,175540.0,0.0,0.0,0.0,,,
2024-07-01,0.0,0.0,0.0,4475.958,53011.0,185867.0,0.0,0.0,0.0,,,
2024-08-01,0.0,0.0,0.0,3997.729,47347.0,169348.0,0.0,0.0,0.0,,,
2024-09-01,0.0,0.0,0.0,4413.539,52272.0,176867.0,0.0,0.0,0.0,,,
2024-10-01,0.0,0.0,0.0,7373.183,87324.0,211862.0,0.0,0.0,0.0,,,
2024-11-01,0.0,0.0,0.0,9036.423,107023.0,228375.0,0.0,0.0,0.0,,,
2024-12-01,0.0,0.0,0.0,8959.599,106113.0,253113.0,0.0,0.0,0.0,,,
