measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Kerosene-Combined Cycle Steam Part Generation,Kerosene-Combined Cycle Steam Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Steam Part Total Fuel Consumed,Kerosene-Combustion (Gas) Turbine (including jet engine design) Generation,Kerosene-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Kerosene-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2010-12-01,399.023,5603.0,5603.0,120.2,0.0,0.0,1.619,41.0,41.0,,,,,,,,,,8615.775,120960.0,120960.0,2595.384,0.0,0.0,6.049,162.0,162.0,,,,0.0,0.0,0.0,,,,,,
2011-01-01,1.087,23.0,23.0,0.249,0.0,0.0,0.7,23.0,23.0,,,,,,,,,,2585.424,37481.0,37481.0,591.604,0.0,0.0,4.026,123.0,123.0,,,,0.0,0.0,0.0,,,,,,
2011-02-01,0.267,6.0,6.0,0.061,0.0,0.0,0.172,6.0,6.0,,,,,,,,,,2332.754,33819.0,33819.0,533.788,0.0,0.0,3.633,112.0,112.0,,,,0.0,0.0,0.0,,,,,,
2011-03-01,0.995,12.0,12.0,0.228,0.0,0.0,0.64,17.0,17.0,,,,,,,,,,2766.8,40112.0,40112.0,633.108,0.0,0.0,4.309,133.0,133.0,,,,0.0,0.0,0.0,,,,,,
2011-04-01,2.6,35.0,35.0,0.595,0.0,0.0,1.673,52.0,52.0,,,,,,,,,,3197.369,46354.0,46354.0,731.632,0.0,0.0,4.98,154.0,154.0,,,,0.0,0.0,0.0,,,,,,
2011-05-01,1.311,17.0,17.0,0.3,0.0,0.0,0.844,23.0,23.0,,,,,,,,,,3218.839,46664.0,46664.0,736.545,0.0,0.0,5.013,155.0,155.0,,,,0.0,0.0,0.0,,,,,,
2011-06-01,0.806,12.0,12.0,0.184,0.0,0.0,0.518,17.0,17.0,,,,,,,,,,3532.357,51209.0,51209.0,808.285,0.0,0.0,5.501,170.0,170.0,,,,0.0,0.0,0.0,,,,,,
2011-07-01,0.679,12.0,12.0,0.155,0.0,0.0,0.437,12.0,12.0,,,,,,,,,,3656.444,53009.0,53009.0,836.679,0.0,0.0,5.695,175.0,175.0,,,,0.0,0.0,0.0,,,,,,
2011-08-01,0.495,6.0,6.0,0.113,0.0,0.0,0.318,12.0,12.0,,,,,,,,,,3896.042,56482.0,56482.0,891.505,0.0,0.0,6.068,187.0,187.0,,,,0.0,0.0,0.0,,,,,,
2011-09-01,0.512,6.0,6.0,0.117,0.0,0.0,0.329,12.0,12.0,,,,,,,,,,3543.005,51364.0,51364.0,810.722,0.0,0.0,5.518,170.0,170.0,,,,0.0,0.0,0.0,,,,,,
2011-10-01,0.34,6.0,6.0,0.078,0.0,0.0,0.219,6.0,6.0,,,,,,,,,,2977.059,43160.0,43160.0,681.22,0.0,0.0,4.637,143.0,143.0,,,,0.0,0.0,0.0,,,,,,
2011-11-01,0.374,6.0,6.0,0.086,0.0,0.0,0.241,6.0,6.0,,,,,,,,,,2683.485,38903.0,38903.0,614.044,0.0,0.0,4.179,129.0,129.0,,,,0.0,0.0,0.0,,,,,,
2011-12-01,0.185,0.0,0.0,0.042,0.0,0.0,0.119,6.0,6.0,,,,,,,,,,2716.771,39386.0,39386.0,621.66,0.0,0.0,4.231,131.0,131.0,,,,0.0,0.0,0.0,,,,,,
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.379,40.0,40.0,,,,0.0,0.0,0.0,,,,2090.304,30651.0,30651.0,524.927,0.0,0.0,0.611,66.0,66.0,,,,0.0,0.0,0.0,,,,,,
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.168,17.0,17.0,0.0,0.0,0.0,,,,,,,1956.305,28687.0,28687.0,491.277,0.0,0.0,0.573,61.0,61.0,,,,0.0,0.0,0.0,,,,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.348,35.0,35.0,0.0,0.0,0.0,,,,,,,2314.104,33934.0,33934.0,581.13,0.0,0.0,0.678,72.0,72.0,,,,0.0,0.0,0.0,,,,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.463,46.0,46.0,0.0,0.0,0.0,,,,,,,2284.605,33502.0,33502.0,573.722,0.0,0.0,0.669,71.0,71.0,,,,0.0,0.0,0.0,,,,,,
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.646,69.0,69.0,0.0,0.0,0.0,,,,,,,2662.213,39039.0,39039.0,668.549,0.0,0.0,0.78,82.0,82.0,,,,0.0,0.0,0.0,,,,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1.291,139.0,139.0,0.0,0.0,0.0,,,,,,,2585.002,37907.0,37907.0,649.159,0.0,0.0,0.757,80.0,80.0,,,,0.0,0.0,0.0,,,,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1.204,127.0,127.0,0.0,0.0,0.0,,,,,,,2853.003,41837.0,41837.0,716.461,0.0,0.0,0.835,88.0,88.0,,,,0.0,0.0,0.0,,,,,,
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.968,104.0,104.0,0.0,0.0,0.0,,,,,,,2845.659,41730.0,41730.0,714.617,0.0,0.0,0.833,88.0,88.0,,,,0.0,0.0,0.0,,,,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.365,40.0,40.0,0.0,0.0,0.0,,,,,,,2649.316,38851.0,38851.0,665.31,0.0,0.0,0.776,82.0,82.0,,,,0.0,0.0,0.0,,,,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.48,52.0,52.0,0.0,0.0,0.0,,,,,,,2383.081,34946.0,34946.0,598.451,0.0,0.0,0.698,74.0,74.0,,,,0.0,0.0,0.0,,,,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.124,12.0,12.0,0.0,0.0,0.0,,,,,,,1902.495,27899.0,27899.0,477.764,0.0,0.0,0.557,59.0,59.0,,,,0.0,0.0,0.0,,,,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.171,17.0,17.0,0.0,0.0,0.0,,,,,,,2136.913,31336.0,31336.0,536.633,0.0,0.0,0.626,66.0,66.0,,,,0.0,0.0,0.0,,,,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,823.0,12474.0,12474.0,17.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,78.0,3815.0,3815.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3.0,427.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,135.8,47.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-01-01,0.0,6.0,6.0,0.0,0.0,0.0,0.206,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.356,3552.0,3552.0,,,,,,,0.0,0.0,0.0,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.118,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.187,2723.0,2723.0,,,,,,,0.0,0.0,0.0,,,
2014-03-01,0.0,6.0,6.0,0.0,0.0,0.0,0.365,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.901,3599.0,3599.0,,,,,,,0.0,0.0,0.0,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.97,17.0,17.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.957,3964.0,3964.0,,,,,,,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.388,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.884,4192.0,4192.0,,,,,,,0.0,0.0,0.0,,,
2014-06-01,0.0,46.0,46.0,0.0,0.0,0.0,0.329,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,400.0,400.0,0.0,0.0,0.0,221.561,4243.0,4243.0,,,,,,,0.0,0.0,0.0,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.308,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.683,4725.0,4725.0,,,,,,,0.0,0.0,0.0,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.275,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.381,5064.0,5064.0,,,,,,,0.0,0.0,0.0,,,
2014-09-01,0.0,6.0,6.0,0.0,0.0,0.0,0.07,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,110.0,110.0,0.0,0.0,0.0,229.664,4399.0,4399.0,,,,,,,0.0,0.0,0.0,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.176,6.0,6.0,0.0,0.0,0.0,,,,,,,1092.0,22769.0,22769.0,0.0,0.0,0.0,216.064,4138.0,4138.0,,,,0.0,0.0,0.0,,,,,,
2014-11-01,0.374,6.0,6.0,0.039,0.0,0.0,0.272,6.0,6.0,0.0,0.0,0.0,,,,,,,1310.626,20300.0,20300.0,137.961,0.0,0.0,159.161,3049.0,3049.0,,,,0.0,0.0,0.0,,,,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.157,6.0,6.0,0.0,0.0,0.0,,,,,,,48.0,3296.0,3296.0,0.0,0.0,0.0,168.567,3228.0,3228.0,,,,0.0,0.0,0.0,,,,,,
2015-01-01,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-03-01,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-06-01,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-09-01,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1092.0,22769.0,22769.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1311.0,20300.0,20300.0,138.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,48.0,3296.0,3296.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.016,6.0,6.0,0.0,0.0,0.0,,,,,,,2645.0,36142.0,36142.0,627.0,0.0,0.0,0.27,88.0,88.0,,,,0.0,0.0,0.0,,,,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252,80.0,80.0,,,,,,,0.0,0.0,0.0,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.015,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.274,87.0,87.0,,,,,,,0.0,0.0,0.0,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.019,6.0,6.0,0.0,0.0,0.0,,,,,,,3446.0,51567.0,51567.0,897.0,0.0,0.0,0.301,95.0,95.0,,,,0.0,0.0,0.0,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,6.0,6.0,0.0,0.0,0.0,,,,,,,2958.0,43337.0,43337.0,900.0,0.0,0.0,0.316,100.0,100.0,,,,0.0,0.0,0.0,,,,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.034,6.0,6.0,0.0,0.0,0.0,,,,,,,13104.0,198169.0,198169.0,4187.0,0.0,0.0,0.346,109.0,109.0,,,,0.0,0.0,0.0,,,,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.103,35.0,35.0,0.0,0.0,0.0,,,,,,,17721.0,259104.0,259104.0,6109.0,0.0,0.0,0.372,118.0,118.0,,,,0.0,0.0,0.0,,,,,,
2016-08-01,52.306,779.0,779.0,15.469,0.0,0.0,0.076,24.0,24.0,0.0,0.0,0.0,,,,,,,6206.694,92413.0,92413.0,1835.531,0.0,0.0,0.374,118.0,118.0,,,,0.0,0.0,0.0,,,,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,6.0,6.0,0.0,0.0,0.0,,,,,,,6409.0,78257.0,78257.0,1553.0,0.0,0.0,0.336,106.0,106.0,,,,0.0,0.0,0.0,,,,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.028,6.0,6.0,0.0,0.0,0.0,,,,,,,11140.0,180629.0,180629.0,3744.0,0.0,0.0,0.303,96.0,96.0,,,,0.0,0.0,0.0,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.035,12.0,12.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.238,75.0,75.0,,,,,,,0.0,0.0,0.0,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.019,6.0,6.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246,78.0,78.0,,,,,,,0.0,0.0,0.0,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.233,169.0,169.0,,,,,,,0.0,0.0,0.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,383.0,6236.0,6236.0,21.0,0.0,0.0,6.772,158.0,158.0,,,,0.0,0.0,0.0,,,,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,2632.0,39363.0,39363.0,711.0,0.0,0.0,7.79,182.0,182.0,,,,0.0,0.0,0.0,,,,,,
2017-04-01,9.632,145.0,145.0,2.993,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,9188.368,138507.0,138507.0,2855.007,0.0,0.0,8.101,189.0,189.0,,,,0.0,0.0,0.0,,,,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,20936.0,317316.0,317316.0,7314.0,0.0,0.0,9.644,225.0,225.0,,,,0.0,0.0,0.0,,,,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,466.0,7838.0,7838.0,0.0,0.0,0.0,9.532,223.0,223.0,,,,0.0,0.0,0.0,,,,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3962.0,60869.0,60869.0,1258.0,0.0,0.0,10.915,256.0,256.0,,,,0.0,0.0,0.0,,,,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,5452.0,82710.0,82710.0,1680.0,0.0,0.0,11.305,264.0,264.0,,,,0.0,0.0,0.0,,,,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,14991.0,227351.0,227351.0,5209.0,0.0,0.0,9.824,230.0,230.0,,,,0.0,0.0,0.0,,,,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,13486.0,200725.0,200725.0,5005.0,0.0,0.0,9.529,223.0,223.0,,,,0.0,0.0,0.0,,,,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3385.0,52933.0,52933.0,1012.0,0.0,0.0,7.546,177.0,177.0,,,,0.0,0.0,0.0,,,,,,
2017-12-01,104.707,1539.0,1539.0,31.446,0.0,0.0,1.492,35.0,35.0,0.0,0.0,0.0,,,,,,,8912.293,131005.0,131005.0,2676.554,0.0,0.0,7.317,171.0,171.0,,,,0.0,0.0,0.0,,,,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,2024.0,28068.0,28068.0,118.0,0.0,0.0,0.438,33.0,33.0,,,,0.0,0.0,0.0,,,,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,653.0,9864.0,9864.0,175.0,0.0,0.0,0.405,31.0,31.0,,,,0.0,0.0,0.0,,,,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,670.0,11390.0,11390.0,106.0,0.0,0.0,0.434,33.0,33.0,,,,0.0,0.0,0.0,,,,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,436.0,7603.0,7603.0,79.0,0.0,0.0,0.46,35.0,35.0,,,,0.0,0.0,0.0,,,,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4981.0,76729.0,76729.0,1621.0,0.0,0.0,0.498,38.0,38.0,,,,0.0,0.0,0.0,,,,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1996.0,31065.0,31065.0,546.0,0.0,0.0,0.563,43.0,43.0,,,,0.0,0.0,0.0,,,,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,1779.0,28198.0,28198.0,453.0,0.0,0.0,0.582,44.0,44.0,,,,0.0,0.0,0.0,,,,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,5526.0,86873.0,86873.0,1755.0,0.0,0.0,0.616,46.0,46.0,,,,0.0,0.0,0.0,,,,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,19271.0,288892.0,288892.0,7294.0,0.0,0.0,0.614,46.0,46.0,,,,0.0,0.0,0.0,,,,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,16994.0,254006.0,254006.0,6158.0,0.0,0.0,0.565,43.0,43.0,,,,0.0,0.0,0.0,,,,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,6209.0,91780.0,91780.0,2081.0,0.0,0.0,0.439,33.0,33.0,,,,0.0,0.0,0.0,,,,,,
2018-12-01,3.959,58.0,58.0,0.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,767.041,11218.0,11218.0,174.101,0.0,0.0,0.386,29.0,29.0,,,,0.0,0.0,0.0,,,,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1658.0,26451.0,26451.0,,,,11.49,256.0,256.0,,,,0.0,0.0,0.0,,,,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,974.0,974.0,0.0,0.0,0.0,10.944,243.0,243.0,,,,,,,0.0,0.0,0.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.937,265.0,265.0,,,,,,,0.0,0.0,0.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,17187.0,253982.0,253982.0,5803.0,0.0,0.0,11.896,264.0,264.0,,,,0.0,0.0,0.0,,,,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,18490.0,290726.0,290726.0,6649.0,0.0,0.0,15.518,345.0,345.0,,,,0.0,0.0,0.0,,,,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,15056.0,225813.0,225813.0,5238.0,0.0,0.0,16.046,356.0,356.0,,,,0.0,0.0,0.0,,,,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,13925.0,212857.0,212857.0,4768.0,0.0,0.0,16.736,371.0,371.0,,,,0.0,0.0,0.0,,,,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,11401.0,164880.0,164880.0,4073.0,0.0,0.0,17.128,381.0,381.0,,,,0.0,0.0,0.0,,,,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,15387.0,228246.0,228246.0,5645.0,0.0,0.0,16.493,366.0,366.0,,,,0.0,0.0,0.0,,,,,,
