measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,63437.0,805059.0,805059.0,30535.0,24851.0,24851.0,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,45138.0,565515.0,565515.0,21629.0,21632.0,21632.0,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,25973.0,319680.0,319680.0,11872.0,3739.0,3739.0,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,20284.0,254632.0,254632.0,9202.0,11880.0,11880.0,,,
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,33339.0,425528.0,425528.0,15860.0,17683.0,17683.0,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,19410.0,255399.0,255399.0,8910.0,11735.0,11735.0,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,16090.0,209167.0,209167.0,7688.0,10788.0,10788.0,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,18874.0,244262.0,244262.0,8605.0,9652.0,9652.0,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,25337.0,334024.0,334024.0,11760.0,12875.0,12875.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,72998.0,943814.0,943814.0,36142.0,37755.0,37755.0,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,75175.0,995565.0,995565.0,37843.0,37312.0,37312.0,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,74268.0,986273.0,986273.0,37377.0,36550.0,36550.0,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,91595.0,1206876.0,1206876.0,47313.0,49890.0,49890.0,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,59077.0,777591.0,777591.0,29901.0,44520.0,44520.0,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,38290.0,493373.0,493373.0,18706.0,31263.0,31263.0,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,49541.0,643840.0,643840.0,24611.0,51436.0,51436.0,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,0.0,0.0,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,22641.0,307356.0,307356.0,9092.0,6815.0,6815.0,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,14991.0,2010663.0,2010663.0,6753.0,4223.0,4223.0,,,
2024-03-01,204.591,2776.0,2776.0,92.292,0.0,0.0,20110.409,272897.0,272897.0,9309.708,7154.0,7154.0,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,13746.0,188534.0,188534.0,6748.0,9106.0,9106.0,,,
2024-05-01,331.939,4695.0,4695.0,170.327,0.0,0.0,61678.061,872340.0,872340.0,33491.673,50798.0,50798.0,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,43041.0,606791.0,606791.0,22785.0,32223.0,32223.0,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,42985.0,606816.0,606816.0,22689.0,34273.0,34273.0,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,84918.0,1216315.0,1216315.0,47766.0,85320.0,85320.0,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,19315.0,286500.0,286500.0,10719.0,19817.0,19817.0,,,
2024-10-01,6.635,93.0,93.0,3.308,0.0,0.0,23768.365,332212.0,332212.0,12599.692,21033.0,21033.0,,,
2024-11-01,2.103,29.0,29.0,1.045,0.0,0.0,52972.897,730013.0,730013.0,28218.955,52204.0,52204.0,,,
2024-12-01,6.144,81.0,81.0,2.786,0.0,0.0,24851.856,328198.0,328198.0,11957.214,20002.0,20002.0,,,
