measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Jet Fuel - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Jet Fuel - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Jet Fuel - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,"Kerosene - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Kerosene - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Kerosene - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Subbituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Subbituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Subbituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed"
2015-11-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2015-12-01,0.0,336.0,336.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-01-01,291.0,4773.0,4773.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-02-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-03-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-04-01,489.0,7794.0,7794.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-05-01,1558.0,25801.0,25801.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2016-06-01,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2016-07-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-08-01,210.0,3599.0,3599.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-09-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-10-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-11-01,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2016-12-01,0.0,218.0,218.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2017-01-01,606.661,9989.0,9989.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-02-01,390.316,6425.0,6425.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-03-01,430.044,7080.0,7080.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-04-01,466.003,7670.0,7670.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-05-01,682.646,11234.0,11234.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-06-01,349.656,5753.0,5753.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-07-01,319.659,5263.0,5263.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-08-01,345.265,5682.0,5682.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-09-01,343.914,5658.0,5658.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-10-01,397.12,6537.0,6537.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-11-01,276.67,4555.0,4555.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2017-12-01,472.046,7770.0,7770.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-01-01,50.377,1386.0,1386.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-02-01,35.23,972.0,972.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-03-01,45.382,1254.0,1254.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-04-01,59.365,1639.0,1639.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-05-01,49.684,1369.0,1369.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-06-01,37.687,1041.0,1041.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-07-01,40.986,1133.0,1133.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-08-01,48.028,1328.0,1328.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-09-01,41.851,1156.0,1156.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-10-01,72.948,2013.0,2013.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-11-01,74.091,2047.0,2047.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2018-12-01,62.371,1719.0,1719.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-01-01,131.909,3347.0,3347.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-02-01,230.724,5861.0,5861.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-03-01,230.755,5861.0,5861.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-04-01,207.787,5273.0,5273.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-05-01,219.026,5564.0,5564.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-06-01,270.432,6868.0,6868.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-07-01,216.895,5506.0,5506.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-08-01,177.944,4516.0,4516.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-09-01,185.438,4708.0,4708.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-10-01,257.342,6536.0,6536.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-11-01,204.451,5191.0,5191.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2019-12-01,210.297,5337.0,5337.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-01-01,-29.762,518.0,518.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-02-01,-47.659,838.0,838.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-03-01,-29.022,512.0,512.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-04-01,-21.108,372.0,372.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-05-01,-30.727,541.0,541.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-06-01,-53.534,943.0,943.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-07-01,-55.22,972.0,972.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-08-01,-35.255,623.0,623.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-09-01,-40.155,704.0,704.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-10-01,-43.516,762.0,762.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-11-01,-38.653,681.0,681.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2020-12-01,-48.389,850.0,850.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-01-01,-44.534,1131.0,1131.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-02-01,-106.127,2703.0,2703.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-03-01,-43.927,1119.0,1119.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-04-01,-39.484,1003.0,1003.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-05-01,-33.266,847.0,847.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-06-01,-25.808,655.0,655.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-07-01,-41.71,1061.0,1061.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-08-01,-35.831,911.0,911.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-09-01,-55.261,1404.0,1404.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-10-01,-30.074,766.0,766.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-11-01,-72.407,1844.0,1844.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2021-12-01,-61.571,1566.0,1566.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-01-01,-42.555,3894.0,3894.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-02-01,-14.684,1342.0,1342.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-03-01,-34.471,3158.0,3158.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-04-01,-18.777,1719.0,1719.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-05-01,-22.985,2107.0,2107.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-06-01,-24.144,2210.0,2210.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-07-01,-9.832,902.0,902.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-08-01,-20.057,1839.0,1839.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-09-01,-15.419,1410.0,1410.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-10-01,-17.796,1627.0,1627.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-11-01,-23.933,2193.0,2193.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2022-12-01,-56.347,5162.0,5162.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-01-01,-121.033,2734.0,2734.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-02-01,-135.851,3069.0,3069.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-03-01,-115.699,2616.0,2616.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-04-01,-65.448,1476.0,1476.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-05-01,-46.3,1048.0,1048.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-06-01,-46.709,1054.0,1054.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-07-01,-62.757,1420.0,1420.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-08-01,-47.757,1079.0,1079.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-09-01,-95.486,2158.0,2158.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-10-01,-77.763,1755.0,1755.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-11-01,-124.414,2809.0,2809.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2023-12-01,-80.783,1823.0,1823.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-01-01,-23.783,495.0,495.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-02-01,-50.192,1066.0,1066.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-03-01,-44.641,945.0,945.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-04-01,-49.918,1060.0,1060.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-05-01,-76.647,1624.0,1624.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-06-01,-29.952,634.0,634.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-07-01,-63.072,1336.0,1336.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-08-01,-38.094,806.0,806.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-09-01,-63.881,1354.0,1354.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-10-01,-35.485,755.0,755.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-11-01,-60.769,1290.0,1290.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
2024-12-01,-72.566,1538.0,1538.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,
