measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,Other - Combined Cycle Combustion Turbine Part - Other - Generation,Other - Combined Cycle Combustion Turbine Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Combustion Turbine Part - Other - Total Fuel Consumed,Other - Combined Cycle Steam Part - Other - Generation,Other - Combined Cycle Steam Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Steam Part - Other - Total Fuel Consumed
2013-12-01,38.662,541.0,541.0,10.516,0.0,0.0,,,,31818.338,445199.0,445199.0,8654.484,0.0,0.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-01,88.368,1220.0,1220.0,27.688,0.0,0.0,,,,33333.632,460172.0,460172.0,10444.312,0.0,0.0,-103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,44.021,602.0,602.0,13.547,0.0,0.0,,,,32068.979,438315.0,438315.0,9868.453,0.0,0.0,228.0,3938.0,3938.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,14.812,210.0,210.0,0.143,0.0,0.0,,,,26046.188,368864.0,368864.0,251.857,0.0,0.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,58.091,817.0,817.0,12.188,0.0,0.0,,,,22375.909,314682.0,314682.0,4694.812,0.0,0.0,7617.0,108140.0,108140.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,180.711,2567.0,2567.0,32.632,0.0,0.0,,,,25974.289,368936.0,368936.0,4690.368,0.0,0.0,3765.0,53691.0,53691.0,,,,,,
2014-06-01,45.487,646.0,646.0,-0.603,0.0,0.0,,,,28753.513,408253.0,408253.0,-381.397,0.0,0.0,1688.0,25607.0,25607.0,,,,,,
2014-07-01,68.638,922.0,922.0,-1.003,0.0,0.0,,,,23541.362,316173.0,316173.0,-343.997,0.0,0.0,11867.0,158759.0,158759.0,,,,,,
2014-08-01,62.632,844.0,844.0,18.119,0.0,0.0,,,,34099.368,459555.0,459555.0,9864.881,0.0,0.0,-83.0,0.0,0.0,,,,,,
2014-09-01,49.685,699.0,699.0,11.88,0.0,0.0,,,,16792.315,236158.0,236158.0,4015.12,0.0,0.0,8217.0,137144.0,137144.0,,,,,,
2014-10-01,40.233,524.0,524.0,9.6,0.0,0.0,,,,36923.767,481273.0,481273.0,8810.4,0.0,0.0,12210.0,151221.0,151221.0,,,,,,
2014-11-01,81.974,1027.0,1027.0,22.821,0.0,0.0,,,,42771.026,535708.0,535708.0,11907.179,0.0,0.0,2829.0,35691.0,35691.0,,,,,,
2014-12-01,83.295,1043.0,1043.0,22.9,0.0,0.0,,,,45564.705,570705.0,570705.0,12527.1,0.0,0.0,-100.0,0.0,0.0,,,,,,
2015-01-01,198.336,2534.0,2534.0,50.207,0.0,0.0,,,,41983.664,536329.0,536329.0,10627.793,0.0,0.0,-9.0,1790.0,1790.0,,,,,,
2015-02-01,43.283,569.0,569.0,10.072,0.0,0.0,,,,34583.717,454290.0,454290.0,8047.928,0.0,0.0,-94.0,1.0,1.0,,,,,,
2015-03-01,142.47,1888.0,1888.0,45.663,0.0,0.0,,,,38558.53,510932.0,510932.0,12358.337,0.0,0.0,-97.0,0.0,0.0,,,,,,
2015-04-01,46.468,591.0,591.0,11.541,0.0,0.0,,,,40954.532,520558.0,520558.0,10171.459,0.0,0.0,15508.0,190328.0,190328.0,,,,,,
2015-05-01,37.686,486.0,486.0,13.332,0.0,0.0,,,,42348.314,545848.0,545848.0,14980.668,0.0,0.0,-80.0,0.0,0.0,,,,,,
2015-06-01,63.205,817.0,817.0,22.207,0.0,0.0,,,,41004.795,530012.0,530012.0,14406.793,0.0,0.0,9364.0,128813.0,128813.0,,,,,,
2015-07-01,29.716,386.0,386.0,10.134,0.0,0.0,,,,40368.284,524906.0,524906.0,13766.866,0.0,0.0,4782.0,60731.0,60731.0,,,,,,
2015-08-01,8.454,110.0,110.0,3.033,0.0,0.0,,,,40975.546,535086.0,535086.0,14697.967,0.0,0.0,299.0,4916.0,4916.0,,,,,,
2015-09-01,29.791,392.0,392.0,10.36,0.0,0.0,,,,37111.209,488230.0,488230.0,12905.64,0.0,0.0,-76.0,126.0,126.0,,,,,,
2015-10-01,3.33,50.0,50.0,0.432,0.0,0.0,,,,4943.67,73758.0,73758.0,641.568,0.0,0.0,38850.0,500013.0,500013.0,,,,,,
2015-11-01,32.894,447.0,447.0,7.837,0.0,0.0,,,,16887.106,229545.0,229545.0,4023.163,0.0,0.0,30522.0,380816.0,380816.0,,,,,,
2015-12-01,11.678,149.0,149.0,3.642,0.0,0.0,,,,43584.322,556253.0,556253.0,13593.358,0.0,0.0,812.0,12197.0,12197.0,,,,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,46671.0,585552.0,585552.0,14717.0,0.0,0.0,-100.0,0.0,0.0,,,,,,
2016-02-01,17.021,221.0,221.0,5.841,0.0,0.0,,,,38373.979,497794.0,497794.0,13168.159,0.0,0.0,-93.0,0.0,0.0,,,,,,
2016-03-01,2.164,28.0,28.0,0.73,0.0,0.0,,,,42296.836,539375.0,539375.0,14266.27,0.0,0.0,2133.0,27337.0,27337.0,,,,,,
2016-04-01,26.294,337.0,337.0,9.168,0.0,0.0,,,,42449.706,543600.0,543600.0,14800.832,0.0,0.0,-83.0,2.0,2.0,,,,,,
2016-05-01,18.682,243.0,243.0,6.631,0.0,0.0,,,,41481.318,539290.0,539290.0,14722.369,0.0,0.0,-26.0,1082.0,1082.0,,,,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,38518.0,505441.0,505441.0,12205.0,0.0,0.0,1356.0,18689.0,18689.0,,,,,,
2016-07-01,0.431,6.0,6.0,0.157,0.0,0.0,,,,45149.569,578007.0,578007.0,16425.843,0.0,0.0,257.0,4631.0,4631.0,,,,,,
2016-08-01,2.591,44.0,44.0,0.552,0.0,0.0,,,,29376.409,500643.0,500643.0,6252.448,0.0,0.0,2192.0,39237.0,39237.0,,,,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,23862.0,347270.0,347270.0,-321.0,0.0,0.0,20588.0,290962.0,290962.0,,,,,,
2016-10-01,8.933,121.0,121.0,-0.085,0.0,0.0,,,,30119.067,409461.0,409461.0,-287.915,0.0,0.0,8663.0,139686.0,139686.0,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,40466.0,511984.0,511984.0,-289.0,0.0,0.0,-99.0,0.0,0.0,,,,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,30847.0,428436.0,428436.0,-308.0,0.0,0.0,-112.0,0.0,0.0,,,,,,
2017-01-01,16.214,208.0,208.0,1.668,0.0,0.0,,,,46782.786,598893.0,598893.0,4812.332,0.0,0.0,191.774,3853.0,3853.0,,,,,,
2017-02-01,16.97,219.0,219.0,3.363,0.0,0.0,,,,53594.03,690973.0,690973.0,10620.637,0.0,0.0,184.327,3704.0,3704.0,,,,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50142.0,556926.0,556926.0,16219.0,0.0,0.0,197.287,3963.0,3963.0,,,,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51382.0,590644.0,590644.0,11969.0,0.0,0.0,167.2,3359.0,3359.0,,,,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48529.0,562310.0,562310.0,11281.0,0.0,0.0,165.661,3328.0,3328.0,,,,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50906.0,577565.0,577565.0,16688.0,0.0,0.0,172.597,3467.0,3467.0,,,,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53871.0,632862.0,632862.0,18638.0,0.0,0.0,186.049,3738.0,3738.0,,,,,,
2017-08-01,10.552,118.0,118.0,3.383,0.0,0.0,,,,60769.448,678459.0,678459.0,19483.617,0.0,0.0,187.994,3777.0,3777.0,,,,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,41180.0,490582.0,490582.0,4610.0,0.0,0.0,158.187,3178.0,3178.0,,,,,,
2017-10-01,7.835,84.0,84.0,2.299,0.0,0.0,,,,57340.165,615867.0,615867.0,16824.701,0.0,0.0,169.174,3399.0,3399.0,,,,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,61942.0,630626.0,630626.0,18370.0,0.0,0.0,205.883,4136.0,4136.0,,,,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,57211.0,593727.0,593727.0,18399.0,0.0,0.0,210.867,4237.0,4237.0,,,,,,
2018-01-01,24.547,258.0,258.0,7.379,0.0,0.0,,,,58592.453,615639.0,615639.0,17612.621,0.0,0.0,6.059,1664.0,1664.0,,,,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52767.0,557519.0,557519.0,15884.0,0.0,0.0,5.367,1474.0,1474.0,,,,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,59004.0,619119.0,619119.0,17959.0,0.0,0.0,5.688,1562.0,1562.0,,,,,,
2018-04-01,6.172,73.0,73.0,0.647,0.0,0.0,,,,43821.828,517495.0,517495.0,4594.353,0.0,0.0,4.29,1178.0,1178.0,,,,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,62083.0,618278.0,618278.0,17393.0,0.0,0.0,4.967,1364.0,1364.0,,,,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,59528.0,594720.0,594720.0,14860.0,0.0,0.0,4.753,1305.0,1305.0,,,,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,61546.0,618832.0,618832.0,17399.0,0.0,0.0,5.187,1424.0,1424.0,,,,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,58011.0,592190.0,592190.0,16392.0,0.0,0.0,5.027,1380.0,1380.0,,,,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50718.0,535318.0,535318.0,13611.0,0.0,0.0,4.715,1295.0,1295.0,,,,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53571.0,598392.0,598392.0,7666.0,0.0,0.0,3.695,1015.0,1015.0,,,,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50934.0,546808.0,546808.0,12220.0,0.0,0.0,4.911,1348.0,1348.0,,,,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,61477.0,645327.0,645327.0,15585.0,0.0,0.0,5.341,1467.0,1467.0,,,,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,58697.0,611857.0,611857.0,16324.0,0.0,0.0,-51.882,1287.0,1287.0,,,,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52552.0,538074.0,538074.0,15184.0,0.0,0.0,-44.79,1111.0,1111.0,,,,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,37331.0,453652.0,453652.0,5385.0,0.0,0.0,-41.666,1033.0,1033.0,,,,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47286.0,500372.0,500372.0,14196.0,0.0,0.0,-42.597,1056.0,1056.0,,,,,,
2019-05-01,0.508,6.0,6.0,0.136,0.0,0.0,,,,35879.492,396021.0,396021.0,9595.864,0.0,0.0,-37.766,937.0,937.0,,,,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,32005.0,361028.0,361028.0,8707.0,0.0,0.0,-33.348,827.0,827.0,,,,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,35699.0,392794.0,392794.0,9518.0,0.0,0.0,-40.974,1016.0,1016.0,,,,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,38155.0,413816.0,413816.0,10076.0,0.0,0.0,-38.184,947.0,947.0,,,,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,34618.0,381538.0,381538.0,3407.0,0.0,0.0,-29.553,733.0,733.0,,,,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45693.0,483805.0,483805.0,12734.0,0.0,0.0,-36.016,894.0,894.0,,,,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,43452.0,469954.0,469954.0,12419.0,0.0,0.0,-38.0,942.0,942.0,,,,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,37666.0,414215.0,414215.0,10084.0,0.0,0.0,-40.224,998.0,998.0,,,,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,46226.0,508256.0,508256.0,13255.0,0.0,0.0,-55.491,1205.0,1205.0,,,,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,32561.0,366115.0,366115.0,7853.0,0.0,0.0,-45.663,993.0,993.0,,,,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,24294.0,308484.0,308484.0,4338.0,0.0,0.0,-43.708,950.0,950.0,,,,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19981.0,235886.0,235886.0,5326.0,0.0,0.0,-37.446,814.0,814.0,,,,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19528.0,233614.0,233614.0,5363.0,0.0,0.0,-38.662,840.0,840.0,,,,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,33019.0,359066.0,359066.0,9360.0,0.0,0.0,-38.337,833.0,833.0,,,,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,24100.0,271869.0,271869.0,6572.0,0.0,0.0,-40.028,870.0,870.0,,,,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,20176.0,234003.0,234003.0,5387.0,0.0,0.0,-38.552,838.0,838.0,,,,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,18840.0,222835.0,222835.0,3824.0,0.0,0.0,-35.274,767.0,767.0,,,,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,23327.0,262926.0,262926.0,1848.0,0.0,0.0,-29.993,651.0,651.0,,,,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,43400.0,457199.0,457199.0,12580.0,0.0,0.0,-54.819,1192.0,1192.0,,,,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51485.0,542452.0,542452.0,15370.0,0.0,0.0,-62.027,1348.0,1348.0,,,,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53960.0,549539.0,549539.0,17991.0,0.0,0.0,216.793,8853.0,8853.0,,,,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50798.0,510978.0,510978.0,16692.0,0.0,0.0,186.287,7608.0,7608.0,,,,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,43925.0,435549.0,435549.0,13039.0,0.0,0.0,182.808,7466.0,7466.0,,,,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,55004.0,548679.0,548679.0,18384.0,0.0,0.0,180.209,7360.0,7360.0,,,,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51214.0,507339.0,507339.0,15631.0,0.0,0.0,196.51,8025.0,8025.0,,,,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,42029.0,426358.0,426358.0,12960.0,0.0,0.0,247.421,10105.0,10105.0,,,,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48523.0,499049.0,499049.0,16626.0,0.0,0.0,281.105,11480.0,11480.0,,,,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48612.0,509452.0,509452.0,17504.0,0.0,0.0,285.034,11641.0,11641.0,,,,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,22824.0,243927.0,243927.0,6906.0,0.0,0.0,233.679,9543.0,9543.0,,,,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49435.0,509555.0,509555.0,17702.0,0.0,0.0,220.387,9001.0,9001.0,,,,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51611.0,538183.0,538183.0,17436.0,0.0,0.0,205.371,8387.0,8387.0,,,,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52296.0,541840.0,541840.0,17620.0,0.0,0.0,214.396,8756.0,8756.0,,,,,,
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,59782.0,622148.0,622148.0,18653.0,0.0,0.0,2990.708,50914.0,50914.0,,,,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,68913.0,755109.0,755109.0,17014.0,0.0,0.0,2556.608,43525.0,43525.0,,,,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,69330.0,704665.0,704665.0,19940.0,0.0,0.0,2515.507,42825.0,42825.0,,,,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,57121.0,597462.0,597462.0,15000.0,0.0,0.0,2363.992,40245.0,40245.0,,,,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,57735.0,590244.0,590244.0,16517.0,0.0,0.0,2792.877,47547.0,47547.0,,,,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51560.0,525060.0,525060.0,17936.0,0.0,0.0,3374.875,57455.0,57455.0,,,,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51712.0,529113.0,529113.0,12799.0,0.0,0.0,4067.692,69250.0,69250.0,,,,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52312.0,534242.0,534242.0,18088.0,0.0,0.0,4087.087,69580.0,69580.0,,,,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47243.0,493487.0,493487.0,16633.0,0.0,0.0,3441.169,58584.0,58584.0,,,,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50248.0,500199.0,500199.0,15598.0,0.0,0.0,2973.407,50620.0,50620.0,,,,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49385.0,506680.0,506680.0,17188.0,0.0,0.0,2814.107,47908.0,47908.0,,,,,,
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52545.0,539868.0,539868.0,18257.0,0.0,0.0,3110.971,52962.0,52962.0,,,,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53566.0,547129.0,547129.0,18149.0,0.0,0.0,3373.311,58830.0,58830.0,,,,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,56710.0,559204.0,559204.0,17584.0,0.0,0.0,3074.281,53614.0,53614.0,,,,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,58671.0,575767.0,575767.0,18228.0,0.0,0.0,3276.895,57148.0,57148.0,,,,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,44928.0,447115.0,447115.0,14472.0,0.0,0.0,2941.668,51302.0,51302.0,,,,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,23454.0,247222.0,247222.0,3004.0,0.0,0.0,3311.474,57751.0,57751.0,,,,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50602.0,519429.0,519429.0,16269.0,0.0,0.0,3865.226,67408.0,67408.0,,,,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,61245.0,612309.0,612309.0,19718.0,0.0,0.0,4665.152,81359.0,81359.0,,,,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,56148.0,560552.0,560552.0,19140.0,0.0,0.0,4674.097,81515.0,81515.0,,,,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,57041.0,560703.0,560703.0,18693.0,0.0,0.0,3963.459,69121.0,69121.0,,,,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,53614.0,529495.0,529495.0,14240.0,0.0,0.0,3334.248,58148.0,58148.0,,,,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,71970.0,760335.0,760335.0,17105.0,0.0,0.0,3309.693,57720.0,57720.0,,,,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,83673.0,875047.0,875047.0,19693.0,0.0,0.0,3589.496,62600.0,62600.0,,,,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,71217.0,727131.0,727131.0,19875.0,0.0,0.0,1076.758,20351.0,20351.0,,,,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,56162.0,556201.0,556201.0,17863.0,0.0,0.0,890.739,16837.0,16837.0,,,,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,62846.0,616987.0,616987.0,19615.0,0.0,0.0,879.152,16617.0,16617.0,,,,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,55418.0,544799.0,544799.0,16474.0,0.0,0.0,805.805,15231.0,15231.0,,,,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,55269.0,535486.0,535486.0,16843.0,0.0,0.0,949.894,17955.0,17955.0,,,,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,46567.0,470810.0,470810.0,9812.0,0.0,0.0,1116.615,21106.0,21106.0,,,,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,57754.0,574795.0,574795.0,19375.0,0.0,0.0,1337.745,25286.0,25286.0,,,,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,63284.0,629645.0,629645.0,20054.0,0.0,0.0,1319.134,24934.0,24934.0,,,,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,59759.0,586523.0,586523.0,19258.0,0.0,0.0,1127.456,21311.0,21311.0,,,,,,
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,42688.0,443825.0,443825.0,12780.0,0.0,0.0,973.448,18400.0,18400.0,,,,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,62432.0,610551.0,610551.0,19499.0,0.0,0.0,921.487,17418.0,17418.0,,,,,,
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,65707.0,638082.0,638082.0,20316.0,0.0,0.0,984.767,18614.0,18614.0,,,,,,
