measured_on,"Anthracite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Anthracite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Anthracite Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2013-04-01,,,,0.0,0.0,0.0,21052.341,123582.0,672455.0,114.436,672.0,3655.0,4720.736,27712.0,150790.0,0.0,0.0,0.0,6801.487,39926.0,217253.0
2013-05-01,,,,0.0,0.0,0.0,22708.843,133306.0,683336.0,0.0,0.0,0.0,5004.912,29380.0,150604.0,0.0,0.0,0.0,6373.245,37412.0,191779.0
2013-06-01,,,,1290.409,7575.0,37339.0,20672.716,121354.0,598176.0,57.334,337.0,1659.0,4099.21,24063.0,118613.0,0.0,0.0,0.0,6821.331,40043.0,197379.0
2013-07-01,,,,0.0,0.0,0.0,21967.331,128953.0,635686.0,0.0,0.0,0.0,7145.141,41944.0,206765.0,995.035,5841.0,28794.0,3837.493,22527.0,111049.0
2013-08-01,,,,277.635,1630.0,7806.0,23673.947,138972.0,665617.0,0.0,0.0,0.0,4910.412,28825.0,138061.0,651.427,3824.0,18316.0,6394.579,37538.0,179790.0
2013-09-01,,,,328.868,1931.0,9653.0,20767.636,121911.0,609602.0,56.168,330.0,1649.0,7267.023,42659.0,213312.0,335.94,1972.0,9861.0,5041.365,29594.0,147982.0
2013-10-01,,,,247.312,1452.0,7806.0,18666.847,109579.0,589189.0,184.235,1082.0,5815.0,7077.905,41549.0,223403.0,184.327,1082.0,5818.0,6579.374,38622.0,207667.0
2013-11-01,,,,1259.391,7393.0,36116.0,20993.167,123235.0,602025.0,451.588,2651.0,12950.0,7801.62,45797.0,223728.0,0.0,0.0,0.0,5877.234,34501.0,168542.0
2013-12-01,,,,1067.444,6266.0,33228.0,20915.413,122778.0,651058.0,113.268,665.0,3526.0,9580.37,56239.0,298219.0,0.0,0.0,0.0,6081.505,35700.0,189306.0
2014-01-01,,,,5566.111,32674.0,176832.0,19727.37,115804.0,626726.0,205.573,1207.0,6531.0,4277.076,25107.0,135880.0,0.0,0.0,0.0,9075.87,53277.0,288335.0
2014-02-01,,,,2093.297,12288.0,82025.0,15216.118,89322.0,596240.0,189.956,1115.0,7443.0,4718.768,27700.0,184904.0,0.0,0.0,0.0,6192.861,36354.0,242666.0
2014-03-01,,,,687.89,4038.0,23529.0,19096.588,112101.0,653184.0,211.472,1241.0,7233.0,6858.325,40260.0,234584.0,0.0,0.0,0.0,5039.725,29584.0,172380.0
2014-04-01,,,,0.0,0.0,0.0,24089.637,141412.0,790598.0,149.459,877.0,4905.0,7205.502,42298.0,236477.0,0.0,0.0,0.0,5065.402,29735.0,166241.0
2014-05-01,,,,133.238,782.0,5594.0,20952.001,122993.0,879666.0,44.783,263.0,1880.0,4672.152,27427.0,196160.0,0.0,0.0,0.0,5612.826,32949.0,235654.0
2014-06-01,,,,37.466,220.0,1490.0,22436.396,131707.0,892271.0,32.678,192.0,1300.0,3172.781,18625.0,126178.0,0.0,0.0,0.0,5463.679,32073.0,217285.0
2014-07-01,,,,37.643,221.0,1464.0,22676.683,133117.0,881828.0,53.754,316.0,2090.0,5119.854,30055.0,199096.0,0.0,0.0,0.0,4648.066,27285.0,180749.0
2014-08-01,,,,442.167,2596.0,14795.0,25411.415,149171.0,850286.0,158.492,930.0,5303.0,5133.071,30132.0,171757.0,0.0,0.0,0.0,6584.855,38655.0,220334.0
2014-09-01,,,,0.0,0.0,0.0,25872.541,151878.0,896750.0,77.7,456.0,2693.0,4942.593,29014.0,171312.0,0.0,0.0,0.0,4182.166,24550.0,144955.0
2014-10-01,,,,0.0,0.0,0.0,26487.219,155486.0,886995.0,49.21,289.0,1648.0,4223.322,24792.0,141429.0,0.0,0.0,0.0,5121.249,30063.0,171499.0
2014-11-01,,,,1733.234,10174.0,63154.0,20611.084,120992.0,751011.0,279.253,1639.0,10175.0,5581.368,32764.0,203370.0,0.0,0.0,0.0,6155.061,36132.0,224273.0
2014-12-01,,,,308.748,1812.0,11041.0,22322.378,131038.0,798236.0,525.791,3087.0,18802.0,6893.555,40467.0,246510.0,0.0,0.0,0.0,4596.528,26983.0,164369.0
2015-01-01,,,,1976.838,11605.0,70252.0,26695.096,156706.0,948678.0,70.18,412.0,2494.0,5583.346,32776.0,198418.0,0.0,0.0,0.0,5108.54,29988.0,181545.0
2015-02-01,,,,2822.211,16567.0,111277.0,22218.251,130426.0,876040.0,78.401,460.0,3091.0,4273.057,25084.0,168482.0,0.0,0.0,0.0,4103.08,24086.0,161780.0
2015-03-01,,,,0.0,0.0,0.0,18005.133,105694.0,590074.0,187.806,1102.0,6155.0,7456.626,43772.0,244372.0,0.0,0.0,0.0,3096.435,18177.0,101478.0
2015-04-01,,,,623.94,3663.0,24767.0,25441.426,149347.0,1009896.0,0.0,0.0,0.0,5052.624,29660.0,200564.0,0.0,0.0,0.0,4242.01,24902.0,168386.0
2015-05-01,,,,279.197,1639.0,10023.0,27264.278,160048.0,978747.0,0.0,0.0,0.0,3882.378,22790.0,139372.0,0.0,0.0,0.0,5029.147,29522.0,180539.0
2015-06-01,,,,384.617,2258.0,13490.0,25849.278,151741.0,906650.0,0.0,0.0,0.0,6590.322,38687.0,231152.0,0.0,0.0,0.0,4283.783,25147.0,150251.0
2015-07-01,,,,526.728,3092.0,17185.0,24421.463,143360.0,796796.0,0.0,0.0,0.0,6741.651,39575.0,219959.0,0.0,0.0,0.0,3976.158,23341.0,129730.0
2015-08-01,,,,76.539,449.0,2835.0,22867.532,134238.0,846933.0,168.424,989.0,6238.0,7338.854,43081.0,271805.0,0.0,0.0,0.0,3806.651,22346.0,140985.0
2015-09-01,,,,130.616,767.0,4885.0,26739.487,156967.0,1000013.0,0.0,0.0,0.0,3563.078,20916.0,133253.0,0.0,0.0,0.0,4631.819,27190.0,173222.0
2015-10-01,,,,0.0,0.0,0.0,24477.974,143691.0,1020408.0,0.0,0.0,0.0,4192.906,24613.0,174789.0,0.0,0.0,0.0,3328.12,19537.0,138739.0
2015-11-01,,,,31.276,184.0,1291.0,20704.721,121542.0,854505.0,116.305,683.0,4800.0,7056.793,41425.0,291241.0,0.0,0.0,0.0,2350.905,13800.0,97024.0
2015-12-01,,,,0.0,0.0,0.0,22845.923,134111.0,885808.0,0.0,0.0,0.0,6448.504,37854.0,250029.0,0.0,0.0,0.0,3949.573,23185.0,153137.0
2016-01-01,,,,987.09,5563.0,40984.0,22731.669,128100.0,943823.0,19.845,112.0,824.0,7277.182,41009.0,302150.0,0.0,0.0,0.0,2696.736,15197.0,111969.0
2016-02-01,,,,119.464,673.0,5204.0,21530.926,121333.0,937825.0,0.0,0.0,0.0,5831.664,32863.0,254010.0,0.0,0.0,0.0,3969.741,22371.0,172910.0
2016-03-01,,,,0.0,0.0,0.0,10607.491,59776.0,482274.0,265.398,1496.0,12066.0,6610.806,37254.0,300563.0,0.0,0.0,0.0,2272.297,12805.0,103311.0
2016-04-01,,,,519.498,2928.0,19655.0,25192.337,141966.0,953136.0,0.0,0.0,0.0,3699.091,20845.0,139953.0,0.0,0.0,0.0,4268.994,24057.0,161515.0
2016-05-01,,,,90.538,510.0,3787.0,22846.405,128746.0,955540.0,0.0,0.0,0.0,6279.445,35387.0,262635.0,0.0,0.0,0.0,4103.044,23122.0,171608.0
2016-06-01,,,,492.751,2777.0,19294.0,24245.23,136629.0,949351.0,0.0,0.0,0.0,4645.745,26180.0,181910.0,0.0,0.0,0.0,3111.338,17533.0,121828.0
2016-07-01,,,,868.798,4896.0,35368.0,24986.724,140808.0,1017201.0,0.0,0.0,0.0,3675.768,20714.0,149639.0,0.0,0.0,0.0,4555.691,25673.0,185461.0
2016-08-01,,,,1366.007,7698.0,54895.0,20835.331,117413.0,837292.0,392.05,2209.0,15755.0,4029.961,22710.0,161949.0,0.0,0.0,0.0,3453.564,19462.0,138785.0
2016-09-01,,,,34.966,197.0,1314.0,23088.778,130112.0,867491.0,32.969,186.0,1239.0,3737.271,21061.0,140417.0,0.0,0.0,0.0,3996.12,22519.0,150142.0
2016-10-01,,,,355.383,2003.0,14503.0,20432.745,115145.0,833844.0,111.659,629.0,4557.0,5791.17,32635.0,236333.0,0.0,0.0,0.0,5125.05,28881.0,209149.0
2016-11-01,,,,0.0,0.0,0.0,22962.857,129403.0,893370.0,112.007,631.0,4358.0,5620.946,31676.0,218683.0,0.0,0.0,0.0,4267.794,24050.0,166039.0
2016-12-01,,,,128.638,725.0,5100.0,23458.187,132194.0,930112.0,32.497,183.0,1288.0,5334.793,30063.0,211523.0,0.0,0.0,0.0,4707.175,26526.0,186638.0
2017-01-01,,,,41.325,217.0,1794.0,19790.407,103884.0,859149.0,97.703,513.0,4242.0,6803.127,35711.0,295340.0,0.0,0.0,0.0,6821.438,35807.0,296135.0
2017-02-01,,,,41.647,219.0,1768.0,17517.485,91953.0,743654.0,292.965,1538.0,12437.0,6290.003,33018.0,267024.0,0.0,0.0,0.0,7678.9,40308.0,325985.0
2017-03-01,,,,223.953,1176.0,9724.0,21137.06,110953.0,917769.0,33.751,177.0,1465.0,4705.211,24699.0,204300.0,0.0,0.0,0.0,9870.025,51810.0,428555.0
2017-04-01,,,,180.121,945.0,8060.0,15833.348,83113.0,708504.0,236.66,1242.0,10590.0,5969.408,31335.0,267117.0,0.0,0.0,0.0,6980.463,36642.0,312359.0
2017-05-01,,,,9.447,50.0,390.0,9298.666,48811.0,383888.0,20.36,107.0,841.0,7126.983,37411.0,294232.0,0.0,0.0,0.0,2220.544,11656.0,91673.0
2017-06-01,,,,31.409,165.0,1300.0,19792.14,103894.0,819181.0,0.0,0.0,0.0,5923.631,31095.0,245174.0,0.0,0.0,0.0,6747.82,35421.0,279287.0
2017-07-01,,,,32.691,172.0,1378.0,19754.33,103695.0,832684.0,0.0,0.0,0.0,5326.184,27958.0,224509.0,0.0,0.0,0.0,7443.795,39074.0,313771.0
2017-08-01,,,,0.0,0.0,0.0,21595.222,113358.0,902111.0,0.0,0.0,0.0,4061.609,21320.0,169668.0,0.0,0.0,0.0,9348.169,49071.0,390507.0
2017-09-01,,,,18.029,95.0,780.0,18704.25,98183.0,809203.0,0.0,0.0,0.0,5926.934,31112.0,256417.0,0.0,0.0,0.0,6685.787,35095.0,289247.0
2017-10-01,,,,166.614,875.0,7540.0,20444.791,107319.0,925217.0,0.367,2.0,17.0,3759.482,19734.0,170133.0,0.0,0.0,0.0,7521.746,39483.0,340392.0
2017-11-01,,,,99.363,522.0,4706.0,17720.746,93020.0,839281.0,13.778,72.0,653.0,5150.987,27039.0,243958.0,0.0,0.0,0.0,6991.126,36698.0,331110.0
2017-12-01,,,,555.372,2915.0,24336.0,19634.616,103067.0,860375.0,0.0,0.0,0.0,6481.794,34024.0,284028.0,0.0,0.0,0.0,8678.218,45554.0,380273.0
2018-01-01,,,,2259.908,12353.0,103272.0,19794.389,108201.0,904553.0,29.406,161.0,1344.0,4125.855,22553.0,188541.0,0.0,0.0,0.0,9099.712,49741.0,415834.0
2018-02-01,,,,233.708,1278.0,10114.0,18559.354,101450.0,803180.0,0.0,0.0,0.0,6670.905,36465.0,288692.0,0.0,0.0,0.0,6943.278,37954.0,300479.0
2018-03-01,,,,128.254,701.0,5772.0,18192.418,99444.0,818739.0,0.0,0.0,0.0,7218.801,39460.0,324878.0,0.0,0.0,0.0,6829.36,37331.0,307351.0
2018-04-01,,,,234.854,1284.0,10556.0,19708.659,107732.0,885845.0,0.0,0.0,0.0,6310.772,34496.0,283650.0,0.0,0.0,0.0,6622.545,36200.0,297664.0
2018-05-01,,,,0.0,0.0,0.0,20268.465,110792.0,963284.0,0.0,0.0,0.0,5581.081,30508.0,265248.0,0.0,0.0,0.0,7349.945,40177.0,349315.0
2018-06-01,,,,3.338,18.0,156.0,15851.336,86647.0,740880.0,0.0,0.0,0.0,6640.602,36299.0,310377.0,0.0,0.0,0.0,6932.158,37893.0,324004.0
2018-07-01,,,,149.487,817.0,6552.0,20793.65,113663.0,911382.0,0.0,0.0,0.0,7004.946,38291.0,307025.0,0.0,0.0,0.0,8461.692,46254.0,370874.0
2018-08-01,,,,132.321,723.0,6058.0,19928.637,108935.0,912387.0,0.0,0.0,0.0,5621.565,30729.0,257371.0,0.0,0.0,0.0,7967.349,43551.0,364767.0
2018-09-01,,,,178.921,978.0,8450.0,18693.78,102185.0,882862.0,0.0,0.0,0.0,3906.781,21355.0,184508.0,0.0,0.0,0.0,7823.358,42764.0,369478.0
2018-10-01,,,,0.0,0.0,0.0,4452.146,24336.0,138943.0,0.0,0.0,0.0,2461.48,13455.0,76818.0,0.0,0.0,0.0,2678.811,14643.0,83600.0
2018-11-01,,,,491.441,2686.0,16354.0,13680.337,74780.0,455249.0,0.0,0.0,0.0,10387.822,56782.0,345682.0,0.0,0.0,0.0,2808.951,15354.0,93475.0
2018-12-01,,,,422.934,2312.0,17368.0,22846.952,124887.0,938222.0,32.184,176.0,1322.0,9138.798,49955.0,375290.0,0.0,0.0,0.0,7470.161,40834.0,306766.0
2019-01-01,,,,1037.253,5670.0,44304.0,20228.624,110575.0,864022.0,0.0,0.0,0.0,5479.454,29952.0,234043.0,0.0,0.0,0.0,8964.385,49001.0,382894.0
2019-02-01,,,,0.568,3.0,26.0,16895.118,92353.0,772903.0,0.0,0.0,0.0,4398.683,24044.0,201227.0,0.0,0.0,0.0,8139.787,44494.0,372372.0
2019-03-01,,,,2.084,11.0,104.0,20113.954,109948.0,1003672.0,0.0,0.0,0.0,5727.388,31307.0,285792.0,0.0,0.0,0.0,5773.492,31559.0,288093.0
2019-04-01,,,,141.754,775.0,7098.0,16141.361,88233.0,808241.0,0.0,0.0,0.0,3847.904,21034.0,192675.0,0.0,0.0,0.0,6847.65,37431.0,342880.0
2019-05-01,,,,62.493,342.0,3276.0,17337.93,94773.0,908885.0,0.0,0.0,0.0,3944.003,21559.0,206752.0,0.0,0.0,0.0,6462.982,35328.0,338801.0
2019-06-01,,,,272.727,1491.0,13104.0,18836.57,102965.0,905061.0,0.0,0.0,0.0,5540.201,30284.0,266196.0,0.0,0.0,0.0,5086.191,27802.0,244382.0
2019-07-01,,,,0.0,0.0,0.0,21543.504,117762.0,988290.0,0.0,0.0,0.0,5583.257,30519.0,256127.0,0.0,0.0,0.0,7306.716,39940.0,335189.0
2019-08-01,,,,0.578,3.0,26.0,20503.601,112078.0,922730.0,0.0,0.0,0.0,7113.623,38885.0,320137.0,0.0,0.0,0.0,6801.27,37177.0,306080.0
2019-09-01,,,,0.0,0.0,0.0,16849.623,92104.0,756483.0,0.0,0.0,0.0,6597.948,36066.0,296222.0,0.0,0.0,0.0,6257.389,34204.0,280933.0
2019-10-01,,,,6.979,38.0,364.0,18430.193,100744.0,961273.0,0.0,0.0,0.0,5071.337,27721.0,264508.0,0.0,0.0,0.0,4984.553,27247.0,259982.0
2019-11-01,,,,242.15,1324.0,12168.0,15909.158,86963.0,799434.0,0.0,0.0,0.0,6238.975,34104.0,313508.0,0.0,0.0,0.0,5042.608,27564.0,253391.0
2019-12-01,,,,86.501,473.0,4238.0,18403.568,100598.0,901658.0,0.0,0.0,0.0,7425.803,40591.0,363817.0,0.0,0.0,0.0,6104.371,33368.0,299075.0
2020-01-01,,,,50.101,274.0,2418.0,20662.085,112944.0,997196.0,0.0,0.0,0.0,5644.53,30854.0,272417.0,0.0,0.0,0.0,7393.027,40412.0,356803.0
2020-02-01,,,,196.902,1076.0,9152.0,20249.496,110689.0,941195.0,0.0,0.0,0.0,6844.407,37413.0,318127.0,0.0,0.0,0.0,6018.161,32897.0,279724.0
2020-03-01,,,,14.418,79.0,676.0,21499.992,117524.0,1008047.0,0.0,0.0,0.0,7845.383,42885.0,367838.0,0.0,0.0,0.0,5331.044,29141.0,249951.0
2020-04-01,,,,0.0,0.0,0.0,10772.437,58885.0,514853.0,0.0,0.0,0.0,5676.147,31027.0,271283.0,0.0,0.0,0.0,3260.614,17823.0,155836.0
2020-05-01,,,,40.336,220.0,1924.0,20425.444,111650.0,974279.0,31.998,175.0,1526.0,5283.339,28880.0,252011.0,0.0,0.0,0.0,6217.04,33984.0,296548.0
2020-06-01,,,,61.699,337.0,2782.0,21344.481,116674.0,962422.0,0.0,0.0,0.0,7446.708,40705.0,335772.0,0.0,0.0,0.0,5223.358,28552.0,235521.0
2020-07-01,,,,399.725,2185.0,19890.0,19627.174,107287.0,976632.0,15.559,85.0,774.0,6313.86,34513.0,314173.0,0.0,0.0,0.0,4831.345,26409.0,240404.0
2020-08-01,,,,0.0,0.0,0.0,20550.046,112331.0,976234.0,0.0,0.0,0.0,4245.921,23209.0,201703.0,0.0,0.0,0.0,7622.801,41668.0,362123.0
2020-09-01,,,,0.0,0.0,0.0,19989.109,109265.0,837955.0,0.0,0.0,0.0,6187.755,33824.0,259394.0,0.0,0.0,0.0,6243.824,34130.0,261745.0
2020-10-01,,,,8.79,48.0,364.0,23184.895,126734.0,960146.0,0.0,0.0,0.0,6428.608,35140.0,266225.0,0.0,0.0,0.0,5473.791,29921.0,226684.0
2020-11-01,,,,0.0,0.0,0.0,19892.052,108735.0,894509.0,0.0,0.0,0.0,5100.941,27883.0,229380.0,0.0,0.0,0.0,6878.403,37599.0,309309.0
2020-12-01,,,,0.622,3.0,26.0,23144.467,126513.0,968002.0,43.897,240.0,1836.0,8433.234,46098.0,352714.0,0.0,0.0,0.0,6722.559,36747.0,281167.0
2021-01-01,,,,0.0,0.0,0.0,22225.073,125245.0,940896.0,0.0,0.0,0.0,10853.739,61164.0,459492.0,0.0,0.0,0.0,5172.866,29151.0,218993.0
2021-02-01,,,,0.0,0.0,0.0,19535.092,110086.0,861226.0,24.084,136.0,1062.0,7962.575,44871.0,351039.0,0.0,0.0,0.0,6072.472,34220.0,267712.0
2021-03-01,,,,0.0,0.0,0.0,21227.49,119623.0,972577.0,0.0,0.0,0.0,6875.298,38744.0,315005.0,0.0,0.0,0.0,7191.406,40526.0,329488.0
2021-04-01,,,,0.0,0.0,0.0,17761.851,100093.0,793909.0,0.0,0.0,0.0,6731.57,37934.0,300884.0,0.0,0.0,0.0,6915.523,38971.0,309106.0
2021-05-01,,,,0.0,0.0,0.0,22239.288,125325.0,1006710.0,0.0,0.0,0.0,6174.788,34797.0,279515.0,0.0,0.0,0.0,5352.472,30163.0,242291.0
2021-06-01,,,,0.0,0.0,0.0,10340.756,58273.0,434320.0,0.0,0.0,0.0,7445.536,41958.0,312719.0,0.0,0.0,0.0,2835.987,15982.0,119114.0
2021-07-01,,,,0.0,0.0,0.0,22665.085,127725.0,991240.0,0.0,0.0,0.0,7211.927,40641.0,315408.0,0.0,0.0,0.0,5764.628,32485.0,252112.0
2021-08-01,,,,0.0,0.0,0.0,23315.908,131392.0,1002611.0,0.0,0.0,0.0,6599.919,37193.0,283804.0,0.0,0.0,0.0,7438.825,41920.0,319878.0
2021-09-01,,,,0.0,0.0,0.0,20549.084,115800.0,909128.0,0.0,0.0,0.0,6393.18,36027.0,282846.0,0.0,0.0,0.0,6030.655,33985.0,266807.0
2021-10-01,,,,0.0,0.0,0.0,20253.991,114137.0,864143.0,0.0,0.0,0.0,7843.041,44198.0,334626.0,0.0,0.0,0.0,6454.764,36375.0,275395.0
2021-11-01,,,,0.0,0.0,0.0,18151.608,102290.0,744571.0,0.0,0.0,0.0,12135.212,68386.0,497781.0,0.0,0.0,0.0,3696.767,20832.0,151640.0
2021-12-01,,,,0.0,0.0,0.0,23328.732,131464.0,982522.0,0.0,0.0,0.0,12260.534,69092.0,516369.0,0.0,0.0,0.0,3738.284,21066.0,157443.0
2022-01-01,,,,0.0,0.0,0.0,20877.786,117653.0,959560.0,0.0,0.0,0.0,9504.128,53559.0,436817.0,0.0,0.0,0.0,4885.266,27530.0,224531.0
2022-02-01,,,,0.0,0.0,0.0,19553.231,110188.0,872530.0,0.0,0.0,0.0,6113.331,34450.0,272797.0,0.0,0.0,0.0,6994.307,39415.0,312109.0
2022-03-01,,,,0.0,0.0,0.0,22941.53,129282.0,1037109.0,0.0,0.0,0.0,7495.29,42238.0,338837.0,0.0,0.0,0.0,6093.463,34338.0,275465.0
2022-04-01,,,,0.0,0.0,0.0,21885.386,123331.0,986102.0,0.0,0.0,0.0,8353.402,47074.0,376384.0,0.0,0.0,0.0,5157.87,29066.0,232401.0
2022-05-01,,,,0.0,0.0,0.0,19895.467,112117.0,960057.0,0.0,0.0,0.0,8111.298,45710.0,391411.0,0.0,0.0,0.0,2816.272,15871.0,135899.0
2022-06-01,,,,0.0,0.0,0.0,13387.982,75445.0,557594.0,0.0,0.0,0.0,8638.467,48680.0,359782.0,0.0,0.0,0.0,3794.482,21383.0,158036.0
2022-07-01,,,,0.0,0.0,0.0,22458.538,126561.0,1025296.0,0.0,0.0,0.0,8901.342,50162.0,406372.0,0.0,0.0,0.0,4521.154,25478.0,206404.0
2022-08-01,,,,0.0,0.0,0.0,20410.6,115020.0,968842.0,0.0,0.0,0.0,6661.47,37539.0,316204.0,0.0,0.0,0.0,4447.722,25064.0,211123.0
2022-09-01,,,,0.0,0.0,0.0,19336.116,108965.0,950024.0,0.0,0.0,0.0,5975.804,33675.0,293604.0,0.0,0.0,0.0,4734.254,26679.0,232604.0
2022-10-01,,,,0.0,0.0,0.0,20795.271,117188.0,987041.0,0.0,0.0,0.0,6162.997,34730.0,292525.0,0.0,0.0,0.0,6504.615,36655.0,308740.0
2022-11-01,,,,0.0,0.0,0.0,20199.218,113829.0,949637.0,0.0,0.0,0.0,5502.615,31009.0,258697.0,0.0,0.0,0.0,6859.367,38655.0,322483.0
2022-12-01,,,,0.0,0.0,0.0,20546.106,115783.0,951516.0,0.0,0.0,0.0,7385.968,41622.0,342053.0,0.0,0.0,0.0,5963.952,33609.0,276198.0
2023-01-01,,,,0.0,0.0,0.0,19960.953,112486.0,937427.0,0.0,0.0,0.0,7627.767,42985.0,358223.0,0.0,0.0,0.0,5038.615,28394.0,236629.0
2023-02-01,,,,0.0,0.0,0.0,22646.51,127620.0,903746.0,0.0,0.0,0.0,8704.359,49052.0,347362.0,0.0,0.0,0.0,5617.214,31655.0,224164.0
2023-03-01,,,,0.0,0.0,0.0,23811.097,134183.0,1002953.0,0.0,0.0,0.0,7954.966,44829.0,335073.0,0.0,0.0,0.0,7831.619,44134.0,329878.0
2023-04-01,,,,0.0,0.0,0.0,21480.09,121047.0,966776.0,0.0,0.0,0.0,6891.239,38834.0,310161.0,0.0,0.0,0.0,6049.126,34089.0,272259.0
2023-05-01,,,,0.0,0.0,0.0,22256.384,125421.0,988522.0,0.0,0.0,0.0,9836.983,55434.0,436912.0,0.0,0.0,0.0,3551.999,20017.0,157763.0
2023-06-01,,,,0.0,0.0,0.0,8133.324,45834.0,387247.0,0.0,0.0,0.0,6429.026,36229.0,306102.0,0.0,0.0,0.0,2532.373,14271.0,120572.0
2023-07-01,,,,0.0,0.0,0.0,11793.572,66460.0,555362.0,0.0,0.0,0.0,7193.153,40536.0,338727.0,0.0,0.0,0.0,5511.488,31059.0,259537.0
2023-08-01,,,,0.0,0.0,0.0,16638.019,93760.0,745864.0,0.0,0.0,0.0,8159.609,45982.0,365786.0,0.0,0.0,0.0,6234.064,35131.0,279466.0
2023-09-01,,,,0.0,0.0,0.0,18342.336,103365.0,845458.0,0.0,0.0,0.0,8249.612,46489.0,380251.0,0.0,0.0,0.0,4917.598,27712.0,226668.0
2023-10-01,,,,0.0,0.0,0.0,17469.481,98446.0,816761.0,0.0,0.0,0.0,8752.303,49322.0,409201.0,0.0,0.0,0.0,3968.77,22365.0,185554.0
2023-11-01,,,,0.0,0.0,0.0,14124.198,79594.0,632546.0,0.0,0.0,0.0,9186.097,51766.0,411395.0,0.0,0.0,0.0,5021.935,28300.0,224905.0
2023-12-01,,,,0.0,0.0,0.0,23421.417,131987.0,1039639.0,0.0,0.0,0.0,10850.359,61145.0,481630.0,0.0,0.0,0.0,6527.53,36785.0,289747.0
2024-01-01,,,,0.0,0.0,0.0,11211.495,63180.0,511438.0,114.801,647.0,5237.0,8465.805,47707.0,386187.0,0.0,0.0,0.0,6106.144,34410.0,278546.0
2024-02-01,,,,0.0,0.0,0.0,16206.309,91327.0,701410.0,99.151,559.0,4291.0,8448.252,47608.0,365641.0,0.0,0.0,0.0,5500.184,30995.0,238048.0
2024-03-01,,,,0.0,0.0,0.0,19794.146,111546.0,843944.0,19.196,108.0,818.0,11379.903,64129.0,485194.0,0.0,0.0,0.0,4563.901,25719.0,194587.0
2024-04-01,,,,0.0,0.0,0.0,21549.384,121437.0,964831.0,18.156,102.0,813.0,10731.654,60476.0,480488.0,0.0,0.0,0.0,2901.851,16353.0,129925.0
2024-05-01,,,,0.0,0.0,0.0,20644.44,116338.0,889315.0,0.0,0.0,0.0,10901.621,61434.0,469617.0,0.0,0.0,0.0,3083.048,17374.0,132811.0
2024-06-01,,,,0.0,0.0,0.0,11056.332,62306.0,463614.0,0.0,0.0,0.0,11942.916,67302.0,500790.0,0.0,0.0,0.0,3304.195,18620.0,138551.0
2024-07-01,,,,0.0,0.0,0.0,15190.172,85601.0,644314.0,0.0,0.0,0.0,11123.928,62687.0,471838.0,0.0,0.0,0.0,4100.943,23110.0,173948.0
2024-08-01,,,,0.0,0.0,0.0,17318.19,97593.0,759522.0,0.0,0.0,0.0,13695.284,77177.0,600632.0,0.0,0.0,0.0,2876.032,16207.0,126134.0
2024-09-01,,,,0.0,0.0,0.0,18395.108,103662.0,807015.0,0.0,0.0,0.0,10454.775,58916.0,458663.0,0.0,0.0,0.0,2448.215,13796.0,107406.0
2024-10-01,,,,0.0,0.0,0.0,14733.38,83027.0,642038.0,0.0,0.0,0.0,8694.315,48995.0,378873.0,0.0,0.0,0.0,3458.862,19492.0,150727.0
