measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2019-07-01,,,,0.0,0.0,0.0,4370.015,25814.0,60046.0,0.0,0.0,2016.0,1232.903,6601.0,10774.0
2019-08-01,,,,0.0,0.0,0.0,3995.288,23600.0,54896.0,0.0,0.0,1843.0,1127.182,6035.0,9850.0
2019-09-01,,,,0.0,0.0,0.0,3217.396,19005.0,44208.0,0.0,0.0,1484.0,907.717,4860.0,7933.0
2019-10-01,,,,0.0,0.0,0.0,2670.471,15774.0,36694.0,0.0,0.0,1232.0,753.414,4034.0,6584.0
2019-11-01,,,,0.0,0.0,0.0,3362.49,19862.0,46202.0,0.0,0.0,1551.0,948.652,5079.0,8290.0
2019-12-01,0.408,2.0,6.0,0.0,0.0,0.0,4179.263,24687.0,57425.0,0.0,0.0,1928.0,1179.086,6313.0,10304.0
2020-01-01,,,,0.0,0.0,0.0,3293.127,19412.0,46399.0,0.0,0.0,0.0,951.196,5176.0,7768.0
2020-02-01,,,,0.0,0.0,0.0,3085.854,18191.0,43478.0,0.0,0.0,0.0,891.328,4851.0,7278.0
2020-03-01,,,,0.0,0.0,0.0,2796.67,16486.0,39404.0,0.0,0.0,0.0,807.799,4396.0,6596.0
2020-04-01,,,,0.0,0.0,0.0,2863.111,16877.0,40340.0,0.0,0.0,0.0,826.99,4500.0,6754.0
2020-05-01,,,,0.0,0.0,0.0,2538.436,14964.0,35765.0,0.0,0.0,0.0,733.21,3990.0,5987.0
2020-06-01,,,,0.0,0.0,0.0,3393.775,20006.0,47817.0,0.0,0.0,0.0,980.269,5335.0,8004.0
2020-07-01,,,,0.0,0.0,0.0,4079.6,24048.0,57480.0,0.0,0.0,0.0,1178.365,6413.0,9623.0
2020-08-01,,,,0.0,0.0,0.0,3634.719,21426.0,51211.0,0.0,0.0,0.0,1049.863,5713.0,8573.0
2020-09-01,,,,0.0,0.0,0.0,3203.864,18886.0,45141.0,0.0,0.0,0.0,925.414,5036.0,7557.0
2020-10-01,,,,0.0,0.0,0.0,2615.239,15416.0,36848.0,0.0,0.0,0.0,755.394,4111.0,6168.0
2020-11-01,,,,0.0,0.0,0.0,2923.746,17235.0,41194.0,0.0,0.0,0.0,844.504,4596.0,6896.0
2020-12-01,1.64,10.0,23.0,0.0,0.0,0.0,3298.219,19442.0,46471.0,0.0,0.0,0.0,952.668,5184.0,7780.0
2021-01-01,,,,0.0,0.0,0.0,3277.353,18949.0,46894.0,0.0,0.0,0.0,891.195,4850.0,8433.0
2021-02-01,,,,0.0,0.0,0.0,3019.474,17458.0,43205.0,0.0,0.0,0.0,821.071,4468.0,7769.0
2021-03-01,,,,0.0,0.0,0.0,3370.147,19486.0,48222.0,0.0,0.0,0.0,916.428,4987.0,8671.0
2021-04-01,,,,0.0,0.0,0.0,2586.533,14955.0,37010.0,0.0,0.0,0.0,703.343,3828.0,6655.0
2021-05-01,,,,0.0,0.0,0.0,2891.187,16717.0,41369.0,0.0,0.0,0.0,786.186,4278.0,7439.0
2021-06-01,,,,0.0,0.0,0.0,3715.122,21481.0,53159.0,0.0,0.0,0.0,1010.235,5498.0,9558.0
2021-07-01,,,,0.0,0.0,0.0,3784.12,21880.0,54145.0,0.0,0.0,0.0,1028.997,5600.0,9736.0
2021-08-01,,,,0.0,0.0,0.0,4069.8,23531.0,58233.0,0.0,0.0,0.0,1106.681,6023.0,10471.0
2021-09-01,,,,0.0,0.0,0.0,3424.332,19799.0,48997.0,0.0,0.0,0.0,931.162,5067.0,8811.0
2021-10-01,,,,0.0,0.0,0.0,2951.553,17066.0,42232.0,0.0,0.0,0.0,802.601,4368.0,7594.0
2021-11-01,,,,0.0,0.0,0.0,4060.946,23480.0,58107.0,0.0,0.0,0.0,1104.273,6009.0,10449.0
2021-12-01,2.422,14.0,35.0,0.0,0.0,0.0,3504.011,20260.0,50137.0,0.0,0.0,0.0,952.828,5185.0,9015.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3093.946,18514.0,36427.0,0.0,0.0,0.0,828.788,4429.0,8507.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2502.148,14972.0,29462.0,0.0,0.0,0.0,670.261,3581.0,6879.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3208.754,19201.0,37781.0,0.0,0.0,0.0,859.543,4593.0,8822.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2539.196,15194.0,29898.0,0.0,0.0,0.0,680.186,3634.0,6981.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2678.584,16028.0,31539.0,0.0,0.0,0.0,717.524,3834.0,7365.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3459.614,20702.0,40735.0,0.0,0.0,0.0,926.742,4952.0,9511.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4105.64,24567.0,48342.0,0.0,0.0,0.0,1099.796,5877.0,11288.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4160.788,24897.0,48991.0,0.0,0.0,0.0,1114.569,5956.0,11439.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3678.948,22014.0,43318.0,0.0,0.0,0.0,985.496,5266.0,10115.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2938.508,17583.0,34600.0,0.0,0.0,0.0,787.151,4206.0,8078.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,3237.091,19370.0,38115.0,0.0,0.0,0.0,867.134,4633.0,8900.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2705.783,16191.0,31859.0,0.0,0.0,0.0,724.81,3873.0,7439.0
2023-01-01,6.949,40.0,145.0,0.0,0.0,0.0,2747.782,15753.0,60348.0,0.0,0.0,0.0,791.014,4340.0,8209.0
2023-02-01,8.609,49.0,191.0,0.0,0.0,0.0,2356.473,13510.0,51755.0,0.0,0.0,0.0,678.367,3722.0,7040.0
2023-03-01,4.43,25.0,98.0,0.0,0.0,0.0,2972.752,17043.0,65289.0,0.0,0.0,0.0,855.778,4696.0,8881.0
2023-04-01,4.619,26.0,104.0,0.0,0.0,0.0,2803.914,16075.0,61581.0,0.0,0.0,0.0,807.174,4429.0,8377.0
2023-05-01,1.896,11.0,40.0,0.0,0.0,0.0,2219.134,12722.0,48738.0,0.0,0.0,0.0,638.831,3505.0,6630.0
2023-06-01,6.899,40.0,150.0,0.0,0.0,0.0,3326.577,19071.0,73060.0,0.0,0.0,0.0,957.635,5255.0,9938.0
2023-07-01,11.039,63.0,243.0,0.0,0.0,0.0,3360.578,19266.0,73807.0,0.0,0.0,0.0,967.423,5308.0,10040.0
2023-08-01,3.475,20.0,75.0,0.0,0.0,0.0,3034.486,17397.0,66645.0,0.0,0.0,0.0,873.549,4793.0,9065.0
2023-09-01,6.062,35.0,133.0,0.0,0.0,0.0,2872.296,16467.0,63083.0,0.0,0.0,0.0,826.859,4537.0,8582.0
2023-10-01,5.943,34.0,133.0,0.0,0.0,0.0,2477.133,14202.0,54404.0,0.0,0.0,0.0,713.102,3913.0,7401.0
2023-11-01,3.626,21.0,81.0,0.0,0.0,0.0,2941.17,16862.0,64595.0,0.0,0.0,0.0,846.686,4646.0,8787.0
2023-12-01,4.615,26.0,104.0,0.0,0.0,0.0,2843.543,16302.0,62452.0,0.0,0.0,0.0,818.582,4492.0,8495.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2543.53,15272.0,63362.0,0.0,0.0,0.0,222.0,1181.0,2342.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2210.968,13275.0,55077.0,0.0,0.0,0.0,291.0,1543.0,2966.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2541.451,15259.0,63310.0,0.0,0.0,0.0,665.0,3527.0,6764.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1928.088,11576.0,48031.0,0.0,0.0,0.0,766.0,4063.0,7722.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2066.863,12410.0,51488.0,0.0,0.0,0.0,898.0,4761.0,8786.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2671.984,16043.0,66562.0,0.0,0.0,0.0,760.0,4031.0,8176.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,3177.092,19076.0,79145.0,0.0,0.0,0.0,817.0,4331.0,8264.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,3116.827,18714.0,77643.0,0.0,0.0,0.0,694.0,3680.0,8474.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2831.654,17002.0,70539.0,0.0,0.0,0.0,372.0,1974.0,3809.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2635.162,15822.0,65645.0,0.0,0.0,0.0,961.0,5097.0,7811.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2851.758,17122.0,71040.0,0.0,0.0,0.0,904.0,4793.0,7305.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2855.623,17145.0,71136.0,0.0,0.0,0.0,707.0,3748.0,5909.0
