measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2014-05-01,0.0,0.0,0.0,,,,12666.0,155919.0,155919.0,5893.0,158.0,158.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2014-06-01,32.0,568.0,568.0,,,,55943.0,677331.0,677331.0,28988.0,33.0,33.0,0.0,28508.0,28508.0,,,,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,,,,150700.0,1811300.0,1811300.0,81469.0,1628.0,1628.0,25469.945,323546.0,323546.0,,,,7329.055,93101.0,93101.0
2014-08-01,10.0,185.0,185.0,,,,48700.0,593598.0,593598.0,25806.0,866.0,866.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2014-09-01,45.0,735.0,735.0,,,,50422.0,599790.0,599790.0,25165.0,2475.0,2475.0,6221.0,84429.0,84429.0,,,,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,,,,71817.0,872227.0,872227.0,38082.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2014-11-01,16.0,283.0,283.0,,,,18056.0,210668.0,210668.0,8250.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,,,,28484.0,342162.0,342162.0,13721.0,115.0,115.0,234.388,2788.0,2788.0,,,,7018.612,83494.0,83494.0
2015-01-01,35.0,848.0,848.0,,,,109315.0,1232532.0,1232532.0,52344.0,722.0,722.0,3744.057,45212.0,45212.0,,,,36607.943,442065.0,442065.0
2015-02-01,173.0,2872.0,2872.0,,,,93754.0,1041699.0,1041699.0,42291.0,667.0,667.0,2920.106,33308.0,33308.0,,,,130288.89,1486145.0,1486145.0
2015-03-01,74.0,1186.0,1186.0,,,,69274.0,767638.0,767638.0,33265.0,2300.0,2300.0,238.61,3484.0,3484.0,,,,2753.39,40207.0,40207.0
2015-04-01,3.0,58.0,58.0,,,,35414.0,402942.0,402942.0,17689.0,631.0,631.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-05-01,20.0,372.0,372.0,,,,6568.0,76820.0,76820.0,3022.0,234.0,234.0,218.013,2502.0,2502.0,,,,5037.987,57821.0,57821.0
2015-06-01,18.0,343.0,343.0,,,,42368.0,526412.0,526412.0,22097.0,165.0,165.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-07-01,25.0,546.0,546.0,,,,534358.0,6007940.0,6007940.0,290829.0,92741.0,92741.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-08-01,19.0,541.0,541.0,,,,517034.0,5827670.0,5827670.0,277723.0,111417.0,111417.0,7510.568,87594.0,87594.0,,,,1511.432,17627.0,17627.0
2015-09-01,107.0,2232.0,2232.0,,,,119623.0,1446602.0,1446602.0,63261.0,1881.0,1881.0,787.673,10068.0,10068.0,,,,19012.327,243016.0,243016.0
2015-10-01,7.0,180.0,180.0,,,,14598.0,171085.0,171085.0,6714.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-11-01,11.0,267.0,267.0,,,,9473.0,100375.0,100375.0,4548.0,1797.0,1797.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-12-01,19.0,453.0,453.0,,,,239356.0,2631728.0,2631728.0,122324.0,15501.0,15501.0,5448.301,63905.0,63905.0,,,,1254.699,14717.0,14717.0
2016-01-01,47.0,1099.0,1099.0,,,,367802.0,4079190.0,4079190.0,178244.0,3476.0,3476.0,718.067,9260.0,9260.0,,,,8104.933,104517.0,104517.0
2016-02-01,36.0,837.0,837.0,,,,460789.0,5122293.0,5122293.0,227587.0,13978.0,13978.0,774.464,8090.0,8090.0,,,,34702.536,362521.0,362521.0
2016-03-01,33.0,796.0,796.0,,,,421885.0,4651249.0,4651249.0,211810.0,24776.0,24776.0,2684.0,30126.0,30126.0,,,,0.0,0.0,0.0
2016-04-01,37.0,831.0,831.0,,,,410557.0,4507466.0,4507466.0,210478.0,62280.0,62280.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-05-01,27.0,622.0,622.0,,,,433770.0,4828798.0,4828798.0,222977.0,87570.0,87570.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,,,,471771.0,5325164.0,5325164.0,249290.0,14617.0,14617.0,297.382,3981.0,3981.0,,,,5757.618,77074.0,77074.0
2016-07-01,33.0,651.0,651.0,,,,510569.0,5831343.0,5831343.0,275914.0,23431.0,23431.0,777.519,10965.0,10965.0,,,,15216.481,214597.0,214597.0
2016-08-01,113.0,2407.0,2407.0,,,,528804.0,6022595.0,6022595.0,283963.0,9695.0,9695.0,690.273,8215.0,8215.0,,,,17035.727,202747.0,202747.0
2016-09-01,47.0,866.0,866.0,,,,136748.0,1570213.0,1570213.0,71899.0,2182.0,2182.0,1451.219,19283.0,19283.0,,,,36104.781,479732.0,479732.0
2016-10-01,15.0,331.0,331.0,,,,122145.0,1460283.0,1460283.0,63843.0,483.0,483.0,2101.078,28054.0,28054.0,,,,53494.922,714275.0,714275.0
2016-11-01,29.0,727.0,727.0,,,,132923.0,1569955.0,1569955.0,67818.0,0.0,0.0,1026.06,14018.0,14018.0,,,,26030.94,355635.0,355635.0
2016-12-01,14.0,395.0,395.0,,,,428244.0,4682970.0,4682970.0,227476.0,60936.0,60936.0,859.102,10121.0,10121.0,,,,27086.898,319101.0,319101.0
2017-01-01,37.0,750.0,750.0,,,,480143.0,5367923.0,5367923.0,234876.0,26497.0,26497.0,362.842,5031.0,5031.0,,,,7819.158,108417.0,108417.0
2017-02-01,13.0,296.0,296.0,,,,421026.0,4648205.0,4648205.0,208854.0,31996.0,31996.0,926.105,13316.0,13316.0,,,,25786.895,370780.0,370780.0
2017-03-01,3.0,110.0,110.0,,,,462948.0,5001269.0,5001269.0,224086.0,15269.0,15269.0,258.117,3316.0,3316.0,,,,4800.883,61671.0,61671.0
2017-04-01,18.0,413.0,413.0,,,,382761.0,4240146.0,4240146.0,197379.0,51815.0,51815.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-05-01,67.0,1540.0,1540.0,,,,408215.0,4574145.0,4574145.0,212076.0,19101.0,19101.0,311.0,3667.0,3667.0,,,,16465.0,194128.0,194128.0
2017-06-01,38.0,802.0,802.0,,,,458131.0,5157262.0,5157262.0,234902.0,15141.0,15141.0,233.115,2668.0,2668.0,,,,6394.885,73193.0,73193.0
2017-07-01,37.0,663.0,663.0,,,,520768.0,5892638.0,5892638.0,277404.0,20971.0,20971.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-08-01,12.0,256.0,256.0,,,,518271.0,5890993.0,5890993.0,280217.0,34646.0,34646.0,347.338,3897.0,3897.0,,,,6513.662,73086.0,73086.0
2017-09-01,101.0,2035.0,2035.0,,,,195612.0,2221579.0,2221579.0,105047.0,12021.0,12021.0,206.57,3070.0,3070.0,,,,3452.43,51314.0,51314.0
2017-10-01,81.0,1622.0,1622.0,,,,178005.0,2034573.0,2034573.0,89366.0,7206.0,7206.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,,,,169944.0,1939103.0,1939103.0,85208.0,4148.0,4148.0,501.084,6653.0,6653.0,,,,7025.916,93278.0,93278.0
2017-12-01,50.0,1064.0,1064.0,,,,454089.0,5094856.0,5094856.0,221992.0,36030.0,36030.0,773.453,8115.0,8115.0,,,,39535.547,414779.0,414779.0
2018-01-01,86.0,1604.0,1604.0,,,,470612.0,5055662.0,5055662.0,228879.0,23641.0,23641.0,2112.654,23373.0,23373.0,,,,102561.35,1134668.0,1134668.0
2018-02-01,0.0,0.0,0.0,,,,381995.0,4230787.0,4230787.0,191442.0,25891.0,25891.0,66.196,1221.0,1221.0,,,,608.804,11227.0,11227.0
2018-03-01,7.0,151.0,151.0,,,,422617.0,4650505.0,4650505.0,211768.0,25676.0,25676.0,290.0,4901.0,4901.0,,,,8413.0,142178.0,142178.0
2018-04-01,0.0,0.0,0.0,,,,190819.0,2226728.0,2226728.0,97363.0,5658.0,5658.0,732.481,11764.0,11764.0,,,,13460.519,216185.0,216185.0
2018-05-01,30.0,622.0,622.0,,,,174992.0,17282.0,17282.0,91354.0,1957849.0,1957849.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-06-01,25.0,488.0,488.0,,,,156277.0,1799621.0,1799621.0,83679.0,11741.0,11741.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-07-01,32.0,523.0,523.0,,,,342409.0,3965413.0,3965413.0,184391.0,27205.0,27205.0,219.207,2740.0,2740.0,,,,904.793,11309.0,11309.0
2018-08-01,38.0,657.0,657.0,,,,344637.0,3962976.0,3962976.0,182861.0,18916.0,18916.0,507.248,6904.0,6904.0,,,,6556.752,89246.0,89246.0
2018-09-01,70.0,1401.0,1401.0,,,,172839.0,2005393.0,2005393.0,86810.0,5755.0,5755.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-10-01,14.0,331.0,331.0,,,,103364.0,1226186.0,1226186.0,52534.0,3938.0,3938.0,706.657,8527.0,8527.0,,,,3636.343,43880.0,43880.0
2018-11-01,25.0,401.0,401.0,,,,55252.0,624013.0,624013.0,27491.0,3729.0,3729.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0,,,,195374.0,2210293.0,2210293.0,97280.0,13250.0,13250.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0,,,,241334.0,2714006.0,2714006.0,116817.0,18503.0,18503.0,563.692,6504.0,6504.0,,,,9739.308,112373.0,112373.0
2019-02-01,10.0,174.0,174.0,,,,185913.0,2082439.0,2082439.0,90069.0,7818.0,7818.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-03-01,4.0,105.0,105.0,,,,68192.0,753544.0,753544.0,32641.0,6666.0,6666.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-04-01,0.0,0.0,0.0,,,,147112.0,4747.0,4747.0,73448.0,1682226.0,1682226.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-05-01,0.0,0.0,0.0,,,,887.0,12355.0,12355.0,312.0,35.0,35.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-06-01,6.0,151.0,151.0,,,,50148.0,1222.0,1222.0,25924.0,583648.0,583648.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-07-01,8.0,145.0,145.0,,,,161704.0,1867773.0,1867773.0,85447.0,12459.0,12459.0,764.476,9167.0,9167.0,,,,9907.524,118799.0,118799.0
2019-08-01,14.0,256.0,256.0,,,,72166.0,929632.0,929632.0,42833.0,599.0,599.0,351.073,4000.0,4000.0,,,,3906.927,44516.0,44516.0
2019-09-01,46.0,797.0,797.0,,,,118672.0,1402340.0,1402340.0,63599.0,1013.0,1013.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-10-01,9.0,174.0,174.0,,,,65331.0,756947.0,756947.0,31280.0,4154.0,4154.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0,,,,111437.0,1254951.0,1254951.0,51787.0,16037.0,16037.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-12-01,32.0,570.0,570.0,,,,217458.0,2436026.0,2436026.0,108154.0,28195.0,28195.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-01-01,9.0,169.0,169.0,,,,341898.0,3854402.0,3854402.0,168298.0,11890.0,11890.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,,,,137619.0,1563897.0,1563897.0,67075.0,3766.0,3766.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,,,,78031.0,4815.0,4815.0,39161.0,884623.0,884623.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,,,,104952.0,5718.0,5718.0,53118.0,1210234.0,1210234.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-05-01,31.0,639.0,639.0,,,,69326.0,802200.0,802200.0,35595.0,3484.0,3484.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-06-01,25.0,535.0,535.0,,,,55538.0,638225.0,638225.0,29624.0,5375.0,5375.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-07-01,72.0,1447.0,1447.0,,,,210419.0,2477871.0,2477871.0,114381.0,20150.0,20150.0,275.329,2946.0,2946.0,,,,4011.671,42928.0,42928.0
2020-08-01,122.0,2383.0,2383.0,,,,25187.0,979.0,979.0,13116.0,303261.0,303261.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-09-01,77.0,1395.0,1395.0,,,,9567.0,120005.0,120005.0,4928.0,593.0,593.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-10-01,9.0,180.0,180.0,,,,41846.0,460946.0,460946.0,19859.0,3657.0,3657.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-11-01,0.0,0.0,0.0,,,,75651.0,826109.0,826109.0,38353.0,870.0,870.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,,,,98131.0,1083732.0,1083732.0,48384.0,17364.0,17364.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,,,,305438.0,3431754.0,3431754.0,147438.0,5433.0,5433.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,,,,128680.0,1446363.0,1446363.0,54805.0,3425.0,3425.0,398.243,4987.0,4987.0,,,,9862.757,123505.0,123505.0
2021-03-01,0.0,0.0,0.0,,,,48618.0,546910.0,546910.0,22564.0,3449.0,3449.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-04-01,10.0,198.0,198.0,,,,15563.0,181457.0,181457.0,8263.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,,,,3192.0,40418.0,40418.0,1438.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,,,,82272.0,987678.0,987678.0,43329.0,4425.0,4425.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,,,,17582.0,211068.0,211068.0,9783.0,1503.0,1503.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,,,,38737.0,458873.0,458873.0,19813.0,2233.0,2233.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,,,,6948.0,86014.0,86014.0,3464.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2021-10-01,0.0,0.0,0.0,,,,9425.0,112465.0,112465.0,4740.0,348.0,348.0,,,,0.0,0.0,0.0,,,
2021-11-01,0.0,0.0,0.0,,,,41921.0,491337.0,491337.0,20950.0,1.0,1.0,,,,0.0,0.0,0.0,,,
2021-12-01,0.0,0.0,0.0,,,,92835.0,1634.0,1634.0,46727.0,1064414.0,1064414.0,,,,0.0,0.0,0.0,,,
2022-01-01,0.0,0.0,0.0,,,,229419.0,27869.0,27869.0,114234.0,2615349.0,2615349.0,,,,,,,,,
2022-02-01,0.0,0.0,0.0,,,,81232.0,11700.0,11700.0,40707.0,922074.0,922074.0,,,,,,,,,
2022-03-01,0.0,0.0,0.0,,,,40054.0,459129.0,459129.0,21276.0,3297.0,3297.0,,,,,,,,,
2022-04-01,0.0,0.0,0.0,,,,2249.0,26935.0,26935.0,1014.0,11.0,11.0,,,,,,,,,
2022-05-01,0.0,0.0,0.0,,,,1440.0,20978.0,20978.0,578.0,0.0,0.0,,,,,,,,,
2022-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-07-01,0.0,0.0,0.0,,,,282647.0,3326653.0,3326653.0,160021.0,25155.0,25155.0,,,,,,,,,
2022-08-01,0.0,0.0,0.0,,,,133720.0,1527732.0,1527732.0,70055.0,20122.0,20122.0,,,,,,,,,
2022-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-10-01,0.0,0.0,0.0,,,,3935.0,49765.0,49765.0,1941.0,486.0,486.0,,,,,,,,,
2022-11-01,0.0,0.0,0.0,,,,56940.0,635915.0,635915.0,28617.0,4527.0,4527.0,,,,,,,,,
2022-12-01,0.0,0.0,0.0,,,,228809.0,2583183.0,2583183.0,117954.0,10672.0,10672.0,,,,,,,,,
2023-01-01,0.0,0.0,0.0,,,,182970.0,2177298.0,2177298.0,94139.0,2792.0,2792.0,,,,,,,,,
2023-02-01,0.0,0.0,0.0,,,,267131.0,2964553.0,2964553.0,137897.0,2674.0,2674.0,,,,,,,,,
2023-03-01,0.0,0.0,0.0,,,,76573.0,904640.0,904640.0,39831.0,0.0,0.0,,,,,,,,,
2023-04-01,0.0,0.0,0.0,,,,5033.0,67228.0,67228.0,2431.0,34.0,34.0,,,,,,,,,
2023-05-01,0.0,0.0,0.0,,,,91384.0,1095779.0,1095779.0,50828.0,0.0,0.0,,,,,,,,,
2023-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-07-01,0.0,0.0,0.0,,,,67659.0,814233.0,814233.0,39232.0,3463.0,3463.0,,,,,,,,,
2023-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-10-01,0.0,0.0,0.0,,,,5524.0,65267.0,65267.0,2848.0,18.0,18.0,,,,,,,,,
2023-11-01,0.0,0.0,0.0,,,,5856.0,64839.0,64839.0,2920.0,8.0,8.0,,,,,,,,,
2023-12-01,0.0,0.0,0.0,,,,154168.0,1746842.0,1746842.0,80013.0,7986.0,7986.0,,,,,,,,,
2024-01-01,0.0,0.0,0.0,,,,256552.0,2950737.0,2950737.0,129238.0,10204.0,10204.0,,,,,,,,,
2024-02-01,0.0,0.0,0.0,,,,219559.0,2529161.0,2529161.0,115112.0,22202.0,22202.0,,,,,,,,,
2024-03-01,0.0,0.0,0.0,,,,359106.0,4000869.0,4000869.0,190404.0,10216.0,10216.0,,,,,,,,,
2024-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2024-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2024-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2024-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
