measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2016-03-01,711.645,6522.0,34326.0,13.137,120.0,634.0,6606.0,60987.0,60987.0,96.259,882.0,4643.0,5099.959,46739.0,245998.0
2016-04-01,347.937,4821.0,26452.0,25.083,348.0,1907.0,4347.0,40132.0,40132.0,5.967,83.0,454.0,2064.013,28598.0,156914.0
2016-05-01,285.339,3460.0,21454.0,16.383,199.0,1232.0,1764.0,16285.0,16285.0,142.862,1732.0,10742.0,1811.416,21967.0,136197.0
2016-06-01,564.197,5655.0,29026.0,25.439,255.0,1309.0,3290.0,30373.0,30373.0,20.573,206.0,1058.0,4018.791,40283.0,206753.0
2016-07-01,1039.308,7889.0,38239.0,2.736,21.0,101.0,1961.0,18104.0,18104.0,91.437,694.0,3364.0,5331.519,40471.0,196159.0
2016-08-01,709.794,6858.0,30263.0,34.863,337.0,1486.0,1053.0,9721.0,9721.0,51.421,497.0,2192.0,3968.922,38346.0,169219.0
2016-09-01,1010.279,9709.0,41747.0,12.898,124.0,533.0,794.0,7330.0,7330.0,0.0,0.0,0.0,4731.823,45475.0,195529.0
2016-10-01,688.829,7232.0,37128.0,15.272,160.0,823.0,759.0,7007.0,7007.0,68.493,719.0,3692.0,4258.406,44708.0,229529.0
2016-11-01,927.215,7570.0,40384.0,12.373,101.0,539.0,1937.0,17882.0,17882.0,0.0,0.0,0.0,4378.412,35745.0,190698.0
2016-12-01,895.876,8376.0,50455.0,25.026,234.0,1409.0,3965.0,36605.0,36605.0,7.942,74.0,447.0,4861.156,45450.0,273775.0
2017-01-01,1658.892,9911.0,45222.0,0.0,0.0,0.0,2711.36,24980.0,24980.0,160.617,960.0,4379.0,13701.491,81861.0,373509.0
2017-02-01,2171.735,11946.0,52950.0,0.0,0.0,0.0,2698.769,24864.0,24864.0,46.253,254.0,1128.0,15715.012,86444.0,383153.0
2017-03-01,1075.182,8015.0,38079.0,0.0,0.0,0.0,3324.745,30631.0,30631.0,172.369,1285.0,6105.0,8148.449,60742.0,288589.0
2017-04-01,266.395,5177.0,31978.0,0.0,0.0,0.0,4624.063,42601.0,42601.0,0.0,0.0,0.0,1488.605,28927.0,178694.0
2017-05-01,315.04,3429.0,21048.0,0.0,0.0,0.0,4837.818,44571.0,44571.0,229.709,2500.0,15347.0,1873.251,20389.0,125152.0
2017-06-01,734.538,8225.0,41206.0,0.0,0.0,0.0,3696.193,34053.0,34053.0,133.979,1500.0,7516.0,3509.483,39299.0,196874.0
2017-07-01,765.942,7474.0,36122.0,0.0,0.0,0.0,3078.012,28358.0,28358.0,0.0,0.0,0.0,3919.058,38243.0,184823.0
2017-08-01,685.488,6209.0,30758.0,0.0,0.0,0.0,1935.787,17834.0,17834.0,51.247,464.0,2300.0,4177.265,37837.0,187436.0
2017-09-01,751.629,7385.0,35639.0,0.0,0.0,0.0,1460.01,13451.0,13451.0,106.029,1042.0,5027.0,4667.342,45857.0,221304.0
2017-10-01,623.354,7018.0,35461.0,0.0,0.0,0.0,1404.847,12943.0,12943.0,0.664,7.0,38.0,3088.982,34779.0,175724.0
2017-11-01,428.843,5512.0,35080.0,0.0,0.0,0.0,3325.944,30642.0,30642.0,172.132,2212.0,14081.0,2153.025,27673.0,176118.0
2017-12-01,141.96,1285.0,6279.0,0.0,0.0,0.0,2576.452,23737.0,23737.0,8.689,79.0,384.0,5932.351,53690.0,262382.0
2018-01-01,5235.426,27814.0,110515.0,0.0,0.0,0.0,2779.433,25304.0,25304.0,203.542,1081.0,4297.0,16413.032,87196.0,346465.0
2018-02-01,2464.013,13454.0,59559.0,0.0,0.0,0.0,2974.415,27079.0,27079.0,129.797,709.0,3137.0,15684.19,85642.0,379111.0
2018-03-01,996.907,7622.0,41587.0,0.0,0.0,0.0,3296.137,30008.0,30008.0,126.706,969.0,5286.0,7039.387,53820.0,293656.0
2018-04-01,423.09,5948.0,33885.0,0.0,0.0,0.0,3951.65,35976.0,35976.0,4.956,70.0,397.0,2132.954,29984.0,170826.0
2018-05-01,55.014,2253.0,18754.0,0.0,0.0,0.0,3225.107,29361.0,29361.0,36.666,1502.0,12499.0,409.32,16767.0,139534.0
2018-06-01,928.504,10686.0,43639.0,0.0,0.0,0.0,1471.423,13396.0,13396.0,26.273,302.0,1235.0,3412.223,39272.0,160373.0
2018-07-01,671.167,5752.0,29842.0,0.0,0.0,0.0,1271.566,11576.0,11576.0,47.324,406.0,2104.0,4367.509,37429.0,194195.0
2018-08-01,960.776,8216.0,37507.0,0.0,0.0,0.0,1752.755,15957.0,15957.0,17.913,153.0,699.0,4121.311,35242.0,160890.0
2018-09-01,722.384,7092.0,38581.0,0.0,0.0,0.0,1681.494,15308.0,15308.0,41.758,410.0,2230.0,4645.858,45609.0,248122.0
2018-10-01,631.009,6033.0,33598.0,0.0,0.0,0.0,2506.224,22817.0,22817.0,5.679,54.0,302.0,3703.312,35406.0,197184.0
2018-11-01,603.884,6291.0,37865.0,0.0,0.0,0.0,3449.105,31401.0,31401.0,13.765,143.0,863.0,3315.351,34539.0,207881.0
2018-12-01,851.273,7710.0,49412.0,0.0,0.0,0.0,3694.691,33636.0,33636.0,137.732,1247.0,7995.0,3930.995,35603.0,228176.0
2019-01-01,2208.105,12620.0,56798.0,0.0,0.0,0.0,4199.438,37396.0,37396.0,102.622,586.0,2640.0,13970.273,79842.0,359353.0
2019-02-01,1688.144,9835.0,47000.0,0.0,0.0,0.0,3900.366,34733.0,34733.0,199.584,1163.0,5557.0,12798.272,74560.0,356316.0
2019-03-01,797.855,7770.0,42371.0,0.0,0.0,0.0,4116.672,36659.0,36659.0,2.847,28.0,151.0,4608.298,44876.0,244729.0
2019-04-01,581.319,6490.0,35354.0,0.0,0.0,0.0,4463.727,39749.0,39749.0,33.666,376.0,2048.0,2698.015,30121.0,164086.0
2019-05-01,85.03,2029.0,14083.0,0.0,0.0,0.0,4741.98,42227.0,42227.0,43.136,1029.0,7144.0,616.834,14718.0,102159.0
2019-06-01,742.886,8449.0,43824.0,0.0,0.0,0.0,3378.388,30085.0,30085.0,1.816,21.0,107.0,3378.298,38424.0,199289.0
2019-07-01,555.631,5728.0,28198.0,0.0,0.0,0.0,2051.608,18270.0,18270.0,22.345,230.0,1134.0,3234.024,33342.0,164124.0
2019-08-01,683.85,6737.0,30862.0,0.0,0.0,0.0,1153.887,10275.0,10275.0,2.652,26.0,120.0,3571.498,35184.0,161182.0
2019-09-01,1018.335,8688.0,42383.0,0.0,0.0,0.0,1025.423,9131.0,9131.0,0.0,0.0,0.0,5390.665,45991.0,224359.0
2019-10-01,751.799,6902.0,31824.0,0.0,0.0,0.0,2237.957,19929.0,19929.0,14.287,131.0,605.0,3771.914,34627.0,159668.0
2019-11-01,595.032,5863.0,33650.0,0.0,0.0,0.0,2729.469,24306.0,24306.0,12.7,125.0,718.0,3502.268,34507.0,198058.0
2019-12-01,820.359,7127.0,42950.0,0.0,0.0,0.0,3702.085,32967.0,32967.0,60.647,527.0,3175.0,4680.994,40667.0,245077.0
2020-01-01,2358.102,13740.0,66264.0,0.0,0.0,0.0,3297.476,28909.0,28909.0,31.163,182.0,876.0,11155.735,65000.0,313481.0
2020-02-01,2411.548,13587.0,59504.0,0.0,0.0,0.0,2810.307,24638.0,24638.0,330.643,1863.0,8159.0,12335.809,69501.0,304381.0
2020-03-01,985.305,8198.0,43271.0,0.0,0.0,0.0,3835.028,33622.0,33622.0,95.971,798.0,4215.0,5580.724,46432.0,245086.0
2020-04-01,585.913,5690.0,36265.0,0.0,0.0,0.0,4137.781,36276.0,36276.0,25.446,247.0,1575.0,2860.641,27783.0,177058.0
2020-05-01,460.94,5383.0,28508.0,0.0,0.0,0.0,3728.877,32691.0,32691.0,30.559,357.0,1890.0,2422.501,28292.0,149827.0
2020-06-01,374.15,5081.0,25484.0,0.0,0.0,0.0,1234.211,10820.0,10820.0,77.048,1046.0,5248.0,1993.802,27074.0,135802.0
2020-07-01,396.291,4989.0,26520.0,0.0,0.0,0.0,1567.661,13744.0,13744.0,79.266,998.0,5305.0,1575.443,19836.0,105430.0
2020-08-01,522.172,4293.0,20698.0,0.0,0.0,0.0,847.568,7431.0,7431.0,2.543,21.0,101.0,4714.879,38765.0,186891.0
2020-09-01,197.415,2133.0,11299.0,0.0,0.0,0.0,482.483,4230.0,4230.0,63.513,686.0,3635.0,4311.072,46580.0,246741.0
2020-10-01,132.939,1085.0,6464.0,0.0,0.0,0.0,1794.491,15732.0,15732.0,3.239,26.0,158.0,3729.822,30429.0,181345.0
2020-11-01,106.889,921.0,5748.0,0.0,0.0,0.0,2115.99,18551.0,18551.0,21.907,189.0,1178.0,3182.204,27430.0,171127.0
2020-12-01,22.824,249.0,1357.0,0.0,0.0,0.0,2854.127,25022.0,25022.0,216.926,2366.0,12896.0,2597.25,28334.0,154404.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2021.51,17878.0,17878.0,0.0,0.0,40956.0,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1298.475,11484.0,11484.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1999.941,17687.0,17687.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2467.379,21821.0,21821.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1892.864,16740.0,16740.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,838.894,7419.0,7419.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1670.854,14777.0,14777.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1169.829,10346.0,10346.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1347.006,11913.0,11913.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1445.609,12785.0,12785.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2041.847,18058.0,18058.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2003.792,17722.0,17722.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1209.626,4127.0,4127.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1496.094,5105.0,5105.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2194.262,7487.0,7487.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2513.217,8575.0,8575.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1831.495,6249.0,6249.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,863.712,2947.0,2947.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,491.643,1677.0,1677.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,430.845,1470.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,805.071,2747.0,2747.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1055.139,3600.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1171.882,3998.0,3998.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1696.014,5787.0,5787.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,4384.0,14958.0,14958.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3547.0,12102.0,12102.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,6974.0,6974.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1136.0,3876.0,3876.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,4058.0,13846.0,13846.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,6790.0,6790.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4196.0,14317.0,14317.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4258.0,14528.0,14528.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2030.0,6926.0,6926.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1672.0,5705.0,5705.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1540.0,5254.0,5254.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1876.0,6401.0,6401.0,0.0,0.0,0.0,0.0,0.0,0.0
