measured_on,"Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2010-12-01,12362.136,60863.0,718019.0,,,,,,,141.971,699.0,8246.0,16251.157,99076.0,276748.0,3670.2670000000003,22376.0,77025.0,1662.606,8186.0,96568.0,,,,6596.893,32479.0,383161.0
2011-01-01,14353.111,67860.0,620590.0,,,,,,,305.718,1445.0,13218.0,17007.0,99567.0,252417.0,2989.0,17499.0,78657.0,2843.398,13443.0,122941.0,,,,8994.773,42526.0,388910.0
2011-02-01,14505.617,68581.0,632143.0,,,,,,,269.459,1274.0,11743.0,15412.0,90229.0,227548.0,4382.0,25654.0,60688.0,3046.522,14404.0,132765.0,,,,7579.402,35835.0,330304.0
2011-03-01,17024.767,80491.0,704672.0,,,,,,,148.143,700.0,6132.0,15624.0,91471.0,234047.0,3293.0,19279.0,75427.0,3437.763,16253.0,142292.0,,,,7767.327,36723.0,321497.0
2011-04-01,17843.741,84363.0,712126.0,,,,,,,107.194,507.0,4278.0,18340.0,107371.0,250887.0,3235.0,18939.0,73689.0,3534.553,16711.0,141061.0,,,,4799.512,22692.0,191544.0
2011-05-01,9529.036,45052.0,450021.0,,,,,,,97.412,461.0,4600.0,12267.0,71817.0,172383.0,1386.0,8114.0,42733.0,4032.339,19064.0,190433.0,,,,3682.213,17409.0,173897.0
2011-06-01,16901.691,79909.0,716433.0,,,,,,,0.0,0.0,0.0,17719.0,103736.0,249100.0,3035.0,17768.0,38428.0,1856.459,8777.0,78692.0,,,,7139.85,33756.0,302646.0
2011-07-01,16103.189,76134.0,749068.0,,,,,,,0.0,0.0,0.0,19119.0,111932.0,264562.0,4336.0,25385.0,46881.0,1248.11,5901.0,58058.0,,,,7374.701,34867.0,343047.0
2011-08-01,17573.253,83085.0,727340.0,,,,,,,0.0,0.0,0.0,18760.0,109830.0,258512.0,3633.0,21269.0,41778.0,1217.962,5758.0,50410.0,,,,8074.785,38177.0,334207.0
2011-09-01,16763.289,79255.0,711663.0,,,,,,,0.0,0.0,0.0,18120.0,106083.0,250280.0,5034.0,29472.0,64207.0,2363.726,11175.0,100349.0,,,,6543.985,30939.0,277816.0
2011-10-01,18676.252,88299.0,724119.0,,,,,,,0.0,0.0,0.0,8116.0,47515.0,270404.0,45.0,263.0,59398.0,1242.652,5875.0,48180.0,,,,9174.096,43374.0,355700.0
2011-11-01,17793.383,84125.0,700597.0,,,,,,,0.0,0.0,0.0,18977.0,111101.0,249302.0,3067.0,17956.0,63405.0,2033.708,9615.0,80075.0,,,,8202.909,38783.0,322982.0
2011-12-01,14167.006,66980.0,729694.0,,,,,,,0.0,0.0,0.0,19099.0,111815.0,267587.0,5046.0,29542.0,63474.0,2619.485,12385.0,134921.0,,,,12513.509,59163.0,644528.0
2012-01-01,16870.92,79764.0,717165.0,,,,,,,0.0,0.0,0.0,17692.0,103578.0,252927.0,6040.0,35361.0,59775.0,2068.29,9779.0,87921.0,,,,10629.79,50257.0,451861.0
2012-02-01,15559.538,73564.0,638987.0,,,,,,,0.0,0.0,0.0,18843.0,110316.0,255290.0,6233.0,36491.0,64780.0,2855.075,13499.0,117250.0,,,,8436.387,39886.0,346459.0
2012-03-01,15928.53,75308.0,678222.0,,,,,,,0.0,0.0,0.0,19488.0,114092.0,266537.0,5663.0,33154.0,48449.0,2609.695,12338.0,111118.0,,,,8324.775,39359.0,354461.0
2012-04-01,16108.792,76161.0,668023.0,,,,,,,0.0,0.0,0.0,19553.0,114473.0,279069.0,4533.0,26538.0,39072.0,2325.241,10994.0,96427.0,,,,7949.967,37587.0,329681.0
2012-05-01,4989.034,23588.0,232300.0,,,,,,,0.0,0.0,0.0,16408.0,96061.0,189281.0,3977.0,23283.0,28553.0,4097.379,19372.0,190783.0,,,,4437.587,20980.0,206624.0
2012-06-01,18642.713,88141.0,674867.0,,,,,,,0.0,0.0,0.0,21551.0,126170.0,285565.0,4723.0,27651.0,71522.0,2972.626,14054.0,107609.0,,,,4527.661,21406.0,163902.0
2012-07-01,18809.272,88928.0,662789.0,,,,,,,0.0,0.0,0.0,23723.0,138886.0,312706.0,4170.0,24413.0,70459.0,4201.45,19864.0,148048.0,,,,4383.278,20724.0,154455.0
2012-08-01,19594.417,92640.0,702366.0,,,,,,,0.0,0.0,0.0,21010.0,123003.0,280178.0,3634.0,21275.0,53023.0,3404.597,16097.0,122039.0,,,,4663.986,22051.0,167182.0
2012-09-01,19746.74,93361.0,657104.0,,,,,,,0.0,0.0,0.0,20963.0,122728.0,282834.0,2704.0,15831.0,56981.0,3174.91,15011.0,105650.0,,,,4363.35,20629.0,145197.0
2012-10-01,17880.512,84537.0,679272.0,,,,,,,0.0,0.0,0.0,22796.0,133459.0,314162.0,4926.0,28839.0,69069.0,5124.529,24228.0,194678.0,,,,3504.959,16571.0,133152.0
2012-11-01,19151.935,90548.0,666157.0,,,,,,,0.0,0.0,0.0,19414.0,113659.0,276424.0,6021.0,35250.0,61450.0,3748.456,17722.0,130382.0,,,,5130.609,24257.0,178457.0
2012-12-01,17105.367,80872.0,659117.0,,,,,,,0.0,0.0,0.0,18220.0,106669.0,254591.0,8213.0,48083.0,61506.0,4331.97,20481.0,166923.0,,,,4218.663,19945.0,162557.0
2013-01-01,13735.09,64938.0,688739.0,,,,,,,0.0,0.0,0.0,19943.0,123272.0,275166.0,8581.0,43721.0,43721.0,4390.625,20758.0,220166.0,,,,3258.285,15405.0,163385.0
2013-02-01,13289.116,62830.0,612025.0,,,,,,,0.0,0.0,0.0,20698.0,121176.0,287685.0,6233.0,36491.0,43841.0,3682.714,17412.0,169606.0,,,,2878.17,13608.0,132553.0
2013-03-01,14198.292,67128.0,671756.0,,,,,,,0.0,0.0,0.0,21290.0,129164.0,289039.0,7375.0,38655.0,38655.0,3686.318,17429.0,174409.0,,,,3520.39,16644.0,166558.0
2013-04-01,15483.726,73206.0,640183.0,,,,,,,0.0,0.0,0.0,22507.0,131767.0,310040.0,4905.0,28716.0,38959.0,2781.5,13151.0,115003.0,,,,4013.774,18977.0,165952.0
2013-05-01,3449.817,16310.0,331669.0,,,,,,,0.0,0.0,0.0,16786.0,98274.0,230842.0,4418.0,25865.0,35768.0,1322.111,6251.0,127109.0,,,,1564.072,7395.0,150372.0
2013-06-01,12481.823,59013.0,679442.0,,,,,,,0.0,0.0,0.0,20983.0,122845.0,283303.0,5230.0,30619.0,35299.0,1659.953,7848.0,90359.0,,,,4221.224,19958.0,229780.0
2013-07-01,21909.818,103587.0,697364.0,,,,,,,0.0,0.0,0.0,18928.0,110814.0,286879.0,908.0,5316.0,44226.0,3931.326,18587.0,125130.0,,,,4824.856,22811.0,153570.0
2013-08-01,18683.155,88332.0,674867.0,,,,,,,0.0,0.0,0.0,19680.0,115216.0,274987.0,2562.0,14999.0,38574.0,3357.978,15876.0,121296.0,,,,4676.867,22112.0,168936.0
2013-09-01,18422.714,87101.0,674111.0,,,,,,,0.0,0.0,0.0,19936.0,116715.0,266436.0,2496.0,14613.0,41365.0,3670.149,17352.0,134296.0,,,,4160.137,19669.0,152225.0
2013-10-01,18426.522,87119.0,716482.0,,,,,,,0.0,0.0,0.0,13799.0,80786.0,182314.0,2732.0,15994.0,27848.0,5052.973,23890.0,196476.0,,,,4251.505,20101.0,165312.0
2013-11-01,17937.405,84806.0,690386.0,,,,,,,0.0,0.0,0.0,21382.0,125181.0,281797.0,2616.0,15315.0,44520.0,4444.896,21015.0,171078.0,,,,4337.699,20508.0,166952.0
2013-12-01,21237.676,100410.0,713066.0,,,,,,,0.0,0.0,0.0,22370.0,130965.0,310868.0,3916.0,22926.0,47216.0,4053.952,19167.0,136113.0,,,,4869.372,23022.0,163492.0
2014-01-01,19472.341,92063.0,705075.0,,,,,,,0.0,0.0,0.0,19870.0,116329.0,275660.0,4863.0,28470.0,43721.0,6715.661,31751.0,243168.0,,,,4461.998,21096.0,161565.0
2014-02-01,18298.92,86515.0,644380.0,,,,,,,0.0,0.0,0.0,16186.0,94761.0,228527.0,3645.0,21340.0,37400.0,5822.819,27530.0,205045.0,,,,4575.261,21631.0,161114.0
2014-03-01,17571.695,83077.0,631252.0,,,,,,,0.0,0.0,0.0,15315.0,89662.0,228000.0,3403.0,19923.0,45870.0,7555.297,35721.0,271419.0,,,,4228.008,19990.0,151889.0
2014-04-01,17929.515,84769.0,680052.0,,,,,,,0.0,0.0,0.0,14462.0,84668.0,204733.0,2767.0,16199.0,37461.0,6577.418,31097.0,249476.0,,,,4017.067,18992.0,152364.0
2014-05-01,17569.193,83065.0,668145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18958.0,110990.0,289905.0,3069.0,17967.0,42181.0,3991.283,18870.0,151786.0,,,,4553.524,21529.0,173168.0
2014-06-01,17651.332,83454.0,691740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17711.0,103689.0,197911.0,2383.0,13951.0,28185.0,5653.118,26727.0,221541.0,,,,3888.55,18385.0,152389.0
2014-07-01,18013.972,85168.0,693814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17941.0,105035.0,250117.0,3110.0,18207.0,39358.0,3544.866,16760.0,136532.0,,,,4273.162,20203.0,164582.0
2014-08-01,18525.476,87587.0,722740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17940.0,105030.0,233853.0,3003.0,17581.0,32566.0,3752.065,17739.0,146381.0,,,,3926.459,18564.0,153184.0
2014-09-01,10600.081,50116.0,398916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17382.0,101763.0,236730.0,4502.0,26357.0,35805.0,1164.24,5504.0,43814.0,,,,12385.679,58558.0,466113.0
2014-10-01,13327.19,63010.0,679699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21099.0,123524.0,290047.0,5316.0,31122.0,38002.0,2043.565,9662.0,104224.0,,,,2379.245,11249.0,121344.0
2014-11-01,4474.55,21155.0,422925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16014.0,27609.0,27609.0,3227.0,18892.0,179311.0,2340.948,11068.0,221262.0,,,,1438.502,6801.0,135964.0
2014-12-01,14065.835,66502.0,698621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15755.0,24270.0,24270.0,6319.0,36995.0,165601.0,6371.522,30124.0,316460.0,,,,3016.643,14262.0,149830.0
2015-01-01,13406.474,63384.0,693607.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18030.0,131108.0,176223.0,8036.0,21496.0,21496.0,6209.661,29359.0,321267.0,,,,3383.865,15999.0,175070.0
2015-02-01,9712.495,45920.0,611745.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16204.0,112172.0,181129.0,7325.0,25578.0,25578.0,5119.787,24206.0,322471.0,,,,2627.718,12424.0,165508.0
2015-03-01,15471.426,73147.0,728779.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20530.0,120193.0,263273.0,5223.0,30578.0,43338.0,4335.307,20497.0,204214.0,,,,3411.267,16128.0,160687.0
2015-04-01,16393.853,77508.0,716335.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22900.0,134068.0,270525.0,4430.0,25935.0,44913.0,5454.583,25789.0,238340.0,,,,3599.564,17018.0,157284.0
2015-05-01,21142.954,99962.0,704318.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21547.0,126147.0,269940.0,2353.0,13776.0,40335.0,3478.332,16445.0,115871.0,,,,4100.714,19388.0,136604.0
2015-06-01,19797.384,93600.0,705733.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22830.0,133658.0,289387.0,3062.0,17926.0,38557.0,2392.434,11311.0,85285.0,,,,5005.182,23664.0,178424.0
2015-07-01,18679.229,88314.0,715371.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20579.0,120480.0,256422.0,3196.0,18711.0,36508.0,3675.439,17377.0,140761.0,,,,4347.332,20554.0,166493.0
2015-08-01,17431.839,82416.0,691325.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15103.0,88420.0,187393.0,2391.0,13998.0,38949.0,4181.213,19768.0,165822.0,,,,3788.948,17914.0,150265.0
2015-09-01,16330.795,77210.0,681724.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15029.0,87987.0,191037.0,3438.0,20128.0,30255.0,4310.686,20380.0,179948.0,,,,3935.519,18607.0,164287.0
2015-10-01,17314.388,81861.0,681736.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16646.0,97454.0,145404.0,3753.0,21972.0,31919.0,1760.503,8323.0,69318.0,,,,4274.109,20208.0,168289.0
2015-11-01,7470.311,35319.0,352116.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12651.0,74065.0,147429.0,1598.0,9355.0,25675.0,5163.674,24413.0,243392.0,,,,1740.015,8227.0,82016.0
2015-12-01,14856.936,70242.0,670463.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18051.0,111076.0,260794.0,6832.0,34601.0,34601.0,4280.0,20235.0,193148.0,,,,3122.064,14761.0,140892.0
2016-01-01,13134.21,68944.0,704892.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,15923.0,105110.0,162934.0,8127.0,21134.0,21134.0,5959.48,31283.0,319836.0,,,,3138.31,16474.0,168428.0
2016-02-01,15386.691,80768.0,645953.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17223.0,101670.0,221185.0,7352.0,27330.0,27330.0,4620.92,24256.0,193992.0,,,,3635.389,19083.0,152618.0
2016-03-01,19639.729,103093.0,701305.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20545.619,112307.0,274356.0,3258.298,17811.0,32723.0,3432.518,18018.0,122570.0,,,,4544.753,23856.0,162286.0
2016-04-01,8979.92,47138.0,675697.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18941.0,110974.0,239435.0,7767.0,29223.0,29223.0,2428.131,12746.0,182706.0,,,,1976.949,10377.0,148756.0
2016-05-01,17012.393,89302.0,701842.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17427.0,91478.0,233767.0,4134.0,21700.0,28888.0,4664.355,24484.0,192427.0,,,,3275.252,17193.0,135120.0
2016-06-01,17350.555,91077.0,691533.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19906.0,104491.0,262885.0,3364.0,17658.0,39990.0,3446.719,18093.0,137374.0,,,,4206.726,22082.0,167665.0
2016-07-01,17019.032,89337.0,690984.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21637.0,113578.0,264634.0,3880.0,20367.0,33747.0,3257.971,17102.0,132276.0,,,,3941.997,20692.0,160048.0
2016-08-01,16061.674,84311.0,704147.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22401.0,117588.0,285076.0,4649.0,24404.0,35373.0,2681.534,14076.0,117559.0,,,,3920.792,20581.0,171888.0
2016-09-01,17468.253,91695.0,684359.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21644.0,113614.0,278118.0,2708.0,14215.0,39280.0,3010.526,15803.0,117944.0,,,,4733.221,24846.0,185435.0
2016-10-01,16916.209,92468.0,721959.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20137.491,110076.0,244055.0,3471.485,18976.0,40796.0,4464.289,24403.0,190529.0,,,,4007.914,21908.0,171052.0
2016-11-01,14029.269,73643.0,635620.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19228.0,100932.0,217352.0,4541.0,23837.0,44033.0,6558.764,34428.0,297156.0,,,,2446.967,12845.0,110864.0
2016-12-01,14651.125,76907.0,601936.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18695.0,101788.0,213735.0,7077.0,33495.0,33495.0,6754.292,35455.0,277497.0,,,,4175.583,21919.0,171552.0
2017-01-01,17977.623,94369.0,711516.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21236.0,111473.0,232436.0,5000.0,26246.0,36328.0,8084.377,42437.0,319963.0,,,,,,
2017-02-01,13211.345,69349.0,351665.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,16244.0,85269.0,234409.0,5189.0,27238.0,31032.0,8059.655,42307.0,214535.0,,,,,,
2017-03-01,15521.882,81478.0,568679.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19098.0,100250.0,261268.0,5853.0,30724.0,34992.0,6534.118,34299.0,239392.0,,,,,,
2017-04-01,19965.782,104805.0,701793.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18441.0,96801.0,247786.0,3994.0,20965.0,27832.0,5672.218,29775.0,199377.0,,,,,,
2017-05-01,16071.698,84364.0,629593.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21644.0,113614.0,295351.0,4602.0,24157.0,31768.0,5554.302,29156.0,217584.0,,,,,,
2017-06-01,20453.473,107365.0,726412.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20666.0,108481.0,287239.0,4217.0,22136.0,33485.0,3945.527,20711.0,140127.0,,,,,,
2017-07-01,22550.456,118373.0,918538.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21124.0,110885.0,346829.0,4198.0,22036.0,41103.0,3204.544,16821.0,130529.0,,,,,,
2017-08-01,20035.492,105171.0,710699.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23725.0,124538.0,295341.0,5212.0,27359.0,39760.0,3610.508,18952.0,128072.0,,,,,,
2017-09-01,17144.182,89994.0,688141.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22955.0,120496.0,309141.0,6344.0,33301.0,36743.0,4178.818,21936.0,167731.0,,,,,,
2017-10-01,18182.7,95445.0,697242.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21708.0,113950.0,289472.0,6689.0,35112.0,36922.0,4918.3,25817.0,188599.0,,,,,,
2017-11-01,18000.517,94489.0,659556.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14123.0,74135.0,312535.0,3818.0,20042.0,36145.0,5184.483,27215.0,189965.0,,,,,,
2017-12-01,19255.635,101077.0,675258.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18700.0,98161.0,292225.0,7494.0,39338.0,40366.0,7509.365,39418.0,263339.0,,,,,,
2018-01-01,20117.135,105599.0,749836.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19304.0,101331.0,249484.0,5446.0,28587.0,39475.0,7338.865,38523.0,273545.0,,,,,,
2018-02-01,11048.724,57997.0,704782.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19159.0,100570.0,251522.0,5297.0,27805.0,28681.0,2970.276,15592.0,189470.0,,,,,,
2018-03-01,13368.806,70176.0,362669.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,18770.0,98528.0,231871.0,5237.0,27490.0,34713.0,8310.194,43622.0,225439.0,,,,,,
2018-04-01,20002.443,104997.0,742126.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6977.0,44244.0,92535.0,4235.0,14610.0,14610.0,7474.557,39236.0,277319.0,,,,,,
2018-05-01,23053.839,121015.0,648186.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23072.0,130410.0,279342.0,4598.0,14836.0,14836.0,4281.161,22473.0,120370.0,,,,,,
2018-06-01,20229.893,106191.0,721142.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22289.0,117000.0,276581.0,4518.0,23716.0,37066.0,3757.107,19722.0,133931.0,,,,,,
2018-07-01,20888.278,109647.0,817424.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23559.0,123667.0,288992.0,4233.0,22220.0,33013.0,2928.722,15374.0,114610.0,,,,,,
2018-08-01,21095.576,110736.0,770503.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23791.0,124884.0,295770.0,4899.0,25716.0,33631.0,4364.424,22910.0,159408.0,,,,,,
2018-09-01,19703.511,103428.0,638804.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22719.0,119257.0,283158.0,6278.0,32955.0,36771.0,4299.489,22569.0,139393.0,,,,,,
2018-10-01,23275.214,122177.0,710516.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23827.0,129981.0,291221.0,6701.0,30267.0,30267.0,4675.786,24544.0,142736.0,,,,,,
2018-11-01,18322.928,96181.0,738173.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21551.0,113126.0,282957.0,4265.0,22388.0,63258.0,7485.072,39291.0,301550.0,,,,,,
2018-12-01,20411.788,107146.0,722521.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19556.0,102654.0,256598.0,6859.0,36004.0,54976.0,8663.212,45475.0,306654.0,,,,,,
2019-01-01,19211.165,100844.0,712480.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19031.0,55960.0,55960.0,7580.0,39789.0,239554.0,10494.835,55090.0,389219.0,,,,,,
2019-02-01,19611.66,102946.0,637962.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19030.0,99893.0,244345.0,5991.0,31448.0,36675.0,6961.34,36542.0,226451.0,,,,,,
2019-03-01,24033.952,126160.0,1259857.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20835.0,109368.0,280370.0,6141.0,32236.0,43004.0,5084.048,26687.0,266505.0,,,,,,
2019-04-01,19174.147,100650.0,677869.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7772.0,49898.0,106222.0,4568.0,14877.0,14877.0,8415.853,44177.0,297528.0,,,,,,
2019-05-01,17333.183,90986.0,689788.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22619.0,120733.0,306215.0,8005.0,40019.0,40019.0,5859.817,30760.0,233196.0,,,,,,
2019-06-01,15264.591,80127.0,679808.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21388.0,117239.0,285378.0,7243.0,33052.0,33052.0,5282.409,27729.0,235252.0,,,,,,
2019-07-01,18603.318,97653.0,717189.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22108.0,116050.0,305322.0,7208.0,37836.0,42726.0,5367.682,28176.0,206933.0,,,,,,
2019-08-01,13086.236,68693.0,471786.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14429.0,75741.0,203159.0,4139.0,21727.0,27433.0,7504.764,39394.0,270562.0,,,,,,
2019-09-01,18219.312,95637.0,690020.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21013.0,110302.0,296673.0,5569.0,29233.0,36654.0,6533.688,34297.0,247450.0,,,,,,
2019-10-01,20271.371,106409.0,683224.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23683.0,124318.0,334237.0,6411.0,33653.0,55433.0,6054.629,31782.0,204065.0,,,,,,
2019-11-01,18804.551,98709.0,677832.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,20780.0,109079.0,296620.0,5947.0,31217.0,55928.0,7448.449,39099.0,268488.0,,,,,,
2019-12-01,15086.823,79194.0,595506.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,14347.0,75311.0,222384.0,4183.0,21958.0,53975.0,7944.177,41701.0,313572.0,,,,,,
2020-01-01,4386.629,23026.0,113045.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,19837.0,33307.0,33307.0,3071.0,16120.0,272345.0,14119.371,74116.0,363862.0,,,,,,
2020-02-01,10800.187,56693.0,482059.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11906.0,12488.0,12488.0,3573.0,18756.0,155665.0,8448.813,44350.0,377107.0,,,,,,
2020-03-01,456.487,2396.0,28682.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,90.0,0.0,0.0,1604.513,8422.0,100815.0,,,,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5950.0,30555.0,30555.0,1243.0,6525.0,122598.0,0.0,0.0,50332.0,,,,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,10.0,13075.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1832.0,7786.0,7786.0,1.0,5.0,35282.0,0.0,0.0,113512.0,,,,,,
2020-07-01,1113.611,5846.0,51118.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17684.0,27804.0,27804.0,1.0,5.0,249389.0,2678.389,14059.0,122946.0,,,,,,
2020-08-01,12323.274,64688.0,434125.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22835.0,64975.0,64975.0,1375.0,7218.0,359529.0,8170.726,42890.0,287839.0,,,,,,
2020-09-01,9448.058,49595.0,358692.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22862.0,39190.0,39190.0,1919.0,10073.0,285346.0,9862.942,51773.0,374443.0,,,,,,
2020-10-01,13603.683,71409.0,537007.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23861.0,40679.0,40679.0,5072.0,26624.0,299017.0,10716.317,56252.0,423028.0,,,,,,
2020-11-01,11961.988,62791.0,470310.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,21569.0,54331.0,54331.0,4872.0,25574.0,289539.0,11348.012,59568.0,446170.0,,,,,,
2020-12-01,11827.832,62087.0,426390.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,22462.0,55965.0,55965.0,4456.0,23391.0,298961.0,14048.168,73742.0,506432.0,,,,,,
2021-01-01,10665.636,55986.0,332584.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,23381.0,47027.0,47027.0,5632.0,29564.0,310901.0,16744.364,87895.0,522136.0,,,,,,
