measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Other - Combined Cycle Combustion Turbine Part - Other - Generation,Other - Combined Cycle Combustion Turbine Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Combustion Turbine Part - Other - Total Fuel Consumed,Other - Combined Cycle Steam Part - Other - Generation,Other - Combined Cycle Steam Part - Other - Quantity Consumed For Electricity,Other - Combined Cycle Steam Part - Other - Total Fuel Consumed,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Generation,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combined Cycle Combustion Turbine Part - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,88.0,88.0,,,,29337.0,355252.0,355252.0,8834.0,0.0,0.0,-3.0,3340.0,3340.0,-150.0,1467.0,1467.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,70.0,70.0,,,,5821.0,76836.0,76836.0,1718.0,0.0,0.0,33.0,4584.0,4584.0,-81.0,1006.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,286.0,286.0,,,,23067.0,276984.0,276984.0,6676.0,0.0,0.0,-88.0,1551.0,1551.0,-164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,864.0,864.0,,,,39009.0,441306.0,441306.0,10989.0,0.0,0.0,188.0,7416.0,7416.0,235.0,8171.0,8171.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,543.0,543.0,,,,46771.0,520115.0,520115.0,12368.0,0.0,0.0,418.0,14158.0,14158.0,906.0,15016.0,15016.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,228.0,228.0,,,,15947.0,511100.0,511100.0,12464.0,0.0,0.0,-63.0,2433.0,2433.0,110.0,5935.0,5935.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,438.0,438.0,,,,26423.0,310650.0,310650.0,7691.0,0.0,0.0,-60.0,1683.0,1683.0,-169.0,512.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,228.0,228.0,,,,21844.0,261908.0,261908.0,6320.0,0.0,0.0,24.0,3836.0,3836.0,-142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,239.0,239.0,,,,7022.0,95198.0,95198.0,1677.0,0.0,0.0,-21.0,2154.0,2154.0,-166.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,280.0,280.0,,,,16796.0,201371.0,201371.0,3888.0,0.0,0.0,-199.0,2513.0,2513.0,-182.0,109.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,210.0,210.0,,,,17875.0,214776.0,214776.0,4230.0,0.0,0.0,-118.0,805.0,805.0,-89.0,346.0,346.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,280.0,280.0,,,,16308.0,194572.0,194572.0,3868.0,0.0,0.0,-1.0,2562.0,2562.0,-161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,169.0,169.0,,,,14515.0,175814.0,175814.0,3556.0,0.0,0.0,-96.0,870.0,870.0,-163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,88.0,88.0,,,,19538.0,230276.0,230276.0,5041.0,0.0,0.0,-111.0,650.0,650.0,-159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,158.0,158.0,,,,10737.0,133187.0,133187.0,2867.0,0.0,0.0,-129.0,683.0,683.0,-166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,549.0,549.0,,,,27481.0,319771.0,319771.0,7498.0,0.0,0.0,-49.0,2140.0,2140.0,-166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,222.0,222.0,,,,25927.0,291024.0,291024.0,7006.0,0.0,0.0,-111.0,1073.0,1073.0,-172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,946.0,946.0,,,,35468.0,394956.0,394956.0,9799.0,0.0,0.0,137.0,6100.0,6100.0,-181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,455.0,455.0,,,,14853.0,173807.0,173807.0,3913.0,0.0,0.0,-87.0,1038.0,1038.0,-97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,140.0,140.0,,,,12526.0,151693.0,151693.0,3419.0,0.0,0.0,-49.0,1666.0,1666.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2704.0,44728.0,44728.0,763.0,0.0,0.0,-121.0,0.0,0.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7519.0,93316.0,93316.0,1932.0,0.0,0.0,-35.0,2135.0,2135.0,-81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,35.0,,,,17604.0,208844.0,208844.0,4330.0,0.0,0.0,-26.0,3015.0,3015.0,-95.0,1458.0,1458.0,,,,,,,,,,,,
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,677.0,677.0,,,,17233.0,196470.0,196470.0,4124.0,0.0,0.0,1060.0,26555.0,26555.0,-147.0,359.0,359.0,,,,,,,,,,,,
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,23.0,,,,16017.0,191462.0,191462.0,4809.0,0.0,0.0,39.0,3681.0,3681.0,-75.0,0.0,0.0,,,,,,,,,,,,
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,47.0,47.0,,,,16422.0,189080.0,189080.0,4342.0,0.0,0.0,34.0,3909.0,3909.0,-77.0,0.0,0.0,,,,,,,,,,,,
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,35.0,,,,19677.0,223943.0,223943.0,5038.0,0.0,0.0,37.0,4266.0,4266.0,-81.0,0.0,0.0,,,,,,,,,,,,
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,309.0,309.0,,,,37959.0,409067.0,409067.0,9133.0,0.0,0.0,-81.0,1939.0,1939.0,-84.0,0.0,0.0,,,,,,,,,,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,566.0,566.0,,,,50302.0,540530.0,540530.0,11717.0,0.0,0.0,14.0,4642.0,4642.0,-68.0,0.0,0.0,,,,,,,,,,,,
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,1541.0,1541.0,,,,51353.0,544819.0,544819.0,11859.0,0.0,0.0,792.0,20957.0,20957.0,-88.0,0.0,0.0,,,,,,,,,,,,
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,304.0,304.0,,,,32466.0,355603.0,355603.0,7909.0,0.0,0.0,-108.0,1037.0,1037.0,-73.0,0.0,0.0,,,,,,,,,,,,
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,93.0,93.0,,,,6306.0,76423.0,76423.0,2007.0,0.0,0.0,-139.0,0.0,0.0,-75.0,0.0,0.0,,,,,,,,,,,,
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,41.0,,,,-280.0,0.0,0.0,0.0,0.0,0.0,-137.0,271.0,271.0,-75.0,0.0,0.0,,,,,,,,,,,,
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,52.0,52.0,,,,1557.0,26498.0,26498.0,448.0,0.0,0.0,-147.0,0.0,0.0,-78.0,0.0,0.0,,,,,,,,,,,,
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,47.0,,,,-319.0,0.0,0.0,0.0,0.0,0.0,-144.0,0.0,0.0,-76.0,0.0,0.0,,,,,,,,,,,,
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6759.0,86346.0,86346.0,1588.0,0.0,0.0,-130.0,17.0,17.0,-74.0,0.0,0.0,,,,,,,,,,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,146.0,146.0,,,,28633.0,347619.0,347619.0,8262.0,0.0,0.0,-134.0,104.0,104.0,-76.0,0.0,0.0,,,,,,,,,,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,88.0,88.0,,,,24049.0,288966.0,288966.0,6049.0,0.0,0.0,-141.0,0.0,0.0,-75.0,0.0,0.0,,,,,,,,,,,,
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,,,,15443.0,184785.0,184785.0,4516.0,0.0,0.0,-154.0,0.0,0.0,-79.0,0.0,0.0,,,,,,,,,,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,321.0,321.0,,,,17904.0,217530.0,217530.0,25810.0,0.0,0.0,-8.0,3335.0,3335.0,-75.0,0.0,0.0,,,,,,,,,,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,187.0,187.0,,,,15866.0,198069.0,198069.0,4443.0,0.0,0.0,-116.0,1205.0,1205.0,-72.0,0.0,0.0,,,,,,,,,,,,
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,105.0,105.0,,,,23210.0,280342.0,280342.0,6604.0,0.0,0.0,-142.0,695.0,695.0,-72.0,0.0,0.0,,,,,,,,,,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,292.0,292.0,,,,16831.0,208867.0,208867.0,4718.0,0.0,0.0,-141.0,574.0,574.0,-66.0,0.0,0.0,,,,,,,,,,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0,47.0,,,,6451.0,85952.0,85952.0,1907.0,0.0,0.0,-144.0,0.0,0.0,-64.0,0.0,0.0,,,,,,,,,,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,17.0,,,,7264.0,98200.0,98200.0,3518.0,0.0,0.0,-138.0,0.0,0.0,-63.0,0.0,0.0,,,,,,,,,,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,,,,4765.0,70972.0,70972.0,1287.0,0.0,0.0,-128.0,448.0,448.0,-70.0,0.0,0.0,,,,,,,,,,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,,,,9304.0,126843.0,126843.0,2286.0,0.0,0.0,-127.0,551.0,551.0,-69.0,0.0,0.0,,,,,,,,,,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6343.0,89136.0,89136.0,1689.0,0.0,0.0,-127.0,0.0,0.0,-55.0,0.0,0.0,,,,,,,,,,,,
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,82.0,82.0,,,,15905.0,197018.0,197018.0,4515.0,0.0,0.0,-109.0,1054.0,1054.0,-62.0,0.0,0.0,,,,,,,,,,,,
2013-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,82.0,82.0,,,,8945.0,112716.0,112716.0,2569.0,0.0,0.0,-127.0,300.0,300.0,-61.0,0.0,0.0,,,,,,,,,,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,23.0,,,,20635.0,255353.0,255353.0,6273.0,0.0,0.0,-136.0,470.0,470.0,-65.0,0.0,0.0,,,,,,,,,,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,298.0,298.0,,,,26728.0,308857.0,308857.0,7609.0,0.0,0.0,-12.0,4033.0,4033.0,-69.0,0.0,0.0,,,,,,,,,,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,175.0,175.0,,,,33369.0,381432.0,381432.0,8994.0,0.0,0.0,-116.0,1413.0,1413.0,-71.0,0.0,0.0,,,,,,,,,,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,175.0,175.0,,,,35766.0,397528.0,397528.0,9456.0,0.0,0.0,-128.0,1099.0,1099.0,-72.0,0.0,0.0,,,,,,,,,,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,146.0,146.0,,,,23375.0,323985.0,323985.0,6440.0,0.0,0.0,-92.0,1295.0,1295.0,-66.0,0.0,0.0,,,,,,,,,,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,123.0,123.0,,,,13086.0,159201.0,159201.0,3538.0,0.0,0.0,-30.0,2798.0,2798.0,-64.0,0.0,0.0,,,,,,,,,,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,41.0,,,,16398.0,202458.0,202458.0,4403.0,0.0,0.0,-107.0,679.0,679.0,-65.0,0.0,0.0,,,,,,,,,,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,163.0,163.0,,,,16224.0,194469.0,194469.0,4013.0,0.0,0.0,-54.0,2647.0,2647.0,-83.0,0.0,0.0,,,,,,,,,,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,128.0,128.0,,,,13533.0,170974.0,170974.0,3409.0,0.0,0.0,1.0,3465.0,3465.0,-81.0,0.0,0.0,,,,,,,,,,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,175.0,175.0,,,,22139.0,258108.0,258108.0,5716.0,0.0,0.0,-123.0,1405.0,1405.0,-67.0,0.0,0.0,,,,,,,,,,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,438.0,438.0,,,,22402.0,273565.0,273565.0,6116.0,0.0,0.0,293.0,8310.0,8310.0,-68.0,0.0,0.0,,,,,,,,,,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,163.0,163.0,,,,22691.0,273518.0,273518.0,6344.0,0.0,0.0,-44.0,2202.0,2202.0,-38.0,0.0,0.0,,,,,,,,,,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,140.0,140.0,-20.0,0.0,0.0,14529.0,180497.0,180497.0,4283.0,0.0,0.0,-109.0,911.0,911.0,-20.0,0.0,0.0,,,,,,,,,,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,111.0,111.0,-23.0,0.0,0.0,22306.0,261887.0,261887.0,6276.0,0.0,0.0,-149.0,0.0,0.0,-23.0,0.0,0.0,,,,,,,,,,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,234.0,234.0,-24.5,0.0,0.0,23355.0,273714.0,273714.0,6388.0,0.0,0.0,-123.0,846.0,846.0,-24.5,0.0,0.0,,,,,,,,,,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,473.0,473.0,-11.0,0.0,0.0,31743.0,378615.0,378615.0,8314.0,0.0,0.0,-13.0,3567.0,3567.0,-11.0,0.0,0.0,,,,,,,,,,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,286.0,286.0,-3.5,0.0,0.0,20386.0,236368.0,236368.0,5654.0,0.0,0.0,-129.0,391.0,391.0,-3.5,0.0,0.0,,,,,,,,,,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,175.0,175.0,-17.5,0.0,0.0,22532.0,258934.0,258934.0,6053.0,0.0,0.0,-105.0,904.0,904.0,-17.5,0.0,0.0,,,,,,,,,,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,134.0,134.0,-21.0,0.0,0.0,7125.0,79307.0,79307.0,1570.0,0.0,0.0,-66.0,1732.0,1732.0,-21.0,0.0,0.0,,,,,,,,,,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,41.0,41.0,-21.0,0.0,0.0,7165.0,104057.0,104057.0,1894.0,0.0,0.0,-138.0,0.0,0.0,-21.0,0.0,0.0,,,,,,,,,,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,88.0,88.0,,,,14478.0,182324.0,182324.0,3684.0,0.0,0.0,-111.0,1075.0,1075.0,,,,,,,,,,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,128.0,128.0,,,,15003.0,191749.0,191749.0,3880.0,0.0,0.0,-6.0,3079.0,3079.0,,,,,,,,,,,,,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,88.0,88.0,,,,22263.0,264269.0,264269.0,6081.0,0.0,0.0,-8.0,2133.0,2133.0,,,,,,,,,,,,,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,41.0,41.0,,,,15556.0,192464.0,192464.0,4408.0,0.0,0.0,-2.0,1691.0,1691.0,,,,,,,,,,,,,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,134.0,134.0,,,,10795.0,137609.0,137609.0,3061.0,0.0,0.0,111.0,4292.0,4292.0,,,,,,,,,,,,,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,181.0,181.0,,,,11629.0,147256.0,147256.0,3281.0,0.0,0.0,-98.0,0.0,0.0,,,,,,,,,,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,572.0,572.0,,,,18221.0,215133.0,215133.0,4903.0,0.0,0.0,-60.0,2595.0,2595.0,,,,,,,,,,,,,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,391.0,391.0,,,,29237.0,331507.0,331507.0,7636.0,0.0,0.0,236.0,8901.0,8901.0,,,,,,,,,,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,239.0,239.0,,,,20895.0,249497.0,249497.0,5928.0,0.0,0.0,-110.0,940.0,940.0,,,,,,,,,,,,,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,175.0,175.0,,,,12590.0,157940.0,157940.0,3642.0,0.0,0.0,-123.0,290.0,290.0,,,,,,,,,,,,,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,76.0,76.0,,,,8197.0,92833.0,92833.0,1991.0,0.0,0.0,-9.0,1690.0,1690.0,,,,,,,,,,,,,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,41.0,,,,11137.0,148951.0,148951.0,2973.0,0.0,0.0,-79.0,144.0,144.0,,,,,,,,,,,,,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,210.0,210.0,,,,6320.0,87925.0,87925.0,1283.0,0.0,0.0,-26.0,1608.0,1608.0,,,,,,,,,,,,,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,12.0,,,,5194.0,73695.0,73695.0,1383.0,0.0,0.0,-73.0,0.0,0.0,,,,,,,,,,,,,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,140.0,140.0,,,,18908.0,236983.0,236983.0,5376.0,0.0,0.0,74.0,3573.0,3573.0,,,,,,,,,,,,,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,134.0,134.0,,,,5956.0,83574.0,83574.0,1705.0,0.0,0.0,123.0,4544.0,4544.0,,,,,,,,,,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,82.0,82.0,,,,7373.0,98071.0,98071.0,1882.0,0.0,0.0,-33.0,1206.0,1206.0,,,,,,,,,,,,,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,216.0,216.0,,,,13717.0,167110.0,167110.0,3532.0,0.0,0.0,-35.0,1258.0,1258.0,,,,,,,,,,,,,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,520.0,520.0,,,,13549.0,165687.0,165687.0,3606.0,0.0,0.0,114.0,5043.0,5043.0,,,,,,,,,,,,,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,736.0,736.0,,,,11530.0,139652.0,139652.0,2927.0,0.0,0.0,232.0,7861.0,7861.0,,,,,,,,,,,,,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,379.0,379.0,,,,10641.0,140945.0,140945.0,3083.0,0.0,0.0,58.0,3527.0,3527.0,,,,,,,,,,,,,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,76.0,76.0,,,,-342.0,0.0,0.0,0.0,0.0,0.0,-24.0,1635.0,1635.0,,,,,,,,,,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,105.0,105.0,,,,-220.0,0.0,0.0,-110.0,0.0,0.0,33.0,2629.0,2629.0,,,,,,,,,,,,,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,-381.0,0.0,0.0,0.0,0.0,0.0,-83.0,480.0,480.0,,,,,,,,,,,,,,,
