measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Waste/Other Oil-Combined Cycle Combustion Turbine Part Generation,Waste/Other Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Waste/Other Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Waste/Other Oil-Combined Cycle Steam Part Generation,Waste/Other Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Waste/Other Oil-Combined Cycle Steam Part Total Fuel Consumed
2022-01-01,24.08,219.0,279.0,3.459,0.0,0.0,36927.92,295902.0,428327.0,6184.541,45873.0,71100.0,,,,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,25114.0,202940.0,299156.0,6011.0,44586.0,61197.0,,,,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,15640.0,136552.0,193832.0,3035.0,17129.0,17129.0,,,,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,8460.0,78049.0,105587.0,2197.0,10678.0,10678.0,,,,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,20062.0,233669.0,286687.0,13887.0,71771.0,71771.0,,,,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,20439.0,265122.0,314203.0,17981.0,96476.0,96476.0,,,,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,17054.0,242711.0,300096.0,21033.0,131363.0,131363.0,,,,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,24371.0,311513.0,388510.0,24498.0,145124.0,145124.0,,,,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,19798.0,244573.0,303386.0,17231.0,94639.0,94639.0,,,,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,14330.0,160511.0,196966.0,7079.0,27342.0,27342.0,,,,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,24453.0,208851.0,290781.0,7214.0,47501.0,47501.0,,,,,,
2022-12-01,1051.918,9964.0,12945.0,179.391,0.0,0.0,30155.082,247489.0,371083.0,6325.609,46920.0,85367.0,,,,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,35697.0,289397.0,404341.0,6555.0,48621.0,65302.0,,,,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,27533.0,224866.0,319905.0,5213.0,38667.0,61023.0,,,,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,25360.0,223557.0,304639.0,3653.0,13985.0,13985.0,,,,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,10845.0,102779.0,144297.0,2785.0,18339.0,18339.0,,,,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,18535.0,223127.0,261324.0,11805.0,51057.0,51057.0,,,,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,23905.0,297710.0,346860.0,20216.0,108385.0,108385.0,,,,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,24656.0,323848.0,378740.0,24054.0,136305.0,136305.0,,,,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,18819.0,270887.0,313391.0,19412.0,105612.0,105612.0,,,,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,13720.0,191702.0,221844.0,12252.0,60326.0,60326.0,,,,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,15410.0,162860.0,226892.0,5321.0,29629.0,29629.0,,,,,,
2023-11-01,3.711,36.0,51.0,0.251,0.0,0.0,11913.289,108698.0,164708.0,898.749,6666.0,19029.0,,,,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,14018.0,124427.0,187326.0,393.0,2915.0,26446.0,,,,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,23731.0,200314.0,291429.0,1543.0,11445.0,61606.0,,,,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,17182.0,146677.0,209773.0,2858.0,19717.0,19717.0,,,,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,17032.0,159016.0,219297.0,2932.0,8068.0,8068.0,,,,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,7161.0,74270.0,93829.0,2248.0,6765.0,6765.0,,,,,,
2024-05-01,338.218,4899.0,4959.0,179.343,0.0,0.0,11690.782,152507.0,171412.0,7030.657,22992.0,22992.0,,,,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,11108.0,166519.0,187604.0,7163.0,21141.0,21141.0,,,,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,20921.0,293947.0,325790.0,16106.0,66183.0,66183.0,,,,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,18238.0,270012.0,295772.0,15484.0,67168.0,67168.0,,,,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,17711.0,242768.0,266004.0,12693.0,48053.0,48053.0,,,,,,
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,8856.0,112849.0,128244.0,4165.0,7639.0,7639.0,,,,,,
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,20388.0,194180.0,244662.0,5160.0,17616.0,17616.0,,,,,,
2024-12-01,21.647,198.0,251.0,2.441,0.0,0.0,26403.353,220064.0,305908.0,3636.559,26974.0,67784.0,,,,,,
