measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Residual Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Solar-Other Generation,Solar-Other Quantity Consumed For Electricity,Solar-Other Total Fuel Consumed,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed,"Solar-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Solar-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Solar-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2016-04-01,0.0,0.0,0.0,,,,1495.0,21385.0,21385.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-05-01,0.0,0.0,0.0,,,,1618.0,43207.0,43207.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-06-01,0.0,0.0,0.0,,,,3947.0,59051.0,59051.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-07-01,0.0,0.0,0.0,,,,2637.0,60171.0,60171.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-08-01,0.0,0.0,0.0,,,,1175.0,25287.0,25287.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-09-01,0.0,0.0,0.0,,,,1345.0,28733.0,28733.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-10-01,0.0,0.0,0.0,,,,233.0,5498.0,5498.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-11-01,0.0,0.0,0.0,,,,342.0,11234.0,11234.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2016-12-01,0.0,0.0,0.0,,,,252.0,5506.0,5506.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-01-01,0.0,0.0,0.0,,,,1841.65,31177.0,31177.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-02-01,0.0,0.0,0.0,,,,1011.068,17116.0,17116.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-03-01,0.0,0.0,0.0,,,,1349.531,22845.0,22845.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-04-01,0.0,0.0,0.0,,,,2826.907,47854.0,47854.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-05-01,0.0,0.0,0.0,,,,3791.258,64179.0,64179.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-06-01,0.0,0.0,0.0,,,,5447.513,92217.0,92217.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-07-01,0.0,0.0,0.0,,,,6765.563,114529.0,114529.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-08-01,0.0,0.0,0.0,,,,6184.584,104694.0,104694.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-09-01,0.0,0.0,0.0,,,,4984.203,84374.0,84374.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-10-01,0.0,0.0,0.0,,,,4306.359,72898.0,72898.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-11-01,0.0,0.0,0.0,,,,2528.866,42809.0,42809.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2017-12-01,0.0,0.0,0.0,,,,3145.498,53248.0,53248.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-01-01,0.0,0.0,0.0,,,,4661.023,62754.0,62754.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-02-01,0.0,0.0,0.0,,,,3753.726,50538.0,50538.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-03-01,0.0,0.0,0.0,,,,4509.565,60715.0,60715.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-04-01,0.0,0.0,0.0,,,,6715.767,90417.0,90417.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-05-01,0.0,0.0,0.0,,,,7632.538,102761.0,102761.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-06-01,0.0,0.0,0.0,,,,10534.274,141828.0,141828.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-07-01,0.0,0.0,0.0,,,,14254.095,191910.0,191910.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-08-01,0.0,0.0,0.0,,,,14797.411,199225.0,199225.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-09-01,0.0,0.0,0.0,,,,13725.625,184795.0,184795.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-10-01,0.0,0.0,0.0,,,,11419.223,153743.0,153743.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-11-01,0.0,0.0,0.0,,,,8357.191,112517.0,112517.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2018-12-01,0.0,0.0,0.0,,,,9004.562,121233.0,121233.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-01-01,0.0,0.0,0.0,,,,7556.793,97615.0,97615.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-02-01,0.0,0.0,0.0,,,,6547.653,84578.0,84578.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-03-01,0.0,0.0,0.0,,,,7540.386,97402.0,97402.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-04-01,0.0,0.0,0.0,,,,8477.72,109510.0,109510.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-05-01,0.0,0.0,0.0,,,,7811.853,100909.0,100909.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-06-01,0.0,0.0,0.0,,,,10724.901,138538.0,138538.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-07-01,0.0,0.0,0.0,,,,13555.702,175104.0,175104.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-08-01,0.0,0.0,0.0,,,,13953.048,180237.0,180237.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-09-01,0.0,0.0,0.0,,,,12369.846,159786.0,159786.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-10-01,0.0,0.0,0.0,,,,11336.102,146433.0,146433.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-11-01,0.0,0.0,0.0,,,,8016.642,103554.0,103554.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2019-12-01,0.0,0.0,0.0,,,,10702.354,138246.0,138246.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-01-01,0.0,0.0,0.0,,,,7569.955,107297.0,107297.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-02-01,0.0,0.0,0.0,,,,7179.099,101758.0,101758.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-03-01,0.0,0.0,0.0,,,,5707.993,80906.0,80906.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-04-01,0.0,0.0,0.0,,,,7041.011,99801.0,99801.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-05-01,0.0,0.0,0.0,,,,9117.166,129229.0,129229.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-06-01,0.0,0.0,0.0,,,,9758.084,138313.0,138313.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-07-01,0.0,0.0,0.0,,,,12269.697,173912.0,173912.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-08-01,0.0,0.0,0.0,,,,12234.305,173411.0,173411.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-09-01,0.0,0.0,0.0,,,,10762.854,152554.0,152554.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-10-01,0.0,0.0,0.0,,,,9978.698,141440.0,141440.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-11-01,0.0,0.0,0.0,,,,7837.832,111094.0,111094.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2020-12-01,0.0,0.0,0.0,,,,8426.306,119436.0,119436.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-01-01,0.0,0.0,0.0,,,,6591.917,83127.0,83127.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-02-01,0.0,0.0,0.0,,,,3841.426,48443.0,48443.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-03-01,0.0,0.0,0.0,,,,5439.453,68594.0,68594.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-04-01,0.0,0.0,0.0,,,,6632.717,83641.0,83641.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-05-01,0.0,0.0,0.0,,,,7569.099,95450.0,95450.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-06-01,0.0,0.0,0.0,,,,8689.882,109584.0,109584.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-07-01,0.0,0.0,0.0,,,,10748.009,135537.0,135537.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-08-01,0.0,0.0,0.0,,,,9891.596,124738.0,124738.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-09-01,0.0,0.0,0.0,,,,8298.063,104643.0,104643.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-10-01,0.0,0.0,0.0,,,,6477.383,81682.0,81682.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-11-01,0.0,0.0,0.0,,,,4812.578,60689.0,60689.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2021-12-01,0.0,0.0,0.0,,,,5789.877,73013.0,73013.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-01-01,0.0,0.0,0.0,,,,4971.064,62636.0,62636.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-02-01,0.0,0.0,0.0,,,,4760.61,59985.0,59985.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-03-01,0.0,0.0,0.0,,,,5212.892,65684.0,65684.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-04-01,0.0,0.0,0.0,,,,6135.178,77305.0,77305.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-05-01,0.0,0.0,0.0,,,,6230.849,78511.0,78511.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-06-01,0.0,0.0,0.0,,,,7396.093,93193.0,93193.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-07-01,0.0,0.0,0.0,,,,9534.379,120136.0,120136.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-08-01,0.0,0.0,0.0,,,,9580.149,120713.0,120713.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-09-01,0.0,0.0,0.0,,,,8957.144,112863.0,112863.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-10-01,0.0,0.0,0.0,,,,8185.902,103144.0,103144.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-11-01,0.0,0.0,0.0,,,,5783.119,72869.0,72869.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2022-12-01,0.0,0.0,0.0,,,,6564.621,82716.0,82716.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-01-01,0.0,0.0,0.0,,,,10466.251,143632.0,143632.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-02-01,0.0,0.0,0.0,,,,9687.7,132949.0,132949.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-03-01,0.0,0.0,0.0,,,,9887.658,135694.0,135694.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-04-01,0.0,0.0,0.0,,,,14834.722,203585.0,203585.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-05-01,0.0,0.0,0.0,,,,13393.363,183804.0,183804.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-06-01,0.0,0.0,0.0,,,,14461.38,198461.0,198461.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-07-01,0.0,0.0,0.0,,,,20122.632,276153.0,276153.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-08-01,0.0,0.0,0.0,,,,20947.815,287477.0,287477.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-09-01,0.0,0.0,0.0,,,,18089.492,248251.0,248251.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-10-01,0.0,0.0,0.0,,,,17057.002,234082.0,234082.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-11-01,0.0,0.0,0.0,,,,13171.684,180762.0,180762.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2023-12-01,0.0,0.0,0.0,,,,13492.301,185161.0,185161.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-01-01,0.0,0.0,0.0,,,,19085.639,198745.0,198745.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-02-01,0.0,0.0,0.0,,,,293.865,3060.0,3060.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-05-01,0.0,0.0,0.0,,,,8577.86,89324.0,89324.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-06-01,0.0,0.0,0.0,,,,14153.142,147382.0,147382.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-07-01,0.0,0.0,0.0,,,,10540.48,109762.0,109762.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-08-01,0.0,0.0,0.0,,,,14026.853,146066.0,146066.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-09-01,0.0,0.0,0.0,,,,7427.557,77346.0,77346.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-10-01,0.0,0.0,0.0,,,,19132.986,199238.0,199238.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-11-01,0.0,0.0,0.0,,,,32206.676,335378.0,335378.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
2024-12-01,0.0,0.0,0.0,,,,9783.941,101883.0,101883.0,,,,0.0,0.0,0.0,,,,,,,,,,,,
