measured_on,"Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Kerosene - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Kerosene - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Kerosene - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Purchased Steam - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Purchased Steam - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Purchased Steam - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2012-01-01,28225.339,148953.0,848826.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,813.848,4295.0,24475.0,489.827,2585.0,14731.0,13285.986,70114.0,399552.0
2012-02-01,22968.949,121213.0,684420.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,856.813,4522.0,25531.0,221.49,1169.0,6600.0,13995.748,73859.0,417040.0
2012-03-01,25604.628,135123.0,850355.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,734.968,3879.0,24409.0,159.117,840.0,5284.0,11619.287,61318.0,385888.0
2012-04-01,15586.727,82255.0,421641.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1060.098,5594.0,28677.0,1498.025,7905.0,40523.0,12400.15,65439.0,335440.0
2012-05-01,28428.103,150023.0,861113.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,626.789,3308.0,18986.0,410.122,2164.0,12423.0,10100.986,53306.0,305968.0
2012-06-01,25368.148,133875.0,819973.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,840.92,4438.0,27181.0,421.352,2224.0,13619.0,11486.58,60618.0,371280.0
2012-07-01,27763.029,146513.0,848826.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,800.518,4225.0,24475.0,417.081,2201.0,12752.0,13068.372,68965.0,399552.0
2012-08-01,32386.132,170910.0,882211.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,675.981,3567.0,18414.0,256.021,1351.0,6974.0,10863.866,57332.0,295936.0
2012-09-01,29014.523,153118.0,998811.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,593.066,3130.0,20416.0,225.65,1191.0,7768.0,8753.761,46196.0,301344.0
2012-10-01,31711.63,167351.0,900537.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,445.459,2351.0,12650.0,367.182,1938.0,10427.0,7743.729,40866.0,219904.0
2012-11-01,29083.482,153481.0,984445.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,749.063,3953.0,25355.0,209.721,1107.0,7099.0,10518.734,55510.0,356048.0
2012-12-01,29701.068,156741.0,920139.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,872.047,4602.0,27016.0,40.997,216.0,1270.0,12623.888,66620.0,391088.0
2013-01-01,32079.427,169292.0,920843.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,879.461,4641.0,25245.0,345.275,1822.0,9911.0,11380.837,60060.0,326688.0
2013-02-01,27223.748,143667.0,814605.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,826.031,4359.0,24717.0,379.925,2005.0,11368.0,11973.296,63186.0,358272.0
2013-03-01,29328.173,154773.0,939576.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,689.461,3638.0,22088.0,409.189,2159.0,13109.0,9890.177,52193.0,316848.0
2013-04-01,17092.045,90199.0,533412.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,678.507,3581.0,21175.0,319.035,1684.0,9957.0,10423.413,55007.0,325296.0
2013-05-01,24271.278,128086.0,730829.0,0.0,0.0,0.0,1995.227,10529.0,60078.0,,,,0.0,0.0,0.0,610.079,3220.0,18370.0,0.0,0.0,0.0,8222.416,43392.0,247584.0
2013-06-01,27230.841,143705.0,899701.0,0.0,0.0,0.0,666.439,3517.0,22019.0,,,,0.0,0.0,0.0,690.168,3642.0,22803.0,0.0,0.0,0.0,9723.552,51314.0,321264.0
2013-07-01,28762.518,151788.0,897556.0,0.0,0.0,0.0,356.857,1883.0,11136.0,,,,0.0,0.0,0.0,619.693,3270.0,19338.0,0.0,0.0,0.0,9686.932,51121.0,302288.0
2013-08-01,27241.04,143758.0,900108.0,0.0,0.0,0.0,272.045,1436.0,8989.0,,,,0.0,0.0,0.0,772.342,4076.0,25520.0,0.0,0.0,0.0,10911.573,57583.0,360544.0
2013-09-01,26380.872,139219.0,883905.0,0.0,0.0,0.0,592.798,3128.0,19862.0,,,,0.0,0.0,0.0,674.008,3557.0,22583.0,0.0,0.0,0.0,10716.322,56553.0,359056.0
2013-10-01,30329.446,160057.0,939752.0,0.0,0.0,0.0,408.781,2157.0,12666.0,,,,0.0,0.0,0.0,680.204,3590.0,21076.0,0.0,0.0,0.0,9190.569,48501.0,284768.0
2013-11-01,24487.573,129228.0,821183.0,0.0,0.0,0.0,689.883,3641.0,23135.0,,,,0.0,0.0,0.0,1074.917,5673.0,36047.0,0.0,0.0,0.0,13133.627,69310.0,440432.0
2013-12-01,25017.519,132024.0,842424.0,0.0,0.0,0.0,874.341,4614.0,29442.0,,,,0.0,0.0,0.0,923.816,4875.0,31108.0,0.0,0.0,0.0,15292.324,80702.0,514944.0
2014-01-01,25493.045,134534.0,869209.0,0.0,0.0,0.0,772.057,4074.0,26324.0,,,,0.0,0.0,0.0,1166.268,6155.0,39765.0,0.0,0.0,0.0,14120.63,74518.0,481456.0
2014-02-01,21289.448,112350.0,738793.0,0.0,0.0,0.0,951.666,5022.0,33025.0,,,,0.0,0.0,0.0,859.655,4537.0,29832.0,0.0,0.0,0.0,14290.231,75413.0,495904.0
2014-03-01,26093.467,137702.0,850619.0,0.0,0.0,0.0,339.275,1790.0,11060.0,,,,0.0,0.0,0.0,1145.59,6046.0,37345.0,0.0,0.0,0.0,13962.668,73685.0,455168.0
2014-04-01,22946.657,121096.0,815078.0,0.0,0.0,0.0,519.08,2739.0,18438.0,,,,0.0,0.0,0.0,1110.202,5859.0,39435.0,0.0,0.0,0.0,13370.061,70557.0,474912.0
2014-05-01,23538.215,124218.0,851972.0,0.0,0.0,0.0,609.058,3214.0,22045.0,,,,0.0,0.0,0.0,953.357,5031.0,34507.0,0.0,0.0,0.0,11362.37,59962.0,411264.0
2014-06-01,21859.55,115359.0,856966.0,0.0,0.0,0.0,378.999,2000.0,14858.0,,,,0.0,0.0,0.0,875.718,4621.0,34331.0,0.0,0.0,0.0,10027.733,52919.0,393120.0
2014-07-01,18128.959,95671.0,647262.0,0.0,0.0,0.0,701.926,3704.0,25061.0,,,,0.0,0.0,0.0,898.099,4740.0,32065.0,0.0,0.0,0.0,12145.016,64093.0,433616.0
2014-08-01,23498.433,124008.0,900042.0,0.0,0.0,0.0,712.57,3760.0,27293.0,,,,0.0,0.0,0.0,847.21,4471.0,32450.0,0.0,0.0,0.0,9569.787,50502.0,366544.0
2014-09-01,22999.377,121374.0,868560.0,0.0,0.0,0.0,244.304,1289.0,9226.0,,,,0.0,0.0,0.0,905.586,4779.0,34199.0,0.0,0.0,0.0,9918.733,52344.0,374576.0
2014-10-01,21551.417,113733.0,729993.0,0.0,0.0,0.0,930.528,4911.0,31519.0,,,,0.0,0.0,0.0,616.376,3253.0,20878.0,0.0,0.0,0.0,7611.679,40169.0,257824.0
2014-11-01,23532.915,124190.0,869253.0,0.0,0.0,0.0,368.539,1945.0,13613.0,,,,0.0,0.0,0.0,1022.044,5394.0,37752.0,0.0,0.0,0.0,11399.502,60158.0,421072.0
2014-12-01,25017.519,132024.0,842424.0,0.0,0.0,0.0,874.341,4614.0,29442.0,,,,0.0,0.0,0.0,923.816,4875.0,31108.0,0.0,0.0,0.0,15292.324,80702.0,514944.0
2015-01-01,28527.704,150548.0,869209.0,0.0,0.0,0.0,1021.532,5391.0,31125.0,,,,0.0,0.0,0.0,1097.15,5790.0,33429.0,724.081,3821.0,22062.0,15801.533,83389.0,481456.0
2015-02-01,24386.051,128692.0,754259.0,0.0,0.0,0.0,757.389,3997.0,23426.0,,,,0.0,0.0,0.0,964.858,5092.0,29843.0,366.818,1936.0,11346.0,10881.884,57427.0,336576.0
2015-03-01,23018.765,121476.0,823295.0,0.0,0.0,0.0,1034.634,5460.0,37005.0,,,,0.0,0.0,0.0,1234.208,6513.0,44143.0,0.0,0.0,0.0,11577.393,61097.0,414080.0
2015-04-01,22237.36,117353.0,853094.0,0.0,0.0,0.0,481.061,2539.0,18455.0,,,,0.0,0.0,0.0,1016.472,5364.0,38995.0,0.0,0.0,0.0,11297.107,59618.0,433392.0
2015-05-01,23810.298,125653.0,884829.0,0.0,0.0,0.0,373.477,1971.0,13879.0,,,,0.0,0.0,0.0,1102.616,5819.0,40975.0,0.0,0.0,0.0,10008.609,52818.0,371936.0
2015-06-01,14569.163,76885.0,536096.0,0.0,0.0,0.0,1534.38,8097.0,56460.0,,,,0.0,0.0,0.0,1076.784,5682.0,39622.0,0.0,0.0,0.0,9695.673,51167.0,356768.0
2015-07-01,24186.282,127638.0,828047.0,0.0,0.0,0.0,1111.425,5865.0,38051.0,,,,0.0,0.0,0.0,1084.699,5724.0,37136.0,0.0,0.0,0.0,9371.594,49456.0,320848.0
2015-08-01,26844.603,141666.0,922053.0,0.0,0.0,0.0,625.921,3303.0,21499.0,,,,0.0,0.0,0.0,972.93,5134.0,33418.0,0.0,0.0,0.0,8681.546,45815.0,298192.0
2015-09-01,17952.25,94739.0,583979.0,0.0,0.0,0.0,5102.711,26928.0,165989.0,,,,0.0,0.0,0.0,795.338,4197.0,25872.0,101.27,534.0,3294.0,7557.431,39883.0,245840.0
2015-10-01,13574.681,71637.0,518386.0,0.0,0.0,0.0,5085.248,26836.0,194194.0,,,,0.0,0.0,0.0,785.802,4147.0,30008.0,23.162,122.0,885.0,8747.107,46161.0,334032.0
2015-11-01,12582.293,66400.0,450582.0,0.0,0.0,0.0,5329.006,28123.0,190836.0,,,,0.0,0.0,0.0,795.877,4200.0,28501.0,0.0,0.0,0.0,9078.824,47911.0,325120.0
2015-12-01,13642.853,71997.0,512809.0,0.0,0.0,0.0,5756.556,30379.0,216378.0,,,,0.0,0.0,0.0,843.113,4449.0,31691.0,2.263,12.0,85.0,8949.215,47227.0,336384.0
2016-01-01,13848.769,69488.0,496177.0,0.0,0.0,0.0,5148.09,25831.0,184447.0,,,,0.0,0.0,0.0,643.515,3229.0,23056.0,12.502,63.0,448.0,10226.124,51311.0,366384.0
2016-02-01,16452.947,82555.0,517220.0,0.0,0.0,0.0,5725.353,28728.0,179984.0,,,,0.0,0.0,0.0,696.328,3494.0,21890.0,29.039,146.0,913.0,5809.333,29149.0,182624.0
2016-03-01,17526.082,87940.0,555038.0,0.0,0.0,0.0,4910.346,24638.0,155507.0,,,,0.0,0.0,0.0,777.347,3900.0,24618.0,0.0,0.0,0.0,6649.225,33363.0,210576.0
2016-04-01,17458.021,87598.0,578226.0,0.0,0.0,0.0,3737.424,18753.0,123787.0,,,,0.0,0.0,0.0,515.444,2586.0,17072.0,12.155,61.0,403.0,5824.956,29228.0,192928.0
2016-05-01,14651.282,73515.0,481459.0,0.0,0.0,0.0,2503.65,12562.0,82273.0,,,,0.0,0.0,0.0,527.217,2645.0,17325.0,5.694,29.0,187.0,5809.157,29148.0,190896.0
2016-06-01,16380.504,82192.0,508629.0,0.0,0.0,0.0,4211.636,21133.0,130775.0,,,,0.0,0.0,0.0,486.395,2441.0,15103.0,3.104,16.0,96.0,6384.361,32034.0,198240.0
2016-07-01,17982.758,90231.0,518386.0,0.0,0.0,0.0,5077.769,25478.0,146376.0,,,,0.0,0.0,0.0,507.895,2548.0,14641.0,1.574,8.0,45.0,6555.004,32891.0,188960.0
2016-08-01,17095.916,85781.0,519497.0,0.0,0.0,0.0,3763.427,18884.0,114360.0,,,,0.0,0.0,0.0,509.326,2556.0,15477.0,19.032,95.0,578.0,6335.299,31788.0,192512.0
2016-09-01,16438.649,82483.0,506286.0,0.0,0.0,0.0,4273.68,21444.0,131623.0,,,,0.0,0.0,0.0,370.018,1857.0,11396.0,0.0,0.0,0.0,3852.653,19331.0,118656.0
2016-10-01,16761.121,84101.0,529408.0,0.0,0.0,0.0,3715.758,18644.0,117364.0,,,,0.0,0.0,0.0,589.955,2960.0,18634.0,0.0,0.0,0.0,6806.166,34151.0,214976.0
2016-11-01,16185.307,81212.0,531685.0,0.0,0.0,0.0,4651.345,23339.0,152796.0,,,,0.0,0.0,0.0,663.686,3330.0,21802.0,0.0,0.0,0.0,6432.662,32277.0,211312.0
2016-12-01,20443.049,102576.0,615912.0,0.0,0.0,0.0,2979.369,14949.0,89763.0,,,,0.0,0.0,0.0,633.46,3178.0,19085.0,133.619,670.0,4026.0,8026.503,40274.0,241824.0
2017-01-01,14538.985,72951.0,446754.0,0.0,0.0,0.0,3707.595,18603.0,113927.0,,,,0.0,0.0,0.0,,,,,,,6224.42,31232.0,191264.0
2017-02-01,10644.907,53412.0,317009.0,0.0,0.0,0.0,2863.835,14370.0,85286.0,,,,0.0,0.0,0.0,,,,,,,5662.258,28411.0,168624.0
2017-03-01,12702.999,63739.0,369424.0,0.0,0.0,0.0,1312.1,6584.0,38158.0,,,,0.0,0.0,0.0,,,,,,,6747.901,33859.0,196240.0
2017-04-01,9181.458,46069.0,333509.0,0.0,0.0,0.0,1568.404,7870.0,56971.0,,,,0.0,0.0,0.0,,,,,,,4846.138,24316.0,176032.0
2017-05-01,8092.027,40603.0,315029.0,0.0,0.0,0.0,1818.766,9126.0,70806.0,,,,0.0,0.0,0.0,,,,,,,4639.207,23278.0,180608.0
2017-06-01,9600.119,48170.0,352231.0,0.0,0.0,0.0,1170.583,5874.0,42949.0,,,,0.0,0.0,0.0,,,,,,,4620.298,23183.0,169520.0
2017-07-01,5263.354,26410.0,160314.0,0.0,0.0,0.0,1117.717,5608.0,34044.0,,,,0.0,0.0,0.0,,,,,,,4274.929,21450.0,130208.0
2017-08-01,9794.075,49143.0,362527.0,0.0,0.0,0.0,2172.583,10901.0,80418.0,,,,0.0,0.0,0.0,,,,,,,5249.342,26339.0,194304.0
2017-09-01,10865.558,54520.0,357379.0,0.0,0.0,0.0,2147.184,10774.0,70623.0,,,,0.0,0.0,0.0,,,,,,,3995.258,20047.0,131408.0
2017-10-01,10904.055,54713.0,375650.0,0.0,0.0,0.0,1944.008,9754.0,66972.0,,,,0.0,0.0,0.0,,,,,,,4701.937,23593.0,161984.0
2017-11-01,10739.604,53888.0,338701.0,0.0,0.0,0.0,3040.691,15257.0,95896.0,,,,0.0,0.0,0.0,,,,,,,6276.705,31494.0,197952.0
2017-12-01,14400.002,72254.0,355322.0,0.0,0.0,0.0,1120.966,5625.0,27660.0,,,,0.0,0.0,0.0,,,,,,,5651.032,28355.0,139440.0
2018-01-01,14391.918,72214.0,351835.0,0.0,0.0,0.0,653.299,3278.0,15971.0,,,,0.0,0.0,0.0,,,,,,,7461.783,37441.0,182416.0
2018-02-01,12111.16,60770.0,323697.0,0.0,0.0,0.0,751.37,3770.0,20082.0,,,,0.0,0.0,0.0,,,,,,,5522.47,27710.0,147600.0
2018-03-01,19407.62,97381.0,387134.0,0.0,0.0,0.0,814.086,4085.0,16239.0,,,,0.0,0.0,0.0,,,,,,,7963.294,39957.0,158848.0
2018-04-01,12911.101,64783.0,330132.0,0.0,0.0,0.0,678.579,3405.0,17351.0,,,,0.0,0.0,0.0,,,,,,,6274.32,31482.0,160432.0
2018-05-01,11952.132,59972.0,367829.0,0.0,0.0,0.0,2110.565,10590.0,64953.0,,,,0.0,0.0,0.0,,,,,,,5259.303,26389.0,161856.0
2018-06-01,12640.324,63425.0,376992.0,0.0,0.0,0.0,1732.465,8693.0,51670.0,,,,0.0,0.0,0.0,,,,,,,4835.211,24261.0,144208.0
2018-07-01,13772.246,69104.0,350185.0,0.0,0.0,0.0,3384.728,16983.0,86063.0,,,,0.0,0.0,0.0,,,,,,,4070.026,20422.0,103488.0
2018-08-01,13407.449,67274.0,378213.0,0.0,0.0,0.0,4188.815,21018.0,118163.0,,,,0.0,0.0,0.0,,,,,,,4433.736,22247.0,125072.0
2018-09-01,25574.299,128323.0,735559.0,0.0,0.0,0.0,2754.327,13820.0,79219.0,,,,0.0,0.0,0.0,,,,,,,4035.374,20248.0,116064.0
2018-10-01,28673.929,143876.0,780087.0,0.0,0.0,0.0,1674.738,8403.0,45562.0,,,,0.0,0.0,0.0,,,,,,,3329.333,16705.0,90576.0
2018-11-01,28193.58,141465.0,763268.0,0.0,0.0,0.0,913.55,4584.0,24732.0,,,,0.0,0.0,0.0,,,,,,,6028.87,30251.0,163216.0
2018-12-01,29307.086,147053.0,785389.0,0.0,0.0,0.0,948.072,4757.0,25407.0,,,,0.0,0.0,0.0,,,,,,,6701.842,33627.0,179600.0
2019-01-01,25323.979,127067.0,674388.0,0.0,0.0,0.0,1156.572,5803.0,30800.0,,,,0.0,0.0,0.0,,,,,,,7538.449,37825.0,200752.0
2019-02-01,22231.922,111552.0,633974.0,0.0,0.0,0.0,1568.782,7872.0,44736.0,,,,0.0,0.0,0.0,,,,,,,6382.296,32024.0,182000.0
2019-03-01,25957.803,130247.0,724163.0,0.0,0.0,0.0,1203.612,6039.0,33578.0,,,,0.0,0.0,0.0,,,,,,,6533.585,32783.0,182272.0
2019-04-01,24742.678,124150.0,758593.0,0.0,0.0,0.0,1093.959,5489.0,33540.0,,,,0.0,0.0,0.0,,,,,,,5486.363,27529.0,168208.0
2019-05-01,21390.878,107332.0,615571.0,0.0,0.0,0.0,1480.926,7431.0,42617.0,,,,0.0,0.0,0.0,,,,,,,4753.196,23850.0,136784.0
2019-06-01,23052.671,115670.0,720456.0,0.0,0.0,0.0,1639.511,8226.0,51239.0,,,,0.0,0.0,0.0,,,,,,,5065.818,25418.0,158320.0
2019-07-01,26206.495,131495.0,721677.0,0.0,0.0,0.0,1568.554,7870.0,43195.0,,,,0.0,0.0,0.0,,,,,,,6439.951,32313.0,177344.0
2019-08-01,25908.039,129997.0,785499.0,0.0,0.0,0.0,1407.677,7063.0,42679.0,,,,0.0,0.0,0.0,,,,,,,5363.284,26911.0,162608.0
2019-09-01,23026.032,115537.0,612689.0,0.0,0.0,0.0,1842.341,9244.0,49022.0,,,,0.0,0.0,0.0,,,,,,,5425.627,27224.0,144368.0
2019-10-01,26633.663,133638.0,739134.0,0.0,0.0,0.0,2270.333,11392.0,63006.0,,,,0.0,0.0,0.0,,,,,,,4079.004,20467.0,113200.0
2019-11-01,26246.102,131694.0,756547.0,0.0,0.0,0.0,1056.579,5302.0,30456.0,,,,0.0,0.0,0.0,,,,,,,6514.319,32687.0,187776.0
2019-12-01,27684.238,138910.0,746526.0,0.0,0.0,0.0,1564.504,7850.0,42188.0,,,,0.0,0.0,0.0,,,,,,,7413.258,37197.0,199904.0
2020-01-01,26470.556,132820.0,758505.0,0.0,0.0,0.0,1323.589,6641.0,37927.0,,,,0.0,0.0,0.0,,,,,,,6708.855,33663.0,192240.0
2020-02-01,24646.406,123667.0,723481.0,0.0,0.0,0.0,1842.21,9244.0,54077.0,,,,0.0,0.0,0.0,,,,,,,6294.384,31583.0,184768.0
2020-03-01,26241.147,131669.0,777436.0,0.0,0.0,0.0,927.849,4656.0,27489.0,,,,0.0,0.0,0.0,,,,,,,6492.004,32575.0,192336.0
2020-04-01,13560.714,68043.0,400455.0,0.0,0.0,0.0,136.096,683.0,4019.0,,,,0.0,0.0,0.0,,,,,,,3190.19,16007.0,94208.0
2020-05-01,5652.882,0.0,0.0,0.0,0.0,0.0,338.208,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1344.91,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3353.514,16827.0,32175.0,,,,0.0,0.0,0.0,,,,,,,4272.486,21438.0,40992.0
2020-07-01,4340.605,0.0,0.0,0.0,0.0,0.0,259.696,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1032.699,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,7176.0,21452.0,21452.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2890.98,14506.0,49746.0,,,,0.0,0.0,0.0,,,,,,,2743.02,13764.0,47200.0
2020-10-01,5958.797,0.0,0.0,0.0,0.0,0.0,356.511,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1417.692,0.0,0.0
2020-11-01,6300.928,0.0,0.0,0.0,0.0,0.0,376.981,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1499.091,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,10028.0,50317.0,78965.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,9461.0,47472.0,84633.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,9980.0,50076.0,53404.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2021-03-01,6248.904,0.0,0.0,0.0,0.0,0.0,1601.795,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1932.301,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,7555.0,34111.0,34111.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,6776.0,18358.0,18358.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,7111.0,3438.0,3438.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2021-07-01,4082.898,0.0,0.0,0.0,0.0,0.0,1046.578,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1262.524,0.0,0.0
2021-08-01,4821.933,0.0,0.0,0.0,0.0,0.0,1236.017,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1491.05,0.0,0.0
2021-09-01,4804.049,0.0,0.0,0.0,0.0,0.0,1231.432,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1485.519,0.0,0.0
2021-10-01,5017.391,0.0,0.0,0.0,0.0,0.0,1286.119,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1551.49,0.0,0.0
2021-11-01,5598.016,0.0,0.0,0.0,0.0,0.0,1434.952,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1731.032,0.0,0.0
2021-12-01,6271.26,0.0,0.0,0.0,0.0,0.0,1607.526,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1939.214,0.0,0.0
2022-01-01,4663.637,0.0,0.0,0.0,0.0,0.0,6370.262,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1442.101,0.0,0.0
2022-02-01,3634.168,0.0,0.0,0.0,0.0,0.0,4964.066,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1123.766,0.0,0.0
2022-03-01,3582.208,0.0,0.0,0.0,0.0,0.0,4893.093,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1107.699,0.0,0.0
2022-04-01,2547.88,0.0,0.0,0.0,0.0,0.0,3480.258,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,787.862,0.0,0.0
2022-05-01,2304.157,0.0,0.0,0.0,0.0,0.0,3147.346,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,712.497,0.0,0.0
2022-06-01,2266.776,0.0,0.0,0.0,0.0,0.0,3096.286,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,700.938,0.0,0.0
2022-07-01,2400.973,0.0,0.0,0.0,0.0,0.0,3279.592,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,742.435,0.0,0.0
2022-08-01,2760.951,0.0,0.0,0.0,0.0,0.0,3771.301,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,853.748,0.0,0.0
2022-09-01,2503.397,0.0,0.0,0.0,0.0,0.0,3419.497,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,774.106,0.0,0.0
2022-10-01,2713.103,0.0,0.0,0.0,0.0,0.0,3705.945,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,838.952,0.0,0.0
2022-11-01,3047.288,0.0,0.0,0.0,0.0,0.0,4162.422,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,942.29,0.0,0.0
2022-12-01,2828.236,0.0,0.0,0.0,0.0,0.0,3863.21,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,874.554,0.0,0.0
2023-01-01,2056.695,0.0,0.0,0.0,0.0,0.0,2809.329,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,635.976,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2023-03-01,457.916,0.0,0.0,0.0,0.0,0.0,625.486,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,141.598,0.0,0.0
2023-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0
