measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35021.0,540912.0,540912.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,6.453,105.0,105.0,7401.547,120477.0,120477.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,102.878,1752.0,1752.0,14572.122,248219.0,248219.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,216.305,3808.0,3808.0,26214.695,461561.0,461561.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34904.0,584368.0,584368.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,43.388,733.0,733.0,30371.612,513244.0,513244.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,123.097,2083.0,2083.0,4382.903,74170.0,74170.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,163.957,2946.0,2946.0,22166.043,398325.0,398325.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,86.187,1413.0,1413.0,33561.813,550373.0,550373.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35924.0,572725.0,572725.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,13.101,178.0,178.0,26416.899,358600.0,358600.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,9.402,156.0,156.0,33488.598,555634.0,555634.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1.342,24.0,24.0,7166.658,127758.0,127758.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,4.983,100.0,100.0,3541.017,70953.0,70953.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.535,9.0,9.0,36316.465,635741.0,635741.0
