measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Gaseous Propane-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed,"Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Waste/Other Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Waste/Other Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Waste/Other Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wind-Wind Turbine, Onshore Generation","Wind-Wind Turbine, Onshore Quantity Consumed For Electricity","Wind-Wind Turbine, Onshore Total Fuel Consumed"
2014-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-57.0,217.0,217.0,900.918,11105.0,11105.0,,,,41541.082,512050.0,512050.0,,,,,,
2015-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-66.0,175.0,175.0,1037.931,13054.0,13054.0,,,,40693.069,511797.0,511797.0,,,,,,
2015-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-82.0,0.0,0.0,541.379,8751.0,8751.0,,,,27412.621,443095.0,443095.0,,,,,,
2015-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-58.0,0.0,0.0,679.177,8611.0,8611.0,,,,31809.823,403288.0,403288.0,,,,,,
2015-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-42.0,0.0,0.0,696.191,9469.0,9469.0,,,,20149.809,274058.0,274058.0,,,,,,
2015-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-33.0,85.0,85.0,678.301,8467.0,8467.0,,,,28311.699,353412.0,353412.0,,,,,,
2015-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-19.0,191.0,191.0,1028.255,12446.0,12446.0,,,,41269.745,499509.0,499509.0,,,,,,
2015-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,427.0,5900.0,5900.0,1194.364,14796.0,14796.0,,,,48960.636,606526.0,606526.0,,,,,,
2015-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,650.0,9343.0,9343.0,1256.818,15772.0,15772.0,,,,46801.182,587316.0,587316.0,,,,,,
2015-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,4544.0,69039.0,69039.0,544.404,7492.0,7492.0,,,,19349.596,266270.0,266270.0,,,,,,
2015-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,239.0,4036.0,4036.0,1157.804,14587.0,14587.0,,,,33450.196,421448.0,421448.0,,,,,,
2015-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,175.0,3347.0,3347.0,1184.52,14111.0,14111.0,,,,39248.48,467552.0,467552.0,,,,,,
2015-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1282.0,1282.0,1012.443,12346.0,12346.0,,,,35118.557,428232.0,428232.0,,,,,,
2016-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-101.0,0.0,0.0,1367.89,17144.0,17144.0,,,,37324.11,467778.0,467778.0,,,,,,
2016-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-84.0,0.0,0.0,975.68,11938.0,11938.0,,,,32427.32,396767.0,396767.0,,,,,,
2016-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-59.0,219.0,219.0,743.044,9156.0,9156.0,,,,27317.956,336615.0,336615.0,,,,,,
2016-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,78.0,1920.0,1920.0,595.61,8223.0,8223.0,,,,18228.39,251649.0,251649.0,,,,,,
2016-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-34.0,383.0,383.0,589.041,8026.0,8026.0,,,,20237.959,275769.0,275769.0,,,,,,
2016-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,6872.0,101189.0,101189.0,696.927,9633.0,9633.0,,,,20916.073,289092.0,289092.0,,,,,,
2016-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,3049.0,39462.0,39462.0,1544.14,18720.0,18720.0,,,,47014.86,569973.0,569973.0,,,,,,
2016-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,140.0,2427.0,2427.0,1454.733,17380.0,17380.0,,,,53906.267,644020.0,644020.0,,,,,,
2016-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-36.0,53.0,53.0,1242.639,15036.0,15036.0,,,,44189.361,534685.0,534685.0,,,,,,
2016-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,12984.0,12984.0,974.329,11233.0,11233.0,,,,37640.671,433975.0,433975.0,,,,,,
2016-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-62.0,0.0,0.0,1385.095,16949.0,16949.0,,,,46450.905,568422.0,568422.0,,,,,,
2016-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,160.0,160.0,1161.089,13835.0,13835.0,,,,48721.911,580559.0,580559.0,,,,,,
2017-01-01,,,,0.0,0.0,0.0,,,,33.247,751.0,751.0,1127.805,13410.0,13410.0,,,,44970.195,534710.0,534710.0,,,,,,
2017-02-01,,,,0.0,0.0,0.0,,,,21.671,491.0,491.0,785.108,9377.0,9377.0,,,,32033.892,382600.0,382600.0,,,,,,
2017-03-01,,,,0.0,0.0,0.0,,,,42.477,961.0,961.0,628.0,7655.0,7655.0,,,,23953.0,291959.0,291959.0,,,,,,
2017-04-01,,,,0.0,0.0,0.0,,,,46.641,1056.0,1056.0,622.516,8258.0,8258.0,,,,18064.484,239624.0,239624.0,,,,,,
2017-05-01,,,,0.0,0.0,0.0,,,,37.04,839.0,839.0,937.01,10901.0,10901.0,,,,34188.99,397751.0,397751.0,,,,,,
2017-06-01,,,,0.0,0.0,0.0,,,,74.276,1682.0,1682.0,1386.689,16894.0,16894.0,,,,47077.311,573538.0,573538.0,,,,,,
2017-07-01,,,,0.0,0.0,0.0,,,,201.741,4566.0,4566.0,1852.21,22470.0,22470.0,,,,57288.79,695003.0,695003.0,,,,,,
2017-08-01,,,,0.0,0.0,0.0,,,,127.086,2877.0,2877.0,1489.492,18034.0,18034.0,,,,51499.508,623527.0,623527.0,,,,,,
2017-09-01,,,,0.0,0.0,0.0,,,,67.175,1520.0,1520.0,1331.091,16712.0,16712.0,,,,41391.909,519695.0,519695.0,,,,,,
2017-10-01,,,,0.0,0.0,0.0,,,,50.175,1135.0,1135.0,844.266,11464.0,11464.0,,,,19140.734,259913.0,259913.0,,,,,,
2017-11-01,,,,0.0,0.0,0.0,,,,35.735,809.0,809.0,844.76,9828.0,9828.0,,,,33044.24,384448.0,384448.0,,,,,,
2017-12-01,,,,0.0,0.0,0.0,,,,39.736,900.0,900.0,1004.575,12200.0,12200.0,,,,38785.425,471035.0,471035.0,,,,,,
2018-01-01,,,,0.0,0.0,0.0,,,,277.607,3677.0,3677.0,1313.276,16319.0,16319.0,,,,47668.724,592329.0,592329.0,,,,0.0,0.0,0.0
2018-02-01,,,,0.0,0.0,0.0,,,,241.705,3202.0,3202.0,1064.334,13050.0,13050.0,,,,36973.666,453338.0,453338.0,,,,0.0,0.0,0.0
2018-03-01,,,,0.0,0.0,0.0,,,,449.343,5952.0,5952.0,967.407,12510.0,12510.0,0.0,0.0,0.0,25607.593,331147.0,331147.0,,,,0.0,0.0,0.0
2018-04-01,,,,0.0,0.0,0.0,,,,356.479,4722.0,4722.0,725.925,10040.0,10040.0,0.0,0.0,0.0,15995.075,221226.0,221226.0,,,,0.0,0.0,0.0
2018-05-01,,,,0.0,0.0,0.0,,,,1414.952,18743.0,18743.0,1247.57,14345.0,14345.0,0.0,0.0,0.0,35422.43,407304.0,407304.0,,,,0.0,0.0,0.0
2018-06-01,,,,0.0,0.0,0.0,,,,1181.428,15650.0,15650.0,1360.237,15992.0,15992.0,0.0,0.0,0.0,46942.763,551912.0,551912.0,,,,0.0,0.0,0.0
2018-07-01,,,,0.0,0.0,0.0,,,,1693.278,22430.0,22430.0,1318.62,15867.0,15867.0,0.0,0.0,0.0,41109.38,494660.0,494660.0,,,,0.0,0.0,0.0
2018-08-01,,,,0.0,0.0,0.0,,,,1139.883,15099.0,15099.0,1423.315,17021.0,17021.0,0.0,0.0,0.0,47845.685,572170.0,572170.0,,,,0.0,0.0,0.0
2018-09-01,,,,0.0,0.0,0.0,,,,427.895,5669.0,5669.0,1265.123,15661.0,15661.0,0.0,0.0,0.0,29991.877,371275.0,371275.0,,,,0.0,0.0,0.0
2018-10-01,,,,0.0,0.0,0.0,,,,1214.888,16093.0,16093.0,1363.021,17162.0,17162.0,0.0,0.0,0.0,29989.979,377600.0,377600.0,,,,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0,,,,788.165,10440.0,10440.0,1190.456,13995.0,13995.0,0.0,0.0,0.0,49105.544,577305.0,577305.0,,,,0.0,0.0,0.0
2018-12-01,,,,0.0,0.0,0.0,,,,348.377,4615.0,4615.0,1357.983,16474.0,16474.0,0.0,0.0,0.0,48264.017,585505.0,585505.0,,,,0.0,0.0,0.0
2019-01-01,,,,0.0,0.0,0.0,,,,75.399,1105.0,1105.0,1164.619,14839.0,14839.0,170.365,1517.0,1517.0,35939.381,457920.0,457920.0,,,,16140.631,143732.0,143732.0
2019-02-01,,,,0.0,0.0,0.0,,,,204.485,2999.0,2999.0,1117.808,13653.0,13653.0,107.309,956.0,956.0,39382.192,481015.0,481015.0,,,,13735.973,122319.0,122319.0
2019-03-01,,,,0.0,0.0,0.0,,,,207.613,3044.0,3044.0,1089.655,13475.0,13475.0,311.089,2770.0,2770.0,35240.345,435787.0,435787.0,,,,18677.852,166326.0,166326.0
2019-04-01,,,,0.0,0.0,0.0,,,,268.673,3941.0,3941.0,953.481,11991.0,11991.0,383.175,3412.0,3412.0,30341.519,381580.0,381580.0,,,,18849.415,167854.0,167854.0
2019-05-01,,,,0.0,0.0,0.0,,,,583.843,8563.0,8563.0,754.213,10415.0,10415.0,478.4,4260.0,4260.0,20652.787,285195.0,285195.0,,,,15325.959,136478.0,136478.0
2019-06-01,,,,0.0,0.0,0.0,,,,433.515,6358.0,6358.0,1408.874,17639.0,17639.0,547.217,4873.0,4873.0,41640.126,521318.0,521318.0,,,,13026.309,115999.0,115999.0
2019-07-01,,,,0.0,0.0,0.0,,,,576.156,8451.0,8451.0,1479.24,18101.0,18101.0,541.467,4822.0,4822.0,47564.76,582041.0,582041.0,,,,13264.986,118125.0,118125.0
2019-08-01,,,,0.0,0.0,0.0,,,,678.958,9958.0,9958.0,1452.382,16606.0,16606.0,511.676,4556.0,4556.0,41589.618,475511.0,475511.0,,,,10874.09,96834.0,96834.0
2019-09-01,,,,0.0,0.0,0.0,,,,334.401,4904.0,4904.0,1019.149,11656.0,11656.0,341.096,3037.0,3037.0,38060.851,435308.0,435308.0,,,,17937.909,159737.0,159737.0
2019-10-01,,,,0.0,0.0,0.0,,,,108.448,1591.0,1591.0,887.686,10191.0,10191.0,257.422,2292.0,2292.0,33944.314,389695.0,389695.0,,,,19937.324,177542.0,177542.0
2019-11-01,,,,0.0,0.0,0.0,,,,108.076,1585.0,1585.0,938.516,10669.0,10669.0,156.702,1395.0,1395.0,34854.484,396230.0,396230.0,,,,18558.971,165268.0,165268.0
2019-12-01,,,,0.0,0.0,0.0,,,,244.433,3585.0,3585.0,1306.64,15605.0,15605.0,136.082,1212.0,1212.0,34050.36,406649.0,406649.0,,,,18176.581,161862.0,161862.0
2020-01-01,,,,0.0,0.0,0.0,,,,87.071,2134.0,2134.0,1270.926,15670.0,15670.0,145.068,1272.0,1272.0,36459.074,449523.0,449523.0,,,,16826.477,147518.0,147518.0
2020-02-01,,,,0.0,0.0,0.0,,,,54.638,1340.0,1340.0,1218.432,15413.0,15413.0,305.37,2677.0,2677.0,33715.568,426495.0,426495.0,,,,17713.35,155293.0,155293.0
2020-03-01,,,,0.0,0.0,0.0,,,,38.494,944.0,944.0,658.348,9167.0,9167.0,368.004,3226.0,3226.0,15664.652,218130.0,218130.0,,,,17144.694,150308.0,150308.0
2020-04-01,,,,0.0,0.0,0.0,,,,32.636,800.0,800.0,738.07,8783.0,8783.0,482.264,4228.0,4228.0,24918.93,296532.0,296532.0,,,,16588.008,145427.0,145427.0
2020-05-01,,,,0.0,0.0,0.0,,,,35.539,872.0,872.0,891.402,10302.0,10302.0,494.311,4334.0,4334.0,30124.598,348147.0,348147.0,,,,14326.331,125599.0,125599.0
2020-06-01,,,,0.0,0.0,0.0,,,,96.412,2363.0,2363.0,1644.526,19547.0,19547.0,546.805,4794.0,4794.0,45286.474,538275.0,538275.0,,,,18050.121,158245.0,158245.0
2020-07-01,,,,0.0,0.0,0.0,,,,130.875,3208.0,3208.0,1619.881,19624.0,19624.0,527.883,4628.0,4628.0,51302.119,621501.0,621501.0,,,,13045.475,114370.0,114370.0
2020-08-01,,,,0.0,0.0,0.0,,,,78.586,1926.0,1926.0,1867.714,23139.0,23139.0,524.138,4595.0,4595.0,45183.286,559780.0,559780.0,,,,15497.789,135869.0,135869.0
2020-09-01,,,,0.0,0.0,0.0,,,,49.881,1222.0,1222.0,1089.712,14353.0,14353.0,377.459,3309.0,3309.0,27771.288,365784.0,365784.0,,,,16828.635,147537.0,147537.0
2020-10-01,,,,0.0,0.0,0.0,,,,74.583,1828.0,1828.0,562.132,7978.0,7978.0,283.274,2483.0,2483.0,15355.868,217924.0,217924.0,,,,17198.506,150779.0,150779.0
2020-11-01,,,,0.0,0.0,0.0,,,,33.526,822.0,822.0,952.772,12655.0,12655.0,222.799,1953.0,1953.0,19805.228,263052.0,263052.0,,,,18261.923,160102.0,160102.0
2020-12-01,,,,0.0,0.0,0.0,,,,36.759,901.0,901.0,1183.599,13174.0,13174.0,149.625,1312.0,1312.0,39670.401,441539.0,441539.0,,,,18093.691,158627.0,158627.0
2021-01-01,,,,0.0,0.0,0.0,,,,274.187,3977.0,3977.0,1128.098,12390.0,12390.0,163.66,1447.0,1447.0,41428.902,455024.0,455024.0,,,,0.0,0.0,0.0
2021-02-01,,,,0.0,0.0,0.0,,,,383.781,5566.0,5566.0,1520.977,17117.0,17117.0,244.767,2165.0,2165.0,42429.023,477504.0,477504.0,,,,0.0,0.0,0.0
2021-03-01,,,,0.0,0.0,0.0,,,,188.503,2735.0,2735.0,1153.33,14047.0,14047.0,387.861,3430.0,3430.0,31213.67,380177.0,380177.0,,,,0.0,0.0,0.0
2021-04-01,,,,0.0,0.0,0.0,,,,268.263,3891.0,3891.0,581.218,8293.0,8293.0,397.73,3518.0,3518.0,15300.782,218314.0,218314.0,,,,0.0,0.0,0.0
2021-05-01,,,,0.0,0.0,0.0,,,,159.092,2308.0,2308.0,970.116,11575.0,11575.0,451.42,3992.0,3992.0,27980.884,333853.0,333853.0,,,,0.0,0.0,0.0
2021-06-01,,,,0.0,0.0,0.0,,,,495.143,7182.0,7182.0,1676.43,19871.0,19871.0,568.354,5027.0,5027.0,49782.57,590074.0,590074.0,,,,0.0,0.0,0.0
2021-07-01,,,,0.0,0.0,0.0,,,,577.982,8384.0,8384.0,1814.413,21782.0,21782.0,531.389,4700.0,4700.0,58682.587,704494.0,704494.0,,,,0.0,0.0,0.0
2021-08-01,,,,0.0,0.0,0.0,,,,528.181,7662.0,7662.0,2094.753,24560.0,24560.0,511.971,4528.0,4528.0,57382.247,672767.0,672767.0,,,,0.0,0.0,0.0
2021-09-01,,,,0.0,0.0,0.0,,,,146.775,2129.0,2129.0,1683.356,19794.0,19794.0,437.053,3865.0,3865.0,40185.644,472529.0,472529.0,,,,0.0,0.0,0.0
2021-10-01,,,,0.0,0.0,0.0,,,,185.395,2690.0,2690.0,1012.642,13560.0,13560.0,269.33,2382.0,2382.0,19199.358,257098.0,257098.0,,,,0.0,0.0,0.0
2021-11-01,,,,0.0,0.0,0.0,,,,306.167,4441.0,4441.0,1081.07,11905.0,11905.0,204.094,1805.0,1805.0,40743.93,448680.0,448680.0,,,,0.0,0.0,0.0
2021-12-01,,,,0.0,0.0,0.0,,,,185.531,2691.0,2691.0,1148.139,12758.0,12758.0,153.371,1356.0,1356.0,42522.861,472496.0,472496.0,,,,0.0,0.0,0.0
2022-01-01,,,,0.0,0.0,0.0,,,,252.209,3398.0,3398.0,1128.982,12623.0,12623.0,197.561,674.0,674.0,46966.018,525113.0,525113.0,,,,,,
2022-02-01,,,,0.0,0.0,0.0,,,,261.854,3527.0,3527.0,1109.636,12309.0,12309.0,278.242,949.0,949.0,39729.364,440707.0,440707.0,,,,,,
2022-03-01,,,,0.0,0.0,0.0,,,,197.435,2659.0,2659.0,959.367,12063.0,12063.0,380.036,1297.0,1297.0,24197.633,304268.0,304268.0,,,,,,
2022-04-01,,,,0.0,0.0,0.0,,,,244.17,3289.0,3289.0,704.741,9643.0,9643.0,347.525,1186.0,1186.0,16752.259,229221.0,229221.0,,,,,,
2022-05-01,,,,0.0,0.0,0.0,,,,535.783,7217.0,7217.0,1050.15,14060.0,14060.0,465.948,1590.0,1590.0,20776.85,278165.0,278165.0,,,,,,
2022-06-01,,,,0.0,0.0,0.0,,,,843.677,11365.0,11365.0,8957.135,103329.0,103329.0,595.379,2031.0,2031.0,38417.865,443186.0,443186.0,,,,,,
2022-07-01,,,,0.0,0.0,0.0,,,,1860.067,25055.0,25055.0,11773.583,139699.0,139699.0,569.416,1943.0,1943.0,47701.417,566001.0,566001.0,,,,,,
2022-08-01,,,,0.0,0.0,0.0,,,,1758.256,23684.0,23684.0,16552.857,193845.0,193845.0,531.322,1813.0,1813.0,45432.143,532042.0,532042.0,,,,,,
2022-09-01,,,,0.0,0.0,0.0,,,,1026.438,13826.0,13826.0,8507.621,101289.0,101289.0,474.303,1618.0,1618.0,29751.379,354209.0,354209.0,,,,,,
2022-10-01,,,,0.0,0.0,0.0,,,,527.578,7107.0,7107.0,1396.889,20163.0,20163.0,366.35,1250.0,1250.0,13058.111,188485.0,188485.0,,,,,,
2022-11-01,,,,0.0,0.0,0.0,,,,224.132,3019.0,3019.0,1676.804,24211.0,24211.0,203.992,696.0,696.0,14134.196,204082.0,204082.0,,,,,,
2022-12-01,,,,0.0,0.0,0.0,,,,227.401,3063.0,3063.0,1221.313,14175.0,14175.0,118.926,406.0,406.0,43379.687,503464.0,503464.0,,,,,,
2023-01-01,,,,0.0,0.0,0.0,,,,361.49,4677.0,4677.0,2966.965,33875.0,33875.0,149.0,508.0,508.0,39874.035,455263.0,455263.0,,,,,,
2023-02-01,,,,0.0,0.0,0.0,,,,264.136,3418.0,3418.0,1726.639,20273.0,20273.0,274.0,935.0,935.0,37127.361,435919.0,435919.0,,,,,,
2023-03-01,,,,0.0,0.0,0.0,,,,498.062,6446.0,6446.0,1276.551,14859.0,14859.0,344.0,1174.0,1174.0,40046.449,466124.0,466124.0,,,,,,
2023-04-01,,,,0.0,0.0,0.0,,,,480.315,6216.0,6216.0,1360.29,16251.0,16251.0,490.0,1672.0,1672.0,38366.71,458361.0,458361.0,,,,,,
2023-05-01,,,,0.0,0.0,0.0,,,,1353.857,17521.0,17521.0,1179.342,14503.0,14503.0,535.0,1825.0,1825.0,31283.658,384715.0,384715.0,,,,,,
2023-06-01,,,,0.0,0.0,0.0,,,,2440.862,31588.0,31588.0,1822.705,21500.0,21500.0,531.0,1812.0,1812.0,44676.295,526989.0,526989.0,,,,,,
2023-07-01,,,,0.0,0.0,0.0,,,,2272.883,29415.0,29415.0,2023.521,24018.0,24018.0,499.0,1703.0,1703.0,49627.479,589046.0,589046.0,,,,,,
2023-08-01,,,,0.0,0.0,0.0,,,,2249.58,29113.0,29113.0,2269.294,27168.0,27168.0,451.0,1539.0,1539.0,54143.706,648206.0,648206.0,,,,,,
2023-09-01,,,,0.0,0.0,0.0,,,,987.362,12778.0,12778.0,1703.771,20261.0,20261.0,366.0,1249.0,1249.0,44576.229,530101.0,530101.0,,,,,,
2023-10-01,,,,0.0,0.0,0.0,,,,641.647,8304.0,8304.0,1135.381,15120.0,15120.0,281.0,959.0,959.0,23013.619,306465.0,306465.0,,,,,,
2023-11-01,,,,0.0,0.0,0.0,,,,704.09,9112.0,9112.0,1322.392,16224.0,16224.0,197.0,672.0,672.0,40451.608,496297.0,496297.0,,,,,,
2023-12-01,,,,0.0,0.0,0.0,,,,750.716,9716.0,9716.0,1469.465,17511.0,17511.0,127.0,433.0,433.0,40886.535,487226.0,487226.0,,,,,,
2024-01-01,,,,0.0,0.0,0.0,,,,422.6,5544.0,5544.0,1977.3,24012.0,24012.0,126.0,430.0,430.0,51642.7,627128.0,627128.0,,,,,,
2024-02-01,,,,0.0,0.0,0.0,,,,293.105,3845.0,3845.0,1580.957,19499.0,19499.0,268.0,914.0,914.0,39639.043,488895.0,488895.0,,,,,,
2024-03-01,,,,0.0,0.0,0.0,,,,290.223,3808.0,3808.0,1622.663,20210.0,20210.0,348.0,1187.0,1187.0,39668.337,494052.0,494052.0,,,,,,
2024-04-01,,,,0.0,0.0,0.0,,,,562.301,7377.0,7377.0,1012.832,13951.0,13951.0,448.0,1529.0,1529.0,18618.168,256445.0,256445.0,,,,,,
2024-05-01,,,,0.0,0.0,0.0,,,,1174.886,15414.0,15414.0,1525.766,17749.0,17749.0,489.0,1668.0,1668.0,41392.234,481503.0,481503.0,,,,,,
2024-06-01,,,,0.0,0.0,0.0,,,,1265.453,16603.0,16603.0,2114.144,24784.0,24784.0,502.0,1713.0,1713.0,46407.856,544026.0,544026.0,,,,,,
2024-07-01,,,,0.0,0.0,0.0,,,,2244.945,29453.0,29453.0,2244.939,26929.0,26929.0,439.0,1498.0,1498.0,52842.061,633859.0,633859.0,,,,,,
2024-08-01,,,,0.0,0.0,0.0,,,,2376.504,31179.0,31179.0,2028.029,24080.0,24080.0,404.0,1378.0,1378.0,51348.971,609693.0,609693.0,,,,,,
2024-09-01,,,,0.0,0.0,0.0,,,,810.85,10638.0,10638.0,1625.88,20013.0,20013.0,385.0,1314.0,1314.0,43830.12,539495.0,539495.0,,,,,,
2024-10-01,,,,0.0,0.0,0.0,,,,609.413,7995.0,7995.0,1397.573,16884.0,16884.0,306.0,1044.0,1044.0,35899.427,433709.0,433709.0,,,,,,
2024-11-01,,,,0.0,0.0,0.0,,,,175.802,2306.0,2306.0,1156.46,13727.0,13727.0,166.0,566.0,566.0,24282.54,288228.0,288228.0,,,,,,
2024-12-01,,,,0.0,0.0,0.0,,,,250.918,3292.0,3292.0,1327.559,15670.0,15670.0,140.0,478.0,478.0,35985.441,424757.0,424757.0,,,,,,
