measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Gases-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Gases-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Gases-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2011-07-01,14.071,180.0,180.0,4.748,0.0,0.0,0.0,0.0,0.0,19111.929,244216.0,244216.0,6449.252,0.0,0.0,0.0,264.0,264.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2011-08-01,22.187,284.0,284.0,7.614,0.0,0.0,0.151,52.0,52.0,24486.813,313115.0,313115.0,8403.386,0.0,0.0,2.849,982.0,982.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,1.565,144.0,144.0,19316.0,245754.0,245754.0,8493.0,0.0,0.0,4.315,398.0,398.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,19484.0,246375.0,246375.0,8442.0,0.0,0.0,0.0,126.0,126.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,11864.0,150520.0,150520.0,4532.0,0.0,0.0,0.0,264.0,264.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.623,29.0,29.0,3353.0,45171.0,45171.0,1150.0,0.0,0.0,15.377,715.0,715.0,123.375,4098.0,4098.0,,,,,,,6.625,220.0,220.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18372.0,229075.0,229075.0,8210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,226.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,16196.0,215241.0,215241.0,5680.0,0.0,0.0,0.0,147.0,147.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,31181.0,384967.0,384967.0,13604.0,0.0,0.0,0.0,318.0,318.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25807.0,360094.0,360094.0,11527.0,0.0,0.0,0.0,419.0,419.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28970.0,360448.0,360448.0,12902.0,0.0,0.0,0.0,419.0,419.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45478.0,566221.0,566221.0,22156.0,0.0,0.0,0.0,297.0,297.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49464.0,614260.0,614260.0,24371.0,0.0,0.0,0.0,345.0,345.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.398,24.0,24.0,35463.0,446536.0,446536.0,16786.0,0.0,0.0,30.602,1840.0,1840.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42010.0,529351.0,529351.0,19934.0,0.0,0.0,63.0,2162.0,2162.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023.0,1023.0,36091.0,450816.0,450816.0,16152.0,0.0,0.0,0.0,555.0,555.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,28627.0,360596.0,360596.0,12835.0,0.0,0.0,0.0,235.0,235.0,0.0,139.0,139.0,,,,,,,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,43723.0,548944.0,548944.0,18351.0,0.0,0.0,0.0,94.0,94.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,30591.0,384727.0,384727.0,13826.0,0.0,0.0,0.0,93.0,93.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1519.0,1519.0,0.0,0.0,0.0,0.0,327.0,327.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-04-01,98.37,1433.0,1433.0,0.0,0.0,0.0,0.0,0.0,0.0,1114.63,16242.0,16242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-05-01,11.63,150.0,150.0,3.704,0.0,0.0,0.0,0.0,0.0,11015.37,142092.0,142092.0,3508.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43868.0,558592.0,558592.0,21062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46621.0,587310.0,587310.0,22961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49375.0,631297.0,631297.0,23826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23230.0,279003.0,279003.0,10873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14490.0,191052.0,191052.0,6366.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-11-01,3.063,41.0,41.0,1.425,0.0,0.0,0.0,0.0,0.0,22737.937,301373.0,301373.0,10580.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36587.0,471713.0,471713.0,17980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-01-01,16.396,213.0,213.0,8.538,0.0,0.0,,,,44443.604,578710.0,578710.0,23144.462,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-02-01,61.182,861.0,861.0,32.66,0.0,0.0,,,,15224.818,214235.0,214235.0,8127.34,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-05-01,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,17528.0,230308.0,230308.0,3551.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,16988.0,223077.0,223077.0,6589.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,26091.0,339087.0,339087.0,11432.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-09-01,5.392,72.0,72.0,2.267,0.0,0.0,,,,17879.608,237110.0,237110.0,7516.733,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,20315.0,264800.0,264800.0,8522.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,10751.0,140732.0,140732.0,4603.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,12080.0,180633.0,180633.0,4942.0,0.0,0.0,,,,,,,,,,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4581.0,56362.0,56362.0,2211.0,0.0,0.0,,,,,,,,,,,,,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,100.0,2865.0,2865.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,29178.0,377728.0,377728.0,12909.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,36132.0,456689.0,456689.0,16056.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,29301.0,378833.0,378833.0,12872.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19828.0,259011.0,259011.0,7454.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,31629.0,411849.0,411849.0,14854.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,40743.0,512286.0,512286.0,19097.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51864.0,649059.0,649059.0,24483.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48181.0,604718.0,604718.0,22671.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52026.0,653001.0,653001.0,23689.0,0.0,0.0,,,,,,,,,,,,,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,39256.0,491734.0,491734.0,18387.0,0.0,0.0,,,,,,,,,,,,,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48052.0,601574.0,601574.0,22858.0,0.0,0.0,,,,,,,,,,,,,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50485.0,640629.0,640629.0,24154.0,0.0,0.0,,,,,,,,,,,,,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,43583.0,547006.0,547006.0,20264.0,0.0,0.0,,,,,,,,,,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45048.0,576302.0,576302.0,21895.0,0.0,0.0,,,,,,,,,,,,,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50229.0,631887.0,631887.0,25147.0,0.0,0.0,,,,,,,,,,,,,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50474.0,633486.0,633486.0,25177.0,0.0,0.0,,,,,,,,,,,,,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48925.0,614359.0,614359.0,24241.0,0.0,0.0,,,,,,,,,,,,,,,
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50311.0,633059.0,633059.0,25267.0,0.0,0.0,,,,,,,,,,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48805.0,613823.0,613823.0,24451.0,0.0,0.0,,,,,,,,,,,,,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50367.0,635055.0,635055.0,21137.0,0.0,0.0,,,,,,,,,,,,,,,
2017-01-01,4.63,58.0,58.0,2.142,0.0,0.0,,,,31417.37,392059.0,392059.0,14536.858,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,44959.0,565776.0,565776.0,21944.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,29725.0,368416.0,368416.0,14671.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,15410.0,208778.0,208778.0,6703.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,35892.0,454949.0,454949.0,15973.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49107.0,620358.0,620358.0,22679.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50048.0,636074.0,636074.0,24564.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50337.0,641677.0,641677.0,25202.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45889.0,586915.0,586915.0,22780.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,11103.0,133764.0,133764.0,5526.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,876.0,13211.0,13211.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,5129.0,68051.0,68051.0,1833.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,3770.0,48670.0,48670.0,-87.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,32621.0,410462.0,410462.0,14851.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,9727.0,125301.0,125301.0,4669.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,2370.0,27439.0,27439.0,363.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,41629.0,527114.0,527114.0,19731.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48144.0,602104.0,602104.0,22306.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52982.0,656783.0,656783.0,25199.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,52986.0,658313.0,658313.0,25365.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,38315.0,478626.0,478626.0,11417.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48559.0,611681.0,611681.0,19470.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49021.0,612615.0,612615.0,24189.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,44019.0,553719.0,553719.0,22145.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,591.0,9237.0,9237.0,-104.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,69.0,2898.0,2898.0,-43.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,19867.0,258684.0,258684.0,9019.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,21806.0,263980.0,263980.0,8285.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1590.0,23044.0,23044.0,-71.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,16696.0,228476.0,228476.0,4544.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48777.0,615036.0,615036.0,25292.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49783.0,628596.0,628596.0,25247.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47047.0,598458.0,598458.0,23935.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49622.0,625647.0,625647.0,24883.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50500.0,627359.0,627359.0,24822.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,22450.0,268643.0,268643.0,10745.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,39031.0,503676.0,503676.0,18926.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,46533.0,603558.0,603558.0,21448.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,54378.0,686482.0,686482.0,25343.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49786.0,622115.0,622115.0,24096.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,33930.0,424971.0,424971.0,15097.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,50057.0,626648.0,626648.0,24617.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51573.0,648577.0,648577.0,25406.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51736.0,652302.0,652302.0,25310.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49509.0,627673.0,627673.0,24568.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,51187.0,652435.0,652435.0,23472.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,31539.0,395036.0,395036.0,8398.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47254.0,585777.0,585777.0,22801.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,39186.0,484975.0,484975.0,18226.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-50.0,0.0,0.0,-101.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-52.0,0.0,0.0,-90.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,-58.0,692.0,692.0,-28.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,10512.0,134193.0,134193.0,-13.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,26807.0,351896.0,351896.0,-120.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,34263.0,450196.0,450196.0,16476.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,49903.0,644287.0,644287.0,26393.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,44588.0,587894.0,587894.0,24612.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47271.0,617949.0,617949.0,25714.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,27887.0,340231.0,340231.0,13811.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,4196.0,63352.0,63352.0,1921.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,54481.0,679368.0,679368.0,26844.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,45106.0,576316.0,576316.0,23236.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47584.0,617772.0,617772.0,24894.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,22967.0,292211.0,292211.0,11608.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,23552.0,314320.0,314320.0,10387.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47884.0,615507.0,615507.0,25330.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48796.0,631550.0,631550.0,26014.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,48965.0,632321.0,632321.0,26022.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47527.0,612475.0,612475.0,25200.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,47878.0,620978.0,620978.0,25612.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,15268.0,200911.0,200911.0,7342.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,1605.0,23486.0,23486.0,399.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,262.0,3623.0,3623.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,,,
