measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3904.0,53304.0,53304.0,32122.0,437776.0,437776.0,,,,0.0,0.0,0.0
2014-11-01,27.019,376.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,2483.981,34579.0,34579.0,23441.0,337041.0,337041.0,,,,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,13879.0,13879.0,26652.0,374309.0,374309.0,,,,0.0,0.0,0.0
2015-01-01,104.694,1536.0,1536.0,,,,,,,1588.306,23310.0,23310.0,26791.0,376903.0,376903.0,,,,0.0,0.0,0.0
2015-02-01,132.814,2042.0,2042.0,,,,,,,1202.186,18481.0,18481.0,28353.0,381447.0,381447.0,,,,0.0,0.0,0.0
2015-03-01,57.828,791.0,791.0,,,,,,,4055.172,55476.0,55476.0,36373.0,437891.0,437891.0,,,,0.0,0.0,0.0
2015-04-01,20.682,297.0,297.0,,,,,,,2869.318,41179.0,41179.0,41974.0,550440.0,550440.0,,,,0.0,0.0,0.0
2015-05-01,46.685,669.0,669.0,,,,,,,3727.315,53410.0,53410.0,40419.0,528574.0,528574.0,,,,0.0,0.0,0.0
2015-06-01,88.079,1344.0,1344.0,,,,,,,3537.921,53974.0,53974.0,46598.0,603794.0,603794.0,,,,0.0,0.0,0.0
2015-07-01,85.467,1431.0,1431.0,,,,,,,3468.533,58074.0,58074.0,50962.0,650135.0,650135.0,,,,0.0,0.0,0.0
2015-08-01,1221.711,12588.0,12588.0,,,,,,,5590.289,57600.0,57600.0,56081.0,728609.0,728609.0,,,,0.0,0.0,0.0
2015-09-01,32.7,494.0,494.0,,,,,,,3084.3,46636.0,46636.0,45557.0,598747.0,598747.0,,,,0.0,0.0,0.0
2015-10-01,42.151,704.0,704.0,,,,,,,2363.849,39473.0,39473.0,40650.0,512447.0,512447.0,,,,0.0,0.0,0.0
2015-11-01,782.625,11198.0,11198.0,,,,,,,3669.375,52501.0,52501.0,33118.0,416949.0,416949.0,,,,0.0,0.0,0.0
2015-12-01,18.839,291.0,291.0,,,,,,,1386.161,21400.0,21400.0,38164.0,473210.0,473210.0,,,,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,,,,,,,2770.0,39647.0,39647.0,37775.0,470348.0,470348.0,,,,0.0,0.0,0.0
2016-02-01,14.338,204.0,204.0,,,,,,,688.662,9779.0,9779.0,38629.0,475796.0,475796.0,,,,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,,,,,,,5293.0,72607.0,72607.0,44389.0,547930.0,547930.0,,,,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,,,,,,,3165.0,43738.0,43738.0,42397.0,527036.0,527036.0,,,,0.0,0.0,0.0
2016-05-01,94.182,1111.0,1111.0,,,,,,,6783.818,80027.0,80027.0,37678.0,504876.0,504876.0,,,,0.0,0.0,0.0
2016-06-01,673.778,9354.0,9354.0,,,,,,,11583.222,160804.0,160804.0,47178.0,587873.0,587873.0,,,,0.0,0.0,0.0
2016-07-01,968.237,13530.0,13530.0,,,,,,,12863.763,179761.0,179761.0,47310.0,591294.0,591294.0,,,,0.0,0.0,0.0
2016-08-01,2248.985,32482.0,32482.0,,,,,,,7959.015,114952.0,114952.0,44243.0,562601.0,562601.0,,,,0.0,0.0,0.0
2016-09-01,235.946,3484.0,3484.0,,,,,,,4806.054,70974.0,70974.0,31730.0,372689.0,372689.0,,,,0.0,0.0,0.0
2016-10-01,28.66,419.0,419.0,,,,,,,2353.34,34391.0,34391.0,30730.0,361082.0,361082.0,,,,0.0,0.0,0.0
2016-11-01,8.165,122.0,122.0,,,,,,,418.835,6266.0,6266.0,10013.0,114750.0,114750.0,,,,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,,,,,,,96.0,2230.0,2230.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-01-01,139.402,2094.0,2094.0,,,,,,,2198.072,33010.0,33010.0,,,,0.0,0.0,0.0,,,
2017-02-01,274.12,4118.0,4118.0,,,,,,,2057.841,30905.0,30905.0,,,,0.0,0.0,0.0,,,
2017-03-01,425.692,6393.0,6393.0,,,,,,,2367.3,35552.0,35552.0,,,,0.0,0.0,0.0,,,
2017-04-01,259.585,3897.0,3897.0,,,,,,,2461.659,36969.0,36969.0,,,,0.0,0.0,0.0,,,
2017-05-01,158.511,2379.0,2379.0,,,,,,,2930.507,44010.0,44010.0,,,,0.0,0.0,0.0,,,
2017-06-01,109.954,1652.0,1652.0,,,,,,,2896.469,43499.0,43499.0,,,,0.0,0.0,0.0,,,
2017-07-01,95.836,1437.0,1437.0,,,,,,,3316.751,49811.0,49811.0,,,,0.0,0.0,0.0,,,
2017-08-01,114.133,1716.0,1716.0,,,,,,,3435.419,51593.0,51593.0,,,,0.0,0.0,0.0,,,
2017-09-01,110.583,1658.0,1658.0,,,,,,,2985.268,44833.0,44833.0,,,,0.0,0.0,0.0,,,
2017-10-01,65.016,977.0,977.0,,,,,,,2895.71,43488.0,43488.0,,,,0.0,0.0,0.0,,,
2017-11-01,116.642,1751.0,1751.0,,,,,,,2293.078,34437.0,34437.0,,,,0.0,0.0,0.0,,,
2017-12-01,124.918,1879.0,1879.0,,,,,,,2223.534,33393.0,33393.0,,,,0.0,0.0,0.0,,,
2018-01-01,339.574,4939.0,4939.0,,,,,,,3038.267,44268.0,44268.0,,,,0.0,0.0,0.0,,,
2018-02-01,37.375,547.0,547.0,,,,,,,2800.104,40796.0,40796.0,,,,0.0,0.0,0.0,,,
2018-03-01,75.871,1105.0,1105.0,,,,,,,3005.225,43784.0,43784.0,,,,0.0,0.0,0.0,,,
2018-04-01,105.672,1542.0,1542.0,,,,,,,3180.701,46341.0,46341.0,,,,0.0,0.0,0.0,,,
2018-05-01,150.446,2193.0,2193.0,,,,,,,3445.716,50202.0,50202.0,,,,0.0,0.0,0.0,,,
2018-06-01,147.541,2152.0,2152.0,,,,,,,3899.801,56818.0,56818.0,,,,0.0,0.0,0.0,,,
2018-07-01,79.414,1158.0,1158.0,,,,,,,4027.246,58674.0,58674.0,,,,0.0,0.0,0.0,,,
2018-08-01,173.252,2525.0,2525.0,,,,,,,4266.61,62162.0,62162.0,,,,0.0,0.0,0.0,,,
2018-09-01,260.293,3793.0,3793.0,,,,,,,4251.726,61945.0,61945.0,,,,0.0,0.0,0.0,,,
2018-10-01,124.456,1815.0,1815.0,,,,,,,3908.097,56938.0,56938.0,,,,0.0,0.0,0.0,,,
2018-11-01,51.218,745.0,745.0,,,,,,,3035.161,44220.0,44220.0,,,,0.0,0.0,0.0,,,
2018-12-01,132.582,1931.0,1931.0,,,,,,,2670.652,38910.0,38910.0,,,,0.0,0.0,0.0,,,
2019-01-01,62.47,867.0,867.0,,,,,,,4272.962,59172.0,59172.0,,,,0.0,0.0,0.0,,,
2019-02-01,96.929,1344.0,1344.0,,,,,,,4070.171,56362.0,56362.0,,,,0.0,0.0,0.0,,,
2019-03-01,239.95,3322.0,3322.0,,,,,,,4439.732,61480.0,61480.0,,,,0.0,0.0,0.0,,,
2019-04-01,167.138,2315.0,2315.0,,,,,,,4424.431,61268.0,61268.0,,,,0.0,0.0,0.0,,,
2019-05-01,144.79,2007.0,2007.0,,,,,,,5771.221,79918.0,79918.0,,,,0.0,0.0,0.0,,,
2019-06-01,174.896,2420.0,2420.0,,,,,,,5967.661,82638.0,82638.0,,,,0.0,0.0,0.0,,,
2019-07-01,407.31,5642.0,5642.0,,,,,,,6224.343,86193.0,86193.0,,,,0.0,0.0,0.0,,,
2019-08-01,396.595,5491.0,5491.0,,,,,,,6370.255,88214.0,88214.0,,,,0.0,0.0,0.0,,,
2019-09-01,123.181,1704.0,1704.0,,,,,,,6134.077,84943.0,84943.0,,,,0.0,0.0,0.0,,,
2019-10-01,278.011,3851.0,3851.0,,,,,,,5779.239,80029.0,80029.0,,,,0.0,0.0,0.0,,,
2019-11-01,107.249,1483.0,1483.0,,,,,,,4170.813,57756.0,57756.0,,,,0.0,0.0,0.0,,,
2019-12-01,189.581,2623.0,2623.0,,,,,,,4385.995,60735.0,60735.0,,,,0.0,0.0,0.0,,,
2020-01-01,142.296,2053.0,2053.0,,,,,,,4187.296,60149.0,60149.0,,,,0.0,0.0,0.0,,,
2020-02-01,110.241,1581.0,1581.0,,,,,,,4138.102,59443.0,59443.0,,,,0.0,0.0,0.0,,,
2020-03-01,59.386,851.0,851.0,,,,,,,4726.39,67893.0,67893.0,,,,0.0,0.0,0.0,,,
2020-04-01,59.76,857.0,857.0,,,,,,,4642.778,66692.0,66692.0,,,,0.0,0.0,0.0,,,
2020-05-01,104.194,1495.0,1495.0,,,,,,,4680.798,67239.0,67239.0,,,,0.0,0.0,0.0,,,
2020-06-01,111.307,1599.0,1599.0,,,,,,,5365.9,77079.0,77079.0,,,,0.0,0.0,0.0,,,
2020-07-01,95.395,1369.0,1369.0,,,,,,,5788.425,83149.0,83149.0,,,,0.0,0.0,0.0,,,
2020-08-01,81.356,1167.0,1167.0,,,,,,,5833.054,83790.0,83790.0,,,,0.0,0.0,0.0,,,
2020-09-01,74.624,1070.0,1070.0,,,,,,,5235.123,75201.0,75201.0,,,,0.0,0.0,0.0,,,
2020-10-01,99.074,1426.0,1426.0,,,,,,,5122.679,73586.0,73586.0,,,,0.0,0.0,0.0,,,
2020-11-01,50.001,719.0,719.0,,,,,,,4233.71,60816.0,60816.0,,,,0.0,0.0,0.0,,,
2020-12-01,89.538,1288.0,1288.0,,,,,,,3866.573,55542.0,55542.0,,,,0.0,0.0,0.0,,,
2021-01-01,178.984,2536.0,2536.0,,,,,,,4067.686,57627.0,57627.0,,,,0.0,0.0,0.0,,,
2021-02-01,438.959,6222.0,6222.0,,,,,,,3726.199,52789.0,52789.0,,,,0.0,0.0,0.0,,,
2021-03-01,156.849,2220.0,2220.0,,,,,,,4203.552,59551.0,59551.0,,,,0.0,0.0,0.0,,,
2021-04-01,163.175,2312.0,2312.0,,,,,,,4384.847,62119.0,62119.0,,,,0.0,0.0,0.0,,,
2021-05-01,191.534,2714.0,2714.0,,,,,,,5212.477,73844.0,73844.0,,,,0.0,0.0,0.0,,,
2021-06-01,244.067,3456.0,3456.0,,,,,,,5385.102,76290.0,76290.0,,,,0.0,0.0,0.0,,,
2021-07-01,128.912,1829.0,1829.0,,,,,,,5988.49,84837.0,84837.0,,,,0.0,0.0,0.0,,,
2021-08-01,155.916,2208.0,2208.0,,,,,,,6213.137,88020.0,88020.0,,,,0.0,0.0,0.0,,,
2021-09-01,121.057,1714.0,1714.0,,,,,,,5710.655,80902.0,80902.0,,,,0.0,0.0,0.0,,,
2021-10-01,217.577,3082.0,3082.0,,,,,,,5399.82,76498.0,76498.0,,,,0.0,0.0,0.0,,,
2021-11-01,72.522,1029.0,1029.0,,,,,,,4195.048,59430.0,59430.0,,,,0.0,0.0,0.0,,,
2021-12-01,200.524,2841.0,2841.0,,,,,,,4457.911,63154.0,63154.0,,,,0.0,0.0,0.0,,,
2022-01-01,12.93,178.0,178.0,,,,,,,6270.868,89417.0,89417.0,,,,0.0,0.0,0.0,,,
2022-02-01,8.879,127.0,127.0,,,,,,,5149.311,73424.0,73424.0,,,,0.0,0.0,0.0,,,
2022-03-01,74.22,1058.0,1058.0,,,,,,,5943.668,84750.0,84750.0,,,,0.0,0.0,0.0,,,
2022-04-01,12.022,173.0,173.0,,,,,,,5927.376,84518.0,84518.0,,,,0.0,0.0,0.0,,,
2022-05-01,8.313,121.0,121.0,,,,,,,7223.563,103001.0,103001.0,,,,0.0,0.0,0.0,,,
2022-06-01,10.065,144.0,144.0,,,,,,,7911.783,112814.0,112814.0,,,,0.0,0.0,0.0,,,
2022-07-01,10.793,155.0,155.0,,,,,,,8659.123,123470.0,123470.0,,,,0.0,0.0,0.0,,,
2022-08-01,12.009,173.0,173.0,,,,,,,8680.762,123779.0,123779.0,,,,0.0,0.0,0.0,,,
2022-09-01,15.759,224.0,224.0,,,,,,,7597.997,108339.0,108339.0,,,,0.0,0.0,0.0,,,
2022-10-01,11.192,161.0,161.0,,,,,,,6336.365,90351.0,90351.0,,,,0.0,0.0,0.0,,,
2022-11-01,12.28,173.0,173.0,,,,,,,5881.768,83868.0,83868.0,,,,0.0,0.0,0.0,,,
2022-12-01,36.554,523.0,523.0,,,,,,,5927.4,84519.0,84519.0,,,,0.0,0.0,0.0,,,
2023-01-01,29.772,29.0,29.0,,,,,,,2957.593,2614.0,2614.0,,,,0.0,0.0,0.0,,,
2023-02-01,27.557,23.0,23.0,,,,,,,2617.051,2313.0,2313.0,,,,0.0,0.0,0.0,,,
2023-03-01,30.231,29.0,29.0,,,,,,,2973.426,2628.0,2628.0,,,,0.0,0.0,0.0,,,
2023-04-01,39.483,35.0,35.0,,,,,,,3251.474,2874.0,2874.0,,,,0.0,0.0,0.0,,,
2023-05-01,41.903,35.0,35.0,,,,,,,3686.374,3258.0,3258.0,,,,0.0,0.0,0.0,,,
2023-06-01,30.869,29.0,29.0,,,,,,,3898.223,3445.0,3445.0,,,,0.0,0.0,0.0,,,
2023-07-01,33.209,29.0,29.0,,,,,,,4397.396,3885.0,3885.0,,,,0.0,0.0,0.0,,,
2023-08-01,53.179,46.0,46.0,,,,,,,4641.053,4101.0,4101.0,,,,0.0,0.0,0.0,,,
2023-09-01,22.483,17.0,17.0,,,,,,,4016.138,3549.0,3549.0,,,,0.0,0.0,0.0,,,
2023-10-01,25.45,23.0,23.0,,,,,,,3480.756,3076.0,3076.0,,,,0.0,0.0,0.0,,,
2023-11-01,23.166,23.0,23.0,,,,,,,2988.498,2641.0,2641.0,,,,0.0,0.0,0.0,,,
2023-12-01,20.089,17.0,17.0,,,,,,,2979.627,2633.0,2633.0,,,,0.0,0.0,0.0,,,
2024-01-01,43.955,29.0,29.0,,,,,,,5473.035,2589.0,2589.0,,,,0.0,0.0,0.0,,,
2024-02-01,38.455,17.0,17.0,,,,,,,4684.756,2215.0,2215.0,,,,0.0,0.0,0.0,,,
2024-03-01,35.568,17.0,17.0,,,,,,,5515.501,2608.0,2608.0,,,,0.0,0.0,0.0,,,
2024-04-01,238.129,115.0,115.0,,,,,,,5185.315,2452.0,2452.0,,,,0.0,0.0,0.0,,,
2024-05-01,62.424,29.0,29.0,,,,,,,7037.103,3328.0,3328.0,,,,0.0,0.0,0.0,,,
2024-06-01,27.892,12.0,12.0,,,,,,,7101.333,3358.0,3358.0,,,,0.0,0.0,0.0,,,
2024-07-01,29.722,12.0,12.0,,,,,,,7885.269,3730.0,3730.0,,,,0.0,0.0,0.0,,,
2024-08-01,52.564,23.0,23.0,,,,,,,7779.837,3679.0,3679.0,,,,0.0,0.0,0.0,,,
2024-09-01,41.79,17.0,17.0,,,,,,,7570.182,3580.0,3580.0,,,,0.0,0.0,0.0,,,
2024-10-01,32.21,17.0,17.0,,,,,,,6462.369,3056.0,3056.0,,,,0.0,0.0,0.0,,,
2024-11-01,24.645,12.0,12.0,,,,,,,5626.445,2660.0,2660.0,,,,0.0,0.0,0.0,,,
2024-12-01,29.212,12.0,12.0,,,,,,,4987.289,2359.0,2359.0,,,,0.0,0.0,0.0,,,
