measured_on,"Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Purchased Steam-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Purchased Steam-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Purchased Steam-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Sludge Waste-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Tire-Derived Fuels-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Tire-Derived Fuels-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Tire-Derived Fuels-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2011-09-01,17711.742,94151.0,1051203.0,0.0,0.0,0.0,1839.28,9777.0,109162.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,56.107,298.0,3330.0,3968.871,21098.0,235555.0
2011-10-01,20707.729,108477.0,1081989.0,0.0,0.0,0.0,3136.028,16428.0,163859.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4607.243,24135.0,240731.0
2011-11-01,20120.352,105358.0,1020582.0,0.0,0.0,0.0,1715.365,8982.0,87010.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,19.517,102.0,990.0,6146.766,32187.0,311788.0
2011-12-01,20550.022,108580.0,1075889.0,0.0,0.0,0.0,1441.716,7618.0,75480.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,36.673,194.0,1920.0,5768.589,30479.0,302012.0
2012-01-01,20244.18,106564.0,1045645.0,0.0,0.0,0.0,1689.988,8896.0,87291.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,23.233,122.0,1200.0,6337.599,33361.0,327347.0
2012-02-01,20354.3,106587.0,968839.0,0.0,0.0,0.0,1375.403,7202.0,65467.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,21.429,112.0,1020.0,5752.868,30125.0,273829.0
2012-03-01,20231.014,106342.0,1044571.0,0.0,0.0,0.0,2481.364,13043.0,128118.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,34.281,180.0,1770.0,5882.341,30920.0,303718.0
2012-04-01,20788.508,108394.0,1000593.0,0.0,0.0,0.0,4356.253,22714.0,209675.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,55.472,289.0,2670.0,6341.767,33067.0,305242.0
2012-05-01,24633.595,128360.0,1097907.0,0.0,0.0,0.0,1497.865,7805.0,66759.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,67.984,354.0,3030.0,7055.556,36765.0,314463.0
2012-06-01,23124.052,120422.0,1047427.0,0.0,0.0,0.0,1821.606,9486.0,82511.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.479,148.0,1290.0,6745.863,35130.0,305561.0
2012-07-01,23194.695,121155.0,1112067.0,0.0,0.0,0.0,1508.129,7878.0,72307.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,44.426,232.0,2130.0,6535.75,34139.0,313356.0
2012-08-01,22929.995,120064.0,1092810.0,0.0,0.0,0.0,1525.412,7987.0,72699.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,39.028,204.0,1860.0,5994.565,31388.0,285692.0
2012-09-01,14994.506,79232.0,787756.0,0.0,0.0,0.0,2183.092,11536.0,114692.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,11.992,63.0,630.0,4984.41,26338.0,261863.0
2012-10-01,21313.138,112139.0,1119525.0,0.0,0.0,0.0,3442.183,18111.0,180809.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,45.69,240.0,2400.0,4872.989,25639.0,255966.0
2012-11-01,21634.056,113831.0,1009525.0,0.0,0.0,0.0,2104.707,11074.0,98213.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6427.237,33818.0,299919.0
2012-12-01,22385.474,117657.0,1025149.0,0.0,0.0,0.0,2386.654,12544.0,109297.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.275,17.0,150.0,6614.597,34766.0,302917.0
2013-01-01,21525.573,113672.0,1037173.0,0.0,0.0,0.0,2308.016,12188.0,111208.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.226,33.0,300.0,7248.185,38276.0,349241.0
2013-02-01,23181.96,120506.0,951788.0,0.0,0.0,0.0,2108.817,10962.0,86582.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7090.223,36857.0,291105.0
2013-03-01,23867.827,124183.0,1014741.0,0.0,0.0,0.0,3079.941,16025.0,130944.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.528,18.0,150.0,7540.704,39234.0,320593.0
2013-04-01,20906.2,108884.0,980061.0,0.0,0.0,0.0,5558.669,28951.0,260585.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2.56,13.0,120.0,6460.571,33648.0,302865.0
2013-05-01,25581.983,133358.0,1113212.0,0.0,0.0,0.0,1884.596,9824.0,82009.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7090.421,36962.0,308543.0
2013-06-01,23721.249,123624.0,1025219.0,0.0,0.0,0.0,2302.797,12001.0,99526.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6577.954,34281.0,284296.0
2013-07-01,25872.455,135056.0,1134228.0,0.0,0.0,0.0,2110.881,11019.0,92539.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6223.664,32488.0,272840.0
2013-08-01,24865.425,129864.0,1091830.0,0.0,0.0,0.0,1989.755,10392.0,87369.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6758.82,35299.0,296777.0
2013-09-01,21561.365,112062.0,887879.0,0.0,0.0,0.0,3190.908,16584.0,131399.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6927.727,36006.0,285278.0
2013-10-01,25911.905,134699.0,1179799.0,0.0,0.0,0.0,3056.366,15888.0,139160.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5789.729,30097.0,263613.0
2013-11-01,26374.109,137140.0,1143809.0,0.0,0.0,0.0,1945.898,10118.0,84391.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6443.993,33507.0,279467.0
2013-12-01,25399.361,132087.0,1147656.0,0.0,0.0,0.0,3153.667,16400.0,142497.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7230.972,37604.0,326728.0
2014-01-01,22229.342,115547.0,1048371.0,0.0,0.0,0.0,5478.484,28477.0,258374.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7366.174,38289.0,347400.0
2014-02-01,23060.683,119790.0,1009384.0,0.0,0.0,0.0,2587.96,13443.0,113277.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6807.357,35361.0,297963.0
2014-03-01,22331.2,116870.0,1052643.0,0.0,0.0,0.0,2415.7,12643.0,113871.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,17.82,93.0,840.0,7853.28,41100.0,370186.0
2014-04-01,25184.5,130047.0,1086969.0,0.0,0.0,0.0,3463.291,17884.0,149476.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8261.209,42659.0,356556.0
2014-05-01,26729.77,138306.0,1080384.0,0.0,0.0,0.0,1889.057,9774.0,76353.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,8643.173,44722.0,349346.0
2014-06-01,25930.268,134443.0,1104551.0,0.0,0.0,0.0,1474.304,7644.0,62801.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,8169.428,42357.0,347993.0
2014-07-01,27004.987,139732.0,1107513.0,0.0,0.0,0.0,1568.228,8115.0,64315.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,8323.785,43070.0,341370.0
2014-08-01,26309.808,136573.0,1160329.0,0.0,0.0,0.0,1332.43,6917.0,58764.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,8327.762,43229.0,367275.0
2014-09-01,25672.33,133435.0,1062968.0,0.0,0.0,0.0,1020.835,5306.0,42268.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.521,34.0,270.0,8252.314,42892.0,341689.0
2014-10-01,22206.197,115528.0,1003684.0,0.0,0.0,0.0,3758.965,19556.0,169899.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,8338.838,43383.0,376902.0
2014-11-01,21140.158,109719.0,995177.0,0.0,0.0,0.0,6920.673,35919.0,325792.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,17.207,89.0,810.0,7105.962,36880.0,334514.0
2014-12-01,26085.737,134980.0,1061186.0,0.0,0.0,0.0,3227.399,16700.0,131293.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,7540.864,39020.0,306768.0
2015-01-01,26225.41,135779.0,1043332.0,0.0,0.0,0.0,2798.933,14491.0,111351.0,,,,0.0,0.0,0.0,,,,3.77,20.0,150.0,7618.887,39446.0,303104.0
2015-02-01,24363.989,126074.0,930760.0,0.0,0.0,0.0,2719.709,14073.0,103899.0,,,,0.0,0.0,0.0,,,,0.785,4.0,30.0,6614.517,34227.0,252690.0
2015-03-01,14489.247,74004.0,509713.0,0.0,0.0,0.0,6649.678,33963.0,233927.0,,,,0.0,0.0,0.0,,,,43.492,222.0,1530.0,8020.583,40965.0,282154.0
2015-04-01,24873.523,127674.0,1079027.0,0.0,0.0,0.0,2559.376,13137.0,111027.0,,,,0.0,0.0,0.0,,,,32.503,167.0,1410.0,7226.598,37094.0,313494.0
2015-05-01,26676.068,137089.0,1065646.0,0.0,0.0,0.0,1451.165,7458.0,57971.0,,,,0.0,0.0,0.0,,,,6.759,35.0,270.0,7299.008,37510.0,291578.0
2015-06-01,26354.459,135726.0,1098108.0,0.0,0.0,0.0,684.243,3524.0,28510.0,,,,0.0,0.0,0.0,,,,20.88,108.0,870.0,6726.418,34641.0,280269.0
2015-07-01,24819.408,127893.0,1079936.0,0.0,0.0,0.0,2308.509,11896.0,100447.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,7143.083,36808.0,310808.0
2015-08-01,28332.037,145770.0,1130688.0,0.0,0.0,0.0,485.208,2496.0,19364.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,7160.755,36842.0,285775.0
2015-09-01,25446.069,130787.0,998233.0,0.0,0.0,0.0,2359.18,12126.0,92549.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,5826.751,29948.0,228580.0
2015-10-01,23975.851,123474.0,1044088.0,0.0,0.0,0.0,2668.669,13743.0,116214.0,,,,0.0,0.0,0.0,,,,1.378,7.0,60.0,7134.102,36740.0,310672.0
2015-11-01,25278.048,130078.0,1068348.0,0.0,0.0,0.0,756.225,3891.0,31961.0,,,,0.0,0.0,0.0,,,,46.849,241.0,1980.0,7702.878,39638.0,325554.0
2015-12-01,24841.845,127888.0,1045775.0,0.0,0.0,0.0,1271.015,6543.0,53506.0,,,,0.0,0.0,0.0,,,,85.516,440.0,3600.0,7269.624,37425.0,306032.0
2016-01-01,24386.75,140732.0,1019343.0,0.0,0.0,0.0,1721.567,9935.0,71960.0,,,,0.0,0.0,0.0,,,,28.709,166.0,1200.0,8328.974,48065.0,348143.0
2016-02-01,24627.661,142204.0,1029928.0,0.0,0.0,0.0,963.644,5564.0,40300.0,,,,0.0,0.0,0.0,,,,23.673,137.0,990.0,7112.022,41066.0,297424.0
2016-03-01,26729.934,153565.0,1026293.0,0.0,0.0,0.0,958.996,5509.0,36821.0,,,,0.0,0.0,0.0,,,,107.827,619.0,4140.0,9303.243,53448.0,357197.0
2016-04-01,22008.182,127091.0,1032347.0,0.0,0.0,0.0,5303.232,30625.0,248761.0,,,,0.0,0.0,0.0,,,,62.677,362.0,2940.0,5905.909,34105.0,277031.0
2016-05-01,27682.964,159642.0,1077187.0,0.0,0.0,0.0,496.37,2862.0,19315.0,,,,0.0,0.0,0.0,,,,25.442,147.0,990.0,6737.224,38852.0,262156.0
2016-06-01,25749.838,148802.0,1064726.0,0.0,0.0,0.0,493.727,2853.0,20415.0,,,,0.0,0.0,0.0,,,,26.845,155.0,1110.0,8189.59,47326.0,338630.0
2016-07-01,28379.314,163833.0,1133024.0,0.0,0.0,0.0,357.431,2063.0,14270.0,,,,0.0,0.0,0.0,,,,59.362,343.0,2370.0,7237.893,41784.0,288968.0
2016-08-01,26456.583,152816.0,1024606.0,0.0,0.0,0.0,1402.283,8100.0,54307.0,,,,0.0,0.0,0.0,,,,28.662,166.0,1110.0,7819.472,45166.0,302831.0
2016-09-01,21273.676,122934.0,778045.0,0.0,0.0,0.0,2134.695,12336.0,78072.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,6999.629,40449.0,255998.0
2016-10-01,24667.025,142496.0,1064195.0,0.0,0.0,0.0,3500.45,20221.0,151018.0,,,,0.0,0.0,0.0,,,,72.319,418.0,3120.0,7115.206,41103.0,306967.0
2016-11-01,26733.396,154610.0,1015437.0,0.0,0.0,0.0,1608.111,9300.0,61082.0,,,,0.0,0.0,0.0,,,,26.064,151.0,990.0,6247.429,36131.0,237301.0
2016-12-01,25138.092,145430.0,956449.0,0.0,0.0,0.0,1985.015,11484.0,75525.0,,,,0.0,0.0,0.0,,,,119.061,689.0,4530.0,8136.832,47074.0,309588.0
2017-01-01,31982.263,185106.0,958290.0,0.0,0.0,0.0,2663.737,15417.0,79814.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-02-01,22742.514,132468.0,951139.0,0.0,0.0,0.0,6151.486,35830.0,257268.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-03-01,34952.025,201778.0,1034459.0,0.0,0.0,0.0,1685.975,9733.0,49899.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-04-01,31072.375,179119.0,1012936.0,0.0,0.0,0.0,4558.625,26278.0,148608.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-05-01,32786.353,189211.0,961417.0,0.0,0.0,0.0,3034.647,17513.0,88987.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-06-01,33363.561,192991.0,1069670.0,0.0,0.0,0.0,1620.439,9373.0,51953.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-07-01,33249.861,192468.0,1056100.0,0.0,0.0,0.0,1862.139,10779.0,59146.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-08-01,34779.947,201107.0,1111595.0,0.0,0.0,0.0,1760.053,10177.0,56253.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-09-01,32242.111,185745.0,891325.0,0.0,0.0,0.0,2537.889,14621.0,70159.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-10-01,35230.977,203460.0,1144057.0,0.0,0.0,0.0,1956.023,11296.0,63518.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-11-01,32694.614,188735.0,1016664.0,0.0,0.0,0.0,3069.386,17718.0,95445.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2017-12-01,33877.397,195887.0,1083323.0,0.0,0.0,0.0,2828.603,16356.0,90452.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-01-01,32089.634,185274.0,961759.0,0.0,0.0,0.0,4180.366,24136.0,125290.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-02-01,29507.511,171108.0,973512.0,0.0,0.0,0.0,1665.489,9658.0,54948.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-03-01,33613.099,194473.0,1016853.0,0.0,0.0,0.0,1743.901,10090.0,52756.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-04-01,31504.405,181949.0,1043096.0,0.0,0.0,0.0,2905.595,16781.0,96203.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-05-01,29669.564,172417.0,1038081.0,0.0,0.0,0.0,3796.436,22062.0,132830.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-06-01,31299.262,181082.0,1036524.0,0.0,0.0,0.0,2341.738,13548.0,77550.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-07-01,30872.011,179809.0,1035839.0,0.0,0.0,0.0,2090.989,12179.0,70158.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-08-01,31635.57,183995.0,887950.0,0.0,0.0,0.0,1587.43,9233.0,44556.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-09-01,20420.452,119066.0,630262.0,0.0,0.0,0.0,3001.548,17501.0,92640.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-10-01,30366.432,176811.0,1057020.0,0.0,0.0,0.0,1246.568,7258.0,43392.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-11-01,28913.882,168404.0,975329.0,0.0,0.0,0.0,2604.118,15167.0,87843.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2018-12-01,33302.267,192304.0,992899.0,0.0,0.0,0.0,3257.733,18812.0,97129.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-01-01,35176.384,202598.0,1051899.0,0.0,0.0,0.0,2854.616,16441.0,85363.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-02-01,27297.42,158273.0,936649.0,0.0,0.0,0.0,3165.58,18354.0,108620.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-03-01,35110.276,202116.0,1018399.0,0.0,0.0,0.0,2829.724,16290.0,82078.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-04-01,31098.241,179074.0,899302.0,0.0,0.0,0.0,4690.759,27011.0,135648.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-05-01,32118.91,185510.0,1097943.0,0.0,0.0,0.0,3943.09,22774.0,134789.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-06-01,31895.803,184528.0,913296.0,0.0,0.0,0.0,2406.197,13921.0,68898.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-07-01,33046.434,191994.0,1072891.0,0.0,0.0,0.0,951.566,5528.0,30894.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-08-01,29770.112,173016.0,954998.0,0.0,0.0,0.0,2572.888,14953.0,82536.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-09-01,32334.514,187173.0,953192.0,0.0,0.0,0.0,1662.486,9624.0,49009.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-10-01,22593.177,130415.0,793054.0,0.0,0.0,0.0,6958.823,40169.0,244265.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-11-01,22147.641,128226.0,951104.0,0.0,0.0,0.0,10384.359,60121.0,445944.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-12-01,32815.148,189398.0,1042034.0,0.0,0.0,0.0,4736.852,27340.0,150417.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-01-01,27289.617,157926.0,914807.0,0.0,0.0,0.0,7583.383,43885.0,254211.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-02-01,28644.183,165755.0,951304.0,0.0,0.0,0.0,4875.817,28215.0,161931.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-03-01,36935.347,210771.0,989808.0,0.0,0.0,0.0,8014.653,45736.0,214780.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-04-01,27245.251,157932.0,898889.0,0.0,0.0,0.0,6204.749,35967.0,204710.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-05-01,30005.843,174415.0,977359.0,0.0,0.0,0.0,2080.157,12091.0,67755.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-06-01,21384.346,126202.0,815734.0,0.0,0.0,0.0,3669.654,21657.0,139984.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-07-01,26010.22,150889.0,858686.0,0.0,0.0,0.0,2496.78,14484.0,82427.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-08-01,28539.151,164943.0,1006068.0,0.0,0.0,0.0,2659.849,15373.0,93766.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-09-01,28101.169,163098.0,967612.0,0.0,0.0,0.0,1581.831,9181.0,54467.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-10-01,25724.157,149229.0,884681.0,0.0,0.0,0.0,4766.843,27653.0,163937.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-11-01,18984.176,122765.0,957971.0,0.0,0.0,0.0,7367.824,47645.0,371792.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-12-01,26158.134,150779.0,868622.0,0.0,0.0,0.0,7231.866,41685.0,240145.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-01-01,26806.448,154065.0,883914.0,0.0,0.0,0.0,4127.552,23722.0,136102.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-02-01,9446.933,54820.0,399111.0,0.0,0.0,0.0,4448.067,25812.0,187921.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-03-01,17374.938,102006.0,649236.0,0.0,0.0,0.0,6480.062,38043.0,242135.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-04-01,18886.045,111038.0,950101.0,0.0,0.0,0.0,4881.955,28703.0,245597.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-05-01,15908.255,94076.0,937168.0,0.0,0.0,0.0,9201.745,54416.0,542082.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-06-01,19427.061,113779.0,893343.0,0.0,0.0,0.0,7364.939,43135.0,338673.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-07-01,19399.028,113286.0,1022930.0,0.0,0.0,0.0,9462.972,55262.0,498992.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-08-01,26294.992,152876.0,949699.0,0.0,0.0,0.0,3682.008,21407.0,132984.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-09-01,26395.844,159400.0,967270.0,0.0,0.0,0.0,1215.156,7338.0,44529.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-10-01,26799.798,156627.0,999035.0,0.0,0.0,0.0,1071.202,6260.0,39932.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-11-01,22028.395,128602.0,899856.0,0.0,0.0,0.0,4721.605,27565.0,192877.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-12-01,23992.121,139913.0,849883.0,0.0,0.0,0.0,3298.879,19238.0,116858.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-01-01,25192.002,145895.0,866412.0,0.0,0.0,0.0,3975.998,23026.0,136744.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-02-01,19829.872,115440.0,753817.0,0.0,0.0,0.0,2975.128,17320.0,113097.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-03-01,21923.155,128094.0,876129.0,0.0,0.0,0.0,2760.845,16131.0,110333.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-04-01,16658.905,98831.0,895907.0,0.0,0.0,0.0,2929.095,17377.0,157525.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-05-01,18731.513,110123.0,782713.0,0.0,0.0,0.0,4433.487,26065.0,185257.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-06-01,22470.046,130571.0,774437.0,0.0,0.0,0.0,4757.954,27648.0,163984.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-07-01,23617.001,138717.0,796818.0,0.0,0.0,0.0,2151.999,12640.0,72607.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-08-01,18838.072,110653.0,675271.0,0.0,0.0,0.0,3249.928,19090.0,116497.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-09-01,25603.388,148787.0,827299.0,0.0,0.0,0.0,2726.612,15845.0,88103.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-10-01,21387.956,124084.0,781051.0,0.0,0.0,0.0,6106.044,35425.0,222982.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-11-01,19086.298,110438.0,723757.0,0.0,0.0,0.0,9690.702,56073.0,367474.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-12-01,22473.755,131099.0,749219.0,0.0,0.0,0.0,4453.245,25978.0,148460.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-01-01,10993.82,67090.0,680518.0,0.0,0.0,0.0,5491.18,33510.0,339904.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-02-01,18421.127,107175.0,656564.0,0.0,0.0,0.0,6247.873,36351.0,222686.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-03-01,15997.134,94262.0,661012.0,0.0,0.0,0.0,3447.866,20316.0,142468.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-04-01,6964.838,43515.0,698383.0,0.0,0.0,0.0,1367.162,8542.0,137089.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
