measured_on,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2016-03-01,,,,,,,-9.0,0.0,0.0,,,,-384.0,0.0,0.0,-128.0,0.0,0.0,,,
2016-04-01,,,,,,,-7.0,0.0,0.0,,,,-309.0,174.0,174.0,-103.0,0.0,0.0,,,
2016-05-01,,,,,,,-7.0,0.0,0.0,,,,-76.0,4354.0,4354.0,-47.0,0.0,0.0,,,
2016-06-01,,,,,,,-9.0,0.0,0.0,,,,-219.0,0.0,0.0,-73.0,0.0,0.0,,,
2016-07-01,,,,,,,11.0,314.0,314.0,,,,15556.0,242627.0,242627.0,8108.0,21253.0,21253.0,,,
2016-08-01,,,,,,,75.0,1173.0,1173.0,,,,9595.0,146479.0,146479.0,4905.0,10613.0,10613.0,,,
2016-09-01,,,,,,,-13.0,0.0,0.0,,,,10252.0,156487.0,156487.0,5552.0,13924.0,13924.0,,,
2016-10-01,,,,,,,-7.0,0.0,0.0,,,,-210.0,0.0,0.0,-70.0,0.0,0.0,,,
2016-11-01,,,,,,,-9.0,110.0,110.0,,,,-288.0,734.0,734.0,-103.0,0.0,0.0,,,
2016-12-01,,,,,,,-8.0,0.0,0.0,,,,1286.0,26729.0,26729.0,334.0,576.0,576.0,,,
2017-01-01,,,,,,,-7.26,46.0,46.0,,,,-498.0,0.0,0.0,-166.0,0.0,0.0,,,
2017-02-01,,,,,,,-5.681,35.0,35.0,,,,-426.0,0.0,0.0,-142.0,0.0,0.0,,,
2017-03-01,,,,,,,-7.407,41.0,41.0,,,,-447.0,0.0,0.0,-149.0,0.0,0.0,,,
2017-04-01,,,,,,,-4.977,29.0,29.0,,,,-282.0,125.0,125.0,-94.0,0.0,0.0,,,
2017-05-01,,,,,,,-8.031,46.0,46.0,,,,2555.0,42768.0,42768.0,1233.0,2735.0,2735.0,,,
2017-06-01,,,,,,,-8.549,52.0,52.0,,,,4531.0,72040.0,72040.0,2396.0,4085.0,4085.0,,,
2017-07-01,,,,,,,-7.134,41.0,41.0,,,,13597.0,210862.0,210862.0,6816.0,15587.0,15587.0,,,
2017-08-01,,,,,,,-9.608,58.0,58.0,,,,13885.0,208927.0,208927.0,7685.0,21978.0,21978.0,,,
2017-09-01,,,,,,,-6.967,41.0,41.0,,,,8706.0,131113.0,131113.0,4505.0,4925.0,4925.0,,,
2017-10-01,,,,,,,-5.056,29.0,29.0,,,,1076.0,19442.0,19442.0,491.0,1265.0,1265.0,,,
2017-11-01,,,,,,,-9.246,52.0,52.0,,,,-402.0,0.0,0.0,-134.0,0.0,0.0,,,
2017-12-01,,,,,,,-9.084,52.0,52.0,,,,-439.0,3256.0,3256.0,-182.0,0.0,0.0,,,
2018-01-01,,,,,,,-17.329,109.0,109.0,,,,13772.0,188009.0,188009.0,4172.0,4940.0,4940.0,,,
2018-02-01,,,,,,,-6.918,38.0,38.0,,,,-435.0,0.0,0.0,-145.0,0.0,0.0,,,
2018-03-01,,,,,,,-5.331,33.0,33.0,,,,-474.0,0.0,0.0,-158.0,0.0,0.0,,,
2018-04-01,,,,,,,-6.0,33.0,33.0,,,,-309.0,0.0,0.0,-103.0,0.0,0.0,,,
2018-05-01,,,,,,,-6.009,33.0,33.0,,,,3878.0,66620.0,66620.0,1980.0,3389.0,3389.0,,,
2018-06-01,,,,,,,-9.854,54.0,54.0,,,,823.0,17901.0,17901.0,385.0,0.0,0.0,,,
2018-07-01,,,,,,,-3.874,22.0,22.0,,,,2405.0,42914.0,42914.0,3479.0,872.0,872.0,,,
2018-08-01,,,,,,,-6.139,38.0,38.0,,,,1895.0,33896.0,33896.0,1102.0,3094.0,3094.0,,,
2018-09-01,,,,,,,-3.133,16.0,16.0,,,,4038.0,74374.0,74374.0,1374.0,95.0,95.0,,,
2018-10-01,,,,,,,-4.38,27.0,27.0,,,,-279.0,0.0,0.0,-93.0,0.0,0.0,,,
2018-11-01,,,,,,,-7.066,38.0,38.0,,,,-261.0,4850.0,4850.0,-121.0,0.0,0.0,,,
2018-12-01,,,,,,,-8.967,49.0,49.0,,,,-474.0,0.0,0.0,-158.0,0.0,0.0,,,
2019-01-01,,,,,,,-22.382,22.0,22.0,,,,1459.0,32804.0,32804.0,485.0,0.0,0.0,,,
2019-02-01,,,,,,,-20.492,33.0,33.0,,,,-438.0,0.0,0.0,-146.0,0.0,0.0,,,
2019-03-01,,,,,,,-12.611,22.0,22.0,,,,-441.0,0.0,0.0,-147.0,0.0,0.0,,,
2019-04-01,,,,,,,-6.769,11.0,11.0,,,,-273.0,0.0,0.0,-91.0,0.0,0.0,,,
2019-05-01,,,,,,,-19.537,33.0,33.0,,,,-204.0,0.0,0.0,-68.0,0.0,0.0,,,
2019-06-01,,,,,,,-40.51,65.0,65.0,,,,1871.0,36055.0,36055.0,1867.0,3201.0,3201.0,,,
2019-07-01,,,,,,,-13.738,22.0,22.0,,,,9063.0,152209.0,152209.0,7430.0,5988.0,5988.0,,,
2019-08-01,,,,,,,-34.001,54.0,54.0,,,,8231.0,135585.0,135585.0,7670.0,9141.0,9141.0,,,
2019-09-01,,,,,,,-21.147,33.0,33.0,,,,17183.0,271055.0,271055.0,8612.0,20444.0,20444.0,,,
2019-10-01,,,,,,,-43.896,71.0,71.0,,,,6910.0,107414.0,107414.0,3946.0,11696.0,11696.0,,,
2019-11-01,,,,,,,-38.649,60.0,60.0,,,,-390.0,0.0,0.0,-130.0,0.0,0.0,,,
2019-12-01,,,,,,,-6.268,11.0,11.0,,,,-435.0,0.0,0.0,-145.0,0.0,0.0,,,
2020-01-01,,,,,,,-23.892,45.0,45.0,,,,0.0,0.0,0.0,-634.0,0.0,0.0,,,
2020-02-01,,,,,,,-18.348,39.0,39.0,,,,0.0,0.0,0.0,-581.0,0.0,0.0,,,
2020-03-01,,,,,,,-25.498,51.0,51.0,,,,0.0,0.0,0.0,-490.0,0.0,0.0,,,
2020-04-01,,,,,,,-18.657,39.0,39.0,,,,0.0,0.0,0.0,-422.0,0.0,0.0,,,
2020-05-01,,,,,,,-23.541,45.0,45.0,,,,3458.0,55878.0,55878.0,865.0,1377.0,1377.0,,,
2020-06-01,,,,,,,-17.389,34.0,34.0,,,,5089.0,82728.0,82728.0,6368.0,1571.0,1571.0,,,
2020-07-01,,,,,,,-24.396,51.0,51.0,,,,35920.0,508101.0,508101.0,17044.0,40193.0,40193.0,,,
2020-08-01,,,,,,,-21.621,45.0,45.0,,,,22376.0,324486.0,324486.0,9643.0,24905.0,24905.0,,,
2020-09-01,,,,,,,-20.011,39.0,39.0,,,,8411.0,140749.0,140749.0,3970.0,5757.0,5757.0,,,
2020-10-01,,,,,,,-15.736,34.0,34.0,,,,8422.0,128841.0,128841.0,2616.0,1914.0,1914.0,,,
2020-11-01,,,,,,,-18.891,39.0,39.0,,,,0.0,0.0,0.0,-564.0,0.0,0.0,,,
2020-12-01,,,,,,,-22.02,45.0,45.0,,,,0.0,0.0,0.0,-625.0,0.0,0.0,,,
2021-01-01,,,,,,,-14.278,225.0,225.0,,,,0.0,0.0,0.0,-663.0,0.0,0.0,,,
2021-02-01,,,,,,,-15.887,259.0,259.0,,,,2591.0,38243.0,38243.0,212.0,0.0,0.0,,,
2021-03-01,,,,,,,-11.024,180.0,180.0,,,,0.0,0.0,0.0,-539.0,0.0,0.0,,,
2021-04-01,,,,,,,-10.785,174.0,174.0,,,,0.0,0.0,0.0,-426.0,0.0,0.0,,,
2021-05-01,,,,,,,-7.546,124.0,124.0,,,,3507.0,52195.0,52195.0,658.0,0.0,0.0,,,
2021-06-01,,,,,,,-11.748,191.0,191.0,,,,779.0,11085.0,11085.0,42.0,697.0,697.0,,,
2021-07-01,,,,,,,-14.38,230.0,230.0,,,,3398.0,48125.0,48125.0,1199.0,3633.0,3633.0,,,
2021-08-01,,,,,,,-9.912,163.0,163.0,,,,4392.0,64159.0,64159.0,1523.0,3164.0,3164.0,,,
2021-09-01,,,,,,,-7.508,124.0,124.0,,,,1833.0,26347.0,26347.0,385.0,1439.0,1439.0,,,
2021-10-01,,,,,,,-2.726,45.0,45.0,,,,2938.0,41633.0,41633.0,707.0,276.0,276.0,,,
2021-11-01,,,,,,,-8.721,141.0,141.0,,,,1704.0,26574.0,26574.0,-61.0,540.0,540.0,,,
2021-12-01,,,,,,,-24.485,393.0,393.0,,,,0.0,0.0,0.0,-577.0,0.0,0.0,,,
2022-01-01,,,,,,,19.502,726.0,726.0,,,,0.0,0.0,0.0,-689.0,0.0,0.0,,,
2022-02-01,,,,,,,25.863,976.0,976.0,,,,0.0,0.0,0.0,-605.0,0.0,0.0,,,
2022-03-01,,,,,,,18.105,685.0,685.0,,,,0.0,0.0,0.0,-568.0,0.0,0.0,,,
2022-04-01,,,,,,,23.007,866.0,866.0,,,,0.0,0.0,0.0,-437.0,0.0,0.0,,,
2022-05-01,,,,,,,8.309,314.0,314.0,,,,3247.0,58010.0,58010.0,894.0,1627.0,1627.0,,,
2022-06-01,,,,,,,18.875,715.0,715.0,,,,9995.0,158548.0,158548.0,4696.0,16920.0,16920.0,,,
2022-07-01,,,,,,,9.997,378.0,378.0,,,,12720.0,209559.0,209559.0,5500.0,15008.0,15008.0,,,
2022-08-01,,,,,,,11.933,453.0,453.0,,,,4997.0,80377.0,80377.0,2133.0,7296.0,7296.0,,,
2022-09-01,,,,,,,9.339,354.0,354.0,,,,0.0,0.0,0.0,-269.0,0.0,0.0,,,
2022-10-01,,,,,,,33.996,1284.0,1284.0,,,,0.0,0.0,0.0,-413.0,0.0,0.0,,,
2022-11-01,,,,,,,16.245,616.0,616.0,,,,1017.0,17340.0,17340.0,-271.0,0.0,0.0,,,
2022-12-01,,,,,,,18.829,709.0,709.0,,,,7291.0,98441.0,98441.0,1636.0,1935.0,1935.0,,,
2023-01-01,,,,,,,-11.144,116.0,116.0,,,,0.0,0.0,0.0,-586.0,0.0,0.0,,,
2023-02-01,,,,,,,-9.953,93.0,93.0,,,,0.0,0.0,0.0,-522.0,0.0,0.0,,,
2023-03-01,,,,,,,-5.622,52.0,52.0,,,,0.0,0.0,0.0,-545.0,0.0,0.0,,,
2023-04-01,,,,,,,-8.18,75.0,75.0,,,,1359.0,14056.0,14056.0,177.0,6249.0,6249.0,,,
2023-05-01,,,,,,,-16.104,150.0,150.0,,,,0.0,0.0,0.0,-285.0,0.0,0.0,,,
2023-06-01,,,,,,,-19.375,179.0,179.0,,,,2791.0,31036.0,31036.0,737.0,13732.0,13732.0,,,
2023-07-01,,,,,,,-29.615,278.0,278.0,,,,8174.0,128611.0,128611.0,2927.0,1169.0,1169.0,,,
2023-08-01,,,,,,,-10.677,98.0,98.0,,,,2500.0,27383.0,27383.0,807.0,14379.0,14379.0,,,
2023-09-01,,,,,,,-6.564,64.0,64.0,,,,1866.0,22436.0,22436.0,561.0,9730.0,9730.0,,,
2023-10-01,,,,,,,-13.113,121.0,121.0,,,,8718.0,91683.0,91683.0,3177.0,46644.0,46644.0,,,
2023-11-01,,,,,,,-9.318,87.0,87.0,,,,46383.0,456566.0,456566.0,16575.0,221125.0,221125.0,,,
2023-12-01,,,,,,,-9.335,87.0,87.0,,,,8336.0,82941.0,82941.0,2247.0,38777.0,38777.0,,,
2024-01-01,,,,,,,-11.956,186.0,186.0,,,,9098.0,121915.0,121915.0,3289.0,9822.0,9822.0,,,
2024-02-01,,,,,,,-10.311,157.0,157.0,,,,0.0,0.0,0.0,-542.0,0.0,0.0,,,
2024-03-01,,,,,,,-8.285,122.0,122.0,,,,0.0,0.0,0.0,-497.0,0.0,0.0,,,
2024-04-01,,,,,,,-9.157,139.0,139.0,,,,2487.0,42784.0,42784.0,251.0,620.0,620.0,,,
2024-05-01,,,,,,,-10.965,163.0,163.0,,,,5593.0,88625.0,88625.0,2214.0,5230.0,5230.0,,,
2024-06-01,,,,,,,-11.901,180.0,180.0,,,,6900.0,108559.0,108559.0,2626.0,5543.0,5543.0,,,
2024-07-01,,,,,,,-9.088,134.0,134.0,,,,11311.0,172606.0,172606.0,4419.0,12107.0,12107.0,,,
2024-08-01,,,,,,,-8.156,122.0,122.0,,,,6667.0,98580.0,98580.0,1911.0,1860.0,1860.0,,,
2024-09-01,,,,,,,-11.765,174.0,174.0,,,,0.0,0.0,0.0,-267.0,0.0,0.0,,,
2024-10-01,,,,,,,-9.71,145.0,145.0,,,,0.0,0.0,0.0,-266.0,0.0,0.0,,,
2024-11-01,,,,,,,-13.258,198.0,198.0,,,,0.0,0.0,0.0,-359.0,0.0,0.0,,,
2024-12-01,,,,,,,-9.448,139.0,139.0,,,,0.0,0.0,0.0,-595.0,0.0,0.0,,,
