measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2017-07-01,0.0,0.0,0.0,11854.919,72495.0,409674.0,0.0,0.0,0.0,9467.081,57893.0,327157.0,,,
2017-08-01,0.0,0.0,0.0,10792.561,66159.0,364334.0,0.0,0.0,0.0,10253.439,62854.0,346135.0,,,
2017-09-01,0.0,0.0,0.0,11517.021,70233.0,384968.0,0.0,0.0,0.0,10331.979,63006.0,345357.0,,,
2017-10-01,0.0,0.0,0.0,4337.361,27210.0,232323.0,0.0,0.0,0.0,3850.639,24156.0,206252.0,,,
2017-11-01,0.0,0.0,0.0,5726.773,35163.0,396887.0,0.0,0.0,0.0,3509.227,21547.0,243203.0,,,
2017-12-01,0.0,0.0,0.0,13208.574,79549.0,446342.0,0.0,0.0,0.0,10449.426,62932.0,353106.0,,,
2018-01-01,0.0,0.0,0.0,12402.996,74341.0,401252.0,0.0,0.0,0.0,12106.004,72561.0,391644.0,,,
2018-02-01,0.0,0.0,0.0,10081.491,60571.0,268255.0,0.0,0.0,0.0,12603.509,75723.0,335363.0,,,
2018-03-01,0.0,0.0,0.0,13402.968,80565.0,420751.0,0.0,0.0,0.0,11793.032,70888.0,370211.0,,,
2018-04-01,0.0,0.0,0.0,12722.591,76802.0,415276.0,0.0,0.0,0.0,10400.409,62784.0,339478.0,,,
2018-05-01,0.0,0.0,0.0,10578.566,64422.0,402483.0,0.0,0.0,0.0,7971.434,48545.0,303290.0,,,
2018-06-01,0.0,0.0,0.0,12751.641,76607.0,436323.0,0.0,0.0,0.0,9584.359,57580.0,327948.0,,,
2018-07-01,0.0,0.0,0.0,11510.585,70783.0,387970.0,0.0,0.0,0.0,10160.415,62480.0,342462.0,,,
2018-08-01,0.0,0.0,0.0,11545.21,70973.0,388229.0,0.0,0.0,0.0,10261.79,63083.0,345072.0,,,
2018-09-01,0.0,0.0,0.0,11446.299,70220.0,395481.0,0.0,0.0,0.0,9745.701,59787.0,336723.0,,,
2018-10-01,0.0,0.0,0.0,13423.092,81001.0,447386.0,0.0,0.0,0.0,10826.908,65334.0,360856.0,,,
2018-11-01,0.0,0.0,0.0,11610.292,69797.0,401379.0,0.0,0.0,0.0,10680.708,64209.0,369243.0,,,
2018-12-01,0.0,0.0,0.0,12468.958,75287.0,419996.0,0.0,0.0,0.0,11383.042,68730.0,383419.0,,,
2019-01-01,0.0,0.0,0.0,11742.8,72295.0,408630.0,0.0,0.0,0.0,11273.2,69404.0,392289.0,,,
2019-02-01,0.0,0.0,0.0,9678.74,58921.0,359462.0,0.0,0.0,0.0,9753.26,59375.0,362229.0,,,
2019-03-01,0.0,0.0,0.0,12914.679,78055.0,423697.0,0.0,0.0,0.0,11757.321,71060.0,385727.0,,,
2019-04-01,0.0,0.0,0.0,2663.829,16527.0,230939.0,0.0,0.0,0.0,2347.171,14562.0,203487.0,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,429452.0,0.0,0.0,0.0,0.0,0.0,160679.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,404027.0,0.0,0.0,0.0,0.0,0.0,151811.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,326486.0,0.0,0.0,0.0,0.0,0.0,184786.0,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,384270.0,0.0,0.0,0.0,0.0,0.0,160969.0,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,359044.0,0.0,0.0,0.0,0.0,0.0,153262.0,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,383444.0,0.0,0.0,0.0,0.0,0.0,167439.0,,,
2019-11-01,0.0,0.0,0.0,992.871,6570.0,397404.0,0.0,0.0,0.0,422.129,2793.0,168960.0,,,
2019-12-01,0.0,0.0,0.0,8303.696,50721.0,362743.0,0.0,0.0,0.0,7059.304,43120.0,308382.0,,,
2020-01-01,0.0,0.0,0.0,12472.442,73844.0,404639.0,0.0,0.0,0.0,11555.558,68416.0,374893.0,,,
2020-02-01,0.0,0.0,0.0,11939.047,71934.0,374794.0,0.0,0.0,0.0,10926.953,65836.0,343022.0,,,
2020-03-01,0.0,0.0,0.0,11941.996,73067.0,405884.0,0.0,0.0,0.0,9699.004,59343.0,329649.0,,,
2020-04-01,0.0,0.0,0.0,9877.006,60697.0,327154.0,0.0,0.0,0.0,9473.994,58221.0,313805.0,,,
2020-05-01,0.0,0.0,0.0,9661.415,59634.0,359152.0,0.0,0.0,0.0,7476.585,46148.0,277933.0,,,
2020-06-01,0.0,0.0,0.0,11613.486,71766.0,406052.0,0.0,0.0,0.0,8057.514,49792.0,281721.0,,,
2020-07-01,0.0,0.0,0.0,10746.227,68081.0,410437.0,0.0,0.0,0.0,6807.773,43130.0,260013.0,,,
2020-08-01,0.0,0.0,0.0,9953.19,62510.0,405552.0,0.0,0.0,0.0,6215.81,39038.0,253269.0,,,
2020-09-01,0.0,0.0,0.0,4422.13,28022.0,342652.0,0.0,0.0,0.0,2625.87,16640.0,203467.0,,,
2020-10-01,0.0,0.0,0.0,11315.066,70928.0,434179.0,0.0,0.0,0.0,7265.934,45546.0,278807.0,,,
2020-11-01,0.0,0.0,0.0,11071.302,68491.0,426796.0,0.0,0.0,0.0,7539.698,46644.0,290654.0,,,
2020-12-01,0.0,0.0,0.0,12422.957,75734.0,430318.0,0.0,0.0,0.0,9938.043,60585.0,344244.0,,,
2021-01-01,0.0,0.0,0.0,12149.486,74042.0,406383.0,0.0,0.0,0.0,10556.514,64334.0,353100.0,,,
2021-02-01,0.0,0.0,0.0,10775.71,65577.0,379315.0,0.0,0.0,0.0,9341.29,56848.0,328822.0,,,
2021-03-01,0.0,0.0,0.0,12102.61,75025.0,444174.0,0.0,0.0,0.0,8347.39,51746.0,306355.0,,,
2021-04-01,0.0,0.0,0.0,4406.318,27159.0,281471.0,0.0,0.0,0.0,3286.682,20258.0,209950.0,,,
2021-05-01,0.0,0.0,0.0,10347.775,63038.0,418981.0,0.0,0.0,0.0,6536.225,39818.0,264651.0,,,
2021-06-01,0.0,0.0,0.0,10907.557,68737.0,405066.0,0.0,0.0,0.0,6789.443,42785.0,252135.0,,,
2021-07-01,0.0,0.0,0.0,10718.011,67615.0,395658.0,0.0,0.0,0.0,7662.989,48343.0,282881.0,,,
2021-08-01,0.0,0.0,0.0,10246.343,66439.0,400488.0,0.0,0.0,0.0,6833.657,44311.0,267100.0,,,
2021-09-01,0.0,0.0,0.0,10599.058,66717.0,399507.0,0.0,0.0,0.0,7184.942,45227.0,270820.0,,,
2021-10-01,0.0,0.0,0.0,6769.818,42438.0,395601.0,0.0,0.0,0.0,4023.182,25220.0,235099.0,,,
2021-11-01,0.0,0.0,0.0,10556.199,65702.0,411348.0,0.0,0.0,0.0,7739.801,48173.0,301600.0,,,
2021-12-01,0.0,0.0,0.0,9750.804,60881.0,381793.0,0.0,0.0,0.0,7872.196,49151.0,308236.0,,,
2022-01-01,0.0,0.0,0.0,10552.199,64870.0,384505.0,0.0,0.0,0.0,9920.801,60988.0,361498.0,,,
2022-02-01,0.0,0.0,0.0,10160.547,62778.0,379691.0,0.0,0.0,0.0,8394.453,51866.0,313694.0,,,
2022-03-01,0.0,0.0,0.0,11621.732,71519.0,412732.0,0.0,0.0,0.0,9442.268,58107.0,335331.0,,,
2022-04-01,0.0,0.0,0.0,8151.333,50520.0,311419.0,0.0,0.0,0.0,8090.667,50144.0,309101.0,,,
2022-05-01,0.0,0.0,0.0,10245.014,63569.0,395732.0,0.0,0.0,0.0,7488.986,46468.0,289276.0,,,
2022-06-01,0.0,0.0,0.0,5852.091,36543.0,358954.0,0.0,0.0,0.0,3616.909,22585.0,221853.0,,,
2022-07-01,0.0,0.0,0.0,11556.603,72040.0,427418.0,0.0,0.0,0.0,7927.397,49417.0,293193.0,,,
2022-08-01,0.0,0.0,0.0,10972.07,68387.0,420616.0,0.0,0.0,0.0,7344.93,45780.0,281569.0,,,
2022-09-01,0.0,0.0,0.0,4834.152,30182.0,392906.0,0.0,0.0,0.0,2230.848,13928.0,181317.0,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,436409.0,0.0,0.0,0.0,0.0,0.0,183355.0,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,403564.0,0.0,0.0,0.0,0.0,0.0,176286.0,,,
2022-12-01,0.0,0.0,0.0,0.0,0.0,440596.0,0.0,0.0,0.0,0.0,0.0,198100.0,,,
2023-01-01,0.0,0.0,0.0,7830.005,48100.0,411570.0,0.0,0.0,0.0,5166.995,31741.0,271593.0,,,
2023-02-01,0.0,0.0,0.0,10584.343,65030.0,377609.0,0.0,0.0,0.0,8744.657,53727.0,311976.0,,,
2023-03-01,0.0,0.0,0.0,9841.899,60808.0,364260.0,0.0,0.0,0.0,9173.101,56676.0,339507.0,,,
2023-04-01,0.0,0.0,0.0,7503.388,47158.0,338173.0,0.0,0.0,0.0,6255.612,39316.0,281937.0,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,226420.0,0.0,0.0,0.0,0.0,0.0,138021.0,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,328076.0,0.0,0.0,0.0,0.0,0.0,158129.0,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,383741.0,0.0,0.0,0.0,0.0,0.0,143585.0,,,
2023-08-01,0.0,0.0,0.0,0.0,0.0,315674.0,0.0,0.0,0.0,0.0,0.0,172558.0,,,
2023-09-01,0.0,0.0,0.0,0.0,0.0,348484.0,0.0,0.0,0.0,0.0,0.0,159473.0,,,
2023-10-01,0.0,0.0,0.0,0.0,0.0,371681.0,0.0,0.0,0.0,0.0,0.0,178039.0,,,
2023-11-01,0.0,0.0,0.0,0.0,0.0,321576.0,0.0,0.0,0.0,0.0,0.0,209143.0,,,
2023-12-01,0.0,0.0,0.0,0.0,0.0,372518.0,0.0,0.0,0.0,0.0,0.0,194833.0,,,
2024-01-01,0.0,0.0,0.0,0.0,0.0,352103.0,0.0,0.0,0.0,0.0,0.0,219752.0,,,
2024-02-01,0.0,0.0,0.0,0.0,0.0,379548.0,0.0,0.0,0.0,0.0,0.0,193161.0,,,
2024-03-01,0.0,0.0,0.0,0.0,0.0,373382.0,0.0,0.0,0.0,0.0,0.0,194084.0,,,
2024-04-01,0.0,0.0,0.0,0.0,0.0,348268.0,0.0,0.0,0.0,0.0,0.0,186072.0,,,
2024-05-01,0.0,0.0,0.0,0.0,0.0,314337.0,0.0,0.0,0.0,0.0,0.0,176230.0,,,
2024-06-01,0.0,0.0,0.0,0.0,0.0,352451.0,0.0,0.0,0.0,0.0,0.0,162794.0,,,
2024-07-01,0.0,0.0,0.0,0.0,0.0,280269.0,0.0,0.0,0.0,0.0,0.0,192963.0,,,
2024-08-01,0.0,0.0,0.0,0.0,0.0,301556.0,0.0,0.0,0.0,0.0,0.0,173429.0,,,
2024-09-01,0.0,0.0,0.0,0.0,0.0,372350.0,0.0,0.0,0.0,0.0,0.0,160258.0,,,
2024-10-01,0.0,0.0,0.0,5362.544,32602.0,340624.0,0.0,0.0,0.0,4163.456,25312.0,264459.0,,,
2024-11-01,0.0,0.0,0.0,6817.81,41966.0,336167.0,0.0,0.0,0.0,5857.19,36053.0,288802.0,,,
2024-12-01,0.0,0.0,0.0,9214.931,56057.0,356193.0,0.0,0.0,0.0,9210.069,56027.0,356005.0,,,
