measured_on,Kerosene-Combined Cycle Combustion Turbine Part Generation,Kerosene-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Kerosene-Combined Cycle Steam Part Generation,Kerosene-Combined Cycle Steam Part Quantity Consumed For Electricity,Kerosene-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,925.0,11846.0,11846.0,396.0,562.0,562.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2745.0,34648.0,34648.0,1176.0,1774.0,1774.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,9383.0,117865.0,117865.0,4021.0,5500.0,5500.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,27242.0,327632.0,327632.0,11675.0,29233.0,29233.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,17723.0,216098.0,216098.0,7595.0,19150.0,19150.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3727.0,47240.0,47240.0,1598.0,3251.0,3251.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,6143.0,72695.0,72695.0,2633.0,7239.0,7239.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1393.0,17910.0,17910.0,598.0,862.0,862.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,457.0,5964.0,5964.0,184.0,172.0,172.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,505.0,6283.0,6283.0,201.0,280.0,280.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1487.0,19053.0,19053.0,496.0,416.0,416.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3214.0,41540.0,41540.0,1266.0,944.0,944.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,20671.0,257859.0,257859.0,9458.0,18168.0,18168.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,6401.0,82970.0,82970.0,2328.0,74.0,74.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,4697.0,59667.0,59667.0,2205.0,4605.0,4605.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,15753.0,194421.0,194421.0,6104.0,2378.0,2378.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,349.0,5065.0,5065.0,175.0,0.0,0.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,504.0,5959.0,5959.0,199.0,283.0,283.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2928.0,35184.0,35184.0,1089.0,206.0,206.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,7782.0,93564.0,93564.0,3045.0,1268.0,1268.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2358.0,28744.0,28744.0,953.0,898.0,898.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,9631.0,117279.0,117279.0,4322.0,7367.0,7367.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,19247.0,233953.0,233953.0,9351.0,19049.0,19049.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,11325.0,138037.0,138037.0,5096.0,8116.0,8116.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2844.0,35326.0,35326.0,1035.0,232.0,232.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,13989.0,169571.0,169571.0,5657.0,2705.0,2705.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1437.0,17268.0,17268.0,604.0,479.0,479.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,838.0,10281.0,10281.0,297.0,20.0,20.0
