measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Kerosene Generation,Kerosene Quantity Consumed For Electricity,Kerosene Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2024-02-01,,,,0.881,12.0,12.0,2310.64,28615.0,28615.0,0.0,0.0,0.0
2024-03-01,,,,4.019,52.0,52.0,10545.14,130593.0,130593.0,0.0,0.0,0.0
2024-04-01,,,,7.296,93.0,93.0,19140.806,237043.0,237043.0,0.0,0.0,0.0
2024-05-01,,,,1.645,23.0,23.0,4314.721,53434.0,53434.0,0.0,0.0,0.0
2024-06-01,,,,1.281,17.0,17.0,3360.908,41622.0,41622.0,0.0,0.0,0.0
2024-07-01,,,,9.112,110.0,110.0,23907.481,296075.0,296075.0,0.0,0.0,0.0
2024-08-01,,,,4.329,52.0,52.0,11356.717,140644.0,140644.0,0.0,0.0,0.0
2024-09-01,,,,2.564,29.0,29.0,6725.814,83294.0,83294.0,0.0,0.0,0.0
2024-10-01,,,,6.444,81.0,81.0,16907.219,209382.0,209382.0,0.0,0.0,0.0
2024-11-01,,,,10.577,133.0,133.0,27750.274,343664.0,343664.0,0.0,0.0,0.0
2024-12-01,,,,4.072,52.0,52.0,10684.128,132315.0,132315.0,0.0,0.0,0.0
