measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Sludge Waste Generation,Sludge Waste Quantity Consumed For Electricity,Sludge Waste Total Fuel Consumed,Tire-Derived Fuels Generation,Tire-Derived Fuels Quantity Consumed For Electricity,Tire-Derived Fuels Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2014-03-01,0.0,0.0,0.0,19110.821,96406.0,716628.0,1124.128,5671.0,42153.0,0.0,0.0,0.0,0.0,0.0,0.0,11759.367,59321.0,440959.0
2014-04-01,0.0,0.0,0.0,15004.609,75692.0,623220.0,430.114,2170.0,17865.0,0.0,0.0,0.0,0.0,0.0,0.0,10291.714,51917.0,427469.0
2014-05-01,0.0,0.0,0.0,13136.728,66269.0,546456.0,845.564,4266.0,35173.0,0.0,0.0,0.0,0.0,0.0,0.0,9667.977,48771.0,402164.0
2014-06-01,0.0,0.0,0.0,16383.127,82646.0,684480.0,819.788,4135.0,34250.0,0.0,0.0,0.0,0.0,0.0,0.0,8597.465,43371.0,359198.0
2014-07-01,0.0,0.0,0.0,18104.131,91328.0,659148.0,919.167,4637.0,33466.0,0.0,0.0,0.0,0.0,0.0,0.0,11317.38,57091.0,412051.0
2014-08-01,0.0,0.0,0.0,18391.222,92776.0,676656.0,586.11,2957.0,21564.0,0.0,0.0,0.0,0.0,0.0,0.0,12322.686,62163.0,453380.0
2014-09-01,0.0,0.0,0.0,20829.494,105076.0,728112.0,702.956,3546.0,24572.0,0.0,0.0,0.0,0.0,0.0,0.0,9975.954,50325.0,348718.0
2014-10-01,0.0,0.0,0.0,20135.738,101576.0,731544.0,875.938,4419.0,31823.0,0.0,0.0,0.0,0.0,0.0,0.0,11541.534,58222.0,419311.0
2014-11-01,0.0,0.0,0.0,19208.183,96897.0,705600.0,312.369,1576.0,11475.0,0.0,0.0,0.0,0.0,0.0,0.0,10144.076,51173.0,372636.0
2014-12-01,0.0,0.0,0.0,19257.957,97148.0,755808.0,259.242,1308.0,10174.0,0.0,0.0,0.0,0.0,0.0,0.0,11331.478,57163.0,444721.0
2015-01-01,0.0,0.0,0.0,14879.783,75062.0,720300.0,5387.681,27179.0,260807.0,0.0,0.0,0.0,0.0,0.0,0.0,9001.519,45409.0,435745.0
2015-02-01,0.0,0.0,0.0,12882.577,64987.0,648816.0,4899.79,24717.0,246772.0,0.0,0.0,0.0,0.0,0.0,0.0,9299.053,46910.0,468336.0
2015-03-01,0.0,0.0,0.0,14602.186,73662.0,733056.0,5664.653,28576.0,284376.0,0.0,0.0,0.0,0.0,0.0,0.0,8802.402,44404.0,441896.0
2015-04-01,0.0,0.0,0.0,16062.688,81030.0,744960.0,2988.999,15078.0,138625.0,0.0,0.0,0.0,0.0,0.0,0.0,9527.802,48064.0,441883.0
2015-05-01,0.0,0.0,0.0,16848.254,84992.0,794976.0,3514.63,17730.0,165836.0,0.0,0.0,0.0,0.0,0.0,0.0,9206.673,46444.0,434412.0
2015-06-01,0.0,0.0,0.0,12792.643,64534.0,703524.0,6988.904,35256.0,384351.0,0.0,0.0,0.0,0.0,0.0,0.0,7237.454,36510.0,398020.0
2015-07-01,0.0,0.0,0.0,15645.758,78926.0,703512.0,6457.875,32577.0,290379.0,0.0,0.0,0.0,0.0,0.0,0.0,9221.353,46518.0,414638.0
2015-08-01,0.0,0.0,0.0,15689.223,79146.0,735768.0,4765.168,24038.0,223469.0,0.0,0.0,0.0,0.0,0.0,0.0,9707.672,48971.0,455255.0
2015-09-01,0.0,0.0,0.0,14999.707,75667.0,697212.0,5962.35,30078.0,277140.0,0.0,0.0,0.0,0.0,0.0,0.0,9385.344,47345.0,436247.0
2015-10-01,0.0,0.0,0.0,14818.329,74752.0,703320.0,9474.35,47794.0,449680.0,0.0,0.0,0.0,0.0,0.0,0.0,7590.241,38290.0,360254.0
2015-11-01,0.0,0.0,0.0,14382.931,72556.0,664044.0,7104.949,35842.0,328028.0,0.0,0.0,0.0,0.0,0.0,0.0,9559.58,48224.0,441355.0
2015-12-01,0.0,0.0,0.0,13352.979,67360.0,760596.0,7208.833,36366.0,410621.0,0.0,0.0,0.0,0.0,0.0,0.0,8324.972,41996.0,474197.0
2016-01-01,0.0,0.0,0.0,13577.722,68918.0,682872.0,5970.247,30304.0,300265.0,0.0,0.0,0.0,272.639,1384.0,13712.0,7981.037,40510.0,401395.0
2016-02-01,0.0,0.0,0.0,15063.106,76457.0,617472.0,6268.1,31816.0,256944.0,0.0,0.0,0.0,279.077,1417.0,11440.0,8948.384,45420.0,366815.0
2016-03-01,0.0,0.0,0.0,16293.793,82704.0,667284.0,5484.571,27839.0,224611.0,0.0,0.0,0.0,285.594,1450.0,11696.0,9362.82,47524.0,383438.0
2016-04-01,0.0,0.0,0.0,13701.043,69544.0,669408.0,2140.258,10864.0,104569.0,0.0,0.0,0.0,184.37,936.0,9008.0,6934.142,35196.0,338790.0
2016-05-01,0.0,0.0,0.0,9325.54,47335.0,490440.0,2272.868,11537.0,119533.0,0.0,0.0,0.0,204.75,1039.0,10768.0,6538.572,33188.0,343870.0
2016-06-01,0.0,0.0,0.0,8370.997,42489.0,609756.0,3015.968,15308.0,219688.0,0.0,0.0,0.0,107.851,547.0,7856.0,4241.62,21530.0,308966.0
2016-07-01,0.0,0.0,0.0,11579.947,58777.0,703656.0,2055.283,10432.0,124889.0,0.0,0.0,0.0,181.157,920.0,11008.0,5081.356,25792.0,308769.0
2016-08-01,0.0,0.0,0.0,10929.354,55475.0,668892.0,2245.419,11397.0,137423.0,0.0,0.0,0.0,202.348,1027.0,12384.0,5481.251,27822.0,335460.0
2016-09-01,0.0,0.0,0.0,16407.456,83281.0,622044.0,1682.895,8542.0,63802.0,0.0,0.0,0.0,322.007,1634.0,12208.0,9645.688,48960.0,365690.0
2016-10-01,0.0,0.0,0.0,11547.995,58615.0,663360.0,3692.579,18743.0,212116.0,0.0,0.0,0.0,161.828,821.0,9296.0,5372.728,27271.0,308630.0
2016-11-01,0.0,0.0,0.0,16984.404,86209.0,666828.0,4182.323,21229.0,164203.0,0.0,0.0,0.0,291.382,1479.0,11440.0,9693.063,49200.0,380561.0
2016-12-01,0.0,0.0,0.0,15839.689,80399.0,631860.0,5962.665,30265.0,237856.0,0.0,0.0,0.0,263.117,1336.0,10496.0,9258.555,46995.0,369332.0
2017-01-01,0.0,0.0,0.0,18909.843,95982.0,700920.0,5808.362,29482.0,215295.0,573.132,2909.0,21244.0,553.817,2811.0,20528.0,6921.242,35131.0,256546.0
2017-02-01,0.0,0.0,0.0,15099.278,76641.0,621996.0,4150.731,21068.0,170984.0,542.697,2755.0,22356.0,199.253,1011.0,8208.0,8971.65,45538.0,369576.0
2017-03-01,0.0,0.0,0.0,15728.225,79833.0,689136.0,4759.731,24159.0,208549.0,641.555,3256.0,28110.0,406.069,2061.0,17792.0,9115.275,46267.0,399388.0
2017-04-01,0.0,0.0,0.0,11528.113,58514.0,542340.0,3955.211,20076.0,186073.0,486.855,2471.0,22904.0,218.684,1110.0,10288.0,7639.061,38774.0,359380.0
2017-05-01,0.0,0.0,0.0,12129.72,61568.0,710688.0,1725.075,8756.0,101073.0,351.043,1782.0,20568.0,326.332,1656.0,19120.0,5951.989,30211.0,348731.0
2017-06-01,0.0,0.0,0.0,14060.468,71368.0,752412.0,1502.407,7626.0,80398.0,350.805,1781.0,18772.0,265.508,1348.0,14208.0,5594.654,28397.0,299384.0
2017-07-01,0.0,0.0,0.0,11999.74,60908.0,722664.0,1466.166,7442.0,88297.0,380.569,1932.0,22919.0,280.29,1423.0,16880.0,5257.851,26688.0,316645.0
2017-08-01,0.0,0.0,0.0,14486.281,73529.0,762816.0,1442.404,7321.0,75954.0,479.47,2434.0,25248.0,283.491,1439.0,14928.0,6398.768,32479.0,336945.0
2017-09-01,0.0,0.0,0.0,14582.482,74018.0,725040.0,741.127,3762.0,36849.0,648.009,3289.0,32219.0,289.301,1468.0,14384.0,6932.247,35187.0,344671.0
2017-10-01,0.0,0.0,0.0,15992.047,81172.0,677892.0,1549.659,7866.0,65689.0,526.327,2672.0,22311.0,174.761,887.0,7408.0,5953.886,30221.0,252381.0
2017-11-01,0.0,0.0,0.0,13996.844,71045.0,685356.0,2535.649,12870.0,124158.0,473.747,2405.0,23197.0,150.638,765.0,7376.0,5015.489,25458.0,245584.0
2017-12-01,0.0,0.0,0.0,17391.765,88277.0,745932.0,4493.711,22809.0,192735.0,539.975,2741.0,23159.0,270.087,1371.0,11584.0,7384.9,37484.0,316738.0
2018-01-01,0.0,0.0,0.0,14412.79,73156.0,653988.0,4216.412,21402.0,191322.0,253.745,1288.0,11514.0,328.283,1666.0,14896.0,7127.878,36180.0,323431.0
2018-02-01,0.0,0.0,0.0,12297.804,62421.0,589680.0,2659.773,13500.0,127536.0,157.33,799.0,7544.0,190.532,967.0,9136.0,5679.037,28826.0,272310.0
2018-03-01,0.0,0.0,0.0,16442.245,83457.0,688752.0,5174.881,26267.0,216772.0,264.651,1343.0,11086.0,247.892,1258.0,10384.0,8496.219,43125.0,355900.0
2018-04-01,0.0,0.0,0.0,12561.631,63760.0,580920.0,4449.419,22584.0,205766.0,176.16,894.0,8147.0,72.31,367.0,3344.0,8948.028,45418.0,413807.0
2018-05-01,0.0,0.0,0.0,10806.802,54853.0,476772.0,3675.512,18656.0,162155.0,170.684,866.0,7530.0,0.0,0.0,0.0,9792.399,49704.0,432019.0
2018-06-01,0.0,0.0,0.0,15110.149,76696.0,627168.0,2909.621,14769.0,120768.0,97.416,494.0,4043.0,133.377,677.0,5536.0,10213.69,51843.0,423934.0
2018-07-01,0.0,0.0,0.0,15340.509,77865.0,645156.0,2844.991,14441.0,119648.0,112.004,569.0,4710.0,76.85,390.0,3232.0,11071.325,56196.0,465612.0
2018-08-01,0.0,0.0,0.0,15610.157,79234.0,618888.0,3908.91,19841.0,154975.0,134.125,681.0,5318.0,10.493,53.0,416.0,11130.255,56495.0,441276.0
2018-09-01,0.0,0.0,0.0,14437.384,73281.0,600984.0,2330.782,11831.0,97023.0,244.438,1241.0,10175.0,174.887,888.0,7280.0,11552.368,58637.0,480890.0
2018-10-01,0.0,0.0,0.0,15280.119,77559.0,658200.0,2322.316,11788.0,100035.0,211.976,1076.0,9131.0,245.522,1246.0,10576.0,12186.636,61857.0,524946.0
2018-11-01,0.0,0.0,0.0,11083.547,56258.0,534660.0,7312.998,37119.0,352772.0,41.195,209.0,1987.0,115.093,584.0,5552.0,9624.29,48851.0,464267.0
2018-12-01,0.0,0.0,0.0,8826.176,44800.0,494868.0,3402.3,17269.0,190761.0,35.525,180.0,1992.0,251.693,1278.0,14112.0,8312.253,42191.0,466053.0
2019-01-01,0.0,0.0,0.0,11946.877,60640.0,589440.0,4739.653,24058.0,233847.0,170.496,865.0,8412.0,531.837,2699.0,26240.0,6112.559,31026.0,301584.0
2019-02-01,0.0,0.0,0.0,14719.523,74713.0,607968.0,4315.033,21902.0,178226.0,170.93,868.0,7060.0,774.753,3932.0,32000.0,8841.244,44876.0,365174.0
2019-03-01,0.0,0.0,0.0,11933.354,60571.0,495000.0,4232.845,21485.0,175580.0,205.784,1045.0,8536.0,643.389,3266.0,26688.0,7486.683,38001.0,310550.0
2019-04-01,0.0,0.0,0.0,9137.323,46379.0,436572.0,4189.353,21264.0,200163.0,156.973,797.0,7500.0,316.792,1608.0,15136.0,5132.834,26053.0,245242.0
2019-05-01,0.0,0.0,0.0,11926.856,60538.0,663552.0,1600.877,8126.0,89065.0,150.984,766.0,8400.0,357.185,1813.0,19872.0,5053.902,25653.0,281174.0
2019-06-01,0.0,0.0,0.0,14948.226,75874.0,656928.0,2542.205,12904.0,111722.0,132.524,673.0,5824.0,544.657,2765.0,23936.0,6776.18,34395.0,297792.0
2019-07-01,0.0,0.0,0.0,19075.68,96824.0,742680.0,3336.344,16935.0,129895.0,159.863,811.0,6224.0,573.699,2912.0,22336.0,6631.396,33660.0,258182.0
2019-08-01,0.0,0.0,0.0,14670.333,74464.0,586152.0,5349.179,27151.0,213726.0,203.83,1035.0,8144.0,456.515,2317.0,18240.0,5553.619,28189.0,221894.0
2019-09-01,0.0,0.0,0.0,16714.741,84841.0,609000.0,6044.177,30679.0,220219.0,219.35,1113.0,7992.0,115.055,584.0,4192.0,6793.134,34481.0,247507.0
2019-10-01,0.0,0.0,0.0,17329.985,87963.0,654120.0,7261.813,36859.0,274097.0,121.765,618.0,4596.0,240.774,1222.0,9088.0,3793.204,19254.0,143174.0
2019-11-01,0.0,0.0,0.0,17318.326,87904.0,688704.0,4558.312,23137.0,181272.0,189.402,961.0,7532.0,616.385,3129.0,24512.0,7344.235,37278.0,292061.0
2019-12-01,0.0,0.0,0.0,14156.994,71858.0,548328.0,5681.123,28836.0,220041.0,161.417,819.0,6252.0,634.515,3221.0,24576.0,7337.57,37244.0,284198.0
2020-01-01,0.0,0.0,0.0,14912.343,75692.0,592344.0,8440.619,42843.0,335276.0,145.512,739.0,5780.0,601.786,3055.0,23904.0,6435.359,32665.0,255624.0
2020-02-01,0.0,0.0,0.0,15403.55,78185.0,669840.0,7684.896,39007.0,334186.0,193.533,982.0,8416.0,556.316,2824.0,24192.0,5210.78,26449.0,226596.0
2020-03-01,0.0,0.0,0.0,17254.297,87579.0,741276.0,7323.247,37171.0,314620.0,171.408,870.0,7364.0,744.847,3781.0,32000.0,6483.231,32908.0,278531.0
2020-04-01,0.0,0.0,0.0,17224.854,87430.0,730224.0,8288.959,42073.0,351399.0,171.252,869.0,7260.0,418.176,2123.0,17728.0,4635.961,23531.0,196535.0
2020-05-01,0.0,0.0,0.0,18663.89,94734.0,764304.0,7817.572,39680.0,320137.0,195.356,992.0,8000.0,152.377,773.0,6240.0,5501.225,27923.0,225280.0
2020-06-01,0.0,0.0,0.0,9321.29,47313.0,552480.0,5922.161,30060.0,351011.0,83.144,422.0,4928.0,28.075,142.0,1664.0,2087.259,10594.0,123713.0
2020-07-01,0.0,0.0,0.0,16367.26,83077.0,738048.0,8280.652,42031.0,373399.0,133.946,680.0,6040.0,109.285,555.0,4928.0,3652.815,18541.0,164716.0
2020-08-01,0.0,0.0,0.0,14644.25,74331.0,707268.0,6486.125,32922.0,313258.0,174.588,886.0,8432.0,233.225,1184.0,11264.0,5452.964,27678.0,263360.0
2020-09-01,0.0,0.0,0.0,13541.115,68732.0,642324.0,7044.237,35755.0,334144.0,179.783,913.0,8528.0,311.668,1582.0,14784.0,4277.998,21714.0,202927.0
2020-10-01,0.0,0.0,0.0,13297.836,67497.0,618168.0,9714.699,49310.0,451601.0,192.056,975.0,8928.0,145.247,737.0,6752.0,1764.888,8958.0,82043.0
2020-11-01,0.0,0.0,0.0,14090.764,71522.0,661788.0,6244.528,31696.0,293281.0,190.095,965.0,8928.0,175.786,892.0,8256.0,6386.009,32414.0,299926.0
2020-12-01,0.0,0.0,0.0,12824.16,65093.0,645756.0,8208.299,41664.0,413326.0,183.737,933.0,9252.0,216.067,1097.0,10880.0,5050.891,25637.0,254336.0
2021-01-01,0.0,0.0,0.0,18482.627,93814.0,1377768.0,7491.098,38023.0,558416.0,155.452,789.0,11588.0,169.994,863.0,12672.0,2555.923,12973.0,190529.0
2021-02-01,0.0,0.0,0.0,21485.029,109054.0,1358760.0,3877.001,19679.0,245190.0,161.095,818.0,10188.0,231.744,1176.0,14656.0,4569.485,23194.0,288984.0
2021-03-01,0.0,0.0,0.0,19684.176,99913.0,1374840.0,4678.707,23748.0,326784.0,109.099,554.0,7620.0,284.974,1446.0,19904.0,4556.202,23126.0,318228.0
2021-04-01,0.0,0.0,0.0,22836.534,115914.0,2679960.0,2445.88,12415.0,287034.0,50.855,258.0,5968.0,122.16,620.0,14336.0,2627.584,13337.0,308358.0
2021-05-01,0.0,0.0,0.0,12093.982,61387.0,788796.0,3426.181,17391.0,223463.0,80.586,409.0,5256.0,324.797,1649.0,21184.0,3689.542,18727.0,240640.0
2021-06-01,0.0,0.0,0.0,18508.256,93944.0,1070160.0,5123.72,26007.0,296257.0,120.372,611.0,6960.0,409.542,2079.0,23680.0,4451.21,22593.0,257372.0
2021-07-01,0.0,0.0,0.0,24175.247,122709.0,1496640.0,5773.378,29304.0,357418.0,111.456,566.0,6900.0,233.637,1186.0,14464.0,1561.354,7925.0,96660.0
2021-08-01,0.0,0.0,0.0,19711.999,100054.0,1347972.0,3255.56,16525.0,222626.0,69.549,353.0,4756.0,227.424,1154.0,15552.0,5270.782,26753.0,360434.0
2021-09-01,0.0,0.0,0.0,20556.376,104340.0,1315176.0,4045.61,20535.0,258834.0,106.785,542.0,6832.0,359.118,1823.0,22976.0,4246.229,21553.0,271669.0
2021-10-01,0.0,0.0,0.0,22388.145,113638.0,1384464.0,4019.686,20403.0,248574.0,94.439,479.0,5840.0,464.172,2356.0,28704.0,4778.196,24253.0,295480.0
2021-11-01,0.0,0.0,0.0,17456.344,88605.0,1151580.0,5456.566,27696.0,359965.0,76.521,388.0,5048.0,373.023,1893.0,24608.0,4594.76,23322.0,303112.0
2021-12-01,0.0,0.0,0.0,20344.808,103266.0,1257492.0,4165.591,21144.0,257471.0,105.551,536.0,6524.0,325.648,1653.0,20128.0,5141.721,26098.0,317805.0
2022-01-01,0.0,0.0,0.0,5593.7,28109.0,386834.0,5666.708,28475.0,391883.0,0.0,0.0,0.0,0.0,0.0,0.0,44.942,226.0,3108.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,3259.2,16378.0,161784.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,3805.31,19122.0,161581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,3936.26,19780.0,192806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,2739.28,13765.0,171245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
