measured_on,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Gaseous Propane Generation,Gaseous Propane Quantity Consumed For Electricity,Gaseous Propane Total Fuel Consumed,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed,Sludge Waste Generation,Sludge Waste Quantity Consumed For Electricity,Sludge Waste Total Fuel Consumed,Waste/Other Oil Generation,Waste/Other Oil Quantity Consumed For Electricity,Waste/Other Oil Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2014-11-01,843.307,3820.0,200136.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,8.059,37.0,1913.0,250.891,1137.0,59542.0,436.743,1979.0,103649.0
2014-12-01,1859.578,8424.0,327312.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,10.33,47.0,1818.0,215.417,976.0,37916.0,800.675,3627.0,140930.0
2015-01-01,1893.893,8935.0,334608.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,266.453,1257.0,47076.0,893.408,4215.0,157845.0
2015-02-01,7.784,37.0,283920.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.433,2.0,15789.0,4.267,20.0,155618.0
2015-03-01,834.726,3938.0,272880.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,170.385,804.0,55700.0,580.344,2738.0,189720.0
2015-04-01,1711.253,8073.0,308220.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,212.412,1002.0,38258.0,914.022,4312.0,164628.0
2015-05-01,1833.865,8651.0,312876.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,139.986,660.0,23883.0,952.183,4492.0,162452.0
2015-06-01,1199.749,5660.0,279048.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,117.044,552.0,27223.0,623.973,2944.0,145129.0
2015-07-01,1165.638,5499.0,293676.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,75.383,356.0,18992.0,548.978,2590.0,138312.0
2015-08-01,718.077,3388.0,305772.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,47.64,225.0,20286.0,373.199,1761.0,158916.0
2015-09-01,1093.443,5158.0,256476.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,116.815,551.0,27400.0,633.518,2989.0,148597.0
2015-10-01,1128.932,5326.0,241716.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,364.399,1719.0,78022.0,433.991,2047.0,92922.0
2015-11-01,1471.268,6941.0,269436.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,231.478,1092.0,42391.0,903.508,4262.0,165461.0
2015-12-01,1725.178,8139.0,305604.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,310.414,1464.0,54988.0,1098.827,5184.0,194650.0
2016-01-01,1719.753,8040.0,313704.0,7.664,36.0,1398.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,319.822,1495.0,58340.0,995.952,4656.0,181674.0
2016-02-01,1745.712,8161.0,302748.0,2.934,14.0,509.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,176.353,824.0,30584.0,1055.772,4936.0,183096.0
2016-03-01,1622.117,7584.0,276084.0,3.956,18.0,673.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,333.009,1557.0,56678.0,1086.029,5077.0,184842.0
2016-04-01,511.492,2391.0,302112.0,2.236,10.0,1321.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,55.238,258.0,32626.0,287.622,1345.0,169884.0
2016-05-01,1861.427,8702.0,324156.0,2.893,14.0,504.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,126.416,591.0,22015.0,913.211,4269.0,159030.0
2016-06-01,1734.809,8110.0,327732.0,17.726,83.0,3349.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,124.694,583.0,23557.0,932.609,4360.0,176184.0
2016-07-01,1581.548,7394.0,307176.0,3.242,15.0,630.0,,,,12.178,57.0,2365.0,,,,0.0,0.0,0.0,132.213,618.0,25679.0,893.398,4177.0,173520.0
2016-08-01,1671.614,7815.0,306684.0,0.476,2.0,87.0,,,,154.6,723.0,28364.0,,,,0.0,0.0,0.0,44.598,209.0,8182.0,812.751,3800.0,149112.0
2016-09-01,936.586,4379.0,190212.0,1.341,6.0,272.0,,,,120.671,564.0,24507.0,,,,0.0,0.0,0.0,59.984,280.0,12182.0,581.149,2717.0,118026.0
2016-10-01,1263.208,5906.0,267756.0,3.807,18.0,807.0,,,,107.497,503.0,22786.0,,,,0.0,0.0,0.0,207.182,969.0,43915.0,821.937,3843.0,174222.0
2016-11-01,1757.562,8217.0,324564.0,4.3,20.0,794.0,,,,133.1,622.0,24579.0,,,,0.0,0.0,0.0,113.05,529.0,20877.0,939.149,4391.0,173430.0
2016-12-01,1791.904,8377.0,329652.0,2.179,10.0,401.0,,,,64.796,303.0,11920.0,,,,0.0,0.0,0.0,115.521,540.0,21252.0,1102.401,5154.0,202806.0
2017-01-01,1281.793,5992.0,312924.0,2.747,13.0,671.0,,,,61.26,286.0,14955.0,,,,0.0,0.0,0.0,40.229,188.0,9821.0,997.436,4663.0,243504.0
2017-02-01,1557.899,7283.0,296676.0,2.828,13.0,538.0,,,,90.897,425.0,17310.0,,,,0.0,0.0,0.0,35.499,166.0,6760.0,1201.459,5617.0,228798.0
2017-03-01,1832.66,8568.0,329016.0,2.264,11.0,406.0,,,,111.653,522.0,20045.0,,,,0.0,0.0,0.0,34.036,159.0,6110.0,1192.218,5574.0,214038.0
2017-04-01,1360.786,6362.0,269616.0,9.628,45.0,1908.0,,,,169.521,793.0,33588.0,,,,0.0,0.0,0.0,184.954,865.0,36645.0,696.988,3258.0,138096.0
2017-05-01,1719.925,8041.0,309936.0,3.453,16.0,622.0,,,,60.652,284.0,10930.0,,,,0.0,0.0,0.0,54.658,256.0,9850.0,1022.046,4778.0,184176.0
2017-06-01,1282.394,5995.0,272856.0,1.743,8.0,371.0,,,,64.792,303.0,13786.0,,,,0.0,0.0,0.0,22.289,104.0,4742.0,814.425,3808.0,173286.0
2017-07-01,2093.884,9789.0,319620.0,2.995,14.0,457.0,,,,38.638,181.0,5898.0,,,,0.0,0.0,0.0,43.951,205.0,6709.0,1020.252,4770.0,155736.0
2017-08-01,1853.256,8664.0,305568.0,6.039,28.0,996.0,,,,159.572,746.0,26311.0,,,,0.0,0.0,0.0,109.277,511.0,18018.0,891.039,4166.0,146916.0
2017-09-01,2007.886,9387.0,301464.0,2.69,13.0,404.0,,,,38.542,180.0,5787.0,,,,0.0,0.0,0.0,9.111,43.0,1368.0,919.661,4299.0,138078.0
2017-10-01,1379.536,6449.0,224964.0,2.056,10.0,335.0,,,,109.988,514.0,17936.0,,,,0.0,0.0,0.0,15.554,73.0,2537.0,755.333,3531.0,123174.0
2017-11-01,1825.792,8536.0,268116.0,5.137,24.0,754.0,,,,207.124,968.0,30416.0,,,,0.0,0.0,0.0,89.663,419.0,13167.0,1035.512,4841.0,152064.0
2017-12-01,1871.138,8748.0,329172.0,7.161,33.0,1260.0,,,,194.49,909.0,34215.0,,,,0.0,0.0,0.0,67.783,317.0,11924.0,1180.145,5517.0,207612.0
2018-01-01,2004.533,9371.0,338136.0,4.298,20.0,725.0,,,,268.097,1253.0,45224.0,,,,0.0,0.0,0.0,63.781,298.0,10759.0,1099.086,5138.0,185400.0
2018-02-01,1770.815,8279.0,298404.0,0.371,2.0,63.0,,,,236.891,1107.0,39919.0,,,,0.0,0.0,0.0,46.465,217.0,7830.0,1039.545,4860.0,175176.0
2018-03-01,2108.051,9855.0,357180.0,0.398,2.0,68.0,,,,241.691,1130.0,40951.0,,,,0.0,0.0,0.0,5.374,25.0,911.0,1072.757,5015.0,181764.0
2018-04-01,2003.964,9369.0,308316.0,0.244,1.0,38.0,,,,156.479,732.0,24075.0,,,,0.0,0.0,0.0,39.96,187.0,6148.0,1181.53,5524.0,181782.0
2018-05-01,2240.056,10472.0,353400.0,0.0,0.0,0.0,,,,101.494,474.0,16012.0,,,,0.0,0.0,0.0,29.007,136.0,4576.0,1086.523,5080.0,171414.0
2018-06-01,2007.934,9387.0,311268.0,1.468,7.0,228.0,,,,134.433,628.0,20840.0,,,,0.0,0.0,0.0,75.578,353.0,11716.0,882.356,4125.0,136782.0
2018-07-01,2125.414,9936.0,302436.0,3.321,16.0,473.0,,,,83.687,391.0,11908.0,,,,0.0,0.0,0.0,52.907,247.0,7528.0,959.358,4485.0,136512.0
2018-08-01,2123.676,9928.0,316536.0,6.038,28.0,900.0,,,,105.328,492.0,15699.0,,,,0.0,0.0,0.0,29.924,140.0,4460.0,1121.052,5241.0,167094.0
2018-09-01,2201.122,10290.0,339216.0,5.37,25.0,828.0,,,,88.361,413.0,13617.0,,,,0.0,0.0,0.0,27.737,130.0,4275.0,986.604,4612.0,152046.0
2018-10-01,1064.668,4977.0,199704.0,9.343,44.0,1753.0,,,,299.698,1401.0,56216.0,,,,0.0,0.0,0.0,153.523,718.0,28797.0,500.922,2342.0,93960.0
2018-11-01,1315.396,6150.0,242052.0,10.448,49.0,1923.0,,,,78.569,367.0,14458.0,,,,0.0,0.0,0.0,219.09,1024.0,40316.0,776.287,3629.0,142848.0
2018-12-01,1476.335,6902.0,240864.0,17.423,81.0,2843.0,,,,221.367,1035.0,36116.0,,,,0.0,0.0,0.0,320.058,1496.0,52217.0,730.481,3415.0,119178.0
2019-01-01,1890.864,8840.0,299199.0,12.039,56.0,1905.0,,,,261.232,1221.0,41336.0,,,,0.0,0.0,0.0,272.449,1274.0,43111.0,941.751,4403.0,149017.0
2019-02-01,1902.557,8895.0,293503.0,8.313,39.0,1283.0,,,,83.783,392.0,12925.0,,,,0.0,0.0,0.0,191.199,894.0,29496.0,1139.667,5328.0,175814.0
2019-03-01,1879.693,8788.0,296960.0,8.529,40.0,1348.0,,,,185.441,867.0,29297.0,,,,0.0,0.0,0.0,156.068,730.0,24656.0,1274.404,5958.0,201335.0
2019-04-01,1843.594,8619.0,304268.0,5.438,25.0,898.0,,,,298.721,1397.0,49301.0,,,,0.0,0.0,0.0,86.427,404.0,14264.0,1047.165,4896.0,172825.0
2019-05-01,2201.367,10292.0,358104.0,3.75,18.0,610.0,,,,328.199,1534.0,53389.0,,,,0.0,0.0,0.0,57.221,268.0,9308.0,1068.206,4994.0,173769.0
2019-06-01,1978.092,9248.0,327967.0,4.237,20.0,703.0,,,,291.721,1364.0,48367.0,,,,0.0,0.0,0.0,75.579,353.0,12531.0,1051.754,4917.0,174380.0
2019-07-01,1920.235,8977.0,326517.0,3.19,15.0,543.0,,,,232.931,1089.0,39608.0,,,,0.0,0.0,0.0,70.251,328.0,11946.0,1073.944,5021.0,182614.0
2019-08-01,2139.538,10002.0,326157.0,4.723,22.0,720.0,,,,138.212,646.0,21069.0,,,,0.0,0.0,0.0,74.901,350.0,11418.0,1165.006,5446.0,177597.0
2019-09-01,2273.053,10627.0,343905.0,3.999,19.0,605.0,,,,178.17,833.0,26956.0,,,,0.0,0.0,0.0,91.98,430.0,13916.0,896.434,4191.0,135627.0
2019-10-01,1262.992,5905.0,190484.0,11.736,55.0,1770.0,,,,225.927,1056.0,34074.0,,,,0.0,0.0,0.0,132.392,619.0,19967.0,542.993,2539.0,81894.0
2019-11-01,638.583,2985.0,124770.0,4.849,23.0,948.0,,,,140.378,656.0,27428.0,,,,0.0,0.0,0.0,172.262,805.0,33657.0,853.133,3988.0,166689.0
2019-12-01,1985.048,9280.0,296508.0,5.071,24.0,758.0,,,,276.507,1293.0,41302.0,,,,0.0,0.0,0.0,145.588,681.0,21747.0,1074.635,5024.0,160519.0
2020-01-01,1546.529,7230.0,322422.0,6.344,30.0,1323.0,,,,276.25,1291.0,57593.0,,,,0.0,0.0,0.0,165.667,775.0,34538.0,978.299,4574.0,203957.0
2020-02-01,1626.821,7606.0,295777.0,3.176,15.0,578.0,,,,496.112,2319.0,90200.0,,,,0.0,0.0,0.0,138.387,647.0,25160.0,970.755,4538.0,176496.0
2020-03-01,1597.315,7468.0,284293.0,8.344,39.0,1485.0,,,,301.325,1409.0,53630.0,,,,0.0,0.0,0.0,103.362,483.0,18397.0,1155.763,5403.0,205705.0
2020-04-01,1754.358,8202.0,284652.0,5.901,28.0,958.0,,,,357.818,1673.0,58058.0,,,,0.0,0.0,0.0,127.776,597.0,20732.0,1032.611,4828.0,167546.0
2020-05-01,1623.658,7591.0,255142.0,12.457,58.0,1958.0,,,,318.135,1487.0,49992.0,,,,0.0,0.0,0.0,171.438,801.0,26940.0,1213.275,5672.0,190654.0
2020-06-01,1515.636,7086.0,222256.0,8.592,40.0,1260.0,,,,278.743,1303.0,40875.0,,,,0.0,0.0,0.0,138.1,646.0,20251.0,1207.753,5646.0,177107.0
2020-07-01,1577.219,7374.0,234169.0,16.417,77.0,2438.0,,,,342.945,1603.0,50917.0,,,,0.0,0.0,0.0,414.86,1939.0,61594.0,756.09,3535.0,112257.0
2020-08-01,1819.975,8509.0,265814.0,15.371,72.0,2245.0,,,,236.75,1107.0,34578.0,,,,0.0,0.0,0.0,241.438,1129.0,35263.0,1229.973,5750.0,179642.0
2020-09-01,1963.617,9180.0,251685.0,11.488,54.0,1473.0,,,,310.189,1450.0,39758.0,,,,0.0,0.0,0.0,148.321,693.0,19011.0,1123.336,5252.0,143983.0
2020-10-01,2228.792,10420.0,263610.0,20.905,98.0,2473.0,,,,279.468,1307.0,33054.0,,,,0.0,0.0,0.0,330.388,1545.0,39077.0,616.733,2883.0,72944.0
2020-11-01,1801.993,8424.0,270384.0,13.179,62.0,1978.0,,,,318.092,1487.0,47729.0,,,,0.0,0.0,0.0,209.131,978.0,31380.0,1065.71,4982.0,159907.0
2020-12-01,1635.629,7647.0,236176.0,10.856,51.0,1568.0,,,,367.466,1718.0,53060.0,,,,0.0,0.0,0.0,232.652,1088.0,33594.0,1142.296,5340.0,164941.0
2021-01-01,1535.618,7179.0,253274.0,15.112,71.0,2493.0,,,,399.402,1867.0,65875.0,,,,0.0,0.0,0.0,370.682,1733.0,61138.0,1081.529,5056.0,178380.0
2021-02-01,1448.282,6771.0,227418.0,17.513,82.0,2750.0,,,,291.662,1364.0,45799.0,,,,0.0,0.0,0.0,365.007,1706.0,57316.0,1027.32,4803.0,161316.0
2021-03-01,879.131,4110.0,149884.0,9.253,43.0,1578.0,,,,314.701,1471.0,53654.0,,,,0.0,0.0,0.0,193.333,904.0,32961.0,926.548,4332.0,157968.0
2021-04-01,1279.517,5982.0,248901.0,6.143,29.0,1195.0,,,,269.029,1258.0,52334.0,,,,0.0,0.0,0.0,136.914,640.0,26634.0,928.095,4339.0,180540.0
2021-05-01,496.515,2321.0,271533.0,0.672,3.0,368.0,,,,71.188,333.0,38931.0,,,,0.0,0.0,0.0,13.193,62.0,7215.0,358.566,1676.0,196092.0
2021-06-01,1083.377,5065.0,239795.0,5.659,26.0,1253.0,,,,242.736,1135.0,53727.0,,,,0.0,0.0,0.0,110.502,517.0,24459.0,903.739,4225.0,200034.0
2021-07-01,1089.48,5093.0,251279.0,7.815,37.0,1803.0,,,,217.156,1015.0,50085.0,,,,0.0,0.0,0.0,165.268,773.0,38118.0,827.882,3870.0,190944.0
2021-08-01,914.52,4275.0,248194.0,5.103,24.0,1385.0,,,,163.092,762.0,44262.0,,,,0.0,0.0,0.0,106.942,500.0,29023.0,693.491,3242.0,188208.0
2021-09-01,1208.992,5652.0,219252.0,7.072,33.0,1283.0,,,,232.755,1088.0,42210.0,,,,0.0,0.0,0.0,135.221,632.0,24522.0,962.676,4501.0,174582.0
2021-10-01,1468.257,6864.0,226107.0,6.331,30.0,975.0,,,,357.764,1673.0,55095.0,,,,0.0,0.0,0.0,154.758,724.0,23832.0,1313.441,6140.0,202266.0
2021-11-01,1261.725,5899.0,209078.0,16.52,77.0,2738.0,,,,404.41,1891.0,67014.0,,,,0.0,0.0,0.0,324.181,1516.0,53720.0,1118.941,5231.0,185418.0
2021-12-01,1084.857,5072.0,196887.0,14.326,67.0,2600.0,,,,330.437,1545.0,59970.0,,,,0.0,0.0,0.0,309.58,1447.0,56185.0,858.412,4013.0,155790.0
2023-01-01,1998.813,8974.0,641868.0,0.0,0.0,0.0,0.0,0.0,0.0,149.468,671.0,47998.0,,,,0.0,0.0,0.0,61.621,277.0,19788.0,404.098,1814.0,129766.0
2023-02-01,2359.441,10593.0,713988.0,0.0,0.0,0.0,0.0,0.0,0.0,135.849,610.0,41109.0,,,,0.0,0.0,0.0,49.979,224.0,15124.0,425.731,1911.0,128830.0
2023-03-01,2772.246,12446.0,873540.0,0.0,0.0,0.0,0.0,0.0,0.0,117.054,526.0,36884.0,,,,0.0,0.0,0.0,114.046,512.0,35936.0,491.654,2207.0,154921.0
2023-04-01,2480.981,11138.0,802224.0,0.0,0.0,0.0,0.0,0.0,0.0,118.652,533.0,38366.0,,,,0.0,0.0,0.0,20.931,94.0,6768.0,361.436,1623.0,116870.0
2023-05-01,2683.991,12050.0,861480.0,0.0,0.0,0.0,0.0,0.0,0.0,56.258,253.0,18057.0,,,,0.0,0.0,0.0,22.781,102.0,7312.0,445.97,2002.0,143143.0
2023-06-01,2712.656,12178.0,805416.0,0.0,0.0,0.0,0.0,0.0,0.0,84.962,381.0,25226.0,,,,0.0,0.0,0.0,8.919,40.0,2648.0,464.463,2085.0,137904.0
2023-07-01,2450.429,11001.0,789216.0,0.0,0.0,0.0,0.0,0.0,0.0,44.586,200.0,14360.0,,,,0.0,0.0,0.0,31.732,142.0,10220.0,432.253,1941.0,139217.0
2023-08-01,2757.278,12379.0,842232.0,0.0,0.0,0.0,0.0,0.0,0.0,67.872,305.0,20732.0,,,,0.0,0.0,0.0,21.018,94.0,6420.0,480.832,2159.0,146874.0
2023-09-01,1877.265,8428.0,767004.0,0.0,0.0,0.0,0.0,0.0,0.0,121.114,544.0,49484.0,,,,0.0,0.0,0.0,38.123,171.0,15576.0,213.498,958.0,87230.0
2023-10-01,1423.708,6392.0,477168.0,0.0,0.0,0.0,0.0,0.0,0.0,201.158,903.0,67420.0,,,,0.0,0.0,0.0,57.644,259.0,19320.0,250.49,1125.0,83954.0
2023-11-01,2859.847,12839.0,885996.0,0.0,0.0,0.0,0.0,0.0,0.0,61.319,275.0,18997.0,,,,0.0,0.0,0.0,11.62,52.0,3600.0,439.214,1972.0,136071.0
2023-12-01,2390.398,11175.0,852576.0,0.0,0.0,0.0,0.0,0.0,0.0,71.989,337.0,25676.0,,,,0.0,0.0,0.0,12.583,59.0,4488.0,425.136,1988.0,151632.0
2024-01-01,110.75,518.0,239136.0,0.027,0.0,60.0,0.0,0.0,0.0,30.554,143.0,65977.0,,,,0.0,0.0,0.0,11.293,53.0,24383.0,78.366,366.0,169218.0
2024-02-01,105.463,493.0,227736.0,0.022,0.0,48.0,0.0,0.0,0.0,29.666,139.0,64060.0,,,,0.0,0.0,0.0,21.165,99.0,45700.0,74.623,349.0,161136.0
2024-03-01,106.369,497.0,229692.0,0.028,0.0,60.0,0.0,0.0,0.0,26.547,124.0,57324.0,,,,0.0,0.0,0.0,8.125,38.0,17545.0,75.264,352.0,162522.0
2024-04-01,96.246,450.0,207828.0,0.022,0.0,48.0,0.0,0.0,0.0,22.729,106.0,49081.0,,,,0.0,0.0,0.0,5.614,26.0,12123.0,68.102,318.0,147060.0
2024-05-01,102.551,479.0,221448.0,0.018,0.0,40.0,0.0,0.0,0.0,6.663,31.0,14389.0,,,,0.0,0.0,0.0,5.92,28.0,12783.0,72.563,339.0,156690.0
2024-06-01,104.787,490.0,226272.0,0.013,0.0,28.0,0.0,0.0,0.0,14.22,66.0,30706.0,,,,0.0,0.0,0.0,6.409,30.0,13841.0,74.145,347.0,160110.0
2024-07-01,121.952,570.0,263340.0,0.022,0.0,48.0,0.0,0.0,0.0,30.005,140.0,64791.0,,,,0.0,0.0,0.0,6.832,32.0,14752.0,86.291,403.0,186336.0
2024-08-01,120.908,565.0,261084.0,0.024,0.0,50.0,0.0,0.0,0.0,28.431,133.0,61393.0,,,,0.0,0.0,0.0,8.245,39.0,17807.0,85.552,400.0,184734.0
2024-09-01,119.234,557.0,257472.0,0.018,0.0,40.0,0.0,0.0,0.0,26.841,125.0,57959.0,,,,0.0,0.0,0.0,6.718,31.0,14507.0,84.367,394.0,182178.0
2024-10-01,107.201,501.0,231480.0,0.019,0.0,40.0,0.0,0.0,0.0,23.941,112.0,51696.0,,,,0.0,0.0,0.0,5.998,28.0,12954.0,75.853,355.0,163800.0
2024-11-01,100.455,470.0,216924.0,0.021,0.0,45.0,0.0,0.0,0.0,24.297,114.0,52465.0,,,,0.0,0.0,0.0,6.752,32.0,14581.0,71.08,332.0,153486.0
2024-12-01,113.889,532.0,245928.0,0.025,0.0,55.0,0.0,0.0,0.0,25.523,119.0,55113.0,,,,0.0,0.0,0.0,6.116,29.0,13204.0,80.586,377.0,174006.0
