measured_on,Agricultural By-Products Generation,Agricultural By-Products Quantity Consumed For Electricity,Agricultural By-Products Total Fuel Consumed,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Waste/Other Oil Generation,Waste/Other Oil Quantity Consumed For Electricity,Waste/Other Oil Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2021-03-01,,,,,,,,,,-710.0,0.0,0.0,,,,,,
2021-04-01,,,,,,,,,,-368.0,0.0,0.0,,,,,,
2021-05-01,,,,,,,,,,-319.0,0.0,0.0,,,,,,
2021-06-01,,,,,,,,,,-303.0,0.0,0.0,,,,,,
2021-07-01,,,,,,,,,,-322.0,0.0,0.0,,,,,,
2021-08-01,,,,,,,,,,-316.0,0.0,0.0,,,,,,
2021-09-01,,,,,,,,,,-289.0,0.0,0.0,,,,,,
2021-10-01,,,,,,,,,,-291.0,0.0,0.0,,,,,,
2021-11-01,,,,,,,,,,-540.0,0.0,0.0,,,,,,
2021-12-01,,,,,,,,,,-766.0,0.0,0.0,,,,,,
2022-01-01,,,,,,,,,,-854.0,0.0,0.0,,,,,,
2022-02-01,,,,,,,,,,-766.0,0.0,0.0,,,,,,
2022-03-01,,,,,,,,,,-660.0,0.0,0.0,,,,,,
2022-04-01,,,,,,,,,,-324.0,0.0,0.0,,,,,,
2022-05-01,,,,,,,,,,-287.0,0.0,0.0,,,,,,
2022-06-01,,,,,,,,,,-276.0,0.0,0.0,,,,,,
2022-07-01,,,,,,,,,,-287.0,0.0,0.0,,,,,,
2022-08-01,,,,,,,,,,-268.0,0.0,0.0,,,,,,
2022-09-01,,,,,,,,,,-274.0,0.0,0.0,,,,,,
2022-10-01,,,,,,,,,,-332.0,0.0,0.0,,,,,,
2022-11-01,,,,,,,,,,961.0,15995.0,21223.0,,,,,,
2022-12-01,,,,,,,,,,-455.0,0.0,0.0,,,,,,
2023-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,
2023-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,
2023-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,
2023-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,
