measured_on,Bituminous Coal - Combined Cycle Combustion Turbine Part - Coal - Generation,Bituminous Coal - Combined Cycle Combustion Turbine Part - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combined Cycle Combustion Turbine Part - Coal - Total Fuel Consumed,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Combustion Turbine Part - Distillate Fuel Oil - Total Fuel Consumed,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combined Cycle Steam Part - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,Petroleum Coke - Combined Cycle Combustion Turbine Part - Petroleum Coke - Generation,Petroleum Coke - Combined Cycle Combustion Turbine Part - Petroleum Coke - Quantity Consumed For Electricity,Petroleum Coke - Combined Cycle Combustion Turbine Part - Petroleum Coke - Total Fuel Consumed,"Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Generation","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Quantity Consumed For Electricity","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Total Fuel Consumed","Waste Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste/Other Combustible - Generation","Waste Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste/Other Combustible - Quantity Consumed For Electricity","Waste Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste/Other Combustible - Total Fuel Consumed"
2013-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,41555.0,411214.0,411214.0,10621.0,4287.0,4287.0,,,,0.0,0.0,0.0,,,,,,
2013-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,40302.0,389988.0,389988.0,9379.0,4065.0,4065.0,,,,0.0,0.0,0.0,,,,,,
2013-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,31706.0,304131.0,304131.0,6968.0,3173.0,3173.0,,,,0.0,0.0,0.0,,,,,,
2013-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,30837.0,301993.0,301993.0,6905.0,3146.0,3146.0,,,,0.0,0.0,0.0,,,,,,
2013-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,39202.0,387021.0,387021.0,8914.0,4035.0,4035.0,,,,0.0,0.0,0.0,,,,,,
2013-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,59063.0,602646.0,602646.0,16341.0,6287.0,6287.0,,,,0.0,0.0,0.0,,,,,,
2013-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,56609.0,568682.0,568682.0,14226.0,5934.0,5934.0,,,,0.0,0.0,0.0,,,,,,
2013-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,65085.0,630174.0,630174.0,14520.0,6571.0,6571.0,,,,0.0,0.0,0.0,,,,,,
2013-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,70510.0,674882.0,674882.0,15356.0,7037.0,7037.0,,,,0.0,0.0,0.0,,,,,,
2013-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,49697.0,476568.0,476568.0,11418.0,4969.0,4969.0,,,,0.0,0.0,0.0,,,,,,
2013-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,69421.0,673055.0,673055.0,16444.0,7018.0,7018.0,,,,0.0,0.0,0.0,,,,,,
2014-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,66769.0,645809.0,645809.0,18663.0,35595.0,35595.0,,,,0.0,0.0,0.0,,,,,,
2014-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,60869.0,590773.0,590773.0,15406.0,11113.0,11113.0,,,,0.0,0.0,0.0,,,,,,
2014-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,68694.0,668562.0,668562.0,17180.0,11968.0,11968.0,,,,0.0,0.0,0.0,,,,,,
2014-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,7220.0,69311.0,69311.0,1484.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2014-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,50909.0,571782.0,571782.0,13628.0,7876.0,7876.0,,,,0.0,0.0,0.0,,,,,,
2014-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,47775.0,467952.0,467952.0,12069.0,16180.0,16180.0,,,,0.0,0.0,0.0,,,,,,
2014-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,61366.0,601365.0,601365.0,16509.0,32289.0,32289.0,,,,0.0,0.0,0.0,,,,,,
2014-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,59355.0,582745.0,582745.0,16198.0,32832.0,32832.0,,,,0.0,0.0,0.0,,,,,,
2014-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,63766.0,626665.0,626665.0,16868.0,29190.0,29190.0,,,,0.0,0.0,0.0,,,,,,
2014-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,64236.0,631620.0,631620.0,19571.0,47457.0,47457.0,,,,0.0,0.0,0.0,,,,,,
2014-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,25223.0,242990.0,242990.0,7373.0,17045.0,17045.0,,,,0.0,0.0,0.0,,,,,,
2014-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,65450.0,627765.0,627765.0,19400.0,47074.0,47074.0,,,,0.0,0.0,0.0,,,,,,
2015-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,70498.0,677574.0,677574.0,17973.0,18904.0,18904.0,,,,0.0,0.0,0.0,,,,,,
2015-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,64284.0,616570.0,616570.0,18696.0,43132.0,43132.0,,,,0.0,0.0,0.0,,,,,,
2015-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,68901.0,665241.0,665241.0,16434.0,3019.0,3019.0,,,,0.0,0.0,0.0,,,,,,
2015-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,49377.0,479297.0,479297.0,11648.0,579.0,579.0,,,,0.0,0.0,0.0,,,,,,
2015-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,62242.0,604099.0,604099.0,14758.0,9212.0,9212.0,,,,0.0,0.0,0.0,,,,,,
2015-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,30529.0,316456.0,316456.0,5586.0,2456.0,2456.0,,,,0.0,0.0,0.0,,,,,,
2015-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,66287.0,643123.0,643123.0,16758.0,25771.0,25771.0,,,,0.0,0.0,0.0,,,,,,
2015-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,66678.0,646332.0,646332.0,17086.0,35074.0,35074.0,,,,0.0,0.0,0.0,,,,,,
2015-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,66962.0,647885.0,647885.0,19079.0,44593.0,44593.0,,,,0.0,0.0,0.0,,,,,,
2015-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,42948.0,418445.0,418445.0,12546.0,25213.0,25213.0,,,,0.0,0.0,0.0,,,,,,
2015-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,69600.0,675424.0,675424.0,20681.0,37851.0,37851.0,,,,0.0,0.0,0.0,,,,,,
2015-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,57641.0,564203.0,564203.0,16316.0,25099.0,25099.0,,,,0.0,0.0,0.0,,,,,,
2016-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,70276.0,733574.0,733574.0,19591.0,29102.0,29102.0,,,,0.0,0.0,0.0,,,,,,
2016-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,61634.0,628011.0,628011.0,16017.0,10876.0,10876.0,,,,0.0,0.0,0.0,,,,,,
2016-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,53927.0,542644.0,542644.0,13280.0,545.0,545.0,,,,0.0,0.0,0.0,,,,,,
2016-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,20568.0,210414.0,210414.0,4825.0,1317.0,1317.0,,,,0.0,0.0,0.0,,,,,,
2016-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,44876.0,462985.0,462985.0,11369.0,11870.0,11870.0,,,,0.0,0.0,0.0,,,,,,
2016-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,45834.0,484722.0,484722.0,11851.0,21598.0,21598.0,,,,0.0,0.0,0.0,,,,,,
2016-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,59682.0,624750.0,624750.0,14720.0,26171.0,26171.0,,,,0.0,0.0,0.0,,,,,,
2016-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,59072.0,620566.0,620566.0,14525.0,27880.0,27880.0,,,,0.0,0.0,0.0,,,,,,
2016-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,47584.0,499770.0,499770.0,11654.0,20076.0,20076.0,,,,0.0,0.0,0.0,,,,,,
2016-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,32969.0,346441.0,346441.0,8546.0,12403.0,12403.0,,,,0.0,0.0,0.0,,,,,,
2016-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,65186.0,672323.0,672323.0,17093.0,17780.0,17780.0,,,,0.0,0.0,0.0,,,,,,
2016-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,21608.0,225264.0,225264.0,5574.0,6506.0,6506.0,,,,0.0,0.0,0.0,,,,,,
2017-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,23428.0,228093.0,228093.0,6256.0,11953.0,11953.0,,,,0.0,0.0,0.0,,,,,,
2017-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,18155.0,179360.0,179360.0,4487.0,5846.0,5846.0,,,,0.0,0.0,0.0,,,,,,
2017-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,34981.0,341597.0,341597.0,9623.0,17210.0,17210.0,,,,0.0,0.0,0.0,,,,,,
2017-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,26469.0,260949.0,260949.0,7234.0,15371.0,15371.0,,,,0.0,0.0,0.0,,,,,,
2017-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,7116.0,70592.0,70592.0,1642.0,3565.0,3565.0,,,,0.0,0.0,0.0,,,,,,
2017-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,38262.0,374312.0,374312.0,10039.0,19156.0,19156.0,,,,0.0,0.0,0.0,,,,,,
2017-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,44673.0,438373.0,438373.0,11797.0,27522.0,27522.0,,,,0.0,0.0,0.0,,,,,,
2017-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,57673.0,560042.0,560042.0,15357.0,29853.0,29853.0,,,,0.0,0.0,0.0,,,,,,
2017-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,56333.0,549695.0,549695.0,15983.0,39106.0,39106.0,,,,0.0,0.0,0.0,,,,,,
2017-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,40052.0,389244.0,389244.0,11417.0,24746.0,24746.0,,,,0.0,0.0,0.0,,,,,,
2017-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,48600.0,471338.0,471338.0,13022.0,17661.0,17661.0,,,,0.0,0.0,0.0,,,,,,
2017-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,52577.0,508771.0,508771.0,14094.0,21272.0,21272.0,,,,0.0,0.0,0.0,,,,,,
2018-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,58631.0,574464.0,574464.0,15658.0,23237.0,23237.0,,,,0.0,0.0,0.0,,,,,,
2018-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,35238.0,351145.0,351145.0,8576.0,7770.0,7770.0,,,,0.0,0.0,0.0,,,,,,
2018-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,29287.0,298449.0,298449.0,7015.0,8460.0,8460.0,,,,0.0,0.0,0.0,,,,,,
2018-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,26057.0,259884.0,259884.0,6956.0,10107.0,10107.0,,,,0.0,0.0,0.0,,,,,,
2018-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,60367.0,598571.0,598571.0,17299.0,35772.0,35772.0,,,,0.0,0.0,0.0,,,,,,
2018-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,41578.0,421807.0,421807.0,10581.0,15930.0,15930.0,,,,0.0,0.0,0.0,,,,,,
2018-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,43870.0,448491.0,448491.0,11222.0,20969.0,20969.0,,,,0.0,0.0,0.0,,,,,,
2018-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,43183.0,442590.0,442590.0,10917.0,18542.0,18542.0,,,,0.0,0.0,0.0,,,,,,
2018-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,33404.0,342508.0,342508.0,8150.0,11407.0,11407.0,,,,0.0,0.0,0.0,,,,,,
2018-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,16666.0,172378.0,172378.0,4172.0,6797.0,6797.0,,,,0.0,0.0,0.0,,,,,,
2018-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,32898.0,334544.0,334544.0,7667.0,3729.0,3729.0,,,,0.0,0.0,0.0,,,,,,
2018-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,15806.0,161145.0,161145.0,3251.0,3190.0,3190.0,,,,0.0,0.0,0.0,,,,,,
2019-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,7237.0,71766.0,71766.0,1405.0,2369.0,2369.0,,,,0.0,0.0,0.0,,,,,,
2019-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1521.0,16896.0,16896.0,-34.0,297.0,297.0,,,,0.0,0.0,0.0,,,,,,
2019-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,7963.0,78502.0,78502.0,1536.0,3031.0,3031.0,,,,0.0,0.0,0.0,,,,,,
2019-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3046.0,30233.0,30233.0,661.0,1113.0,1113.0,,,,0.0,0.0,0.0,,,,,,
2019-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,4240.0,41988.0,41988.0,659.0,1087.0,1087.0,,,,0.0,0.0,0.0,,,,,,
2019-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,4584.0,45566.0,45566.0,784.0,1396.0,1396.0,,,,0.0,0.0,0.0,,,,,,
2019-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,22466.0,221527.0,221527.0,5762.0,16782.0,16782.0,,,,0.0,0.0,0.0,,,,,,
2019-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,16318.0,160298.0,160298.0,3898.0,9974.0,9974.0,,,,0.0,0.0,0.0,,,,,,
2019-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,8201.0,81566.0,81566.0,1812.0,3958.0,3958.0,,,,0.0,0.0,0.0,,,,,,
2019-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3887.0,38931.0,38931.0,827.0,1937.0,1937.0,,,,0.0,0.0,0.0,,,,,,
2019-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,9230.0,89423.0,89423.0,2343.0,5557.0,5557.0,,,,0.0,0.0,0.0,,,,,,
2019-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,457.0,4718.0,4718.0,-50.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1038.0,10409.0,10409.0,-182.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,1519.0,14986.0,14986.0,-17.0,321.0,321.0,,,,0.0,0.0,0.0,,,,,,
2020-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,3685.0,36754.0,36754.0,636.0,1079.0,1079.0,,,,0.0,0.0,0.0,,,,,,
2020-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,5556.0,55020.0,55020.0,1112.0,1372.0,1372.0,,,,0.0,0.0,0.0,,,,,,
2020-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2020-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,15335.0,150786.0,150786.0,3652.0,7237.0,7237.0,,,,0.0,0.0,0.0,,,,,,
2020-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,54238.0,529812.0,529812.0,13921.0,35411.0,35411.0,,,,0.0,0.0,0.0,,,,,,
2020-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,52660.0,513147.0,513147.0,13789.0,36870.0,36870.0,,,,0.0,0.0,0.0,,,,,,
2020-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,22457.0,220094.0,220094.0,5482.0,10458.0,10458.0,,,,0.0,0.0,0.0,,,,,,
2020-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,8555.0,85301.0,85301.0,2056.0,3366.0,3366.0,,,,0.0,0.0,0.0,,,,,,
2020-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,21206.0,205075.0,205075.0,5507.0,14077.0,14077.0,,,,0.0,0.0,0.0,,,,,,
2020-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,14451.0,140396.0,140396.0,3835.0,4144.0,4144.0,,,,0.0,0.0,0.0,,,,,,
2021-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,4729.0,46150.0,46150.0,773.0,1621.0,1621.0,,,,0.0,0.0,0.0,,,,,,
2021-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,11877.0,169904.0,169904.0,4623.0,10619.0,10619.0,,,,0.0,0.0,0.0,,,,,,
2021-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,6572.0,65304.0,65304.0,1148.0,1824.0,1824.0,,,,0.0,0.0,0.0,,,,,,
2021-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,0.0,35.0,35.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,
2021-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,9426.0,93397.0,93397.0,2072.0,3632.0,3632.0,,,,0.0,0.0,0.0,,,,,,
2021-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,11938.0,117429.0,117429.0,2806.0,6650.0,6650.0,,,,0.0,0.0,0.0,,,,,,
2021-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,29360.0,289415.0,289415.0,7274.0,15232.0,15232.0,,,,0.0,0.0,0.0,,,,,,
2021-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,37004.0,364185.0,364185.0,9243.0,19595.0,19595.0,,,,0.0,0.0,0.0,,,,,,
2021-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,25889.0,253760.0,253760.0,6495.0,13089.0,13089.0,,,,0.0,0.0,0.0,,,,,,
2021-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,29973.0,295770.0,295770.0,7585.0,13230.0,13230.0,,,,0.0,0.0,0.0,,,,,,
2021-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,40333.0,396060.0,396060.0,9860.0,10479.0,10479.0,,,,0.0,0.0,0.0,,,,,,
2021-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,35329.0,345904.0,345904.0,9036.0,13441.0,13441.0,,,,0.0,0.0,0.0,,,,,,
2022-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,60543.0,635464.0,635464.0,16686.0,28285.0,28285.0,,,,0.0,0.0,0.0,,,,,,
2022-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,28678.0,299566.0,299566.0,6956.0,7990.0,7990.0,,,,0.0,0.0,0.0,,,,,,
2022-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,23127.0,247268.0,247268.0,5757.0,10503.0,10503.0,,,,0.0,0.0,0.0,,,,,,
2022-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,40334.0,427569.0,427569.0,11030.0,18473.0,18473.0,,,,0.0,0.0,0.0,,,,,,
2022-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,36750.0,395650.0,395650.0,9937.0,20530.0,20530.0,,,,0.0,0.0,0.0,,,,,,
2022-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,43074.0,462959.0,462959.0,11713.0,26100.0,26100.0,,,,0.0,0.0,0.0,,,,,,
2022-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,55481.0,584382.0,584382.0,13640.0,29000.0,29000.0,,,,0.0,0.0,0.0,,,,,,
2022-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,56835.0,599317.0,599317.0,13783.0,29640.0,29640.0,,,,0.0,0.0,0.0,,,,,,
2022-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,26922.0,280326.0,280326.0,6254.0,10340.0,10340.0,,,,0.0,0.0,0.0,,,,,,
2022-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,46485.0,474166.0,474166.0,10637.0,2927.0,2927.0,,,,0.0,0.0,0.0,,,,,,
2022-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,49189.0,501008.0,501008.0,11400.0,5657.0,5657.0,,,,0.0,0.0,0.0,,,,,,
2022-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,53693.0,555349.0,555349.0,13501.0,12480.0,12480.0,,,,0.0,0.0,0.0,,,,,,
2023-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,8911.0,89019.0,89019.0,1566.0,203.0,203.0,,,,0.0,0.0,0.0,,,,,,
2023-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,10704.0,104995.0,104995.0,2203.0,837.0,837.0,,,,0.0,0.0,0.0,,,,,,
2023-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,38220.0,376788.0,376788.0,8878.0,3515.0,3515.0,,,,0.0,0.0,0.0,,,,,,
2023-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,29684.0,293589.0,293589.0,6787.0,3926.0,3926.0,,,,0.0,0.0,0.0,,,,,,
2023-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,56259.0,551997.0,551997.0,12879.0,5043.0,5043.0,,,,0.0,0.0,0.0,,,,,,
2023-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,50222.0,508100.0,508100.0,12334.0,18043.0,18043.0,,,,0.0,0.0,0.0,,,,,,
2023-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,53892.0,560655.0,560655.0,14035.0,34255.0,34255.0,,,,0.0,0.0,0.0,,,,,,
2023-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,54170.0,555677.0,555677.0,13775.0,26907.0,26907.0,,,,0.0,0.0,0.0,,,,,,
2023-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,11971.0,124602.0,124602.0,2864.0,6528.0,6528.0,,,,0.0,0.0,0.0,,,,,,
2023-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,67145.0,662922.0,662922.0,16443.0,16275.0,16275.0,,,,0.0,0.0,0.0,,,,,,
2023-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,58510.0,577889.0,577889.0,14350.0,13847.0,13847.0,,,,0.0,0.0,0.0,,,,,,
2023-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,46539.0,459412.0,459412.0,10682.0,8459.0,8459.0,,,,0.0,0.0,0.0,,,,,,
2024-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,49337.0,493519.0,493519.0,12309.0,17296.0,17296.0,,,,0.0,0.0,0.0,,,,,,
2024-02-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,42420.0,420291.0,420291.0,9418.0,6926.0,6926.0,,,,0.0,0.0,0.0,,,,,,
