measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Other Gases-Combustion (Gas) Turbine (including jet engine design) Generation,Other Gases-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Other Gases-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Other Gases-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Gases-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Gases-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Purchased Steam-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Purchased Steam-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Purchased Steam-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Waste Coal-Combustion (Gas) Turbine (including jet engine design) Generation,Waste Coal-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Waste Coal-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Waste heat not directly attributed to a fuel source-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Waste heat not directly attributed to a fuel source-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Waste heat not directly attributed to a fuel source-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2017-08-01,39454.468,205024.0,481819.0,2277.838,11959.0,174923.0,19980.79,103830.0,244007.0,,,,,,,,,,,,,,,
2017-09-01,36663.818,190522.0,447740.0,2116.724,11113.0,162550.0,17598.022,91448.0,214908.0,,,,,,,,,,,,,,,
2017-10-01,35838.734,186235.0,437665.0,2069.089,10863.0,158893.0,11209.984,58252.0,136897.0,,,,,,,,,,,,,,,
2017-11-01,29328.964,152407.0,358167.0,1693.259,8890.0,130031.0,14051.851,73020.0,171602.0,,,,,,,,,,,,,,,
2017-12-01,35553.847,184754.0,434185.0,2052.642,10776.0,157630.0,15632.581,81234.0,190906.0,,,,,,,,,,,,,,,
2018-01-01,35767.693,185866.0,454758.0,2813.134,14769.0,130420.0,15400.198,80027.0,195801.0,,,,,,,,,,,,,,,
2018-02-01,29246.407,151978.0,371843.0,2300.235,12076.0,106642.0,14370.244,74674.0,182706.0,,,,,,,,,,,,,,,
2018-03-01,27890.338,144931.0,354602.0,2193.58,11516.0,101697.0,15226.628,79125.0,193594.0,,,,,,,,,,,,,,,
2018-04-01,30272.199,157308.0,384886.0,2380.914,12500.0,110382.0,12122.874,62996.0,154132.0,,,,,,,,,,,,,,,
2018-05-01,34402.803,178773.0,437403.0,2705.786,14205.0,125444.0,12762.269,66319.0,162261.0,,,,,,,,,,,,,,,
2018-06-01,37387.91,194285.0,475356.0,2940.565,15438.0,136328.0,12329.788,64071.0,156763.0,,,,,,,,,,,,,,,
2018-07-01,41725.571,216826.0,530505.0,3281.723,17229.0,152145.0,13272.45,68970.0,168748.0,,,,,,,,,,,,,,,
2018-08-01,39395.349,204717.0,500878.0,3098.451,16267.0,143648.0,19690.169,102319.0,250344.0,,,,,,,,,,,,,,,
2018-09-01,36934.101,191927.0,469586.0,2904.873,15251.0,134674.0,15338.842,79708.0,195020.0,,,,,,,,,,,,,,,
2018-10-01,36219.523,188214.0,460500.0,2848.672,14956.0,132068.0,14641.019,76082.0,186148.0,,,,,,,,,,,,,,,
2018-11-01,27317.615,141955.0,347320.0,2148.535,11280.0,99609.0,14327.242,74451.0,182159.0,,,,,,,,,,,,,,,
2018-12-01,27941.349,145196.0,355251.0,2197.592,11537.0,101883.0,13849.919,71971.0,176090.0,,,,,,,,,,,,,,,
2019-01-01,34533.867,179454.0,428909.0,787.253,4133.0,134647.0,13242.831,68816.0,164475.0,,,,,,,,,,,,,,,
2019-02-01,27770.361,144308.0,344905.0,633.067,3324.0,108276.0,14072.805,73129.0,174783.0,,,,,,,,,,,,,,,
2019-03-01,31503.304,163706.0,391268.0,718.165,3770.0,122830.0,18175.731,94450.0,225741.0,,,,,,,,,,,,,,,
2019-04-01,36473.653,189534.0,452999.0,831.472,4365.0,142209.0,13111.822,68135.0,162848.0,,,,,,,,,,,,,,,
2019-05-01,39535.432,205445.0,491026.0,901.27,4732.0,154148.0,17247.259,89625.0,214209.0,,,,,,,,,,,,,,,
2019-06-01,42090.484,218722.0,522759.0,959.516,5037.0,164110.0,13493.888,70121.0,167593.0,,,,,,,,,,,,,,,
2019-07-01,44364.885,230541.0,551007.0,1011.365,5310.0,172978.0,16686.634,86712.0,207246.0,,,,,,,,,,,,,,,
2019-08-01,44674.835,232151.0,554857.0,1018.43,5347.0,174186.0,15659.411,81374.0,194489.0,,,,,,,,,,,,,,,
2019-09-01,39128.639,203331.0,485974.0,891.997,4683.0,152561.0,17861.44,92816.0,221837.0,,,,,,,,,,,,,,,
2019-10-01,33657.477,174900.0,418023.0,767.273,4028.0,131230.0,14389.975,74777.0,178722.0,,,,,,,,,,,,,,,
2019-11-01,30428.64,158121.0,377920.0,693.667,3642.0,118640.0,15233.588,79161.0,189200.0,,,,,,,,,,,,,,,
2019-12-01,30915.927,160654.0,383973.0,704.775,3700.0,120541.0,17527.712,91082.0,217692.0,,,,,,,,,,,,,,,
2020-01-01,35122.606,182513.0,437249.0,722.788,3795.0,124467.0,13937.835,72428.0,173514.0,,,,,,,,,,,,,,,
2020-02-01,34938.43,181556.0,434955.0,718.998,3775.0,123815.0,12976.335,67431.0,161545.0,,,,,,,,,,,,,,,
2020-03-01,36682.88,190621.0,456671.0,754.897,3963.0,129996.0,10661.787,55404.0,132731.0,,,,,,,,,,,,,,,
2020-04-01,33730.08,175277.0,419912.0,694.132,3644.0,119532.0,9149.993,47548.0,113910.0,,,,,,,,,,,,,,,
2020-05-01,35373.43,183817.0,440370.0,727.95,3822.0,125356.0,11718.166,60893.0,145881.0,,,,,,,,,,,,,,,
2020-06-01,39055.016,202948.0,486202.0,803.713,4220.0,138403.0,11943.705,62065.0,148689.0,,,,,,,,,,,,,,,
2020-07-01,45548.686,236692.0,567044.0,937.347,4921.0,161415.0,12239.326,63601.0,152370.0,,,,,,,,,,,,,,,
2020-08-01,41299.332,214611.0,514142.0,849.899,4462.0,146356.0,13521.122,70262.0,168327.0,,,,,,,,,,,,,,,
2020-09-01,34698.32,180309.0,431965.0,714.057,3749.0,122963.0,11757.948,61100.0,146377.0,,,,,,,,,,,,,,,
2020-10-01,37432.039,194514.0,465998.0,770.314,4044.0,132651.0,11458.749,59545.0,142652.0,,,,,,,,,,,,,,,
2020-11-01,34981.954,181783.0,435496.0,719.894,3779.0,123969.0,13030.733,67714.0,162222.0,,,,,,,,,,,,,,,
2020-12-01,36708.324,190754.0,456989.0,755.421,3966.0,130087.0,13338.744,69314.0,166056.0,,,,,,,,,,,,,,,
2021-01-01,27476.0,142778.0,350688.0,3034.561,15932.0,128592.0,15602.921,81080.0,199148.0,,,,,,,,,,,,,,,
2021-02-01,25168.605,130788.0,321239.0,2779.723,14594.0,117792.0,15237.369,79180.0,194482.0,,,,,,,,,,,,,,,
2021-03-01,25006.952,129948.0,319176.0,2761.869,14500.0,117036.0,11110.302,57734.0,141806.0,,,,,,,,,,,,,,,
2021-04-01,24839.509,129078.0,317039.0,2743.376,14403.0,116251.0,13255.087,68880.0,169181.0,,,,,,,,,,,,,,,
2021-05-01,27576.913,143303.0,351978.0,3045.706,15990.0,129063.0,15922.847,82743.0,203231.0,,,,,,,,,,,,,,,
2021-06-01,32276.066,167721.0,411955.0,3564.7,18715.0,151055.0,14796.232,76888.0,188852.0,,,,,,,,,,,,,,,
2021-07-01,35634.633,185174.0,454822.0,3935.634,20662.0,166774.0,16813.932,87373.0,214604.0,,,,,,,,,,,,,,,
2021-08-01,33971.583,176532.0,433596.0,3751.96,19698.0,158991.0,17223.133,89499.0,219827.0,,,,,,,,,,,,,,,
2021-09-01,22676.486,117838.0,289431.0,2504.483,13149.0,106129.0,16969.009,88179.0,216584.0,,,,,,,,,,,,,,,
2021-10-01,29877.194,155256.0,381337.0,3299.759,17324.0,139828.0,17045.902,88578.0,217565.0,,,,,,,,,,,,,,,
2021-11-01,25809.748,134119.0,329423.0,2850.534,14965.0,120792.0,15491.808,80503.0,197729.0,,,,,,,,,,,,,,,
2021-12-01,25406.026,132022.0,324269.0,2805.945,14731.0,118903.0,20108.403,104493.0,256653.0,,,,,,,,,,,,,,,
2022-01-01,20331.368,105651.0,276008.0,54.919,288.0,6019.0,16567.072,86090.0,224904.0,,,,,,,,,,,,,,,
2022-02-01,16966.507,88166.0,230327.0,45.83,241.0,5021.0,14059.164,73058.0,190859.0,,,,,,,,,,,,,,,
2022-03-01,16230.454,84341.0,220335.0,43.842,230.0,4803.0,13150.731,68337.0,178526.0,,,,,,,,,,,,,,,
2022-04-01,18231.265,94738.0,247497.0,49.247,259.0,5396.0,11610.168,60332.0,157613.0,,,,,,,,,,,,,,,
2022-05-01,20965.507,108947.0,284615.0,56.633,297.0,6205.0,12006.387,62391.0,162992.0,,,,,,,,,,,,,,,
2022-06-01,22683.269,117873.0,307935.0,61.273,322.0,6714.0,14344.028,74538.0,194726.0,,,,,,,,,,,,,,,
2022-07-01,25390.52,131941.0,344686.0,68.586,360.0,7514.0,18006.895,93572.0,244451.0,,,,,,,,,,,,,,,
2022-08-01,23059.018,119825.0,313035.0,62.288,327.0,6824.0,16937.086,88013.0,229928.0,,,,,,,,,,,,,,,
2022-09-01,18608.172,96697.0,252613.0,50.265,264.0,5507.0,15295.463,79482.0,207642.0,,,,,,,,,,,,,,,
2022-10-01,17464.844,90755.0,237092.0,47.176,248.0,5169.0,15099.636,78465.0,204984.0,,,,,,,,,,,,,,,
2022-11-01,16801.762,87310.0,228090.0,45.385,238.0,4972.0,14261.42,74109.0,193604.0,,,,,,,,,,,,,,,
2022-12-01,18834.383,97872.0,255684.0,50.876,267.0,5574.0,14498.881,75343.0,196828.0,,,,,,,,,,,,,,,
2023-01-01,26887.349,139719.0,357450.0,0.0,0.0,0.0,12835.569,66700.0,170640.0,,,,,,,,,,,,,,,
2023-02-01,32088.977,166749.0,426603.0,0.0,0.0,0.0,11640.608,60490.0,154755.0,,,,,,,,,,,,,,,
2023-03-01,32843.614,170671.0,436636.0,0.0,0.0,0.0,12957.406,67333.0,172261.0,,,,,,,,,,,,,,,
2023-04-01,29196.986,151721.0,388156.0,0.0,0.0,0.0,11085.636,57606.0,147377.0,,,,,,,,,,,,,,,
2023-05-01,35344.573,183667.0,469885.0,0.0,0.0,0.0,14966.869,77775.0,198975.0,,,,,,,,,,,,,,,
2023-06-01,38809.237,201671.0,515945.0,0.0,0.0,0.0,14150.329,73532.0,188120.0,,,,,,,,,,,,,,,
2023-07-01,40521.8,210570.0,538712.0,0.0,0.0,0.0,13864.279,72045.0,184317.0,,,,,,,,,,,,,,,
2023-08-01,41241.655,214311.0,548283.0,0.0,0.0,0.0,14248.166,74040.0,189421.0,,,,,,,,,,,,,,,
2023-09-01,36594.284,190161.0,486499.0,0.0,0.0,0.0,14813.5,76978.0,196937.0,,,,,,,,,,,,,,,
2023-10-01,34763.196,180646.0,462155.0,0.0,0.0,0.0,14859.309,77216.0,197546.0,,,,,,,,,,,,,,,
2023-11-01,38102.656,197999.0,506551.0,0.0,0.0,0.0,13555.594,70441.0,180213.0,,,,,,,,,,,,,,,
2023-12-01,35385.213,183878.0,470425.0,0.0,0.0,0.0,13646.595,70914.0,181423.0,,,,,,,,,,,,,,,
2024-01-01,28905.105,147200.0,399454.0,335.641,1709.0,17326.0,22121.557,112655.0,305709.0,,,,,,,,,,,,,,,
2024-02-01,21617.004,110085.0,298736.0,251.012,1278.0,12957.0,18551.897,94476.0,256378.0,,,,,,,,,,,,,,,
2024-03-01,23195.029,118122.0,320544.0,269.336,1372.0,13903.0,13663.44,69582.0,188822.0,,,,,,,,,,,,,,,
2024-04-01,25239.192,128532.0,348793.0,293.072,1492.0,15128.0,13629.845,69410.0,188358.0,,,,,,,,,,,,,,,
2024-05-01,27404.774,139560.0,378721.0,318.219,1621.0,16427.0,14499.307,73838.0,200373.0,,,,,,,,,,,,,,,
2024-06-01,29236.447,148888.0,404033.0,339.488,1729.0,17524.0,13759.031,70068.0,190143.0,,,,,,,,,,,,,,,
2024-07-01,32958.224,167841.0,455467.0,382.704,1949.0,19755.0,16799.918,85554.0,232167.0,,,,,,,,,,,,,,,
2024-08-01,30130.6,153441.0,416391.0,349.87,1782.0,18061.0,14968.587,76228.0,206859.0,,,,,,,,,,,,,,,
2024-09-01,26729.739,136122.0,369393.0,310.38,1581.0,16022.0,13358.979,68031.0,184615.0,,,,,,,,,,,,,,,
2024-10-01,25524.777,129986.0,352740.0,296.388,1509.0,15299.0,14334.764,73000.0,198099.0,,,,,,,,,,,,,,,
2024-11-01,24790.814,126248.0,342597.0,287.866,1466.0,14859.0,15049.029,76638.0,207971.0,,,,,,,,,,,,,,,
2024-12-01,24718.311,125879.0,341596.0,287.024,1462.0,14816.0,19158.63,97566.0,264763.0,,,,,,,,,,,,,,,
