measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Waste Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2014-01-01,871.956,4032.0,98118.0,6679.104,30883.0,751575.0,18.55,86.0,2087.0,530.532,2453.0,59699.0,,,,,,,,,,468.858,2168.0,52759.0
2014-02-01,975.586,4511.0,114345.0,6048.301,27966.0,708900.0,24.632,114.0,2887.0,276.434,1278.0,32400.0,,,,,,,,,,213.047,985.0,24971.0
2014-03-01,1768.797,8179.0,133083.0,10681.423,49394.0,803663.0,19.225,89.0,1446.0,203.01,939.0,15274.0,,,,,,,,,,893.545,4132.0,67230.0
2014-04-01,1109.366,5131.0,109944.0,6374.154,29480.0,631713.0,56.602,262.0,5610.0,229.356,1061.0,22730.0,,,,,,,,,,546.522,2528.0,54163.0
2014-05-01,1755.459,8118.0,126981.0,10708.518,49519.0,774600.0,1.138,5.0,82.0,71.374,330.0,5163.0,,,,,,,,,,770.511,3563.0,55735.0
2014-06-01,1750.374,8094.0,109539.0,11874.733,54911.0,743125.0,7.423,34.0,465.0,154.798,716.0,9687.0,,,,,,,,,,1076.672,4979.0,67379.0
2014-07-01,1862.729,8613.0,107541.0,13391.808,61925.0,773150.0,25.666,119.0,1482.0,132.021,610.0,7622.0,,,,,,,,,,1093.776,5058.0,63147.0
2014-08-01,1247.091,5767.0,90072.0,10627.276,49143.0,767563.0,18.806,87.0,1358.0,557.014,2576.0,40231.0,,,,,,,,,,1045.813,4836.0,75535.0
2014-09-01,1034.091,4782.0,108135.0,7123.336,32939.0,744888.0,22.492,104.0,2352.0,288.26,1333.0,30143.0,,,,,,,,,,6513.821,30121.0,681151.0
2014-10-01,1537.894,7112.0,107406.0,10639.012,49197.0,743025.0,67.27,311.0,4698.0,624.275,2887.0,43599.0,,,,,,,,,,973.549,4502.0,67992.0
2014-11-01,1631.901,7546.0,116451.0,10550.157,48786.0,752850.0,15.162,70.0,1082.0,735.818,3403.0,52507.0,,,,,,,,,,1093.962,5059.0,78064.0
2014-12-01,1663.994,7695.0,111483.0,11220.799,51887.0,751763.0,28.699,133.0,1923.0,629.305,2910.0,42162.0,,,,,,,,,,934.203,4320.0,62589.0
2015-01-01,1356.81,6274.0,89413.0,11028.939,50999.0,726803.0,148.159,685.0,9764.0,1972.26,9120.0,129971.0,,,,,,,,,,1192.832,5516.0,78607.0
2015-02-01,1327.631,6139.0,76920.0,11774.695,54447.0,682200.0,77.444,358.0,4487.0,1774.406,8205.0,102805.0,,,,,,,,,,1267.824,5863.0,73455.0
2015-03-01,639.574,2959.0,58186.0,2617.506,12108.0,238132.0,116.966,541.0,10641.0,1256.24,5811.0,114288.0,,,,,,,,,,746.714,3454.0,67933.0
2015-04-01,1569.142,7256.0,102627.0,11507.863,53217.0,752655.0,75.67,350.0,4949.0,597.166,2762.0,39057.0,,,,,,,,,,1427.159,6600.0,93341.0
2015-05-01,1610.747,7448.0,103405.0,12557.311,58065.0,806139.0,143.159,662.0,9190.0,1029.317,4760.0,66079.0,,,,,,,,,,2063.466,9542.0,132468.0
2015-06-01,2024.038,9359.0,108652.0,13328.384,61630.0,715481.0,96.99,448.0,5207.0,1597.221,7385.0,85740.0,,,,,,,,,,2455.367,11353.0,131807.0
2015-07-01,1901.076,8790.0,88026.0,15925.795,73638.0,737417.0,113.075,523.0,5236.0,1576.172,7288.0,72982.0,,,,,,,,,,3423.882,15831.0,158537.0
2015-08-01,1482.664,7359.0,89103.0,12057.128,59843.0,724595.0,31.929,158.0,1919.0,573.977,2849.0,34494.0,,,,,,,,,,2967.655,14729.0,178346.0
2015-09-01,1752.007,8101.0,91029.0,14035.003,64897.0,729218.0,70.145,324.0,3645.0,650.582,3008.0,33802.0,,,,,,,,,,3017.263,13952.0,156768.0
2015-10-01,1680.053,7768.0,91017.0,14156.91,65454.0,766953.0,83.363,385.0,4516.0,887.472,4103.0,48079.0,,,,,,,,,,3132.202,14482.0,169688.0
2015-11-01,2034.538,9408.0,136288.0,10664.685,49314.0,714395.0,36.853,170.0,2469.0,1077.649,4983.0,72188.0,,,,,,,,,,2371.275,10965.0,158845.0
2015-12-01,976.755,4517.0,62562.0,12335.688,57041.0,790109.0,42.105,195.0,2697.0,675.985,3126.0,43297.0,,,,,,,,,,2072.467,9583.0,132743.0
2016-01-01,1350.417,7274.0,86818.0,12123.987,65308.0,779446.0,3.567,19.0,229.0,1794.673,9667.0,115379.0,,,,,,,,,,1789.476,9639.0,115045.0
2016-02-01,1661.752,8951.0,106634.0,11261.178,60660.0,722624.0,22.633,122.0,1452.0,1351.359,7279.0,86716.0,,,,,,,,,,1452.728,7825.0,93221.0
2016-03-01,1207.988,6507.0,78155.0,11594.763,62457.0,750164.0,33.99,183.0,2199.0,1106.945,5963.0,71618.0,,,,,,,,,,1394.245,7510.0,90206.0
2016-04-01,1235.307,6654.0,94041.0,7633.424,41119.0,581115.0,91.451,493.0,6962.0,841.497,4533.0,64061.0,,,,,,,,,,1268.16,6831.0,96542.0
2016-05-01,1849.082,9960.0,111760.0,12702.628,68425.0,767757.0,26.948,145.0,1629.0,1384.8,7459.0,83698.0,,,,,,,,,,1932.347,10409.0,116793.0
2016-06-01,1919.087,10338.0,101861.0,14281.524,76930.0,758029.0,5.317,29.0,282.0,1557.423,8389.0,82664.0,,,,,,,,,,2044.805,11015.0,108533.0
2016-07-01,3023.678,16288.0,148267.0,15921.487,85764.0,780716.0,0.6,3.0,29.0,1929.254,10392.0,94602.0,,,,,,,,,,1296.33,6983.0,63566.0
2016-08-01,3580.843,19289.0,162547.0,17259.872,92973.0,783487.0,23.057,124.0,1047.0,1200.455,6466.0,54493.0,,,,,,,,,,0.0,0.0,0.0
2016-09-01,380.761,2051.0,14144.0,19668.903,105950.0,730634.0,1.583,9.0,59.0,1818.299,9795.0,67544.0,,,,,,,,,,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,21553.461,116102.0,708479.0,0.358,2.0,12.0,754.459,4064.0,24800.0,,,,,,,,,,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,20334.32,109535.0,731481.0,5.394,29.0,194.0,993.293,5351.0,35731.0,,,,,,,,,,0.0,0.0,0.0
2016-12-01,0.0,0.0,0.0,20847.507,112299.0,743920.0,49.764,268.0,1776.0,1292.707,6963.0,46129.0,,,,,,,,,,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,14899.445,80259.0,744910.0,39.164,211.0,1958.0,1751.886,9437.0,87587.0,,,,,,,,,,5319.706,28656.0,265963.0
2017-02-01,0.0,0.0,0.0,13438.46,72389.0,685580.0,0.0,0.0,0.0,331.647,1786.0,16919.0,,,,,,,,,,5834.984,31431.0,297679.0
2017-03-01,0.0,0.0,0.0,13734.062,73981.0,704897.0,34.713,187.0,1782.0,1211.765,6527.0,62193.0,,,,,,,,,,5075.393,27340.0,260493.0
2017-04-01,0.0,0.0,0.0,14531.219,78275.0,745595.0,2.407,13.0,123.0,86.748,467.0,4451.0,,,,,,,,,,5973.029,32175.0,306475.0
2017-05-01,0.0,0.0,0.0,10140.437,54623.0,423313.0,36.481,197.0,1523.0,1637.554,8821.0,68360.0,,,,,,,,,,4345.965,23410.0,181423.0
2017-06-01,0.0,0.0,0.0,17624.852,94939.0,728426.0,10.386,56.0,429.0,224.606,1210.0,9283.0,,,,,,,,,,6518.207,35112.0,269394.0
2017-07-01,0.0,0.0,0.0,17828.594,96037.0,750256.0,2.934,16.0,123.0,118.0,636.0,4966.0,,,,,,,,,,6490.933,34965.0,273149.0
2017-08-01,0.0,0.0,0.0,18166.645,97858.0,786812.0,0.95,5.0,41.0,101.894,549.0,4413.0,,,,,,,,,,6749.428,36357.0,292323.0
2017-09-01,0.0,0.0,0.0,17268.928,93022.0,752462.0,17.813,96.0,776.0,100.569,542.0,4382.0,,,,,,,,,,6533.378,35193.0,284680.0
2017-10-01,0.0,0.0,0.0,16860.274,90821.0,788358.0,23.893,129.0,1117.0,724.739,3904.0,33888.0,,,,,,,,,,5889.818,31727.0,275398.0
2017-11-01,0.0,0.0,0.0,16239.155,87475.0,745217.0,2.947,16.0,135.0,409.853,2208.0,18808.0,,,,,,,,,,6366.119,34292.0,292142.0
2017-12-01,0.0,0.0,0.0,16896.36,91015.0,784405.0,2.406,13.0,112.0,255.989,1379.0,11884.0,,,,,,,,,,7393.759,39828.0,343252.0
2018-01-01,0.0,0.0,0.0,13785.757,74260.0,664817.0,214.229,1154.0,10331.0,1234.763,6651.0,59546.0,0.0,0.0,0.0,,,,,,,6281.762,33838.0,302938.0
2018-02-01,0.0,0.0,0.0,15675.319,84438.0,707372.0,7.167,39.0,323.0,349.607,1883.0,15777.0,0.0,0.0,0.0,,,,,,,6105.722,32890.0,275530.0
2018-03-01,0.0,0.0,0.0,17851.906,96163.0,816780.0,0.386,2.0,18.0,258.642,1393.0,11834.0,0.0,0.0,0.0,,,,,,,7401.673,39870.0,338650.0
2018-04-01,0.0,0.0,0.0,17536.849,94465.0,802988.0,0.0,0.0,0.0,127.5,687.0,5838.0,0.0,0.0,0.0,,,,,,,7178.516,38668.0,328694.0
2018-05-01,0.0,0.0,0.0,15099.903,81338.0,672850.0,30.878,166.0,1376.0,656.026,3534.0,29232.0,0.0,0.0,0.0,,,,,,,6946.231,37417.0,309523.0
2018-06-01,0.0,0.0,0.0,17236.116,92845.0,747677.0,4.473,24.0,194.0,325.845,1755.0,14135.0,0.0,0.0,0.0,,,,,,,6838.631,36838.0,296650.0
2018-07-01,0.0,0.0,0.0,18185.076,97957.0,798799.0,4.685,25.0,206.0,124.98,673.0,5490.0,0.0,0.0,0.0,,,,,,,7116.826,38336.0,312614.0
2018-08-01,0.0,0.0,0.0,17988.543,96899.0,829585.0,11.093,60.0,512.0,475.118,2559.0,21911.0,0.0,0.0,0.0,,,,,,,6192.059,33355.0,285562.0
2018-09-01,0.0,0.0,0.0,18142.283,97727.0,758494.0,26.3,142.0,1100.0,398.272,2145.0,16651.0,0.0,0.0,0.0,,,,,,,7392.867,39823.0,309082.0
2018-10-01,0.0,0.0,0.0,17886.494,96349.0,783913.0,26.162,141.0,1147.0,1935.674,10427.0,84835.0,0.0,0.0,0.0,,,,,,,4394.655,23673.0,192605.0
2018-11-01,0.0,0.0,0.0,17263.426,92993.0,785757.0,15.244,82.0,694.0,386.083,2080.0,17573.0,0.0,0.0,0.0,,,,,,,7495.751,40377.0,341174.0
2018-12-01,0.0,0.0,0.0,17106.194,92146.0,768133.0,32.213,174.0,1446.0,541.656,2918.0,24322.0,0.0,0.0,0.0,,,,,,,7771.066,41860.0,348950.0
2019-01-01,0.0,0.0,0.0,17763.443,95686.0,832976.0,28.966,156.0,1358.0,176.621,951.0,8282.0,0.0,0.0,0.0,,,,,,,7882.639,42461.0,369638.0
2019-02-01,0.0,0.0,0.0,16321.8,87920.0,697114.0,0.0,0.0,0.0,142.524,768.0,6087.0,0.0,0.0,0.0,,,,,,,7194.616,38755.0,307286.0
2019-03-01,0.0,0.0,0.0,18479.012,99541.0,786959.0,0.0,0.0,0.0,169.665,914.0,7225.0,0.0,0.0,0.0,,,,,,,8060.896,43421.0,343286.0
2019-04-01,0.0,0.0,0.0,17219.03,92753.0,749700.0,15.531,84.0,676.0,540.821,2913.0,23547.0,0.0,0.0,0.0,,,,,,,7481.065,40298.0,325718.0
2019-05-01,0.0,0.0,0.0,19337.656,104166.0,805356.0,1.129,6.0,47.0,251.521,1355.0,10475.0,0.0,0.0,0.0,,,,,,,7435.974,40055.0,309686.0
2019-06-01,0.0,0.0,0.0,10156.483,54710.0,496563.0,73.122,394.0,3575.0,905.635,4878.0,44278.0,0.0,0.0,0.0,,,,,,,3953.983,21299.0,193315.0
2019-07-01,0.0,0.0,0.0,18320.978,98689.0,789744.0,1.773,10.0,76.0,159.281,858.0,6866.0,0.0,0.0,0.0,,,,,,,7690.071,41424.0,331488.0
2019-08-01,0.0,0.0,0.0,18375.765,98984.0,755031.0,63.11,340.0,2593.0,429.989,2316.0,17668.0,0.0,0.0,0.0,,,,,,,7810.901,42075.0,320938.0
2019-09-01,0.0,0.0,0.0,17169.469,92486.0,730969.0,54.693,295.0,2328.0,797.991,4299.0,33974.0,0.0,0.0,0.0,,,,,,,7480.208,40294.0,318461.0
2019-10-01,0.0,0.0,0.0,17248.811,92914.0,765515.0,42.397,228.0,1882.0,1330.623,7168.0,59054.0,0.0,0.0,0.0,,,,,,,5181.49,27911.0,229958.0
2019-11-01,0.0,0.0,0.0,16370.441,88182.0,755888.0,170.514,919.0,7873.0,1376.896,7417.0,63577.0,0.0,0.0,0.0,,,,,,,6917.562,37263.0,319411.0
2019-12-01,0.0,0.0,0.0,17929.583,96581.0,796229.0,12.976,70.0,576.0,202.921,1093.0,9011.0,0.0,0.0,0.0,,,,,,,7862.68,42354.0,349171.0
2020-01-01,0.0,0.0,0.0,18143.292,97732.0,780334.0,8.34,45.0,359.0,334.029,1799.0,14366.0,0.0,0.0,0.0,,,,,,,7549.512,40667.0,324701.0
2020-02-01,0.0,0.0,0.0,16236.347,87460.0,676293.0,28.374,153.0,1182.0,428.488,2308.0,17848.0,0.0,0.0,0.0,,,,,,,7562.817,40738.0,315014.0
2020-03-01,0.0,0.0,0.0,17455.967,94030.0,727446.0,4.797,26.0,200.0,257.048,1385.0,10712.0,0.0,0.0,0.0,,,,,,,8010.9,43152.0,333840.0
2020-04-01,0.0,0.0,0.0,16994.807,91546.0,730420.0,4.652,25.0,200.0,998.39,5378.0,42910.0,0.0,0.0,0.0,,,,,,,7665.659,41292.0,329462.0
2020-05-01,0.0,0.0,0.0,18587.793,100127.0,808158.0,0.0,0.0,0.0,361.275,1946.0,15708.0,0.0,0.0,0.0,,,,,,,7713.931,41553.0,335386.0
2020-06-01,0.0,0.0,0.0,17867.15,96245.0,765383.0,64.102,345.0,2746.0,516.329,2781.0,22118.0,0.0,0.0,0.0,,,,,,,7690.988,41429.0,329462.0
2020-07-01,0.0,0.0,0.0,13736.504,73994.0,665591.0,51.332,277.0,2487.0,1004.339,5410.0,48664.0,0.0,0.0,0.0,,,,,,,5687.586,30637.0,275587.0
2020-08-01,0.0,0.0,0.0,19032.538,102522.0,801409.0,0.698,4.0,29.0,478.096,2575.0,20131.0,0.0,0.0,0.0,,,,,,,7853.08,42302.0,330672.0
2020-09-01,0.0,0.0,0.0,16993.834,91540.0,718160.0,6.261,34.0,265.0,667.891,3598.0,28225.0,0.0,0.0,0.0,,,,,,,8412.83,45317.0,355526.0
2020-10-01,0.0,0.0,0.0,17867.358,96246.0,729264.0,17.864,96.0,729.0,670.383,3611.0,27362.0,0.0,0.0,0.0,,,,,,,8117.64,43727.0,331325.0
2020-11-01,0.0,0.0,0.0,18141.184,97721.0,799167.0,0.667,4.0,29.0,306.573,1651.0,13505.0,0.0,0.0,0.0,,,,,,,7284.015,39237.0,320880.0
2020-12-01,0.0,0.0,0.0,17724.281,95475.0,783378.0,11.84,64.0,523.0,406.122,2188.0,17950.0,0.0,0.0,0.0,,,,,,,7693.591,41443.0,340042.0
2021-01-01,0.0,0.0,0.0,19886.025,107120.0,855394.0,5.468,29.0,235.0,204.83,1103.0,8811.0,0.0,0.0,0.0,,,,,,,6934.614,37355.0,298291.0
2021-02-01,0.0,0.0,0.0,16682.236,89862.0,752864.0,4.951,27.0,223.0,239.313,1289.0,10800.0,0.0,0.0,0.0,,,,,,,6291.845,33892.0,283949.0
2021-03-01,0.0,0.0,0.0,16645.554,89664.0,718644.0,32.006,172.0,1382.0,980.155,5280.0,42317.0,0.0,0.0,0.0,,,,,,,7647.17,41193.0,330154.0
2021-04-01,0.0,0.0,0.0,16353.893,88093.0,770092.0,36.087,194.0,1699.0,852.774,4594.0,40156.0,0.0,0.0,0.0,,,,,,,7283.404,39233.0,342970.0
2021-05-01,0.0,0.0,0.0,16336.696,88001.0,672883.0,68.81,371.0,2834.0,1351.302,7279.0,55658.0,0.0,0.0,0.0,,,,,,,3724.306,20062.0,153398.0
2021-06-01,0.0,0.0,0.0,17174.563,92514.0,724260.0,17.569,95.0,741.0,702.639,3785.0,29631.0,0.0,0.0,0.0,,,,,,,7441.785,40087.0,313824.0
2021-07-01,0.0,0.0,0.0,17986.757,96889.0,728237.0,3.195,17.0,129.0,381.571,2055.0,15449.0,0.0,0.0,0.0,,,,,,,8184.354,44087.0,331363.0
2021-08-01,0.0,0.0,0.0,18938.873,102018.0,801798.0,0.972,5.0,41.0,47.528,256.0,2012.0,0.0,0.0,0.0,,,,,,,8007.236,43132.0,338995.0
2021-09-01,0.0,0.0,0.0,17453.72,94018.0,738255.0,36.561,197.0,1546.0,245.722,1324.0,10394.0,0.0,0.0,0.0,,,,,,,8036.49,43290.0,339926.0
2021-10-01,0.0,0.0,0.0,17662.802,95144.0,772876.0,2.016,11.0,88.0,128.549,692.0,5625.0,0.0,0.0,0.0,,,,,,,7981.92,42996.0,349267.0
2021-11-01,0.0,0.0,0.0,17355.506,93489.0,727458.0,0.701,4.0,29.0,215.938,1163.0,9051.0,0.0,0.0,0.0,,,,,,,8144.459,43872.0,341376.0
2021-12-01,0.0,0.0,0.0,18302.157,98588.0,785054.0,68.404,368.0,2934.0,426.582,2298.0,18298.0,0.0,0.0,0.0,,,,,,,7568.71,40770.0,324653.0
2022-01-01,0.0,0.0,0.0,18021.473,97076.0,821835.0,2.192,12.0,100.0,105.434,568.0,4808.0,,,,,,,,,,7824.104,42146.0,356803.0
2022-02-01,0.0,0.0,0.0,16601.841,89429.0,739258.0,16.242,87.0,723.0,299.295,1612.0,13327.0,,,,,,,,,,6895.258,37143.0,307037.0
2022-03-01,0.0,0.0,0.0,19484.372,104956.0,834449.0,8.238,44.0,353.0,401.875,2165.0,17211.0,,,,,,,,,,8032.547,43269.0,344006.0
2022-04-01,0.0,0.0,0.0,18426.988,99260.0,792158.0,5.198,28.0,223.0,534.715,2880.0,22987.0,,,,,,,,,,7096.217,38225.0,305059.0
2022-05-01,0.0,0.0,0.0,17270.727,93032.0,713463.0,124.544,671.0,5145.0,603.247,3250.0,24920.0,,,,,,,,,,6902.099,37179.0,285130.0
2022-06-01,0.0,0.0,0.0,19309.584,104015.0,819911.0,13.709,74.0,582.0,218.34,1176.0,9271.0,,,,,,,,,,7631.823,41110.0,324058.0
2022-07-01,0.0,0.0,0.0,20145.668,108518.0,824466.0,4.31,23.0,176.0,153.947,829.0,6300.0,,,,,,,,,,8125.18,43768.0,332525.0
2022-08-01,0.0,0.0,0.0,18643.242,100425.0,753288.0,22.12,119.0,894.0,664.899,3582.0,26866.0,,,,,,,,,,7951.247,42831.0,321274.0
2022-09-01,0.0,0.0,0.0,17421.793,93846.0,762776.0,18.399,99.0,806.0,1504.168,8102.0,65857.0,,,,,,,,,,5837.026,31442.0,255562.0
2022-10-01,0.0,0.0,0.0,17505.379,94296.0,748132.0,16.097,87.0,688.0,282.082,1519.0,12055.0,,,,,,,,,,8050.906,43368.0,344074.0
2022-11-01,0.0,0.0,0.0,16328.235,87955.0,716154.0,15.551,84.0,682.0,490.702,2643.0,21522.0,,,,,,,,,,7253.87,39074.0,318154.0
2022-12-01,0.0,0.0,0.0,17395.148,93702.0,739565.0,70.811,381.0,3011.0,786.46,4236.0,33437.0,,,,,,,,,,8038.915,43303.0,341779.0
2023-01-01,0.0,0.0,0.0,17242.167,92878.0,781089.0,0.0,0.0,0.0,604.725,3257.0,27395.0,,,,,,,,,,7429.117,40018.0,336547.0
2023-02-01,0.0,0.0,0.0,16017.906,86283.0,716236.0,45.368,244.0,2029.0,596.761,3215.0,26684.0,,,,,,,,,,7105.095,38273.0,317702.0
2023-03-01,0.0,0.0,0.0,18115.949,97585.0,793821.0,11.674,63.0,512.0,582.348,3137.0,25518.0,,,,,,,,,,8021.958,43212.0,351514.0
2023-04-01,0.0,0.0,0.0,16938.601,91243.0,764286.0,18.505,100.0,835.0,1235.951,6658.0,55767.0,,,,,,,,,,7056.87,38013.0,318413.0
2023-05-01,0.0,0.0,0.0,8024.926,43228.0,351628.0,28.852,155.0,1264.0,1996.24,10753.0,87469.0,,,,,,,,,,4127.275,22232.0,180845.0
2023-06-01,0.0,0.0,0.0,15459.993,83278.0,652292.0,7.247,39.0,306.0,1411.604,7604.0,59559.0,,,,,,,,,,8101.882,43642.0,341837.0
2023-07-01,0.0,0.0,0.0,16844.324,90735.0,710018.0,3.208,17.0,135.0,1212.715,6533.0,51118.0,,,,,,,,,,7888.298,42492.0,332506.0
2023-08-01,0.0,0.0,0.0,16184.664,87182.0,681179.0,30.317,163.0,1276.0,1993.534,10739.0,83904.0,,,,,,,,,,7078.671,38131.0,297926.0
2023-09-01,0.0,0.0,0.0,16350.009,88072.0,683173.0,0.281,2.0,12.0,548.201,2953.0,22906.0,,,,,,,,,,8697.019,46848.0,363398.0
2023-10-01,0.0,0.0,0.0,14198.181,76481.0,574164.0,25.736,139.0,1041.0,1201.987,6475.0,48608.0,,,,,,,,,,8820.807,47515.0,356707.0
2023-11-01,0.0,0.0,0.0,15128.765,81494.0,664446.0,93.583,504.0,4110.0,1031.165,5555.0,45288.0,,,,,,,,,,7699.778,41476.0,338170.0
2023-12-01,0.0,0.0,0.0,14478.691,77992.0,568430.0,62.006,334.0,2434.0,2012.758,10842.0,79020.0,,,,,,,,,,8963.81,48285.0,351917.0
2024-01-01,0.0,0.0,0.0,15208.357,81923.0,649094.0,182.957,986.0,7809.0,1923.945,10364.0,82114.0,,,,,,,,,,8282.114,44613.0,353482.0
2024-02-01,0.0,0.0,0.0,15298.697,82409.0,701416.0,11.158,60.0,512.0,1892.118,10192.0,86750.0,,,,,,,,,,7000.026,37707.0,320938.0
2024-03-01,0.0,0.0,0.0,15824.831,85243.0,701050.0,40.615,219.0,1799.0,3049.072,16424.0,135076.0,,,,,,,,,,7316.268,39410.0,324115.0
2024-04-01,0.0,0.0,0.0,17384.153,93643.0,694005.0,44.628,240.0,1782.0,1506.682,8116.0,60149.0,,,,,,,,,,6917.138,37260.0,276144.0
2024-05-01,0.0,0.0,0.0,12699.736,68409.0,547980.0,93.755,505.0,4045.0,5394.151,29057.0,232752.0,,,,,,,,,,3667.0,19753.0,158227.0
2024-06-01,0.0,0.0,0.0,17867.756,96248.0,770670.0,11.724,63.0,506.0,866.624,4668.0,37379.0,,,,,,,,,,7394.328,39831.0,318931.0
2024-07-01,0.0,0.0,0.0,18721.699,100848.0,815156.0,0.405,2.0,18.0,361.292,1946.0,15731.0,,,,,,,,,,8399.314,45244.0,365712.0
2024-08-01,0.0,0.0,0.0,18955.166,102105.0,803427.0,11.514,62.0,488.0,522.936,2817.0,22165.0,,,,,,,,,,8333.088,44888.0,353203.0
2024-09-01,0.0,0.0,0.0,18724.924,100865.0,744769.0,33.115,178.0,1317.0,1002.658,5401.0,39880.0,,,,,,,,,,7599.057,40934.0,302246.0
2024-10-01,0.0,0.0,0.0,16346.376,88053.0,703953.0,153.333,826.0,6603.0,1718.93,9259.0,74025.0,,,,,,,,,,7820.261,42125.0,336778.0
2024-11-01,0.0,0.0,0.0,18485.882,99578.0,797869.0,12.67,68.0,547.0,1115.669,6010.0,48153.0,,,,,,,,,,8333.304,44889.0,359674.0
2024-12-01,0.0,0.0,0.0,16306.942,87840.0,740084.0,38.09,205.0,1729.0,2026.735,10917.0,91983.0,,,,,,,,,,8057.427,43403.0,365683.0
