measured_on,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Generation,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Quantity Consumed For Electricity,Bituminous Coal - Combustion (Gas) Turbine (including jet engine design) - Coal - Total Fuel Consumed,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed",Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed",Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,"Kerosene - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Kerosene - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Kerosene - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed",Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed",Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Generation,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Quantity Consumed For Electricity,Residual Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Residual Fuel Oil - Total Fuel Consumed,"Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2011-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,382.666,4390.0,4390.0,0.0,0.0,0.0,7009.334,80420.0,80420.0,2786.371,33047.0,33047.0,0.0,0.0,0.0,416.629,4941.0,4941.0
2011-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,72.71,778.0,778.0,0.0,0.0,0.0,4278.29,45764.0,45764.0,3357.0,45438.0,45438.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,74.431,778.0,778.0,0.0,0.0,0.0,5848.569,61115.0,61115.0,3943.0,43043.0,43043.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,,,,343.252,3847.0,3847.0,0.0,0.0,0.0,72.406,812.0,812.0,0.0,0.0,0.0,228.342,2559.0,2559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,,,,97.708,1018.0,1018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.292,6358.0,6358.0,90.337,952.0,952.0,0.0,0.0,0.0,549.663,5794.0,5794.0
2012-02-01,0.0,0.0,0.0,,,,57.027,590.0,590.0,0.0,0.0,0.0,23.797,246.0,246.0,0.0,0.0,0.0,111.176,1151.0,1151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3146.0,32861.0,32861.0,728.0,8713.0,8713.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,53.218,566.0,566.0,0.0,0.0,0.0,3197.782,33986.0,33986.0,620.0,9268.0,9268.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.815,7644.0,7644.0,0.0,0.0,0.0,11810.185,125070.0,125070.0,15072.0,185255.0,185255.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,28.525,302.0,302.0,0.0,0.0,0.0,8018.475,85007.0,85007.0,5437.0,69826.0,69826.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,,,,79.945,855.0,855.0,56.559,795.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,6269.055,67047.0,67047.0,5266.476,73989.0,73989.0,0.0,0.0,0.0,908.965,12770.0,12770.0
2012-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.114,1714.0,1714.0,0.0,0.0,0.0,5568.886,61127.0,61127.0,5288.0,72302.0,72302.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.636,498.0,498.0,0.0,0.0,0.0,3512.364,36748.0,36748.0,4877.54,66764.0,66764.0,0.0,0.0,0.0,498.46,6823.0,6823.0
2012-10-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.0,8382.0,8382.0,4134.0,57365.0,57365.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-11-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.0,13755.0,13755.0,6377.0,86045.0,86045.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,,,,9.788,105.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.212,942.0,942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,,,,0.0,0.0,0.0,135.371,1678.0,1678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.629,1210.0,1210.0,281.755,3513.0,3513.0,0.0,0.0,0.0,3885.245,48447.0,48447.0
2013-02-01,,,,0.0,0.0,0.0,415.962,3856.0,3856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.038,1715.0,1715.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.0,14204.0,14204.0
2013-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0,12814.0,12814.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366.0,3793.0,3793.0,770.0,9355.0,9355.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,6758.0,6758.0,314.0,4704.0,4704.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2562.0,25918.0,25918.0,1718.0,22221.0,22221.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.568,1566.0,1566.0,0.0,0.0,0.0,4198.432,43094.0,43094.0,6876.0,92141.0,92141.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2517.0,25120.0,25120.0,936.0,11740.0,11740.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359.0,13935.0,13935.0,617.0,7927.0,7927.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876.0,8533.0,8533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,0.0,,,,58.12,568.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680.88,6654.0,6654.0,289.0,4530.0,4530.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,0.0,,,,578.456,5412.0,5412.0,0.0,0.0,0.0,18.555,174.0,174.0,0.0,0.0,0.0,1573.989,14726.0,14726.0,42.822,634.0,634.0,0.0,0.0,0.0,618.178,9148.0,9148.0
2014-01-01,,,,0.0,0.0,0.0,3786.345,37416.0,37416.0,0.0,0.0,0.0,132.648,1311.0,1311.0,0.0,0.0,0.0,248.007,2451.0,2451.0,46.018,549.0,549.0,0.0,0.0,0.0,3670.982,43791.0,43791.0
2014-02-01,0.0,0.0,0.0,,,,1571.621,16002.0,16002.0,0.0,0.0,0.0,67.786,690.0,690.0,0.0,0.0,0.0,302.593,3081.0,3081.0,0.0,372.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,,,,2428.402,24006.0,24006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1558.598,15408.0,15408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,7282.0,7282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1549.0,15244.0,15244.0,308.0,4717.0,4717.0,,,,0.0,0.0,0.0
2014-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3047.0,30472.0,30472.0,623.0,9242.0,9242.0,,,,0.0,0.0,0.0
2014-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,61.324,616.0,616.0,,,,3182.676,31970.0,31970.0,1469.0,20361.0,20361.0,,,,0.0,0.0,0.0
2014-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,8.055,78.0,78.0,,,,4326.945,42113.0,42113.0,303.0,5323.0,5323.0,,,,0.0,0.0,0.0
2014-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,56.533,549.0,549.0,,,,3975.467,38592.0,38592.0,1250.004,16168.0,16168.0,,,,220.996,2858.0,2858.0
2014-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3185.0,31570.0,31570.0,1713.0,22714.0,22714.0,,,,0.0,0.0,0.0
2014-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2047.0,20694.0,20694.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2014-12-01,0.0,0.0,0.0,,,,207.955,2059.0,2059.0,,,,93.261,923.0,923.0,,,,2034.784,20147.0,20147.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,67.955,650.0,650.0,,,,440.045,4207.0,4207.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-02-01,0.0,0.0,0.0,,,,791.685,7524.0,7524.0,,,,53.621,510.0,510.0,,,,902.694,8579.0,8579.0,56.177,699.0,699.0,,,,758.823,9437.0,9437.0
2015-03-01,0.0,0.0,0.0,,,,118.754,1203.0,1203.0,,,,0.0,0.0,0.0,,,,738.246,7477.0,7477.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1500.0,15122.0,15122.0,,,,,,,,,
2015-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3531.0,35791.0,35791.0,630.0,8282.0,8282.0,,,,0.0,0.0,0.0
2015-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,5.525,56.0,56.0,,,,2146.475,21755.0,21755.0,611.0,8663.0,8663.0,,,,0.0,0.0,0.0
2015-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3494.0,35893.0,35893.0,2822.0,37200.0,37200.0,,,,0.0,0.0,0.0
2015-08-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,122.867,1265.0,1265.0,,,,5739.133,59107.0,59107.0,3900.193,48119.0,48119.0,,,,182.807,2255.0,2255.0
2015-09-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,6.015,62.0,62.0,,,,5324.985,54530.0,54530.0,3104.0,38411.0,38411.0,,,,0.0,0.0,0.0
2015-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1299.0,13175.0,13175.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,44.001,454.0,454.0,,,,1466.999,15123.0,15123.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2015-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1379.0,13352.0,13352.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-01-01,0.0,0.0,0.0,,,,631.252,6256.0,6256.0,,,,35.599,353.0,353.0,,,,567.149,5621.0,5621.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0,,,,534.883,5236.0,5236.0,,,,7.437,73.0,73.0,,,,773.68,7574.0,7574.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,3098.0,31464.0,31464.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,,,,283.157,2836.0,2836.0,,,,0.0,0.0,0.0,,,,2415.843,24198.0,24198.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,1.641,17.0,17.0,,,,1935.359,19809.0,19809.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,13.271,134.0,134.0,,,,1547.729,15675.0,15675.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,23.588,246.0,246.0,,,,5833.412,60936.0,60936.0,3656.0,46083.0,46083.0,,,,0.0,0.0,0.0
2016-08-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,548.083,5958.0,5958.0,,,,3559.917,38701.0,38701.0,3758.0,48419.0,48419.0,,,,0.0,0.0,0.0
2016-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,2308.0,24189.0,24189.0,2295.0,30054.0,30054.0,,,,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,12.137,123.0,123.0,,,,3171.863,32198.0,32198.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0,,,,108.343,1094.0,1094.0,,,,0.0,0.0,0.0,,,,3293.657,33270.0,33270.0,642.927,7243.0,7243.0,,,,265.073,2986.0,2986.0
2016-12-01,0.0,0.0,0.0,,,,672.0,6827.0,6827.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-01-01,0.0,0.0,0.0,,,,89.815,922.0,922.0,,,,18.18,185.0,185.0,,,,1745.859,17980.0,17980.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-02-01,0.0,0.0,0.0,,,,48.655,499.0,499.0,,,,9.848,101.0,101.0,,,,1569.073,16160.0,16160.0,450.0,5977.0,5977.0,,,,0.0,0.0,0.0
2017-03-01,0.0,0.0,0.0,,,,58.44,603.0,603.0,,,,11.829,123.0,123.0,,,,1695.092,17458.0,17458.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-04-01,0.0,0.0,0.0,,,,40.453,418.0,418.0,,,,8.188,84.0,84.0,,,,2005.957,20659.0,20659.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2017-05-01,0.0,0.0,0.0,,,,41.467,429.0,429.0,,,,8.393,84.0,84.0,,,,1829.687,18844.0,18844.0,517.0,7751.0,7751.0,,,,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0,,,,41.266,423.0,423.0,,,,8.353,84.0,84.0,,,,2235.775,23026.0,23026.0,546.0,8105.0,8105.0,,,,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0,,,,28.324,290.0,290.0,,,,5.733,62.0,62.0,,,,2654.918,27343.0,27343.0,709.0,10455.0,10455.0,,,,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0,,,,27.718,284.0,284.0,,,,5.611,56.0,56.0,,,,2663.255,27429.0,27429.0,367.0,4596.0,4596.0,,,,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0,,,,47.076,487.0,487.0,,,,9.529,101.0,101.0,,,,2035.666,20966.0,20966.0,1734.0,23173.0,23173.0,,,,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0,,,,45.742,470.0,470.0,,,,9.259,95.0,95.0,,,,1894.129,19508.0,19508.0,642.0,9139.0,9139.0,,,,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0,,,,76.911,795.0,795.0,,,,15.568,162.0,162.0,,,,1255.983,12936.0,12936.0,280.0,4514.0,4514.0,,,,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0,,,,1065.896,10979.0,10979.0,,,,215.753,2223.0,2223.0,,,,1552.599,15991.0,15991.0,88.679,1192.0,1192.0,,,,1485.321,19958.0,19958.0
2018-01-01,0.0,0.0,0.0,,,,1729.14,18063.0,18063.0,,,,230.708,2408.0,2408.0,,,,1105.139,11541.0,11541.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-02-01,,,,,,,66.551,695.0,695.0,,,,8.879,95.0,95.0,,,,1083.785,11316.0,11316.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-03-01,,,,,,,73.887,770.0,770.0,,,,9.858,101.0,101.0,,,,1186.62,12389.0,12389.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-04-01,,,,,,,56.642,593.0,593.0,,,,7.557,78.0,78.0,,,,736.777,7693.0,7693.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-05-01,,,,,,,62.814,656.0,656.0,,,,8.381,90.0,90.0,,,,732.942,7653.0,7653.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-06-01,,,,,,,54.064,564.0,564.0,,,,7.213,73.0,73.0,,,,921.604,9622.0,9622.0,116.0,2264.0,2264.0,,,,0.0,0.0,0.0
2018-07-01,,,,,,,74.501,775.0,775.0,,,,9.94,106.0,106.0,,,,1744.231,18211.0,18211.0,582.0,7416.0,7416.0,,,,0.0,0.0,0.0
2018-08-01,,,,,,,134.206,1402.0,1402.0,,,,17.906,185.0,185.0,,,,1946.38,20323.0,20323.0,2252.0,29293.0,29293.0,,,,0.0,0.0,0.0
2018-09-01,,,,,,,66.001,690.0,690.0,,,,8.806,90.0,90.0,,,,1243.576,12984.0,12984.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-10-01,,,,,,,59.758,621.0,621.0,,,,7.973,84.0,84.0,,,,986.346,10298.0,10298.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-11-01,,,,,,,128.503,1340.0,1340.0,,,,17.145,179.0,179.0,,,,745.588,7784.0,7784.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2018-12-01,,,,,,,70.671,735.0,735.0,,,,9.429,101.0,101.0,,,,841.479,8786.0,8786.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-01-01,,,,,,,191.26,1334.0,1334.0,,,,31.622,224.0,224.0,,,,115.293,805.0,805.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-02-01,,,,,,,119.636,838.0,838.0,,,,19.78,140.0,140.0,,,,101.382,709.0,709.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-03-01,,,,,,,124.699,872.0,872.0,,,,20.617,146.0,146.0,,,,98.949,692.0,692.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-04-01,,,,,,,96.857,678.0,678.0,,,,16.014,112.0,112.0,,,,70.995,496.0,496.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-05-01,,,,,,,49.526,348.0,348.0,,,,8.189,56.0,56.0,,,,60.643,424.0,424.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-06-01,,,,,,,60.322,422.0,422.0,,,,9.973,67.0,67.0,,,,77.77,544.0,544.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-07-01,,,,,,,82.021,576.0,576.0,,,,13.561,95.0,95.0,,,,156.476,1094.0,1094.0,462.0,6039.0,6039.0,,,,0.0,0.0,0.0
2019-08-01,,,,,,,156.431,1094.0,1094.0,,,,25.864,179.0,179.0,,,,116.648,816.0,816.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-09-01,,,,,,,75.355,524.0,524.0,,,,12.459,90.0,90.0,,,,79.119,553.0,553.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-10-01,,,,,,,118.529,827.0,827.0,,,,19.597,134.0,134.0,,,,81.897,573.0,573.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-11-01,,,,,,,163.823,1146.0,1146.0,,,,27.086,190.0,190.0,,,,74.797,523.0,523.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2019-12-01,,,,,,,185.715,1300.0,1300.0,,,,30.705,213.0,213.0,,,,107.39,751.0,751.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-01-01,,,,,,,8.033,95.0,95.0,,,,15.538,168.0,168.0,,,,99.728,1118.0,1118.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-02-01,,,,,,,8.576,95.0,95.0,,,,16.585,185.0,185.0,,,,78.562,882.0,882.0,445.0,5643.0,5643.0,,,,0.0,0.0,0.0
2020-03-01,,,,,,,6.665,73.0,73.0,,,,12.889,146.0,146.0,,,,34.799,391.0,391.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-04-01,,,,,,,7.405,84.0,84.0,,,,14.32,162.0,162.0,,,,40.22,452.0,452.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-05-01,,,,,,,5.181,56.0,56.0,,,,10.018,112.0,112.0,,,,28.357,318.0,318.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-06-01,,,,,,,5.032,56.0,56.0,,,,9.732,112.0,112.0,,,,75.531,848.0,848.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-07-01,,,,,,,5.979,67.0,67.0,,,,11.561,129.0,129.0,,,,150.378,1688.0,1688.0,418.0,5165.0,5165.0,,,,0.0,0.0,0.0
2020-08-01,,,,,,,5.641,62.0,62.0,,,,10.908,123.0,123.0,,,,126.765,1423.0,1423.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-09-01,,,,,,,6.396,73.0,73.0,,,,12.368,140.0,140.0,,,,73.788,829.0,829.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-10-01,,,,,,,10.041,112.0,112.0,,,,19.417,218.0,218.0,,,,80.337,902.0,902.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-11-01,,,,,,,10.111,112.0,112.0,,,,19.553,218.0,218.0,,,,58.671,658.0,658.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-12-01,,,,,,,56.627,638.0,638.0,,,,109.507,1232.0,1232.0,,,,85.781,963.0,963.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-01-01,,,,,,,85.312,919.0,919.0,,,,36.554,403.0,403.0,,,,182.554,1971.0,1971.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-02-01,,,,,,,188.737,2041.0,2041.0,,,,80.867,874.0,874.0,,,,158.195,1709.0,1709.0,143.069,1614.0,1614.0,,,,3114.931,35131.0,35131.0
2021-03-01,,,,,,,47.616,517.0,517.0,,,,20.402,218.0,218.0,,,,99.326,1073.0,1073.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-04-01,,,,,,,24.468,264.0,264.0,,,,10.483,112.0,112.0,,,,70.101,758.0,758.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-05-01,,,,,,,21.163,231.0,231.0,,,,9.068,95.0,95.0,,,,73.619,796.0,796.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-06-01,,,,,,,20.714,226.0,226.0,,,,8.875,95.0,95.0,,,,171.85,1857.0,1857.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-07-01,,,,,,,31.264,336.0,336.0,,,,13.396,146.0,146.0,,,,163.72,1769.0,1769.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-08-01,,,,,,,37.275,402.0,402.0,,,,15.971,174.0,174.0,,,,190.621,2060.0,2060.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-09-01,,,,,,,23.842,259.0,259.0,,,,10.215,112.0,112.0,,,,109.521,1184.0,1184.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-10-01,,,,,,,41.348,446.0,446.0,,,,17.716,190.0,190.0,,,,122.442,1323.0,1323.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-11-01,,,,,,,50.085,539.0,539.0,,,,21.46,230.0,230.0,,,,84.302,911.0,911.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-12-01,,,,,,,215.621,2332.0,2332.0,,,,92.386,997.0,997.0,,,,106.911,1155.0,1155.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-01-01,,,,,,,56.058,566.0,566.0,,,,5.987,62.0,62.0,,,,9.634,97.0,97.0,,,,,,,,,
2022-02-01,,,,,,,270.886,2727.0,2727.0,,,,28.931,291.0,291.0,,,,46.551,469.0,469.0,,,,,,,,,
