measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Municiapl Landfill Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Municiapl Landfill Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Municiapl Landfill Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2013-08-01,,,,17639.403,95686.0,739805.0,,,,,,,196.326,1065.0,8234.0,,,,3665.996,19887.0,153754.0,,,,4335.275,23517.0,181824.0
2013-09-01,,,,18305.713,99301.0,787655.0,,,,,,,214.652,1164.0,9236.0,,,,3631.791,19701.0,156268.0,,,,3619.844,19636.0,155754.0
2013-10-01,,,,17953.821,97392.0,763807.0,,,,,,,1809.164,9814.0,76967.0,,,,4307.296,23365.0,183245.0,,,,3451.719,18724.0,146846.0
2013-11-01,,,,13456.616,72997.0,763983.0,,,,,,,1500.2,8138.0,85172.0,,,,3008.057,16317.0,170779.0,,,,3398.127,18433.0,192925.0
2013-12-01,,,,9506.962,51571.0,704319.0,,,,,,,1591.722,8634.0,117922.0,,,,3061.875,16609.0,226838.0,,,,2417.441,13114.0,179095.0
2014-01-01,,,,8892.431,48238.0,662805.0,,,,,,,1931.325,10477.0,143953.0,,,,4021.23,21813.0,299726.0,,,,2160.014,11717.0,160999.0
2014-02-01,,,,17113.327,92833.0,724471.0,,,,,,,2815.816,15275.0,119204.0,,,,6482.737,35166.0,274438.0,,,,3931.12,21325.0,166419.0
2014-03-01,,,,17497.812,94918.0,758758.0,,,,,,,2586.783,14032.0,112171.0,,,,6135.007,33280.0,266032.0,,,,4510.398,24467.0,195585.0
2014-04-01,,,,8331.299,45194.0,735680.0,,,,,,,423.247,2296.0,37374.0,,,,2786.896,15118.0,246092.0,,,,2095.558,11368.0,185044.0
2014-05-01,,,,14449.737,78384.0,764566.0,,,,,,,1097.345,5953.0,58063.0,0.0,0.0,0.0,3505.486,19016.0,185483.0,,,,3145.432,17063.0,166431.0
2014-06-01,,,,7426.161,40284.0,462594.0,,,,,,,768.311,4168.0,47860.0,0.0,0.0,0.0,2836.776,15388.0,176710.0,,,,2316.752,12567.0,144316.0
2014-07-01,,,,17592.287,95431.0,787160.0,,,,,,,271.072,1470.0,12129.0,0.0,0.0,0.0,4417.445,23963.0,197657.0,,,,3719.196,20175.0,166414.0
2014-08-01,,,,18484.492,100271.0,743457.0,,,,,,,365.609,1983.0,14705.0,0.0,0.0,0.0,4989.716,27067.0,200689.0,,,,3833.183,20793.0,154173.0
2014-09-01,,,,17295.183,93819.0,728233.0,,,,,,,1562.006,8473.0,65770.0,432.033,2344.0,18191.0,4682.014,25398.0,197141.0,,,,3599.764,19527.0,151572.0
2014-10-01,,,,14362.458,77910.0,708235.0,,,,,,,2178.62,11818.0,107431.0,679.531,3686.0,33509.0,3506.075,19019.0,172890.0,,,,3264.316,17708.0,160968.0
2014-11-01,,,,18780.026,101874.0,664147.0,,,,,,,3476.25,18857.0,122936.0,979.795,5315.0,34650.0,3752.783,20357.0,132715.0,,,,2094.146,11360.0,74059.0
2014-12-01,,,,30347.731,164624.0,740382.0,,,,,,,3460.441,18771.0,84423.0,0.0,0.0,0.0,10391.234,56368.0,253511.0,,,,7558.594,41002.0,184404.0
2015-01-01,,,,15813.32,85781.0,700337.0,,,,,,,4007.583,21739.0,177487.0,0.0,0.0,0.0,5443.97,29531.0,241101.0,,,,4670.127,25333.0,206830.0
2015-02-01,,,,14711.012,79801.0,663729.0,,,,,,,4032.087,21872.0,181919.0,0.0,0.0,0.0,5056.69,27430.0,228147.0,,,,3500.211,18987.0,157922.0
2015-03-01,,,,17262.273,93641.0,750772.0,,,,,,,4685.981,25419.0,203803.0,0.0,0.0,0.0,5492.561,29795.0,238883.0,,,,4078.185,22122.0,177369.0
2015-04-01,,,,17141.489,92985.0,779317.0,,,,,,,3537.893,19192.0,160846.0,0.0,0.0,0.0,4479.817,24301.0,203669.0,,,,2681.801,14548.0,121925.0
2015-05-01,,,,16137.616,87540.0,721457.0,,,,,,,2585.394,14025.0,115584.0,0.0,0.0,0.0,4044.203,21938.0,180802.0,,,,4281.787,23227.0,191424.0
2015-06-01,,,,15351.5,83275.0,737484.0,,,,,,,627.791,3406.0,30159.0,0.0,0.0,0.0,3686.995,20000.0,177123.0,,,,4747.714,25754.0,228080.0
2015-07-01,,,,7048.834,38237.0,344003.0,,,,,,,2331.812,12649.0,113799.0,0.0,0.0,0.0,4241.83,23010.0,207013.0,,,,2401.524,13027.0,117201.0
2015-08-01,,,,14525.374,78794.0,732116.0,,,,,,,1287.891,6986.0,64913.0,0.0,0.0,0.0,3384.455,18359.0,170585.0,,,,5558.28,30151.0,280152.0
2015-09-01,,,,16067.756,87161.0,744887.0,,,,,,,1917.81,10403.0,88908.0,0.0,0.0,0.0,3239.372,17572.0,150174.0,,,,3934.062,21341.0,182380.0
2015-10-01,,,,12099.224,65633.0,633875.0,,,,,,,3643.424,19764.0,190878.0,0.0,0.0,0.0,2982.119,16177.0,156232.0,,,,2718.233,14745.0,142407.0
2015-11-01,,,,11136.654,60412.0,775918.0,,,,,,,1924.792,10441.0,134105.0,0.0,0.0,0.0,2243.303,12169.0,156296.0,,,,2957.251,16042.0,206039.0
2015-12-01,,,,8612.479,46719.0,587785.0,,,,,,,2792.768,15150.0,190601.0,0.0,0.0,0.0,3333.34,18082.0,227494.0,,,,2856.413,15495.0,194945.0
2016-01-01,,,,14153.117,69986.0,676841.0,,,,,,,4644.024,22964.0,222090.0,0.0,0.0,0.0,5836.697,28862.0,279127.0,,,,4520.162,22352.0,216167.0
2016-02-01,,,,13399.018,66257.0,511687.0,,,,,,,3474.465,17181.0,132684.0,0.0,0.0,0.0,6652.36,32895.0,254043.0,,,,5192.157,25675.0,198280.0
2016-03-01,,,,15589.407,77088.0,685718.0,,,,,,,4649.122,22990.0,204497.0,0.0,0.0,0.0,5335.54,26384.0,234690.0,,,,4986.931,24660.0,219356.0
2016-04-01,,,,15741.644,77841.0,702097.0,,,,,,,3892.29,19247.0,173601.0,0.0,0.0,0.0,4524.981,22376.0,201820.0,,,,3528.085,17446.0,157357.0
2016-05-01,,,,17110.79,84612.0,773443.0,,,,,,,2551.251,12616.0,115322.0,0.0,0.0,0.0,4244.238,20987.0,191848.0,,,,4127.721,20411.0,186582.0
2016-06-01,,,,9311.753,46046.0,694419.0,,,,,,,886.336,4383.0,66098.0,0.0,0.0,0.0,2323.155,11488.0,173248.0,,,,2630.756,13009.0,196187.0
2016-07-01,,,,16814.651,83147.0,727309.0,,,,,,,867.008,4287.0,37502.0,0.0,0.0,0.0,4125.686,20401.0,178454.0,,,,4311.655,21321.0,186498.0
2016-08-01,,,,8161.896,40360.0,400961.0,,,,,,,933.498,4616.0,45859.0,0.0,0.0,0.0,3576.496,17686.0,175699.0,,,,2229.11,11023.0,109507.0
2016-09-01,,,,11849.449,58595.0,540430.0,,,,,,,2789.684,13795.0,127232.0,0.0,0.0,0.0,4859.99,24032.0,221655.0,,,,3587.877,17742.0,163636.0
2016-10-01,,,,14832.033,73343.0,702845.0,,,,,,,2975.249,14712.0,140988.0,0.0,0.0,0.0,4121.928,20383.0,195326.0,,,,3353.79,16584.0,158926.0
2016-11-01,,,,8243.666,40764.0,658922.0,,,,,,,1907.19,9431.0,152443.0,0.0,0.0,0.0,2609.54,12904.0,208582.0,,,,2341.604,11579.0,187166.0
2016-12-01,,,,14867.242,73517.0,621654.0,,,,,,,5847.896,28917.0,244522.0,0.0,0.0,0.0,6459.08,31940.0,270078.0,,,,4205.782,20797.0,175859.0
2017-01-01,,,,15371.988,79156.0,581581.0,,,,,,,7300.294,37592.0,276198.0,,,,7842.211,40382.0,296701.0,,,,,,
2017-02-01,,,,15895.342,81851.0,579986.0,,,,,,,5737.151,29543.0,209336.0,,,,6687.715,34437.0,244020.0,,,,,,
2017-03-01,,,,18511.909,95324.0,686851.0,,,,,,,6098.019,31401.0,226256.0,,,,7826.126,40300.0,290374.0,,,,,,
2017-04-01,,,,12144.628,62537.0,651629.0,,,,,,,1931.927,9948.0,103659.0,,,,5206.269,26809.0,279346.0,,,,,,
2017-05-01,,,,5275.399,27165.0,375837.0,,,,,,,1034.399,5326.0,73694.0,,,,3916.437,20167.0,279020.0,,,,,,
2017-06-01,,,,15181.662,78176.0,683221.0,,,,,,,1578.071,8126.0,71018.0,,,,5536.513,28509.0,249160.0,,,,,,
2017-07-01,,,,13306.78,68521.0,669559.0,,,,,,,616.43,3174.0,31017.0,,,,4037.281,20789.0,203144.0,,,,,,
2017-08-01,,,,16361.881,84253.0,672122.0,,,,,,,2356.852,12136.0,96816.0,,,,5508.676,28366.0,226288.0,,,,,,
2017-09-01,,,,16438.467,84648.0,644105.0,,,,,,,3230.04,16633.0,126562.0,,,,4246.804,21868.0,166402.0,,,,,,
2017-10-01,,,,15879.921,81771.0,644237.0,,,,,,,5747.009,29593.0,233152.0,,,,4894.636,25204.0,198572.0,,,,,,
2017-11-01,,,,17830.201,91814.0,668184.0,,,,,,,4945.211,25465.0,185321.0,,,,5278.793,27182.0,197822.0,,,,,,
2017-12-01,,,,19108.05,98394.0,718256.0,,,,,,,6439.113,33157.0,242041.0,,,,7175.059,36947.0,269705.0,,,,,,
2018-01-01,,,,14030.621,72249.0,659350.0,,,,,,,6065.293,31232.0,285030.0,,,,6322.25,32556.0,297106.0,,,,3852.413,19837.0,181039.0
2018-02-01,,,,11758.306,60548.0,562023.0,,,,,,,5662.373,29158.0,270650.0,,,,5368.573,27645.0,256607.0,,,,3516.246,18106.0,168069.0
2018-03-01,,,,11164.149,57488.0,703971.0,,,,,,,3669.218,18894.0,231368.0,,,,3311.479,17052.0,208810.0,,,,2850.193,14677.0,179723.0
2018-04-01,,,,12375.504,63726.0,637211.0,,,,,,,4490.251,23122.0,231202.0,,,,3903.276,20099.0,200979.0,,,,2978.228,15336.0,153348.0
2018-05-01,,,,9822.464,50579.0,544115.0,,,,,,,2697.502,13890.0,149428.0,,,,3810.881,19624.0,211104.0,,,,2891.478,14889.0,160173.0
2018-06-01,,,,6712.062,34563.0,344986.0,,,,,,,1934.124,9959.0,99410.0,,,,4767.677,24550.0,245049.0,,,,2235.186,11510.0,114884.0
2018-07-01,,,,13577.945,69918.0,664046.0,,,,,,,1163.174,5990.0,56886.0,,,,4499.794,23171.0,220068.0,,,,2583.826,13305.0,126365.0
2018-08-01,,,,14778.709,76101.0,695255.0,,,,,,,2988.153,15387.0,140576.0,,,,3920.879,20190.0,184455.0,,,,1342.174,6911.0,63142.0
2018-09-01,,,,15621.477,80441.0,710450.0,,,,,,,2258.34,11629.0,102707.0,,,,3997.569,20585.0,181806.0,,,,2256.873,11621.0,102640.0
2018-10-01,,,,16399.456,84447.0,758084.0,,,,,,,4018.603,20693.0,185765.0,,,,3155.895,16251.0,145885.0,,,,3307.724,17033.0,152903.0
2018-11-01,,,,18303.898,94253.0,758715.0,,,,,,,4330.741,22301.0,179514.0,,,,4690.984,24156.0,194446.0,,,,3654.616,18819.0,151488.0
2018-12-01,,,,15047.503,77485.0,631574.0,,,,,,,5694.571,29323.0,239013.0,,,,5329.451,27443.0,223688.0,,,,3590.222,18487.0,150689.0
2019-01-01,,,,13786.939,70994.0,578914.0,,,,,,,6322.367,32556.0,265476.0,,,,6199.813,31925.0,260330.0,,,,2879.2,14826.0,120898.0
2019-02-01,,,,13950.257,71835.0,581279.0,,,,,,,5861.957,30185.0,244256.0,,,,5982.62,30807.0,249284.0,,,,2995.92,15427.0,124834.0
2019-03-01,,,,15013.759,77311.0,625777.0,,,,,,,5616.783,28923.0,234109.0,,,,6598.272,33977.0,275017.0,,,,2980.304,15347.0,124220.0
2019-04-01,,,,11292.669,58150.0,495398.0,,,,,,,3664.345,18869.0,160751.0,,,,6039.881,31102.0,264963.0,,,,2595.755,13366.0,113873.0
2019-05-01,,,,13517.195,69605.0,626558.0,,,,,,,2763.503,14230.0,128096.0,,,,4980.913,25648.0,230879.0,,,,2160.106,11123.0,100127.0
2019-06-01,,,,3343.136,17215.0,214254.0,,,,,,,1956.781,10076.0,125406.0,,,,2240.921,11539.0,143616.0,,,,784.003,4037.0,50245.0
2019-07-01,,,,6013.08,30963.0,288797.0,,,,,,,2299.347,11840.0,110433.0,,,,5288.834,27234.0,254013.0,,,,1631.018,8399.0,78335.0
2019-08-01,,,,11779.709,60658.0,497615.0,,,,,,,5251.617,27042.0,221846.0,,,,4915.146,25310.0,207632.0,,,,2197.391,11315.0,92825.0
2019-09-01,,,,14520.575,74772.0,644357.0,,,,,,,2333.374,12015.0,103545.0,,,,5751.675,29617.0,255233.0,,,,2502.38,12886.0,111044.0
2019-10-01,,,,13856.236,71351.0,599902.0,,,,,,,4596.824,23671.0,199018.0,,,,5882.467,30291.0,254680.0,,,,1954.606,10065.0,84624.0
2019-11-01,,,,14225.128,73250.0,635542.0,,,,,,,4786.48,24647.0,213848.0,,,,5668.999,29192.0,253276.0,,,,3058.619,15750.0,136651.0
2019-12-01,,,,12836.203,66098.0,577763.0,,,,,,,5367.388,27639.0,241589.0,,,,6440.013,33162.0,289868.0,,,,2905.483,14961.0,130777.0
2020-01-01,,,,11940.923,61488.0,600128.0,,,,,,,4917.042,25320.0,247121.0,,,,6039.816,31101.0,303549.0,,,,2723.023,14022.0,136854.0
2020-02-01,,,,13755.768,70833.0,604727.0,,,,,,,5461.44,28123.0,240094.0,,,,6001.825,30906.0,263850.0,,,,2911.995,14995.0,128016.0
2020-03-01,,,,10582.326,54492.0,605383.0,,,,,,,3847.737,19813.0,220117.0,,,,5100.852,26266.0,291804.0,,,,2293.823,11812.0,131223.0
2020-04-01,,,,14386.479,74081.0,450516.0,,,,,,,6025.459,31027.0,188689.0,,,,6577.743,33871.0,205984.0,,,,3431.663,17671.0,107463.0
2020-05-01,,,,12049.822,62049.0,570975.0,,,,,,,2596.53,13370.0,123035.0,,,,4110.61,21167.0,194779.0,,,,2628.92,13537.0,124570.0
2020-06-01,,,,11347.9,58434.0,571909.0,,,,,,,1981.38,10203.0,99857.0,,,,3920.724,20189.0,197596.0,,,,2277.697,11729.0,114791.0
2020-07-01,,,,9367.582,48237.0,497358.0,,,,,,,1015.937,5231.0,53940.0,,,,3394.254,17478.0,180213.0,,,,2377.354,12242.0,126222.0
2020-08-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,134060.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-09-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,112130.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-10-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,144107.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-11-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,150538.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2020-12-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,173191.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-01-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,203790.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-02-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,193646.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-03-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,178760.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-04-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,3684.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-05-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-06-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-07-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-08-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-09-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-10-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-11-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2021-12-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-01-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-02-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-03-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-04-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-05-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-06-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-07-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-08-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-09-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-10-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-11-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2022-12-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-01-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-02-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-03-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-04-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-05-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-06-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-07-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-08-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-09-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-10-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-11-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-12-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-01-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-02-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-03-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-04-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-05-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-06-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-07-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-08-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-09-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-10-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-11-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
2024-12-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0
