measured_on,"Anthracite Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Generation","Anthracite Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Quantity Consumed For Electricity","Anthracite Coal - Internal Combustion Engine (diesel, piston, reciprocating) - Coal - Total Fuel Consumed","Anthracite Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Anthracite Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Anthracite Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed"
2018-05-01,,,,,,,3.73,41.0,41.0,-9.016,0.0,0.0,-165.736,0.0,0.0,-537.248,0.0,0.0
2018-06-01,,,,,,,3.21,35.0,35.0,54.947,812.0,812.0,0.0,0.0,0.0,1992.053,29444.0,29444.0
2018-07-01,,,,,,,4.424,47.0,47.0,93.921,1280.0,1280.0,1329.895,18130.0,18130.0,2407.184,32816.0,32816.0
2018-08-01,,,,,,,7.969,88.0,88.0,0.0,0.0,0.0,6096.0,77071.0,77071.0,0.0,0.0,0.0
2018-09-01,,,,,,,3.919,47.0,47.0,0.0,0.0,0.0,3126.0,41905.0,41905.0,0.0,0.0,0.0
2018-10-01,,,,,,,3.548,41.0,41.0,-9.738,0.0,0.0,-179.004,0.0,0.0,-580.258,0.0,0.0
2018-11-01,,,,,,,7.63,88.0,88.0,-11.562,0.0,0.0,-212.523,0.0,0.0,-688.915,0.0,0.0
2018-12-01,,,,,,,4.196,47.0,47.0,-12.562,0.0,0.0,-230.913,0.0,0.0,-748.525,0.0,0.0
2019-01-01,,,,,,,4.969,50.0,50.0,9.19,129.0,129.0,41.199,580.0,580.0,1355.611,19081.0,19081.0
2019-02-01,,,,,,,3.108,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,,,,,,,3.24,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,,,,,,,2.516,31.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,,,,,,,1.287,12.0,12.0,0.0,25.0,25.0,0.0,131.0,131.0,0.0,101.0,101.0
2019-06-01,,,,,,,1.567,19.0,19.0,28.065,477.0,477.0,0.0,0.0,0.0,2329.935,39620.0,39620.0
2019-07-01,,,,,,,2.131,25.0,25.0,0.0,0.0,0.0,6270.0,79959.0,79959.0,0.0,0.0,0.0
2019-08-01,,,,,,,4.064,43.0,43.0,0.0,0.0,0.0,0.0,525.0,525.0,0.0,0.0,0.0
2019-09-01,,,,,,,1.958,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,,,,,,,3.079,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,,,,,,,4.256,50.0,50.0,0.0,0.0,0.0,0.0,1019.0,1019.0,0.0,0.0,0.0
2019-12-01,,,,,,,4.825,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,,,,,,,2.605,29.0,29.0,8.283,325.0,325.0,178.463,6998.0,6998.0,475.254,18635.0,18635.0
2020-02-01,,,,,,,2.781,35.0,35.0,35.67,458.0,458.0,1815.817,23325.0,23325.0,4957.513,63683.0,63683.0
2020-03-01,,,,,,,2.161,29.0,29.0,-3.754,0.0,0.0,-545.286,0.0,0.0,-374.96,0.0,0.0
2020-04-01,,,,,,,2.401,29.0,29.0,-3.347,0.0,0.0,-486.273,0.0,0.0,-334.38,0.0,0.0
2020-05-01,,,,,,,1.68,23.0,23.0,-40.514,6.0,6.0,0.0,0.0,0.0,-769.486,110.0,110.0
2020-06-01,,,,,,,1.632,17.0,17.0,57.194,766.0,766.0,2869.489,38411.0,38411.0,4192.317,56118.0,56118.0
2020-07-01,,,,,,,1.939,23.0,23.0,0.0,0.0,0.0,1343.0,25282.0,25282.0,0.0,0.0,0.0
2020-08-01,,,,,,,1.829,23.0,23.0,0.0,0.0,0.0,1875.0,31853.0,31853.0,0.0,0.0,0.0
2020-09-01,,,,,,,2.074,23.0,23.0,-3.815,0.0,0.0,-554.138,0.0,0.0,-381.047,0.0,0.0
2020-10-01,,,,,,,3.256,41.0,41.0,-2.905,0.0,0.0,-421.948,0.0,0.0,-290.147,0.0,0.0
2020-11-01,,,,,,,3.279,41.0,41.0,-64.428,17.0,17.0,-19.069,5.0,5.0,-706.503,191.0,191.0
2020-12-01,,,,,,,18.363,220.0,220.0,-3.892,0.0,0.0,-565.351,0.0,0.0,-388.757,0.0,0.0
2021-01-01,,,,,,,2.056,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,,,,,,,2.798,41.0,41.0,104.018,1682.0,1682.0,0.0,0.0,0.0,11428.982,184811.0,184811.0
2021-03-01,,,,,,,1.611,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,,,,,,,2.261,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,,,,,,,1.195,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,,,,,,,1.679,23.0,23.0,0.0,0.0,0.0,5173.0,63507.0,63507.0,0.0,0.0,0.0
2021-07-01,,,,,,,0.69,12.0,12.0,46.163,708.0,708.0,0.0,0.0,0.0,2644.837,40541.0,40541.0
2021-08-01,,,,,,,1.043,17.0,17.0,76.21,1206.0,1206.0,3548.278,56169.0,56169.0,3682.512,58294.0,58294.0
2021-09-01,,,,,,,2.762,41.0,41.0,0.0,0.0,0.0,194.0,3273.0,3273.0,0.0,0.0,0.0
2021-10-01,,,,,,,4.067,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,,,,,,,1.471,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,,,,,,,1.367,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,,,,,,,94.889,1096.0,1096.0,450.973,5841.0,5841.0,571.342,7400.0,7400.0,40292.685,521835.0,521835.0
2022-02-01,,,,,,,13.614,157.0,157.0,319.142,4831.0,4831.0,77.903,1179.0,1179.0,21827.955,330448.0,330448.0
2022-03-01,,,,,,,1.838,23.0,23.0,-7.464,0.0,0.0,-298.261,0.0,0.0,-578.275,0.0,0.0
2022-04-01,,,,,,,0.923,12.0,12.0,-6.189,0.0,0.0,-247.314,0.0,0.0,-479.497,0.0,0.0
2022-05-01,,,,,,,0.643,6.0,6.0,0.0,0.0,0.0,1123.0,19609.0,19609.0,0.0,0.0,0.0
2022-06-01,,,,,,,4.821,58.0,58.0,-6.324,0.0,0.0,-252.712,0.0,0.0,-489.964,0.0,0.0
2022-07-01,,,,,,,2.967,35.0,35.0,212.625,2738.0,2738.0,7329.386,94368.0,94368.0,9430.989,121426.0,121426.0
2022-08-01,,,,,,,0.884,12.0,12.0,101.427,1821.0,1821.0,6030.786,108287.0,108287.0,4565.787,81982.0,81982.0
2022-09-01,,,,,,,1.773,23.0,23.0,-4.653,0.0,0.0,-185.907,0.0,0.0,-360.44,0.0,0.0
2022-10-01,,,,,,,1.378,17.0,17.0,-5.801,0.0,0.0,-231.794,0.0,0.0,-449.405,0.0,0.0
2022-11-01,,,,,,,1.56,17.0,17.0,-806.0,104.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,,,,,,,32.71,377.0,377.0,19.637,609.0,609.0,5621.233,174333.0,174333.0,3697.13,114660.0,114660.0
2023-01-01,,,,,,,13.455,174.0,174.0,-9.382,0.0,0.0,-184.431,0.0,0.0,-676.187,0.0,0.0
2023-02-01,,,,,,,16.671,209.0,209.0,247.497,3347.0,3347.0,104.129,1408.0,1408.0,16746.374,226441.0,226441.0
2023-03-01,,,,,,,8.579,110.0,110.0,-9.328,0.0,0.0,-183.372,0.0,0.0,-672.3,0.0,0.0
2023-04-01,,,,,,,8.946,110.0,110.0,-8.163,0.0,0.0,-160.477,0.0,0.0,-588.36,0.0,0.0
2023-05-01,,,,,,,3.672,46.0,46.0,-10.093,0.0,0.0,-198.423,0.0,0.0,-727.484,0.0,0.0
2023-06-01,,,,,,,13.36,168.0,168.0,-8.088,0.0,0.0,-158.993,0.0,0.0,-582.919,0.0,0.0
2023-07-01,,,,,,,21.378,267.0,267.0,167.428,1601.0,1601.0,7576.723,72442.0,72442.0,8658.849,82788.0,82788.0
2023-08-01,,,,,,,6.73,87.0,87.0,-8.584,0.0,0.0,-168.744,0.0,0.0,-618.672,0.0,0.0
2023-09-01,,,,,,,11.74,145.0,145.0,92.235,1247.0,1247.0,6855.036,92678.0,92678.0,3010.729,40704.0,40704.0
2023-10-01,,,,,,,11.51,145.0,145.0,-7.732,0.0,0.0,-151.997,0.0,0.0,-557.271,0.0,0.0
2023-11-01,,,,,,,7.022,87.0,87.0,-8.821,0.0,0.0,-173.408,0.0,0.0,-635.771,0.0,0.0
2023-12-01,,,,,,,8.937,110.0,110.0,-9.479,0.0,0.0,-186.339,0.0,0.0,-683.182,0.0,0.0
2024-01-01,,,,,,,30.819,331.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,,,,,,,12.702,139.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,,,,,,,10.444,116.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,,,,,,,6.751,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,,,,,,,9.428,104.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,,,,,,,6.768,75.0,75.0,119.095,1636.0,1636.0,3642.299,50022.0,50022.0,4672.606,64172.0,64172.0
2024-07-01,,,,,,,6.22,70.0,70.0,69.007,853.0,853.0,9377.461,115861.0,115861.0,3836.532,47401.0,47401.0
2024-08-01,,,,,,,6.661,70.0,70.0,0.0,0.0,0.0,1539.0,21426.0,21426.0,0.0,0.0,0.0
2024-09-01,,,,,,,7.534,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,,,,,,,11.169,122.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,,,,,,,6.127,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,,,,,,,20.377,220.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,4370.0,54136.0,54136.0
