measured_on,"Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2020-09-01,16826.991,191392.0,594240.0,0.0,0.0,0.0,1357.452,15440.0,47938.0,0.0,0.0,0.0,55.348,630.0,1955.0,10360.209,117838.0,365868.0
2020-10-01,14936.155,169881.0,586188.0,0.0,0.0,0.0,1345.428,15303.0,52803.0,0.0,0.0,0.0,40.345,459.0,1583.0,8675.072,98668.0,340464.0
2020-11-01,16806.363,191465.0,570072.0,0.0,0.0,0.0,1195.518,13620.0,40552.0,0.0,0.0,0.0,111.999,1276.0,3799.0,7552.12,86037.0,256168.0
2020-12-01,17747.781,201993.0,619980.0,0.0,0.0,0.0,1402.75,15965.0,49002.0,0.0,0.0,0.0,225.639,2568.0,7882.0,7645.83,87020.0,267090.0
2021-01-01,17798.732,202439.0,616044.0,0.0,0.0,0.0,1705.811,19401.0,59041.0,0.0,0.0,0.0,255.717,2908.0,8851.0,6576.74,74802.0,227632.0
2021-02-01,14192.098,161650.0,512328.0,0.0,0.0,0.0,1025.831,11684.0,37032.0,0.0,0.0,0.0,0.0,0.0,0.0,7092.071,80780.0,256020.0
2021-03-01,16639.054,189516.0,571800.0,0.0,0.0,0.0,1537.41,17511.0,52833.0,0.0,0.0,0.0,157.975,1799.0,5429.0,7816.561,89030.0,268616.0
2021-04-01,16122.209,183522.0,562368.0,0.0,0.0,0.0,1392.024,15846.0,48556.0,0.0,0.0,0.0,117.225,1334.0,4089.0,7712.542,87793.0,269026.0
2021-05-01,17246.989,196347.0,573144.0,0.0,0.0,0.0,1529.691,17415.0,50834.0,0.0,0.0,0.0,532.675,6064.0,17702.0,7399.645,84241.0,245902.0
2021-06-01,15711.256,178985.0,524748.0,0.0,0.0,0.0,1288.702,14681.0,43042.0,0.0,0.0,0.0,166.014,1891.0,5545.0,8178.028,93166.0,273142.0
2021-07-01,17607.761,200531.0,567612.0,0.0,0.0,0.0,1376.547,15677.0,44375.0,0.0,0.0,0.0,170.385,1940.0,5493.0,9563.307,108914.0,308287.0
2021-08-01,15325.948,174609.0,509412.0,0.0,0.0,0.0,541.059,6164.0,17984.0,0.0,0.0,0.0,183.221,2087.0,6090.0,7608.772,86687.0,252904.0
2021-09-01,14473.953,167701.0,541824.0,0.0,0.0,0.0,313.348,3631.0,11730.0,0.0,0.0,0.0,224.66,2603.0,8410.0,9756.039,113037.0,365212.0
2021-10-01,12541.716,142810.0,425340.0,0.0,0.0,0.0,329.362,3750.0,11170.0,0.0,0.0,0.0,317.756,3618.0,10776.0,6281.166,71522.0,213020.0
2021-11-01,3345.258,38054.0,83952.0,0.0,0.0,0.0,430.55,4898.0,10805.0,0.0,0.0,0.0,353.374,4020.0,8868.0,1414.818,16094.0,35506.0
2021-12-01,14131.16,160801.0,483168.0,0.0,0.0,0.0,1123.11,12780.0,38401.0,0.0,0.0,0.0,369.628,4206.0,12638.0,5654.102,64339.0,193323.0
2022-01-01,8748.166,99510.0,281976.0,0.0,0.0,0.0,579.631,6593.0,18683.0,0.0,0.0,0.0,516.434,5874.0,16646.0,4408.769,50149.0,142106.0
2022-02-01,9649.913,163321.0,340032.0,0.0,0.0,0.0,195.222,3304.0,6879.0,0.0,0.0,0.0,143.038,2421.0,5040.0,5426.827,91847.0,191224.0
2022-03-01,14690.858,186644.0,529872.0,0.0,0.0,0.0,410.279,5213.0,14798.0,0.0,0.0,0.0,74.614,948.0,2691.0,6290.249,79916.0,226878.0
2022-04-01,14412.757,169489.0,492672.0,0.0,0.0,0.0,293.567,3452.0,10035.0,0.0,0.0,0.0,172.22,2025.0,5887.0,7056.456,82981.0,241211.0
2022-05-01,14568.095,165950.0,543996.0,0.0,0.0,0.0,264.022,3008.0,9859.0,0.0,0.0,0.0,7.611,87.0,284.0,7256.272,82659.0,270961.0
2022-06-01,12723.721,166582.0,470808.0,0.0,0.0,0.0,216.067,2829.0,7995.0,0.0,0.0,0.0,52.197,683.0,1931.0,6322.015,82769.0,233930.0
2022-07-01,15575.163,194308.0,528468.0,0.0,0.0,0.0,133.775,1669.0,4539.0,0.0,0.0,0.0,60.683,757.0,2059.0,8376.379,104500.0,284212.0
2022-08-01,13628.881,156438.0,465432.0,0.0,0.0,0.0,120.555,1384.0,4117.0,0.0,0.0,0.0,127.547,1464.0,4356.0,8197.017,94089.0,279932.0
2022-09-01,13272.929,190926.0,468108.0,0.0,0.0,0.0,289.64,4166.0,10215.0,0.0,0.0,0.0,7.401,106.0,261.0,7675.03,110402.0,270682.0
2022-10-01,10468.614,119298.0,327576.0,0.0,0.0,0.0,99.101,1129.0,3101.0,0.0,0.0,0.0,118.998,1356.0,3724.0,5517.287,62874.0,172643.0
2022-11-01,11636.664,132605.0,352452.0,0.0,0.0,0.0,169.043,1926.0,5120.0,0.0,0.0,0.0,160.089,1824.0,4849.0,7034.204,80158.0,213052.0
2022-12-01,10504.532,179042.0,372936.0,0.0,0.0,0.0,180.579,3078.0,6411.0,0.0,0.0,0.0,137.884,2350.0,4895.0,6190.005,105504.0,219760.0
2023-01-01,9265.374,109735.0,357455.0,0.0,0.0,0.0,65.703,778.0,2535.0,0.0,0.0,0.0,25.558,303.0,986.0,4406.385,52187.0,169997.0
2023-02-01,9094.281,107708.0,355680.0,0.0,0.0,0.0,629.086,7451.0,24604.0,0.0,0.0,0.0,90.462,1071.0,3538.0,3682.227,43611.0,144013.0
2023-03-01,14452.662,171170.0,588476.0,0.0,0.0,0.0,554.237,6564.0,22567.0,0.0,0.0,0.0,5.698,67.0,232.0,8043.246,95260.0,327501.0
2023-04-01,13296.457,157477.0,537564.0,0.0,0.0,0.0,766.026,9072.0,30970.0,0.0,0.0,0.0,0.861,10.0,35.0,10238.008,121254.0,413914.0
2023-05-01,5714.324,67678.0,179780.0,0.0,0.0,0.0,76.28,903.0,2400.0,0.0,0.0,0.0,46.273,548.0,1456.0,8302.58,98332.0,261210.0
2023-06-01,12294.649,145612.0,438832.0,0.0,0.0,0.0,555.309,6577.0,19821.0,0.0,0.0,0.0,9.912,117.0,354.0,9169.412,108598.0,327283.0
2023-07-01,12427.04,147180.0,426333.0,0.0,0.0,0.0,473.299,5606.0,16237.0,0.0,0.0,0.0,96.704,1145.0,3318.0,10684.915,126547.0,366566.0
2023-08-01,13276.819,157244.0,472695.0,0.0,0.0,0.0,262.335,3107.0,9340.0,0.0,0.0,0.0,258.534,3062.0,9205.0,11200.842,132657.0,398784.0
2023-09-01,2023.005,23960.0,65810.0,0.0,0.0,0.0,732.171,8671.0,23818.0,0.0,0.0,0.0,398.308,4717.0,12957.0,9827.851,116396.0,319706.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1033.951,12246.0,27431.0,0.0,0.0,0.0,0.0,0.0,0.0,3465.055,41038.0,91930.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1003.167,11881.0,30489.0,0.0,0.0,0.0,0.0,0.0,0.0,1358.211,16086.0,41280.0
2023-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
