measured_on,"Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Waste/Other Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Waste/Other Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Waste/Other Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Liquids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2013-07-01,19907.718,100968.0,1213030.0,,,,,,,4068.636,20635.0,247913.0,,,,,,,0.0,0.0,0.0,1.444,7.0,88.0,827.202,4195.0,50404.0
2013-08-01,21309.602,108078.0,1340950.0,,,,,,,2393.304,12138.0,150604.0,,,,,,,0.0,0.0,0.0,1.526,8.0,96.0,1057.568,5364.0,66550.0
2013-09-01,19819.776,100522.0,1245621.0,,,,,,,2695.172,13669.0,169385.0,,,,,,,0.0,0.0,0.0,2.673,14.0,168.0,1489.379,7554.0,93604.0
2013-10-01,23488.859,119131.0,1333423.0,,,,,,,2479.966,12578.0,140783.0,,,,,,,0.0,0.0,0.0,0.141,1.0,8.0,1829.034,9277.0,103831.0
2013-11-01,23432.958,118848.0,1324297.0,,,,,,,1743.048,8840.0,98507.0,,,,,,,0.0,0.0,0.0,5.096,26.0,288.0,2643.898,13409.0,149418.0
2013-12-01,20067.104,101777.0,1344148.0,,,,,,,3097.351,15709.0,207469.0,,,,,,,0.0,0.0,0.0,9.913,50.0,664.0,2039.632,10345.0,136620.0
2014-01-01,14583.38,73964.0,923862.0,,,,,,,3354.922,17016.0,212535.0,,,,,,,0.0,0.0,0.0,0.126,1.0,8.0,4059.572,20589.0,257175.0
2014-02-01,19752.769,100182.0,1184014.0,,,,,,,2717.683,13784.0,162902.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4133.548,20965.0,247772.0
2014-03-01,18112.866,91865.0,1334389.0,,,,,,,2219.707,11258.0,163528.0,,,,,,,0.0,0.0,0.0,0.109,1.0,8.0,3465.318,17575.0,255293.0
2014-04-01,20111.649,102003.0,1229249.0,,,,,,,1637.728,8306.0,100100.0,,,,,,,0.0,0.0,0.0,0.131,1.0,8.0,4781.492,24251.0,292251.0
2014-05-01,19217.16,97466.0,1274460.0,,,,,,,1434.62,7276.0,95142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5721.22,29017.0,379425.0
2014-06-01,18414.29,93394.0,1145983.0,,,,,,,1163.741,5902.0,72424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4443.969,22539.0,276563.0
2014-07-01,19463.509,98715.0,1230229.0,,,,,,,1347.969,6837.0,85201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4384.522,22237.0,277132.0
2014-08-01,19892.954,100893.0,1282569.0,,,,,,,1130.42,5733.0,72882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4022.626,20402.0,259353.0
2014-09-01,16719.617,84799.0,1125362.0,,,,,,,1509.137,7654.0,101577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3526.246,17884.0,237344.0
2014-10-01,17271.072,87596.0,1159598.0,,,,,,,1427.413,7240.0,95838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4057.515,20579.0,272426.0
2014-11-01,16842.144,85420.0,1055203.0,,,,,,,2577.818,13074.0,161507.0,4.597,23.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6046.441,30666.0,378825.0
2014-12-01,17677.427,89657.0,1063126.0,,,,,,,2864.48,14528.0,172271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7172.093,36376.0,431332.0
2015-01-01,18509.064,93875.0,1174206.0,,,,,,,2315.117,11742.0,146870.0,0.0,0.0,0.0,,,,,,,,,,7040.819,35710.0,446666.0
2015-02-01,13262.391,67264.0,987288.0,,,,,,,2395.784,12151.0,178349.0,0.0,0.0,0.0,,,,,,,,,,4256.825,21590.0,316890.0
2015-03-01,15997.588,81137.0,1063052.0,,,,,,,2361.5,11977.0,156924.0,0.0,0.0,0.0,,,,,,,,,,5936.912,30111.0,394512.0
2015-04-01,17825.986,90410.0,1111933.0,,,,,,,1395.996,7080.0,87078.0,0.0,0.0,0.0,,,,,,,,,,5418.018,27479.0,337960.0
2015-05-01,21586.116,109481.0,1210972.0,,,,,,,1588.154,8055.0,89095.0,0.0,0.0,0.0,,,,,,,,,,5427.73,27528.0,304493.0
2015-06-01,19341.484,98096.0,1155134.0,,,,,,,1823.247,9247.0,108890.0,0.0,0.0,0.0,,,,,,,,,,4263.269,21623.0,254616.0
2015-07-01,19972.648,101298.0,1164757.0,,,,,,,1539.592,7809.0,89785.0,0.0,0.0,0.0,,,,,,,,,,5047.76,25601.0,294373.0
2015-08-01,15502.05,78624.0,946814.0,,,,,,,1810.222,9181.0,110562.0,0.0,0.0,0.0,,,,,,,,,,3778.728,19165.0,230792.0
2015-09-01,17671.07,89624.0,934749.0,,,,,,,2613.588,13256.0,138251.0,0.0,0.0,0.0,,,,,,,,,,4001.342,20294.0,211660.0
2015-10-01,22567.486,114458.0,1198026.0,,,,,,,1361.476,6905.0,72276.0,0.0,0.0,0.0,,,,,,,,,,6104.038,30959.0,324041.0
2015-11-01,19583.615,99324.0,1079122.0,,,,,,,2644.838,13414.0,145739.0,0.0,0.0,0.0,,,,,,,,,,6227.547,31585.0,343159.0
2015-12-01,12160.4,61675.0,806942.0,,,,,,,3314.894,16813.0,219970.0,0.0,0.0,0.0,,,,,,,,,,4250.706,21559.0,282069.0
2016-01-01,18089.748,102870.0,1151551.0,,,,,,,4872.039,27706.0,310143.0,0.0,0.0,0.0,,,,,,,,,,3958.213,22509.0,251971.0
2016-02-01,20668.419,117534.0,1234333.0,,,,,,,1884.985,10719.0,112573.0,0.0,0.0,0.0,,,,,,,,,,4781.596,27191.0,285560.0
2016-03-01,19631.839,111640.0,1223520.0,,,,,,,2735.881,15558.0,170509.0,0.0,0.0,0.0,,,,,,,,,,5167.28,29385.0,322042.0
2016-04-01,12546.803,71349.0,1015585.0,,,,,,,2423.844,13784.0,196195.0,0.0,0.0,0.0,,,,,,,,,,3165.353,18000.0,256215.0
2016-05-01,18584.08,105681.0,1192074.0,,,,,,,2685.769,15273.0,172278.0,0.0,0.0,0.0,,,,,,,,,,3881.151,22071.0,248956.0
2016-06-01,18910.76,107539.0,1087852.0,,,,,,,2671.09,15190.0,153656.0,0.0,0.0,0.0,,,,,,,,,,3737.15,21252.0,214982.0
2016-07-01,18018.243,102464.0,1142486.0,,,,,,,1834.327,10431.0,116310.0,0.0,0.0,0.0,,,,,,,,,,3604.43,20497.0,228547.0
2016-08-01,12795.049,72761.0,1166183.0,,,,,,,1213.398,6900.0,110593.0,0.0,0.0,0.0,,,,,,,,,,2128.553,12104.0,194003.0
2016-09-01,20399.713,116006.0,1129169.0,,,,,,,1733.688,9859.0,95963.0,0.0,0.0,0.0,,,,,,,,,,5015.599,28522.0,277624.0
2016-10-01,17608.777,100135.0,1124841.0,,,,,,,1861.271,10584.0,118897.0,0.0,0.0,0.0,,,,,,,,,,5104.952,29030.0,326102.0
2016-11-01,20176.233,114736.0,1130806.0,,,,,,,2082.577,11843.0,116721.0,0.0,0.0,0.0,,,,,,,,,,5661.19,32193.0,317289.0
2016-12-01,19972.979,113580.0,1152952.0,,,,,,,3206.72,18236.0,185110.0,0.0,0.0,0.0,,,,,,,,,,6344.301,36078.0,366229.0
2017-01-01,15407.509,87617.0,1200270.0,,,,,,,3960.937,22525.0,308564.0,,,,,,,,,,,,,1953.554,11109.0,152185.0
2017-02-01,19610.587,111519.0,1083748.0,,,,,,,3524.95,20045.0,194801.0,,,,,,,,,,,,,5567.463,31660.0,307677.0
2017-03-01,16900.984,96110.0,1182997.0,,,,,,,2410.274,13706.0,168709.0,,,,,,,,,,,,,4837.742,27511.0,338621.0
2017-04-01,8221.753,46754.0,984672.0,,,,,,,1198.843,6817.0,143578.0,,,,,,,,,,,,,2259.404,12848.0,270596.0
2017-05-01,15290.142,86950.0,1151253.0,,,,,,,1570.575,8931.0,118255.0,,,,,,,,,,,,,4418.283,25125.0,332669.0
2017-06-01,14949.988,85016.0,1076890.0,,,,,,,1494.758,8500.0,107672.0,,,,,,,,,,,,,3663.254,20832.0,263875.0
2017-07-01,21180.772,120448.0,1107841.0,,,,,,,1966.5,11183.0,102856.0,,,,,,,,,,,,,5508.728,31326.0,288129.0
2017-08-01,11786.952,67028.0,981262.0,,,,,,,2345.181,13336.0,195236.0,,,,,,,,,,,,,2154.867,12254.0,179392.0
2017-09-01,16145.684,91815.0,1106948.0,,,,,,,2459.883,13989.0,168650.0,,,,,,,,,,,,,2814.433,16005.0,192957.0
2017-10-01,11028.512,62715.0,901158.0,,,,,,,4019.09,22855.0,328406.0,,,,,,,,,,,,,1991.398,11324.0,162720.0
2017-11-01,17761.88,101006.0,1040707.0,,,,,,,4684.176,26637.0,274456.0,,,,,,,,,,,,,3633.944,20665.0,212921.0
2017-12-01,20980.211,119307.0,1169208.0,,,,,,,4151.875,23610.0,231380.0,,,,,,,,,,,,,5464.914,31077.0,304555.0
2018-01-01,17908.064,101837.0,1064007.0,,,,,,,5033.315,28623.0,299054.0,,,,,,,,,,,,,4657.621,26486.0,276732.0
2018-02-01,17319.604,98491.0,982489.0,,,,,,,3829.928,21780.0,217260.0,,,,,,,,,,,,,4453.468,25325.0,252632.0
2018-03-01,19305.891,109786.0,1081987.0,,,,,,,3956.703,22500.0,221751.0,,,,,,,,,,,,,5751.406,32706.0,322334.0
2018-04-01,17511.176,99580.0,1027613.0,,,,,,,2915.396,16579.0,171085.0,,,,,,,,,,,,,5089.428,28942.0,298664.0
2018-05-01,8926.482,50762.0,812746.0,,,,,,,1764.332,10033.0,160640.0,,,,,,,,,,,,,3499.186,19899.0,318597.0
2018-06-01,9901.951,56309.0,1031221.0,,,,,,,924.494,5257.0,96280.0,,,,,,,,,,,,,1792.555,10194.0,186682.0
2018-07-01,16415.604,93350.0,1017618.0,,,,,,,541.246,3078.0,33552.0,,,,,,,,,,,,,2495.15,14189.0,154677.0
2018-08-01,19768.397,112416.0,1057559.0,,,,,,,2047.677,11644.0,109545.0,,,,,,,,,,,,,5190.926,29519.0,277701.0
2018-09-01,17525.346,99661.0,898628.0,,,,,,,2033.503,11564.0,104270.0,,,,,,,,,,,,,4158.151,23646.0,213213.0
2018-10-01,12745.283,72478.0,959314.0,,,,,,,1858.803,10570.0,139909.0,,,,,,,,,,,,,4010.914,22809.0,301894.0
2018-11-01,13899.507,79042.0,1089923.0,,,,,,,764.179,4346.0,59923.0,,,,,,,,,,,,,4909.314,27918.0,384961.0
2018-12-01,15355.733,87323.0,1161954.0,,,,,,,1124.658,6396.0,85102.0,,,,,,,,,,,,,4698.609,26719.0,355539.0
2019-01-01,8793.554,50006.0,1079482.0,,,,,,,1745.259,9925.0,214245.0,,,,,,,,,,,,,2593.187,14747.0,318335.0
2019-02-01,6714.023,38180.0,935146.0,,,,,,,1538.786,8751.0,214326.0,,,,,,,,,,,,,2305.191,13109.0,321073.0
2019-03-01,8848.632,50319.0,930893.0,,,,,,,1403.431,7981.0,147644.0,,,,,,,,,,,,,3594.937,20443.0,378194.0
2019-04-01,11018.118,62656.0,974702.0,,,,,,,2325.837,13226.0,205752.0,,,,,,,,,,,,,3495.045,19875.0,309184.0
2019-05-01,11811.173,67166.0,802503.0,,,,,,,2628.216,14946.0,178573.0,,,,,,,,,,,,,4669.611,26555.0,317274.0
2019-06-01,14086.765,80107.0,854645.0,,,,,,,3313.995,18846.0,201060.0,,,,,,,,,,,,,4523.24,25722.0,274425.0
2019-07-01,12329.606,70114.0,966258.0,,,,,,,3179.01,18078.0,249135.0,,,,,,,,,,,,,2461.384,13997.0,192896.0
2019-08-01,15948.183,90692.0,925090.0,,,,,,,4304.941,24481.0,249712.0,,,,,,,,,,,,,5214.876,29655.0,302494.0
2019-09-01,16003.064,91004.0,932678.0,,,,,,,3372.834,19180.0,196573.0,,,,,,,,,,,,,4969.102,28258.0,289605.0
2019-10-01,11114.689,63206.0,963368.0,,,,,,,3370.288,19166.0,292121.0,,,,,,,,,,,,,3425.023,19477.0,296865.0
2019-11-01,16723.868,95103.0,981026.0,,,,,,,3757.192,21366.0,220398.0,,,,,,,,,,,,,4994.94,28405.0,293004.0
2019-12-01,8942.242,50852.0,982601.0,,,,,,,1944.054,11055.0,213619.0,,,,,,,,,,,,,3542.704,20146.0,389283.0
2020-01-01,10674.557,60703.0,983283.0,,,,,,,3219.917,18311.0,296601.0,,,,,,,,,,,,,3641.526,20708.0,335438.0
2020-02-01,9831.936,55911.0,837719.0,,,,,,,3077.859,17503.0,262246.0,,,,,,,,,,,,,3717.205,21139.0,316720.0
2020-03-01,14849.027,84441.0,1011567.0,,,,,,,4689.802,26669.0,319486.0,,,,,,,,,,,,,4328.171,24613.0,294850.0
2020-04-01,13137.592,74709.0,919497.0,,,,,,,5076.602,28869.0,355310.0,,,,,,,,,,,,,2610.806,14847.0,182730.0
2020-05-01,13098.582,74487.0,981596.0,,,,,,,3197.263,18182.0,239600.0,,,,,,,,,,,,,3912.155,22247.0,293174.0
2020-06-01,11052.745,62853.0,820843.0,,,,,,,3015.41,17148.0,223942.0,,,,,,,,,,,,,3825.845,21756.0,284130.0
2020-07-01,10437.477,59354.0,989681.0,,,,,,,2791.657,15875.0,264705.0,,,,,,,,,,,,,2196.866,12493.0,208307.0
2020-08-01,16365.786,93067.0,1000333.0,,,,,,,3873.841,22029.0,236782.0,,,,,,,,,,,,,3703.373,21060.0,226363.0
2020-09-01,16061.355,91336.0,917129.0,,,,,,,4522.294,25717.0,258230.0,,,,,,,,,,,,,4655.351,26473.0,265828.0
2020-10-01,14766.931,83975.0,985279.0,,,,,,,4749.672,27010.0,316908.0,,,,,,,,,,,,,4752.397,27025.0,317089.0
2020-11-01,15233.195,86626.0,997580.0,,,,,,,5349.598,30421.0,350330.0,,,,,,,,,,,,,3695.207,21013.0,241989.0
2020-12-01,7641.214,43453.0,922696.0,,,,,,,3183.807,18105.0,384453.0,,,,,,,,,,,,,2210.979,12573.0,266981.0
2021-01-01,11653.446,66269.0,1001424.0,,,,,,,4840.812,27528.0,415989.0,,,,,,,,,,,,,3020.742,17178.0,259584.0
2021-02-01,11988.5,68175.0,940106.0,,,,,,,4187.85,23815.0,328400.0,,,,,,,,,,,,,5440.65,30939.0,426641.0
2021-03-01,10894.65,61954.0,978868.0,,,,,,,3532.553,20088.0,317395.0,,,,,,,,,,,,,3306.797,18805.0,297111.0
2021-04-01,16457.291,93587.0,1015176.0,,,,,,,4416.053,25113.0,272406.0,,,,,,,,,,,,,4496.656,25571.0,277378.0
2021-05-01,16844.953,95792.0,1060584.0,,,,,,,4087.689,23245.0,257367.0,,,,,,,,,,,,,4252.358,24182.0,267735.0
2021-06-01,9284.489,52798.0,812609.0,,,,,,,3685.928,20961.0,322605.0,,,,,,,,,,,,,2093.583,11906.0,183237.0
2021-07-01,12188.162,69310.0,1058700.0,,,,,,,3137.315,17841.0,272516.0,,,,,,,,,,,,,1198.523,6816.0,104107.0
2021-08-01,17850.139,101508.0,975843.0,,,,,,,4783.154,27200.0,261489.0,,,,,,,,,,,,,3961.707,22529.0,216581.0
2021-09-01,17273.74,98230.0,963430.0,,,,,,,3907.608,22221.0,217944.0,,,,,,,,,,,,,5127.652,29159.0,285991.0
2021-10-01,11794.692,67072.0,730310.0,,,,,,,3564.274,20269.0,220695.0,,,,,,,,,,,,,5127.034,29156.0,317459.0
2021-11-01,14057.073,79938.0,900277.0,,,,,,,5737.449,32627.0,367452.0,,,,,,,,,,,,,4344.478,24706.0,278240.0
2021-12-01,5643.412,32092.0,903762.0,,,,,,,2653.174,15088.0,424891.0,,,,,,,,,,,,,1764.414,10034.0,282561.0
2022-01-01,9041.249,51415.0,875576.0,,,,,,,4228.512,24046.0,409499.0,,,,,,,,,,,,,2803.239,15941.0,271472.0
2022-02-01,12075.916,68672.0,841191.0,,,,,,,4713.988,26807.0,328370.0,,,,,,,,,,,,,4168.096,23703.0,290344.0
2022-03-01,12345.573,70205.0,905002.0,,,,,,,4384.234,24932.0,321390.0,,,,,,,,,,,,,3547.193,20172.0,260030.0
2022-04-01,13432.391,76386.0,950150.0,,,,,,,4865.714,27670.0,344180.0,,,,,,,,,,,,,3905.895,22212.0,276286.0
2022-05-01,10313.058,58647.0,1003371.0,,,,,,,3183.476,18103.0,309725.0,,,,,,,,,,,,,2526.466,14367.0,245803.0
2022-06-01,6626.948,37685.0,763022.0,,,,,,,2746.721,15620.0,316255.0,,,,,,,,,,,,,2516.331,14310.0,289728.0
2022-07-01,9862.571,56085.0,938296.0,,,,,,,3045.301,17318.0,289721.0,,,,,,,,,,,,,2036.128,11579.0,193711.0
2022-08-01,12881.23,73251.0,924184.0,,,,,,,4230.745,24059.0,303542.0,,,,,,,,,,,,,3328.025,18925.0,238775.0
2022-09-01,13550.002,77054.0,868198.0,,,,,,,3929.984,22349.0,251808.0,,,,,,,,,,,,,4601.014,26164.0,294804.0
2022-10-01,12113.68,68886.0,769011.0,,,,,,,2975.805,16922.0,188913.0,,,,,,,,,,,,,4622.515,26287.0,293450.0
2022-11-01,7383.837,41989.0,577790.0,,,,,,,5318.438,30244.0,416172.0,,,,,,,,,,,,,2520.725,14335.0,197249.0
2022-12-01,10453.851,59448.0,747311.0,,,,,,,4569.343,25984.0,326647.0,,,,,,,,,,,,,4028.806,22910.0,288006.0
2023-01-01,3246.822,18464.0,741111.0,,,,,,,566.896,3224.0,129398.0,,,,,,,,,,,,,1676.282,9532.0,382624.0
2023-02-01,3660.014,20813.0,503564.0,,,,,,,1605.117,9128.0,220841.0,,,,,,,,,,,,,1949.869,11088.0,268273.0
2023-03-01,12304.703,69973.0,660275.0,,,,,,,1483.953,8439.0,79629.0,,,,,,,,,,,,,5323.344,30272.0,285653.0
2023-04-01,5779.748,32868.0,548911.0,,,,,,,2996.925,17043.0,284622.0,,,,,,,,,,,,,2960.327,16834.0,281146.0
2023-05-01,6348.312,36101.0,590860.0,,,,,,,2770.691,15756.0,257878.0,,,,,,,,,,,,,3546.997,20171.0,330132.0
2023-06-01,7071.473,40213.0,562179.0,,,,,,,3890.902,22126.0,309325.0,,,,,,,,,,,,,3087.625,17558.0,245465.0
2023-07-01,9078.624,51627.0,796576.0,,,,,,,3028.955,17225.0,265766.0,,,,,,,,,,,,,2289.421,13019.0,200878.0
2023-08-01,10973.887,62405.0,728041.0,,,,,,,3594.717,20442.0,238485.0,,,,,,,,,,,,,4730.396,26900.0,313829.0
2023-09-01,12448.231,70789.0,926342.0,,,,,,,3873.299,22026.0,288234.0,,,,,,,,,,,,,3976.47,22613.0,295911.0
2023-10-01,10670.384,60679.0,970052.0,,,,,,,3125.466,17773.0,284138.0,,,,,,,,,,,,,3402.15,19347.0,309292.0
2023-11-01,11114.979,63207.0,938742.0,,,,,,,3380.815,19226.0,285535.0,,,,,,,,,,,,,3494.206,19870.0,295111.0
2023-12-01,7122.64,40504.0,970052.0,,,,,,,3165.227,18000.0,431081.0,,,,,,,,,,,,,1113.133,6330.0,151601.0
2024-01-01,12039.576,68465.0,860262.0,,,,,,,4895.853,27841.0,349823.0,,,,,,,,,,,,,3599.571,20470.0,257200.0
2024-02-01,23747.849,135046.0,3417700.0,,,,,,,684.151,3891.0,98460.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-03-01,7551.934,42945.0,946331.0,,,,,,,2154.066,12249.0,269925.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-04-01,26068.484,148243.0,3381195.0,,,,,,,849.516,4831.0,110186.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-05-01,23311.058,132562.0,1551079.0,,,,,,,2738.942,15575.0,182245.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-06-01,10121.961,57560.0,3163166.0,,,,,,,187.039,1064.0,58451.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-07-01,14378.518,81766.0,723577.0,,,,,,,6580.482,37421.0,331153.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-08-01,16080.056,91442.0,422964.0,,,,,,,10675.944,60711.0,280816.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-09-01,20784.254,118193.0,2276194.0,,,,,,,1152.746,6555.0,126243.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-10-01,3849.78,21892.0,881528.0,,,,,,,368.22,2094.0,84316.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-11-01,20836.053,118488.0,1195868.0,,,,,,,5111.947,29070.0,293396.0,,,,,,,,,,,,,0.0,0.0,0.0
2024-12-01,16896.507,96085.0,2874407.0,,,,,,,751.493,4273.0,127843.0,,,,,,,,,,,,,0.0,0.0,0.0
