measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Generation","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Quantity Consumed For Electricity","Petroleum Coke - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Petroleum Coke - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,7.443,62.0,104.0,0.0,0.0,0.0,,,,34233.557,285204.0,476504.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,719.435,6005.0,11622.0,0.0,0.0,0.0,,,,31915.565,266397.0,515596.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1499.116,12514.0,28465.0,0.0,0.0,0.0,,,,26036.884,217346.0,494390.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1996.22,16665.0,32872.0,0.0,0.0,0.0,,,,28835.78,240724.0,474846.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,576.367,4815.0,9866.0,0.0,0.0,0.0,,,,33203.633,277381.0,568358.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,308.183,2571.0,5850.0,0.0,0.0,0.0,,,,26673.817,222559.0,506344.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,20.1,167.0,313.0,0.0,0.0,0.0,,,,30461.9,253050.0,474664.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,411.76,3416.0,8859.0,0.0,0.0,0.0,,,,19462.24,161484.0,418706.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,174.854,1445.0,2845.0,0.0,0.0,0.0,,,,32644.146,269786.0,531117.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,17.673,146.0,276.0,0.0,0.0,0.0,,,,28225.327,233305.0,441439.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,255.326,2108.0,4185.0,0.0,0.0,0.0,,,,28541.674,235623.0,467784.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.75,6.0,11.0,0.0,0.0,0.0,,,,34131.25,281600.0,520077.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1.279,11.0,21.0,0.0,0.0,0.0,,,,34114.721,281402.0,553124.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,522.707,4321.0,8469.0,0.0,0.0,0.0,,,,31832.293,263149.0,515729.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,123.131,1022.0,1913.0,0.0,0.0,0.0,,,,25997.869,215849.0,403817.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.708,6.0,10.0,0.0,0.0,0.0,,,,33015.292,273450.0,485740.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,181.625,1510.0,2780.0,0.0,0.0,0.0,,,,30359.375,252343.0,464665.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,31.919,268.0,594.0,0.0,0.0,0.0,,,,28927.081,242814.0,538314.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,186.768,1567.0,3427.0,0.0,0.0,0.0,,,,24382.232,204526.0,447389.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,68.137,570.0,1166.0,0.0,0.0,0.0,,,,29759.863,248762.0,509268.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,260.393,2158.0,4364.0,0.0,0.0,0.0,,,,26683.607,221173.0,447198.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,211.449,1762.0,3668.0,0.0,0.0,0.0,,,,26384.551,219848.0,457692.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,186.68,1555.0,2884.0,0.0,0.0,0.0,,,,32759.32,272932.0,506094.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,133.369,1114.0,2442.0,0.0,0.0,0.0,,,,32604.631,272342.0,596995.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,111.407,930.0,1732.0,0.0,0.0,0.0,,,,30646.593,255939.0,476450.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,10.274,87.0,164.0,0.0,0.0,0.0,,,,31048.726,262234.0,495622.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,173.53,1448.0,2985.0,0.0,0.0,0.0,,,,27685.47,231064.0,476236.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,38.396,321.0,632.0,0.0,0.0,0.0,,,,33957.604,284023.0,558941.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,155.512,1300.0,3322.0,0.0,0.0,0.0,,,,28954.488,242069.0,618444.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,370.758,3084.0,6924.0,0.0,0.0,0.0,,,,28602.242,237927.0,534193.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,186.405,1553.0,3207.0,0.0,0.0,0.0,,,,28334.595,236046.0,487544.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,34.315,288.0,538.0,0.0,0.0,0.0,,,,12174.685,102026.0,190765.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,367.127,3068.0,6345.0,0.0,0.0,0.0,,,,27664.873,231174.0,478150.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,197.164,1615.0,4098.0,0.0,0.0,0.0,,,,26979.836,221002.0,560772.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,52.887,442.0,904.0,0.0,0.0,0.0,,,,34045.113,284839.0,581999.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,14.833,124.0,249.0,0.0,0.0,0.0,,,,34154.167,285011.0,573613.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,7.525,63.0,134.0,0.0,0.0,0.0,,,,33079.475,276790.0,588631.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,104.939,875.0,1817.0,0.0,0.0,0.0,,,,24391.061,203434.0,422212.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,50.745,425.0,912.0,0.0,0.0,0.0,,,,32120.255,269014.0,577525.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,49.833,411.0,889.0,0.0,0.0,0.0,,,,30958.167,255520.0,551991.0
