measured_on,Anthracite Coal Generation,Anthracite Coal Quantity Consumed For Electricity,Anthracite Coal Total Fuel Consumed,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2019-06-01,,,,3898.958,18477.0,322780.0,0.0,0.0,0.0,1410.042,6682.0,116732.0,0.0,0.0,0.0
2019-07-01,,,,5407.344,25625.0,352260.0,0.0,0.0,0.0,1914.656,9073.0,124730.0,0.0,0.0,0.0
2019-08-01,,,,5415.984,25666.0,366446.0,0.0,0.0,0.0,1742.016,8255.0,117865.0,0.0,0.0,0.0
2019-09-01,,,,2971.934,14084.0,226432.0,0.0,0.0,0.0,1614.066,7649.0,122976.0,0.0,0.0,0.0
2019-10-01,,,,5411.375,25644.0,373928.0,0.0,0.0,0.0,2087.625,9893.0,144256.0,0.0,0.0,0.0
2019-11-01,,,,5887.64,27901.0,337800.0,0.0,0.0,0.0,2859.36,13550.0,164054.0,0.0,0.0,0.0
2019-12-01,,,,5537.559,26242.0,319714.0,0.0,0.0,0.0,3681.441,17446.0,212550.0,0.0,0.0,0.0
2020-01-01,,,,5592.411,26502.0,364547.0,0.0,0.0,0.0,2640.589,12513.0,172129.0,0.0,0.0,0.0
2020-02-01,,,,5223.666,24754.0,328728.0,0.0,0.0,0.0,2750.334,13034.0,173080.0,0.0,0.0,0.0
2020-03-01,,,,5189.134,24591.0,330467.0,0.0,0.0,0.0,2996.866,14202.0,190854.0,0.0,0.0,0.0
2020-04-01,,,,5056.252,23961.0,327630.0,0.0,0.0,0.0,2427.748,11505.0,157311.0,0.0,0.0,0.0
2020-05-01,,,,2436.406,11546.0,302336.0,0.0,0.0,0.0,1102.594,5225.0,136822.0,0.0,0.0,0.0
2020-06-01,,,,970.474,4599.0,344367.0,0.0,0.0,0.0,194.526,922.0,69026.0,0.0,0.0,0.0
2020-07-01,,,,2600.397,12323.0,348359.0,0.0,0.0,0.0,589.603,2794.0,78986.0,0.0,0.0,0.0
2020-08-01,,,,2639.446,12508.0,361927.0,0.0,0.0,0.0,531.554,2519.0,72888.0,0.0,0.0,0.0
2020-09-01,,,,3263.86,15467.0,260809.0,0.0,0.0,0.0,1674.14,7934.0,133777.0,0.0,0.0,0.0
2020-10-01,,,,5400.946,25594.0,333991.0,0.0,0.0,0.0,2010.054,9525.0,124300.0,0.0,0.0,0.0
2020-11-01,,,,5601.493,26545.0,337903.0,0.0,0.0,0.0,2363.507,11200.0,142576.0,0.0,0.0,0.0
2020-12-01,,,,6370.814,30191.0,377600.0,0.0,0.0,0.0,2451.186,11616.0,145283.0,0.0,0.0,0.0
2021-01-01,,,,6174.506,29260.0,465689.0,0.0,0.0,0.0,2048.494,9708.0,154500.0,0.0,0.0,0.0
2021-02-01,,,,6191.029,29339.0,463644.0,0.0,0.0,0.0,1782.971,8449.0,133526.0,0.0,0.0,0.0
2021-03-01,,,,11937.704,56571.0,419332.0,0.0,0.0,0.0,3628.296,17194.0,127450.0,0.0,0.0,0.0
2021-04-01,,,,4554.352,21583.0,249732.0,0.0,0.0,0.0,2332.648,11054.0,127908.0,0.0,0.0,0.0
2021-05-01,,,,5417.625,25674.0,510786.0,0.0,0.0,0.0,1109.375,5257.0,104594.0,0.0,0.0,0.0
2021-06-01,,,,4424.256,20966.0,479220.0,0.0,0.0,0.0,884.744,4193.0,95832.0,0.0,0.0,0.0
2021-07-01,,,,6307.668,29891.0,517737.0,0.0,0.0,0.0,1014.332,4807.0,83257.0,0.0,0.0,0.0
2021-08-01,,,,6033.124,28590.0,484066.0,0.0,0.0,0.0,1124.876,5331.0,90254.0,0.0,0.0,0.0
2021-09-01,,,,3835.042,18174.0,485859.0,0.0,0.0,0.0,750.958,3559.0,95138.0,0.0,0.0,0.0
2021-10-01,,,,5753.453,27265.0,437353.0,0.0,0.0,0.0,1745.547,8272.0,132689.0,0.0,0.0,0.0
2021-11-01,,,,6944.715,32910.0,465585.0,0.0,0.0,0.0,1802.285,8541.0,120828.0,0.0,0.0,0.0
2021-12-01,,,,7212.967,34181.0,508889.0,0.0,0.0,0.0,2006.033,9506.0,141530.0,0.0,0.0,0.0
2022-01-01,,,,5616.17,26614.0,468549.0,0.0,0.0,0.0,1713.83,8122.0,142982.0,0.0,0.0,0.0
2022-02-01,,,,5525.81,26186.0,431573.0,0.0,0.0,0.0,1573.19,7455.0,122868.0,0.0,0.0,0.0
2022-03-01,,,,6212.727,29441.0,478538.0,0.0,0.0,0.0,1730.273,8200.0,133275.0,0.0,0.0,0.0
2022-04-01,,,,5042.674,23897.0,454007.0,0.0,0.0,0.0,1428.326,6769.0,128596.0,0.0,0.0,0.0
2022-05-01,,,,6091.443,28867.0,495702.0,0.0,0.0,0.0,1456.557,6902.0,118530.0,0.0,0.0,0.0
2022-06-01,,,,3122.923,14799.0,458756.0,0.0,0.0,0.0,624.077,2957.0,91677.0,0.0,0.0,0.0
2022-07-01,,,,8467.81,40128.0,508424.0,0.0,0.0,0.0,1213.19,5749.0,72842.0,0.0,0.0,0.0
2022-08-01,,,,6235.249,29548.0,497697.0,0.0,0.0,0.0,943.751,4472.0,75330.0,0.0,0.0,0.0
2022-09-01,,,,5412.508,25649.0,425260.0,0.0,0.0,0.0,1234.492,5850.0,96994.0,0.0,0.0,0.0
2022-10-01,,,,3266.263,15478.0,277410.0,0.0,0.0,0.0,1390.737,6591.0,118118.0,0.0,0.0,0.0
2022-11-01,,,,6416.164,30405.0,442237.0,0.0,0.0,0.0,2246.836,10648.0,154864.0,0.0,0.0,0.0
2022-12-01,,,,6701.5,31758.0,471952.0,0.0,0.0,0.0,2167.5,10272.0,152646.0,0.0,0.0,0.0
2023-01-01,,,,10624.015,50346.0,382077.0,0.0,0.0,0.0,4810.985,22799.0,173020.0,0.0,0.0,0.0
2023-02-01,,,,6374.523,30208.0,380018.0,0.0,0.0,0.0,2673.477,12669.0,159379.0,0.0,0.0,0.0
2023-03-01,,,,5932.87,28115.0,403501.0,0.0,0.0,0.0,2412.13,11431.0,164052.0,0.0,0.0,0.0
2023-04-01,,,,3718.445,17621.0,356181.0,0.0,0.0,0.0,1378.555,6533.0,132049.0,0.0,0.0,0.0
2023-05-01,,,,1660.107,7867.0,388035.0,0.0,0.0,0.0,419.893,1990.0,98146.0,0.0,0.0,0.0
2023-06-01,,,,4780.195,22653.0,355189.0,0.0,0.0,0.0,1696.805,8041.0,126080.0,0.0,0.0,0.0
2023-07-01,,,,4855.104,23008.0,356653.0,0.0,0.0,0.0,1767.896,8378.0,129869.0,0.0,0.0,0.0
2023-08-01,,,,4777.299,22639.0,410877.0,0.0,0.0,0.0,1285.701,6093.0,110578.0,0.0,0.0,0.0
2023-09-01,,,,6332.6,30009.0,448713.0,0.0,0.0,0.0,1416.4,6712.0,100363.0,0.0,0.0,0.0
2023-10-01,,,,5724.408,27127.0,408467.0,0.0,0.0,0.0,2002.592,9490.0,142895.0,0.0,0.0,0.0
2023-11-01,,,,6767.36,32070.0,475161.0,0.0,0.0,0.0,1786.64,8467.0,125446.0,0.0,0.0,0.0
2023-12-01,,,,6010.296,28482.0,434711.0,0.0,0.0,0.0,2016.704,9557.0,145863.0,0.0,0.0,0.0
2024-01-01,,,,7506.687,35573.0,280037.0,0.0,0.0,0.0,3057.313,14488.0,114053.0,0.0,0.0,0.0
2024-02-01,,,,12650.846,59951.0,458802.0,0.0,0.0,0.0,3681.154,17445.0,133502.0,0.0,0.0,0.0
2024-03-01,,,,13874.971,65752.0,466250.0,0.0,0.0,0.0,4012.029,19013.0,134819.0,0.0,0.0,0.0
2024-04-01,,,,13312.6,63087.0,458001.0,0.0,0.0,0.0,3233.4,15323.0,111241.0,0.0,0.0,0.0
2024-05-01,,,,3873.948,18358.0,276670.0,0.0,0.0,0.0,1589.052,7530.0,113487.0,0.0,0.0,0.0
2024-06-01,,,,7288.446,34539.0,452154.0,0.0,0.0,0.0,1353.554,6414.0,83971.0,0.0,0.0,0.0
2024-07-01,,,,11870.946,56255.0,411213.0,0.0,0.0,0.0,3131.054,14838.0,108461.0,0.0,0.0,0.0
2024-08-01,,,,11970.882,56729.0,459684.0,0.0,0.0,0.0,2542.118,12047.0,97618.0,0.0,0.0,0.0
2024-09-01,,,,13321.997,63131.0,469862.0,0.0,0.0,0.0,2620.003,12416.0,92407.0,0.0,0.0,0.0
2024-10-01,,,,13184.433,62480.0,465600.0,0.0,0.0,0.0,3381.567,16025.0,119418.0,0.0,0.0,0.0
2024-11-01,,,,12473.983,59113.0,437677.0,0.0,0.0,0.0,4274.017,20254.0,149963.0,0.0,0.0,0.0
2024-12-01,,,,10802.472,51192.0,416446.0,0.0,0.0,0.0,3909.528,18527.0,150716.0,0.0,0.0,0.0
