measured_on,"Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Waste/Other Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2015-12-01,7847.734,48041.0,596458.0,7710.177,47199.0,586003.0,0.0,0.0,0.0,2146.089,13137.0,163111.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2016-01-01,6805.327,38231.0,533085.0,6230.391,35001.0,488049.0,0.0,0.0,0.0,1955.127,10984.0,153152.0,0.0,0.0,0.0,243.155,1366.0,19047.0,,,
2016-02-01,4807.472,27787.0,464044.0,6512.157,37640.0,628590.0,0.0,0.0,0.0,1579.55,9130.0,152467.0,0.0,0.0,0.0,192.821,1114.0,18612.0,,,
2016-03-01,7249.243,38342.0,464261.0,10100.676,53424.0,646875.0,0.0,0.0,0.0,2887.868,15274.0,184947.0,0.0,0.0,0.0,135.213,715.0,8659.0,,,
2016-04-01,5894.766,31748.0,386663.0,9051.418,48749.0,593722.0,0.0,0.0,0.0,3061.284,16487.0,200803.0,0.0,0.0,0.0,84.532,455.0,5545.0,,,
2016-05-01,6643.168,35107.0,393293.0,10173.736,53766.0,602313.0,0.0,0.0,0.0,3389.492,17913.0,200667.0,0.0,0.0,0.0,250.604,1324.0,14836.0,,,
2016-06-01,5704.671,29998.0,336562.0,11196.762,58879.0,660583.0,0.0,0.0,0.0,3278.79,17242.0,193441.0,0.0,0.0,0.0,111.777,588.0,6595.0,,,
2016-07-01,5923.824,31633.0,358471.0,9640.74,51482.0,583395.0,0.0,0.0,0.0,3545.06,18931.0,214524.0,0.0,0.0,0.0,344.376,1839.0,20839.0,,,
2016-08-01,5596.729,32082.0,376709.0,5985.026,34307.0,402845.0,0.0,0.0,0.0,2593.821,14868.0,174587.0,0.0,0.0,0.0,258.424,1481.0,17394.0,,,
2016-09-01,6087.201,32134.0,372482.0,10891.098,57494.0,666437.0,0.0,0.0,0.0,2893.19,15273.0,177037.0,0.0,0.0,0.0,32.511,172.0,1989.0,,,
2016-10-01,5992.802,32154.0,404633.0,10650.986,57147.0,719153.0,0.0,0.0,0.0,2260.951,12131.0,152659.0,0.0,0.0,0.0,120.261,645.0,8120.0,,,
2016-11-01,6732.32,35267.0,396089.0,10944.301,57331.0,643897.0,0.0,0.0,0.0,2935.992,15380.0,172736.0,0.0,0.0,0.0,77.387,405.0,4553.0,,,
2016-12-01,7341.478,38351.0,448384.0,10900.59,56944.0,665758.0,0.0,0.0,0.0,3358.799,17546.0,205140.0,0.0,0.0,0.0,86.133,450.0,5261.0,,,
2017-01-01,7462.418,38882.0,444751.0,10806.16,56304.0,644035.0,0.0,0.0,0.0,3629.534,18911.0,216316.0,0.0,0.0,0.0,83.888,437.0,5000.0,,,
2017-02-01,7064.405,36427.0,391126.0,10217.238,52684.0,565685.0,0.0,0.0,0.0,3554.887,18330.0,196819.0,0.0,0.0,0.0,153.47,791.0,8497.0,,,
2017-03-01,7365.452,38530.0,426582.0,10304.541,53905.0,596804.0,0.0,0.0,0.0,3707.884,19396.0,214748.0,0.0,0.0,0.0,155.123,811.0,8984.0,,,
2017-04-01,4545.101,24761.0,298425.0,9137.321,49779.0,599944.0,0.0,0.0,0.0,3084.517,16804.0,202525.0,0.0,0.0,0.0,416.061,2267.0,27318.0,,,
2017-05-01,4165.352,24528.0,288416.0,6005.139,35361.0,415806.0,0.0,0.0,0.0,2640.248,15547.0,182815.0,0.0,0.0,0.0,277.261,1633.0,19198.0,,,
2017-06-01,4343.115,24736.0,274190.0,6511.057,37083.0,411056.0,0.0,0.0,0.0,3460.828,19711.0,218489.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-07-01,8082.156,40491.0,334752.0,15255.618,76429.0,631868.0,0.0,0.0,0.0,4111.092,20596.0,170276.0,0.0,0.0,0.0,57.134,286.0,2366.0,,,
2017-08-01,6523.037,34743.0,334298.0,11842.483,63076.0,606913.0,0.0,0.0,0.0,1155.306,6153.0,59208.0,0.0,0.0,0.0,174.174,928.0,8926.0,,,
2017-09-01,5401.596,28579.0,312204.0,10502.498,55567.0,607028.0,0.0,0.0,0.0,4436.906,23475.0,256446.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2017-10-01,5124.943,28970.0,342860.0,6412.526,36248.0,429000.0,0.0,0.0,0.0,3576.665,20218.0,239280.0,0.0,0.0,0.0,116.866,661.0,7818.0,,,
2017-11-01,6726.406,35317.0,401112.0,9753.126,51209.0,581603.0,0.0,0.0,0.0,3896.132,20457.0,232336.0,0.0,0.0,0.0,73.336,385.0,4373.0,,,
2017-12-01,7331.92,38213.0,411319.0,9419.46,49094.0,528429.0,0.0,0.0,0.0,4482.661,23363.0,251476.0,0.0,0.0,0.0,712.959,3716.0,39997.0,,,
2018-01-01,7818.876,40895.0,447967.0,8700.467,45506.0,498476.0,0.0,0.0,0.0,4157.4,21744.0,238190.0,0.0,0.0,0.0,874.257,4573.0,50089.0,,,
2018-02-01,7733.802,39622.0,428584.0,9780.09,50105.0,541984.0,0.0,0.0,0.0,3825.395,19598.0,211992.0,0.0,0.0,0.0,415.713,2130.0,23038.0,,,
2018-03-01,6105.642,33977.0,376364.0,6978.689,38835.0,430181.0,0.0,0.0,0.0,2997.354,16680.0,184763.0,0.0,0.0,0.0,138.315,770.0,8526.0,,,
2018-04-01,7063.059,36554.0,415291.0,10856.208,56185.0,638319.0,0.0,0.0,0.0,3823.489,19788.0,224812.0,0.0,0.0,0.0,302.244,1564.0,17771.0,,,
2018-05-01,5575.304,30038.0,365958.0,9852.909,53085.0,646737.0,0.0,0.0,0.0,3116.233,16790.0,204547.0,0.0,0.0,0.0,119.554,644.0,7847.0,,,
2018-06-01,3522.578,19363.0,247568.0,8714.615,47904.0,612467.0,0.0,0.0,0.0,4080.025,22428.0,286746.0,0.0,0.0,0.0,209.782,1153.0,14744.0,,,
2018-07-01,2672.791,16265.0,259151.0,6499.06,39549.0,630143.0,0.0,0.0,0.0,2440.773,14853.0,236655.0,0.0,0.0,0.0,100.376,611.0,9732.0,,,
2018-08-01,2421.568,15715.0,266472.0,5193.649,33704.0,571516.0,0.0,0.0,0.0,1920.589,12464.0,211344.0,0.0,0.0,0.0,98.194,637.0,10805.0,,,
2018-09-01,1986.129,12516.0,172428.0,4686.981,29535.0,406905.0,0.0,0.0,0.0,3325.21,20954.0,288681.0,0.0,0.0,0.0,163.68,1031.0,14210.0,,,
2018-10-01,3545.256,19851.0,263372.0,8161.923,45701.0,606338.0,0.0,0.0,0.0,3760.674,21057.0,279375.0,0.0,0.0,0.0,349.147,1955.0,25938.0,,,
2018-11-01,5889.834,32273.0,410256.0,7658.484,41964.0,533451.0,0.0,0.0,0.0,3202.519,17548.0,223071.0,0.0,0.0,0.0,4.163,23.0,290.0,,,
2018-12-01,5409.109,31325.0,362873.0,5606.736,32470.0,376131.0,0.0,0.0,0.0,2799.727,16214.0,187821.0,0.0,0.0,0.0,76.428,443.0,5127.0,,,
2019-01-01,7524.202,39292.0,438809.0,9893.962,51668.0,577013.0,0.0,0.0,0.0,3931.007,20528.0,229255.0,0.0,0.0,0.0,375.829,1963.0,21918.0,,,
2019-02-01,5768.317,30669.0,370712.0,8240.967,43815.0,529621.0,0.0,0.0,0.0,3530.748,18772.0,226910.0,0.0,0.0,0.0,401.968,2137.0,25833.0,,,
2019-03-01,6893.123,35866.0,408736.0,10966.816,57062.0,650291.0,0.0,0.0,0.0,4241.436,22069.0,251501.0,0.0,0.0,0.0,43.625,227.0,2587.0,,,
2019-04-01,5788.434,30319.0,363543.0,10971.739,57468.0,689080.0,0.0,0.0,0.0,3847.274,20151.0,241628.0,0.0,0.0,0.0,99.553,521.0,6252.0,,,
2019-05-01,5647.485,30873.0,363957.0,8590.132,46960.0,553599.0,0.0,0.0,0.0,3137.486,17152.0,202198.0,0.0,0.0,0.0,117.897,645.0,7598.0,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
