measured_on,"Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Black Liquor-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Other Biomass Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Other Biomass Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Other Biomass Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2015-05-01,23929.712,129135.0,2371863.0,0.0,0.0,0.0,1331.557,7186.0,131981.0,0.0,0.0,0.0,81.358,439.0,8064.0,6883.122,37144.0,682241.0
2015-06-01,21996.515,118702.0,2434948.0,0.0,0.0,0.0,1798.224,9704.0,199058.0,0.0,0.0,0.0,204.485,1103.0,22636.0,4087.631,22059.0,452488.0
2015-07-01,19209.856,103664.0,2163169.0,0.0,0.0,0.0,1446.536,7806.0,162890.0,0.0,0.0,0.0,275.593,1487.0,31034.0,4238.439,22872.0,477279.0
2015-08-01,17118.314,92377.0,2119764.0,0.0,0.0,0.0,855.665,4618.0,105957.0,0.0,0.0,0.0,261.809,1413.0,32420.0,4357.191,23513.0,539552.0
2015-09-01,20706.545,111741.0,2353036.0,0.0,0.0,0.0,823.302,4443.0,93558.0,0.0,0.0,0.0,43.964,237.0,4996.0,5909.975,31893.0,671594.0
2015-10-01,17884.9,96514.0,1841454.0,0.0,0.0,0.0,1444.642,7796.0,148742.0,0.0,0.0,0.0,170.225,919.0,17527.0,5202.03,28072.0,535608.0
2015-11-01,19763.496,106652.0,1921468.0,0.0,0.0,0.0,1997.089,10777.0,194163.0,0.0,0.0,0.0,51.451,278.0,5002.0,6754.008,36447.0,656645.0
2015-12-01,24908.454,134416.0,2446630.0,0.0,0.0,0.0,1759.724,9496.0,172849.0,0.0,0.0,0.0,32.326,174.0,3175.0,6903.274,37253.0,678073.0
2016-01-01,22653.916,162706.0,2268014.0,0.0,0.0,0.0,1975.239,14187.0,197753.0,0.0,0.0,0.0,241.703,1736.0,24198.0,6726.248,48310.0,673403.0
2016-02-01,23078.785,165757.0,2250784.0,0.0,0.0,0.0,1634.125,11737.0,159370.0,0.0,0.0,0.0,96.122,690.0,9374.0,6670.705,47911.0,650568.0
2016-03-01,24054.005,172762.0,2337259.0,0.0,0.0,0.0,1929.716,13860.0,187505.0,0.0,0.0,0.0,271.666,1951.0,26397.0,6764.106,48581.0,657249.0
2016-04-01,19807.712,142264.0,2149865.0,0.0,0.0,0.0,1732.846,12446.0,188077.0,0.0,0.0,0.0,350.475,2517.0,38039.0,5393.27,38736.0,585368.0
2016-05-01,23627.236,169697.0,2307073.0,0.0,0.0,0.0,1799.627,12925.0,175724.0,0.0,0.0,0.0,203.753,1463.0,19895.0,6580.343,47262.0,642535.0
2016-06-01,18378.07,131996.0,1743825.0,0.0,0.0,0.0,2273.013,16325.0,215678.0,0.0,0.0,0.0,239.488,1720.0,22724.0,5514.404,39606.0,523241.0
2016-07-01,20882.736,149985.0,2167912.0,0.0,0.0,0.0,2259.126,16226.0,234528.0,0.0,0.0,0.0,666.208,4785.0,69161.0,3181.881,22853.0,330323.0
2016-08-01,19187.925,137812.0,2112247.0,0.0,0.0,0.0,2532.812,18191.0,278817.0,0.0,0.0,0.0,1071.632,7697.0,117968.0,3166.422,22742.0,348566.0
2016-09-01,16400.962,117796.0,1833421.0,0.0,0.0,0.0,2463.22,17691.0,275357.0,0.0,0.0,0.0,1028.064,7384.0,114925.0,1826.398,13118.0,204168.0
2016-10-01,17654.158,126796.0,2022579.0,0.0,0.0,0.0,2485.523,17852.0,284758.0,0.0,0.0,0.0,1082.199,7773.0,123984.0,2694.151,19350.0,308660.0
2016-11-01,18049.435,129635.0,1993738.0,0.0,0.0,0.0,3091.564,22204.0,341494.0,0.0,0.0,0.0,146.806,1054.0,16216.0,3610.018,25928.0,398762.0
2016-12-01,20268.11,145571.0,2031728.0,0.0,0.0,0.0,3008.768,21610.0,301607.0,0.0,0.0,0.0,796.529,5721.0,79846.0,5078.535,36475.0,509086.0
2017-01-01,18626.459,133780.0,1917326.0,0.0,0.0,0.0,2717.011,19514.0,279677.0,0.0,0.0,0.0,275.354,1978.0,28344.0,5585.371,40115.0,574933.0
2017-02-01,15793.517,113433.0,1694092.0,0.0,0.0,0.0,2535.036,18207.0,271921.0,0.0,0.0,0.0,57.441,413.0,6161.0,4231.539,30392.0,453896.0
2017-03-01,20826.816,149583.0,2239221.0,0.0,0.0,0.0,2488.059,17870.0,267507.0,0.0,0.0,0.0,129.848,933.0,13961.0,5751.93,41312.0,618426.0
2017-04-01,20444.788,146839.0,2165775.0,0.0,0.0,0.0,1929.822,13860.0,204432.0,0.0,0.0,0.0,136.725,982.0,14484.0,5024.47,36087.0,532256.0
2017-05-01,16174.574,116170.0,1503625.0,0.0,0.0,0.0,2517.063,18078.0,233992.0,0.0,0.0,0.0,385.066,2766.0,35797.0,5262.226,37795.0,489188.0
2017-06-01,18390.364,132084.0,1876598.0,0.0,0.0,0.0,2651.528,19044.0,270568.0,0.0,0.0,0.0,254.55,1828.0,25975.0,5091.765,36570.0,519576.0
2017-07-01,19813.81,142308.0,2305260.0,0.0,0.0,0.0,2623.479,18842.0,305232.0,0.0,0.0,0.0,187.084,1344.0,21767.0,4233.306,30405.0,492529.0
2017-08-01,19759.592,141918.0,2222448.0,0.0,0.0,0.0,2288.76,16438.0,257427.0,0.0,0.0,0.0,209.096,1502.0,23518.0,3498.278,25125.0,393467.0
2017-09-01,13172.981,94612.0,1366805.0,0.0,0.0,0.0,2837.617,20380.0,294426.0,0.0,0.0,0.0,84.155,604.0,8732.0,3931.372,28236.0,407912.0
2017-10-01,17360.703,124689.0,2071904.0,0.0,0.0,0.0,3100.535,22269.0,370032.0,0.0,0.0,0.0,346.714,2490.0,41378.0,4182.088,30037.0,499109.0
2017-11-01,16730.072,120159.0,1989752.0,0.0,0.0,0.0,2947.593,21170.0,350565.0,0.0,0.0,0.0,419.161,3011.0,49852.0,3771.698,27089.0,448578.0
2017-12-01,19522.56,140216.0,1965450.0,0.0,0.0,0.0,3366.039,24176.0,338879.0,0.0,0.0,0.0,281.785,2024.0,28369.0,5049.136,36264.0,508326.0
2018-01-01,18809.186,135092.0,1909893.0,0.0,0.0,0.0,3590.45,25787.0,364576.0,0.0,0.0,0.0,344.966,2478.0,35028.0,4638.439,33314.0,470989.0
2018-02-01,17032.578,122332.0,1773998.0,0.0,0.0,0.0,2724.696,19569.0,283786.0,0.0,0.0,0.0,382.525,2747.0,39841.0,3828.396,27496.0,398740.0
2018-03-01,17557.767,126104.0,2131771.0,0.0,0.0,0.0,2580.639,18535.0,313327.0,0.0,0.0,0.0,220.785,1586.0,26807.0,4426.853,31795.0,537485.0
2018-04-01,11013.058,79098.0,1164019.0,0.0,0.0,0.0,2303.086,16541.0,243423.0,0.0,0.0,0.0,338.442,2431.0,35771.0,3355.371,24099.0,354644.0
2018-05-01,20337.812,146071.0,1981515.0,0.0,0.0,0.0,3385.837,24318.0,329882.0,0.0,0.0,0.0,290.848,2089.0,28337.0,4607.427,33092.0,448902.0
2018-06-01,20213.585,145179.0,1957213.0,0.0,0.0,0.0,3294.053,23659.0,318952.0,0.0,0.0,0.0,192.982,1386.0,18686.0,4354.959,31278.0,421676.0
2018-07-01,20409.119,146583.0,2029051.0,0.0,0.0,0.0,3651.197,26224.0,362998.0,0.0,0.0,0.0,408.218,2932.0,40585.0,4225.115,30346.0,420056.0
2018-08-01,17491.872,125631.0,1555243.0,0.0,0.0,0.0,3443.254,24730.0,306148.0,0.0,0.0,0.0,551.05,3958.0,48995.0,4368.288,31374.0,388395.0
2018-09-01,18179.171,130567.0,1597796.0,0.0,0.0,0.0,3501.578,25149.0,307759.0,0.0,0.0,0.0,259.837,1866.0,22838.0,4688.878,33677.0,412113.0
2018-10-01,18084.701,129889.0,1796439.0,0.0,0.0,0.0,3301.027,23709.0,327907.0,0.0,0.0,0.0,369.179,2652.0,36672.0,2740.512,19683.0,272228.0
2018-11-01,20511.476,147318.0,2060449.0,0.0,0.0,0.0,3372.651,24223.0,338794.0,0.0,0.0,0.0,403.638,2899.0,40547.0,3250.834,23348.0,326558.0
2018-12-01,17480.255,125547.0,1706279.0,0.0,0.0,0.0,3001.664,21559.0,292998.0,0.0,0.0,0.0,611.142,4389.0,59655.0,3529.972,25353.0,344567.0
2019-01-01,19838.198,142483.0,1965918.0,0.0,0.0,0.0,2516.549,18074.0,249384.0,0.0,0.0,0.0,236.303,1697.0,23417.0,5197.19,37327.0,515029.0
2019-02-01,17360.328,124686.0,1754415.0,0.0,0.0,0.0,2239.443,16084.0,226315.0,0.0,0.0,0.0,125.927,904.0,12726.0,4562.929,32772.0,461124.0
2019-03-01,17978.357,129125.0,1733126.0,0.0,0.0,0.0,2872.135,20628.0,276876.0,0.0,0.0,0.0,201.546,1448.0,19429.0,5270.967,37857.0,508125.0
2019-04-01,16676.059,119772.0,1775199.0,0.0,0.0,0.0,2322.194,16679.0,247202.0,0.0,0.0,0.0,59.892,430.0,6376.0,4109.899,29518.0,437507.0
2019-05-01,21073.718,151357.0,2062034.0,0.0,0.0,0.0,2882.893,20706.0,282087.0,0.0,0.0,0.0,121.237,871.0,11863.0,5169.107,37126.0,505790.0
2019-06-01,20976.565,150659.0,2008795.0,0.0,0.0,0.0,3186.665,22887.0,305167.0,0.0,0.0,0.0,237.491,1706.0,22743.0,4953.355,35576.0,474352.0
2019-07-01,20386.944,146424.0,2106580.0,0.0,0.0,0.0,2975.442,21370.0,307452.0,0.0,0.0,0.0,303.02,2176.0,31311.0,4529.894,32535.0,468073.0
2019-08-01,17624.383,126583.0,1777708.0,0.0,0.0,0.0,3197.141,22963.0,322484.0,0.0,0.0,0.0,557.633,4005.0,56246.0,2988.647,21465.0,301454.0
2019-09-01,16756.758,120351.0,1558280.0,0.0,0.0,0.0,3569.489,25637.0,331942.0,0.0,0.0,0.0,385.273,2767.0,35828.0,4784.32,34362.0,444914.0
2019-10-01,19894.81,142889.0,1866104.0,0.0,0.0,0.0,3823.316,27460.0,358621.0,0.0,0.0,0.0,473.045,3398.0,44371.0,4233.278,30404.0,397075.0
2019-11-01,17369.411,124751.0,1556744.0,0.0,0.0,0.0,3463.879,24878.0,310452.0,0.0,0.0,0.0,717.194,5151.0,64279.0,4713.836,33856.0,422480.0
2019-12-01,20029.478,143857.0,1891127.0,0.0,0.0,0.0,3247.958,23328.0,306663.0,0.0,0.0,0.0,578.841,4157.0,54653.0,5046.956,36248.0,476519.0
2020-01-01,17295.904,124223.0,1396294.0,0.0,0.0,0.0,4049.656,29086.0,326928.0,0.0,0.0,0.0,487.348,3500.0,39344.0,4577.657,32878.0,369553.0
2020-02-01,11449.973,82237.0,742897.0,0.0,0.0,0.0,4909.12,35259.0,318513.0,0.0,0.0,0.0,872.244,6265.0,56593.0,2434.3,17484.0,157942.0
2020-03-01,16971.294,121892.0,996905.0,0.0,0.0,0.0,6317.635,45375.0,371102.0,0.0,0.0,0.0,427.181,3068.0,25093.0,5079.071,36479.0,298348.0
2020-04-01,13752.993,98777.0,796076.0,0.0,0.0,0.0,6439.055,46247.0,372717.0,0.0,0.0,0.0,243.581,1749.0,14099.0,5266.071,37822.0,304820.0
2020-05-01,17998.895,129272.0,1018050.0,0.0,0.0,0.0,5874.046,42189.0,332247.0,0.0,0.0,0.0,99.799,717.0,5645.0,5911.355,42457.0,334357.0
2020-06-01,17669.145,126904.0,1002392.0,0.0,0.0,0.0,6246.907,44867.0,354395.0,0.0,0.0,0.0,259.413,1863.0,14717.0,4856.316,34879.0,275505.0
2020-07-01,12243.762,87938.0,668910.0,0.0,0.0,0.0,6035.24,43347.0,329722.0,0.0,0.0,0.0,200.303,1439.0,10943.0,6298.356,45236.0,344096.0
2020-08-01,11449.002,82230.0,647381.0,0.0,0.0,0.0,7458.046,53566.0,421714.0,0.0,0.0,0.0,427.058,3067.0,24148.0,2089.256,15006.0,118137.0
2020-09-01,8593.53,61721.0,501785.0,0.0,0.0,0.0,6981.077,50140.0,407632.0,0.0,0.0,0.0,79.517,571.0,4643.0,2143.875,15398.0,125183.0
2020-10-01,9613.163,69044.0,533207.0,0.0,0.0,0.0,5595.684,40190.0,310372.0,0.0,0.0,0.0,96.431,693.0,5349.0,2932.384,21061.0,162649.0
2020-11-01,7467.28,53632.0,489958.0,0.0,0.0,0.0,4687.527,33667.0,307567.0,0.0,0.0,0.0,401.636,2885.0,26353.0,2242.155,16104.0,147117.0
2020-12-01,7106.492,51041.0,544722.0,0.0,0.0,0.0,5437.041,39050.0,416756.0,0.0,0.0,0.0,226.27,1625.0,17344.0,2283.091,16398.0,175002.0
2021-01-01,6015.571,43205.0,415742.0,0.0,0.0,0.0,6381.863,45836.0,441057.0,0.0,0.0,0.0,548.791,3942.0,37928.0,2532.36,18188.0,175014.0
2021-02-01,9690.234,69598.0,651848.0,0.0,0.0,0.0,4926.32,35382.0,331386.0,0.0,0.0,0.0,493.372,3544.0,33188.0,4523.11,32486.0,304263.0
2021-03-01,13869.516,99614.0,934745.0,0.0,0.0,0.0,4905.857,35235.0,330633.0,0.0,0.0,0.0,376.155,2702.0,25351.0,3914.051,28112.0,263790.0
2021-04-01,17817.467,127969.0,969973.0,0.0,0.0,0.0,6456.962,46375.0,351514.0,0.0,0.0,0.0,96.283,692.0,5242.0,4882.762,35069.0,265815.0
2021-05-01,16253.463,116736.0,1005154.0,0.0,0.0,0.0,5718.479,41072.0,353645.0,0.0,0.0,0.0,162.995,1171.0,10080.0,5334.733,38315.0,329913.0
2021-06-01,14738.585,105856.0,874002.0,0.0,0.0,0.0,5824.212,41831.0,345377.0,0.0,0.0,0.0,442.061,3175.0,26214.0,5061.987,36356.0,300177.0
2021-07-01,13506.13,97004.0,838293.0,0.0,0.0,0.0,5813.238,41752.0,360814.0,0.0,0.0,0.0,474.422,3407.0,29446.0,6799.347,48835.0,422019.0
2021-08-01,14776.447,106128.0,984826.0,0.0,0.0,0.0,5331.667,38293.0,355347.0,0.0,0.0,0.0,410.621,2949.0,27367.0,6798.171,48826.0,453087.0
2021-09-01,11628.38,83518.0,901714.0,0.0,0.0,0.0,4149.721,29804.0,321787.0,0.0,0.0,0.0,40.866,294.0,3169.0,5980.717,42955.0,463770.0
2021-10-01,8961.649,64365.0,748805.0,0.0,0.0,0.0,3714.147,26676.0,310341.0,0.0,0.0,0.0,1230.043,8834.0,102778.0,4360.699,31320.0,364365.0
2021-11-01,11795.258,84716.0,975269.0,0.0,0.0,0.0,3830.283,27510.0,316700.0,0.0,0.0,0.0,169.914,1220.0,14049.0,5593.44,40173.0,462483.0
2021-12-01,11657.407,83726.0,1011638.0,0.0,0.0,0.0,3925.158,28191.0,340628.0,0.0,0.0,0.0,380.189,2731.0,32993.0,5604.058,40250.0,486324.0
2022-01-01,12266.537,88101.0,920112.0,0.0,0.0,0.0,4809.911,34546.0,360791.0,0.614,4.0,46.0,89.118,640.0,6685.0,5888.221,42291.0,441675.0
2022-02-01,11815.431,84861.0,923268.0,0.0,0.0,0.0,3388.624,24338.0,264790.0,0.589,4.0,46.0,419.308,3012.0,32765.0,4944.301,35511.0,386352.0
2022-03-01,10212.398,73348.0,858792.0,0.0,0.0,0.0,4087.631,29358.0,343742.0,0.676,5.0,57.0,206.297,1482.0,17348.0,5833.036,41894.0,490518.0
2022-04-01,12667.82,90983.0,923256.0,0.0,0.0,0.0,4250.356,30527.0,309774.0,0.941,7.0,69.0,161.112,1157.0,11742.0,6063.596,43550.0,441927.0
2022-05-01,12360.388,88775.0,988020.0,0.0,0.0,0.0,4123.186,29614.0,329584.0,0.87,6.0,70.0,0.0,0.0,0.0,6550.397,47047.0,523602.0
2022-06-01,13814.671,99220.0,1016676.0,0.0,0.0,0.0,4098.82,29439.0,301648.0,0.826,6.0,61.0,149.353,1073.0,10992.0,5622.284,40381.0,413766.0
2022-07-01,12988.94,93290.0,972624.0,0.0,0.0,0.0,4991.4,35849.0,373761.0,0.916,7.0,69.0,457.392,3285.0,34250.0,4081.078,29311.0,305595.0
2022-08-01,9617.733,69077.0,864948.0,0.0,0.0,0.0,4086.79,29352.0,367536.0,0.687,5.0,62.0,246.731,1772.0,22189.0,7028.962,50484.0,632133.0
2022-09-01,13457.667,96656.0,1046064.0,0.0,0.0,0.0,4654.475,33430.0,361792.0,0.832,6.0,65.0,120.585,866.0,9373.0,5711.349,41020.0,443943.0
2022-10-01,9008.979,64705.0,690504.0,0.0,0.0,0.0,4287.7,30795.0,328636.0,0.729,5.0,56.0,207.498,1490.0,15904.0,5291.652,38006.0,405585.0
2022-11-01,14071.942,101068.0,1016460.0,0.0,0.0,0.0,4975.911,35738.0,359425.0,0.923,7.0,67.0,293.011,2104.0,21165.0,6205.285,44568.0,448227.0
2022-12-01,13478.285,96804.0,1028796.0,0.0,0.0,0.0,4707.871,33813.0,359351.0,0.912,7.0,70.0,267.875,1924.0,20447.0,6477.345,46522.0,494415.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
