measured_on,"Agricultural By-Products - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Agricultural By-Products - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Agricultural By-Products - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Bituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Generation","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Quantity Consumed For Electricity","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Gases - Total Fuel Consumed","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Generation","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Quantity Consumed For Electricity","Gaseous Propane - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Waste Oil - Total Fuel Consumed","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Generation","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Quantity Consumed For Electricity","Subbituminous Coal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Coal - Total Fuel Consumed","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Tire-Derived Fuels - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed"
2013-09-01,0.0,0.0,0.0,6722.144,72505.0,72505.0,,,,,,,442.009,4768.0,4768.0,,,,214393.85,2312448.0,2312448.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,3371.714,35551.0,35551.0,,,,,,,202.721,2138.0,2138.0,,,,142910.19,1506850.0,1506850.0,943.377,9947.0,9947.0
2013-11-01,0.0,0.0,0.0,6344.565,66403.0,66403.0,,,,,,,666.677,6978.0,6978.0,,,,181897.33,1903753.0,1903753.0,1518.429,15892.0,15892.0
2013-12-01,0.0,0.0,0.0,18474.26,199283.0,199283.0,,,,,,,612.771,6610.0,6610.0,,,,249486.74,2691230.0,2691230.0,1430.231,15428.0,15428.0
2014-01-01,0.0,0.0,0.0,9883.612,104705.0,104705.0,,,,,,,262.417,2780.0,2780.0,,,,248866.77,2636451.0,2636451.0,936.206,9918.0,9918.0
2014-02-01,0.0,0.0,0.0,9976.391,110675.0,110675.0,,,,,,,397.074,4405.0,4405.0,,,,110187.54,1222381.0,1222381.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,0.0,10927.976,121355.0,121355.0,,,,,,,195.183,2168.0,2168.0,,,,187399.4,2081067.0,2081067.0,877.444,9744.0,9744.0
2014-04-01,0.0,0.0,0.0,2094.686,28134.0,28134.0,,,,,,,39.832,535.0,535.0,,,,16463.482,221125.0,221125.0,0.0,0.0,0.0
2014-05-01,,,,5000.105,60046.0,60046.0,,,,,,,216.09,2595.0,2595.0,,,,68063.805,817370.0,817370.0,0.0,0.0,0.0
2014-06-01,,,,11712.575,129314.0,129314.0,,,,,,,327.88,3620.0,3620.0,,,,169513.13,1871531.0,1871531.0,848.412,9367.0,9367.0
2014-07-01,,,,7979.977,84219.0,84219.0,,,,,,,438.942,4633.0,4633.0,,,,239974.33,2532639.0,2532639.0,5690.751,60059.0,60059.0
2014-08-01,,,,7983.6,84619.0,84619.0,,,,,,,446.028,4728.0,4728.0,,,,242793.45,2573397.0,2573397.0,7236.92,76705.0,76705.0
2014-09-01,,,,1521.417,17150.0,17150.0,,,,,,,89.823,1013.0,1013.0,,,,47691.189,537580.0,537580.0,1134.571,12789.0,12789.0
2014-10-01,,,,-0.205,18.0,18.0,,,,,,,-11.541,1013.0,1013.0,,,,-373.254,32745.0,32745.0,0.0,0.0,0.0
2014-11-01,,,,7264.418,86717.0,86717.0,,,,,,,178.015,2125.0,2125.0,,,,30246.658,361061.0,361061.0,587.909,7018.0,7018.0
2014-12-01,,,,7656.389,83662.0,83662.0,,,,,,,148.256,1620.0,1620.0,,,,58389.448,638024.0,638024.0,1342.907,14674.0,14674.0
2015-01-01,,,,25454.038,265320.0,265320.0,,,,,,,262.628,2738.0,2738.0,,,,193536.4,2017325.0,2017325.0,4879.938,50866.0,50866.0
2015-02-01,,,,23677.062,247039.0,247039.0,,,,,,,253.985,2650.0,2650.0,,,,172658.86,1801470.0,1801470.0,6590.091,68759.0,68759.0
2015-03-01,,,,14105.095,154464.0,154464.0,,,,,,,504.522,5525.0,5525.0,,,,119813.05,1312068.0,1312068.0,2195.332,24041.0,24041.0
2015-04-01,,,,4314.023,43927.0,43927.0,,,,,,,436.786,4448.0,4448.0,,,,207177.27,2109549.0,2109549.0,5943.919,60523.0,60523.0
2015-05-01,,,,934.957,9719.0,9719.0,,,,,,,316.732,3293.0,3293.0,,,,86929.098,903648.0,903648.0,2226.213,23142.0,23142.0
2015-06-01,,,,4250.315,45666.0,45666.0,,,,,,,290.391,3120.0,3120.0,,,,157781.45,1695227.0,1695227.0,3338.842,35873.0,35873.0
2015-07-01,,,,4062.012,43377.0,43377.0,,,,,,,437.792,4675.0,4675.0,,,,217674.88,2324461.0,2324461.0,3321.318,35467.0,35467.0
2015-08-01,,,,190.597,1950.0,1950.0,,,,,,,568.377,5815.0,5815.0,,,,212493.88,2174002.0,2174002.0,5754.142,58870.0,58870.0
2015-09-01,,,,0.0,0.0,0.0,,,,,,,12179.671,131763.0,131763.0,,,,201125.62,2175823.0,2175823.0,4988.708,53969.0,53969.0
2015-10-01,,,,0.0,0.0,0.0,,,,,,,158.5,1573.0,1573.0,,,,98646.528,978688.0,978688.0,2621.972,26013.0,26013.0
2015-11-01,,,,444.145,4651.0,4651.0,,,,,,,353.082,3698.0,3698.0,,,,93319.503,977250.0,977250.0,2913.27,30508.0,30508.0
2015-12-01,,,,1626.354,17464.0,17464.0,,,,,,,399.754,4293.0,4293.0,,,,131704.37,1414224.0,1414224.0,4191.522,45008.0,45008.0
2016-01-01,,,,1014.867,10718.0,10718.0,,,,,,,465.641,4918.0,4918.0,,,,211064.34,2228990.0,2228990.0,1966.155,20764.0,20764.0
2016-02-01,,,,0.0,0.0,0.0,,,,,,,617.649,6573.0,6573.0,,,,195490.15,2080241.0,2080241.0,2567.202,27318.0,27318.0
2016-03-01,,,,0.0,0.0,0.0,,,,,,,113.165,1095.0,1095.0,,,,21533.835,208364.0,208364.0,0.0,0.0,0.0
2016-04-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,4614.0,65555.0,65555.0,0.0,0.0,0.0
2016-05-01,,,,0.0,0.0,0.0,,,,,,,387.4,5343.0,5343.0,,,,16583.6,228699.0,228699.0,0.0,0.0,0.0
2016-06-01,,,,0.0,0.0,0.0,,,,,,,363.54,3760.0,3760.0,,,,197157.46,2039147.0,2039147.0,0.0,0.0,0.0
2016-07-01,,,,0.0,0.0,0.0,,,,,,,523.432,5383.0,5383.0,,,,146020.57,1501543.0,1501543.0,0.0,0.0,0.0
2016-08-01,,,,0.0,0.0,0.0,,,,,,,306.975,3268.0,3268.0,,,,218353.03,2324192.0,2324192.0,0.0,0.0,0.0
2016-09-01,,,,0.0,0.0,0.0,,,,,,,359.419,3728.0,3728.0,,,,184111.58,1909402.0,1909402.0,0.0,0.0,0.0
2016-10-01,,,,0.0,0.0,0.0,,,,,,,200.795,2133.0,2133.0,,,,57623.205,611975.0,611975.0,0.0,0.0,0.0
2016-11-01,,,,0.0,0.0,0.0,,,,,,,295.776,3258.0,3258.0,,,,17369.224,191295.0,191295.0,0.0,0.0,0.0
2016-12-01,,,,0.0,0.0,0.0,,,,,,,592.297,6490.0,6490.0,,,,62196.703,681511.0,681511.0,0.0,0.0,0.0
2017-01-01,,,,,,,,,,,,,217.791,2228.0,2228.0,,,,121162.21,1239213.0,1239213.0,0.0,0.0,0.0
2017-02-01,,,,0.0,0.0,0.0,,,,,,,-4.645,0.0,0.0,,,,-1453.398,0.0,0.0,-4.957,0.0,0.0
2017-03-01,,,,0.0,0.0,0.0,,,,,,,359.836,3835.0,3835.0,,,,54524.164,581098.0,581098.0,0.0,0.0,0.0
2017-04-01,,,,0.0,0.0,0.0,,,,,,,206.47,2140.0,2140.0,,,,56996.53,590751.0,590751.0,0.0,0.0,0.0
2017-05-01,,,,0.0,0.0,0.0,,,,,,,260.122,2685.0,2685.0,,,,186662.88,1926746.0,1926746.0,0.0,0.0,0.0
2017-06-01,,,,,,,,,,,,,212.35,2155.0,2155.0,,,,168469.65,1709689.0,1709689.0,0.0,0.0,0.0
2017-07-01,,,,,,,,,,,,,526.432,5365.0,5365.0,,,,187986.57,1915817.0,1915817.0,0.0,0.0,0.0
2017-08-01,,,,,,,,,,,,,262.838,2703.0,2703.0,,,,211326.16,2172854.0,2172854.0,0.0,0.0,0.0
2017-09-01,,,,,,,,,,,,,204.208,2133.0,2133.0,,,,180259.79,1882416.0,1882416.0,0.0,0.0,0.0
2017-10-01,,,,,,,,,,,,,97.53,1055.0,1055.0,,,,39963.47,432293.0,432293.0,0.0,0.0,0.0
2017-11-01,,,,,,,,,,,,,367.962,3793.0,3793.0,,,,192255.04,1981530.0,1981530.0,0.0,0.0,0.0
2017-12-01,,,,,,,,,,,,,632.506,6760.0,6760.0,,,,120775.49,1290806.0,1290806.0,0.0,0.0,0.0
2018-01-01,,,,,,,,,,,,,506.088,5010.0,5010.0,,,,206918.91,2048385.0,2048385.0,0.0,0.0,0.0
2018-02-01,,,,,,,,,,,,,259.354,2815.0,2815.0,,,,77513.646,841324.0,841324.0,0.0,0.0,0.0
2018-03-01,,,,,,,,,,,,,153.068,1650.0,1650.0,,,,142624.93,1537428.0,1537428.0,0.0,0.0,0.0
2018-04-01,,,,,,,,,,,,,138.81,1650.0,1650.0,,,,23512.19,279485.0,279485.0,0.0,0.0,0.0
2018-05-01,,,,,,,,,,,,,203.34,2150.0,2150.0,,,,101659.66,1074889.0,1074889.0,0.0,0.0,0.0
2018-06-01,,,,,,,,,,,,,119.997,1583.0,1583.0,,,,91374.003,1205023.0,1205023.0,0.0,0.0,0.0
2018-07-01,,,,,,,,,,,,,369.069,3843.0,3843.0,,,,151746.93,1579887.0,1579887.0,0.0,0.0,0.0
2018-08-01,,,,,,,,,,,,,255.55,2668.0,2668.0,,,,153901.45,1606466.0,1606466.0,0.0,0.0,0.0
2018-09-01,,,,,,,,,,,,,45.267,535.0,535.0,,,,15024.733,177572.0,177572.0,0.0,0.0,0.0
2018-10-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,,,,,,,,,,,,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
