measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Generation,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Combustion Turbine Part - Waste Oil - Total Fuel Consumed,Kerosene - Combined Cycle Steam Part - Waste Oil - Generation,Kerosene - Combined Cycle Steam Part - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combined Cycle Steam Part - Waste Oil - Total Fuel Consumed,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Kerosene - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,Waste/Other Oil - Combined Cycle Combustion Turbine Part - Waste Oil - Generation,Waste/Other Oil - Combined Cycle Combustion Turbine Part - Waste Oil - Quantity Consumed For Electricity,Waste/Other Oil - Combined Cycle Combustion Turbine Part - Waste Oil - Total Fuel Consumed,Waste/Other Oil - Combined Cycle Steam Part - Waste Oil - Generation,Waste/Other Oil - Combined Cycle Steam Part - Waste Oil - Quantity Consumed For Electricity,Waste/Other Oil - Combined Cycle Steam Part - Waste Oil - Total Fuel Consumed,Waste/Other Oil - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Generation,Waste/Other Oil - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Quantity Consumed For Electricity,Waste/Other Oil - Combustion (Gas) Turbine (including jet engine design) - Waste Oil - Total Fuel Consumed
2016-05-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,2434.0,25929.0,25929.0,,,,,,,,,
2016-06-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,2978.0,30650.0,30650.0,,,,,,,,,
2016-07-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,25692.0,254056.0,254056.0,,,,,,,,,
2016-08-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,19064.0,192606.0,192606.0,,,,,,,,,
2016-09-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,9206.0,92425.0,92425.0,,,,,,,,,
2016-10-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,4137.0,42986.0,42986.0,,,,,,,,,
2016-11-01,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,,,,,,,66.0,2302.0,2302.0,,,,,,,,,
2016-12-01,0.0,0.0,0.0,,,,,,,1.163,17.0,17.0,,,,,,,430.837,6226.0,6226.0,,,,,,,,,
2017-01-01,0.0,0.0,0.0,,,,,,,76.855,890.0,890.0,,,,,,,1051.476,12133.0,12133.0,,,,,,,,,
2017-02-01,0.0,0.0,0.0,,,,,,,60.212,694.0,694.0,,,,,,,892.178,10294.0,10294.0,,,,,,,,,
2017-03-01,0.0,0.0,0.0,,,,,,,83.186,958.0,958.0,,,,,,,1314.485,15167.0,15167.0,,,,,,,,,
2017-04-01,0.0,0.0,0.0,,,,,,,63.147,728.0,728.0,,,,,,,966.755,11155.0,11155.0,,,,,,,,,
2017-05-01,0.0,0.0,0.0,,,,,,,75.602,874.0,874.0,,,,,,,1071.375,12362.0,12362.0,,,,,,,,,
2017-06-01,0.0,0.0,0.0,,,,,,,80.696,930.0,930.0,,,,,,,1368.868,15794.0,15794.0,,,,,,,,,
2017-07-01,0.0,0.0,0.0,,,,,,,64.781,745.0,745.0,,,,,,,1582.811,18263.0,18263.0,,,,,,,,,
2017-08-01,0.0,0.0,0.0,,,,,,,81.088,935.0,935.0,,,,,,,1409.571,16264.0,16264.0,,,,,,,,,
2017-09-01,0.0,0.0,0.0,,,,,,,62.06,717.0,717.0,,,,,,,1250.166,14425.0,14425.0,,,,,,,,,
2017-10-01,0.0,0.0,0.0,,,,,,,53.375,616.0,616.0,,,,,,,1120.999,12934.0,12934.0,,,,,,,,,
2017-11-01,0.0,0.0,0.0,,,,,,,86.777,1002.0,1002.0,,,,,,,853.594,9849.0,9849.0,,,,,,,,,
2017-12-01,0.0,0.0,0.0,,,,,,,315.387,3640.0,3640.0,,,,,,,1058.556,12214.0,12214.0,,,,,,,,,
2018-01-01,0.0,0.0,0.0,,,,,,,11456.899,115983.0,115983.0,,,,,,,1694.679,17155.0,17155.0,,,,,,,,,
2018-02-01,0.0,0.0,0.0,,,,,,,118.353,1201.0,1201.0,,,,,,,2312.82,23413.0,23413.0,,,,,,,,,
2018-03-01,0.0,0.0,0.0,,,,,,,206.129,2088.0,2088.0,,,,,,,2740.674,27744.0,27744.0,,,,,,,,,
2018-04-01,0.0,0.0,0.0,,,,,,,127.941,1293.0,1293.0,,,,,,,2550.274,25816.0,25816.0,,,,,,,,,
2018-05-01,0.0,0.0,0.0,,,,,,,1315.726,13317.0,13317.0,,,,,,,2509.571,25404.0,25404.0,,,,,,,,,
2018-06-01,0.0,0.0,0.0,,,,,,,125.59,1270.0,1270.0,,,,,,,2850.697,28858.0,28858.0,,,,,,,,,
2018-07-01,0.0,0.0,0.0,,,,,,,161.051,1630.0,1630.0,,,,,,,4212.297,42641.0,42641.0,,,,,,,,,
2018-08-01,0.0,0.0,0.0,,,,,,,149.212,1508.0,1508.0,,,,,,,4150.078,42012.0,42012.0,,,,,,,,,
2018-09-01,0.0,0.0,0.0,,,,,,,123.723,1253.0,1253.0,,,,,,,3541.068,35846.0,35846.0,,,,,,,,,
2018-10-01,0.0,0.0,0.0,,,,,,,134.078,1357.0,1357.0,,,,,,,2852.792,28879.0,28879.0,,,,,,,,,
2018-11-01,0.0,0.0,0.0,,,,,,,209.32,2117.0,2117.0,,,,,,,2422.294,24521.0,24521.0,,,,,,,,,
2018-12-01,0.0,0.0,0.0,,,,,,,204.989,2076.0,2076.0,,,,,,,2654.745,26874.0,26874.0,,,,,,,,,
2019-01-01,0.0,0.0,0.0,,,,,,,294.795,3293.0,3293.0,,,,,,,904.286,10079.0,10079.0,,,,,,,,,
2019-02-01,0.0,0.0,0.0,,,,,,,68.932,767.0,767.0,,,,,,,897.119,9997.0,9997.0,,,,,,,,,
2019-03-01,0.0,0.0,0.0,,,,,,,9.579,106.0,106.0,,,,,,,854.208,9519.0,9519.0,,,,,,,,,
2019-04-01,0.0,0.0,0.0,,,,,,,4.239,45.0,45.0,,,,,,,991.535,11050.0,11050.0,,,,,,,,,
2019-05-01,0.0,0.0,0.0,,,,,,,9.96,112.0,112.0,,,,,,,874.105,9741.0,9741.0,,,,,,,,,
2019-06-01,0.0,0.0,0.0,,,,,,,17.467,196.0,196.0,,,,,,,1077.992,12013.0,12013.0,,,,,,,,,
2019-07-01,0.0,0.0,0.0,,,,,,,7.738,84.0,84.0,,,,,,,1443.136,16082.0,16082.0,,,,,,,,,
2019-08-01,0.0,0.0,0.0,,,,,,,15.137,168.0,168.0,,,,,,,1352.071,15068.0,15068.0,,,,,,,,,
2019-09-01,0.0,0.0,0.0,,,,,,,12.777,140.0,140.0,,,,,,,1074.907,11979.0,11979.0,,,,,,,,,
2019-10-01,0.0,0.0,0.0,,,,,,,19.324,213.0,213.0,,,,,,,1048.245,11682.0,11682.0,,,,,,,,,
2019-11-01,0.0,0.0,0.0,,,,,,,18.08,202.0,202.0,,,,,,,1019.837,11365.0,11365.0,,,,,,,,,
2019-12-01,0.0,0.0,0.0,,,,,,,44.076,493.0,493.0,,,,,,,1008.455,11238.0,11238.0,,,,,,,,,
2020-01-01,,,,,,,,,,4.352,56.0,56.0,,,,,,,1152.825,12195.0,12195.0,,,,,,,,,
2020-02-01,,,,,,,,,,3.341,34.0,34.0,,,,,,,1010.786,10692.0,10692.0,,,,,,,,,
2020-03-01,,,,,,,,,,4.643,50.0,50.0,,,,,,,1025.744,10850.0,10850.0,,,,,,,,,
2020-04-01,,,,,,,,,,3.398,34.0,34.0,,,,,,,932.39,9863.0,9863.0,,,,,,,,,
2020-05-01,,,,,,,,,,4.287,45.0,45.0,,,,,,,787.77,8333.0,8333.0,,,,,,,,,
2020-06-01,,,,,,,,,,3.167,34.0,34.0,,,,,,,1309.246,13849.0,13849.0,,,,,,,,,
2020-07-01,,,,,,,,,,4.443,45.0,45.0,,,,,,,1996.48,21119.0,21119.0,,,,,,,,,
2020-08-01,,,,,,,,,,3.937,39.0,39.0,,,,,,,1748.731,18498.0,18498.0,,,,,,,,,
2020-09-01,,,,,,,,,,3.644,39.0,39.0,,,,,,,1105.937,11699.0,11699.0,,,,,,,,,
2020-10-01,,,,,,,,,,2.866,28.0,28.0,,,,,,,1219.82,12903.0,12903.0,,,,,,,,,
2020-11-01,,,,,,,,,,3.44,34.0,34.0,,,,,,,1071.501,11334.0,11334.0,,,,,,,,,
2020-12-01,,,,,,,,,,4.01,45.0,45.0,,,,,,,778.242,8232.0,8232.0,,,,,,,,,
2021-01-01,,,,,,,,,,0.774,6.0,6.0,,,,,,,433.576,4445.0,4445.0,,,,,,,,,
2021-02-01,,,,,,,,,,0.054,0.0,0.0,,,,,,,30.279,311.0,311.0,,,,,,,,,
2021-03-01,,,,,,,,,,0.615,6.0,6.0,,,,,,,344.619,3534.0,3534.0,,,,,,,,,
2021-04-01,,,,,,,,,,2.164,22.0,22.0,,,,,,,1212.993,12435.0,12435.0,,,,,,,,,
2021-05-01,,,,,,,,,,1.761,17.0,17.0,,,,,,,987.124,10120.0,10120.0,,,,,,,,,
2021-06-01,,,,,,,,,,7.284,73.0,73.0,,,,,,,4082.194,41851.0,41851.0,,,,,,,,,
2021-07-01,,,,,,,,,,3.972,39.0,39.0,,,,,,,2226.28,22824.0,22824.0,,,,,,,,,
2021-08-01,,,,,,,,,,13.784,140.0,140.0,,,,,,,7725.128,79200.0,79200.0,,,,,,,,,
2021-09-01,,,,,,,,,,0.231,0.0,0.0,,,,,,,129.619,1328.0,1328.0,,,,,,,,,
2021-10-01,,,,,,,,,,0.707,6.0,6.0,,,,,,,396.519,4066.0,4066.0,,,,,,,,,
2021-11-01,,,,,,,,,,0.776,6.0,6.0,,,,,,,435.183,4462.0,4462.0,,,,,,,,,
2021-12-01,,,,,,,,,,0.104,0.0,0.0,,,,,,,58.26,597.0,597.0,,,,,,,,,
2022-01-01,,,,,,,,,,219.737,2139.0,2139.0,,,,,,,2446.167,23792.0,23792.0,,,,,,,,,
2022-02-01,,,,,,,,,,44.276,429.0,429.0,,,,,,,492.894,4794.0,4794.0,,,,,,,,,
2022-03-01,,,,,,,,,,213.957,2082.0,2082.0,,,,,,,2381.828,23167.0,23167.0,,,,,,,,,
2022-04-01,,,,,,,,,,832.221,8094.0,8094.0,,,,,,,9264.505,90110.0,90110.0,,,,,,,,,
2022-05-01,,,,,,,,,,122.907,1195.0,1195.0,,,,,,,1368.237,13307.0,13307.0,,,,,,,,,
2022-06-01,,,,,,,,,,357.69,3478.0,3478.0,,,,,,,3981.905,38729.0,38729.0,,,,,,,,,
2022-07-01,,,,,,,,,,1089.108,10593.0,10593.0,,,,,,,12124.249,117924.0,117924.0,,,,,,,,,
2022-08-01,,,,,,,,,,1142.399,11114.0,11114.0,,,,,,,12717.501,123695.0,123695.0,,,,,,,,,
2022-09-01,,,,,,,,,,78.351,761.0,761.0,,,,,,,872.228,8484.0,8484.0,,,,,,,,,
2022-10-01,,,,,,,,,,139.049,1350.0,1350.0,,,,,,,1547.928,15056.0,15056.0,,,,,,,,,
2022-11-01,,,,,,,,,,193.084,1876.0,1876.0,,,,,,,2149.461,20906.0,20906.0,,,,,,,,,
2022-12-01,,,,,,,,,,291.398,2831.0,2831.0,,,,,,,3243.919,31551.0,31551.0,,,,,,,,,
2023-01-01,,,,,,,,,,6.431,63.0,63.0,,,,,,,376.532,3605.0,3605.0,,,,,,,,,
2023-02-01,,,,,,,,,,3.149,29.0,29.0,,,,,,,184.377,1766.0,1766.0,,,,,,,,,
2023-03-01,,,,,,,,,,40.202,385.0,385.0,,,,,,,2353.703,22535.0,22535.0,,,,,,,,,
2023-04-01,,,,,,,,,,150.036,1435.0,1435.0,,,,,,,8784.116,84099.0,84099.0,,,,,,,,,
2023-05-01,,,,,,,,,,52.212,499.0,499.0,,,,,,,3056.81,29266.0,29266.0,,,,,,,,,
2023-06-01,,,,,,,,,,25.938,247.0,247.0,,,,,,,1518.563,14539.0,14539.0,,,,,,,,,
2023-07-01,,,,,,,,,,64.057,614.0,614.0,,,,,,,3750.35,35905.0,35905.0,,,,,,,,,
2023-08-01,,,,,,,,,,37.122,356.0,356.0,,,,,,,2173.368,20808.0,20808.0,,,,,,,,,
2023-09-01,,,,,,,,,,52.298,499.0,499.0,,,,,,,3061.899,29314.0,29314.0,,,,,,,,,
2023-10-01,,,,,,,,,,1.967,17.0,17.0,,,,,,,115.177,1103.0,1103.0,,,,,,,,,
2023-11-01,,,,,,,,,,10.116,98.0,98.0,,,,,,,592.255,5670.0,5670.0,,,,,,,,,
2023-12-01,,,,,,,,,,19.318,184.0,184.0,,,,,,,1131.003,10828.0,10828.0,,,,,,,,,
2024-01-01,,,,,,,,,,0.111,0.0,0.0,,,,,,,73.527,750.0,750.0,,,,,,,,,
2024-02-01,,,,,,,,,,0.266,0.0,0.0,,,,,,,177.225,1807.0,1807.0,,,,,,,,,
2024-03-01,,,,,,,,,,5.58,57.0,57.0,,,,,,,3711.618,37853.0,37853.0,,,,,,,,,
2024-04-01,,,,,,,,,,22.411,230.0,230.0,,,,,,,14907.709,152035.0,152035.0,,,,,,,,,
2024-05-01,,,,,,,,,,12.995,132.0,132.0,,,,,,,8643.872,88154.0,88154.0,,,,,,,,,
2024-06-01,,,,,,,,,,5.853,57.0,57.0,,,,,,,3893.63,39709.0,39709.0,,,,,,,,,
2024-07-01,,,,,,,,,,14.784,149.0,149.0,,,,,,,9834.401,100296.0,100296.0,,,,,,,,,
2024-08-01,,,,,,,,,,7.593,75.0,75.0,,,,,,,5050.831,51510.0,51510.0,,,,,,,,,
2024-09-01,,,,,,,,,,0.927,11.0,11.0,,,,,,,616.462,6287.0,6287.0,,,,,,,,,
2024-10-01,,,,,,,,,,2.42,23.0,23.0,,,,,,,1609.713,16417.0,16417.0,,,,,,,,,
2024-11-01,,,,,,,,,,1.548,17.0,17.0,,,,,,,1029.88,10503.0,10503.0,,,,,,,,,
2024-12-01,,,,,,,,,,0.369,6.0,6.0,,,,,,,245.275,2502.0,2502.0,,,,,,,,,
