measured_on,"Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Black Liquor - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Other - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Generation","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Quantity Consumed For Electricity","Residual Fuel Oil - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Residual Fuel Oil - Total Fuel Consumed","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Generation","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Quantity Consumed For Electricity","Sludge Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other Renewables - Total Fuel Consumed","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2013-01-01,12489.45,118372.0,648996.0,7.092,67.0,369.0,3638.273,34483.0,189058.0,0.0,0.0,0.0,265.392,2515.0,13791.0,0.0,0.0,0.0,7360.793,69764.0,382493.0
2013-02-01,11442.897,108453.0,585828.0,0.0,0.0,0.0,3086.694,29255.0,158026.0,0.0,0.0,0.0,397.597,3768.0,20355.0,0.0,0.0,0.0,6615.812,62703.0,338702.0
2013-03-01,9336.716,88491.0,512904.0,84.201,798.0,4626.0,3102.239,29402.0,170419.0,0.0,0.0,0.0,502.082,4759.0,27581.0,0.0,0.0,0.0,3951.762,37454.0,217086.0
2013-04-01,12547.149,118919.0,613560.0,0.0,0.0,0.0,3462.965,32821.0,169340.0,0.0,0.0,0.0,421.543,3995.0,20614.0,0.0,0.0,0.0,7099.343,67286.0,347160.0
2013-05-01,12976.411,122988.0,649056.0,0.0,0.0,0.0,4648.104,44054.0,232490.0,0.0,0.0,0.0,343.729,3258.0,17193.0,0.0,0.0,0.0,5742.756,54429.0,287242.0
2013-06-01,12467.798,118167.0,614976.0,0.0,0.0,0.0,4689.79,44449.0,231325.0,0.0,0.0,0.0,182.773,1732.0,9015.0,0.0,0.0,0.0,5549.639,52598.0,273737.0
2013-07-01,13360.213,126625.0,655560.0,0.0,0.0,0.0,3943.751,37378.0,193512.0,0.0,0.0,0.0,386.463,3663.0,18963.0,0.0,0.0,0.0,5786.573,54844.0,283936.0
2013-08-01,12408.853,117608.0,601356.0,0.0,0.0,0.0,3823.16,36235.0,185277.0,0.0,0.0,0.0,296.268,2808.0,14358.0,0.0,0.0,0.0,6518.719,61783.0,315909.0
2013-09-01,13570.69,128620.0,620172.0,0.0,0.0,0.0,3500.764,33179.0,159983.0,0.0,0.0,0.0,212.025,2010.0,9689.0,0.0,0.0,0.0,6032.521,57175.0,275682.0
2013-10-01,10552.013,100010.0,636588.0,0.0,0.0,0.0,4269.726,40468.0,257587.0,0.0,0.0,0.0,186.509,1768.0,11252.0,0.0,0.0,0.0,4175.752,39577.0,251917.0
2013-11-01,12380.833,117343.0,616500.0,0.0,0.0,0.0,5525.957,52374.0,275163.0,0.0,0.0,0.0,235.073,2228.0,11705.0,0.0,0.0,0.0,5037.137,47741.0,250823.0
2013-12-01,11297.693,107077.0,650244.0,0.0,0.0,0.0,6115.578,57962.0,351985.0,0.0,0.0,0.0,570.722,5409.0,32848.0,0.0,0.0,0.0,4617.007,43759.0,265734.0
2014-01-01,10088.342,95615.0,570624.0,0.0,0.0,0.0,6340.898,60098.0,358658.0,0.0,0.0,0.0,1159.251,10987.0,65570.0,0.0,0.0,0.0,4263.509,40409.0,241156.0
2014-02-01,9617.995,91157.0,557940.0,0.0,0.0,0.0,5691.383,53942.0,330157.0,0.0,0.0,0.0,649.874,6159.0,37699.0,0.0,0.0,0.0,4532.748,42960.0,262945.0
2014-03-01,10776.953,102142.0,621540.0,0.0,0.0,0.0,6305.204,59759.0,363640.0,0.0,0.0,0.0,471.246,4466.0,27178.0,0.0,0.0,0.0,4680.597,44362.0,269944.0
2014-04-01,9237.206,87548.0,488172.0,0.0,0.0,0.0,4597.657,43576.0,242979.0,0.0,0.0,0.0,567.195,5376.0,29975.0,0.0,0.0,0.0,2671.942,25324.0,141208.0
2014-05-01,12280.433,116391.0,655596.0,0.0,0.0,0.0,5755.087,54545.0,307238.0,0.0,0.0,0.0,380.582,3607.0,20318.0,0.0,0.0,0.0,5480.898,51947.0,292600.0
2014-06-01,11473.629,108745.0,624348.0,0.0,0.0,0.0,4998.317,47373.0,271988.0,0.0,0.0,0.0,286.427,2715.0,15586.0,0.0,0.0,0.0,4616.627,43755.0,251218.0
2014-07-01,11659.292,110504.0,622980.0,0.0,0.0,0.0,4824.312,45724.0,257773.0,0.0,0.0,0.0,201.503,1910.0,10767.0,0.0,0.0,0.0,5100.893,48345.0,272551.0
2014-08-01,11050.547,104735.0,577584.0,0.0,0.0,0.0,6177.049,58545.0,322859.0,0.0,0.0,0.0,321.102,3043.0,16783.0,0.0,0.0,0.0,3668.302,34767.0,191733.0
2014-09-01,11491.66,108915.0,630732.0,0.0,0.0,0.0,5089.323,48235.0,279333.0,0.0,0.0,0.0,328.05,3109.0,18005.0,0.0,0.0,0.0,3845.967,36451.0,211090.0
2014-10-01,12062.537,114326.0,643668.0,0.0,0.0,0.0,5923.132,56138.0,316064.0,0.0,0.0,0.0,546.872,5183.0,29182.0,0.0,0.0,0.0,4240.459,40190.0,226275.0
2014-11-01,10924.736,103542.0,563160.0,0.0,0.0,0.0,7386.163,70004.0,380750.0,0.0,0.0,0.0,1284.099,12170.0,66194.0,0.0,0.0,0.0,3913.002,37087.0,201712.0
2014-12-01,13265.094,125724.0,723360.0,0.0,0.0,0.0,6494.159,61550.0,354134.0,0.0,0.0,0.0,537.448,5094.0,29308.0,0.0,0.0,0.0,3876.299,36739.0,211379.0
2015-01-01,13152.297,129808.0,701256.0,0.0,0.0,0.0,7242.069,71476.0,386134.0,0.0,0.0,0.0,551.565,5444.0,29408.0,0.0,0.0,0.0,4177.438,41230.0,222733.0
2015-02-01,12296.726,121364.0,621468.0,0.0,0.0,0.0,7247.883,71534.0,366303.0,0.0,0.0,0.0,625.646,6175.0,31620.0,0.0,0.0,0.0,3983.212,39313.0,201309.0
2015-03-01,13023.785,128540.0,666252.0,0.0,0.0,0.0,6926.068,68358.0,354314.0,0.0,0.0,0.0,532.383,5254.0,27235.0,0.0,0.0,0.0,4243.569,41882.0,217086.0
2015-04-01,8938.341,88218.0,480444.0,0.0,0.0,0.0,5482.936,54114.0,294713.0,0.0,0.0,0.0,764.543,7546.0,41095.0,0.0,0.0,0.0,1874.87,18504.0,100776.0
2015-05-01,13897.545,137163.0,695376.0,0.0,0.0,0.0,8134.601,80285.0,407022.0,0.0,0.0,0.0,241.746,2386.0,12096.0,0.0,0.0,0.0,2444.229,24124.0,122299.0
2015-06-01,12763.115,125967.0,599940.0,0.0,0.0,0.0,6870.134,67805.0,322936.0,0.0,0.0,0.0,496.701,4902.0,23348.0,0.0,0.0,0.0,2617.636,25835.0,123044.0
2015-07-01,11627.481,114759.0,558360.0,0.0,0.0,0.0,7857.954,77555.0,377345.0,0.0,0.0,0.0,428.609,4230.0,20582.0,0.0,0.0,0.0,3106.268,30658.0,149165.0
2015-08-01,12075.324,119179.0,616428.0,0.0,0.0,0.0,7571.046,74723.0,386491.0,0.0,0.0,0.0,361.72,3570.0,18465.0,0.0,0.0,0.0,2121.063,20934.0,108277.0
2015-09-01,12195.417,120364.0,617352.0,0.0,0.0,0.0,7149.111,70559.0,361900.0,0.0,0.0,0.0,826.241,8155.0,41826.0,0.0,0.0,0.0,2711.259,26759.0,137248.0
2015-10-01,11368.447,112202.0,606408.0,0.0,0.0,0.0,7002.629,69113.0,373530.0,0.0,0.0,0.0,1077.493,10634.0,57475.0,0.0,0.0,0.0,2960.991,29224.0,157943.0
2015-11-01,10978.854,108357.0,581640.0,0.0,0.0,0.0,6706.036,66186.0,355274.0,0.0,0.0,0.0,1026.728,10133.0,54394.0,0.0,0.0,0.0,3452.106,34071.0,182886.0
2015-12-01,11244.513,110979.0,613020.0,0.0,0.0,0.0,6943.97,68534.0,378566.0,0.0,0.0,0.0,1198.239,11826.0,65325.0,0.0,0.0,0.0,3684.485,36364.0,200868.0
2016-01-01,11272.652,60685.0,598608.0,0.0,0.0,0.0,7764.587,41800.0,412320.0,0.0,0.0,0.0,709.456,3819.0,37674.0,0.0,0.0,0.0,3724.957,20053.0,197805.0
2016-02-01,10881.327,58579.0,582828.0,0.0,0.0,0.0,7417.019,39929.0,397272.0,0.0,0.0,0.0,553.638,2980.0,29654.0,0.0,0.0,0.0,2786.456,15001.0,149249.0
2016-03-01,11045.007,59460.0,624972.0,0.0,0.0,0.0,7532.942,40553.0,426245.0,0.0,0.0,0.0,373.541,2011.0,21137.0,0.0,0.0,0.0,2673.506,14393.0,151278.0
2016-04-01,4543.992,24462.0,362088.0,0.0,0.0,0.0,3476.704,18717.0,277041.0,0.0,0.0,0.0,849.435,4573.0,67687.0,0.0,0.0,0.0,256.56,1381.0,20444.0
2016-05-01,9390.633,50554.0,622560.0,0.0,0.0,0.0,7603.724,40934.0,504095.0,0.0,0.0,0.0,275.678,1484.0,18276.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,9078.153,48871.0,547860.0,0.0,0.0,0.0,7470.498,40217.0,450839.0,0.0,0.0,0.0,835.66,4499.0,50432.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,9761.811,52552.0,575496.0,0.0,0.0,0.0,8315.973,44768.0,490258.0,0.0,0.0,0.0,1097.486,5908.0,64701.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-01,9970.943,53678.0,566484.0,0.0,0.0,0.0,9421.882,50722.0,535290.0,0.0,0.0,0.0,802.283,4319.0,45581.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-09-01,10941.855,58905.0,576540.0,0.0,0.0,0.0,9883.153,53205.0,520756.0,0.0,0.0,0.0,318.878,1717.0,16802.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-10-01,10857.219,58449.0,537576.0,0.0,0.0,0.0,8665.54,46650.0,429059.0,0.0,0.0,0.0,1024.781,5517.0,50740.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-11-01,6507.911,35035.0,318504.0,0.0,0.0,0.0,10074.821,54237.0,493072.0,0.0,0.0,0.0,465.474,2506.0,22781.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,6902.644,37160.0,321156.0,0.0,0.0,0.0,11000.594,59221.0,511819.0,0.0,0.0,0.0,48.611,262.0,2262.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,6272.242,33766.0,309516.0,0.0,0.0,0.0,9515.763,51227.0,469574.0,0.0,0.0,0.0,669.616,3605.0,33044.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,5736.099,30880.0,290136.0,0.0,0.0,0.0,7582.427,40819.0,383525.0,0.0,0.0,0.0,695.132,3742.0,35160.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,14543.67,78295.0,707928.0,0.0,0.0,0.0,16030.801,86301.0,780316.0,0.0,0.0,0.0,616.073,3317.0,29988.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,18746.187,100919.0,786216.0,0.0,0.0,0.0,15914.881,85676.0,667471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,20115.707,108291.0,786132.0,0.0,0.0,0.0,15812.957,85128.0,617978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-01,16176.84,87087.0,658224.0,0.0,0.0,0.0,13797.965,74280.0,561429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,17949.826,96631.0,733716.0,0.0,0.0,0.0,14535.203,78249.0,594140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,18152.781,97724.0,738216.0,0.0,0.0,0.0,14015.349,75450.0,569960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,19440.804,104658.0,787236.0,0.0,0.0,0.0,13668.419,73583.0,553489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,12932.018,69618.0,534552.0,0.0,0.0,0.0,11932.07,64235.0,493219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,20107.668,108248.0,810336.0,0.0,0.0,0.0,14106.861,75943.0,568504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,20281.274,109183.0,805524.0,0.0,0.0,0.0,15972.932,85989.0,634407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,13937.306,75030.0,535338.0,0.0,0.0,0.0,17018.926,91620.0,653704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,14739.165,79347.0,541419.0,0.0,0.0,0.0,15512.206,83509.0,569816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,21801.08,117364.0,741698.0,0.0,0.0,0.0,17402.208,93683.0,592043.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,20981.668,112953.0,712757.0,0.0,0.0,0.0,17071.18,91901.0,579916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-01,21805.209,117387.0,724338.0,0.0,0.0,0.0,17296.287,93113.0,574558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,21788.405,117296.0,711525.0,0.0,0.0,0.0,16912.646,91048.0,552301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,20953.053,112799.0,596736.0,0.0,0.0,0.0,19368.023,104266.0,551595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,18674.824,100534.0,541632.0,0.0,0.0,0.0,20548.63,110622.0,595979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,20972.524,112904.0,606144.0,0.0,0.0,0.0,19075.827,102693.0,551326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,19276.966,103776.0,563136.0,0.0,0.0,0.0,19995.463,107644.0,584125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,18870.683,101589.0,568512.0,0.0,0.0,0.0,20196.241,108725.0,608447.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,17793.219,95788.0,542976.0,0.0,0.0,0.0,23314.344,125511.0,711458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,21690.254,116768.0,734014.0,0.0,0.0,0.0,20846.235,112224.0,705452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,21747.871,117078.0,687949.0,0.0,0.0,0.0,18761.425,101001.0,593479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,22886.687,123209.0,733398.0,0.0,0.0,0.0,20070.413,108047.0,643152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,14839.005,79885.0,505882.0,0.0,0.0,0.0,12675.511,68238.0,432125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,21997.029,118419.0,726936.0,0.0,0.0,0.0,17321.494,93249.0,572424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,21395.041,115178.0,663522.0,0.0,0.0,0.0,17313.691,93207.0,536947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,22677.223,122081.0,687019.0,0.0,0.0,0.0,18353.515,98805.0,556030.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,22581.328,121565.0,699944.0,0.0,0.0,0.0,17310.494,93190.0,536566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-09-01,22797.916,122731.0,687882.0,0.0,0.0,0.0,16509.083,88875.0,498129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,23805.376,128154.0,740219.0,0.0,0.0,0.0,17192.712,92556.0,534601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-01,18157.169,97748.0,589669.0,0.0,0.0,0.0,17958.754,96679.0,583225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,23807.872,128168.0,752550.0,0.0,0.0,0.0,19890.579,107079.0,628727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,22947.808,123538.0,731931.0,0.0,0.0,0.0,19659.743,105837.0,627057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,21867.955,117724.0,724170.0,0.0,0.0,0.0,17180.724,92491.0,568949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,24695.829,132948.0,774312.0,0.0,0.0,0.0,17750.391,95558.0,556545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,20926.034,112654.0,688274.0,0.0,0.0,0.0,17385.135,93591.0,571811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,22278.67,119935.0,741126.0,0.0,0.0,0.0,17437.418,93873.0,580076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,21833.099,117537.0,741126.0,0.0,0.0,0.0,16447.34,88543.0,558306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,20636.802,111097.0,661853.0,0.0,0.0,0.0,18851.695,101487.0,604602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-08-01,21201.55,114137.0,663163.0,0.0,0.0,0.0,18859.286,101527.0,589900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,21228.96,114284.0,681430.0,0.0,0.0,0.0,17198.405,92586.0,552053.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,19171.975,103211.0,522648.0,0.0,0.0,0.0,15612.972,84051.0,425626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-01,21355.421,114965.0,729534.0,0.0,0.0,0.0,16404.535,88312.0,560404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,21246.906,114381.0,719342.0,0.0,0.0,0.0,18582.498,100037.0,629135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,20386.818,109751.0,692843.0,0.0,0.0,0.0,17933.954,96546.0,609483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,19115.417,102906.0,644034.0,0.0,0.0,0.0,16607.742,89406.0,559545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,21326.359,114809.0,704066.0,0.0,0.0,0.0,18298.5,98508.0,604104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,21315.768,114752.0,703864.0,0.0,0.0,0.0,17319.981,93241.0,571920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,23841.767,128350.0,768186.0,0.0,0.0,0.0,17082.377,91962.0,550397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,22886.329,123207.0,717259.0,0.0,0.0,0.0,16543.589,89061.0,518477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,23086.798,124286.0,725446.0,0.0,0.0,0.0,17192.025,92552.0,540217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-01,22218.683,119612.0,709867.0,0.0,0.0,0.0,17556.943,94516.0,560929.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01,19214.233,103438.0,645243.0,0.0,0.0,0.0,15988.445,86072.0,536916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,21624.498,116414.0,706216.0,0.0,0.0,0.0,17431.864,93843.0,569292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,20665.504,111251.0,725592.0,0.0,0.0,0.0,15400.483,82907.0,540730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,21847.689,117615.0,741429.0,0.0,0.0,0.0,16574.874,89229.0,562489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,20627.47,111046.0,696864.0,0.0,0.0,0.0,18461.541,99386.0,623692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,19048.549,102546.0,657653.0,0.0,0.0,0.0,15226.479,81971.0,525696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,21383.784,115118.0,728426.0,0.0,0.0,0.0,16429.949,88449.0,559676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,18971.474,102131.0,626192.0,0.0,0.0,0.0,16144.776,86914.0,532891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,16988.628,91457.0,568546.0,0.0,0.0,0.0,12651.031,68106.0,423383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,22233.551,119693.0,759416.0,0.0,0.0,0.0,15224.871,81962.0,520025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,21839.328,117570.0,757523.0,0.0,0.0,0.0,16298.027,87739.0,565317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,20466.655,110181.0,699205.0,0.0,0.0,0.0,16799.707,90440.0,573930.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,19579.933,105407.0,671675.0,0.0,0.0,0.0,15803.281,85076.0,542120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,18270.936,98360.0,628645.0,0.0,0.0,0.0,17281.291,93032.0,594594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,18424.905,99189.0,626315.0,0.0,0.0,0.0,17368.357,93501.0,590400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,17032.928,91695.0,594821.0,0.0,0.0,0.0,19691.825,106009.0,687674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,15988.172,86071.0,558880.0,0.0,0.0,0.0,18148.572,97701.0,634399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,15766.124,84876.0,537298.0,0.0,0.0,0.0,17321.973,93251.0,590320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,20578.182,110781.0,696283.0,0.0,0.0,0.0,18256.35,98282.0,617722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,19632.426,105690.0,659592.0,0.0,0.0,0.0,18001.731,96911.0,604806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,25670.762,138196.0,764569.0,0.0,0.0,0.0,23284.371,125350.0,693494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,23846.771,128377.0,701583.0,0.0,0.0,0.0,22233.224,119691.0,654112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,25018.747,134686.0,758987.0,0.0,0.0,0.0,20438.974,110032.0,620052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,24783.172,133418.0,746139.0,0.0,0.0,0.0,20001.379,107676.0,602175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
