measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Residual Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Residual Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,"Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-1.561,0.0,0.0,63752.0,856017.0,856017.0,40314.0,0.0,0.0,-29.439,0.0,0.0,-126.0,0.0,0.0,,,,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-1.309,0.0,0.0,69875.0,898228.0,898228.0,41001.0,0.0,0.0,-24.691,0.0,0.0,-19.0,105606.0,105606.0,,,,,,
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40969.0,504247.0,504247.0,23115.0,0.0,0.0,214.0,6701.0,6701.0,6454.0,88375.0,88375.0,,,,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20304.0,259316.0,259316.0,11073.0,0.0,0.0,5.0,906.0,906.0,10493.0,144259.0,144259.0,,,,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1420.0,1420.0,-1605.0,0.0,0.0,83.0,4227.0,4227.0,16948.0,236346.0,236346.0,,,,,,
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70949.0,907450.0,907450.0,41031.0,0.0,0.0,-34.0,98.0,98.0,1631.0,25575.0,25575.0,,,,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-23.0,431.0,431.0,72331.0,902501.0,902501.0,41497.0,0.0,0.0,0.0,0.0,0.0,-50.0,1909.0,1909.0,,,,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74148.0,925351.0,925351.0,43281.0,0.0,0.0,9.0,970.0,970.0,3913.0,56124.0,56124.0,,,,,,
2012-11-01,0.823,12.0,12.0,0.566,0.0,0.0,-2.417,0.0,0.0,43145.177,610388.0,610388.0,29685.434,0.0,0.0,-45.583,0.0,0.0,3345.0,50760.0,50760.0,,,,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-2.367,0.0,0.0,69907.0,896214.0,896214.0,42827.0,0.0,0.0,-44.633,0.0,0.0,-188.0,0.0,0.0,,,,,,
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.58,0.0,0.0,60878.0,838628.0,838628.0,40817.0,0.0,0.0,-37.42,0.0,0.0,-177.0,0.0,0.0,,,,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48886.0,631431.0,631431.0,29470.0,0.0,0.0,0.0,0.0,0.0,3230.0,42203.0,42203.0,,,,,,
2013-03-01,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-454.999,0.0,0.0,-4.0,1226.0,1226.0,11280.0,162872.0,162872.0,,,,,,
2013-04-01,0.409,6.0,6.0,0.214,0.0,0.0,-0.412,0.0,0.0,15703.591,223559.0,223559.0,8203.786,0.0,0.0,-26.588,0.0,0.0,16530.0,218257.0,218257.0,,,,,,
2013-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.397,0.0,0.0,73679.0,912643.0,912643.0,43691.0,0.0,0.0,-25.603,0.0,0.0,5236.0,60349.0,60349.0,,,,,,
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71655.0,886409.0,886409.0,40354.0,0.0,0.0,-25.0,53.0,53.0,-161.0,0.0,0.0,,,,,,
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69370.0,869348.0,869348.0,40753.0,0.0,0.0,-22.0,182.0,182.0,-193.0,0.0,0.0,,,,,,
2013-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77024.0,947001.0,947001.0,43819.0,0.0,0.0,166.0,3255.0,3255.0,-188.0,0.0,0.0,,,,,,
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.381,0.0,0.0,71264.0,889588.0,889588.0,41930.0,0.0,0.0,-24.619,0.0,0.0,-147.0,0.0,0.0,,,,,,
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52768.0,660048.0,660048.0,32130.0,0.0,0.0,-1.0,559.0,559.0,-131.0,0.0,0.0,,,,,,
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.549,0.0,0.0,51485.0,705463.0,705463.0,34529.0,0.0,0.0,-35.451,0.0,0.0,-148.0,0.0,0.0,,,,,,
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.641,0.0,0.0,70737.0,906406.0,906406.0,44405.0,0.0,0.0,-41.359,0.0,0.0,-155.0,0.0,0.0,,,,,,
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73090.0,924468.0,924468.0,45033.0,0.0,0.0,-4.0,1055.0,1055.0,0.0,0.0,0.0,,,,,,
2014-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61062.0,796016.0,796016.0,39563.0,0.0,0.0,-38.0,0.0,0.0,,,,,,,,,
2014-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73348.0,868227.0,868227.0,41478.0,0.0,0.0,-32.0,222.0,222.0,,,,,,,,,
2014-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35158.0,472775.0,472775.0,22129.0,0.0,0.0,-32.0,0.0,0.0,,,,,,,,,
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65206.0,833103.0,833103.0,40355.0,0.0,0.0,-28.0,0.0,0.0,,,,,,,,,
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72673.0,894702.0,894702.0,43024.0,0.0,0.0,19.0,1212.0,1212.0,,,,,,,,,
2014-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75047.0,925897.0,925897.0,44072.0,0.0,0.0,-28.0,0.0,0.0,,,,,,,,,
2014-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72177.0,887679.0,887679.0,45178.0,0.0,0.0,31.0,3082.0,3082.0,,,,,,,,,
2014-09-01,0.0,0.0,0.0,0.0,0.0,0.0,6.057,175.0,175.0,70741.0,886596.0,886596.0,42475.0,0.0,0.0,102.943,2968.0,2968.0,,,,,,,,,
2014-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49174.0,623433.0,623433.0,27986.0,0.0,0.0,39.0,2236.0,2236.0,,,,,,,,,
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69246.0,866516.0,866516.0,42390.0,0.0,0.0,-41.0,8341.0,8341.0,,,,,,,,,
2014-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62711.0,844446.0,844446.0,42417.0,0.0,0.0,-35.0,0.0,0.0,,,,,,,,,
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.783,0.0,0.0,71496.0,887327.0,887327.0,44520.0,0.0,0.0,-37.217,0.0,0.0,,,,,,,,,
2015-02-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.721,0.0,0.0,64699.0,812693.0,812693.0,40217.0,0.0,0.0,-34.279,0.0,0.0,,,,,,,,,
2015-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84980.0,989164.0,989164.0,46741.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2015-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.556,0.0,0.0,80207.0,919323.0,919323.0,44325.0,0.0,0.0,-26.444,0.0,0.0,,,,,,,,,
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61078.0,747154.0,747154.0,36263.0,0.0,0.0,47.0,2663.0,2663.0,,,,,,,,,
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42623.0,874483.0,874483.0,71800.0,0.0,0.0,14.0,1308.0,1308.0,,,,,,,,,
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73335.0,904720.0,904720.0,43639.0,0.0,0.0,-17.0,324.0,324.0,,,,,,,,,
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77959.0,936198.0,936198.0,45187.0,0.0,0.0,25.0,1268.0,1268.0,,,,,,,,,
2015-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.659,0.0,0.0,70763.0,872124.0,872124.0,42707.0,0.0,0.0,-31.341,0.0,0.0,,,,,,,,,
2015-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.515,0.0,0.0,69091.0,851044.0,851044.0,42604.0,0.0,0.0,-24.485,0.0,0.0,,,,,,,,,
2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.536,0.0,0.0,40050.0,542412.0,542412.0,26873.0,0.0,0.0,-25.464,0.0,0.0,,,,,,,,,
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-0.639,0.0,0.0,63506.0,840558.0,840558.0,42492.0,0.0,0.0,-30.361,0.0,0.0,,,,,,,,,
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69268.0,882102.0,882102.0,44204.0,0.0,0.0,-45.0,0.0,0.0,,,,,,,,,
2016-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61112.0,799572.0,799572.0,40569.0,0.0,0.0,-37.0,0.0,0.0,,,,,,,,,
2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21332.0,277466.0,277466.0,13460.0,0.0,0.0,-30.0,0.0,0.0,,,,,,,,,
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0,8782.0,8782.0,-952.0,0.0,0.0,31.0,1719.0,1719.0,,,,,,,,,
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1468.0,0.0,0.0,54.0,875.0,875.0,,,,,,,,,
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20867.0,273306.0,273306.0,11187.0,0.0,0.0,-1.0,646.0,646.0,,,,,,,,,
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73760.0,908423.0,908423.0,43675.0,0.0,0.0,89.0,3098.0,3098.0,,,,,,,,,
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44906.0,924118.0,924118.0,75164.0,0.0,0.0,-30.0,0.0,0.0,,,,,,,,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56504.0,706305.0,706305.0,33681.0,0.0,0.0,176.0,11144.0,11144.0,,,,,,,,,
2016-10-01,871.083,10860.0,10860.0,519.903,0.0,0.0,0.0,0.0,0.0,45170.917,563163.0,563163.0,26960.097,0.0,0.0,-31.0,176.0,176.0,,,,,,,,,
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72541.0,882290.0,882290.0,41916.0,0.0,0.0,-30.0,0.0,0.0,,,,,,,,,
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67986.0,840474.0,840474.0,40296.0,0.0,0.0,102.0,3468.0,3468.0,,,,,,,,,
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75406.0,935432.0,935432.0,45322.0,0.0,0.0,1.713,661.0,661.0,,,,,,,,,
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71710.0,866643.0,866643.0,41507.0,0.0,0.0,1.605,617.0,617.0,,,,,,,,,
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61113.0,728796.0,728796.0,35410.0,0.0,0.0,1.846,710.0,710.0,,,,,,,,,
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48063.0,613587.0,613587.0,28289.0,0.0,0.0,1.919,739.0,739.0,,,,,,,,,
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72646.0,910729.0,910729.0,43726.0,0.0,0.0,2.285,879.0,879.0,,,,,,,,,
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64907.0,793801.0,793801.0,37066.0,0.0,0.0,2.259,869.0,869.0,,,,,,,,,
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72841.0,906216.0,906216.0,40628.0,0.0,0.0,2.586,995.0,995.0,,,,,,,,,
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77658.0,946193.0,946193.0,43170.0,0.0,0.0,2.679,1030.0,1030.0,,,,,,,,,
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61800.0,760177.0,760177.0,34167.0,0.0,0.0,2.328,895.0,895.0,,,,,,,,,
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48970.0,608953.0,608953.0,27501.0,0.0,0.0,2.258,869.0,869.0,,,,,,,,,
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62970.0,778008.0,778008.0,36207.0,0.0,0.0,1.788,687.0,687.0,,,,,,,,,
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74447.0,929060.0,929060.0,45192.0,0.0,0.0,1.734,667.0,667.0,,,,,,,,,
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76024.0,945146.0,945146.0,46007.0,0.0,0.0,7.888,804.0,804.0,,,,,,,,,
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66327.0,829425.0,829425.0,40321.0,0.0,0.0,7.269,739.0,739.0,,,,,,,,,
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78978.0,960522.0,960522.0,46224.0,0.0,0.0,7.802,794.0,794.0,,,,,,,,,
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12514.0,133377.0,133377.0,6144.0,0.0,0.0,8.257,841.0,841.0,,,,,,,,,
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54786.0,695209.0,695209.0,32171.0,0.0,0.0,8.945,910.0,910.0,,,,,,,,,
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72308.0,899636.0,899636.0,42774.0,0.0,0.0,10.124,1030.0,1030.0,,,,,,,,,
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72255.0,900610.0,900610.0,42534.0,0.0,0.0,10.455,1064.0,1064.0,,,,,,,,,
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71880.0,898211.0,898211.0,42867.0,0.0,0.0,11.076,1127.0,1127.0,,,,,,,,,
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73246.0,903937.0,903937.0,43283.0,0.0,0.0,11.038,1123.0,1123.0,,,,,,,,,
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29541.0,373255.0,373255.0,17541.0,0.0,0.0,10.146,1032.0,1032.0,,,,,,,,,
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,70648.0,889662.0,889662.0,43307.0,0.0,0.0,,,,,,,,,,,,
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,69846.0,897206.0,897206.0,43935.0,0.0,0.0,,,,,,,,,,,,
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64352.0,819534.0,819534.0,38197.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62295.0,802611.0,802611.0,37872.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59449.0,755447.0,755447.0,36528.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62516.0,807433.0,807433.0,39021.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65645.0,817929.0,817929.0,38975.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72522.0,890525.0,890525.0,41647.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78841.0,958969.0,958969.0,45094.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80541.0,968797.0,968797.0,45393.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78970.0,949242.0,949242.0,44654.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75579.0,938785.0,938785.0,44746.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48310.0,596205.0,596205.0,28588.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67034.0,878751.0,878751.0,43398.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69773.0,895536.0,895536.0,43569.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65072.0,840860.0,840860.0,41296.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69181.0,843391.0,843391.0,41021.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39921.0,490900.0,490900.0,22074.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78996.0,942297.0,942297.0,44204.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80781.0,955870.0,955870.0,44490.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72411.0,859792.0,859792.0,40454.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50792.0,649931.0,649931.0,29095.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54635.0,666178.0,666178.0,31563.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2020-12-01,113.985,1431.0,1431.0,69.317,0.0,0.0,0.0,0.0,0.0,71169.015,893463.0,893463.0,43279.683,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73470.0,911069.0,911069.0,43899.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67455.0,831243.0,831243.0,39717.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86541.0,1003972.0,1003972.0,46661.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52965.0,624802.0,624802.0,28639.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71469.0,896882.0,896882.0,39833.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74497.0,903653.0,903653.0,38960.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78861.0,944802.0,944802.0,43663.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83557.0,981278.0,981278.0,44887.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78322.0,932942.0,932942.0,39779.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78384.0,948453.0,948453.0,44243.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47561.0,594718.0,594718.0,27603.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67685.0,844558.0,844558.0,39939.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-01-01,1547.208,18815.0,18815.0,814.923,0.0,0.0,0.0,0.0,0.0,74728.792,908753.0,908753.0,39360.077,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69119.0,843781.0,843781.0,40046.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52949.0,660131.0,660131.0,31136.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70246.0,891936.0,891936.0,38753.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78330.0,944874.0,944874.0,44107.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78851.0,932462.0,932462.0,42630.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81671.0,971025.0,971025.0,44993.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82543.0,977207.0,977207.0,44708.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77498.0,928028.0,928028.0,42898.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76945.0,941321.0,941321.0,44287.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52479.0,661256.0,661256.0,28954.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74573.0,916386.0,916386.0,40774.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77315.0,942443.0,942443.0,44456.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70977.0,860521.0,860521.0,40512.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61322.0,725811.0,725811.0,31676.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76141.0,922153.0,922153.0,39012.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84279.0,991224.0,991224.0,41985.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80283.0,951676.0,951676.0,43618.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83643.0,993198.0,993198.0,44726.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
