measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2019-08-01,0.0,0.0,0.0,8.08,86.0,86.0,5480.991,58406.0,58406.0,30998.929,330330.0,330330.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,37.032,8070.0,8070.0,2.968,647.0,647.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,18431.0,18431.0,0.0,20228.0,20228.0,0.0,0.0,0.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34923.0,34923.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29723.0,29723.0,0.0,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17763.0,17763.0,,,
2020-07-01,0.0,0.0,0.0,66.476,825.0,825.0,2098.062,26042.0,26042.0,10893.462,135212.0,135212.0
2020-08-01,0.0,0.0,0.0,0.0,453.0,453.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,,,,29.742,367.0,367.0,20442.561,252054.0,252054.0,13464.697,166018.0,166018.0
2020-10-01,,,,0.0,0.0,0.0,6252.357,63014.0,63014.0,6741.643,67945.0,67945.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,,,,0.0,172.0,172.0,0.0,30129.0,30129.0,0.0,0.0,0.0
2021-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,,,,0.0,29.0,29.0,0.0,874.0,874.0,0.0,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,,,,0.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-01,0.0,0.0,0.0,105.734,1272.0,1272.0,2171.5,26125.0,26125.0,13348.766,160596.0,160596.0
2021-08-01,,,,222.974,3064.0,3064.0,19598.25,269275.0,269275.0,13780.776,189344.0,189344.0
2021-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,,,,0.0,9834.0,9834.0,0.0,7186.0,7186.0,0.0,0.0,0.0
2021-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,,,,0.0,18861.0,18861.0,0.0,2725.0,2725.0,0.0,5256.0,5256.0
2022-02-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,,,,0.0,154.0,154.0,0.0,16838.0,16838.0,0.0,0.0,0.0
2022-05-01,,,,250.959,2991.0,2991.0,8538.213,101764.0,101764.0,6177.828,73631.0,73631.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,,,,535.294,5887.0,5887.0,3029.622,33322.0,33322.0,11987.084,131841.0,131841.0
2022-08-01,,,,0.0,295.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,,,,0.0,1062.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,,,,0.0,588.0,588.0,0.0,16006.0,16006.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,,,,0.0,2126.0,2126.0,0.0,18686.0,18686.0,0.0,0.0,0.0
2023-06-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
