measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Black Liquor Generation,Black Liquor Quantity Consumed For Electricity,Black Liquor Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Other Biomass Gas Generation,Other Biomass Gas Quantity Consumed For Electricity,Other Biomass Gas Total Fuel Consumed,Other Biomass Solids Generation,Other Biomass Solids Quantity Consumed For Electricity,Other Biomass Solids Total Fuel Consumed,Other Generation,Other Quantity Consumed For Electricity,Other Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2010-01-01,4531.263,20346.0,249401.0,1412.3010000000002,6341.0,77733.0,,,,966.178,9426.0,9426.0,213.61100000000002,959.0,11757.0,325.837,1463.0,17934.0,19.56,88.0,1077.0,,,,0.47800000000000004,2.0,26.0,3071.9500000000003,13794.0,169080.0
2010-02-01,3687.199,16556.0,204128.0,1393.784,6258.0,77162.0,,,,744.6560000000001,7265.0,7265.0,593.2180000000001,2664.0,32841.0,287.517,1291.0,15917.0,18.693,84.0,1035.0,,,,0.0,0.0,0.0,2669.589,11987.0,147792.0
2010-03-01,4236.91,19024.0,229312.0,1595.777,7165.0,86367.0,,,,621.053,6059.0,6059.0,55.448,249.0,3001.0,302.522,1358.0,16373.0,14.919,67.0,807.0,,,,0.0,0.0,0.0,3247.424,14581.0,175759.0
2010-04-01,3254.9790000000003,14615.0,172832.0,1567.7150000000001,7039.0,83242.0,,,,1349.124,13162.0,13162.0,357.072,1603.0,18960.0,260.923,1172.0,13854.0,14.628,66.0,777.0,,,,0.0,0.0,0.0,2931.683,13164.0,155666.0
2010-05-01,3077.6,13819.0,169390.0,981.46,4407.0,54019.0,,,,1003.666,9792.0,9792.0,996.119,4473.0,54826.0,151.332,680.0,8329.0,11.876000000000001,53.0,654.0,,,,7.8870000000000005,35.0,434.0,1713.726,7695.0,94323.0
2010-06-01,3959.1910000000003,17777.0,233109.0,1373.323,6166.0,80858.0,,,,1372.659,13392.0,13392.0,385.541,1731.0,22700.0,159.96,718.0,9418.0,10.449,47.0,615.0,,,,0.0,0.0,0.0,2199.536,9876.0,129504.0
2010-07-01,3352.043,15051.0,191829.0,1435.183,6444.0,82132.0,,,,1466.0,14302.0,14302.0,680.802,3057.0,38961.0,216.18900000000002,971.0,12372.0,13.677000000000001,61.0,783.0,,,,0.0,0.0,0.0,3015.106,13538.0,172547.0
2010-08-01,4239.338000000001,19035.0,233766.0,1381.123,6201.0,76158.0,,,,1293.271,12617.0,12617.0,30.54,137.0,1684.0,248.77300000000002,1117.0,13718.0,12.835,58.0,708.0,,,,0.0,0.0,0.0,2887.391,12965.0,159217.0
2010-09-01,3730.601,16751.0,221627.0,1294.204,5811.0,76886.0,,,,717.6560000000001,7001.0,7001.0,41.398,186.0,2459.0,207.63500000000002,932.0,12335.0,13.809000000000001,62.0,820.0,,,,0.221,1.0,13.0,3162.132,14198.0,187855.0
2010-10-01,3869.85,17376.0,226045.0,1399.535,6284.0,81749.0,,,,1095.97,10692.0,10692.0,207.376,931.0,12113.0,171.173,769.0,9999.0,10.392000000000001,47.0,607.0,,,,0.0,0.0,0.0,3004.674,13491.0,175509.0
2010-11-01,4440.604,19939.0,257365.0,1363.01,6120.0,78996.0,,,,1393.0990000000002,13591.0,13591.0,128.63500000000002,578.0,7455.0,213.30800000000002,958.0,12363.0,10.595,48.0,614.0,,,,3.2910000000000004,15.0,191.0,2911.5570000000002,13073.0,168746.0
2010-12-01,5198.988,23344.0,304615.0,1466.929,6587.0,85949.0,,,,1033.6680000000001,10084.0,10084.0,153.622,690.0,9001.0,239.29,1074.0,14020.0,7.167000000000001,32.0,420.0,,,,0.0,0.0,0.0,2580.004,11585.0,151166.0
2011-01-01,4759.073,21369.0,270039.0,1425.836,6402.0,80905.0,,,,1462.023,14205.0,14205.0,482.728,2168.0,27391.0,245.207,1101.0,13914.0,6.794,31.0,386.0,,,,0.0,0.0,0.0,2938.362,13194.0,166728.0
2011-02-01,4040.973,18145.0,211557.0,1452.484,6522.0,76042.0,,,,1018.371,9894.0,9894.0,343.319,1542.0,17974.0,257.693,1157.0,13491.0,6.18,28.0,324.0,,,,0.0,0.0,0.0,2932.351,13167.0,153517.0
2011-03-01,4503.49,20221.0,264210.0,1480.685,6649.0,86869.0,,,,345.593,3358.0,3358.0,362.047,1626.0,21241.0,245.784,1104.0,14420.0,5.75,26.0,337.0,,,,4.372,20.0,257.0,2812.872,12630.0,165025.0
2011-04-01,2913.311,13081.0,174663.0,788.464,3540.0,47271.0,,,,479.477,4659.0,4659.0,1741.505,7820.0,104409.0,220.142,988.0,13198.0,6.66,30.0,399.0,,,,4.059,18.0,243.0,1860.859,8356.0,111565.0
2011-05-01,3609.194,16206.0,201269.0,1758.694,7897.0,98074.0,,,,555.004,5392.0,5392.0,224.843,1010.0,12539.0,245.865,1104.0,13711.0,6.666,30.0,372.0,,,,0.0,0.0,0.0,3067.738,13775.0,171074.0
2011-06-01,2392.767,10744.0,113926.0,1914.057,8594.0,91133.0,,,,1855.632,18029.0,18029.0,322.96,1450.0,15377.0,250.547,1125.0,11929.0,5.783,26.0,275.0,,,,0.0,0.0,0.0,3333.886,14970.0,158735.0
2011-07-01,3765.468,16908.0,206067.0,1541.242,6920.0,84345.0,,,,1933.096,18782.0,18782.0,44.06,198.0,2411.0,236.503,1062.0,12943.0,8.051,36.0,441.0,,,,0.0,0.0,0.0,3054.676,13716.0,167169.0
2011-08-01,3731.063,16753.0,205356.0,1546.253,6943.0,85105.0,,,,1737.858,16885.0,16885.0,51.463,231.0,2832.0,222.436,999.0,12243.0,3.627,16.0,200.0,,,,0.0,0.0,0.0,3187.158,14311.0,175420.0
2011-09-01,3687.771,16559.0,190510.0,1597.26,7172.0,82514.0,,,,1551.812,15077.0,15077.0,176.603,793.0,9123.0,240.379,1079.0,12418.0,4.794,22.0,248.0,,,,0.0,0.0,0.0,2850.193,12798.0,147241.0
2011-10-01,4113.071,18468.0,210344.0,1602.286,7195.0,81941.0,,,,1578.513,15337.0,15337.0,256.907,1154.0,13138.0,254.878,1144.0,13035.0,7.785,35.0,398.0,,,,0.509,2.0,26.0,2663.564,11960.0,136216.0
2011-11-01,3873.4,17392.0,213179.0,1533.025,6884.0,84372.0,,,,1172.534,11392.0,11392.0,230.245,1034.0,12672.0,208.994,938.0,11502.0,5.238,24.0,288.0,,,,3.074,14.0,169.0,3127.024,14041.0,172101.0
2011-12-01,4594.202,20629.0,266231.0,1507.91,6771.0,87382.0,,,,679.087,6598.0,6598.0,104.473,469.0,6054.0,258.69,1162.0,14991.0,8.647,39.0,501.0,,,,0.225,1.0,13.0,3148.853,14139.0,182474.0
2012-01-01,4768.939,22299.0,270376.0,1458.446,6819.0,82687.0,,,,463.155,4407.0,4407.0,102.308,478.0,5800.0,266.022,1244.0,15082.0,5.085,24.0,288.0,,,,0.23,1.0,13.0,3022.97,14135.0,171388.0
2012-02-01,4282.367,20023.0,251266.0,1417.61,6628.0,83178.0,,,,830.907,7907.0,7907.0,210.482,984.0,12350.0,257.62,1205.0,15116.0,3.276,15.0,192.0,,,,0.0,0.0,0.0,2804.645,13114.0,164561.0
2012-03-01,4404.332,20594.0,261469.0,1450.282,6781.0,86098.0,,,,595.617,5668.0,5668.0,822.522,3846.0,48830.0,244.818,1145.0,14534.0,2.081,10.0,124.0,,,,0.0,0.0,0.0,1950.965,9122.0,115821.0
2012-04-01,2754.769,12881.0,144840.0,936.13,4377.0,49220.0,,,,1202.492,11443.0,11443.0,1777.528,8311.0,93459.0,203.982,954.0,10725.0,0.0,0.0,0.0,,,,6.435,30.0,338.0,1261.156,5897.0,66309.0
2012-05-01,1748.422,8175.0,97849.0,1458.71,6821.0,81636.0,,,,735.874,7003.0,7003.0,2032.223,9502.0,113732.0,234.312,1096.0,13113.0,4.661,22.0,261.0,,,,0.0,0.0,0.0,3467.672,16214.0,194066.0
2012-06-01,1571.071,7346.0,87378.0,1541.556,7208.0,85736.0,,,,934.074,8889.0,8889.0,1861.87,8706.0,103551.0,219.85,1028.0,12227.0,5.542,26.0,308.0,,,,0.0,0.0,0.0,3056.111,14290.0,169970.0
2012-07-01,556.377,2602.0,96205.0,467.057,2184.0,80760.0,,,,952.362,9063.0,9063.0,6201.544,28997.0,1072330.0,68.74,321.0,11886.0,1.624,8.0,281.0,,,,0.0,0.0,0.0,981.658,4590.0,169742.0
2012-08-01,3220.003,15056.0,175165.0,1427.081,6673.0,77632.0,,,,856.091,8147.0,8147.0,1393.365,6515.0,75798.0,227.721,1065.0,12388.0,6.422,30.0,349.0,,,,0.0,0.0,0.0,2491.408,11649.0,135530.0
2012-09-01,2001.404,9358.0,157305.0,981.675,4590.0,77157.0,,,,884.001,8412.0,8412.0,520.519,2434.0,40911.0,251.614,1176.0,19776.0,3.511,16.0,276.0,,,,0.0,0.0,0.0,1937.277,9058.0,152265.0
2012-10-01,3602.602,16845.0,207738.0,1435.091,6710.0,82752.0,,,,965.094,9184.0,9184.0,692.839,3240.0,39951.0,170.981,799.0,9859.0,4.187,20.0,241.0,,,,0.0,0.0,0.0,2906.3,13589.0,167587.0
2012-11-01,4069.037,19026.0,239834.0,1428.424,6679.0,84193.0,,,,1036.313,9862.0,9862.0,177.095,828.0,10438.0,223.244,1044.0,13158.0,3.277,15.0,193.0,,,,0.0,0.0,0.0,3069.923,14354.0,180945.0
2012-12-01,4907.459,22946.0,292291.0,1358.537,6352.0,80915.0,,,,692.02,6585.0,6585.0,264.27,1236.0,15740.0,227.928,1066.0,13576.0,3.307,15.0,197.0,,,,0.0,0.0,0.0,2678.499,12524.0,159533.0
2013-01-01,4251.649,19880.0,250982.0,1554.764,7270.0,91780.0,,,,1094.622,10444.0,10444.0,519.173,2428.0,30648.0,248.62,1162.0,14676.0,3.796,18.0,224.0,,,,0.0,0.0,0.0,3092.219,14459.0,182539.0
2013-02-01,4213.514,19702.0,264000.0,1271.615,5946.0,79674.0,,,,1045.808,9978.0,9978.0,364.523,1704.0,22839.0,204.649,957.0,12822.0,5.093,24.0,319.0,,,,0.0,0.0,0.0,2348.033,10979.0,147117.0
2013-03-01,3347.408,15652.0,197266.0,1594.103,7454.0,93942.0,,,,1009.42,9631.0,9631.0,632.615,2958.0,37281.0,215.221,1006.0,12683.0,10.37,48.0,611.0,,,,0.0,0.0,0.0,3275.118,15314.0,193005.0
2013-04-01,3115.313,14567.0,184927.0,971.934,4545.0,57695.0,,,,1113.391,10623.0,10623.0,1909.552,8929.0,113352.0,162.039,758.0,9619.0,5.216,24.0,310.0,,,,0.768,4.0,46.0,1554.069,7267.0,92250.0
2013-05-01,3543.635,16569.0,210086.0,1651.035,7720.0,97882.0,,,,1498.24,14295.0,14295.0,118.985,556.0,7054.0,259.906,1215.0,15409.0,6.615,31.0,392.0,,,,0.0,0.0,0.0,3115.34,14567.0,184694.0
2013-06-01,3076.946,14387.0,183248.0,1421.796,6648.0,84675.0,,,,1452.659,13860.0,13860.0,127.406,596.0,7588.0,207.122,968.0,12335.0,7.826,37.0,466.0,,,,0.0,0.0,0.0,3257.114,15230.0,193978.0
2013-07-01,3036.318,14197.0,199302.0,1296.693,6063.0,85114.0,,,,1024.735,9777.0,9777.0,753.081,3521.0,49432.0,213.771,1000.0,14032.0,9.176,43.0,602.0,,,,0.0,0.0,0.0,2948.581,13787.0,193543.0
2013-08-01,3512.46,16424.0,212138.0,1353.895,6331.0,81769.0,,,,1663.328,15870.0,15870.0,48.642,227.0,2938.0,217.876,1019.0,13159.0,13.652,64.0,825.0,,,,0.0,0.0,0.0,3324.282,15544.0,200772.0
2013-09-01,2093.397,9788.0,157209.0,1043.941,4881.0,78397.0,,,,1452.74,13861.0,13861.0,77.799,364.0,5842.0,143.157,669.0,10751.0,10.98,51.0,825.0,,,,0.173,1.0,13.0,2350.1,10989.0,176486.0
2013-10-01,3699.495,17298.0,208771.0,1526.089,7136.0,86121.0,,,,1530.243,14600.0,14600.0,333.005,1557.0,18792.0,121.327,567.0,6847.0,12.578,59.0,710.0,,,,0.0,0.0,0.0,3636.821,17005.0,205234.0
2013-11-01,4259.096,19915.0,249830.0,1432.501,6698.0,84028.0,,,,1389.885,13261.0,13261.0,478.724,2238.0,28081.0,225.506,1054.0,13228.0,7.334,34.0,430.0,,,,0.0,0.0,0.0,2970.328,13889.0,174233.0
2013-12-01,3269.628,15288.0,187832.0,1599.682,7480.0,91898.0,,,,445.239,4248.0,4248.0,1177.513,5506.0,67645.0,212.772,995.0,12223.0,8.677,41.0,498.0,,,,0.0,0.0,0.0,3932.995,18390.0,225941.0
2014-01-01,4264.804,19941.0,262401.0,1575.727,7368.0,96950.0,,,,1069.339,10169.0,10169.0,623.301,2914.0,38350.0,230.976,1080.0,14211.0,7.496,35.0,461.0,,,,0.0,0.0,0.0,3214.714,15031.0,197792.0
2014-02-01,3833.259,17924.0,233174.0,1415.559,6619.0,86107.0,,,,802.117,7628.0,7628.0,809.093,3783.0,49216.0,226.775,1060.0,13795.0,7.704,36.0,469.0,,,,0.0,0.0,0.0,2844.865,13302.0,173051.0
2014-03-01,4124.706,19286.0,222692.0,1680.428,7857.0,90726.0,,,,1535.31,14601.0,14601.0,289.503,1354.0,15630.0,263.299,1231.0,14215.0,8.68,41.0,469.0,,,,0.0,0.0,0.0,3598.417,16825.0,194278.0
2014-04-01,3759.546,17579.0,228493.0,1510.868,7065.0,91826.0,,,,1353.063,12868.0,12868.0,809.757,3786.0,49214.0,249.841,1168.0,15185.0,9.217,43.0,560.0,,,,0.0,0.0,0.0,2580.998,12068.0,156865.0
2014-05-01,3072.319,14366.0,184562.0,888.061,4152.0,53348.0,,,,1398.003,13295.0,13295.0,471.564,2205.0,28328.0,133.529,624.0,8021.0,5.719,27.0,344.0,,,,10.614,50.0,638.0,2619.484,12248.0,157359.0
2014-06-01,3276.293,15319.0,194942.0,1467.492,6862.0,87317.0,,,,1758.166,16720.0,16720.0,579.06,2708.0,34455.0,219.243,1025.0,13045.0,15.407,72.0,917.0,,,,0.0,0.0,0.0,2059.604,9630.0,122548.0
2014-07-01,2898.108,13551.0,204928.0,1303.257,6094.0,92155.0,,,,2191.138,20838.0,20838.0,1595.377,7460.0,112811.0,191.017,893.0,13507.0,7.11,33.0,503.0,,,,0.0,0.0,0.0,2132.15,9969.0,150767.0
2014-08-01,3686.548,17238.0,209672.0,1533.104,7168.0,87195.0,,,,1718.704,16345.0,16345.0,155.637,728.0,8852.0,227.665,1065.0,12948.0,11.699,55.0,665.0,,,,3.775,18.0,215.0,2647.834,12381.0,150595.0
2014-09-01,3295.439,15409.0,179259.0,1530.826,7158.0,83271.0,,,,1970.321,18738.0,18738.0,396.503,1854.0,21568.0,195.31,913.0,10624.0,11.746,55.0,639.0,,,,0.0,0.0,0.0,2688.552,12571.0,146247.0
2014-10-01,3727.041,17427.0,219645.0,1440.452,6735.0,84890.0,,,,1763.326,16769.0,16769.0,269.958,1262.0,15909.0,189.514,886.0,11169.0,13.459,63.0,793.0,,,,0.331,2.0,20.0,2844.456,13300.0,167632.0
2014-11-01,3914.505,18303.0,250698.0,1201.453,5618.0,76945.0,,,,1799.89,17117.0,17117.0,120.718,564.0,7731.0,174.105,814.0,11150.0,11.009,51.0,705.0,,,,0.0,0.0,0.0,3142.166,14692.0,201235.0
2014-12-01,3533.983,16524.0,204556.0,1492.818,6980.0,86408.0,,,,1417.623,13482.0,13482.0,458.231,2143.0,26524.0,220.945,1033.0,12789.0,12.599,59.0,729.0,,,,0.0,0.0,0.0,3245.824,15177.0,187876.0
2015-01-01,3913.008,18296.0,250098.0,1295.858,6059.0,82824.0,0.0,0.0,0.0,1083.312,10095.0,10095.0,793.856,3712.0,50739.0,225.888,1056.0,14438.0,8.566,40.0,548.0,,,,0.0,0.0,0.0,2758.914,12900.0,176334.0
2015-02-01,3475.189,16249.0,243878.0,1134.362,5304.0,79606.0,0.0,0.0,0.0,1168.487,10889.0,10889.0,752.471,3518.0,52806.0,207.975,972.0,14595.0,5.307,25.0,372.0,,,,0.0,0.0,0.0,2795.631,13072.0,196189.0
2015-03-01,2708.149,12663.0,153934.0,1575.409,7366.0,89548.0,0.0,0.0,0.0,471.248,4392.0,4392.0,1261.019,5896.0,71678.0,292.864,1369.0,16647.0,8.958,42.0,509.0,,,,0.0,0.0,0.0,3070.946,14359.0,174556.0
2015-04-01,2432.54,11374.0,148639.0,1349.694,6311.0,82472.0,0.0,0.0,0.0,515.611,4805.0,4805.0,1832.615,8569.0,111981.0,220.433,1031.0,13469.0,8.458,40.0,517.0,,,,0.0,0.0,0.0,2401.396,11228.0,146736.0
2015-05-01,891.979,4171.0,55754.0,947.613,4431.0,59231.0,158.378,741.0,9900.0,1679.353,15650.0,15650.0,2796.821,13077.0,174817.0,185.545,868.0,11598.0,10.092,47.0,631.0,,,,0.0,0.0,0.0,2650.679,12394.0,165682.0
2015-06-01,870.979,4073.0,50356.0,1577.757,7377.0,91219.0,0.0,0.0,0.0,1377.08,12833.0,12833.0,2791.851,13054.0,161413.0,218.018,1019.0,12605.0,18.798,88.0,1087.0,,,,0.0,0.0,0.0,2440.271,11410.0,141086.0
2015-07-01,159.139,744.0,8639.0,1683.045,7870.0,91366.0,0.0,0.0,0.0,1163.664,10844.0,10844.0,5391.76,25211.0,292697.0,244.96,1145.0,13298.0,2.8,13.0,152.0,,,,0.0,0.0,0.0,354.345,1657.0,19236.0
2015-08-01,777.363,3635.0,45149.0,1549.986,7247.0,90024.0,0.0,0.0,0.0,1631.23,15201.0,15201.0,3202.777,14976.0,186018.0,183.038,856.0,10631.0,11.908,56.0,692.0,,,,0.0,0.0,0.0,2049.517,9583.0,119036.0
2015-09-01,20.4,95.0,1122.0,1329.274,6215.0,73137.0,0.0,0.0,0.0,1172.298,10925.0,10925.0,3198.772,14957.0,175998.0,210.901,986.0,11604.0,8.288,39.0,456.0,,,,0.0,0.0,0.0,2713.103,12686.0,149276.0
2015-10-01,0.0,0.0,0.0,1470.262,6875.0,81229.0,0.0,0.0,0.0,1653.191,15406.0,15406.0,3697.081,17287.0,204257.0,233.788,1093.0,12916.0,7.428,35.0,410.0,,,,0.0,0.0,0.0,2558.09,11961.0,141330.0
2015-11-01,0.0,0.0,0.0,1400.33,6548.0,74542.0,0.0,0.0,0.0,2258.203,21044.0,21044.0,3977.456,18598.0,211726.0,215.833,1009.0,11489.0,8.424,39.0,448.0,,,,0.0,0.0,0.0,2390.534,11178.0,127252.0
2015-12-01,0.0,0.0,0.0,1334.826,6241.0,66245.0,0.0,0.0,0.0,1593.323,14848.0,14848.0,4338.232,20285.0,215300.0,218.921,1024.0,10865.0,8.118,38.0,403.0,,,,0.0,0.0,0.0,2841.514,13286.0,141020.0
2016-01-01,0.0,0.0,0.0,1465.084,7436.0,72423.0,0.0,0.0,0.0,1350.185,12465.0,12465.0,4847.761,24606.0,239638.0,233.071,1183.0,11521.0,9.54,48.0,472.0,,,,0.0,0.0,0.0,3150.296,15990.0,155728.0
2016-02-01,0.0,0.0,0.0,1413.203,7173.0,74529.0,0.0,0.0,0.0,630.452,5820.0,5820.0,4545.579,23072.0,239723.0,252.106,1280.0,13295.0,8.644,44.0,456.0,,,,0.0,0.0,0.0,2504.794,12714.0,132097.0
2016-03-01,0.0,0.0,0.0,1519.762,7714.0,76354.0,0.0,0.0,0.0,1005.073,9279.0,9279.0,4619.585,23448.0,232092.0,274.71,1394.0,13802.0,9.387,48.0,472.0,,,,0.0,0.0,0.0,2785.833,14140.0,139963.0
2016-04-01,0.0,0.0,0.0,860.405,4367.0,46410.0,267.017,1355.0,14403.0,1320.021,12186.0,12186.0,3590.697,18226.0,193681.0,188.847,959.0,10186.0,5.988,30.0,323.0,,,,0.0,0.0,0.0,2553.379,12960.0,137729.0
2016-05-01,0.0,0.0,0.0,1598.092,8112.0,84193.0,0.0,0.0,0.0,952.739,8796.0,8796.0,4541.78,23053.0,239275.0,204.277,1037.0,10762.0,6.714,34.0,354.0,,,,0.0,0.0,0.0,2022.953,10268.0,106575.0
2016-06-01,0.0,0.0,0.0,1381.53,7012.0,76815.0,0.0,0.0,0.0,1321.519,12200.0,12200.0,2658.646,13495.0,147824.0,188.729,958.0,10494.0,10.826,55.0,602.0,,,,0.0,0.0,0.0,3169.944,16090.0,176252.0
2016-07-01,0.0,0.0,0.0,1402.892,7121.0,75187.0,0.0,0.0,0.0,1382.672,12765.0,12765.0,2637.474,13387.0,141353.0,202.837,1030.0,10871.0,12.561,64.0,673.0,,,,0.0,0.0,0.0,3374.78,17130.0,180868.0
2016-08-01,0.0,0.0,0.0,1331.16,6757.0,72174.0,0.0,0.0,0.0,1459.886,13478.0,13478.0,2719.084,13802.0,147425.0,214.107,1087.0,11609.0,11.248,57.0,610.0,,,,0.0,0.0,0.0,3453.856,17531.0,187263.0
2016-09-01,0.0,0.0,0.0,1304.02,6619.0,73362.0,91.507,464.0,5148.0,867.11,8005.0,8005.0,2743.114,13923.0,154324.0,201.829,1024.0,11355.0,14.219,72.0,800.0,,,,0.0,0.0,0.0,3327.711,16891.0,187212.0
2016-10-01,0.0,0.0,0.0,1328.053,6741.0,76152.0,188.704,958.0,10820.0,1279.444,11812.0,11812.0,3281.446,16656.0,188161.0,156.444,794.0,8971.0,12.431,63.0,713.0,,,,0.0,0.0,0.0,3603.6,18291.0,206634.0
2016-11-01,0.0,0.0,0.0,1429.023,7253.0,81526.0,7.157,36.0,408.0,1466.361,13537.0,13537.0,3672.322,18640.0,209507.0,170.497,865.0,9727.0,15.36,78.0,876.0,,,,0.0,0.0,0.0,3011.275,15285.0,171794.0
2016-12-01,0.0,0.0,0.0,1463.966,7431.0,81597.0,0.0,0.0,0.0,1041.538,9615.0,9615.0,4137.542,21001.0,230614.0,163.442,830.0,9110.0,17.362,88.0,968.0,,,,0.0,0.0,0.0,3382.791,17170.0,188546.0
2017-01-01,0.0,0.0,0.0,1388.211,7046.0,79390.0,0.0,0.0,0.0,1856.85,17107.0,17107.0,4716.757,23941.0,269747.0,209.626,1064.0,11988.0,21.352,108.0,1221.0,,,,0.0,0.0,0.0,2745.611,13936.0,157019.0
2017-02-01,0.0,0.0,0.0,1320.728,6704.0,73892.0,0.0,0.0,0.0,1735.774,15992.0,15992.0,4260.385,21625.0,238358.0,204.535,1038.0,11443.0,15.237,77.0,852.0,,,,0.0,0.0,0.0,2327.094,11812.0,130195.0
2017-03-01,0.0,0.0,0.0,1572.597,7982.0,89361.0,0.0,0.0,0.0,1852.796,17070.0,17070.0,4239.172,21517.0,240887.0,222.073,1127.0,12619.0,15.821,80.0,899.0,,,,0.0,0.0,0.0,3079.91,15633.0,175013.0
2017-04-01,0.0,0.0,0.0,1311.916,6659.0,72889.0,0.0,0.0,0.0,1478.994,13626.0,13626.0,3603.736,18292.0,200220.0,221.203,1123.0,12290.0,16.864,86.0,937.0,,,,0.0,0.0,0.0,2942.57,14936.0,163486.0
2017-05-01,0.0,0.0,0.0,1457.345,7397.0,79650.0,0.0,0.0,0.0,1456.348,13417.0,13417.0,4516.183,22923.0,246828.0,236.766,1202.0,12940.0,20.094,102.0,1098.0,,,,0.0,0.0,0.0,2014.748,10226.0,110114.0
2017-06-01,0.0,0.0,0.0,1490.939,7568.0,82187.0,0.0,0.0,0.0,1486.572,13696.0,13696.0,3286.512,16682.0,181167.0,225.196,1143.0,12414.0,18.066,92.0,996.0,,,,0.0,0.0,0.0,2928.65,14865.0,161440.0
2017-07-01,0.0,0.0,0.0,1413.006,7172.0,81337.0,0.0,0.0,0.0,1597.162,14715.0,14715.0,3043.189,15447.0,175176.0,223.692,1135.0,12876.0,18.105,92.0,1042.0,,,,0.0,0.0,0.0,3451.114,17517.0,198658.0
2017-08-01,0.0,0.0,0.0,1437.611,7297.0,82017.0,0.0,0.0,0.0,1566.32,14431.0,14431.0,3084.647,15657.0,175983.0,165.988,843.0,9470.0,19.756,100.0,1127.0,,,,0.0,0.0,0.0,3489.119,17710.0,199058.0
2017-09-01,0.0,0.0,0.0,961.798,4882.0,55483.0,194.652,988.0,11229.0,1428.678,13162.0,13162.0,3001.932,15237.0,173171.0,147.556,749.0,8512.0,13.65,69.0,787.0,,,,0.0,0.0,0.0,2490.86,12643.0,143689.0
2017-10-01,0.0,0.0,0.0,1510.67,7668.0,90085.0,0.0,0.0,0.0,1474.853,13588.0,13588.0,3556.59,18053.0,212089.0,212.115,1077.0,12649.0,12.558,64.0,749.0,,,,0.0,0.0,0.0,3454.48,17534.0,206000.0
2017-11-01,0.0,0.0,0.0,1475.151,7488.0,85855.0,0.0,0.0,0.0,1601.833,14758.0,14758.0,4015.511,20382.0,233705.0,209.485,1063.0,12192.0,17.907,91.0,1042.0,,,,0.0,0.0,0.0,3125.348,15864.0,181897.0
2017-12-01,0.0,0.0,0.0,924.571,4693.0,55483.0,187.118,950.0,11229.0,1460.93,13460.0,13460.0,4269.01,21669.0,256180.0,235.013,1193.0,14103.0,18.139,92.0,1089.0,,,,0.0,0.0,0.0,3706.987,18816.0,222453.0
2018-01-01,0.0,0.0,0.0,1395.888,7085.0,84468.0,0.0,0.0,0.0,1461.068,13302.0,13302.0,4960.641,25179.0,300179.0,265.652,1348.0,16075.0,19.004,96.0,1150.0,,,,0.0,0.0,0.0,2660.281,13503.0,160979.0
2018-02-01,0.0,0.0,0.0,1426.909,7243.0,88159.0,0.0,0.0,0.0,1288.147,11727.0,11727.0,4236.153,21502.0,261722.0,203.245,1032.0,12557.0,17.989,91.0,1111.0,,,,0.0,0.0,0.0,2496.242,12670.0,154225.0
2018-03-01,0.0,0.0,0.0,1657.566,8413.0,96697.0,0.0,0.0,0.0,1328.841,12098.0,12098.0,4497.801,22830.0,262387.0,296.975,1507.0,17325.0,22.359,113.0,1304.0,,,,0.0,0.0,0.0,2743.219,13924.0,160031.0
2018-04-01,0.0,0.0,0.0,1484.461,7535.0,87577.0,0.0,0.0,0.0,1355.717,12342.0,12342.0,4367.34,22168.0,257656.0,234.485,1190.0,13834.0,12.297,62.0,725.0,,,,0.0,0.0,0.0,2475.936,12567.0,146070.0
2018-05-01,0.0,0.0,0.0,1468.558,7454.0,87853.0,0.0,0.0,0.0,1470.447,13387.0,13387.0,3768.79,19130.0,225460.0,255.653,1298.0,15294.0,18.836,96.0,1127.0,,,,0.0,0.0,0.0,2713.133,13771.0,162307.0
2018-06-01,0.0,0.0,0.0,1261.707,6404.0,73896.0,0.0,0.0,0.0,1444.332,13149.0,13149.0,3234.961,16420.0,189465.0,220.452,1119.0,12911.0,18.976,96.0,1111.0,,,,0.0,0.0,0.0,2940.543,14926.0,172222.0
2018-07-01,0.0,0.0,0.0,2219.869,11268.0,78211.0,0.0,0.0,0.0,1307.543,11904.0,11904.0,5487.647,27854.0,193342.0,407.979,2071.0,14374.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0,1425.622,7236.0,82671.0,0.0,0.0,0.0,1221.464,11120.0,11120.0,3264.661,16571.0,189315.0,233.576,1186.0,13545.0,19.432,99.0,1127.0,,,,0.0,0.0,0.0,3211.576,16301.0,186237.0
